TotalEnvSteps,MetaTest/coffee-push-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/coffee-push-v1/MaxReturn,MetaTest/coffee-push-v1/MinReturn,MetaTest/coffee-push-v1/NumTrajs,MetaTest/coffee-push-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/coffee-push-v1/SuccessRate,MetaTest/coffee-push-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/coffee-push-v1/AverageReturn,MetaTest/coffee-push-v1/TerminationRate
512000,-66.7097940914289,12,-1.637337096798809,-100.97090377071254,10,32.107935830459375,0.0,0.0,12,32.107935830459375,10,-66.7097940914289,-100.97090377071254,-1.637337096798809,-66.70979409142889,0.0,-66.70979409142889,0.0
536000,-53.0374711209398,13,-31.66055379890184,-75.05602886635792,10,15.574661757514738,0.0,0.0,13,15.574661757514738,10,-53.0374711209398,-75.05602886635792,-31.66055379890184,-53.03747112093979,0.0,-53.03747112093979,0.0
560000,-45.66743548809948,14,20.131143625835527,-78.06801681216918,10,24.498598982634064,0.0,0.0,14,24.498598982634064,10,-45.66743548809948,-78.06801681216918,20.131143625835527,-45.667435488099485,0.0,-45.667435488099485,0.0
584000,-22.729398600200973,15,73.67639930548546,-67.32748224744353,10,42.842295681417106,0.0,0.0,15,42.842295681417106,10,-22.729398600200973,-67.32748224744353,73.67639930548546,-22.729398600200977,0.0,-22.729398600200977,0.0
608000,63.04826588102405,16,618.2354843704983,-52.59228990788445,10,200.3237693488027,0.0,0.0,16,200.3237693488027,10,63.04826588102405,-52.59228990788445,618.2354843704983,63.04826588102403,0.0,63.04826588102403,0.0
632000,9.742330431506847,17,314.17166722293473,-49.10835404371103,10,106.11145289997283,0.0,0.0,17,106.11145289997283,10,9.742330431506847,-49.10835404371103,314.17166722293473,9.742330431506815,0.0,9.742330431506815,0.0
656000,8928.715113131644,18,51841.23068786459,-50.29377503616254,10,18102.055643574888,0.1,0.1,18,18102.055643574888,10,8928.715113131644,-50.29377503616254,51841.23068786459,8928.715113131646,0.0,8928.715113131646,0.0
680000,-75.08672100457575,19,-41.95025079519804,-115.05295695300502,10,25.33728096556408,0.0,0.0,19,25.33728096556408,10,-75.08672100457575,-115.05295695300502,-41.95025079519804,-75.08672100457574,0.0,-75.08672100457574,0.0
704000,-115.55461851742716,20,-73.7510690592941,-138.75095923884666,10,20.341038505427704,0.0,0.0,20,20.341038505427704,10,-115.55461851742716,-138.75095923884666,-73.7510690592941,-115.55461851742719,0.0,-115.55461851742719,0.0
728000,122.19007336701225,21,1922.8029242969899,-122.99760956667902,10,600.8923602506163,0.0,0.0,21,600.8923602506163,10,122.19007336701225,-122.99760956667902,1922.8029242969899,122.19007336701213,0.0,122.19007336701213,0.0
752000,-42.10256673723586,22,-23.90617388896582,-85.21516819249752,10,17.331354492042585,0.0,0.0,22,17.331354492042585,10,-42.10256673723586,-85.21516819249752,-23.90617388896582,-42.10256673723586,0.0,-42.10256673723586,0.0
776000,1085.7010845653845,23,11154.788138779271,-92.99097268348564,10,3356.526394557909,0.0,0.0,23,3356.526394557909,10,1085.7010845653845,-92.99097268348564,11154.788138779271,1085.7010845653854,0.0,1085.7010845653854,0.0
800000,2743.6614386147444,24,20713.53136997138,-77.78463261535585,10,6135.365973398221,0.1,0.1,24,6135.365973398221,10,2743.6614386147444,-77.78463261535585,20713.53136997138,2743.6614386147435,0.0,2743.6614386147435,0.0
824000,8218.081934642743,25,71489.96353641979,-90.04281487900275,10,21194.15859875304,0.1,0.1,25,21194.15859875304,10,8218.081934642743,-90.04281487900275,71489.96353641979,8218.081934642749,0.0,8218.081934642749,0.0
848000,6.717703915924387,26,528.1260471028816,-116.56491243216654,10,178.4764721510849,0.0,0.0,26,178.4764721510849,10,6.717703915924387,-116.56491243216654,528.1260471028816,6.717703915924382,0.0,6.717703915924382,0.0
872000,353.3765220322665,27,3907.9876330486613,-54.304687412379806,10,1184.9158302592948,0.0,0.0,27,1184.9158302592948,10,353.3765220322665,-54.304687412379806,3907.9876330486613,353.37652203226673,0.0,353.37652203226673,0.0
896000,981.7337954309733,28,9878.601747518267,-108.3614350852258,10,2966.280728888084,0.1,0.1,28,2966.280728888084,10,981.7337954309733,-108.3614350852258,9878.601747518267,981.7337954309739,0.0,981.7337954309739,0.0
920000,6355.807103126187,29,34496.624789234105,-92.14219771022024,10,12657.261074699201,0.0,0.0,29,12657.261074699201,10,6355.807103126187,-92.14219771022024,34496.624789234105,6355.8071031261825,0.0,6355.8071031261825,0.0
944000,5827.041526976485,30,58153.54214268157,-91.14412034153102,10,17442.52956753853,0.0,0.0,30,17442.52956753853,10,5827.041526976485,-91.14412034153102,58153.54214268157,5827.041526976484,0.0,5827.041526976484,0.0
968000,2173.4426858637685,31,21817.651811918935,-42.94576657043883,10,6548.294657294703,0.1,0.1,31,6548.294657294703,10,2173.4426858637685,-42.94576657043883,21817.651811918935,2173.4426858637707,0.0,2173.4426858637707,0.0
992000,3708.805170797391,32,36384.88560899727,-89.5444060134989,10,10893.858783377671,0.1,0.1,32,10893.858783377671,10,3708.805170797391,-89.5444060134989,36384.88560899727,3708.8051707973923,0.0,3708.8051707973923,0.0
1016000,4069.7460893213697,33,32719.941301522773,-41.322459111967326,10,9857.953021241488,0.1,0.1,33,9857.953021241488,10,4069.7460893213697,-41.322459111967326,32719.941301522773,4069.7460893213697,0.0,4069.7460893213697,0.0
1040000,15414.221751378194,34,153720.78013027488,-40.80147999278034,10,46102.61587268483,0.2,0.2,34,46102.61587268483,10,15414.221751378194,-40.80147999278034,153720.78013027488,15414.221751378189,0.0,15414.221751378189,0.0
1064000,2914.576901572814,35,27442.25926751882,-40.09194809054686,10,8194.876952013077,0.1,0.1,35,8194.876952013077,10,2914.576901572814,-40.09194809054686,27442.25926751882,2914.5769015728133,0.0,2914.5769015728133,0.0
1088000,234.51370465459308,36,2172.9496191527455,-63.06260728279656,10,662.6091831040557,0.1,0.1,36,662.6091831040557,10,234.51370465459308,-63.06260728279656,2172.9496191527455,234.5137046545934,0.0,234.5137046545934,0.0
1112000,10341.326749418946,37,93321.23053162666,-80.32915492056863,10,27838.836864070614,0.1,0.1,37,27838.836864070614,10,10341.326749418946,-80.32915492056863,93321.23053162666,10341.326749418942,0.0,10341.326749418942,0.0
1136000,24421.639888291564,38,151491.22753377355,-111.12413709981745,10,45497.08232232381,0.3,0.3,38,45497.08232232381,10,24421.639888291564,-111.12413709981745,151491.22753377355,24421.639888291564,0.0,24421.639888291564,0.0
1160000,3026.6160588570397,39,26056.81852911905,-113.21263994226663,10,7793.634037495475,0.2,0.2,39,7793.634037495475,10,3026.6160588570397,-113.21263994226663,26056.81852911905,3026.616058857041,0.0,3026.616058857041,0.0
1184000,9121.680420808723,40,90011.63321457648,-115.24510594781758,10,26965.630654701592,0.4,0.4,40,26965.630654701592,10,9121.680420808723,-115.24510594781758,90011.63321457648,9121.68042080872,0.0,9121.68042080872,0.0
1208000,45314.77886467892,41,178288.9550229316,-131.59065105038437,10,62833.372158723774,0.5,0.5,41,62833.372158723774,10,45314.77886467892,-131.59065105038437,178288.9550229316,45314.77886467894,0.0,45314.77886467894,0.0
1232000,3254.4443374600914,42,28856.15646555462,-123.29649168083748,10,8637.240890660725,0.1,0.1,42,8637.240890660725,10,3254.4443374600914,-123.29649168083748,28856.15646555462,3254.44433746009,0.0,3254.44433746009,0.0
1256000,13813.912100765516,43,138309.3092164135,-51.05399295275751,10,41498.47971090097,0.1,0.1,43,41498.47971090097,10,13813.912100765516,-51.05399295275751,138309.3092164135,13813.91210076552,0.0,13813.91210076552,0.0
1280000,36395.5463777175,44,227487.21526336958,-102.38175003021932,10,75648.84613167013,0.4,0.4,44,75648.84613167013,10,36395.5463777175,-102.38175003021932,227487.21526336958,36395.54637771748,0.0,36395.54637771748,0.0
1304000,58939.81995281558,45,225326.050094975,-100.84736078473688,10,80094.06659516784,0.6,0.6,45,80094.06659516784,10,58939.81995281558,-100.84736078473688,225326.050094975,58939.8199528156,0.0,58939.8199528156,0.0
1328000,354.86196752393994,46,2117.6746843339665,-64.26075262193424,10,693.8485648227642,0.4,0.4,46,693.8485648227642,10,354.86196752393994,-64.26075262193424,2117.6746843339665,354.8619675239401,0.0,354.8619675239401,0.0
1352000,29481.974459487246,47,260127.88647121162,-54.464182182170646,10,77531.93101706055,0.2,0.2,47,77531.93101706055,10,29481.974459487246,-54.464182182170646,260127.88647121162,29481.974459487265,0.0,29481.974459487265,0.0
1376000,49323.11526700837,48,143396.6977713511,-16.58744010089856,10,55876.05042096684,0.3,0.3,48,55876.05042096684,10,49323.11526700837,-16.58744010089856,143396.6977713511,49323.115267008354,0.0,49323.115267008354,0.0
1400000,68655.3475056566,49,254308.02098030824,-62.09849795383765,10,81921.85776266451,0.5,0.5,49,81921.85776266451,10,68655.3475056566,-62.09849795383765,254308.02098030824,68655.34750565657,0.0,68655.34750565657,0.0
1424000,69905.82596938993,50,147516.82470501942,-39.912641069654676,10,53914.00189347728,1.0,1.0,50,53914.00189347728,10,69905.82596938993,-39.912641069654676,147516.82470501942,69905.82596938993,0.0,69905.82596938993,0.0
1448000,104787.24848624029,51,289965.43076912215,-40.40408300345197,10,108797.7072913197,0.9,0.9,51,108797.7072913197,10,104787.24848624029,-40.40408300345197,289965.43076912215,104787.2484862403,0.0,104787.2484862403,0.0
1472000,57752.729329866925,52,141733.78079907576,-28.507130298677197,10,57802.430806851786,0.7,0.7,52,57802.430806851786,10,57752.729329866925,-28.507130298677197,141733.78079907576,57752.72932986692,0.0,57752.72932986692,0.0
1496000,89765.92091370888,53,228666.49969505068,-34.28264380879162,10,85340.58963400873,0.8,0.8,53,85340.58963400873,10,89765.92091370888,-34.28264380879162,228666.49969505068,89765.92091370889,0.0,89765.92091370889,0.0
1520000,47482.75372324197,54,276778.84145418555,-26.780402936793575,10,85897.10496462388,0.4,0.4,54,85897.10496462388,10,47482.75372324197,-26.780402936793575,276778.84145418555,47482.75372324199,0.0,47482.75372324199,0.0
1544000,34955.07537642035,55,247912.1019924015,-28.11105472023174,10,74714.63958113448,0.5,0.5,55,74714.63958113448,10,34955.07537642035,-28.11105472023174,247912.1019924015,34955.07537642033,0.0,34955.07537642033,0.0
1568000,27448.94617784159,56,127479.28168649419,-36.217748193965335,10,41402.20829092587,0.3,0.3,56,41402.20829092587,10,27448.94617784159,-36.217748193965335,127479.28168649419,27448.94617784159,0.0,27448.94617784159,0.0
1592000,48796.26632285729,57,152974.58181216585,-30.824288592677096,10,59703.963768198984,0.8,0.8,57,59703.963768198984,10,48796.26632285729,-30.824288592677096,152974.58181216585,48796.2663228573,0.0,48796.2663228573,0.0
1616000,52168.71239176384,58,159192.22316134657,-18.27311447481107,10,60067.71311263788,0.8,0.8,58,60067.71311263788,10,52168.71239176384,-18.27311447481107,159192.22316134657,52168.71239176385,0.0,52168.71239176385,0.0
1640000,55153.03033299814,59,295693.06144718593,-17.021742627528546,10,89419.69256044868,0.8,0.8,59,89419.69256044868,10,55153.03033299814,-17.021742627528546,295693.06144718593,55153.0303329981,0.0,55153.0303329981,0.0
1664000,74220.91996858064,60,217445.14141202022,-16.466087451202505,10,80487.73066659803,0.9,0.9,60,80487.73066659803,10,74220.91996858064,-16.466087451202505,217445.14141202022,74220.91996858062,0.0,74220.91996858062,0.0
1688000,47055.82922569522,61,268619.11449275335,-98.87081942880089,10,95258.89132160017,0.2,0.2,61,95258.89132160017,10,47055.82922569522,-98.87081942880089,268619.11449275335,47055.82922569523,0.0,47055.82922569523,0.0
1712000,14672.405212021104,62,83052.17725360655,-91.77097076033982,10,29737.818445288907,0.2,0.2,62,29737.818445288907,10,14672.405212021104,-91.77097076033982,83052.17725360655,14672.405212021102,0.0,14672.405212021102,0.0
1736000,26979.605223448605,63,155933.28385707116,-34.67020481231596,10,49636.41041225698,0.4,0.4,63,49636.41041225698,10,26979.605223448605,-34.67020481231596,155933.28385707116,26979.605223448587,0.0,26979.605223448587,0.0
1760000,10357.777292360654,64,103465.00878282162,-107.05867155551358,10,31035.979965885068,0.2,0.2,64,31035.979965885068,10,10357.777292360654,-107.05867155551358,103465.00878282162,10357.777292360657,0.0,10357.777292360657,0.0
1784000,19024.598728374283,65,189903.79135797734,-30.2204234606041,10,56959.84541946618,0.4,0.4,65,56959.84541946618,10,19024.598728374283,-30.2204234606041,189903.79135797734,19024.598728374298,0.0,19024.598728374298,0.0
1808000,15734.785579559704,66,149352.6714929578,-24.008508169968117,10,44557.93922481546,0.3,0.3,66,44557.93922481546,10,15734.785579559704,-24.008508169968117,149352.6714929578,15734.785579559722,0.0,15734.785579559722,0.0
1832000,78093.32877452619,67,240523.60558692712,3041.9259732112673,10,72532.01302763699,0.7,0.7,67,72532.01302763699,10,78093.32877452619,3041.9259732112673,240523.60558692712,78093.32877452618,0.0,78093.32877452618,0.0
1856000,37910.129782278345,68,160734.15198081112,-16.909937159428885,10,50393.192032068364,0.5,0.5,68,50393.192032068364,10,37910.129782278345,-16.909937159428885,160734.15198081112,37910.12978227837,0.0,37910.12978227837,0.0
1880000,89347.02249164747,69,317704.8857104549,-24.572513424056474,10,100167.866413361,0.6,0.6,69,100167.866413361,10,89347.02249164747,-24.572513424056474,317704.8857104549,89347.02249164744,0.0,89347.02249164744,0.0
1904000,93070.19639221036,70,302504.4644686378,203.01536415631955,10,131818.54408576473,0.5,0.5,70,131818.54408576473,10,93070.19639221036,203.01536415631955,302504.4644686378,93070.19639221036,0.0,93070.19639221036,0.0
1928000,117042.68939109868,71,289159.3259899011,-32.814218627422505,10,113415.16629930845,0.7,0.7,71,113415.16629930845,10,117042.68939109868,-32.814218627422505,289159.3259899011,117042.68939109865,0.0,117042.68939109865,0.0
1952000,102881.4821043453,72,277892.3542143883,-25.472887073022246,10,105947.49215906729,0.8,0.8,72,105947.49215906729,10,102881.4821043453,-25.472887073022246,277892.3542143883,102881.48210434528,0.0,102881.48210434528,0.0
1976000,83924.14594499144,73,324596.6194610638,-18.184684993693693,10,114234.66711914388,0.5,0.5,73,114234.66711914388,10,83924.14594499144,-18.184684993693693,324596.6194610638,83924.14594499141,0.0,83924.14594499141,0.0
2000000,117549.42913367813,74,295303.9973587034,2090.512741458513,10,98830.07743881788,0.9,0.9,74,98830.07743881788,10,117549.42913367813,2090.512741458513,295303.9973587034,117549.42913367816,0.0,117549.42913367816,0.0
2024000,94463.62991859672,75,276057.7584991977,-19.22667405805467,10,86272.64975960035,0.5,0.5,75,86272.64975960035,10,94463.62991859672,-19.22667405805467,276057.7584991977,94463.62991859672,0.0,94463.62991859672,0.0
2048000,69986.57682134907,76,268526.1109953792,-26.94378831783236,10,91885.25375475675,0.5,0.5,76,91885.25375475675,10,69986.57682134907,-26.94378831783236,268526.1109953792,69986.57682134911,0.0,69986.57682134911,0.0
2072000,102854.49415300523,77,316448.6140879792,-16.11846311488872,10,98250.16259109628,0.6,0.6,77,98250.16259109628,10,102854.49415300523,-16.11846311488872,316448.6140879792,102854.49415300516,0.0,102854.49415300516,0.0
2096000,101614.6859982683,78,240386.11036779208,104.51865154403548,10,79950.51011885617,0.7,0.7,78,79950.51011885617,10,101614.6859982683,104.51865154403548,240386.11036779208,101614.68599826835,0.0,101614.68599826835,0.0
2120000,204613.92584644453,79,342046.08328139933,58.131296126218004,10,123803.33112165847,0.8,0.8,79,123803.33112165847,10,204613.92584644453,58.131296126218004,342046.08328139933,204613.92584644447,0.0,204613.92584644447,0.0
2144000,179613.20995127744,80,337586.86318271706,6139.517434906644,10,105993.27380518104,0.9,0.9,80,105993.27380518104,10,179613.20995127744,6139.517434906644,337586.86318271706,179613.20995127747,0.0,179613.20995127747,0.0
2168000,24556.308904237172,81,219211.49167701675,-102.07301597027254,10,65369.091655215736,0.1,0.1,81,65369.091655215736,10,24556.308904237172,-102.07301597027254,219211.49167701675,24556.308904237194,0.0,24556.308904237194,0.0
2192000,113105.75994833102,82,325272.96031870885,-88.12658883072092,10,128291.85968574484,0.4,0.4,82,128291.85968574484,10,113105.75994833102,-88.12658883072092,325272.96031870885,113105.75994833105,0.0,113105.75994833105,0.0
2216000,76988.36183667641,83,347238.55591468717,-114.89205857429289,10,123117.8395015155,0.3,0.3,83,123117.8395015155,10,76988.36183667641,-114.89205857429289,347238.55591468717,76988.3618366764,0.0,76988.3618366764,0.0
2240000,129226.39211976567,84,311423.06118902937,-18.899742822642374,10,96672.09429958145,0.9,0.9,84,96672.09429958145,10,129226.39211976567,-18.899742822642374,311423.06118902937,129226.3921197657,0.0,129226.3921197657,0.0
2264000,188394.3026630618,85,275637.4705223694,8491.121958921005,10,92961.11389965634,0.9,0.9,85,92961.11389965634,10,188394.3026630618,8491.121958921005,275637.4705223694,188394.30266306177,0.0,188394.30266306177,0.0
2288000,251266.44326301425,86,323009.49872019456,170502.950894194,10,47686.824789643426,1.0,1.0,86,47686.824789643426,10,251266.44326301425,170502.950894194,323009.49872019456,251266.44326301423,0.0,251266.44326301423,0.0
2312000,41072.18647363048,87,219205.22870527755,-85.26802356970127,10,82223.19667919142,0.2,0.2,87,82223.19667919142,10,41072.18647363048,-85.26802356970127,219205.22870527755,41072.18647363047,0.0,41072.18647363047,0.0
2336000,89909.21821274969,88,319768.9822545824,-105.042890871669,10,120112.0356331279,0.4,0.4,88,120112.0356331279,10,89909.21821274969,-105.042890871669,319768.9822545824,89909.21821274962,0.0,89909.21821274962,0.0
2360000,68276.98871264358,89,321589.55836043664,-104.56295436005975,10,125507.45352389719,0.4,0.4,89,125507.45352389719,10,68276.98871264358,-104.56295436005975,321589.55836043664,68276.98871264355,0.0,68276.98871264355,0.0
2384000,72170.42545313694,90,292412.3640156138,-54.02335454661764,10,92197.8282939451,0.4,0.4,90,92197.8282939451,10,72170.42545313694,-54.02335454661764,292412.3640156138,72170.42545313692,0.0,72170.42545313692,0.0
2408000,112988.80024435569,91,261257.70683025115,-23.674019508846467,10,100856.69705841434,0.7,0.7,91,100856.69705841434,10,112988.80024435569,-23.674019508846467,261257.70683025115,112988.80024435572,0.0,112988.80024435572,0.0
2432000,143253.23226041516,92,323452.2597624423,19530.75610089493,10,101354.57395628766,0.7,0.7,92,101354.57395628766,10,143253.23226041516,19530.75610089493,323452.2597624423,143253.23226041519,0.0,143253.23226041519,0.0
2456000,132677.22449496857,93,254434.10256461002,7193.620192131972,10,88419.07913031273,0.9,0.9,93,88419.07913031273,10,132677.22449496857,7193.620192131972,254434.10256461002,132677.22449496857,0.0,132677.22449496857,0.0
2480000,165763.97861456004,94,316387.9083861335,8676.038828906823,10,113112.44652646394,0.7,0.7,94,113112.44652646394,10,165763.97861456004,8676.038828906823,316387.9083861335,165763.97861455995,0.0,165763.97861455995,0.0
2504000,140373.296377039,95,336223.8246665694,14701.659716185985,10,91719.2238652977,1.0,1.0,95,91719.2238652977,10,140373.296377039,14701.659716185985,336223.8246665694,140373.29637703896,0.0,140373.29637703896,0.0
2528000,136712.0450274472,96,308244.64765676664,-23.557846431820618,10,96179.94980239567,0.7,0.7,96,96179.94980239567,10,136712.0450274472,-23.557846431820618,308244.64765676664,136712.04502744722,0.0,136712.04502744722,0.0
2552000,113150.32384485158,97,341032.48198678764,13277.488882718751,10,102925.066387972,0.8,0.8,97,102925.066387972,10,113150.32384485158,13277.488882718751,341032.48198678764,113150.32384485158,0.0,113150.32384485158,0.0
2576000,80294.83923159013,98,236788.15844984748,-19.264715868799634,10,83838.83926437947,0.5,0.5,98,83838.83926437947,10,80294.83923159013,-19.264715868799634,236788.15844984748,80294.83923159017,0.0,80294.83923159017,0.0
2600000,79236.36265553407,99,303019.500838588,-29.30407241957456,10,99825.27696977406,0.4,0.4,99,99825.27696977406,10,79236.36265553407,-29.30407241957456,303019.500838588,79236.36265553409,0.0,79236.36265553409,0.0
2624000,58461.5185949698,100,287868.8366506647,-20.86070354177057,10,109768.02177476409,0.2,0.2,100,109768.02177476409,10,58461.5185949698,-20.86070354177057,287868.8366506647,58461.51859496982,0.0,58461.51859496982,0.0
2648000,64094.36222751466,101,212400.82769385725,-15.108439109098914,10,84002.04168776462,0.4,0.4,101,84002.04168776462,10,64094.36222751466,-15.108439109098914,212400.82769385725,64094.36222751468,0.0,64094.36222751468,0.0
2672000,38366.63518186297,102,225876.1669293102,-32.87789184439528,10,66694.07861516486,0.1,0.1,102,66694.07861516486,10,38366.63518186297,-32.87789184439528,225876.1669293102,38366.63518186296,0.0,38366.63518186296,0.0
2696000,183411.84702928018,103,323084.0713776445,-21.312016370694124,10,114070.3168661064,0.8,0.8,103,114070.3168661064,10,183411.84702928018,-21.312016370694124,323084.0713776445,183411.8470292802,0.0,183411.8470292802,0.0
2720000,175412.28925577988,104,316198.8449219346,242.84030204770175,10,99515.01165597796,0.9,0.9,104,99515.01165597796,10,175412.28925577988,242.84030204770175,316198.8449219346,175412.28925577988,0.0,175412.28925577988,0.0
2744000,150990.62176522845,105,288608.45954436297,5535.907756977108,10,82207.67196184474,0.9,0.9,105,82207.67196184474,10,150990.62176522845,5535.907756977108,288608.45954436297,150990.62176522845,0.0,150990.62176522845,0.0
2768000,132816.88827208334,106,289611.8702189571,1250.2395765218027,10,96366.76622654813,0.7,0.7,106,96366.76622654813,10,132816.88827208334,1250.2395765218027,289611.8702189571,132816.88827208334,0.0,132816.88827208334,0.0
2792000,120485.04640643243,107,257992.4952284714,-18.606923496017654,10,103283.354176885,0.6,0.6,107,103283.354176885,10,120485.04640643243,-18.606923496017654,257992.4952284714,120485.04640643243,0.0,120485.04640643243,0.0
2816000,167999.9380044696,108,298233.39736467315,-20.345982445941015,10,106019.58300236132,0.7,0.7,108,106019.58300236132,10,167999.9380044696,-20.345982445941015,298233.39736467315,167999.93800446964,0.0,167999.93800446964,0.0
2840000,155873.48575582606,109,329812.0425196013,-24.053927267340327,10,134848.81727473676,0.6,0.6,109,134848.81727473676,10,155873.48575582606,-24.053927267340327,329812.0425196013,155873.48575582606,0.0,155873.48575582606,0.0
2864000,172468.27538173072,110,303387.2069212464,3248.379274003622,10,128103.37023683275,0.6,0.6,110,128103.37023683275,10,172468.27538173072,3248.379274003622,303387.2069212464,172468.27538173078,0.0,172468.27538173078,0.0
2888000,183649.6363008792,111,322678.2938417912,-14.149865453491836,10,99689.50317202714,0.9,0.9,111,99689.50317202714,10,183649.6363008792,-14.149865453491836,322678.2938417912,183649.6363008792,0.0,183649.6363008792,0.0
2912000,201095.7641142752,112,325344.0037945636,15662.4282286103,10,98190.38367445802,0.9,0.9,112,98190.38367445802,10,201095.7641142752,15662.4282286103,325344.0037945636,201095.76411427517,0.0,201095.76411427517,0.0
2936000,103697.8373332593,113,231301.96495376588,-51.37242437449623,10,88466.70602588102,0.8,0.8,113,88466.70602588102,10,103697.8373332593,-51.37242437449623,231301.96495376588,103697.83733325927,0.0,103697.83733325927,0.0
2960000,94527.1647500948,114,252516.36693696314,-103.44241157674116,10,99856.02509310003,0.5,0.5,114,99856.02509310003,10,94527.1647500948,-103.44241157674116,252516.36693696314,94527.16475009479,0.0,94527.16475009479,0.0
2984000,82962.20524713107,115,337995.6491103418,-104.26681491280502,10,107129.4402464173,0.5,0.5,115,107129.4402464173,10,82962.20524713107,-104.26681491280502,337995.6491103418,82962.20524713109,0.0,82962.20524713109,0.0
3008000,130936.15739172178,116,339504.9630387104,-79.59710613964678,10,143218.79269063898,0.5,0.5,116,143218.79269063898,10,130936.15739172178,-79.59710613964678,339504.9630387104,130936.15739172176,0.0,130936.15739172176,0.0
3032000,69585.76671364473,117,283893.4885535873,-82.77403638575481,10,105109.81414651453,0.3,0.3,117,105109.81414651453,10,69585.76671364473,-82.77403638575481,283893.4885535873,69585.76671364474,0.0,69585.76671364474,0.0
3056000,240423.03726855418,118,318819.0208916952,109423.85514747405,10,68468.47854123845,1.0,1.0,118,68468.47854123845,10,240423.03726855418,109423.85514747405,318819.0208916952,240423.03726855415,0.0,240423.03726855415,0.0
3080000,253057.48533925944,119,325255.63462767063,195.15681426244188,10,87026.50756879988,0.9,0.9,119,87026.50756879988,10,253057.48533925944,195.15681426244188,325255.63462767063,253057.48533925944,0.0,253057.48533925944,0.0
