TotalEnvSteps,MetaTest/coffee-push-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/coffee-push-v1/MaxReturn,MetaTest/coffee-push-v1/MinReturn,MetaTest/coffee-push-v1/NumTrajs,MetaTest/coffee-push-v1/StdReturn,MetaTest/Average/SuccessRate,MetaTest/coffee-push-v1/SuccessRate,MetaTest/coffee-push-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/coffee-push-v1/AverageReturn,MetaTest/coffee-push-v1/TerminationRate
3104000,202361.7100479801,120,318819.415005401,56203.77545466595,10,92896.43986905742,0.9,0.9,120,92896.43986905742,10,202361.7100479801,56203.77545466595,318819.415005401,202361.71004798013,0.0,202361.71004798013,0.0
3128000,52593.55922547468,121,179031.7937733665,-79.90565381615298,10,60963.614423660445,0.4,0.4,121,60963.614423660445,10,52593.55922547468,-79.90565381615298,179031.7937733665,52593.55922547468,0.0,52593.55922547468,0.0
3152000,69518.7904790455,122,253022.49914027014,-51.18019986689537,10,94411.79158222118,0.5,0.5,122,94411.79158222118,10,69518.7904790455,-51.18019986689537,253022.49914027014,69518.79047904552,0.0,69518.79047904552,0.0
3176000,70644.03905932825,123,274863.3493319787,-88.40771699829622,10,95222.00327419849,0.5,0.5,123,95222.00327419849,10,70644.03905932825,-88.40771699829622,274863.3493319787,70644.0390593283,0.0,70644.0390593283,0.0
3200000,43463.696239621546,124,185858.52152688126,-56.54608122377759,10,70303.66949734313,0.5,0.5,124,70303.66949734313,10,43463.696239621546,-56.54608122377759,185858.52152688126,43463.69623962153,0.0,43463.69623962153,0.0
3224000,56594.9569878457,125,254113.52823664743,-32.53749544103426,10,78572.50704289891,0.3,0.3,125,78572.50704289891,10,56594.9569878457,-32.53749544103426,254113.52823664743,56594.95698784569,0.0,56594.95698784569,0.0
3248000,240241.5976431042,126,324743.0472875366,145095.2243028313,10,61000.12118674449,1.0,1.0,126,61000.12118674449,10,240241.5976431042,145095.2243028313,324743.0472875366,240241.59764310415,0.0,240241.59764310415,0.0
3272000,181370.88531241435,127,310312.87938279053,722.7351993050589,10,85026.98361274177,1.0,1.0,127,85026.98361274177,10,181370.88531241435,722.7351993050589,310312.87938279053,181370.88531241435,0.0,181370.88531241435,0.0
3296000,195559.7035033869,128,314640.5816473809,43883.13337845219,10,81544.95065968012,1.0,1.0,128,81544.95065968012,10,195559.7035033869,43883.13337845219,314640.5816473809,195559.7035033869,0.0,195559.7035033869,0.0
3320000,87440.21409951757,129,270335.47836275666,-97.68468786921072,10,107865.57325917434,0.5,0.5,129,107865.57325917434,10,87440.21409951757,-97.68468786921072,270335.47836275666,87440.21409951757,0.0,87440.21409951757,0.0
3344000,81129.25746743025,130,288144.713010215,-62.41493201608585,10,106831.18683006332,0.4,0.4,130,106831.18683006332,10,81129.25746743025,-62.41493201608585,288144.713010215,81129.25746743023,0.0,81129.25746743023,0.0
3368000,104046.4673334262,131,329111.21313526336,-90.98330221166702,10,127568.55961114826,0.5,0.5,131,127568.55961114826,10,104046.4673334262,-90.98330221166702,329111.21313526336,104046.4673334262,0.0,104046.4673334262,0.0
3392000,91024.60625540405,132,318516.712780919,-46.04829674652115,10,122766.19813486864,0.5,0.5,132,122766.19813486864,10,91024.60625540405,-46.04829674652115,318516.712780919,91024.60625540405,0.0,91024.60625540405,0.0
3416000,231968.36054209457,133,318557.8595910435,131787.77114660526,10,59995.24927127693,1.0,1.0,133,59995.24927127693,10,231968.36054209457,131787.77114660526,318557.8595910435,231968.36054209457,0.0,231968.36054209457,0.0
3440000,175983.32913433638,134,308201.3988557528,291.6858542473257,10,120199.63113846818,0.8,0.8,134,120199.63113846818,10,175983.32913433638,291.6858542473257,308201.3988557528,175983.32913433635,0.0,175983.32913433635,0.0
3464000,202385.9892875611,135,329126.85271408054,801.3912043857086,10,86857.38296463249,0.9,0.9,135,86857.38296463249,10,202385.9892875611,801.3912043857086,329126.85271408054,202385.98928756115,0.0,202385.98928756115,0.0
3488000,81322.0566260556,136,299019.7910945191,-95.86279069444336,10,104615.58330499864,0.5,0.5,136,104615.58330499864,10,81322.0566260556,-95.86279069444336,299019.7910945191,81322.05662605558,0.0,81322.05662605558,0.0
3512000,106399.14018012036,137,293155.4725373094,-134.02137855262006,10,129922.56756929688,0.4,0.4,137,129922.56756929688,10,106399.14018012036,-134.02137855262006,293155.4725373094,106399.14018012039,0.0,106399.14018012039,0.0
3536000,109333.34132573796,138,314910.49318777584,-80.60231153829373,10,120819.74439173267,0.5,0.5,138,120819.74439173267,10,109333.34132573796,-80.60231153829373,314910.49318777584,109333.34132573796,0.0,109333.34132573796,0.0
3560000,62133.12851141568,139,264459.76707653224,-101.04861632986666,10,84427.47954350222,0.4,0.4,139,84427.47954350222,10,62133.12851141568,-101.04861632986666,264459.76707653224,62133.12851141568,0.0,62133.12851141568,0.0
3584000,73593.77472160873,140,319726.3621107205,-104.2160620099033,10,111788.39447744233,0.4,0.4,140,111788.39447744233,10,73593.77472160873,-104.2160620099033,319726.3621107205,73593.77472160869,0.0,73593.77472160869,0.0
3608000,124286.04073221845,141,314881.3764856392,-96.47189286274543,10,129822.29200996313,0.5,0.5,141,129822.29200996313,10,124286.04073221845,-96.47189286274543,314881.3764856392,124286.04073221846,0.0,124286.04073221846,0.0
3632000,55945.99158711487,142,256710.78672024817,-102.77312888642025,10,90739.83261631416,0.4,0.4,142,90739.83261631416,10,55945.99158711487,-102.77312888642025,256710.78672024817,55945.99158711487,0.0,55945.99158711487,0.0
3656000,213352.48113330695,143,303729.33336417074,-15.026344907913971,10,111589.58478990816,0.8,0.8,143,111589.58478990816,10,213352.48113330695,-15.026344907913971,303729.33336417074,213352.481133307,0.0,213352.481133307,0.0
3680000,146146.25670242583,144,326404.4545036577,-28.434186619631962,10,115219.10828053756,0.7,0.7,144,115219.10828053756,10,146146.25670242583,-28.434186619631962,326404.4545036577,146146.2567024259,0.0,146146.2567024259,0.0
3704000,186858.11349281098,145,301303.6221070072,4122.432904434173,10,96099.05566970483,0.9,0.9,145,96099.05566970483,10,186858.11349281098,4122.432904434173,301303.6221070072,186858.11349281095,0.0,186858.11349281095,0.0
3728000,207489.03470190475,146,303826.1076873329,10050.976582826654,10,97174.29494951662,1.0,1.0,146,97174.29494951662,10,207489.03470190475,10050.976582826654,303826.1076873329,207489.03470190466,0.0,207489.03470190466,0.0
3752000,144613.38189759004,147,329561.9005418642,1379.0409947284732,10,107288.4901938043,0.8,0.8,147,107288.4901938043,10,144613.38189759004,1379.0409947284732,329561.9005418642,144613.38189759006,0.0,144613.38189759006,0.0
3776000,84132.83261316114,148,311014.58575541235,-104.77171762974722,10,124376.48855764802,0.4,0.4,148,124376.48855764802,10,84132.83261316114,-104.77171762974722,311014.58575541235,84132.83261316114,0.0,84132.83261316114,0.0
3800000,252983.102312364,149,318347.35153261496,8.68226240841877,10,88293.91474315547,0.9,0.9,149,88293.91474315547,10,252983.102312364,8.68226240841877,318347.35153261496,252983.10231236406,0.0,252983.10231236406,0.0
3824000,239526.30474911188,150,336989.27449215687,-15.716845735029734,10,97981.51179016521,0.9,0.9,150,97981.51179016521,10,239526.30474911188,-15.716845735029734,336989.27449215687,239526.30474911182,0.0,239526.30474911182,0.0
3848000,238502.5355405027,151,328299.2830565439,1741.2032034117344,10,106903.0059739424,0.9,0.9,151,106903.0059739424,10,238502.5355405027,1741.2032034117344,328299.2830565439,238502.5355405027,0.0,238502.5355405027,0.0
3872000,145285.6140374804,152,297386.9675011571,-38.66214591613073,10,108765.50040716061,0.7,0.7,152,108765.50040716061,10,145285.6140374804,-38.66214591613073,297386.9675011571,145285.61403748038,0.0,145285.61403748038,0.0
3896000,195645.79409651866,153,325466.03663850576,-17.827677487365523,10,118036.41749982347,0.8,0.8,153,118036.41749982347,10,195645.79409651866,-17.827677487365523,325466.03663850576,195645.7940965186,0.0,195645.7940965186,0.0
3920000,65695.82876653285,154,316646.8262136643,-105.33956273377498,10,115316.07681595889,0.4,0.4,154,115316.07681595889,10,65695.82876653285,-105.33956273377498,316646.8262136643,65695.82876653284,0.0,65695.82876653284,0.0
3944000,79007.92877983705,155,275549.6481541379,-66.29734927238107,10,109658.45310543233,0.4,0.4,155,109658.45310543233,10,79007.92877983705,-66.29734927238107,275549.6481541379,79007.92877983708,0.0,79007.92877983708,0.0
3968000,122186.68594753314,156,324466.12144986185,-16.183999254868866,10,121472.20815999557,0.7,0.7,156,121472.20815999557,10,122186.68594753314,-16.183999254868866,324466.12144986185,122186.68594753309,0.0,122186.68594753309,0.0
3992000,226670.80015324225,157,336158.4511126484,2202.536803370794,10,113727.78880556358,0.8,0.8,157,113727.78880556358,10,226670.80015324225,2202.536803370794,336158.4511126484,226670.80015324234,0.0,226670.80015324234,0.0
4016000,239742.7469457738,158,319063.5369642237,9790.783213745113,10,86733.65426891179,0.9,0.9,158,86733.65426891179,10,239742.7469457738,9790.783213745113,319063.5369642237,239742.74694577386,0.0,239742.74694577386,0.0
4040000,74241.98900094455,159,287446.4195880407,-127.17688209377746,10,116753.25275095341,0.3,0.3,159,116753.25275095341,10,74241.98900094455,-127.17688209377746,287446.4195880407,74241.98900094457,0.0,74241.98900094457,0.0
4064000,82085.24537055977,160,303049.7357242562,-83.51361203161709,10,126143.42645203417,0.3,0.3,160,126143.42645203417,10,82085.24537055977,-83.51361203161709,303049.7357242562,82085.24537055976,0.0,82085.24537055976,0.0
4088000,79146.8768653445,161,299051.067253705,-95.4556611197699,10,117506.31353949515,0.5,0.5,161,117506.31353949515,10,79146.8768653445,-95.4556611197699,299051.067253705,79146.87686534453,0.0,79146.87686534453,0.0
4112000,159810.40440817678,162,313515.24083431094,8109.2960158005035,10,104072.13367241094,0.7,0.7,162,104072.13367241094,10,159810.40440817678,8109.2960158005035,313515.24083431094,159810.40440817678,0.0,159810.40440817678,0.0
4136000,214994.89602465328,163,304801.64364670636,24569.817017194113,10,110878.98925152302,0.8,0.8,163,110878.98925152302,10,214994.89602465328,24569.817017194113,304801.64364670636,214994.89602465328,0.0,214994.89602465328,0.0
4160000,70199.94069143088,164,268691.95329782285,-73.7118630921514,10,109993.90894381478,0.3,0.3,164,109993.90894381478,10,70199.94069143088,-73.7118630921514,268691.95329782285,70199.9406914309,0.0,70199.9406914309,0.0
4184000,97881.55667589865,165,316357.31189646537,-82.09897426110253,10,123608.73664580245,0.4,0.4,165,123608.73664580245,10,97881.55667589865,-82.09897426110253,316357.31189646537,97881.55667589858,0.0,97881.55667589858,0.0
4208000,94903.58693860094,166,310383.96902888874,-96.18698570005674,10,124833.69077960557,0.4,0.4,166,124833.69077960557,10,94903.58693860094,-96.18698570005674,310383.96902888874,94903.5869386009,0.0,94903.5869386009,0.0
4232000,169083.8501182858,167,316625.6961840506,-26.837822786656602,10,116825.91514797516,0.9,0.9,167,116825.91514797516,10,169083.8501182858,-26.837822786656602,316625.6961840506,169083.8501182858,0.0,169083.8501182858,0.0
4256000,180666.48217586524,168,295446.49999273184,-39.33222680778713,10,102757.87565157672,0.8,0.8,168,102757.87565157672,10,180666.48217586524,-39.33222680778713,295446.49999273184,180666.4821758652,0.0,180666.4821758652,0.0
4280000,180852.77879060822,169,299200.1057705948,438.39053200398956,10,99123.31365463896,0.8,0.8,169,99123.31365463896,10,180852.77879060822,438.39053200398956,299200.1057705948,180852.77879060822,0.0,180852.77879060822,0.0
4304000,164238.98078324614,170,303283.8787277015,-18.308202640218216,10,99107.7880457482,0.8,0.8,170,99107.7880457482,10,164238.98078324614,-18.308202640218216,303283.8787277015,164238.9807832461,0.0,164238.9807832461,0.0
4328000,225762.1987922093,171,323423.5438711659,9995.105508357636,10,104383.30250305982,1.0,1.0,171,104383.30250305982,10,225762.1987922093,9995.105508357636,323423.5438711659,225762.19879220932,0.0,225762.19879220932,0.0
4352000,96193.5969023462,172,308774.5776024406,-28.74887338477885,10,138424.68601874908,0.4,0.4,172,138424.68601874908,10,96193.5969023462,-28.74887338477885,308774.5776024406,96193.59690234622,0.0,96193.59690234622,0.0
4376000,124639.2961619385,173,303031.95851017255,-58.589437541547625,10,138940.88059190716,0.5,0.5,173,138940.88059190716,10,124639.2961619385,-58.589437541547625,303031.95851017255,124639.29616193846,0.0,124639.29616193846,0.0
4400000,167245.62970981305,174,287581.68075250654,1059.9979618830898,10,98727.11453834406,1.0,1.0,174,98727.11453834406,10,167245.62970981305,1059.9979618830898,287581.68075250654,167245.629709813,0.0,167245.629709813,0.0
4424000,248526.96438401766,175,315809.5446806705,126433.64342437386,10,68458.0097049704,1.0,1.0,175,68458.0097049704,10,248526.96438401766,126433.64342437386,315809.5446806705,248526.96438401775,0.0,248526.96438401775,0.0
4448000,227849.89326079292,176,327740.04456426983,-26.28643788126092,10,109305.7002257988,0.9,0.9,176,109305.7002257988,10,227849.89326079292,-26.28643788126092,327740.04456426983,227849.89326079277,0.0,227849.89326079277,0.0
4472000,40187.249887790706,177,305541.79518292565,-108.85806387178013,10,92487.03472171737,0.2,0.2,177,92487.03472171737,10,40187.249887790706,-108.85806387178013,305541.79518292565,40187.24988779069,0.0,40187.24988779069,0.0
4496000,120752.51905963666,178,315235.2241674481,-73.5514740285573,10,130878.06983144356,0.5,0.5,178,130878.06983144356,10,120752.51905963666,-73.5514740285573,315235.2241674481,120752.51905963663,0.0,120752.51905963663,0.0
4520000,235163.51877197804,179,318564.91274229676,-32.661313124638085,10,93990.76997803891,0.9,0.9,179,93990.76997803891,10,235163.51877197804,-32.661313124638085,318564.91274229676,235163.51877197804,0.0,235163.51877197804,0.0
4544000,230507.44271034846,180,330691.6489452125,-29.34972222344227,10,121739.18760109752,0.8,0.8,180,121739.18760109752,10,230507.44271034846,-29.34972222344227,330691.6489452125,230507.4427103485,0.0,230507.4427103485,0.0
4568000,224002.40136628356,181,317364.4686105082,42507.74065426243,10,93155.68154952659,1.0,1.0,181,93155.68154952659,10,224002.40136628356,42507.74065426243,317364.4686105082,224002.4013662836,0.0,224002.4013662836,0.0
4592000,194558.28764490847,182,333700.3062475669,7997.044890037999,10,108714.61477851961,0.9,0.9,182,108714.61477851961,10,194558.28764490847,7997.044890037999,333700.3062475669,194558.2876449085,0.0,194558.2876449085,0.0
4616000,178096.31854111835,183,312305.96224660636,445.0989297352878,10,121498.64673805652,0.9,0.9,183,121498.64673805652,10,178096.31854111835,445.0989297352878,312305.96224660636,178096.3185411184,0.0,178096.3185411184,0.0
4640000,116317.90251384892,184,304321.8217446494,-30.511407339601828,10,104657.68663876862,0.9,0.9,184,104657.68663876862,10,116317.90251384892,-30.511407339601828,304321.8217446494,116317.90251384897,0.0,116317.90251384897,0.0
4664000,178273.75414322695,185,287932.29055573494,31795.25985373041,10,93113.40625716644,1.0,1.0,185,93113.40625716644,10,178273.75414322695,31795.25985373041,287932.29055573494,178273.75414322698,0.0,178273.75414322698,0.0
4688000,118993.39857920089,186,313109.5729479297,-114.52776081248184,10,134764.80481954903,0.5,0.5,186,134764.80481954903,10,118993.39857920089,-114.52776081248184,313109.5729479297,118993.39857920096,0.0,118993.39857920096,0.0
4712000,109505.7712892434,187,256106.14307650825,2248.736490241397,10,81366.03363294541,1.0,1.0,187,81366.03363294541,10,109505.7712892434,2248.736490241397,256106.14307650825,109505.77128924339,0.0,109505.77128924339,0.0
4736000,86985.83067450684,188,293562.29605262284,-114.37661210459237,10,108654.26358557786,0.4,0.4,188,108654.26358557786,10,86985.83067450684,-114.37661210459237,293562.29605262284,86985.83067450684,0.0,86985.83067450684,0.0
4760000,75453.30365340329,189,257517.889501836,-63.06121912769166,10,109820.72700332447,0.4,0.4,189,109820.72700332447,10,75453.30365340329,-63.06121912769166,257517.889501836,75453.30365340332,0.0,75453.30365340332,0.0
4784000,103365.39957929535,190,300794.5601004654,-71.33647169033321,10,117038.01599256764,0.5,0.5,190,117038.01599256764,10,103365.39957929535,-71.33647169033321,300794.5601004654,103365.39957929535,0.0,103365.39957929535,0.0
4808000,115759.93103527134,191,341766.746011008,-20.361457924834728,10,110325.63970730519,0.8,0.8,191,110325.63970730519,10,115759.93103527134,-20.361457924834728,341766.746011008,115759.93103527131,0.0,115759.93103527131,0.0
4832000,155441.70081590704,192,291851.2711204424,-17.51443031971627,10,103893.91107909108,0.8,0.8,192,103893.91107909108,10,155441.70081590704,-17.51443031971627,291851.2711204424,155441.70081590704,0.0,155441.70081590704,0.0
4856000,169477.17402499725,193,315341.0880061898,-17.71729924701403,10,111196.97331888451,0.9,0.9,193,111196.97331888451,10,169477.17402499725,-17.71729924701403,315341.0880061898,169477.17402499716,0.0,169477.17402499716,0.0
4880000,184627.20230578503,194,285301.1869188183,22901.00572413588,10,107201.0675834308,1.0,1.0,194,107201.0675834308,10,184627.20230578503,22901.00572413588,285301.1869188183,184627.20230578506,0.0,184627.20230578506,0.0
4904000,46324.77589398908,195,315018.3258444979,-123.93488724967082,10,92527.06183022179,0.3,0.3,195,92527.06183022179,10,46324.77589398908,-123.93488724967082,315018.3258444979,46324.7758939891,0.0,46324.7758939891,0.0
4928000,147856.57575224875,196,306910.8055877473,-20.93975733761656,10,115145.56846071847,0.8,0.8,196,115145.56846071847,10,147856.57575224875,-20.93975733761656,306910.8055877473,147856.57575224875,0.0,147856.57575224875,0.0
4952000,228507.47130883578,197,309445.97646704025,20956.704772012796,10,96377.60201098678,0.9,0.9,197,96377.60201098678,10,228507.47130883578,20956.704772012796,309445.97646704025,228507.47130883584,0.0,228507.47130883584,0.0
4976000,243974.6683721069,198,316071.4018232195,11886.807023417385,10,81915.65225510763,1.0,1.0,198,81915.65225510763,10,243974.6683721069,11886.807023417385,316071.4018232195,243974.66837210697,0.0,243974.66837210697,0.0
5000000,134131.7749199944,199,308304.575440378,-46.91032249431022,10,114253.76484877935,0.8,0.8,199,114253.76484877935,10,134131.7749199944,-46.91032249431022,308304.575440378,134131.77491999447,0.0,134131.77491999447,0.0
5024000,230322.8522477101,200,324876.74553911225,-27.231310118384318,10,109502.81776574074,0.8,0.8,200,109502.81776574074,10,230322.8522477101,-27.231310118384318,324876.74553911225,230322.8522477101,0.0,230322.8522477101,0.0
5048000,225823.521478421,201,312469.84832251526,29032.32612634977,10,95154.3250709368,1.0,1.0,201,95154.3250709368,10,225823.521478421,29032.32612634977,312469.84832251526,225823.52147842097,0.0,225823.52147842097,0.0
5072000,238062.21056904085,202,336314.9894969743,-31.246061085232874,10,96271.80829007189,0.9,0.9,202,96271.80829007189,10,238062.21056904085,-31.246061085232874,336314.9894969743,238062.21056904085,0.0,238062.21056904085,0.0
5096000,160332.7518494185,203,328613.9076173467,-26.862267145546767,10,110304.79451620881,0.8,0.8,203,110304.79451620881,10,160332.7518494185,-26.862267145546767,328613.9076173467,160332.75184941856,0.0,160332.75184941856,0.0
5120000,215041.30179688596,204,330745.66322125046,-19.49676516862521,10,94179.25464752216,0.9,0.9,204,94179.25464752216,10,215041.30179688596,-19.49676516862521,330745.66322125046,215041.3017968859,0.0,215041.3017968859,0.0
5144000,213123.89853430042,205,332024.0597528007,-27.09742914950853,10,86606.05688348589,0.9,0.9,205,86606.05688348589,10,213123.89853430042,-27.09742914950853,332024.0597528007,213123.89853430042,0.0,213123.89853430042,0.0
5168000,154820.45782599,206,279084.4137667905,-26.26387757411808,10,105289.55849541885,0.9,0.9,206,105289.55849541885,10,154820.45782599,-26.26387757411808,279084.4137667905,154820.4578259899,0.0,154820.4578259899,0.0
5192000,89573.55126078913,207,327852.4454671457,-77.68306067396145,10,120107.89667736783,0.5,0.5,207,120107.89667736783,10,89573.55126078913,-77.68306067396145,327852.4454671457,89573.55126078916,0.0,89573.55126078916,0.0
5216000,76674.05025268771,208,277426.8419488745,-96.42653399328155,10,113500.43450277603,0.4,0.4,208,113500.43450277603,10,76674.05025268771,-96.42653399328155,277426.8419488745,76674.0502526877,0.0,76674.0502526877,0.0
5240000,215343.95426434153,209,332990.4911082362,-21.618195456740793,10,113364.48229914725,0.8,0.8,209,113364.48229914725,10,215343.95426434153,-21.618195456740793,332990.4911082362,215343.95426434148,0.0,215343.95426434148,0.0
5264000,214975.49229867238,210,329653.7302271948,-36.12946579620665,10,106041.90371154177,0.9,0.9,210,106041.90371154177,10,214975.49229867238,-36.12946579620665,329653.7302271948,214975.49229867238,0.0,214975.49229867238,0.0
5288000,199395.87354438988,211,321528.23641116894,31927.625451365016,10,99366.39291789976,1.0,1.0,211,99366.39291789976,10,199395.87354438988,31927.625451365016,321528.23641116894,199395.8735443898,0.0,199395.8735443898,0.0
5312000,89800.21353573323,212,320863.4839307577,-89.15065518304962,10,132953.68687076852,0.4,0.4,212,132953.68687076852,10,89800.21353573323,-89.15065518304962,320863.4839307577,89800.2135357332,0.0,89800.2135357332,0.0
5336000,147220.80911475714,213,332551.10059217864,-95.3863930682898,10,149380.15552438246,0.5,0.5,213,149380.15552438246,10,147220.80911475714,-95.3863930682898,332551.10059217864,147220.80911475714,0.0,147220.80911475714,0.0
5360000,105331.34907359493,214,321362.9153703612,-92.52591225442957,10,140076.47534063342,0.4,0.4,214,140076.47534063342,10,105331.34907359493,-92.52591225442957,321362.9153703612,105331.34907359493,0.0,105331.34907359493,0.0
5384000,141929.2885905159,215,287859.8474819212,-15.13873581455481,10,104791.56202381881,0.8,0.8,215,104791.56202381881,10,141929.2885905159,-15.13873581455481,287859.8474819212,141929.28859051588,0.0,141929.28859051588,0.0
5408000,175660.34405506254,216,310226.5134601212,-17.810743294955483,10,111530.63684866583,0.8,0.8,216,111530.63684866583,10,175660.34405506254,-17.810743294955483,310226.5134601212,175660.34405506248,0.0,175660.34405506248,0.0
5432000,162459.97457945577,217,322041.0172424956,-25.537849113165603,10,135396.73362139834,0.6,0.6,217,135396.73362139834,10,162459.97457945577,-25.537849113165603,322041.0172424956,162459.97457945574,0.0,162459.97457945574,0.0
5456000,153798.8548932642,218,323378.0014632126,-38.475980624370244,10,121800.71056938524,0.8,0.8,218,121800.71056938524,10,153798.8548932642,-38.475980624370244,323378.0014632126,153798.85489326413,0.0,153798.85489326413,0.0
5480000,77049.66236720738,219,290395.1277757634,-83.52582171248719,10,116241.7802893705,0.3,0.3,219,116241.7802893705,10,77049.66236720738,-83.52582171248719,290395.1277757634,77049.66236720732,0.0,77049.66236720732,0.0
5504000,244528.1479119956,220,325381.6101171476,20025.961051283248,10,107492.5006524364,0.9,0.9,220,107492.5006524364,10,244528.1479119956,20025.961051283248,325381.6101171476,244528.1479119957,0.0,244528.1479119957,0.0
5528000,145708.06659233832,221,326773.15528355236,-26.393482915085993,10,120473.90669680324,0.7,0.7,221,120473.90669680324,10,145708.06659233832,-26.393482915085993,326773.15528355236,145708.06659233832,0.0,145708.06659233832,0.0
5552000,179842.68052443938,222,315512.87864084623,-22.158888247942944,10,126168.46136013822,0.7,0.7,222,126168.46136013822,10,179842.68052443938,-22.158888247942944,315512.87864084623,179842.6805244394,0.0,179842.6805244394,0.0
5576000,248183.7098538634,223,329525.8257613985,127537.59025127556,10,56434.236182019566,1.0,1.0,223,56434.236182019566,10,248183.7098538634,127537.59025127556,329525.8257613985,248183.7098538634,0.0,248183.7098538634,0.0
5600000,149202.66719525578,224,274331.41271194315,-30.042247054472146,10,108654.67519267366,0.9,0.9,224,108654.67519267366,10,149202.66719525578,-30.042247054472146,274331.41271194315,149202.6671952558,0.0,149202.6671952558,0.0
5624000,182061.92974484136,225,305442.0464496519,-16.620248080612086,10,124501.67189393807,0.8,0.8,225,124501.67189393807,10,182061.92974484136,-16.620248080612086,305442.0464496519,182061.92974484136,0.0,182061.92974484136,0.0
5648000,186860.29615203597,226,310558.99509665737,-15.875734762904166,10,106567.04892101955,0.9,0.9,226,106567.04892101955,10,186860.29615203597,-15.875734762904166,310558.99509665737,186860.29615203597,0.0,186860.29615203597,0.0
5672000,191626.35445756512,227,276333.4334776111,78937.754914593,10,67056.07964286751,1.0,1.0,227,67056.07964286751,10,191626.35445756512,78937.754914593,276333.4334776111,191626.3544575651,0.0,191626.3544575651,0.0
