MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/window-close-v1/Iteration,MetaTest/window-close-v1/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTest/window-close-v1/AverageReturn,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,MetaTest/window-close-v1/MaxReturn,MetaTest/window-close-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/AverageReturn,MetaTest/window-close-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTest/window-close-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/window-close-v1/StdReturn,MetaTest/window-close-v1/TerminationRate,TotalEnvSteps,MetaTrain/Average/Alpha
982.8946135993965,1397.6071777790205,0,10,8.095179,982.8946135993967,0,4.561468,302.1627531015811,1397.6071777790205,0.0,10,982.8946135993967,982.8946135993965,-142.33493,3398.634,515.3702060472025,515.3702060472025,0.0,0.0,302.1627531015811,0.0,224000,nan
-22.060157715629977,-18.18610841276712,1,10,39.610287,-22.060157715629977,1,2.8334029,3.25642965247306,-18.18610841276712,0.6,10,-22.060157715629977,-22.060157715629977,-503.1723,9148.282,-27.78004735798746,-27.78004735798746,0.0,0.6,3.25642965247306,0.0,248000,nan
-37.73272624916443,-31.96913100284958,2,10,377.55414,-37.732726249164415,2,1.1301785,6.150549643123011,-31.96913100284958,0.0,10,-37.732726249164415,-37.73272624916443,-1591.0907,46821.64,-50.475170144472685,-50.475170144472685,0.0,0.0,6.150549643123011,0.0,272000,nan
-26.729191893994546,-13.56707813476599,3,10,605.4171,-26.729191893994546,3,-2.5637226,11.366297459518945,-13.56707813476599,0.0,10,-26.729191893994546,-26.729191893994546,-3054.9663,102356.35,-47.416260506145804,-47.416260506145804,0.0,0.0,11.366297459518945,0.0,296000,nan
-31.500382046174327,-21.541629925936085,4,10,970.80615,-31.50038204617432,4,-7.810284,8.196988471267606,-21.541629925936085,0.7,10,-31.50038204617432,-31.500382046174327,-5616.9595,220724.83,-46.554402324791475,-46.554402324791475,0.0,0.7,8.196988471267606,0.0,320000,nan
34.487843362883666,684.4200452133292,5,10,6447.567,34.4878433628837,5,-11.375207,216.79271994766478,684.4200452133292,0.1,10,34.4878433628837,34.487843362883666,-11061.769,1136205.9,-47.80969739234039,-47.80969739234039,0.0,0.1,216.79271994766478,0.0,344000,nan
2244.091811626755,18247.49301045722,6,10,2417.453,2244.091811626755,6,-12.706883,5502.553009626755,18247.49301045722,0.0,10,2244.091811626755,2244.091811626755,-15051.846,1897987.4,-41.72243977064492,-41.72243977064492,0.0,0.0,5502.553009626755,0.0,368000,nan
101.57967307211985,835.9560416835102,7,10,1465.4313,101.57967307211985,7,-14.62503,264.9012082337029,835.9560416835102,0.1,10,101.57967307211985,101.57967307211985,-23924.852,3376262.0,-57.170245256550096,-57.170245256550096,0.0,0.1,264.9012082337029,0.0,392000,nan
914.8168664041372,9795.02427007221,8,10,2275.6992,914.816866404137,8,-16.076479,2960.465339123627,9795.02427007221,0.0,10,914.816866404137,914.8168664041372,-32035.045,5225474.0,-137.61379376623876,-137.61379376623876,0.0,0.0,2960.465339123627,0.0,416000,nan
182.39640231951006,1232.2971942947488,9,10,22925.371,182.39640231951012,9,-16.833511,494.8485148833407,1232.2971942947488,0.2,10,182.39640231951012,182.39640231951006,-41209.332,6912133.5,-133.07836484797312,-133.07836484797312,0.0,0.2,494.8485148833407,0.0,440000,nan
2551.066042315715,16500.903074924547,10,10,13217.699,2551.066042315718,10,-18.292704,5278.306035986256,16500.903074924547,0.0,10,2551.066042315718,2551.066042315715,-53082.457,8259102.0,-126.8641919302047,-126.8641919302047,0.0,0.0,5278.306035986256,0.0,464000,nan
-99.53406584088512,-80.49202908353122,11,10,82799.37,-99.5340658408851,11,-19.317974,12.976907894275616,-80.49202908353122,0.0,10,-99.5340658408851,-99.53406584088512,-56133.156,13288870.0,-120.89229161580883,-120.89229161580883,0.0,0.0,12.976907894275616,0.0,488000,nan
4346.011596566947,40753.06656329704,12,10,122707.53,4346.011596566947,12,-21.95024,12159.014174687916,40753.06656329704,0.3,10,4346.011596566947,4346.011596566947,-33449.254,5736348.5,-133.31163291223794,-133.31163291223794,0.0,0.3,12159.014174687916,0.0,512000,nan
4343.211921449856,22731.583116338446,13,10,8180.5854,4343.211921449854,13,-19.304895,8869.06851422692,22731.583116338446,0.4,10,4343.211921449854,4343.211921449856,-67713.97,10268670.0,-132.58915734362017,-132.58915734362017,0.0,0.4,8869.06851422692,0.0,536000,nan
58842.51110679614,104879.84180087864,14,10,8269.704,58842.51110679614,14,-20.621304,40898.59619494682,104879.84180087864,0.7,10,58842.51110679614,58842.51110679614,-83096.18,12860815.0,-31.38538074658675,-31.38538074658675,0.0,0.7,40898.59619494682,0.0,560000,nan
47.23937740598646,1251.603945496841,15,10,4230.0815,47.23937740598636,15,-21.378891,403.63480779297885,1251.603945496841,0.0,10,47.23937740598636,47.23937740598646,-98320.46,15358150.0,-132.90551907261263,-132.90551907261263,0.0,0.0,403.63480779297885,0.0,584000,nan
803.1634973536603,8762.986032690322,16,10,12441.412,803.1634973536607,16,-22.296412,2653.6785765972645,8762.986032690322,0.4,10,803.1634973536607,803.1634973536603,-106945.52,17285750.0,-132.36928506555026,-132.36928506555026,0.0,0.4,2653.6785765972645,0.0,608000,nan
1287.8094362459478,7479.086242214586,17,10,3597.4805,1287.8094362459483,17,-22.490055,2293.2332311262376,7479.086242214586,0.0,10,1287.8094362459483,1287.8094362459478,-114442.21,18748870.0,-88.57811264699085,-88.57811264699085,0.0,0.0,2293.2332311262376,0.0,632000,nan
10472.76593551127,105369.37324371656,18,10,2188.0999,10472.765935511268,18,-22.926653,31632.208060881647,105369.37324371656,0.1,10,10472.765935511268,10472.76593551127,-117322.516,22062036.0,-89.98060009294244,-89.98060009294244,0.0,0.1,31632.208060881647,0.0,656000,nan
16.24920799550447,509.6200014177611,19,10,6512.937,16.24920799550443,19,-23.026907,164.52805400380234,509.6200014177611,0.0,10,16.24920799550443,16.24920799550447,-139075.88,41688080.0,-44.938313273034865,-44.938313273034865,0.0,0.0,164.52805400380234,0.0,680000,nan
28322.443529836608,144227.1066196637,20,10,7272.259,28322.4435298366,20,-20.305964,54283.600606801134,144227.1066196637,0.3,10,28322.4435298366,28322.443529836608,-138900.73,32277450.0,672.7699842457664,672.7699842457664,0.0,0.3,54283.600606801134,0.0,704000,nan
39600.32306126065,137882.661184827,21,10,21977.191,39600.32306126064,21,-22.15226,56173.58284159357,137882.661184827,0.4,10,39600.32306126064,39600.32306126065,-133693.58,42769760.0,-90.01673078635294,-90.01673078635294,0.0,0.4,56173.58284159357,0.0,728000,nan
29176.256236049678,149098.2117031973,22,10,58257.457,29176.256236049678,22,-23.566101,58550.53589084153,149098.2117031973,0.2,10,29176.256236049678,29176.256236049678,-148423.94,62334060.0,-132.59187874573612,-132.59187874573612,0.0,0.2,58550.53589084153,0.0,752000,nan
8952.530095991511,77798.46037934239,23,10,27761.408,8952.53009599151,23,-23.147253,23249.342124350176,77798.46037934239,0.3,10,8952.53009599151,8952.530095991511,-167984.38,85548840.0,-128.9615337809253,-128.9615337809253,0.0,0.3,23249.342124350176,0.0,776000,nan
2948.3769973076005,30095.234454227975,24,10,29486.414,2948.376997307601,24,-23.699196,9049.016910984881,30095.234454227975,0.4,10,2948.376997307601,2948.3769973076005,-188237.12,105332056.0,-119.92414645704585,-119.92414645704585,0.0,0.4,9049.016910984881,0.0,800000,nan
33383.438630321994,123955.70635029448,25,10,94110.086,33383.43863032197,25,-23.34602,50907.10206847994,123955.70635029448,0.4,10,33383.43863032197,33383.438630321994,-215264.52,117369750.0,-107.73081033769681,-107.73081033769681,0.0,0.4,50907.10206847994,0.0,824000,nan
32030.126974062237,128455.8850667653,26,10,15560.22,32030.12697406225,26,-22.931168,49037.432356947764,128455.8850667653,0.4,10,32030.12697406225,32030.126974062237,-248855.78,132754030.0,-130.90684609507596,-130.90684609507596,0.0,0.4,49037.432356947764,0.0,848000,nan
12937.392075267784,120607.90981602304,27,10,10969.848,12937.392075267779,27,-22.766775,35911.146614383986,120607.90981602304,0.3,10,12937.392075267779,12937.392075267784,-270655.03,150395410.0,-121.65229235917992,-121.65229235917992,0.0,0.3,35911.146614383986,0.0,872000,nan
12426.35856793835,121534.99163601204,28,10,25976.217,12426.35856793835,28,-23.023993,36373.7554132573,121534.99163601204,0.2,10,12426.35856793835,12426.35856793835,-287267.06,169424100.0,-120.18140919230882,-120.18140919230882,0.0,0.2,36373.7554132573,0.0,896000,nan
