LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/TerminationRate,Average/MinReturn,policy/LossAfter,policy/LossBefore,Average/AverageReturn,MetaTest/push-back-v1/AverageDiscountedReturn,push-back-v1/AverageReturn,MetaTest/Average/StdReturn,Average/Iteration,MetaTest/push-back-v1/MinReturn,policy/Entropy,MetaTest/push-back-v1/AverageReturn,push-back-v1/MaxReturn,push-back-v1/NumEpisodes,MetaTest/push-back-v1/Iteration,push-back-v1/TerminationRate,Average/SuccessRate,MetaTest/Average/AverageReturn,Average/NumEpisodes,Average/MaxReturn,policy/KL,push-back-v1/StdReturn,MetaTest/push-back-v1/TerminationRate,policy/KLBefore,MetaTest/push-back-v1/StdReturn,MetaTest/Average/Iteration,TotalEnvSteps,push-back-v1/SuccessRate,push-back-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/push-back-v1/MaxReturn,MetaTest/push-back-v1/NumEpisodes,Average/AverageDiscountedReturn,push-back-v1/MinReturn,MetaTest/Average/SuccessRate,push-back-v1/AverageDiscountedReturn,policy/dLoss,MetaTest/push-back-v1/SuccessRate,Average/StdReturn,Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn
0.19253870299017173,,-92.25532982507131,-0.84500545,0.7206914,1179.2137941796325,,1179.2137941796325,,28,,5.120204,,6699.546730673114,100,,0.0,0.0,,100,6699.546730673114,0.005076515,1633.0439541885553,,0.0,,,580000,0.0,28,,,,,337.9144459082098,-92.25532982507131,,337.9144459082098,1.5656968,,1633.0439541885553,0.0,,
0.17259553688945994,,-82.70855642891681,-1.5807563,-0.34852266,917.2846774956018,,917.2846774956018,,29,,5.090232,,5198.137916147541,100,,0.0,0.02,,100,5198.137916147541,0.007969672,1203.1219361051078,,0.0,,,600000,0.02,29,,,,,241.89187704450046,-82.70855642891681,,241.89187704450046,1.2322336,,1203.1219361051078,0.0,,
0.18608269698130375,0.0,-80.8714484040498,-2.1243758,0.99230117,2175.5982969514803,2647.604388007831,2175.5982969514803,4960.239616163213,30,-80.16605773241434,5.071046,2647.604388007832,16745.311204275673,100,3,0.0,0.01,2647.604388007832,100,16745.311204275673,0.0051336708,2858.77393252356,0.0,0.0,4960.239616163213,3,620000,0.01,30,10,-80.16605773241434,16954.758167293414,10,662.1949125592367,-80.8714484040498,0.0,662.1949125592367,3.116677,0.0,2858.77393252356,0.0,16954.758167293414,2647.604388007831
0.4268530691598811,,-90.85966202879783,-1.7909219,0.040664844,1010.7026813151643,,1010.7026813151643,,31,,5.046181,,7926.765736587885,100,,0.0,0.0,,100,7926.765736587885,0.005467912,1847.576952963129,,0.0,,,640000,0.0,31,,,,,298.4191569117297,-90.85966202879783,,298.4191569117297,1.8315867,,1847.576952963129,0.0,,
0.12775374481074753,,-83.83084822649955,-4.7410717,-1.1666781,2003.3622906836824,,2003.3622906836824,,32,,5.024849,,22189.29124553748,100,,0.0,0.02,,100,22189.29124553748,0.0068150954,3510.9628393914027,,0.0,,,660000,0.02,32,,,,,537.662495686798,-83.83084822649955,,537.662495686798,3.5743937,,3510.9628393914027,0.0,,
0.34553280783827844,,-80.81609783407836,-2.2272892,0.24684551,963.9753672227198,,963.9753672227198,,33,,4.9932885,,15010.686473381495,100,,0.0,0.0,,100,15010.686473381495,0.0073910225,2376.4061052876505,,0.0,,,680000,0.0,33,,,,,246.11657479066204,-80.81609783407836,,246.11657479066204,2.4741347,,2376.4061052876505,0.0,,
0.25360338217472456,,-87.8566175212685,-1.9658453,1.2424421,1813.2178889731003,,1813.2178889731003,,34,,4.966044,,14038.272128762,100,,0.0,0.03,,100,14038.272128762,0.00566197,3247.75444311882,,0.0,,,700000,0.03,34,,,,,499.1545746628739,-87.8566175212685,,499.1545746628739,3.2082875,,3247.75444311882,0.0,,
0.2931124507694376,,-82.11820194415183,-3.3336632,-1.5431418,956.6408398428446,,956.6408398428446,,35,,4.959247,,11045.892732921156,100,,0.0,0.01,,100,11045.892732921156,0.006047593,1879.57636876054,,0.0,,,720000,0.01,35,,,,,256.6966067018146,-82.11820194415183,,256.6966067018146,1.7905214,,1879.57636876054,0.0,,
0.2612606132496694,,-82.77931758239339,-3.2907796,1.2117656,2384.5289950637853,,2384.5289950637853,,36,,4.9075403,,24258.58744366738,100,,0.0,0.02,,100,24258.58744366738,0.00770578,3954.2472302904343,,0.0,,,740000,0.02,36,,,,,644.2924218053046,-82.77931758239339,,644.2924218053046,4.5025454,,3954.2472302904343,0.0,,
0.1381859691450571,,-85.27215817486446,-3.3779273,2.4389374,2421.962422838636,,2421.962422838636,,37,,4.8732157,,46207.18087471781,100,,0.0,0.02,,100,46207.18087471781,0.011615743,5575.0966539214505,,0.0,,,760000,0.02,37,,,,,659.1411429670977,-85.27215817486446,,659.1411429670977,5.816865,,5575.0966539214505,0.0,,
0.16297122185690283,,-83.10069550652267,-3.002175,4.638952,3608.214321558266,,3608.214321558266,,38,,4.8218393,,47589.12781437963,100,,0.0,0.02,,100,47589.12781437963,0.0076764375,6895.395678711017,,0.0,,,780000,0.02,38,,,,,1051.2954644844299,-83.10069550652267,,1051.2954644844299,7.6411266,,6895.395678711017,0.0,,
0.30615262848181857,,-78.51563454970425,-0.88883436,1.8694812,1323.3283193268178,,1323.3283193268178,,39,,4.771756,,16395.49161252763,100,,0.0,0.0,,100,16395.49161252763,0.0067192526,2625.4258907934213,,0.0,,,800000,0.0,39,,,,,404.7601955153734,-78.51563454970425,,404.7601955153734,2.7583156,,2625.4258907934213,0.0,,
0.2894091363566236,0.0,-82.5894063619607,-4.452831,1.0613664,2999.2576682177687,1446.863139482725,2999.2576682177687,2183.575073018663,40,-72.95127705699757,4.7221613,1446.863139482725,27516.903938321266,100,4,0.0,0.02,1446.863139482725,100,27516.903938321266,0.0060791722,5078.124318397646,0.0,0.0,2183.575073018663,4,820000,0.02,40,10,-72.95127705699757,5764.954028854257,10,824.3940846625522,-82.5894063619607,0.0,824.3940846625522,5.5141973,0.0,5078.124318397646,0.0,5764.954028854257,1446.863139482725
0.19724197693483447,,-81.45456252865466,-0.0843,9.703347,4114.982557411794,,4114.982557411794,,41,,4.678685,,78442.53833362616,100,,0.0,0.01,,100,78442.53833362616,0.007894717,9477.895409950055,,0.0,,,840000,0.01,41,,,,,1291.32362913012,-81.45456252865466,,1291.32362913012,9.787647,,9477.895409950055,0.0,,
0.24369522056664605,,-79.13960857982308,-17.810703,-3.3771813,6428.900129164432,,6428.900129164432,,42,,4.6570745,,88881.45326177275,100,,0.0,0.04,,100,88881.45326177275,0.0070564654,12514.25320476344,,0.0,,,860000,0.04,42,,,,,1774.070196536846,-79.13960857982308,,1774.070196536846,14.433522,,12514.25320476344,0.0,,
0.23325757764377852,,-81.93083380464411,-6.6856875,7.1735187,6133.414331454975,,6133.414331454975,,43,,4.64888,,64537.2079788899,100,,0.0,0.04,,100,64537.2079788899,0.006942556,12816.470940370862,,0.0,,,880000,0.04,43,,,,,1856.9788112281212,-81.93083380464411,,1856.9788112281212,13.859206,,12816.470940370862,0.0,,
0.3274670436749567,,-84.56427277212038,0.52338123,11.983038,4478.2450434655,,4478.2450434655,,44,,4.6298027,,71942.67496991836,100,,0.0,0.06,,100,71942.67496991836,0.005573649,10984.775574911635,,0.0,,,900000,0.06,44,,,,,1313.8179555036431,-84.56427277212038,,1313.8179555036431,11.459657,,10984.775574911635,0.0,,
0.3347125311460426,,-90.14561618339799,-23.592669,-9.929394,5521.336316852941,,5521.336316852941,,45,,4.609218,,107909.97018081184,100,,0.0,0.04,,100,107909.97018081184,0.0073802094,13931.923042010663,,0.0,,,920000,0.04,45,,,,,1569.3752885423967,-90.14561618339799,,1569.3752885423967,13.663275,,13931.923042010663,0.0,,
0.31429441928211954,,-96.089751305168,-20.906376,0.73925626,11472.077131069613,,11472.077131069613,,46,,4.578927,,97808.6301456045,100,,0.0,0.1,,100,97808.6301456045,0.010237089,18982.730286876595,,0.0,,,940000,0.1,46,,,,,3169.980155828786,-96.089751305168,,3169.980155828786,21.645632,,18982.730286876595,0.0,,
0.2005319061651165,,-92.24103582079368,-11.262006,10.266294,8601.592602318577,,8601.592602318577,,47,,4.5669627,,112485.12302638145,100,,0.0,0.11,,100,112485.12302638145,0.0070677614,20929.2637186165,,0.0,,,960000,0.11,47,,,,,2380.82304312423,-92.24103582079368,,2380.82304312423,21.5283,,20929.2637186165,0.0,,
0.47578201641354934,,-89.77835259035703,-10.5701685,12.621875,9293.600749163046,,9293.600749163046,,48,,4.5063853,,110709.88977321649,100,,0.0,0.17,,100,110709.88977321649,0.009927263,21161.829798180916,,0.0,,,980000,0.17,48,,,,,2789.3935327793774,-89.77835259035703,,2789.3935327793774,23.192043,,21161.829798180916,0.0,,
0.28838564165589875,,-94.92164125083215,-12.556051,3.7427564,10474.652248314367,,10474.652248314367,,49,,4.456531,,94625.07808659058,100,,0.0,0.1,,100,94625.07808659058,0.008479236,18143.820629547772,,0.0,,,1000000,0.1,49,,,,,3059.4718075120745,-94.92164125083215,,3059.4718075120745,16.298807,,18143.820629547772,0.0,,
0.32041202581563866,0.0,-93.38011664649996,-10.448093,0.2606875,6561.975066579965,15386.884874897782,6561.975066579965,23288.245565989557,50,-95.31930979437699,4.4331555,15386.88487489778,68357.35569633987,100,5,0.0,0.09,15386.88487489778,100,68357.35569633987,0.008095558,13064.054885965286,0.0,0.0,23288.245565989557,5,1020000,0.09,50,10,-95.31930979437699,61032.46836465775,10,1968.318088733525,-93.38011664649996,0.1,1968.318088733525,10.708781,0.1,13064.054885965286,0.0,61032.46836465775,15386.884874897782
0.288339778163076,,-81.9029674513073,-32.27929,-8.5192,14404.79153967917,,14404.79153967917,,51,,4.4179425,,99827.64237614097,100,,0.0,0.15,,100,99827.64237614097,0.005354652,22290.996537337873,,0.0,,,1040000,0.15,51,,,,,3912.2289139009995,-81.9029674513073,,3912.2289139009995,23.76009,,22290.996537337873,0.0,,
0.4066460276992522,,-88.36629256816589,-7.6599374,15.697375,10803.765189260434,,10803.765189260434,,52,,4.393296,,147238.50290667385,100,,0.0,0.13,,100,147238.50290667385,0.012370843,24176.62426750807,,0.0,,,1060000,0.13,52,,,,,3183.6872422589113,-88.36629256816589,,3183.6872422589113,23.357313,,24176.62426750807,0.0,,
0.3489061241443966,,-98.31208387709717,-30.610525,-11.86785,12511.430864238086,,12511.430864238086,,53,,4.362153,,126417.27723070854,100,,0.0,0.15,,100,126417.27723070854,0.0076553696,24116.132944345387,,0.0,,,1080000,0.15,53,,,,,3625.063559147131,-98.31208387709717,,3625.063559147131,18.742676,,24116.132944345387,0.0,,
0.3894242558734248,,-93.07647524684117,-21.899574,-1.5603,10667.032435608631,,10667.032435608631,,54,,4.321507,,115585.69632552128,100,,0.0,0.08,,100,115585.69632552128,0.0074031935,24388.960867023838,,0.0,,,1100000,0.08,54,,,,,2838.701572839897,-93.07647524684117,,2838.701572839897,20.339273,,24388.960867023838,0.0,,
0.3725216670416788,,-95.04852464697159,-13.673375,9.143475,14528.974481307434,,14528.974481307434,,55,,4.296814,,123272.12653046701,100,,0.0,0.13,,100,123272.12653046701,0.008958028,27493.936185544004,,0.0,,,1120000,0.13,55,,,,,4105.243231893173,-95.04852464697159,,4105.243231893173,22.816849,,27493.936185544004,0.0,,
0.48295577342022156,,-98.55143736602447,-20.737982,-2.4895625,9008.470603564712,,9008.470603564712,,56,,4.2738338,,85799.84800105884,100,,0.0,0.11,,100,85799.84800105884,0.0073768157,21065.1553918618,,0.0,,,1140000,0.11,56,,,,,2617.813221376061,-98.55143736602447,,2617.813221376061,18.248419,,21065.1553918618,0.0,,
0.2815371910980875,,-96.47153317143116,-20.42415,6.31265,18393.453879384168,,18393.453879384168,,57,,4.244084,,131699.8649070584,100,,0.0,0.22,,100,131699.8649070584,0.00804181,25645.188235119625,,0.0,,,1160000,0.22,57,,,,,5646.942757316064,-96.47153317143116,,5646.942757316064,26.736801,,25645.188235119625,0.0,,
0.2298618132749315,,-94.11562925744846,-40.84507,-18.800116,13299.307536517434,,13299.307536517434,,58,,4.243958,,116883.24752137862,100,,0.0,0.17,,100,116883.24752137862,0.0055899182,22694.43363631106,,0.0,,,1180000,0.17,58,,,,,4338.758960998259,-94.11562925744846,,4338.758960998259,22.044954,,22694.43363631106,0.0,,
0.3378268512608583,,-92.7351367390513,-15.7749815,6.0679374,10428.493412579592,,10428.493412579592,,59,,4.235759,,178111.19634433638,100,,0.0,0.1,,100,178111.19634433638,0.007883854,25587.197685373743,,0.0,,,1200000,0.1,59,,,,,3059.3571362127386,-92.7351367390513,,3059.3571362127386,21.842918,,25587.197685373743,0.0,,
0.2511353436591578,0.0,-92.76592087522394,-20.3993,6.6553626,14695.276036863359,8093.14025175389,14695.276036863359,11552.957255784606,60,-56.832448891033366,4.2053533,8093.140251753891,103801.51463368312,100,6,0.0,0.16,8093.140251753891,100,103801.51463368312,0.007185624,23862.86837605085,0.0,0.0,11552.957255784606,6,1220000,0.16,60,10,-56.832448891033366,36914.72550959045,10,4496.929963822268,-92.76592087522394,0.2,4496.929963822268,27.054663,0.2,23862.86837605085,0.0,36914.72550959045,8093.14025175389
0.3201527888748503,,-96.92928245821624,-22.01321,11.316019,22243.02822157553,,22243.02822157553,,61,,4.171452,,129419.03547416057,100,,0.0,0.23,,100,129419.03547416057,0.008559256,29235.97245118284,,0.0,,,1240000,0.23,61,,,,,6607.706265544166,-96.92928245821624,,6607.706265544166,33.32923,,29235.97245118284,0.0,,
0.2727831287650896,,-93.64370953464186,-16.074545,4.0960155,16021.850531032605,,16021.850531032605,,62,,4.15342,,140396.69364594907,100,,0.0,0.13,,100,140396.69364594907,0.006291467,25167.232422087385,,0.0,,,1260000,0.13,62,,,,,4859.890774231428,-93.64370953464186,,4859.890774231428,20.17056,,25167.232422087385,0.0,,
0.2943884858001786,,-99.77975219524507,-30.388624,-9.489062,17757.44043027555,,17757.44043027555,,63,,4.139133,,124648.66174477043,100,,0.0,0.18,,100,124648.66174477043,0.0073878313,26112.742472291968,,0.0,,,1280000,0.18,63,,,,,4786.217257228909,-99.77975219524507,,4786.217257228909,20.899563,,26112.742472291968,0.0,,
0.3736123633156041,,-96.84285835555275,-23.933065,-4.9685564,13585.72282781067,,13585.72282781067,,64,,4.1288953,,80959.46789891197,100,,0.0,0.11,,100,80959.46789891197,0.0067554596,20362.40902131631,,0.0,,,1300000,0.11,64,,,,,3994.5014278836043,-96.84285835555275,,3994.5014278836043,18.964508,,20362.40902131631,0.0,,
0.3312123731707328,,-95.33959412136836,8.283257,34.24909,18504.751457511553,,18504.751457511553,,65,,4.118011,,89335.7086067158,100,,0.0,0.24,,100,89335.7086067158,0.008188348,23168.755667900667,,0.0,,,1320000,0.24,65,,,,,5327.8353436682955,-95.33959412136836,,5327.8353436682955,25.965832,,23168.755667900667,0.0,,
0.21571279974661295,,-93.28183512905808,-49.441925,-19.432276,23707.2481366616,,23707.2481366616,,66,,4.08485,,146833.94784635,100,,0.0,0.24,,100,146833.94784635,0.007430618,31026.4248739593,,0.0,,,1340000,0.24,66,,,,,6778.5837466682,-93.28183512905808,,6778.5837466682,30.00965,,31026.4248739593,0.0,,
0.2885261952385151,,-97.8142822926482,-29.861612,-3.2262125,17739.655010691655,,17739.655010691655,,67,,4.0663066,,162900.00772029968,100,,0.0,0.2,,100,162900.00772029968,0.0078053987,27162.736831211292,,0.0,,,1360000,0.2,67,,,,,5111.444262625551,-97.8142822926482,,5111.444262625551,26.635399,,27162.736831211292,0.0,,
0.4568354664546631,,-93.5147939866069,-15.318825,8.783413,23751.213118856303,,23751.213118856303,,68,,4.0348215,,112544.04804849345,100,,0.0,0.24,,100,112544.04804849345,0.009937298,29415.995938754077,,0.0,,,1380000,0.24,68,,,,,7146.161973453156,-93.5147939866069,,7146.161973453156,24.102238,,29415.995938754077,0.0,,
0.22230734402055485,,-94.30245687052658,-19.195322,8.886575,24298.188374679135,,24298.188374679135,,69,,3.985343,,144762.46588503933,100,,0.0,0.27,,100,144762.46588503933,0.007884758,27472.80883747595,,0.0,,,1400000,0.27,69,,,,,7567.7462344290525,-94.30245687052658,,7567.7462344290525,28.081898,,27472.80883747595,0.0,,
