MetaTest/stick-push-v1/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-push-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageReturn,MetaTest/stick-push-v1/StdReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn,MetaTest/stick-push-v1/SuccessRate,MetaTest/stick-push-v1/AverageReturn,MetaTest/stick-push-v1/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/stick-push-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/stick-push-v1/TerminationRate,MetaTest/stick-push-v1/MinReturn,MetaTrain/Average/Alpha
-8.678967577063798,88.36466,-8.678967577063798,11,0.0,11,-10.56700300030899,12.647523,-8.678967577063792,1.6383635902412073,6.459863,-63.3116,1.6383635902412073,0.0,-8.678967577063792,10,-6.087139320581429,-6.087139320581429,488000,10,0.0,0.0,-10.56700300030899,nan
-10.795737928810974,95.49458,-10.795737928810974,12,0.0,12,-12.673349189495623,7.717969,-10.795737928810968,1.15370638288963,6.401783,-80.21805,1.15370638288963,0.0,-10.795737928810968,10,-9.413461923181048,-9.413461923181048,512000,10,0.0,0.0,-12.673349189495623,nan
-9.057874994863205,167.26001,-9.057874994863205,13,0.0,13,-10.623928054589879,7.639361,-9.057874994863209,0.9314909298445533,6.3589463,-89.66078,0.9314909298445533,0.0,-9.057874994863209,10,-7.995299683148716,-7.995299683148716,536000,10,0.0,0.0,-10.623928054589879,nan
-10.328585034491326,324.4888,-10.328585034491326,14,0.0,14,-10.916780945202266,9.129825,-10.328585034491327,0.3449259654268023,6.3250694,-95.64758,0.3449259654268023,0.0,-10.328585034491327,10,-9.772947848426874,-9.772947848426874,560000,10,0.0,0.0,-10.916780945202266,nan
-6.796895621182669,525.07196,-6.796895621182669,15,0.0,15,-9.513380123997111,7.624632,-6.796895621182671,1.7336976739685337,6.3318067,-101.20764,1.7336976739685337,0.0,-6.796895621182671,10,-4.77320274676277,-4.77320274676277,584000,10,0.0,0.0,-9.513380123997111,nan
-3.572199634240701,1176.52,-3.572199634240701,16,0.0,16,-4.587010565033582,7.624632,-3.5721996342407003,0.506179573006552,6.2572966,-108.844475,0.506179573006552,0.0,-3.5721996342407003,10,-2.875077265400704,-2.875077265400704,608000,10,0.0,0.0,-4.587010565033582,nan
-12.329510785523265,5375.785,-12.329510785523265,17,0.0,17,-14.67446986369498,7.624632,-12.329510785523263,1.8359401859494648,5.9750223,-127.97717,1.8359401859494648,0.0,-12.329510785523263,10,-10.219035927143192,-10.219035927143192,632000,10,0.0,0.0,-14.67446986369498,nan
17.48033891997496,29112.115,17.48033891997496,18,0.0,18,-26.31643628304425,7.624632,17.480338919974947,106.96238072278287,5.399182,-200.34425,106.96238072278287,0.0,17.480338919974947,10,336.2514927906469,336.2514927906469,656000,10,0.0,0.0,-26.31643628304425,nan
-11.08803920134202,116477.58,-11.08803920134202,19,0.0,19,-27.27393947523693,7.624632,-11.088039201342019,7.466844453525414,4.431265,-402.87552,7.466844453525414,0.0,-11.088039201342019,10,-5.959441779009088,-5.959441779009088,680000,10,0.0,0.0,-27.27393947523693,nan
-13.700400685236241,353139.78,-13.700400685236241,20,0.0,20,-14.730222212305645,7.624632,-13.700400685236241,0.6435756312896661,2.9754736,-963.7365,0.6435756312896661,0.0,-13.700400685236241,10,-12.512345552149448,-12.512345552149448,704000,10,0.0,0.0,-14.730222212305645,nan
129.43612609980593,993659.9,129.43612609980593,21,0.0,21,-5.983002569519808,7.624632,129.43612609980596,153.0808586318793,0.4158124,-2319.7393,153.0808586318793,0.0,129.43612609980596,10,362.2339341639517,362.2339341639517,728000,10,0.0,0.0,-5.983002569519808,nan
27.727220696306837,4467822.5,27.727220696306837,22,0.0,22,4.897643938331487,7.624632,27.72722069630685,17.6115135854593,-4.2237577,-6414.865,17.6115135854593,0.0,27.72722069630685,10,59.40087890850177,59.40087890850177,752000,10,0.0,0.0,4.897643938331487,nan
-8.265523717941884,16044720.0,-8.265523717941884,23,0.0,23,-21.19173908865878,7.624632,-8.265523717941885,16.203959780595618,-12.663212,-19836.404,16.203959780595618,0.0,-8.265523717941885,10,36.890437365308856,36.890437365308856,776000,10,0.0,0.0,-21.19173908865878,nan
-11.640527854710566,41639572.0,-11.640527854710566,24,0.0,24,-27.62047222181674,7.624632,-11.640527854710559,9.189299752646543,-18.82128,-51578.344,9.189299752646543,0.0,-11.640527854710559,10,0.43670564692487385,0.43670564692487385,800000,10,0.0,0.0,-27.62047222181674,nan
-13.818955506801416,108081736.0,-13.818955506801416,25,0.0,25,-25.85017554748095,7.624632,-13.818955506801412,7.239307534352961,-23.545586,-106709.11,7.239307534352961,0.0,-13.818955506801412,10,1.3961962451482797,1.3961962451482797,824000,10,0.0,0.0,-25.85017554748095,nan
-13.7187898430274,370884860.0,-13.7187898430274,26,0.0,26,-34.574696718793064,7.624632,-13.718789843027398,15.666493544395353,-28.472855,-198868.16,15.666493544395353,0.0,-13.718789843027398,10,14.855087342754743,14.855087342754743,848000,10,0.0,0.0,-34.574696718793064,nan
-8.047027010375649,1420643800.0,-8.047027010375649,27,0.0,27,-38.6636845392538,7.624632,-8.04702701037564,21.788607242664746,-30.88206,-364142.62,21.788607242664746,0.0,-8.04702701037564,10,36.39727350092838,36.39727350092838,872000,10,0.0,0.0,-38.6636845392538,nan
-7.36474065358077,3974229000.0,-7.36474065358077,28,0.0,28,-20.49470203545877,7.624632,-7.364740653580769,8.291607357404278,-33.895897,-714560.75,8.291607357404278,0.0,-7.364740653580769,10,2.2961017785212485,2.2961017785212485,896000,10,0.0,0.0,-20.49470203545877,nan
-21.835907252103773,8377295400.0,-21.835907252103773,29,0.0,29,-35.15304302672167,7.624632,-21.835907252103773,9.877687844264385,-35.881496,-1440963.4,9.877687844264385,0.0,-21.835907252103773,10,-6.097933382683273,-6.097933382683273,920000,10,0.0,0.0,-35.15304302672167,nan
-14.620347599756766,17640765000.0,-14.620347599756766,30,0.0,30,-28.72866326899669,7.624632,-14.620347599756773,16.215583063243397,-38.54208,-2526195.0,16.215583063243397,0.0,-14.620347599756773,10,30.126683962176305,30.126683962176305,944000,10,0.0,0.0,-28.72866326899669,nan
-18.472149770617722,34115625000.0,-18.472149770617722,31,0.0,31,-28.68436736239138,7.624632,-18.47214977061772,7.624454222569641,-38.51464,-3865886.5,7.624454222569641,0.0,-18.47214977061772,10,-4.787930295939982,-4.787930295939982,968000,10,0.0,0.0,-28.68436736239138,nan
-27.62905240404579,58071870000.0,-27.62905240404579,32,0.0,32,-45.68290317069606,7.624632,-27.629052404045787,8.961603868770135,-38.97053,-5391549.5,8.961603868770135,0.0,-27.629052404045787,10,-13.912506943801258,-13.912506943801258,992000,10,0.0,0.0,-45.68290317069606,nan
-21.99133719963114,99944960000.0,-21.99133719963114,33,0.0,33,-36.11128403894894,7.624632,-21.991337199631126,8.903315465670643,-39.192398,-7188878.0,8.903315465670643,0.0,-21.991337199631126,10,-7.018218291465632,-7.018218291465632,1016000,10,0.0,0.0,-36.11128403894894,nan
-21.560633671074577,169155740000.0,-21.560633671074577,34,0.0,34,-33.04394249892267,7.624632,-21.560633671074577,5.080509337831313,-40.33639,-9130320.0,5.080509337831313,0.0,-21.560633671074577,10,-16.068049096212846,-16.068049096212846,1040000,10,0.0,0.0,-33.04394249892267,nan
-32.63468359646258,263842730000.0,-32.63468359646258,35,0.0,35,-33.90225459211378,7.624632,-32.63468359646259,0.7316903263678874,-41.83639,-11422587.0,0.7316903263678874,0.0,-32.63468359646259,10,-31.42664682248658,-31.42664682248658,1064000,10,0.0,0.0,-33.90225459211378,nan
-23.486304443387695,409062400000.0,-23.486304443387695,36,0.0,36,-45.29116659645482,7.624632,-23.486304443387695,26.722620342665927,-41.9336,-14101641.0,26.722620342665927,0.0,-23.486304443387695,10,23.76693053175335,23.76693053175335,1088000,10,0.0,0.0,-45.29116659645482,nan
97.31515353600847,564546700000.0,97.31515353600847,37,0.0,37,-8.776644949694594,121.19654,97.31515353600852,98.48566393241013,-43.56457,-16448172.0,98.48566393241013,0.0,97.31515353600852,10,275.63578537331944,275.63578537331944,1112000,10,0.0,0.0,-8.776644949694594,nan
-2.4495193158683772,789911040000.0,-2.4495193158683772,38,0.0,38,-47.23650143004554,77.520584,-2.449519315868383,32.381703079538475,-45.614708,-15200502.0,32.381703079538475,0.0,-2.449519315868383,10,46.556622155574345,46.556622155574345,1136000,10,0.0,0.0,-47.23650143004554,nan
-28.96975812266727,1365758700000.0,-28.96975812266727,39,0.0,39,-65.32790132028192,330.5087,-28.969758122667265,32.542608077178556,-47.7886,-28664070.0,32.542608077178556,0.0,-28.969758122667265,10,36.822797520573396,36.822797520573396,1160000,10,0.0,0.0,-65.32790132028192,nan
-28.924446660775743,916535300000.0,-28.924446660775743,40,0.0,40,-55.66078526566731,11226.392,-28.924446660775754,10.586250140197647,-54.152203,-20724672.0,10.586250140197647,0.0,-28.924446660775754,10,-17.760676830865783,-17.760676830865783,1184000,10,0.0,0.0,-55.66078526566731,nan
-13.449710121738997,1254386300000.0,-13.449710121738997,41,0.0,41,-45.10534069619829,148.82217,-13.449710121738992,15.087376978465961,-49.117447,-21802006.0,15.087376978465961,0.0,-13.449710121738992,10,10.336676067344559,10.336676067344559,1208000,10,0.0,0.0,-45.10534069619829,nan
-49.63759012518718,2263886300000.0,-49.63759012518718,42,0.0,42,-62.4384160624147,12.394346,-49.637590125187174,10.787378794561501,-46.2954,-29359512.0,10.787378794561501,0.0,-49.637590125187174,10,-23.484747470928827,-23.484747470928827,1232000,10,0.0,0.0,-62.4384160624147,nan
-8.793146894320035,2104767400000.0,-8.793146894320035,43,0.0,43,-28.947298882967818,82.22657,-8.793146894320031,21.17625357216777,-45.924755,-31776392.0,21.17625357216777,0.0,-8.793146894320031,10,23.27448612476419,23.27448612476419,1256000,10,0.0,0.0,-28.947298882967818,nan
-27.187153969405493,2187250800000.0,-27.187153969405493,44,0.0,44,-42.31984817669298,95.58006,-27.18715396940551,9.984797611116802,-43.981106,-32280942.0,9.984797611116802,0.0,-27.18715396940551,10,-9.250528038107218,-9.250528038107218,1280000,10,0.0,0.0,-42.31984817669298,nan
-37.694325088774086,3404779500000.0,-37.694325088774086,45,0.0,45,-68.56442508945811,54.73837,-37.694325088774086,18.81281326279204,-46.101078,-43430764.0,18.81281326279204,0.0,-37.694325088774086,10,-6.1809323118280055,-6.1809323118280055,1304000,10,0.0,0.0,-68.56442508945811,nan
-43.29555631072661,4132409700000.0,-43.29555631072661,46,0.0,46,-54.13228623985887,185.27687,-43.295556310726596,10.798480226071918,-46.299522,-48274532.0,10.798480226071918,0.0,-43.295556310726596,10,-13.822653062574647,-13.822653062574647,1328000,10,0.0,0.0,-54.13228623985887,nan
-49.59688821779593,3344456200000.0,-49.59688821779593,47,0.0,47,-55.49658098033718,349.87073,-49.59688821779595,4.180507317801373,-46.879025,-43289820.0,4.180507317801373,0.0,-49.59688821779595,10,-43.42877348868065,-43.42877348868065,1352000,10,0.0,0.0,-55.49658098033718,nan
-41.85341187662591,3584382200000.0,-41.85341187662591,48,0.0,48,-51.88617630992282,75.72964,-41.85341187662593,6.368076103733371,-46.175102,-46173944.0,6.368076103733371,0.0,-41.85341187662593,10,-32.90143198388396,-32.90143198388396,1376000,10,0.0,0.0,-51.88617630992282,nan
-38.97718520937919,4325037300000.0,-38.97718520937919,49,0.0,49,-45.61859536857738,83.33391,-38.9771852093792,3.493601113747515,-46.897484,-49533324.0,3.493601113747515,0.0,-38.9771852093792,10,-32.68659862672363,-32.68659862672363,1400000,10,0.0,0.0,-45.61859536857738,nan
-65.39012869680313,6329371000000.0,-65.39012869680313,50,0.0,50,-75.80003110941593,199.7421,-65.39012869680315,4.13204004072614,-53.25597,-53416388.0,4.13204004072614,0.0,-65.39012869680315,10,-59.23642223872008,-59.23642223872008,1424000,10,0.0,0.0,-75.80003110941593,nan
-44.18177435751147,18866751000000.0,-44.18177435751147,51,0.0,51,-47.03798892512427,25304.912,-44.181774357511486,2.1493341768175087,-71.15453,-169439980.0,2.1493341768175087,0.0,-44.181774357511486,10,-39.02925578164029,-39.02925578164029,1448000,10,0.0,0.0,-47.03798892512427,nan
-44.829682454827704,17194446000000.0,-44.829682454827704,52,0.0,52,-48.53182173481236,11833.132,-44.829682454827704,2.423866955153233,-118.410126,-430488000.0,2.423866955153233,0.0,-44.829682454827704,10,-40.67005345986698,-40.67005345986698,1472000,10,0.0,0.0,-48.53182173481236,nan
-41.12230182347691,9601555000000.0,-41.12230182347691,53,0.0,53,-46.49484454076701,7122.376,-41.12230182347692,3.2181123664519298,-97.70527,-300723700.0,3.2181123664519298,0.0,-41.12230182347692,10,-36.25177453437723,-36.25177453437723,1496000,10,0.0,0.0,-46.49484454076701,nan
-68.14283960116231,5124007700000.0,-68.14283960116231,54,0.0,54,-71.21423378700838,5416.983,-68.14283960116232,2.334753307140396,-75.94261,-177650770.0,2.334753307140396,0.0,-68.14283960116232,10,-62.5307798335106,-62.5307798335106,1520000,10,0.0,0.0,-71.21423378700838,nan
-37.01301917680075,2179320100000.0,-37.01301917680075,55,0.0,55,-42.8155969150976,4277.996,-37.013019176800746,3.9663428957069797,-78.91526,-84877090.0,3.9663428957069797,0.0,-37.013019176800746,10,-31.33650078572981,-31.33650078572981,1544000,10,0.0,0.0,-42.8155969150976,nan
-55.807859449747696,886110200000.0,-55.807859449747696,56,0.0,56,-69.63874007578966,4021.875,-55.807859449747696,9.110559578654241,-86.2968,-51469724.0,9.110559578654241,0.0,-55.807859449747696,10,-40.95706506052214,-40.95706506052214,1568000,10,0.0,0.0,-69.63874007578966,nan
-74.54853627600511,566081360000.0,-74.54853627600511,57,0.0,57,-109.88495689692344,2980.9653,-74.54853627600512,30.672794770602785,-79.769485,-35861508.0,30.672794770602785,0.0,-74.54853627600512,10,-40.58027897815578,-40.58027897815578,1592000,10,0.0,0.0,-109.88495689692344,nan
-132.30583553358892,496203960000.0,-132.30583553358892,58,0.0,58,-134.67327091262638,9395.409,-132.3058355335889,1.6815943880258646,-71.49395,-30090276.0,1.6815943880258646,0.0,-132.3058355335889,10,-129.5526403123166,-129.5526403123166,1616000,10,0.0,0.0,-134.67327091262638,nan
-112.05720283924468,491934000000.0,-112.05720283924468,59,0.0,59,-132.8900649163894,52.735085,-112.05720283924472,35.34289314333044,-67.9767,-28520722.0,35.34289314333044,0.0,-112.05720283924472,10,-39.69409027618521,-39.69409027618521,1640000,10,0.0,0.0,-132.8900649163894,nan
-126.24281758415093,632815160000.0,-126.24281758415093,60,0.0,60,-135.57441595587662,20.960922,-126.24281758415091,16.893678963068147,-65.88164,-26028450.0,16.893678963068147,0.0,-126.24281758415091,10,-75.92531515049006,-75.92531515049006,1664000,10,0.0,0.0,-135.57441595587662,nan
-33.166469857383326,879064400000.0,-33.166469857383326,61,0.0,61,-37.28961937590644,10.535099,-33.16646985738333,2.492479724936629,-74.60036,-23592354.0,2.492479724936629,0.0,-33.16646985738333,10,-29.561612899531006,-29.561612899531006,1688000,10,0.0,0.0,-37.28961937590644,nan
-23.941385890157928,1261772300000.0,-23.941385890157928,62,0.0,62,-30.223933685179787,74.93356,-23.941385890157928,3.796045038785097,-86.16919,-22876672.0,3.796045038785097,0.0,-23.941385890157928,10,-19.946826864420956,-19.946826864420956,1712000,10,0.0,0.0,-30.223933685179787,nan
-73.56097336621542,1339791200000.0,-73.56097336621542,63,0.0,63,-78.4349583152798,469.92038,-73.56097336621539,2.3421177305822973,-92.21979,-22527516.0,2.3421177305822973,0.0,-73.56097336621539,10,-70.38594786392646,-70.38594786392646,1736000,10,0.0,0.0,-78.4349583152798,nan
-114.9276517837508,653335000000.0,-114.9276517837508,64,0.0,64,-117.65316954221132,2314.3423,-114.9276517837508,1.1577906069955335,-112.620155,-16050084.0,1.1577906069955335,0.0,-114.9276517837508,10,-113.35478492403986,-113.35478492403986,1760000,10,0.0,0.0,-117.65316954221132,nan
-72.24981022886708,172179000000.0,-72.24981022886708,65,0.0,65,-84.09267262414112,1280.8134,-72.24981022886705,4.179925794698068,-115.468376,-12779506.0,4.179925794698068,0.0,-72.24981022886705,10,-68.99573671968895,-68.99573671968895,1784000,10,0.0,0.0,-84.09267262414112,nan
-48.69045851517115,123333780000.0,-48.69045851517115,66,0.0,66,-92.5265052154255,884.48236,-48.69045851517114,19.48772661822444,-114.630516,-10365750.0,19.48772661822444,0.0,-48.69045851517114,10,-22.218782231229916,-22.218782231229916,1808000,10,0.0,0.0,-92.5265052154255,nan
-50.70788695951944,21442632000.0,-50.70788695951944,67,0.0,67,-54.13348113937765,161.26225,-50.70788695951944,3.2311247014625706,-108.08035,-8408753.0,3.2311247014625706,0.0,-50.70788695951944,10,-44.40975720040176,-44.40975720040176,1832000,10,0.0,0.0,-54.13348113937765,nan
-88.48867402896285,16570374000.0,-88.48867402896285,68,0.0,68,-89.98894641118773,186.81677,-88.48867402896279,0.7076772060994296,-99.238754,-6902643.5,0.7076772060994296,0.0,-88.48867402896279,10,-87.56818728077462,-87.56818728077462,1856000,10,0.0,0.0,-89.98894641118773,nan
-79.24606151502003,13358042000.0,-79.24606151502003,69,0.0,69,-82.9093148233026,131.45848,-79.24606151502003,1.8032613712041132,-96.08255,-6446069.0,1.8032613712041132,0.0,-79.24606151502003,10,-75.96127900242328,-75.96127900242328,1880000,10,0.0,0.0,-82.9093148233026,nan
-70.32858959944598,10396658000.0,-70.32858959944598,70,0.0,70,-75.41132128363631,145.16158,-70.32858959944599,3.094642080095709,-92.657455,-6022162.5,3.094642080095709,0.0,-70.32858959944599,10,-65.27850896223977,-65.27850896223977,1904000,10,0.0,0.0,-75.41132128363631,nan
-49.119462858247104,8879834000.0,-49.119462858247104,71,0.0,71,-53.480971362529765,394.83386,-49.119462858247104,3.053685041802245,-88.68889,-5596905.0,3.053685041802245,0.0,-49.119462858247104,10,-44.52501381657975,-44.52501381657975,1928000,10,0.0,0.0,-53.480971362529765,nan
-43.54194708796562,8237175300.0,-43.54194708796562,72,0.0,72,-47.15549817885299,221.78516,-43.541947087965625,2.771169115317349,-86.43017,-5355086.0,2.771169115317349,0.0,-43.541947087965625,10,-39.00769697960504,-39.00769697960504,1952000,10,0.0,0.0,-47.15549817885299,nan
-80.93346294367508,7708208600.0,-80.93346294367508,73,0.0,73,-84.987063587213,173.40578,-80.93346294367511,1.7560317719323415,-83.05369,-4594878.5,1.7560317719323415,0.0,-80.93346294367511,10,-78.56798666231899,-78.56798666231899,1976000,10,0.0,0.0,-84.987063587213,nan
-26.479321926643944,6085442000.0,-26.479321926643944,74,0.0,74,-35.727656172446544,164.17986,-26.479321926643944,6.73543298938435,-84.56222,-3741235.2,6.73543298938435,0.0,-26.479321926643944,10,-14.850969236382202,-14.850969236382202,2000000,10,0.0,0.0,-35.727656172446544,nan
-27.57179855299848,4733957600.0,-27.57179855299848,75,0.0,75,-38.75679069411307,97.6285,-27.571798552998462,5.277970847114895,-83.82755,-3582113.0,5.277970847114895,0.0,-27.571798552998462,10,-23.460076010647768,-23.460076010647768,2024000,10,0.0,0.0,-38.75679069411307,nan
-28.571295653553033,4023652000.0,-28.571295653553033,76,0.0,76,-36.74103759165135,332.866,-28.571295653553033,4.423917402642599,-79.07009,-3114703.8,4.423917402642599,0.0,-28.571295653553033,10,-23.970638814588217,-23.970638814588217,2048000,10,0.0,0.0,-36.74103759165135,nan
-24.50296407528644,3376222200.0,-24.50296407528644,77,0.0,77,-33.94397314487165,324.33847,-24.502964075286442,5.514436475281605,-78.040245,-2929965.2,5.514436475281605,0.0,-24.502964075286442,10,-19.08795203677287,-19.08795203677287,2072000,10,0.0,0.0,-33.94397314487165,nan
-58.36857527116619,3352288800.0,-58.36857527116619,78,0.0,78,-65.65076851714421,1381.5219,-58.36857527116619,14.394316877276033,-77.62023,-2815255.0,14.394316877276033,0.0,-58.36857527116619,10,-15.45013872564033,-15.45013872564033,2096000,10,0.0,0.0,-65.65076851714421,nan
32.321545325234425,3127866000.0,32.321545325234425,79,0.0,79,-59.059485184450025,976.52423,32.3215453252344,184.7575339297834,-80.84967,-2587810.8,184.7575339297834,0.0,32.3215453252344,10,582.7756421670482,582.7756421670482,2120000,10,0.0,0.0,-59.059485184450025,nan
-14.897443090274512,2701007600.0,-14.897443090274512,80,0.0,80,-28.49833984798317,844.98,-14.897443090274507,5.4191451998146025,-79.54689,-2498351.2,5.4191451998146025,0.0,-14.897443090274507,10,-10.256677743151123,-10.256677743151123,2144000,10,0.0,0.0,-28.49833984798317,nan
-16.066674644379965,2486931200.0,-16.066674644379965,81,0.0,81,-19.86913272927614,2274.984,-16.06667464437997,1.3995969147995868,-79.7233,-2550701.0,1.3995969147995868,0.0,-16.06667464437997,10,-14.843169621528105,-14.843169621528105,2168000,10,0.0,0.0,-19.86913272927614,nan
-11.476962553580114,2266134800.0,-11.476962553580114,82,0.0,82,-33.530922247205936,912.37964,-11.4769625535801,22.079907733288984,-83.825935,-2256274.5,22.079907733288984,0.0,-11.4769625535801,10,50.491732300144,50.491732300144,2192000,10,0.0,0.0,-33.530922247205936,nan
-11.735847227259473,2036552000.0,-11.735847227259473,83,0.0,83,-38.55444169199389,227.74394,-11.735847227259473,15.215702756682042,-83.60505,-1924419.2,15.215702756682042,0.0,-11.735847227259473,10,13.764787525311071,13.764787525311071,2216000,10,0.0,0.0,-38.55444169199389,nan
47.23235899393687,1816056600.0,47.23235899393687,84,0.0,84,-45.09703169938969,38.29873,47.23235899393685,193.7362876112715,-87.87573,-1687522.5,193.7362876112715,0.0,47.23235899393685,10,626.3562798263205,626.3562798263205,2240000,10,0.0,0.0,-45.09703169938969,nan
-38.99329930401801,1629713000.0,-38.99329930401801,85,0.0,85,-42.03322806111203,13.582239,-38.99329930401801,2.4437673054099385,-90.298225,-1450482.4,2.4437673054099385,0.0,-38.99329930401801,10,-32.293160533469965,-32.293160533469965,2264000,10,0.0,0.0,-42.03322806111203,nan
-35.37043668991748,1460607100.0,-35.37043668991748,86,0.0,86,-39.88354151648115,14.895898,-35.37043668991749,3.043437777890582,-90.75984,-1238495.4,3.043437777890582,0.0,-35.37043668991749,10,-31.33219021301161,-31.33219021301161,2288000,10,0.0,0.0,-39.88354151648115,nan
10.724813698146859,1317905000.0,10.724813698146859,87,0.0,87,-36.04223845711924,18.85296,10.724813698146871,49.12534404461615,-89.14408,-1081461.5,49.12534404461615,0.0,10.724813698146871,10,140.43712642093908,140.43712642093908,2312000,10,0.0,0.0,-36.04223845711924,nan
-7.7297463588690345,1176354000.0,-7.7297463588690345,88,0.0,88,-25.259285047897034,31.614347,-7.7297463588690345,9.396185048788528,-90.14817,-961888.0,9.396185048788528,0.0,-7.7297463588690345,10,3.031391695474705,3.031391695474705,2336000,10,0.0,0.0,-25.259285047897034,nan
-118.41458847935431,15226596000.0,-118.41458847935431,89,0.0,89,-120.90665879904753,477.659,-118.41458847935425,2.0536453309007605,-74.76314,-1332380.9,2.0536453309007605,0.0,-118.41458847935425,10,-115.0792476199022,-115.0792476199022,2360000,10,0.0,0.0,-120.90665879904753,nan
-89.84979161469985,2836269000.0,-89.84979161469985,90,0.0,90,-95.15717849453775,2566.4915,-89.84979161469992,2.8774676414842233,-81.27826,1808674.9,2.8774676414842233,0.0,-89.84979161469992,10,-86.11589987903263,-86.11589987903263,2384000,10,0.0,0.0,-95.15717849453775,nan
