MetaTest/Average/AverageReturn,MetaTest/coffee-pull-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/NumTrajs,MetaTest/coffee-pull-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/coffee-pull-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/coffee-pull-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/coffee-pull-v1/AverageDiscountedReturn
4118.955417357239,486.21357664691186,-8.467778,0.0,0.0,344138.47,42,486.21357664691186,0.0,10,4118.955417357239,10,0.0,nan,-11809.465,3296.5126191263766,11286.279167200135,11286.279167200135,150.16997,1232000,4118.95541735724,42,3296.5126191263766,4118.95541735724
7726.808201253979,3352.436909179538,-8.895796,0.0,0.0,375193.1,43,3352.436909179538,0.0,10,7726.808201253979,10,0.0,nan,-12168.586,3693.989600726158,15319.366249735756,15319.366249735756,275.6952,1256000,7726.808201253979,43,3693.989600726158,7726.808201253979
7325.209925578163,820.7353521149266,-8.968216,0.0,0.0,405604.03,44,820.7353521149266,0.0,10,7325.209925578163,10,0.0,nan,-12314.586,9380.016731888943,31751.422423334214,31751.422423334214,285.87,1280000,7325.209925578162,44,9380.016731888943,7325.209925578162
6575.215116287797,851.3249159152276,-9.204539,0.0,0.0,446655.53,45,851.3249159152276,0.0,10,6575.215116287797,10,0.0,nan,-13051.334,4693.741802463373,13968.552048338463,13968.552048338463,396.12683,1304000,6575.215116287795,45,4693.741802463373,6575.215116287795
5290.422340808297,689.2336796733309,-9.341876,0.0,0.0,470642.62,46,689.2336796733309,0.0,10,5290.422340808297,10,0.0,nan,-13224.946,3812.646027828782,15594.675853558974,15594.675853558974,216.96605,1328000,5290.422340808298,46,3812.646027828782,5290.422340808298
3716.898920612435,-1.2147176802356292,-9.380547,0.0,0.0,513790.84,47,-1.2147176802356292,0.0,10,3716.898920612435,10,0.0,nan,-13829.634,5433.358960637363,18725.035775552773,18725.035775552773,221.09245,1352000,3716.898920612433,47,5433.358960637363,3716.898920612433
1925.980146095957,-119.50542618715494,-8.153154,0.0,0.0,321992.94,48,-119.50542618715494,0.0,10,1925.980146095957,10,0.0,nan,-7058.5195,3066.2049840711634,7798.174770230596,7798.174770230596,368.47955,1376000,1925.980146095956,48,3066.2049840711634,1925.980146095956
11161.14079888352,2750.9884724879944,-8.055211,0.0,0.0,386587.78,49,2750.9884724879944,0.0,10,11161.14079888352,10,0.0,nan,-7944.831,7140.009751476051,22796.832701408035,22796.832701408035,547.9228,1400000,11161.140798883516,49,7140.009751476051,11161.140798883516
8504.1697409631,174.1444075795156,-9.119423,0.0,0.0,492827.84,50,174.1444075795156,0.0,10,8504.1697409631,10,0.0,nan,-10453.348,5131.205395414137,15766.449281983707,15766.449281983707,248.10225,1424000,8504.169740963102,50,5131.205395414137,8504.169740963102
16117.5399002232,5319.676039275594,-9.438354,0.0,0.0,575031.7,51,5319.676039275594,0.0,10,16117.5399002232,10,0.0,nan,-12865.239,6274.310987973546,25096.710299424147,25096.710299424147,227.81488,1448000,16117.539900223204,51,6274.310987973546,16117.539900223204
13660.820163541033,1024.7019446147278,-9.089208,0.0,0.0,573935.94,52,1024.7019446147278,0.0,10,13660.820163541033,10,0.0,nan,-12614.232,4727.477813476009,19360.119385819966,19360.119385819966,372.94275,1472000,13660.820163541033,52,4727.477813476009,13660.820163541033
16829.47241523078,3597.5726847508213,-8.875294,0.0,0.0,601752.6,53,3597.5726847508213,0.0,10,16829.47241523078,10,0.0,nan,-12243.591,8881.189951083126,29314.214734398083,29314.214734398083,352.93695,1496000,16829.472415230783,53,8881.189951083126,16829.472415230783
10517.022485342473,4390.659717113963,-8.888633,0.0,0.0,640599.06,54,4390.659717113963,0.0,10,10517.022485342473,10,0.0,nan,-14326.38,4422.639287553053,20891.164643414093,20891.164643414093,184.22322,1520000,10517.022485342473,54,4422.639287553053,10517.022485342473
6895.237966603605,-81.33018083669299,-9.264009,0.0,0.0,706288.0,55,-81.33018083669299,0.0,10,6895.237966603605,10,0.0,nan,-16696.096,8866.259750034114,24669.401878834462,24669.401878834462,428.19012,1544000,6895.237966603605,55,8866.259750034114,6895.237966603605
9914.384856672234,5428.109448650982,-9.264447,0.0,0.0,762126.9,56,5428.109448650982,0.0,10,9914.384856672234,10,0.0,nan,-19016.055,4095.6200683898305,18884.54169579285,18884.54169579285,154.4669,1568000,9914.384856672232,56,4095.6200683898305,9914.384856672232
14283.07406648926,4051.6864941364706,-9.194193,0.0,0.0,818668.56,57,4051.6864941364706,0.0,10,14283.07406648926,10,0.0,nan,-21182.82,8105.1142039366005,28256.512945399434,28256.512945399434,105.52827,1592000,14283.07406648926,57,8105.1142039366005,14283.07406648926
16309.97858924491,6855.098207803123,-9.417291,0.0,0.0,863220.56,58,6855.098207803123,0.0,10,16309.97858924491,10,0.0,nan,-23138.797,12953.842156955514,51329.76051709064,51329.76051709064,73.1978,1616000,16309.97858924491,58,12953.842156955514,16309.97858924491
6347.462925822645,-96.04178751915522,-9.646255,0.0,0.0,913766.06,59,-96.04178751915522,0.0,10,6347.462925822645,10,0.0,nan,-24284.371,8573.165844478757,24461.80875706316,24461.80875706316,1037.2662,1640000,6347.462925822645,59,8573.165844478757,6347.462925822645
6891.527451293414,-79.03025944381841,-9.821378,0.0,0.0,945106.7,60,-79.03025944381841,0.0,10,6891.527451293414,10,0.0,nan,-24804.115,8947.185014856987,24361.9662725267,24361.9662725267,646.83563,1664000,6891.527451293415,60,8947.185014856987,6891.527451293415
10216.653341900204,-45.61245276013175,-10.034712,0.0,0.0,970064.06,61,-45.61245276013175,0.0,10,10216.653341900204,10,0.0,nan,-25003.166,10140.481173107937,28317.171404040477,28317.171404040477,197.37086,1688000,10216.653341900204,61,10140.481173107937,10216.653341900204
23000.938934807687,7818.766130741152,-10.178738,0.0,0.0,1009757.44,62,7818.766130741152,0.0,10,23000.938934807687,10,0.0,nan,-25112.443,16191.670837057174,64337.3304483974,64337.3304483974,136.70737,1712000,23000.938934807687,62,16191.670837057174,23000.938934807687
19847.488671705305,3029.7232202907103,-10.239908,0.0,0.0,1052000.9,63,3029.7232202907103,0.0,10,19847.488671705305,10,0.0,nan,-25370.615,20495.830552199728,77788.06457167745,77788.06457167745,133.57022,1736000,19847.4886717053,63,20495.830552199728,19847.4886717053
15972.49385368142,494.1985687990882,-10.395129,0.0,0.0,1208457.0,64,494.1985687990882,0.0,10,15972.49385368142,10,0.0,nan,-28096.453,14532.07457383731,48848.774034363516,48848.774034363516,57.283535,1760000,15972.493853681424,64,14532.07457383731,15972.493853681424
11249.553194369806,4539.251949234233,-10.419573,0.0,0.0,1251030.0,65,4539.251949234233,0.0,10,11249.553194369806,10,0.0,nan,-30335.107,4075.500509533993,18293.14070756875,18293.14070756875,50.964954,1784000,11249.553194369808,65,4075.500509533993,11249.553194369808
6773.834144457594,155.38553871722957,-11.037361,0.0,0.0,1400152.6,66,155.38553871722957,0.0,10,6773.834144457594,10,0.0,nan,-32705.973,5790.43567183691,19367.28774104148,19367.28774104148,59.036404,1808000,6773.83414445759,66,5790.43567183691,6773.83414445759
-58.673302989169244,-77.65789663360079,-14.397203,0.0,0.0,6168649.5,67,-77.65789663360079,0.0,10,-58.673302989169244,10,0.0,nan,-4403.97,14.839212890374181,-27.781921253714483,-27.781921253714483,6750.089,1832000,-58.67330298916926,67,14.839212890374181,-58.67330298916926
2211.913501726268,-44.635110022488306,-7.8943586,0.0,0.0,336716.03,68,-44.635110022488306,0.0,10,2211.913501726268,10,0.0,nan,-1470.9132,6740.087308757231,22432.171878802506,22432.171878802506,1723.3333,1856000,2211.913501726268,68,6740.087308757231,2211.913501726268
687.0008562270218,-32.340208154081566,-7.6654415,0.0,0.0,465962.88,69,-32.340208154081566,0.0,10,687.0008562270218,10,0.0,nan,-2852.0798,1092.930347140723,3462.355573353817,3462.355573353817,470.7317,1880000,687.0008562270216,69,1092.930347140723,687.0008562270216
3319.8136208118412,-75.02282339574472,-9.347765,0.0,0.0,1158273.0,70,-75.02282339574472,0.0,10,3319.8136208118412,10,0.0,nan,-13349.316,4588.311440504982,14034.009981412488,14034.009981412488,1158.5928,1904000,3319.81362081184,70,4588.311440504982,3319.81362081184
6676.8483731376255,-101.28257631936007,-8.642903,0.0,0.0,1265559.0,71,-101.28257631936007,0.0,10,6676.8483731376255,10,0.0,nan,-18459.316,5421.551624698076,13829.295485265839,13829.295485265839,1164.1133,1928000,6676.8483731376255,71,5421.551624698076,6676.8483731376255
10940.890013145843,-29.638943232763282,-8.863317,0.0,0.0,1290768.9,72,-29.638943232763282,0.0,10,10940.890013145843,10,0.0,nan,-20692.78,10983.153952055894,36137.00121495474,36137.00121495474,694.91394,1952000,10940.890013145845,72,10983.153952055894,10940.890013145845
5092.575792160111,-28.126769604707945,-9.92834,0.0,0.0,1256132.5,73,-28.126769604707945,0.0,10,5092.575792160111,10,0.0,nan,-19129.053,9015.657447950336,30557.30665004186,30557.30665004186,898.61273,1976000,5092.575792160109,73,9015.657447950336,5092.575792160109
6286.029741278931,-74.58534474186557,-11.19503,0.0,0.0,1399032.6,74,-74.58534474186557,0.0,10,6286.029741278931,10,0.0,nan,-21312.408,5900.67996231469,21736.160095763305,21736.160095763305,1729.0276,2000000,6286.029741278933,74,5900.67996231469,6286.029741278933
4354.963901096613,-124.94724210246194,-12.231487,0.0,0.0,1554821.9,75,-124.94724210246194,0.0,10,4354.963901096613,10,0.0,nan,-25302.377,5707.597754780352,18430.322261963596,18430.322261963596,1505.4785,2024000,4354.963901096611,75,5707.597754780352,4354.963901096611
7668.955405343489,-92.72087343536595,-12.510659,0.0,0.0,1478822.0,76,-92.72087343536595,0.0,10,7668.955405343489,10,0.0,nan,-23923.465,10198.541308167863,26645.73614741129,26645.73614741129,975.2463,2048000,7668.955405343487,76,10198.541308167863,7668.955405343487
6581.942773679881,1259.2681635888434,-12.570644,0.0,0.0,1482368.5,77,1259.2681635888434,0.0,10,6581.942773679881,10,0.0,nan,-23818.334,3274.7010553723053,11695.553909526327,11695.553909526327,469.6848,2072000,6581.9427736798825,77,3274.7010553723053,6581.9427736798825
5386.99488684241,-31.98354053116649,-12.808558,0.0,0.0,1533308.4,78,-31.98354053116649,0.0,10,5386.99488684241,10,0.0,nan,-25258.324,6583.182552410848,15805.490665452338,15805.490665452338,650.0343,2096000,5386.994886842409,78,6583.182552410848,5386.994886842409
4767.664017671648,-44.62433335102065,-13.253629,0.0,0.0,1555026.0,79,-44.62433335102065,0.0,10,4767.664017671648,10,0.0,nan,-25701.31,5207.87530998393,13382.387478662713,13382.387478662713,525.991,2120000,4767.664017671648,79,5207.87530998393,4767.664017671648
9418.560820812185,-36.51191343233976,-13.800272,0.0,0.0,1648559.9,80,-36.51191343233976,0.0,10,9418.560820812185,10,0.0,nan,-26850.56,13956.900058904366,43683.69564899377,43683.69564899377,238.71721,2144000,9418.560820812187,80,13956.900058904366,9418.560820812187
7566.42518910722,-27.476930317939438,-15.1140785,0.0,0.0,1795590.5,81,-27.476930317939438,0.0,10,7566.42518910722,10,0.0,nan,-28693.816,9636.184391729583,23896.577749503795,23896.577749503795,176.13557,2168000,7566.425189107222,81,9636.184391729583,7566.425189107222
11302.348602933273,-24.085759515532718,-16.01569,0.0,0.1,1917033.4,82,-24.085759515532718,0.0,10,11302.348602933273,10,0.1,nan,-29853.893,16465.505736382813,54516.84883276581,54516.84883276581,262.04352,2192000,11302.348602933274,82,16465.505736382813,11302.348602933274
16041.777648860294,2368.4167103673867,-17.709131,0.0,0.1,1598697.4,83,2368.4167103673867,0.0,10,16041.777648860294,10,0.1,nan,-19046.488,7528.387965740136,26006.884547815167,26006.884547815167,85.76995,2216000,16041.777648860292,83,7528.387965740136,16041.777648860292
25864.206209614702,9708.22409155463,-15.510699,0.0,0.0,1581990.4,84,9708.22409155463,0.0,10,25864.206209614702,10,0.0,nan,-18920.916,17416.6859725313,70913.46918235111,70913.46918235111,27.102633,2240000,25864.206209614695,84,17416.6859725313,25864.206209614695
13620.151420243437,-130.090786025896,-16.393755,0.0,0.2,1782149.2,85,-130.090786025896,0.0,10,13620.151420243437,10,0.2,nan,-19759.74,15179.95412559499,39452.94843512342,39452.94843512342,374.33905,2264000,13620.151420243434,85,15179.95412559499,13620.151420243434
9029.06903390781,-119.15842698600241,-16.672348,0.0,0.0,1937044.8,86,-119.15842698600241,0.0,10,9029.06903390781,10,0.0,nan,-21689.336,10882.819883220724,28545.083219981534,28545.083219981534,4358.189,2288000,9029.06903390781,86,10882.819883220724,9029.06903390781
7575.731643055723,-126.40334251243081,-17.052809,0.0,0.0,2171239.5,87,-126.40334251243081,0.0,10,7575.731643055723,10,0.0,nan,-26091.385,11858.968372648556,28780.02933622928,28780.02933622928,5461.539,2312000,7575.731643055728,87,11858.968372648556,7575.731643055728
2892.573284890865,-125.93608475723421,-17.073626,0.0,0.0,2427362.2,88,-125.93608475723421,0.0,10,2892.573284890865,10,0.0,nan,-30395.775,8193.712037096066,27451.320283107303,27451.320283107303,1298.7827,2336000,2892.573284890866,88,8193.712037096066,2892.573284890866
10818.522707510885,-96.4627616088211,-17.142492,0.0,0.1,2692721.2,89,-96.4627616088211,0.0,10,10818.522707510885,10,0.1,nan,-34533.37,15521.938100809526,48379.306285737155,48379.306285737155,1164.6,2360000,10818.52270751089,89,15521.938100809526,10818.52270751089
-79.59581924613337,-83.38289828371731,-17.702398,0.0,0.0,2915797.0,90,-83.38289828371731,0.0,10,-79.59581924613337,10,0.0,nan,-36492.03,2.6133460306408,-74.84628288171733,-74.84628288171733,806.42725,2384000,-79.59581924613339,90,2.6133460306408,-79.59581924613339
-37.8823540180111,-42.734867151161524,-13.723713,0.0,0.0,1445349.9,91,-42.734867151161524,0.0,10,-37.8823540180111,10,0.0,nan,-8763.05,3.361679006062051,-30.971083092452016,-30.971083092452016,876.465,2408000,-37.8823540180111,91,3.361679006062051,-37.8823540180111
273.40428952516334,-29.901952271558017,-15.379491,0.0,0.0,1673872.1,92,-29.901952271558017,0.0,10,273.40428952516334,10,0.0,nan,-8839.386,608.0094332554237,1681.2856695180024,1681.2856695180024,479.63632,2432000,273.40428952516334,92,608.0094332554237,273.40428952516334
5866.079517414599,145.7284510191774,-14.742348,0.0,0.0,1834316.6,93,145.7284510191774,0.0,10,5866.079517414599,10,0.0,nan,-11209.837,3091.335952229575,10232.66437100899,10232.66437100899,2602.3396,2456000,5866.079517414599,93,3091.335952229575,5866.079517414599
4989.87344845012,-25.927357566808336,-14.870965,0.0,0.0,1803407.1,94,-25.927357566808336,0.0,10,4989.87344845012,10,0.0,nan,-13337.984,7414.695804014051,25495.99517988961,25495.99517988961,9647.709,2480000,4989.87344845012,94,7414.695804014051,4989.87344845012
19756.757543380976,661.2313959225996,-13.847239,0.0,0.2,2050957.0,95,661.2313959225996,0.0,10,19756.757543380976,10,0.2,nan,-18115.346,16242.237036957198,50571.35447404952,50571.35447404952,6479.635,2504000,19756.757543380976,95,16242.237036957198,19756.757543380976
