MetaTest/Average/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-v1/AverageDiscountedReturn,MetaTest/handle-press-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/handle-press-v1/AverageReturn,MetaTest/handle-press-v1/TerminationRate,MetaTest/handle-press-v1/StdReturn,MetaTest/handle-press-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/handle-press-v1/NumTrajs,MetaTest/handle-press-v1/MinReturn,MetaTest/handle-press-v1/MaxReturn
110638.87205975025,259161.15367406647,85,-51.38988790726391,0.0,2264000,10,110638.87205975025,110638.87205975025,85,0.5,110638.87205975025,0.0,99988.46086150208,0.5,99988.46086150208,10,-51.38988790726391,259161.15367406647
148485.13560526358,253089.99291888022,86,-44.64698945096968,0.0,2288000,10,148485.13560526358,148485.13560526358,86,0.8,148485.13560526358,0.0,69845.02093199962,0.8,69845.02093199962,10,-44.64698945096968,253089.99291888022
97819.76291157401,213021.79115145677,87,-43.001456564746,0.0,2312000,10,97819.76291157406,97819.76291157406,87,0.8,97819.76291157401,0.0,74626.47265711954,0.8,74626.47265711954,10,-43.001456564746,213021.79115145677
110311.77685546302,269915.15031249105,88,-19.629233701300556,0.0,2336000,10,110311.77685546305,110311.77685546305,88,0.6,110311.77685546302,0.0,104175.43793322104,0.6,104175.43793322104,10,-19.629233701300556,269915.15031249105
138010.0066817387,263830.58423164196,89,-13.117855203845677,0.0,2360000,10,138010.00668173865,138010.00668173865,89,0.7,138010.0066817387,0.0,83260.853858076,0.7,83260.853858076,10,-13.117855203845677,263830.58423164196
139338.24125576933,261661.57580613246,90,1182.2707671500395,0.0,2384000,10,139338.24125576933,139338.24125576933,90,0.6,139338.24125576933,0.0,80403.84681415738,0.6,80403.84681415738,10,1182.2707671500395,261661.57580613246
130458.71011604877,253634.68707217262,91,-43.89488082983487,0.0,2408000,10,130458.71011604877,130458.71011604877,91,0.8,130458.71011604877,0.0,81499.77149276565,0.8,81499.77149276565,10,-43.89488082983487,253634.68707217262
216864.56945681534,281120.546049449,92,59001.459549493724,0.0,2432000,10,216864.56945681534,216864.56945681534,92,1.0,216864.56945681534,0.0,58596.30549371283,1.0,58596.30549371283,10,59001.459549493724,281120.546049449
108002.38129305583,241755.03243674152,93,9592.813912611568,0.0,2456000,10,108002.3812930559,108002.3812930559,93,0.5,108002.38129305583,0.0,76993.17547606493,0.5,76993.17547606493,10,9592.813912611568,241755.03243674152
124330.93220298963,257101.0110051727,94,28241.89245462869,0.0,2480000,10,124330.93220298963,124330.93220298963,94,0.6,124330.93220298963,0.0,98472.82718486399,0.6,98472.82718486399,10,28241.89245462869,257101.0110051727
181399.54706174321,281013.5762243741,95,7012.305352562275,0.0,2504000,10,181399.54706174321,181399.54706174321,95,0.9,181399.54706174321,0.0,76900.58171386267,0.9,76900.58171386267,10,7012.305352562275,281013.5762243741
150573.56744213364,237416.44489891437,96,-23.709842974005802,0.0,2528000,10,150573.56744213373,150573.56744213373,96,0.8,150573.56744213364,0.0,80646.34065125346,0.8,80646.34065125346,10,-23.709842974005802,237416.44489891437
180662.3216295556,252569.57067665798,97,7524.132604351096,0.0,2552000,10,180662.3216295556,180662.3216295556,97,0.9,180662.3216295556,0.0,73107.395266335,0.9,73107.395266335,10,7524.132604351096,252569.57067665798
149376.62353229214,256625.28354222744,98,-31.533493189175644,0.0,2576000,10,149376.62353229214,149376.62353229214,98,0.8,149376.62353229214,0.0,78620.94623123285,0.8,78620.94623123285,10,-31.533493189175644,256625.28354222744
173817.72081701312,252085.1432940581,99,67808.44530746444,0.0,2600000,10,173817.7208170131,173817.7208170131,99,0.9,173817.72081701312,0.0,69945.72703780561,0.9,69945.72703780561,10,67808.44530746444,252085.1432940581
