MetaTest/coffee-button-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/coffee-button-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/NumEpisodes,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/coffee-button-v1/Iteration,MetaTest/coffee-button-v1/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/coffee-button-v1/TerminationRate,MetaTest/coffee-button-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/QfLoss
4167.959825241399,300787.77544018364,300787.7754401837,10,4167.959825241399,760000,300787.77544018364,105345.73590112923,362605.3418671345,10,384.40536,300787.7754401837,54,0.9,1790.5763,362605.3418671345,0.0,-1031720.0,0.0,105345.73590112923,54,0.9,-26.54572,799416200.0
163618.34328668748,316185.0358625671,316185.0358625672,10,163618.34328668748,772000,316185.0358625671,53980.34113808457,355606.7265595342,10,393.15942,316185.0358625672,55,1.0,1475.2963,355606.7265595342,0.0,-1020002.9,0.0,53980.34113808457,55,1.0,3.3642268,796954240.0
210490.09203215656,298344.8349432965,298344.83494329645,10,210490.09203215656,784000,298344.8349432965,48792.676845656395,355642.8219460176,10,388.25763,298344.83494329645,56,0.9,1573.1685,355642.8219460176,0.0,-1026799.6,0.0,48792.676845656395,56,0.9,12.249233,776181440.0
134115.18019034556,301357.0809583854,301357.0809583855,10,134115.18019034556,796000,301357.0809583854,61032.96021804139,357326.29816783505,10,381.9485,301357.0809583855,57,1.0,1316.2703,357326.29816783505,0.0,-1044163.75,0.0,61032.96021804139,57,1.0,-8.156248,791014900.0
229138.96879071568,316051.7323355338,316051.7323355338,10,229138.96879071568,808000,316051.7323355338,39876.75474386799,365702.7388074089,10,391.24387,316051.7323355338,58,1.0,1231.5745,365702.7388074089,0.0,-1049755.9,0.0,39876.75474386799,58,1.0,-3.0291054,788841700.0
239144.31038804032,285938.2783217102,285938.2783217103,10,239144.31038804032,820000,285938.2783217102,33931.930343723056,334503.2211907866,10,392.10162,285938.2783217103,59,0.8,1273.3448,334503.2211907866,0.0,-1049059.4,0.0,33931.930343723056,59,0.8,3.7754774,825493440.0
114921.56823951223,212931.91361023526,212931.91361023538,10,114921.56823951223,832000,212931.91361023526,68771.69047811475,320063.1551822773,10,387.32413,212931.91361023538,60,0.6,1573.7373,320063.1551822773,0.0,-1052919.9,0.0,68771.69047811475,60,0.6,3.9514222,802334400.0
-32.42574632777857,176477.32920920747,176477.3292092076,10,-32.42574632777857,844000,176477.32920920747,119030.884545202,324214.74620797444,10,347.6355,176477.3292092076,61,0.5,3184.462,324214.74620797444,0.0,-903678.06,0.0,119030.884545202,61,0.5,204.39719,738756400.0
-60.225294291932954,208327.12092881187,208327.1209288119,10,-60.225294291932954,856000,208327.12092881187,129259.31871989979,339360.55454133713,10,271.3222,208327.1209288119,62,0.6,3923.205,339360.55454133713,0.0,-763599.9,0.0,129259.31871989979,62,0.6,96.09459,635114400.0
-63.3099562675325,248803.67624537047,248803.67624537047,10,-63.3099562675325,868000,248803.67624537047,105581.5106656163,337603.5612902455,10,269.6163,248803.67624537047,63,0.7,6843.7056,337603.5612902455,0.0,-877826.4,0.0,105581.5106656163,63,0.7,-42.265053,695041540.0
-81.04095204699885,120680.56373193247,120680.5637319325,10,-81.04095204699885,880000,120680.56373193247,132229.77180835672,335505.2104942703,10,278.0833,120680.5637319325,64,0.5,14367.094,335505.2104942703,0.0,-766562.4,0.0,132229.77180835672,64,0.5,84.891525,628801540.0
-73.71333089359739,54060.24470172888,54060.24470172888,10,-73.71333089359739,892000,54060.24470172888,115220.53548928413,359899.8822407771,10,214.43303,54060.24470172888,65,0.4,16301.676,359899.8822407771,0.0,-334903.16,0.0,115220.53548928413,65,0.4,310.23816,262053340.0
-28.130768900299284,139867.63430942752,139867.63430942752,10,-28.130768900299284,904000,139867.63430942752,108143.3070948176,285532.3792798394,10,161.32603,139867.63430942752,66,0.7,17358.52,285532.3792798394,0.0,-210586.16,0.0,108143.3070948176,66,0.7,242.66815,161684660.0
-20.025502603152777,169761.6200964492,169761.62009644916,10,-20.025502603152777,916000,169761.6200964492,139680.1625253333,335297.4222033102,10,137.82797,169761.62009644916,67,1.0,12033.185,335297.4222033102,0.0,-288716.22,0.0,139680.1625253333,67,1.0,49.719257,250181380.0
-46.19093280010055,124827.6610064687,124827.66100646865,10,-46.19093280010055,928000,124827.6610064687,152795.63932027473,341172.016136846,10,138.24481,124827.66100646865,68,0.9,15023.204,341172.016136846,0.0,-277631.1,0.0,152795.63932027473,68,0.9,64.89027,225765650.0
-107.50126775782354,119228.96821535406,119228.96821535406,10,-107.50126775782354,940000,119228.96821535406,134210.64033602068,333722.7546159835,10,112.11175,119228.96821535406,69,0.7,36474.254,333722.7546159835,0.0,-235282.27,0.0,134210.64033602068,69,0.7,156.03568,197945920.0
-73.5231867189834,125329.98175902113,125329.9817590211,10,-73.5231867189834,952000,125329.98175902113,131359.21609519408,304639.6817871114,10,103.72755,125329.9817590211,70,0.9,40179.62,304639.6817871114,0.0,-226720.58,0.0,131359.21609519408,70,0.9,19.598423,192297140.0
-85.20050358508763,129924.45450704894,129924.45450704898,10,-85.20050358508763,964000,129924.45450704894,146262.30598247956,333004.24273947824,10,113.93353,129924.45450704898,71,0.8,33846.184,333004.24273947824,0.0,-270767.62,0.0,146262.30598247956,71,0.8,-88.62579,249418430.0
-73.65216485704389,144671.19320287454,144671.1932028746,10,-73.65216485704389,976000,144671.19320287454,146583.1761802658,332194.37616727554,10,146.77321,144671.1932028746,72,0.9,43860.824,332194.37616727554,0.0,-341407.06,0.0,146583.1761802658,72,0.9,-86.65577,309386720.0
-86.5018240764226,194837.59434737702,194837.59434737702,10,-86.5018240764226,988000,194837.59434737702,140862.41029011577,352799.25046431454,10,172.39287,194837.59434737702,73,0.6,65270.223,352799.25046431454,0.0,-399163.88,0.0,140862.41029011577,73,0.6,-45.131508,343293380.0
-80.68678504117999,134947.9907367348,134947.99073673476,10,-80.68678504117999,1000000,134947.9907367348,138796.8676691704,322810.8862609758,10,188.81578,134947.99073673476,74,0.9,91389.84,322810.8862609758,0.0,-492125.28,0.0,138796.8676691704,74,0.9,-15.430246,389893980.0
-85.77637587595976,93479.97914034338,93479.9791403434,10,-85.77637587595976,1012000,93479.97914034338,143743.32838890664,356805.6542508277,10,197.7308,93479.9791403434,75,0.7,100633.375,356805.6542508277,0.0,-557425.7,0.0,143743.32838890664,75,0.7,-15.943861,426880670.0
-59.74882935735812,100809.07929887218,100809.07929887215,10,-59.74882935735812,1024000,100809.07929887218,131472.1144190547,333642.3591471764,10,204.0406,100809.07929887215,76,1.0,104954.945,333642.3591471764,0.0,-615403.06,0.0,131472.1144190547,76,1.0,-13.661522,455184160.0
