MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-pull-side-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/handle-pull-side-v1/NumTrajs,MetaTest/handle-pull-side-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/handle-pull-side-v1/Iteration,MetaTest/handle-pull-side-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/handle-pull-side-v1/AverageReturn,MetaTest/handle-pull-side-v1/MinReturn,MetaTest/handle-pull-side-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/handle-pull-side-v1/SuccessRate,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn
663.5677795780006,315.15212028192605,2165.6250880345374,-66.93146101197162,10,315.15212028192605,824000,25,663.5677795780006,315.152120281926,315.152120281926,-66.93146101197162,0.0,25,0.0,0.0,0.0,10,2165.6250880345374
13299.282155456573,6569.54550872001,45724.80329675129,-60.428200697419896,10,6569.54550872001,848000,26,13299.282155456573,6569.545508720007,6569.545508720007,-60.428200697419896,0.0,26,0.0,0.0,0.0,10,45724.80329675129
1368.8530210516476,42935.574684456864,44942.90291593486,40424.16210705198,10,42935.574684456864,872000,27,1368.8530210516476,42935.57468445687,42935.57468445687,40424.16210705198,0.0,27,0.0,0.0,0.0,10,44942.90291593486
12474.02733497429,36436.63287865216,45817.673552101405,11189.31007770585,10,36436.63287865216,896000,28,12474.02733497429,36436.63287865218,36436.63287865218,11189.31007770585,0.0,28,0.0,0.0,0.0,10,45817.673552101405
12907.437287768944,38614.368366882685,44607.86537921564,-14.440665974497259,10,38614.368366882685,920000,29,12907.437287768944,38614.36836688268,38614.36836688268,-14.440665974497259,0.0,29,0.0,0.0,0.0,10,44607.86537921564
22754.310572033806,22835.7288140203,45734.54507798403,-17.913769702739547,10,22835.7288140203,944000,30,22754.310572033806,22835.728814020295,22835.728814020295,-17.913769702739547,0.0,30,0.0,0.0,0.0,10,45734.54507798403
522.1641336418949,45382.36551226083,46067.90208489719,44583.26670812025,10,45382.36551226083,968000,31,522.1641336418949,45382.36551226085,45382.36551226085,44583.26670812025,0.0,31,0.0,0.0,0.0,10,46067.90208489719
596.0389985301799,45214.42935378662,45964.9409234094,44108.46276987952,10,45214.42935378662,992000,32,596.0389985301799,45214.42935378664,45214.42935378664,44108.46276987952,0.0,32,0.0,0.0,0.0,10,45964.9409234094
702.244394151669,44893.1043395168,46059.63490358941,44086.81963126056,10,44893.1043395168,1016000,33,702.244394151669,44893.104339516794,44893.104339516794,44086.81963126056,0.0,33,0.0,0.0,0.0,10,46059.63490358941
619.6660243596333,44928.09663365205,46070.42310127909,43917.07178861644,10,44928.09663365205,1040000,34,619.6660243596333,44928.09663365204,44928.09663365204,43917.07178861644,0.0,34,0.0,0.0,0.0,10,46070.42310127909
1335.9677482464385,43369.643471066,45273.568549100026,40216.511298442376,10,43369.643471066,1064000,35,1335.9677482464385,43369.643471065996,43369.643471065996,40216.511298442376,0.0,35,0.0,0.0,0.0,10,45273.568549100026
888.3939997086194,44040.165532672414,45581.54895500697,42851.79998972032,10,44040.165532672414,1088000,36,888.3939997086194,44040.16553267239,44040.16553267239,42851.79998972032,0.0,36,0.0,0.0,0.0,10,45581.54895500697
7237.969029063581,42816.11406668244,45978.5630769918,21155.007582430633,10,42816.11406668244,1112000,37,7237.969029063581,42816.11406668244,42816.11406668244,21155.007582430633,0.0,37,0.0,0.0,0.0,10,45978.5630769918
11094.136713174914,41493.77601577764,46077.18334361031,8260.895929735538,10,41493.77601577764,1136000,38,11094.136713174914,41493.776015777636,41493.776015777636,8260.895929735538,0.0,38,0.0,0.0,0.0,10,46077.18334361031
3722.470714798975,43813.0043962691,46057.04806068789,33060.67817424262,10,43813.0043962691,1160000,39,3722.470714798975,43813.004396269105,43813.004396269105,33060.67817424262,0.0,39,0.0,0.0,0.0,10,46057.04806068789
17386.73001279553,29929.371292557124,45730.293085474565,5102.077839950691,10,29929.371292557124,1184000,40,17386.73001279553,29929.371292557124,29929.371292557124,5102.077839950691,0.0,40,0.0,0.0,0.0,10,45730.293085474565
2623.2256557292767,43927.85509797593,45832.94617803168,37975.73057073661,10,43927.85509797593,1208000,41,2623.2256557292767,43927.85509797593,43927.85509797593,37975.73057073661,0.0,41,0.0,0.0,0.0,10,45832.94617803168
554.3038986582203,44968.05780820157,45970.07599453597,44327.93761787616,10,44968.05780820157,1232000,42,554.3038986582203,44968.057808201585,44968.057808201585,44327.93761787616,0.0,42,0.0,0.0,0.0,10,45970.07599453597
327.27579564520653,45380.38695698899,45831.610107516535,44811.17187046205,10,45380.38695698899,1256000,43,327.27579564520653,45380.38695698898,45380.38695698898,44811.17187046205,0.0,43,0.0,0.0,0.0,10,45831.610107516535
492.93235516094865,45324.138643944956,46074.64168545143,44561.773261678565,10,45324.138643944956,1280000,44,492.93235516094865,45324.13864394494,45324.13864394494,44561.773261678565,0.0,44,0.0,0.0,0.0,10,46074.64168545143
429.8477646723385,45348.34737287049,46043.512968400144,44811.98069709443,10,45348.34737287049,1304000,45,429.8477646723385,45348.3473728705,45348.3473728705,44811.98069709443,0.0,45,0.0,0.0,0.0,10,46043.512968400144
561.204230364275,45177.70338600058,46054.69269867209,44549.486061937,10,45177.70338600058,1328000,46,561.204230364275,45177.70338600059,45177.70338600059,44549.486061937,0.0,46,0.0,0.0,0.0,10,46054.69269867209
376.73285819385,45045.532884946646,45528.7652087338,44306.47937717141,10,45045.532884946646,1352000,47,376.73285819385,45045.53288494667,45045.53288494667,44306.47937717141,0.0,47,0.0,0.0,0.0,10,45528.7652087338
13633.441198385088,40865.13225377063,46066.453069358264,-13.30027715915963,10,40865.13225377063,1376000,48,13633.441198385088,40865.13225377064,40865.13225377064,-13.30027715915963,0.0,48,0.0,0.0,0.0,10,46066.453069358264
577.2896739919614,45238.0892768479,46047.13514792234,44328.53978026045,10,45238.0892768479,1400000,49,577.2896739919614,45238.089276847895,45238.089276847895,44328.53978026045,0.0,49,0.0,0.0,0.0,10,46047.13514792234
536.6725450763322,45191.873079718775,46065.62167062234,44319.48436475404,10,45191.873079718775,1424000,50,536.6725450763322,45191.87307971877,45191.87307971877,44319.48436475404,0.0,50,0.0,0.0,0.0,10,46065.62167062234
625.949293406558,45452.659636427496,46073.72323315539,44569.38089146256,10,45452.659636427496,1448000,51,625.949293406558,45452.65963642748,45452.65963642748,44569.38089146256,0.0,51,0.0,0.0,0.0,10,46073.72323315539
554.2128801652547,45047.08169595541,45970.244584568914,44329.953234050125,10,45047.08169595541,1472000,52,554.2128801652547,45047.081695955414,45047.081695955414,44329.953234050125,0.0,52,0.0,0.0,0.0,10,45970.244584568914
626.81435927997,45202.74956845455,46056.62634408133,44347.68670538192,10,45202.74956845455,1496000,53,626.81435927997,45202.74956845454,45202.74956845454,44347.68670538192,0.0,53,0.0,0.0,0.0,10,46056.62634408133
784.0530965608291,44885.256163297156,45728.93430091539,43129.87460969227,10,44885.256163297156,1520000,54,784.0530965608291,44885.256163297156,44885.256163297156,43129.87460969227,0.0,54,0.0,0.0,0.0,10,45728.93430091539
570.509275081552,45100.11468003193,46067.930483350596,44322.6618614442,10,45100.11468003193,1544000,55,570.509275081552,45100.114680031926,45100.114680031926,44322.6618614442,0.0,55,0.0,0.0,0.0,10,46067.930483350596
547.3945176836633,45312.70565098207,46008.236729658296,44434.12261518484,10,45312.70565098207,1568000,56,547.3945176836633,45312.70565098206,45312.70565098206,44434.12261518484,0.0,56,0.0,0.0,0.0,10,46008.236729658296
757.7896686928813,45210.06083772736,46063.88671798789,43376.30427026932,10,45210.06083772736,1592000,57,757.7896686928813,45210.06083772735,45210.06083772735,43376.30427026932,0.0,57,0.0,0.0,0.0,10,46063.88671798789
477.01436903071743,45048.28127646215,45824.714353034135,44329.27006756625,10,45048.28127646215,1616000,58,477.01436903071743,45048.28127646215,45048.28127646215,44329.27006756625,0.0,58,0.0,0.0,0.0,10,45824.714353034135
13297.272655349432,40521.51388917016,46070.175305649434,715.5570499028587,10,40521.51388917016,1640000,59,13297.272655349432,40521.51388917016,40521.51388917016,715.5570499028587,0.0,59,0.0,0.0,0.0,10,46070.175305649434
11309.605911544912,39324.435509203715,45035.79918000295,6810.079715155739,10,39324.435509203715,1664000,60,11309.605911544912,39324.43550920371,39324.43550920371,6810.079715155739,0.0,60,0.0,0.0,0.0,10,45035.79918000295
1000.304778602979,45580.292063959154,48424.88942579407,44537.55700152558,10,45580.292063959154,1688000,61,1000.304778602979,45580.29206395915,45580.29206395915,44537.55700152558,0.0,61,0.0,0.0,0.0,10,48424.88942579407
3740.1795315192235,47085.07265699447,56403.96778872923,44024.60232125585,10,47085.07265699447,1712000,62,3740.1795315192235,47085.07265699445,47085.07265699445,44024.60232125585,0.0,62,0.0,0.0,0.0,10,56403.96778872923
618.718727348618,45323.31311623854,46074.072951447015,43934.527578968846,10,45323.31311623854,1736000,63,618.718727348618,45323.313116238554,45323.313116238554,43934.527578968846,0.0,63,0.0,0.0,0.0,10,46074.072951447015
501.27531000381475,45444.718059463514,46070.4338632828,44315.49358532192,10,45444.718059463514,1760000,64,501.27531000381475,45444.71805946352,45444.71805946352,44315.49358532192,0.0,64,0.0,0.0,0.0,10,46070.4338632828
1078.6757440803267,44777.71901964009,45826.03477249742,42638.70915387497,10,44777.71901964009,1784000,65,1078.6757440803267,44777.71901964009,44777.71901964009,42638.70915387497,0.0,65,0.0,0.0,0.0,10,45826.03477249742
619.4733650888742,45538.928715729875,46483.76021511493,44092.290059530525,10,45538.928715729875,1808000,66,619.4733650888742,45538.92871572987,45538.92871572987,44092.290059530525,0.0,66,0.0,0.0,0.0,10,46483.76021511493
5.508929077005574,-30.667096566403035,-21.390801002220122,-37.001932791758044,10,-30.667096566403035,1832000,67,5.508929077005574,-30.667096566403035,-30.667096566403035,-37.001932791758044,0.0,67,0.0,0.0,0.0,10,-21.390801002220122
2632.9597533613774,46186.53397200178,53870.14584034109,44083.438750418194,10,46186.53397200178,1856000,68,2632.9597533613774,46186.53397200179,46186.53397200179,44083.438750418194,0.0,68,0.0,0.0,0.0,10,53870.14584034109
4891.722921347435,47038.67352497218,61625.692895367094,44324.99104769852,10,47038.67352497218,1880000,69,4891.722921347435,47038.67352497219,47038.67352497219,44324.99104769852,0.0,69,0.0,0.0,0.0,10,61625.692895367094
382.29926672158126,45643.671179909405,45974.993016846856,44574.10169438666,10,45643.671179909405,1904000,70,382.29926672158126,45643.6711799094,45643.6711799094,44574.10169438666,0.0,70,0.0,0.0,0.0,10,45974.993016846856
2232.2743069114877,46297.27422030474,52884.58735372704,44710.97748978527,10,46297.27422030474,1928000,71,2232.2743069114877,46297.274220304724,46297.274220304724,44710.97748978527,0.0,71,0.0,0.0,0.0,10,52884.58735372704
2148.992257454822,46077.47426315809,52348.38507132612,44333.288144882536,10,46077.47426315809,1952000,72,2148.992257454822,46077.47426315809,46077.47426315809,44333.288144882536,0.0,72,0.0,0.0,0.0,10,52348.38507132612
1104.1040588774201,45777.530246465416,47902.18928265593,44093.365889988534,10,45777.530246465416,1976000,73,1104.1040588774201,45777.53024646542,45777.53024646542,44093.365889988534,0.0,73,0.0,0.0,0.0,10,47902.18928265593
948.1016862824138,45351.9302934391,47641.780282598156,44304.37041019279,10,45351.9302934391,2000000,74,948.1016862824138,45351.93029343909,45351.93029343909,44304.37041019279,0.0,74,0.0,0.0,0.0,10,47641.780282598156
582.5949897088835,45016.83377286687,46008.86781503846,44323.278545631176,10,45016.83377286687,2024000,75,582.5949897088835,45016.833772866856,45016.833772866856,44323.278545631176,0.0,75,0.0,0.0,0.0,10,46008.86781503846
590.1222486729245,45242.86705230488,45985.50932991019,44287.51132758248,10,45242.86705230488,2048000,76,590.1222486729245,45242.86705230487,45242.86705230487,44287.51132758248,0.0,76,0.0,0.0,0.0,10,45985.50932991019
767.6516124377974,45197.46564095798,46910.49146846232,44113.54930300896,10,45197.46564095798,2072000,77,767.6516124377974,45197.46564095799,45197.46564095799,44113.54930300896,0.0,77,0.0,0.0,0.0,10,46910.49146846232
664.5938963459545,45226.09507916799,46071.46201394346,44098.31711177394,10,45226.09507916799,2096000,78,664.5938963459545,45226.09507916799,45226.09507916799,44098.31711177394,0.0,78,0.0,0.0,0.0,10,46071.46201394346
1819.441237051938,46502.06951603749,50479.607792355295,44285.70235501543,10,46502.06951603749,2120000,79,1819.441237051938,46502.06951603749,46502.06951603749,44285.70235501543,0.0,79,0.0,0.0,0.0,10,50479.607792355295
6485.533056461175,54537.10603695245,65448.102933258706,42349.06807658366,10,54537.10603695245,2144000,80,6485.533056461175,54537.106036952464,54537.106036952464,42349.06807658366,0.0,80,0.0,0.0,0.0,10,65448.102933258706
3444.2383553623145,47954.61634018164,56002.75926455173,44874.69094475887,10,47954.61634018164,2168000,81,3444.2383553623145,47954.61634018164,47954.61634018164,44874.69094475887,0.0,81,0.0,0.0,0.0,10,56002.75926455173
8324.066720128447,44753.054840816985,55336.52952683744,28984.250973391816,10,44753.054840816985,2192000,82,8324.066720128447,44753.05484081697,44753.05484081697,28984.250973391816,0.0,82,0.0,0.0,0.0,10,55336.52952683744
6240.404573827004,52792.43292330968,64860.76502573755,44825.91572781461,10,52792.43292330968,2216000,83,6240.404573827004,52792.432923309665,52792.432923309665,44825.91572781461,0.0,83,0.0,0.0,0.0,10,64860.76502573755
6304.963298258965,51974.63850491405,63232.03333109565,45497.56129013879,10,51974.63850491405,2240000,84,6304.963298258965,51974.638504914044,51974.638504914044,45497.56129013879,0.0,84,0.0,0.0,0.0,10,63232.03333109565
937.3649804210395,45338.210038754725,47228.407760457325,43910.3835455872,10,45338.210038754725,2264000,85,937.3649804210395,45338.210038754725,45338.210038754725,43910.3835455872,0.0,85,0.0,0.0,0.0,10,47228.407760457325
5001.395933565958,49001.21671682465,60291.93058349128,45186.451295618994,10,49001.21671682465,2288000,86,5001.395933565958,49001.216716824645,49001.216716824645,45186.451295618994,0.0,86,0.0,0.0,0.0,10,60291.93058349128
5681.250544628484,47549.63249610874,64185.96335541558,43212.700604983416,10,47549.63249610874,2312000,87,5681.250544628484,47549.63249610874,47549.63249610874,43212.700604983416,0.0,87,0.0,0.0,0.0,10,64185.96335541558
7327.118389676798,50613.612832043174,66927.816741702,44553.07365283007,10,50613.612832043174,2336000,88,7327.118389676798,50613.61283204318,50613.61283204318,44553.07365283007,0.0,88,0.0,0.0,0.0,10,66927.816741702
14573.929972858608,51508.718626735805,70938.51851509757,17557.51793394499,10,51508.718626735805,2360000,89,14573.929972858608,51508.718626735805,51508.718626735805,17557.51793394499,0.0,89,0.0,0.0,0.0,10,70938.51851509757
4449.815087161966,50270.51675769149,57675.93165735483,44825.1710802447,10,50270.51675769149,2384000,90,4449.815087161966,50270.51675769148,50270.51675769148,44825.1710802447,0.0,90,0.0,0.0,0.0,10,57675.93165735483
5641.614204461725,48524.622638405504,64448.821460185056,44548.994168329096,10,48524.622638405504,2408000,91,5641.614204461725,48524.62263840549,48524.62263840549,44548.994168329096,0.0,91,0.0,0.0,0.0,10,64448.821460185056
13933.463458971864,57294.67110923467,84458.75610131254,44485.00110947262,10,57294.67110923467,2432000,92,13933.463458971864,57294.67110923466,57294.67110923466,44485.00110947262,0.0,92,0.0,0.0,0.0,10,84458.75610131254
10126.840180638948,49951.60087291143,76908.35247988575,44126.079085125886,10,49951.60087291143,2456000,93,10126.840180638948,49951.600872911426,49951.600872911426,44126.079085125886,0.0,93,0.0,0.0,0.0,10,76908.35247988575
12461.790140850657,53767.28930433942,77733.47542048912,43771.26616999062,10,53767.28930433942,2480000,94,12461.790140850657,53767.28930433942,53767.28930433942,43771.26616999062,0.0,94,0.0,0.0,0.0,10,77733.47542048912
8373.514929568377,48625.33534784491,73268.52021220885,44270.90577076448,10,48625.33534784491,2504000,95,8373.514929568377,48625.33534784493,48625.33534784493,44270.90577076448,0.0,95,0.0,0.0,0.0,10,73268.52021220885
11652.708404374758,54742.85174384575,73781.8331400848,44581.7894298217,10,54742.85174384575,2528000,96,11652.708404374758,54742.85174384575,54742.85174384575,44581.7894298217,0.0,96,0.0,0.0,0.0,10,73781.8331400848
12774.576446824214,55908.7302475146,79295.24819443894,43519.86563830205,10,55908.7302475146,2552000,97,12774.576446824214,55908.73024751459,55908.73024751459,43519.86563830205,0.0,97,0.0,0.0,0.0,10,79295.24819443894
12643.36601398261,53602.51229923897,84276.87319379102,43149.87688922824,10,53602.51229923897,2576000,98,12643.36601398261,53602.51229923897,53602.51229923897,43149.87688922824,0.0,98,0.0,0.0,0.0,10,84276.87319379102
17624.20660791724,64037.984566979845,100933.99946551844,45071.70088637865,10,64037.984566979845,2600000,99,17624.20660791724,64037.984566979845,64037.984566979845,45071.70088637865,0.0,99,0.0,0.0,0.0,10,100933.99946551844
