push-v1/AverageDiscountedReturn,TotalEnvSteps,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/LossAfter,Average/NumEpisodes,MetaTest/push-v1/TerminationRate,Average/MinReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/MaxReturn,Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLAfter,MetaTest/Average/TerminationRate,push-v1/MaxReturn,push-v1/SuccessRate,MetaTest/Average/Iteration,GaussianMLPPolicy/LossBefore,MetaTest/Average/SuccessRate,push-v1/StdReturn,Average/TerminationRate,Average/SuccessRate,push-v1/AverageReturn,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/SuccessRate,push-v1/NumEpisodes,push-v1/TerminationRate,push-v1/Iteration,Average/Iteration,MetaTest/push-v1/MinReturn,Average/MaxReturn,GaussianMLPPolicy/Entropy,MetaTest/push-v1/NumEpisodes,MetaTest/Average/MaxReturn,Iteration,push-v1/MinReturn,Average/AverageReturn,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/Iteration,MetaTest/push-v1/AverageReturn
2286.660285021182,880000,7.154535524023231e-07,2.0643792595365085e-06,200,0.0,-25.50362585739872,11898.055886217757,68872.8727938335,2286.660285021182,6312.929366649189,11898.055886217757,-21.870549223849856,0.00044898921623826027,0.0,78641.09951106882,0.08,1,2.7798328119388316e-06,0.04,11989.070287937788,0.0,0.08,6738.239625245815,6312.92936664919,50,11989.070287937788,6312.92936664919,0.04,200,0.0,10,10,-21.870549223849856,78641.09951106882,5.763390064239502,50,68872.8727938335,10,-25.50362585739872,6738.239625245815,0.0,1,6312.929366649189
3135.9298193260106,960000,5.6763838074402884e-08,-2.1253028990031453e-06,200,,-47.85876418514838,,,3135.9298193260106,,,,4.009303302154876e-05,,107944.66158720295,0.085,,-2.0685390609287424e-06,,17137.47607787813,0.0,0.085,9881.906703992636,,,17137.47607787813,,,200,0.0,11,11,,107944.66158720295,5.76116943359375,,,11,-47.85876418514838,9881.906703992636,0.0,,
1974.185581494462,1040000,1.6237345334957354e-07,2.5588772132323356e-06,200,,-30.29928013210623,,,1974.185581494462,,,,0.00011354668822605163,,82729.39001771974,0.025,,2.721250666581909e-06,,10222.655613840809,0.0,0.025,5242.801765767313,,,10222.655613840809,,,200,0.0,12,12,,82729.39001771974,5.7635931968688965,,,12,-30.29928013210623,5242.801765767313,0.0,,
2145.963263139892,1120000,9.004825187730603e-07,-6.128549102868419e-06,200,,-25.638579985160735,,,2145.963263139892,,,,0.0005651413230225444,,57049.82386361255,0.05,,-5.228066584095359e-06,,9945.692144988296,0.0,0.05,6459.585140526216,,,9945.692144988296,,,200,0.0,13,13,,57049.82386361255,5.756630897521973,,,13,-25.638579985160735,6459.585140526216,0.0,,
3811.3197147159794,1200000,1.7446438960178057e-08,2.4748041482780536e-07,200,,-29.774943150134508,,,3811.3197147159794,,,,1.233174953085836e-05,,122970.75064025317,0.115,,2.649268537879834e-07,,19887.247827915668,0.0,0.115,12118.351234150043,,,19887.247827915668,,,200,0.0,14,14,,122970.75064025317,5.756728649139404,,,14,-29.774943150134508,12118.351234150043,0.0,,
2808.305294653212,1280000,3.479203769529704e-08,-1.1507893304951722e-06,200,,-21.632880055980422,,,2808.305294653212,,,,2.460683390381746e-05,,116118.05156816292,0.095,,-1.1159972927998751e-06,,16541.735105316573,0.0,0.095,9036.809920045744,,,16541.735105316573,,,200,0.0,15,15,,116118.05156816292,5.7562255859375,,,15,-21.632880055980422,9036.809920045744,0.0,,
3203.735595801918,1360000,2.2928315956960432e-07,5.0765547712217085e-06,200,,-23.304436556218985,,,3203.735595801918,,,,0.00014499262033496052,,122136.042765134,0.065,,5.305837930791313e-06,,17838.578909754742,0.0,0.065,9587.097347962617,,,17838.578909754742,,,200,0.0,16,16,,122136.042765134,5.76422119140625,,,16,-23.304436556218985,9587.097347962617,0.0,,
2432.267275182264,1440000,4.582489054882899e-08,-5.3470421335077845e-06,200,,-23.998614063330383,,,2432.267275182264,,,,3.233135066693649e-05,,92359.20484171249,0.085,,-5.3012172429589555e-06,,13109.905035784797,0.0,0.085,7617.734063838069,,,13109.905035784797,,,200,0.0,17,17,,92359.20484171249,5.756621837615967,,,17,-23.998614063330383,7617.734063838069,0.0,,
2358.77068046548,1520000,4.373259798740037e-08,-5.465200047183316e-06,200,,-21.583860850101683,,,2358.77068046548,,,,3.0804141715634614e-05,,88254.97927414565,0.065,,-5.421467449195916e-06,,12225.481050202603,0.0,0.065,6829.459504116181,,,12225.481050202603,,,200,0.0,18,18,,88254.97927414565,5.747738361358643,,,18,-21.583860850101683,6829.459504116181,0.0,,
2819.253558975422,1600000,4.518151399679482e-07,-1.789860471035354e-05,200,,-24.94277174683046,,,2819.253558975422,,,,0.00031392494565807283,,181055.1887391718,0.085,,-1.744678957038559e-05,,19478.75819012582,0.0,0.085,9075.226765106214,,,19478.75819012582,,,200,0.0,19,19,,181055.1887391718,5.722841262817383,,,19,-24.94277174683046,9075.226765106214,0.0,,
3287.677339722173,1680000,2.7417740966484416e-08,-1.5747631323392852e-06,200,0.0,-28.017719641515466,19461.517485727276,114493.52469606086,3287.677339722173,10509.603913504276,19461.517485727276,-14.170022521740243,1.937888555403333e-05,0.0,81971.97368088628,0.09,2,-1.5473453913728008e-06,0.08,14811.286668849942,0.0,0.09,10127.280153795293,10509.603913504276,50,14811.286668849942,10509.603913504276,0.08,200,0.0,20,20,-14.170022521740243,81971.97368088628,5.721415042877197,50,114493.52469606086,20,-28.017719641515466,10127.280153795293,0.0,2,10509.603913504276
2818.0973377546693,1760000,8.7247826741077e-09,-1.152063532572356e-06,200,,-20.03910096340007,,,2818.0973377546693,,,,6.168643267301377e-06,,84042.61178081542,0.09,,-1.1433387498982484e-06,,14536.755922180751,0.0,0.09,8727.967723307098,,,14536.755922180751,,,200,0.0,21,21,,84042.61178081542,5.721062183380127,,,21,-20.03910096340007,8727.967723307098,0.0,,
3019.1222467109264,1840000,4.9344066610501613e-08,-1.4554190101989661e-06,200,,-24.03727212915247,,,3019.1222467109264,,,,3.4843636967707425e-05,,111465.40260151913,0.12,,-1.4060749435884645e-06,,16745.5579295479,0.0,0.12,9579.136232944069,,,16745.5579295479,,,200,0.0,22,22,,111465.40260151913,5.720343112945557,,,22,-24.03727212915247,9579.136232944069,0.0,,
2938.9075318524324,1920000,8.784718374954537e-08,-8.96528763405513e-06,200,,-56.457114668467675,,,2938.9075318524324,,,,6.187969847815111e-05,,103688.78756338473,0.1,,-8.877440450305585e-06,,14665.344658354526,0.0,0.1,8633.128468082612,,,14665.344658354526,,,200,0.0,23,23,,103688.78756338473,5.7065558433532715,,,23,-56.457114668467675,8633.128468082612,0.0,,
3608.127920492395,2000000,2.050609282377991e-08,-5.361461035136017e-07,200,,-22.58500001585356,,,3608.127920492395,,,,1.4508327694784384e-05,,110817.92344251176,0.145,,-5.156400106898218e-07,,20212.70217186834,0.0,0.145,11618.095920893764,,,20212.70217186834,,,200,0.0,24,24,,110817.92344251176,5.706408500671387,,,24,-22.58500001585356,11618.095920893764,0.0,,
2712.9087528295204,2080000,2.0153379409748595e-08,-1.1513927802297985e-06,200,,-27.980196167817432,,,2712.9087528295204,,,,1.426496328349458e-05,,106826.2551411453,0.085,,-1.13123940082005e-06,,15874.357689867697,0.0,0.085,8445.796929818165,,,15874.357689867697,,,200,0.0,25,25,,106826.2551411453,5.706024646759033,,,25,-27.980196167817432,8445.796929818165,0.0,,
3735.6571734585655,2160000,2.369233698118478e-08,1.0547203146415995e-06,200,,-33.85885856811883,,,3735.6571734585655,,,,1.6751069779274985e-05,,172877.37024227608,0.1,,1.0784126516227843e-06,,21292.847031804704,0.0,0.1,12204.597399292508,,,21292.847031804704,,,200,0.0,26,26,,172877.37024227608,5.706344127655029,,,26,-33.85885856811883,12204.597399292508,0.0,,
2859.0785996570607,2240000,1.5695059119025245e-07,-8.645192792755552e-06,200,,-22.680706778154633,,,2859.0785996570607,,,,0.00011031804751837626,,150977.5660490729,0.075,,-8.4882422015653e-06,,21490.748933334555,0.0,0.075,9215.146363255624,,,21490.748933334555,,,200,0.0,27,27,,150977.5660490729,5.693715572357178,,,27,-22.680706778154633,9215.146363255624,0.0,,
2753.4711428738838,2320000,5.3348458095570095e-08,-2.49477102443052e-06,200,,-138.51953227257735,,,2753.4711428738838,,,,3.7580997741315514e-05,,88812.6717554634,0.075,,-2.44142256633495e-06,,13215.354577441232,0.0,0.075,7982.283783851827,,,13215.354577441232,,,200,0.0,28,28,,88812.6717554634,5.691146373748779,,,28,-138.51953227257735,7982.283783851827,0.0,,
2594.169866177233,2400000,1.519060788268689e-08,2.5442825517529855e-06,200,,-29.210986713665534,,,2594.169866177233,,,,1.0738948731159326e-05,,69907.7650202416,0.065,,2.5594731596356723e-06,,13015.598418248503,0.0,0.065,8151.523433414803,,,13015.598418248503,,,200,0.0,29,29,,69907.7650202416,5.693049430847168,,,29,-29.210986713665534,8151.523433414803,0.0,,
3640.204149346768,2480000,8.717597665963694e-08,-8.458488082396798e-06,200,0.0,-21.531987434353272,16554.104295065703,77940.76680395062,3640.204149346768,9425.777192062389,16554.104295065703,-46.42345078194763,6.13041192991659e-05,0.0,89870.44431192397,0.17,3,-8.371312105737161e-06,0.12,19427.935782997833,0.0,0.17,11519.246105983844,9425.777192062387,50,19427.935782997833,9425.777192062387,0.12,200,0.0,30,30,-46.42345078194763,89870.44431192397,5.6793999671936035,50,77940.76680395062,30,-21.531987434353272,11519.246105983844,0.0,3,9425.777192062389
3439.108589504956,2560000,2.6499378691369202e-08,-1.3024879308431991e-06,200,,-24.539971561559767,,,3439.108589504956,,,,1.8734732293523848e-05,,110843.8134507396,0.09,,-1.27598855215183e-06,,18211.65451288491,0.0,0.09,11118.766337009436,,,18211.65451288491,,,200,0.0,31,31,,110843.8134507396,5.679046630859375,,,31,-24.539971561559767,11118.766337009436,0.0,,
3307.836201762252,2640000,3.768623173527885e-07,5.766708000010112e-06,200,,-29.83900019686404,,,3307.836201762252,,,,0.0002625824708957225,,212558.55372830929,0.055,,6.143570317362901e-06,,24803.109396929365,0.0,0.055,10587.130880884513,,,24803.109396929365,,,200,0.0,32,32,,212558.55372830929,5.687684059143066,,,32,-29.83900019686404,10587.130880884513,0.0,,
2904.0580045144343,2720000,4.5045908336760476e-08,-5.950289505562978e-06,200,,-44.62050341751774,,,2904.0580045144343,,,,3.180427665938623e-05,,88249.82068244561,0.085,,-5.905243597226217e-06,,14723.345836860914,0.0,0.085,9166.076610394388,,,14723.345836860914,,,200,0.0,33,33,,88249.82068244561,5.681282043457031,,,33,-44.62050341751774,9166.076610394388,0.0,,
3983.978797255298,2800000,7.676499080844223e-08,-9.600047633284703e-06,200,,-31.28454837576622,,,3983.978797255298,,,,5.407512799138203e-05,,159001.73058530173,0.12,,-9.52328264247626e-06,,22931.545247525777,0.0,0.12,12553.724713299658,,,22931.545247525777,,,200,0.0,34,34,,159001.73058530173,5.6684088706970215,,,34,-31.28454837576622,12553.724713299658,0.0,,
3870.0221205531534,2880000,7.473590812878683e-08,4.071393959748093e-06,200,,-24.351949659865777,,,3870.0221205531534,,,,5.2685663831653073e-05,,131674.89108469125,0.11,,4.14612986787688e-06,,22510.40086027168,0.0,0.11,12562.431772373044,,,22510.40086027168,,,200,0.0,35,35,,131674.89108469125,5.672182083129883,,,35,-24.351949659865777,12562.431772373044,0.0,,
3057.6951294205314,2960000,2.4990413294290192e-08,1.110173002416559e-06,200,,-26.981366261957113,,,3057.6951294205314,,,,1.7652579117566347e-05,,128684.47679598474,0.115,,1.1351634157108492e-06,,19549.867560708597,0.0,0.115,9692.251834981525,,,19549.867560708597,,,200,0.0,36,36,,128684.47679598474,5.672882080078125,,,36,-26.981366261957113,9692.251834981525,0.0,,
3692.964238786034,3040000,1.2293639883864671e-08,-3.944637228414649e-06,200,,-21.772261272068853,,,3692.964238786034,,,,8.675764547660947e-06,,158769.0526432681,0.125,,-3.9323435885307845e-06,,21414.518340926636,0.0,0.125,12000.727039773124,,,21414.518340926636,,,200,0.0,37,37,,158769.0526432681,5.671715259552002,,,37,-21.772261272068853,12000.727039773124,0.0,,
2937.328643033083,3120000,1.2344003152975347e-08,-1.540077732897771e-06,200,,-32.27700880667709,,,2937.328643033083,,,,8.725403858989011e-06,,154272.28278010714,0.07,,-1.5277337297447957e-06,,17420.769562460828,0.0,0.07,9353.838408538359,,,17420.769562460828,,,200,0.0,38,38,,154272.28278010714,5.671049118041992,,,38,-32.27700880667709,9353.838408538359,0.0,,
4573.928501178566,3200000,8.033794074435718e-09,-2.8775980354112107e-06,200,,-21.63809717556868,,,4573.928501178566,,,,5.681568381987745e-06,,198218.32793357526,0.13,,-2.869564241336775e-06,,25446.03111959383,0.0,0.13,14200.219255607499,,,25446.03111959383,,,200,0.0,39,39,,198218.32793357526,5.66955041885376,,,39,-21.63809717556868,14200.219255607499,0.0,,
3102.339207593397,3280000,5.143601811141707e-08,-3.910548457497498e-06,200,0.0,-31.10771973558639,20158.436873644372,80114.42279969004,3102.339207593397,12571.601643151776,20158.436873644372,-20.698425604003013,3.6089397326577455e-05,0.0,133134.99911593227,0.105,4,-3.859112439386081e-06,0.12,17845.260907881824,0.0,0.105,9576.835705526702,12571.60164315178,50,17845.260907881824,12571.60164315178,0.12,200,0.0,40,40,-20.698425604003013,133134.99911593227,5.661831855773926,50,80114.42279969004,40,-31.10771973558639,9576.835705526702,0.0,4,12571.601643151776
3238.363554561407,3360000,5.2428276831051335e-08,-5.295623850543052e-06,200,,-27.830577270413578,,,3238.363554561407,,,,3.7001980672357604e-05,,100100.26271247621,0.08,,-5.243195573712001e-06,,16159.508909273025,0.0,0.08,10279.183810721039,,,16159.508909273025,,,200,0.0,41,41,,100100.26271247621,5.656149387359619,,,41,-27.830577270413578,10279.183810721039,0.0,,
3704.3588326387944,3440000,8.718234312254936e-08,-8.347522452822886e-06,200,,-28.532642299946676,,,3704.3588326387944,,,,6.135475268820301e-05,,186593.5575930958,0.13,,-8.260340109700337e-06,,23030.445205619642,0.0,0.13,11382.58304623264,,,23030.445205619642,,,200,0.0,42,42,,186593.5575930958,5.6440653800964355,,,42,-28.532642299946676,11382.58304623264,0.0,,
3801.439902256201,3520000,2.276442501170095e-08,-3.0709511520399246e-06,200,,-42.66553695869952,,,3801.439902256201,,,,1.6070711353677325e-05,,136458.12011599808,0.11,,-3.0481867270282237e-06,,22566.646705268544,0.0,0.11,12110.742918824244,,,22566.646705268544,,,200,0.0,43,43,,136458.12011599808,5.64011287689209,,,43,-42.66553695869952,12110.742918824244,0.0,,
3349.869021056603,3600000,6.567188393091783e-08,-7.2540860855951905e-06,200,,-68.74803323055754,,,3349.869021056603,,,,4.629175964510068e-05,,195739.95671421854,0.075,,-7.188414201664273e-06,,19607.221816060333,0.0,0.075,9994.100518150042,,,19607.221816060333,,,200,0.0,44,44,,195739.95671421854,5.63086462020874,,,44,-68.74803323055754,9994.100518150042,0.0,,
2755.9785732229157,3680000,6.656546247540973e-08,-5.788498128822539e-06,200,,-24.258717904627144,,,2755.9785732229157,,,,4.698291377280839e-05,,81571.2979074236,0.07,,-5.721932666347129e-06,,12776.349400136818,0.0,0.07,8307.408337782397,,,12776.349400136818,,,200,0.0,45,45,,81571.2979074236,5.624443054199219,,,45,-24.258717904627144,8307.408337782397,0.0,,
3049.671503650347,3760000,8.111601346172392e-08,1.1463396276667481e-06,200,,-23.068407813118405,,,3049.671503650347,,,,5.709680408472195e-05,,105449.15574917033,0.11,,1.227455641128472e-06,,15501.263516213492,0.0,0.11,8987.418386525467,,,15501.263516213492,,,200,0.0,46,46,,105449.15574917033,5.626134395599365,,,46,-23.068407813118405,8987.418386525467,0.0,,
2985.252934343335,3840000,3.862896846840158e-08,-2.8568524612637702e-06,200,,-30.778846261867244,,,2985.252934343335,,,,2.728770414250903e-05,,143712.24395906783,0.08,,-2.8182234927953687e-06,,18842.677223578856,0.0,0.08,9593.087330953487,,,18842.677223578856,,,200,0.0,47,47,,143712.24395906783,5.623708724975586,,,47,-30.778846261867244,9593.087330953487,0.0,,
3475.232629396919,3920000,2.7359874366084114e-08,-3.2060543162515387e-06,200,,-26.333361131920494,,,3475.232629396919,,,,1.9349219655850902e-05,,190360.5078169719,0.095,,-3.1786944418854546e-06,,23143.939541832184,0.0,0.095,11438.478869033814,,,23143.939541832184,,,200,0.0,48,48,,190360.5078169719,5.619822025299072,,,48,-26.333361131920494,11438.478869033814,0.0,,
3997.061950480776,4000000,2.733404471655376e-07,4.325527243054239e-06,200,,-23.441004804168113,,,3997.061950480776,,,,0.00016750329814385623,,178650.37781122237,0.14,,4.598867690219777e-06,,22505.379728779044,0.0,0.14,12648.431802364565,,,22505.379728779044,,,200,0.0,49,49,,178650.37781122237,5.628478527069092,,,49,-23.441004804168113,12648.431802364565,0.0,,
3632.641040331863,4080000,2.0790707822015975e-08,-5.812042900288361e-07,200,0.0,-22.52716476095022,20867.68847313913,108295.53103930522,3632.641040331863,10875.009978108908,20867.68847313913,-26.795561915922928,1.4689617273688782e-05,0.0,149374.849571685,0.09,5,-5.604135822068201e-07,0.1,19949.904742954095,0.0,0.09,11372.557467649443,10875.009978108908,50,19949.904742954095,10875.009978108908,0.1,200,0.0,50,50,-26.795561915922928,149374.849571685,5.628133773803711,50,108295.53103930522,50,-22.52716476095022,11372.557467649443,0.0,5,10875.009978108908
3204.6219181359866,4160000,9.741370377014391e-09,-1.2394095847412245e-06,200,,-22.940353724822653,,,3204.6219181359866,,,,6.8871750045218505e-06,,115517.47278083986,0.1,,-1.2296682143642101e-06,,17450.701640023577,0.0,0.1,10798.633535392082,,,17450.701640023577,,,200,0.0,51,51,,115517.47278083986,5.627636909484863,,,51,-22.940353724822653,10798.633535392082,0.0,,
4721.772358465157,4240000,6.787743700442661e-09,1.40523937375292e-07,200,,-27.03779473682682,,,4721.772358465157,,,,4.808840003533987e-06,,152803.8202669609,0.15,,1.4731168107573467e-07,,23999.715267363652,0.0,0.15,14940.268592343498,,,23999.715267363652,,,200,0.0,52,52,,152803.8202669609,5.627677917480469,,,52,-27.03779473682682,14940.268592343498,0.0,,
3510.6774716199843,4320000,3.978675522375852e-08,-5.384670203056885e-06,200,,-23.68928116376166,,,3510.6774716199843,,,,2.803764982672874e-05,,113461.23802402038,0.08,,-5.344883447833126e-06,,18337.531658511452,0.0,0.08,10678.704534211753,,,18337.531658511452,,,200,0.0,53,53,,113461.23802402038,5.619112491607666,,,53,-23.68928116376166,10678.704534211753,0.0,,
2789.1858655120504,4400000,1.2249756764504127e-08,-1.700796701697982e-06,200,,-31.29995782028103,,,2789.1858655120504,,,,8.670047463965602e-06,,113144.65355037703,0.085,,-1.6885469449334778e-06,,17309.16447981184,0.0,0.085,9226.640161992775,,,17309.16447981184,,,200,0.0,54,54,,113144.65355037703,5.617887020111084,,,54,-31.29995782028103,9226.640161992775,0.0,,
2836.192884900551,4480000,2.332717485842295e-08,4.152717338001821e-06,200,,-27.10471390916902,,,2836.192884900551,,,,1.649682417337317e-05,,92894.36089051545,0.09,,4.176044512860244e-06,,16142.303510805808,0.0,0.09,8730.10732596641,,,16142.303510805808,,,200,0.0,55,55,,92894.36089051545,5.619575500488281,,,55,-27.10471390916902,8730.10732596641,0.0,,
3571.6462257706567,4560000,1.9629283087851945e-08,-8.483933129355137e-07,200,,-23.378693257208962,,,3571.6462257706567,,,,1.3857656085747294e-05,,88312.7464699751,0.115,,-8.287640298476617e-07,,15227.871895024902,0.0,0.115,10580.379907469065,,,15227.871895024902,,,200,0.0,56,56,,88312.7464699751,5.619361877441406,,,56,-23.378693257208962,10580.379907469065,0.0,,
3620.129405142963,4640000,3.853119778796099e-08,6.075742021494079e-06,200,,-23.5714453583309,,,3620.129405142963,,,,2.7231970307184383e-05,,91386.16556137327,0.095,,6.11427321928204e-06,,15572.728209040051,0.0,0.095,11190.826162968266,,,15572.728209040051,,,200,0.0,57,57,,91386.16556137327,5.6238627433776855,,,57,-23.5714453583309,11190.826162968266,0.0,,
2849.2205979200426,4720000,2.0024799596285447e-08,-1.9957847143814433e-06,200,,-25.89765070183349,,,2849.2205979200426,,,,1.4169447240419686e-05,,167445.6150375344,0.08,,-1.975759914785158e-06,,21907.977812977355,0.0,0.08,9161.936268745043,,,21907.977812977355,,,200,0.0,58,58,,167445.6150375344,5.622962951660156,,,58,-25.89765070183349,9161.936268745043,0.0,,
3425.5862756306597,4800000,1.900079382721742e-08,2.8140340191384894e-07,200,,-37.88336445435892,,,3425.5862756306597,,,,1.3442642739391886e-05,,171101.20484175775,0.12,,3.0040419574106636e-07,,20927.108714633352,0.0,0.12,11064.288866367266,,,20927.108714633352,,,200,0.0,59,59,,171101.20484175775,5.623049736022949,,,59,-37.88336445435892,11064.288866367266,0.0,,
3710.1267103347113,4880000,2.989872882608324e-08,-5.474922545545269e-06,200,0.0,-27.496685858771357,20178.78309601853,126413.17317883053,3710.1267103347113,9003.274762009542,20178.78309601853,-20.252062408148014,2.1100506273796782e-05,0.0,114065.2728635166,0.135,6,-5.4450238167191856e-06,0.16,19078.140727949252,0.0,0.135,11611.381078493449,9003.27476200954,50,19078.140727949252,9003.27476200954,0.16,200,0.0,60,60,-20.252062408148014,114065.2728635166,5.616355895996094,50,126413.17317883053,60,-27.496685858771357,11611.381078493449,0.0,6,9003.274762009542
3549.76191812378,4960000,2.3436541596311145e-09,-1.6141590322149568e-06,200,,-23.09933804841685,,,3549.76191812378,,,,1.6584317563683726e-06,,74954.22423293555,0.075,,-1.6118153780553257e-06,,15126.166722748436,0.0,0.075,10605.413902599332,,,15126.166722748436,,,200,0.0,61,61,,74954.22423293555,5.615584850311279,,,61,-23.09933804841685,10605.413902599332,0.0,,
3299.920695082806,5040000,1.5820432963664643e-08,-3.063730446228874e-06,200,,-24.30066153557804,,,3299.920695082806,,,,1.1183446076756809e-05,,124226.20874750645,0.105,,-3.0479100132652093e-06,,18577.05398330551,0.0,0.105,11015.724608107312,,,18577.05398330551,,,200,0.0,62,62,,124226.20874750645,5.614174842834473,,,62,-24.30066153557804,11015.724608107312,0.0,,
