handle-press-side-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,handle-press-side-v1/AverageReturn,handle-press-side-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,handle-press-side-v1/TerminationRate,MetaTest/handle-press-side-v1/TerminationRate,Average/AverageReturn,MetaTest/handle-press-side-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,handle-press-side-v1/MinReturn,MetaTest/handle-press-side-v1/SuccessRate,MetaTest/Average/MinReturn,policy/KLBefore,policy/LossAfter,MetaTest/Average/AverageDiscountedReturn,MetaTest/handle-press-side-v1/MaxReturn,MetaTest/handle-press-side-v1/StdReturn,Average/Iteration,MetaTest/handle-press-side-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,handle-press-side-v1/MaxReturn,policy/Entropy,MetaTest/handle-press-side-v1/NumEpisodes,policy/KL,handle-press-side-v1/SuccessRate,MetaTest/handle-press-side-v1/AverageReturn,LinearFeatureBaseline/ExplainedVariance,policy/LossBefore,Average/StdReturn,handle-press-side-v1/NumEpisodes,handle-press-side-v1/AverageDiscountedReturn,Average/NumEpisodes,Average/SuccessRate,Average/MinReturn,policy/dLoss,Average/MaxReturn,TotalEnvSteps,MetaTest/handle-press-side-v1/MinReturn
10,0.0,0.0,3984.1136354138234,3383.9338108349325,4424.694501609497,11681.72880767104,1,0.0,0.0,3383.9338108349325,3174.8542086533716,1638.2432038598968,-51.704997900007506,0.0,-22.187827060268177,0.0,-4.4071007,3174.8542086533716,11681.72880767104,3984.1136354138234,10,1,3174.8542086533716,10,0.0,21131.557591856268,5.515475,10,0.0036192727,0.0,3174.8542086533716,0.182348656610267,0.15888125,4424.694501609497,100,1638.2432038598968,100,0.0,-51.704997900007506,4.565982,21131.557591856268,220000,-22.187827060268177
11,,,,4639.890275277788,5245.319800878695,,,0.0,,4639.890275277788,,1976.2198878296952,-29.983528172641407,,,0.0,-1.5532758,,,,11,,,,0.0,22149.3360504121,5.4817815,,0.0050136405,0.0,,0.2007409066272955,3.691725,5245.319800878695,100,1976.2198878296952,100,0.0,-29.983528172641407,5.245001,22149.3360504121,240000,
12,,,,5438.570848269777,5874.063785435124,,,0.0,,5438.570848269777,,2516.906340840292,-52.7568306034842,,,0.0,0.15856329,,,,12,,,,0.0,22974.73277435289,5.451281,,0.00512361,0.0,,0.27274929749953225,5.596297,5874.063785435124,100,2516.906340840292,100,0.0,-52.7568306034842,5.4377337,22974.73277435289,260000,
13,,,,5872.627541725216,5760.103477583836,,,0.0,,5872.627541725216,,2793.6259023934103,-53.72420530723201,,,0.0,-10.851252,,,,13,,,,0.0,23379.0955785599,5.4233165,,0.00630465,0.0,,0.2278343765215799,-4.1525383,5760.103477583836,100,2793.6259023934103,100,0.0,-53.72420530723201,6.6987133,23379.0955785599,280000,
14,,,,5419.466506569551,5643.31495115527,,,0.0,,5419.466506569551,,2700.2570602003307,-50.593780203864036,,,0.0,-12.063707,,,,14,,,,0.0,22858.6077340639,5.4012275,,0.007814758,0.0,,0.2338914572871169,-6.4362235,5643.31495115527,100,2700.2570602003307,100,0.0,-50.593780203864036,5.627484,22858.6077340639,300000,
15,,,,5521.153055918698,5973.125993377949,,,0.0,,5521.153055918698,,2626.992656560156,-37.938410439790765,,,0.0,1.3546051,,,,15,,,,0.0,22390.8842963358,5.3849115,,0.008937994,0.0,,0.3076435101612963,7.6254015,5973.125993377949,100,2626.992656560156,100,0.0,-37.938410439790765,6.2707963,22390.8842963358,320000,
16,,,,8290.804107812384,6785.194166588033,,,0.0,,8290.804107812384,,3877.79747280566,-50.52322645961737,,,0.0,-9.247097,,,,16,,,,0.0,25519.59523670277,5.350151,,0.0063580843,0.0,,0.29915923926972365,-1.3613156,6785.194166588033,100,3877.79747280566,100,0.0,-50.52322645961737,7.8857813,25519.59523670277,340000,
17,,,,7010.684507855857,6711.20537924968,,,0.0,,7010.684507855857,,3331.467086040572,-32.74297914161664,,,0.0,0.69061875,,,,17,,,,0.0,26607.479630337475,5.335134,,0.006314679,0.0,,0.26373376658233916,7.802158,6711.20537924968,100,3331.467086040572,100,0.0,-32.74297914161664,7.111539,26607.479630337475,360000,
18,,,,9309.321156060561,7620.700588033313,,,0.0,,9309.321156060561,,4459.022321043589,-27.488578240717395,,,0.0,-7.0403767,,,,18,,,,0.0,32867.756754061214,5.3187933,,0.005686324,0.0,,0.24339009115589927,1.263109,7620.700588033313,100,4459.022321043589,100,0.0,-27.488578240717395,8.303486,32867.756754061214,380000,
19,,,,8810.524397002477,6622.40819156197,,,0.0,,8810.524397002477,,4577.79862457702,-19.10344050477797,,,0.0,-4.801289,,,,19,,,,0.0,33156.98643289925,5.2971187,,0.006182888,0.0,,0.1378406633064161,1.8572797,6622.40819156197,100,4577.79862457702,100,0.0,-19.10344050477797,6.658569,33156.98643289925,400000,
20,0.0,0.0,10233.91953534102,11787.128781462181,9508.348153059398,29894.816936007242,2,0.0,0.0,11787.128781462181,13116.107741429263,5338.339912503208,-26.648548319185217,0.0,-16.008743351643332,0.0,-6.065749,13116.107741429263,29894.816936007242,10233.91953534102,20,2,13116.107741429256,10,0.0,47812.85855409308,5.280853,10,0.005105947,0.0,13116.107741429256,0.34721111828253226,1.8613609,9508.348153059398,100,5338.339912503208,100,0.0,-26.648548319185217,7.92711,47812.85855409308,420000,-16.008743351643332
21,,,,12554.494444770946,9656.332092459314,,,0.0,,12554.494444770946,,5566.238588869993,-18.745755668308192,,,0.0,-9.365092,,,,21,,,,0.0,42742.408517936245,5.253583,,0.007176961,0.0,,0.31868375201355903,1.6104156,9656.332092459314,100,5566.238588869993,100,0.0,-18.745755668308192,10.975508,42742.408517936245,440000,
22,,,,13605.66741407814,12703.926850930507,,,0.0,,13605.66741407814,,6038.69011283634,-41.03106033985369,,,0.0,2.2563374,,,,22,,,,0.0,73075.73278917813,5.233945,,0.00572279,0.01,,0.3047834158670597,14.330715,12703.926850930507,100,6038.69011283634,100,0.01,-41.03106033985369,12.074378,73075.73278917813,460000,
23,,,,16702.48187655171,19698.841766274953,,,0.0,,16702.48187655171,,6580.741666348276,-19.051074932492806,,,0.0,-9.194892,,,,23,,,,0.0,127509.71730747429,5.2256155,,0.005556546,0.01,,0.3264762434723878,8.61805,19698.841766274953,100,6580.741666348276,100,0.01,-19.051074932492806,17.812943,127509.71730747429,480000,
24,,,,16042.670383787783,17074.412222385938,,,0.0,,16042.670383787783,,6714.580110112235,-20.75023207714541,,,0.0,-4.200607,,,,24,,,,0.0,92167.45448652371,5.2149587,,0.005910961,0.01,,0.3736034727482471,11.532973,17074.412222385938,100,6714.580110112235,100,0.01,-20.75023207714541,15.73358,92167.45448652371,500000,
25,,,,16724.613239203252,24340.10011466043,,,0.0,,16724.613239203252,,7106.69769850481,-48.43053583367685,,,0.0,-26.46695,,,,25,,,,0.0,186959.41129312647,5.202838,,0.006299323,0.02,,0.3605112033357416,-8.4032,24340.10011466043,100,7106.69769850481,100,0.02,-48.43053583367685,18.06375,186959.41129312647,520000,
26,,,,19692.24519734341,25389.36200799355,,,0.0,,19692.24519734341,,7669.25340742699,-19.270314978261137,,,0.0,-5.47625,,,,26,,,,0.0,136370.74614432766,5.147748,,0.0064489767,0.04,,0.41348394771774355,18.099775,25389.36200799355,100,7669.25340742699,100,0.04,-19.270314978261137,23.576025,136370.74614432766,540000,
27,,,,25781.25219873136,27069.497225133553,,,0.0,,25781.25219873136,,9911.485786515075,-14.562708502623883,,,0.0,-34.403576,,,,27,,,,0.0,129405.92721154891,5.0932584,,0.0053841975,0.04,,0.39161626220228796,-7.4420342,27069.497225133553,100,9911.485786515075,100,0.04,-14.562708502623883,26.961542,129405.92721154891,560000,
28,,,,29766.15771007923,31418.569817590644,,,0.0,,29766.15771007923,,10984.884555898438,-16.562594904748806,,,0.0,3.51935,,,,28,,,,0.0,133682.63841464705,5.0688443,,0.007360927,0.06,,0.40885938365282437,30.599125,31418.569817590644,100,10984.884555898438,100,0.06,-16.562594904748806,27.079775,133682.63841464705,580000,
29,,,,31340.15806102599,35327.2317485326,,,0.0,,31340.15806102599,,11151.24114598703,-19.9345744860584,,,0.0,8.722325,,,,29,,,,0.0,166910.26040486296,5.0395656,,0.005047109,0.06,,0.407971870451283,39.16494,35327.2317485326,100,11151.24114598703,100,0.06,-19.9345744860584,30.442616,166910.26040486296,600000,
30,0.0,0.0,34331.573087870005,33960.34510229484,33709.62694442183,85283.10889843818,3,0.0,0.0,33960.34510229484,37965.86997888489,11935.189397173233,471.5449294884314,0.0,-15.794044093801267,0.0,-15.077325,37965.86997888489,85283.10889843818,34331.573087870005,30,3,37965.86997888486,10,0.0,130045.39426733697,5.008689,10,0.005137256,0.04,37965.86997888486,0.4211005752948145,10.612281,33709.62694442183,100,11935.189397173233,100,0.04,471.5449294884314,25.689606,130045.39426733697,620000,-15.794044093801267
31,,,,40317.52863604022,39328.664606751205,,,0.0,,40317.52863604022,,13344.875840219502,-44.98255098030174,,,0.0,-1.7671875,,,,31,,,,0.0,145013.5501095538,4.9832582,,0.007874085,0.07,,0.44225694418545614,24.049606,39328.664606751205,100,13344.875840219502,100,0.07,-44.98255098030174,25.816793,145013.5501095538,640000,
32,,,,34511.06525186231,37060.35890770324,,,0.0,,34511.06525186231,,12472.606274054388,-13.05483297221814,,,0.0,-18.6418,,,,32,,,,0.0,180091.69047853982,4.9553576,,0.0051872716,0.06,,0.3543870317657408,6.64655,37060.35890770324,100,12472.606274054388,100,0.06,-13.05483297221814,25.28835,180091.69047853982,660000,
33,,,,35980.92578131417,35998.357965618634,,,0.0,,35980.92578131417,,12667.184439576055,-20.799424487010743,,,0.0,-29.8507,,,,33,,,,0.0,129289.88605449573,4.922761,,0.007041487,0.05,,0.46849917868754554,-6.281975,35998.357965618634,100,12667.184439576055,100,0.05,-20.799424487010743,23.568726,129289.88605449573,680000,
34,,,,42313.95467016141,41952.08448639766,,,0.0,,42313.95467016141,,14705.86931035951,-15.346166951318446,,,0.0,-57.662388,,,,34,,,,0.0,142841.18301170386,4.8886685,,0.0060838712,0.12,,0.4150714093417194,-29.73875,41952.08448639766,100,14705.86931035951,100,0.12,-15.346166951318446,27.923637,142841.18301170386,700000,
35,,,,41548.62360770031,44230.75368169436,,,0.0,,41548.62360770031,,13967.280532855606,-17.905086324330448,,,0.0,12.21985,,,,35,,,,0.0,149892.08497493243,4.8852696,,0.0047714813,0.1,,0.48214368950230524,34.33994,44230.75368169436,100,13967.280532855606,100,0.1,-17.905086324330448,22.12009,149892.08497493243,720000,
36,,,,48507.98718528695,46987.59822563325,,,0.0,,48507.98718528695,,16005.234744493406,-42.878863827756824,,,0.0,10.094237,,,,36,,,,0.0,175142.28708861468,4.8827696,,0.0053151906,0.13,,0.49770283951231187,37.38677,46987.59822563325,100,16005.234744493406,100,0.13,-42.878863827756824,27.29253,175142.28708861468,740000,
37,,,,49319.50569734238,48561.10156387809,,,0.0,,49319.50569734238,,16651.69016809063,-38.761853186856854,,,0.0,-5.866506,,,,37,,,,0.0,158859.41598761306,4.879272,,0.0051928572,0.18,,0.454827316420511,22.080004,48561.10156387809,100,16651.69016809063,100,0.18,-38.761853186856854,27.94651,158859.41598761306,760000,
38,,,,39452.23997894537,39626.39445068447,,,0.0,,39452.23997894537,,14506.25662007062,-16.040009473219133,,,0.0,-55.20239,,,,38,,,,0.0,141629.09090913384,4.8665695,,0.0063110185,0.06,,0.38743557244089877,-24.52282,39626.39445068447,100,14506.25662007062,100,0.06,-16.040009473219133,30.67957,141629.09090913384,780000,
39,,,,43312.30325163215,44094.808365821606,,,0.0,,43312.30325163215,,15013.908409773281,-19.638512812888084,,,0.0,-18.307922,,,,39,,,,0.0,148313.01499328605,4.841568,,0.0058827605,0.1,,0.42537220741219073,11.936359,44094.808365821606,100,15013.908409773281,100,0.1,-19.638512812888084,30.244282,148313.01499328605,800000,
40,0.1,0.0,41734.97928805484,41691.97264011103,39686.15744327558,131684.13600828432,4,0.0,0.0,41691.97264011103,51069.686129653994,15475.67040962962,-12.420270612543755,0.1,1682.9586994145873,0.0,-36.280838,51069.686129653994,131684.13600828432,41734.97928805484,40,4,51069.686129653994,10,0.0,151743.48263081952,4.834048,10,0.0055752313,0.08,51069.686129653994,0.4111744001561002,0.5401437,39686.15744327558,100,15475.67040962962,100,0.08,-12.420270612543755,36.82098,151743.48263081952,820000,1682.9586994145873
41,,,,48754.118230554006,45818.19205914319,,,0.0,,48754.118230554006,,16767.42593752716,-18.84746703114305,,,0.0,2.4127061,,,,41,,,,0.0,158210.28538100238,4.8086433,,0.00489407,0.11,,0.44843300796262153,29.527891,45818.19205914319,100,16767.42593752716,100,0.11,-18.84746703114305,27.115185,158210.28538100238,840000,
42,,,,59135.3717425327,49278.67252405281,,,0.0,,59135.3717425327,,19925.21002535664,-17.69628944206249,,,0.0,-27.1547,,,,42,,,,0.0,189390.3838018885,4.786927,,0.0059860838,0.09,,0.4413277348663729,12.649688,49278.67252405281,100,19925.21002535664,100,0.09,-17.69628944206249,39.804386,189390.3838018885,860000,
43,,,,59516.47617214031,51050.21048591736,,,0.0,,59516.47617214031,,19572.52105281486,-16.443527112854674,,,0.0,9.685369,,,,43,,,,0.0,186661.44955435887,4.7642217,,0.007365297,0.15,,0.4685380723667355,42.115444,51050.21048591736,100,19572.52105281486,100,0.15,-16.443527112854674,32.430077,186661.44955435887,880000,
44,,,,58933.41805570197,49683.2753235003,,,0.0,,58933.41805570197,,19909.971911323893,-16.44076315748387,,,0.0,-34.715717,,,,44,,,,0.0,178951.39889709445,4.737216,,0.006142019,0.14,,0.4700555668534684,5.1597123,49683.2753235003,100,19909.971911323893,100,0.14,-16.44076315748387,39.87543,178951.39889709445,900000,
45,,,,67750.39771628073,59220.12020357953,,,0.0,,67750.39771628073,,22204.247594691697,-31.151749881047394,,,0.0,17.81755,,,,45,,,,0.0,211973.96446425578,4.713187,,0.006001805,0.25,,0.49353355509343955,56.90403,59220.12020357953,100,22204.247594691697,100,0.25,-31.151749881047394,39.08648,211973.96446425578,920000,
46,,,,60979.5361485795,52639.91781547687,,,0.0,,60979.5361485795,,20358.70549382418,-19.381253132282193,,,0.0,-24.410082,,,,46,,,,0.0,220379.7973453398,4.7141733,,0.0051236525,0.15,,0.466623100207177,11.974431,52639.91781547687,100,20358.70549382418,100,0.15,-19.381253132282193,36.384514,220379.7973453398,940000,
47,,,,68631.27579630796,51900.59639548772,,,0.0,,68631.27579630796,,22363.07430340563,-16.059488839285585,,,0.0,-31.97293,,,,47,,,,0.0,173612.6186873825,4.6991568,,0.005467318,0.25,,0.4395936358034013,-2.175325,51900.59639548772,100,22363.07430340563,100,0.25,-16.059488839285585,29.797606,173612.6186873825,960000,
48,,,,69151.14353583594,58942.197381994585,,,0.0,,69151.14353583594,,22490.706645633643,-14.559236544470096,,,0.0,6.4231186,,,,48,,,,0.0,215605.62676676805,4.659649,,0.0055857482,0.2,,0.5021987196094019,42.190857,58942.197381994585,100,22490.706645633643,100,0.2,-14.559236544470096,35.76774,215605.62676676805,980000,
49,,,,75202.67389944683,61003.26457349228,,,0.0,,75202.67389944683,,24433.496015468896,-13.345871862036722,,,0.0,-32.406036,,,,49,,,,0.0,245507.03900453256,4.620934,,0.006182538,0.28,,0.4984960675778364,4.650681,61003.26457349228,100,24433.496015468896,100,0.28,-13.345871862036722,37.056717,245507.03900453256,1000000,
50,0.3,0.0,59917.53045293826,75380.17109780999,62324.945906134744,151126.13851364335,5,0.0,0.0,75380.17109780999,71664.69738676843,23835.652854492273,-17.11340687732304,0.3,1696.461920683029,0.0,-14.763728,71664.69738676843,151126.13851364335,59917.53045293826,50,5,71664.69738676843,10,0.0,203286.63713832325,4.5921507,10,0.006827163,0.29,71664.69738676843,0.4978923606979446,26.483088,62324.945906134744,100,23835.652854492273,100,0.29,-17.11340687732304,41.246815,203286.63713832325,1020000,1696.461920683029
51,,,,79884.47469697052,66241.52553404441,,,0.0,,79884.47469697052,,25788.498266821396,462.1183730387043,,,0.0,-16.941328,,,,51,,,,0.0,215598.7739344444,4.5836763,,0.0069858115,0.31,,0.5210508361586617,17.988535,66241.52553404441,100,25788.498266821396,100,0.31,462.1183730387043,34.929863,215598.7739344444,1040000,
52,,,,63492.99684598889,58623.15144435298,,,0.0,,63492.99684598889,,20128.953970929117,-17.26560711390793,,,0.0,-33.72035,,,,52,,,,0.0,199678.51334498805,4.5793905,,0.005078152,0.19,,0.5285758753188765,-10.487981,58623.15144435298,100,20128.953970929117,100,0.19,-17.26560711390793,23.232368,199678.51334498805,1060000,
53,,,,69637.14509767365,57752.86017794751,,,0.0,,69637.14509767365,,22267.66131972093,-18.25899408242572,,,0.0,-0.25165,,,,53,,,,0.0,189181.09068400736,4.558049,,0.003512011,0.26,,0.5710547944157391,26.697525,57752.86017794751,100,22267.66131972093,100,0.26,-18.25899408242572,26.949175,189181.09068400736,1080000,
54,,,,74617.4947894211,60489.379226526544,,,0.0,,74617.4947894211,,23915.978172221614,-15.29146592441265,,,0.0,-27.35753,,,,54,,,,0.0,198895.5365011903,4.5172,,0.007786962,0.2,,0.5578615340222695,6.2852373,60489.379226526544,100,23915.978172221614,100,0.2,-15.29146592441265,33.64277,198895.5365011903,1100000,
55,,,,80607.12863873769,57991.986311796536,,,0.0,,80607.12863873769,,25654.729595473767,-14.662675611193626,,,0.0,46.660675,,,,55,,,,0.0,214622.06051389565,4.489163,,0.005464377,0.23,,0.5401043397149443,70.76615,57991.986311796536,100,25654.729595473767,100,0.23,-14.662675611193626,24.105476,214622.06051389565,1120000,
56,,,,74376.30317379802,55024.57098686601,,,0.0,,74376.30317379802,,24051.217336596288,-13.922107114451805,,,0.0,5.742547,,,,56,,,,0.0,222284.77102683237,4.4735594,,0.005051448,0.18,,0.4644341196463079,38.649586,55024.57098686601,100,24051.217336596288,100,0.18,-13.922107114451805,32.90704,222284.77102683237,1140000,
57,,,,69572.68006186516,58069.12747867765,,,0.0,,69572.68006186516,,22154.733418222386,-15.022973392268506,,,0.0,-58.5664,,,,57,,,,0.0,192161.41814474718,4.45081,,0.0057071648,0.19,,0.5434803608504998,-25.9743,58069.12747867765,100,22154.733418222386,100,0.19,-15.022973392268506,32.5921,192161.41814474718,1160000,
58,,,,81740.462948947,58878.414162374145,,,0.0,,81740.462948947,,25916.36529730487,468.56730922567334,,,0.0,27.51072,,,,58,,,,0.0,205898.06164671102,4.430961,,0.012861319,0.31,,0.59617037579321,35.66897,58878.414162374145,100,25916.36529730487,100,0.31,468.56730922567334,8.158249,205898.06164671102,1180000,
59,,,,89447.65524722401,63364.932744576945,,,0.0,,89447.65524722401,,28042.52225661714,-16.633499315866175,,,0.0,-37.047276,,,,59,,,,0.0,221096.51441581905,4.397117,,0.0060777045,0.29,,0.6125546423561068,-3.3424625,63364.932744576945,100,28042.52225661714,100,0.29,-16.633499315866175,33.70481,221096.51441581905,1200000,
60,0.2,0.0,55342.847910474666,73620.77623502695,64236.34039818059,138039.95918111352,6,0.0,0.0,73620.77623502695,81168.3527691587,23904.044523066277,-15.754616699853997,0.2,-14.900119445934605,0.0,-1.365975,81168.3527691587,138039.95918111352,55342.847910474666,60,6,81168.3527691587,10,0.0,226886.98712466814,4.359989,10,0.007576554,0.24,81168.3527691587,0.5167103728506959,34.46282,64236.34039818059,100,23904.044523066277,100,0.24,-15.754616699853997,35.828793,226886.98712466814,1220000,-14.900119445934605
61,,,,82191.42615253982,61697.034740297866,,,0.0,,82191.42615253982,,26183.922240215055,707.6896348558106,,,0.0,2.2455626,,,,61,,,,0.0,181963.62311436285,4.3222203,,0.005810856,0.27,,0.5215093177963033,40.29325,61697.034740297866,100,26183.922240215055,100,0.27,707.6896348558106,38.047688,181963.62311436285,1240000,
62,,,,77967.63737728256,62670.31631738049,,,0.0,,77967.63737728256,,25058.748462248986,-13.419054944636459,,,0.0,7.030575,,,,62,,,,0.0,199487.0047351639,4.286301,,0.00411959,0.22,,0.5849924745707611,34.364758,62670.31631738049,100,25058.748462248986,100,0.22,-13.419054944636459,27.334183,199487.0047351639,1260000,
63,,,,91283.74718358168,59696.30443183961,,,0.0,,91283.74718358168,,28499.82828657981,-12.320899232216021,,,0.0,17.929594,,,,63,,,,0.0,217153.4167842351,4.2489204,,0.0055941786,0.34,,0.5729126948618042,45.696594,59696.30443183961,100,28499.82828657981,100,0.34,-12.320899232216021,27.767,217153.4167842351,1280000,
64,,,,83925.11069477735,67239.48758942576,,,0.0,,83925.11069477735,,26989.897428094082,-15.016644416946233,,,0.0,-5.1442876,,,,64,,,,0.0,236779.68570864593,4.21466,,0.0068463623,0.31,,0.5233453706130182,33.95243,67239.48758942576,100,26989.897428094082,100,0.31,-15.016644416946233,39.096718,236779.68570864593,1300000,
65,,,,73827.63567629951,58377.93629467827,,,0.0,,73827.63567629951,,24023.703582118214,-12.027945577941852,,,0.0,17.784687,,,,65,,,,0.0,195591.64816293077,4.2054453,,0.004370073,0.18,,0.5833434367247553,44.80245,58377.93629467827,100,24023.703582118214,100,0.18,-12.027945577941852,27.017761,195591.64816293077,1320000,
66,,,,97538.58077957219,65349.324836485,,,0.0,,97538.58077957219,,30440.156932525984,-13.238152782212856,,,0.0,-30.041275,,,,66,,,,0.0,224780.88117690344,4.186761,,0.0053898254,0.32,,0.5461088829819729,-0.92591876,65349.324836485,100,30440.156932525984,100,0.32,-13.238152782212856,29.115356,224780.88117690344,1340000,
67,,,,94610.74443361428,52090.23087045492,,,0.0,,94610.74443361428,,30010.226576698573,-14.21460792345901,,,0.0,14.21645,,,,67,,,,0.0,234254.78024937364,4.161662,,0.00533734,0.22,,0.4804795247710498,40.623676,52090.23087045492,100,30010.226576698573,100,0.22,-14.21460792345901,26.407227,234254.78024937364,1360000,
68,,,,99298.68038614186,58326.05096120563,,,0.0,,99298.68038614186,,31951.521003214162,961.1579077107612,,,0.0,15.215075,,,,68,,,,0.0,215127.23128966082,4.135631,,0.0083185285,0.25,,0.5602643529041356,31.73965,58326.05096120563,100,31951.521003214162,100,0.25,961.1579077107612,16.524576,215127.23128966082,1380000,
69,,,,89521.01503677412,67008.6049829474,,,0.0,,89521.01503677412,,28518.370084479666,-14.78863231012493,,,0.0,-47.7636,,,,69,,,,0.0,232473.84091890292,4.10978,,0.0044506104,0.28,,0.5404982588116931,-10.1764,67008.6049829474,100,28518.370084479666,100,0.28,-14.78863231012493,37.5872,232473.84091890292,1400000,
