Average/SuccessRate,policy/LossAfter,LinearFeatureBaseline/ExplainedVariance,MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/shelf-place-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,shelf-place-v1/MaxReturn,TotalEnvSteps,shelf-place-v1/NumEpisodes,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,shelf-place-v1/MinReturn,MetaTest/shelf-place-v1/MaxReturn,policy/KLBefore,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/shelf-place-v1/Iteration,MetaTest/shelf-place-v1/SuccessRate,shelf-place-v1/StdReturn,MetaTest/Average/TerminationRate,Average/NumEpisodes,policy/LossBefore,shelf-place-v1/Iteration,policy/Entropy,Average/TerminationRate,policy/KL,Average/MaxReturn,MetaTest/shelf-place-v1/MinReturn,MetaTest/Average/StdReturn,Average/Iteration,Average/MinReturn,shelf-place-v1/AverageDiscountedReturn,policy/dLoss,shelf-place-v1/TerminationRate,Average/AverageReturn,shelf-place-v1/SuccessRate,Average/StdReturn,MetaTest/shelf-place-v1/AverageReturn,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/Average/NumEpisodes,shelf-place-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/shelf-place-v1/StdReturn,MetaTest/Average/MaxReturn
0.0,0.005043228,0.18238028196580836,,,,-17.129078683330004,1340000,100,,-9.492864281043065,-26.202988830806927,,0.0,,,,,1.5068889377202788,,100,0.0001539135,66,5.0453033,0.0,0.011213077,-17.129078683330004,,,66,-26.202988830806927,-9.492864281043065,-0.0048893145,0.0,-20.374881616718504,0.0,1.5068889377202788,,,,-20.374881616718504,,,
0.0,0.004889483,0.273960026843622,,,,-17.991223699012036,1360000,100,,-9.556351472019443,-26.61121308034864,,0.0,,,,,1.768685682014784,,100,-0.00014671974,67,5.0298586,0.0,0.012643106,-17.991223699012036,,,67,-26.61121308034864,-9.556351472019443,-0.0050362027,0.0,-20.885828811619575,0.0,1.768685682014784,,,,-20.885828811619575,,,
0.0,0.004209728,0.27338491305306156,,,,-17.777435305041,1380000,100,,-9.438894424916727,-24.804757047498406,,0.0,,,,,1.5243257862111876,,100,0.0007219978,68,5.016174,0.0,0.009606706,-17.777435305041,,,68,-24.804757047498406,-9.438894424916727,-0.0034877302,0.0,-20.53514764227321,0.0,1.5243257862111876,,,,-20.53514764227321,,,
0.0,0.001563797,0.24574920002326595,,,,-16.937878915217446,1400000,100,,-9.5805504535832,-26.711017616861778,,0.0,,,,,1.9010306128860217,,100,-0.00047235948,69,5.0019045,0.0,0.0054661036,-16.937878915217446,,,69,-26.711017616861778,-9.5805504535832,-0.0020361566,0.0,-20.780133338254213,0.0,1.9010306128860217,,,,-20.780133338254213,,,
0.0,0.0034042327,0.20550440515203483,-20.57919299829502,0.0,-20.57919299829502,-17.63481464060803,1420000,100,7,-9.402074901970803,-25.026210148513343,-18.325253708345798,0.0,-22.61821201800142,0.0,7,0.0,1.5294607084135228,0.0,100,0.00014208604,70,4.9866858,0.0,0.0073205535,-17.63481464060803,-22.61821201800142,1.283446240839051,70,-25.026210148513343,-9.402074901970803,-0.0032621466,0.0,-20.27813882226788,0.0,1.5294607084135228,-20.579192998295024,10,10,-20.27813882226788,-20.579192998295024,1.283446240839051,-18.325253708345798
0.0,0.0045561967,0.18676741263895502,,,,-16.975017308842087,1440000,100,,-9.127414985873235,-22.97608678424939,,0.0,,,,,1.3183989397913631,,100,0.00060264475,71,4.974576,0.0,0.0049577206,-16.975017308842087,,,71,-22.97608678424939,-9.127414985873235,-0.003953552,0.0,-19.74588931399171,0.0,1.3183989397913631,,,,-19.74588931399171,,,
0.0,0.0045170914,0.20719432940952487,,,,-16.85501490007605,1460000,100,,-9.32025563474013,-26.4489740195083,,0.0,,,,,1.5189491254187584,,100,0.0004175331,72,4.9570155,0.0,0.0052503394,-16.85501490007605,,,72,-26.4489740195083,-9.32025563474013,-0.004099558,0.0,-20.047505138243938,0.0,1.5189491254187584,,,,-20.047505138243938,,,
0.0,0.0042552236,0.20495719004152035,,,,-16.820922235012755,1480000,100,,-9.099305994071809,-24.630279606182498,,0.0,,,,,1.450717759153978,,100,-0.00086864893,73,4.9392424,0.0,0.0052379495,-16.820922235012755,,,73,-24.630279606182498,-9.099305994071809,-0.0051238723,0.0,-19.703015039062507,0.0,1.450717759153978,,,,-19.703015039062507,,,
0.0,0.0027238762,0.21742341729474413,,,,-16.844575654502226,1500000,100,,-8.9922000886442,-24.13315905110584,,0.0,,,,,1.489061596803516,,100,-0.00038288764,74,4.9252324,0.0,0.008993488,-16.844575654502226,,,74,-24.13315905110584,-8.9922000886442,-0.0031067638,0.0,-19.419473511915825,0.0,1.489061596803516,,,,-19.419473511915825,,,
0.0,0.0026465054,0.28519345031098786,,,,-16.46744995791724,1520000,100,,-8.96571772074043,-22.24598127329844,,0.0,,,,,1.2460912009617997,,100,0.00030478276,75,4.9119043,0.0,0.0068462403,-16.46744995791724,,,75,-22.24598127329844,-8.96571772074043,-0.0023417226,0.0,-19.326031948095917,0.0,1.2460912009617997,,,,-19.326031948095917,,,
0.0,0.0018505112,0.24715491682551805,,,,-16.560508922361866,1540000,100,,-8.928088013938597,-22.521947708342953,,0.0,,,,,1.2648459945209058,,100,-0.00076780014,76,4.900552,0.0,0.0034062958,-16.560508922361866,,,76,-22.521947708342953,-8.928088013938597,-0.0026183114,0.0,-19.20818023527639,0.0,1.2648459945209058,,,,-19.20818023527639,,,
0.0,0.0034866906,0.2542689379733677,,,,-16.861605366836617,1560000,100,,-9.142194388663327,-23.19379045431293,,0.0,,,,,1.2910602123261534,,100,-4.0098763e-05,77,4.8870316,0.0,0.0073854215,-16.861605366836617,,,77,-23.19379045431293,-9.142194388663327,-0.0035267894,0.0,-19.48636503092541,0.0,1.2910602123261534,,,,-19.48636503092541,,,
0.0,0.0047344505,0.24952588045087332,,,,-16.18889444933273,1580000,100,,-8.963880819835069,-24.50825862826565,,0.0,,,,,1.7002009855890845,,100,0.0014079531,78,4.8716593,0.0,0.0066466513,-16.18889444933273,,,78,-24.50825862826565,-8.963880819835069,-0.0033264975,0.0,-19.376000576030155,0.0,1.7002009855890845,,,,-19.376000576030155,,,
0.0,0.002097171,0.20302430450507158,,,,-16.615893325858746,1600000,100,,-9.14366399935103,-22.885729381621207,,0.0,,,,,1.3811304198977719,,100,-0.0017922365,79,4.854858,0.0,0.009162544,-16.615893325858746,,,79,-22.885729381621207,-9.14366399935103,-0.0038894075,0.0,-19.57892135109385,0.0,1.3811304198977719,,,,-19.57892135109385,,,
0.0,0.003863488,0.14768430608873473,-19.640619017685815,0.0,-19.640619017685815,-16.42175381841531,1620000,100,8,-8.663867326084299,-21.833868754962598,-17.313877038186124,0.0,-21.59762517719392,0.0,8,0.0,1.0411086772775309,0.0,100,9.682694e-05,80,4.839306,0.0,0.0047975252,-16.42175381841531,-21.59762517719392,1.0466619677113502,80,-21.833868754962598,-8.663867326084299,-0.003766661,0.0,-18.654348961095522,0.0,1.0411086772775309,-19.640619017685815,10,10,-18.654348961095522,-19.640619017685815,1.0466619677113502,-17.313877038186124
0.0,0.004821985,0.22052981436624097,,,,-16.66762066205438,1640000,100,,-8.737646116277528,-23.266796566233637,,0.0,,,,,1.2906567071571264,,100,0.0025342938,81,4.827586,0.0,0.006395491,-16.66762066205438,,,81,-23.266796566233637,-8.737646116277528,-0.0022876912,0.0,-18.88758096491245,0.0,1.2906567071571264,,,,-18.88758096491245,,,
0.0,0.0023130204,0.19432115035577857,,,,-16.187161069233774,1660000,100,,-8.74530285001762,-22.0430197384144,,0.0,,,,,1.0916645521413952,,100,-0.0001888569,82,4.8183527,0.0,0.008280456,-16.187161069233774,,,82,-22.0430197384144,-8.74530285001762,-0.0025018773,0.0,-18.706786734882684,0.0,1.0916645521413952,,,,-18.706786734882684,,,
0.0,0.0036127518,0.2415637375625067,,,,-16.02830844533596,1680000,100,,-8.68447258801883,-20.79848606224373,,0.0,,,,,1.0222636234434592,,100,-0.0006563549,83,4.8090363,0.0,0.013929408,-16.02830844533596,,,83,-20.79848606224373,-8.68447258801883,-0.004269107,0.0,-18.748165569796612,0.0,1.0222636234434592,,,,-18.748165569796612,,,
0.0,0.0028117131,0.15856926603545662,,,,-16.574603129059724,1700000,100,,-8.82236520015544,-22.330714846870762,,0.0,,,,,1.266257514722623,,100,4.2618944e-05,84,4.7959285,0.0,0.006004092,-16.574603129059724,,,84,-22.330714846870762,-8.82236520015544,-0.0027690942,0.0,-19.02239345807905,0.0,1.266257514722623,,,,-19.02239345807905,,,
0.0,0.0032617748,0.19072431919786004,,,,-16.61169350645525,1720000,100,,-8.80320016383581,-23.35828480984198,,0.0,,,,,1.3517387073274196,,100,-0.00044733658,85,4.7806883,0.0,0.007942706,-16.61169350645525,,,85,-23.35828480984198,-8.80320016383581,-0.0037091114,0.0,-19.056808692996604,0.0,1.3517387073274196,,,,-19.056808692996604,,,
0.0,0.0019748153,0.18920160985010281,,,,-15.771924201208158,1740000,100,,-8.617438187602263,-20.530870123331376,,0.0,,,,,0.9921708678375072,,100,-0.0009789973,86,4.7708077,0.0,0.0040809195,-15.771924201208158,,,86,-20.530870123331376,-8.617438187602263,-0.0029538125,0.0,-18.3933489389119,0.0,0.9921708678375072,,,,-18.3933489389119,,,
0.0,0.0019659454,0.1462018354354061,,,,-16.00237274647415,1760000,100,,-8.686176864324079,-23.4898348515258,,0.0,,,,,1.2245111863184681,,100,-0.00012789821,87,4.759506,0.0,0.0036404075,-16.00237274647415,,,87,-23.4898348515258,-8.686176864324079,-0.0020938437,0.0,-18.639385583031864,0.0,1.2245111863184681,,,,-18.639385583031864,,,
0.0,0.006415191,0.16929663970664155,,,,-16.320928920090953,1780000,100,,-8.522372801474345,-20.999864159579104,,0.0,,,,,0.971175787660517,,100,0.0012316594,88,4.7450767,0.0,0.015550658,-16.320928920090953,,,88,-20.999864159579104,-8.522372801474345,-0.005183532,0.0,-18.204593853652437,0.0,0.971175787660517,,,,-18.204593853652437,,,
0.0,0.0020810394,0.17861512036007265,,,,-15.21951234564765,1800000,100,,-8.599487349345292,-21.654893201665967,,0.0,,,,,1.0597435440357101,,100,-0.0013826512,89,4.73106,0.0,0.0030087356,-15.21951234564765,,,89,-21.654893201665967,-8.599487349345292,-0.0034636906,0.0,-18.344252016583454,0.0,1.0597435440357101,,,,-18.344252016583454,,,
0.0,0.003988353,0.2943586549529794,-18.51662465925981,0.0,-18.51662465925981,-15.666941817415376,1820000,100,9,-8.53544190203003,-20.968421617543193,-16.722438332835434,0.0,-20.36141921705799,0.0,9,0.0,1.1624860062882012,0.0,100,0.0009018516,90,4.7190022,0.0,0.004744898,-15.666941817415376,-20.36141921705799,1.0849584261134904,90,-20.968421617543193,-8.53544190203003,-0.0030865015,0.0,-18.193864187435235,0.0,1.1624860062882012,-18.516624659259804,10,10,-18.193864187435235,-18.516624659259804,1.0849584261134904,-16.722438332835434
0.0,0.0024869903,0.20994912662369014,,,,-16.000535761424867,1840000,100,,-8.45943411371474,-20.942292362925947,,0.0,,,,,0.9834133325569928,,100,-0.0007966534,91,4.705111,0.0,0.003251168,-16.000535761424867,,,91,-20.942292362925947,-8.45943411371474,-0.0032836436,0.0,-18.08211837796315,0.0,0.9834133325569928,,,,-18.08211837796315,,,
0.0,0.0052821864,0.20121180317005205,,,,-15.370479987869029,1860000,100,,-8.387437376956832,-20.25433216190701,,0.0,,,,,0.9742014100630417,,100,-0.00084113167,92,4.6898627,0.0,0.011672884,-15.370479987869029,,,92,-20.25433216190701,-8.387437376956832,-0.0061233183,0.0,-17.829779990993835,0.0,0.9742014100630417,,,,-17.829779990993835,,,
0.0,0.0039095925,0.19779613115001815,,,,-15.477443481079531,1880000,100,,-8.432014786474689,-20.758182883260908,,0.0,,,,,0.9365751027451544,,100,0.00060300267,93,4.6765966,0.0,0.0051433346,-15.477443481079531,,,93,-20.758182883260908,-8.432014786474689,-0.0033065898,0.0,-18.033278731994688,0.0,0.9365751027451544,,,,-18.033278731994688,,,
0.0,0.0044410336,0.27654926470007923,,,,-16.148756286145442,1900000,100,,-8.531859043967588,-20.958939858388774,,0.0,,,,,1.0375371760833176,,100,-0.0014084174,94,4.663358,0.0,0.028591303,-16.148756286145442,,,94,-20.958939858388774,-8.531859043967588,-0.005849451,0.0,-18.19211813461983,0.0,1.0375371760833176,,,,-18.19211813461983,,,
0.0,0.0035050143,0.20561311427812157,,,,-15.647502811599868,1920000,100,,-8.32847775252833,-20.943086591048026,,0.0,,,,,0.9742537341008392,,100,-5.7188034e-05,95,4.6506653,0.0,0.004275378,-15.647502811599868,,,95,-20.943086591048026,-8.32847775252833,-0.0035622024,0.0,-17.792648409990278,0.0,0.9742537341008392,,,,-17.792648409990278,,,
0.0,0.003753027,0.2184396585876115,,,,-15.245862523781295,1940000,100,,-8.152216936497167,-19.700191876822164,,0.0,,,,,0.971639684508642,,100,-8.123207e-06,96,4.636231,0.0,0.0066311806,-15.245862523781295,,,96,-19.700191876822164,-8.152216936497167,-0.0037611502,0.0,-17.538404091570616,0.0,0.971639684508642,,,,-17.538404091570616,,,
0.0,0.0057061813,0.22576315623630483,,,,-15.486259997400118,1960000,100,,-8.309300515039267,-20.731129968171427,,0.0,,,,,0.9611994734685664,,100,0.00031459503,97,4.618787,0.0,0.0052082175,-15.486259997400118,,,97,-20.731129968171427,-8.309300515039267,-0.005391586,0.0,-17.69865178248503,0.0,0.9611994734685664,,,,-17.69865178248503,,,
0.0,0.0038553944,0.10397454683646912,,,,-16.103408350097517,1980000,100,,-8.164844688639356,-19.862186052516975,,0.0,,,,,0.7719374171174966,,100,0.000100355246,98,4.6058354,0.0,0.006947809,-16.103408350097517,,,98,-19.862186052516975,-8.164844688639356,-0.003755039,0.0,-17.448784430559687,0.0,0.7719374171174966,,,,-17.448784430559687,,,
0.0,0.003758493,0.15464694653669386,,,,-15.744586477786207,2000000,100,,-8.210571835564558,-19.674768322917405,,0.0,,,,,0.8111472786013473,,100,0.00019622459,99,4.593048,0.0,0.004610988,-15.744586477786207,,,99,-19.674768322917405,-8.210571835564558,-0.0035622686,0.0,-17.49319059065521,0.0,0.8111472786013473,,,,-17.49319059065521,,,
