Average/SuccessRate,policy/LossAfter,LinearFeatureBaseline/ExplainedVariance,MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/shelf-place-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,shelf-place-v1/MaxReturn,TotalEnvSteps,shelf-place-v1/NumEpisodes,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,shelf-place-v1/MinReturn,MetaTest/shelf-place-v1/MaxReturn,policy/KLBefore,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/shelf-place-v1/Iteration,MetaTest/shelf-place-v1/SuccessRate,shelf-place-v1/StdReturn,MetaTest/Average/TerminationRate,Average/NumEpisodes,policy/LossBefore,shelf-place-v1/Iteration,policy/Entropy,Average/TerminationRate,policy/KL,Average/MaxReturn,MetaTest/shelf-place-v1/MinReturn,MetaTest/Average/StdReturn,Average/Iteration,Average/MinReturn,shelf-place-v1/AverageDiscountedReturn,policy/dLoss,shelf-place-v1/TerminationRate,Average/AverageReturn,shelf-place-v1/SuccessRate,Average/StdReturn,MetaTest/shelf-place-v1/AverageReturn,MetaTest/shelf-place-v1/NumEpisodes,MetaTest/Average/NumEpisodes,shelf-place-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/shelf-place-v1/StdReturn,MetaTest/Average/MaxReturn
0.0,-0.011008404,0.40606222162862304,-39.82090042036505,0.0,-39.82090042036505,-22.646585409641396,220000,100,1,-15.191931103532902,-78.53152585577408,-26.542865082944964,0.0,-59.092895310548435,0.0,1,0.0,10.754336876795165,0.0,100,-0.006278991,10,5.5806046,0.0,0.011848998,-22.646585409641396,-59.092895310548435,9.664228683404312,10,-78.53152585577408,-15.191931103532902,0.0047294134,0.0,-38.932685768470876,0.0,10.754336876795165,-39.82090042036505,10,10,-38.932685768470876,-39.82090042036505,9.664228683404312,-26.542865082944964
0.0,0.0006165131,0.37280723376967484,,,,-22.048169961231448,240000,100,,-14.562643763817334,-54.92915490380205,,0.0,,,,,6.869721917609955,,100,0.0049450165,11,5.571096,0.0,0.0075460374,-22.048169961231448,,,11,-54.92915490380205,-14.562643763817334,0.0043285033,0.0,-34.692753730147466,0.0,6.869721917609955,,,,-34.692753730147466,,,
0.0,-0.00037926636,0.39643281071873804,,,,-21.825231728353156,260000,100,,-13.547876056019392,-67.84062645477704,,0.0,,,,,7.036364414896604,,100,-0.00026194306,12,5.565432,0.0,0.0066967593,-21.825231728353156,,,12,-67.84062645477704,-13.547876056019392,0.0001173233,0.0,-32.72874667144674,0.0,7.036364414896604,,,,-32.72874667144674,,,
0.0,-0.015861033,0.3378511190363265,,,,-23.032314041354848,280000,100,,-13.993488710173695,-62.43241401113685,,0.0,,,,,7.388315011624066,,100,-0.010155597,13,5.555758,0.0,0.014685083,-23.032314041354848,,,13,-62.43241401113685,-13.993488710173695,0.0057054358,0.0,-35.258050034471744,0.0,7.388315011624066,,,,-35.258050034471744,,,
0.0,-0.030682053,0.4860997467936793,,,,-23.46553550395125,300000,100,,-15.944236420471798,-79.69822875645248,,0.0,,,,,12.27315587744596,,100,-0.005500191,14,5.5547967,0.0,0.02106219,-23.46553550395125,,,14,-79.69822875645248,-15.944236420471798,0.025181863,0.0,-40.48651934841398,0.0,12.27315587744596,,,,-40.48651934841398,,,
0.0,-6.750183e-05,0.321445971302625,,,,-24.556256787593384,320000,100,,-14.535326685942719,-61.27090074485227,,0.0,,,,,7.765315377147888,,100,0.00878779,15,5.552793,0.0,0.01727619,-24.556256787593384,,,15,-61.27090074485227,-14.535326685942719,0.008855293,0.0,-38.18654101181753,0.0,7.765315377147888,,,,-38.18654101181753,,,
0.0,-0.0054185684,0.3818739968768411,,,,-23.125015174162733,340000,100,,-13.787414115380138,-71.13493350625077,,0.0,,,,,6.966095227280087,,100,-0.001784547,16,5.5432353,0.0,0.009509642,-23.125015174162733,,,16,-71.13493350625077,-13.787414115380138,0.0036340214,0.0,-33.617242074451426,0.0,6.966095227280087,,,,-33.617242074451426,,,
0.0,-0.0063441345,0.29442380875573215,,,,-23.52975543426941,360000,100,,-13.749115882430369,-54.77225099730103,,0.0,,,,,6.4437117804715465,,100,-0.0037943604,17,5.5392632,0.0,0.007514064,-23.52975543426941,,,17,-54.77225099730103,-13.749115882430369,0.002549774,0.0,-33.990449165223005,0.0,6.4437117804715465,,,,-33.990449165223005,,,
0.0,-0.010957442,0.3306370295868135,,,,-22.75127733313858,380000,100,,-13.545921391187635,-54.032431928430704,,0.0,,,,,6.059286568767241,,100,-0.0070151696,18,5.532273,0.0,0.011594237,-22.75127733313858,,,18,-54.032431928430704,-13.545921391187635,0.0039422726,0.0,-33.56085993716492,0.0,6.059286568767241,,,,-33.56085993716492,,,
0.0,-0.007487626,0.40795018044540154,,,,-22.025300331488495,400000,100,,-13.926676832940823,-55.887990153552934,,0.0,,,,,7.067202801890087,,100,0.0027564522,19,5.529841,0.0,0.018348083,-22.025300331488495,,,19,-55.887990153552934,-13.926676832940823,0.010244078,0.0,-33.71443103679466,0.0,7.067202801890087,,,,-33.71443103679466,,,
0.0,-0.0098058395,0.3888708184804587,-33.15935189788415,0.0,-33.15935189788415,-20.490753608791913,420000,100,2,-13.29600988125253,-48.91432468512294,-26.225416518931493,0.0,-40.75246760953815,0.0,2,0.0,6.710785399591454,0.0,100,-0.005141214,20,5.5304084,0.0,0.009330164,-20.490753608791913,-40.75246760953815,5.6938500390788915,20,-48.91432468512294,-13.29600988125253,0.0046646255,0.0,-32.52452953697798,0.0,6.710785399591454,-33.15935189788415,10,10,-32.52452953697798,-33.15935189788415,5.6938500390788915,-26.225416518931493
0.0,-0.0047602197,0.3492455877623446,,,,-22.07910578168704,440000,100,,-13.427528617489005,-50.40693805592635,,0.0,,,,,5.2671292422108,,100,-0.0037170402,21,5.5246396,0.0,0.009126523,-22.07910578168704,,,21,-50.40693805592635,-13.427528617489005,0.0010431795,0.0,-31.428256516310515,0.0,5.2671292422108,,,,-31.428256516310515,,,
0.0,-0.011647275,0.4010508608017972,,,,-22.005447769147548,460000,100,,-13.308471802934134,-60.220619158259964,,0.0,,,,,6.497484652501856,,100,-0.0047780373,22,5.520223,0.0,0.019172926,-22.005447769147548,,,22,-60.220619158259964,-13.308471802934134,0.0068692374,0.0,-31.719413332230264,0.0,6.497484652501856,,,,-31.719413332230264,,,
0.0,-0.010683645,0.35358763692821027,,,,-20.8670100368024,480000,100,,-13.312703464166457,-49.43219903180426,,0.0,,,,,5.598106050483889,,100,-0.0026239501,23,5.5169287,0.0,0.014059296,-20.8670100368024,,,23,-49.43219903180426,-13.312703464166457,0.008059694,0.0,-33.037360765280184,0.0,5.598106050483889,,,,-33.037360765280184,,,
0.0,-0.0013620949,0.26042213930092906,,,,-20.9892121573377,500000,100,,-12.768935822072907,-43.15785439306786,,0.0,,,,,4.373713743153573,,100,-0.0024960365,24,5.5090537,0.0,0.009695233,-20.9892121573377,,,24,-43.15785439306786,-12.768935822072907,-0.0011339416,0.0,-29.971451643515557,0.0,4.373713743153573,,,,-29.971451643515557,,,
0.0,-0.0034515534,0.2928847739782403,,,,-21.170333819523723,520000,100,,-12.910613186284989,-47.011999675280045,,0.0,,,,,5.336552122016364,,100,-0.0034547546,25,5.5031347,0.0,0.0024240708,-21.170333819523723,,,25,-47.011999675280045,-12.910613186284989,-3.2011885e-06,0.0,-30.871989073896547,0.0,5.336552122016364,,,,-30.871989073896547,,,
0.0,-0.0018027955,0.29779203086428063,,,,-21.4957747552011,540000,100,,-12.71934441780664,-44.13910085244917,,0.0,,,,,3.99966391260121,,100,-0.0010537617,26,5.4986334,0.0,0.009917088,-21.4957747552011,,,26,-44.13910085244917,-12.71934441780664,0.00074903376,0.0,-30.059125841077513,0.0,3.99966391260121,,,,-30.059125841077513,,,
0.0,-0.012985932,0.42860584208134456,,,,-22.14920639063951,560000,100,,-13.316075329975765,-45.47606210993889,,0.0,,,,,4.772264968713618,,100,-0.0050193854,27,5.4918776,0.0,0.013134351,-22.14920639063951,,,27,-45.47606210993889,-13.316075329975765,0.007966546,0.0,-30.74516463195853,0.0,4.772264968713618,,,,-30.74516463195853,,,
0.0,-0.009432609,0.4020819913757332,,,,-23.096148209511796,580000,100,,-12.960571613996626,-48.082303028825194,,0.0,,,,,4.544364967239043,,100,-0.0069720764,28,5.482114,0.0,0.007987472,-23.096148209511796,,,28,-48.082303028825194,-12.960571613996626,0.0024605328,0.0,-30.532642762866217,0.0,4.544364967239043,,,,-30.532642762866217,,,
0.0,-0.0017950275,0.33058150308485057,,,,-20.529959428913827,600000,100,,-12.620604091174984,-57.035281698382875,,0.0,,,,,4.930765409878154,,100,-0.00090364873,29,5.47524,0.0,0.010818532,-20.529959428913827,,,29,-57.035281698382875,-12.620604091174984,0.0008913788,0.0,-29.188032729936864,0.0,4.930765409878154,,,,-29.188032729936864,,,
0.0,-0.009342577,0.3290961247359484,-32.800372924609874,0.0,-32.800372924609874,-20.118567687708854,620000,100,3,-12.897397738244544,-45.25619611936103,-26.951666928579954,0.0,-40.31476592381841,0.0,3,0.0,5.279937749094431,0.0,100,-0.0043403353,30,5.466515,0.0,0.016394757,-20.118567687708854,-40.31476592381841,4.521791003022751,30,-45.25619611936103,-12.897397738244544,0.005002242,0.0,-31.473222217798906,0.0,5.279937749094431,-32.800372924609874,10,10,-31.473222217798906,-32.800372924609874,4.521791003022751,-26.951666928579954
0.0,-0.0046514883,0.3493611687351349,,,,-20.57996339916722,640000,100,,-13.033409091474363,-46.638240873046215,,0.0,,,,,4.323078910010638,,100,-0.0024678726,31,5.4592943,0.0,0.01686387,-20.57996339916722,,,31,-46.638240873046215,-13.033409091474363,0.0021836157,0.0,-29.905985418999393,0.0,4.323078910010638,,,,-29.905985418999393,,,
0.0,-0.0030711473,0.43067722153849797,,,,-21.31320102441972,660000,100,,-12.901208496890662,-46.10110152232158,,0.0,,,,,4.955428768098574,,100,0.0010492798,32,5.4551473,0.0,0.018603401,-21.31320102441972,,,32,-46.10110152232158,-12.901208496890662,0.004120427,0.0,-31.291219418223278,0.0,4.955428768098574,,,,-31.291219418223278,,,
0.0,-0.006902852,0.28541200868153704,,,,-22.473669671318753,680000,100,,-12.898615439106882,-44.859161153323925,,0.0,,,,,3.9856091603054438,,100,-0.001824768,33,5.4539876,0.0,0.015808605,-22.473669671318753,,,33,-44.859161153323925,-12.898615439106882,0.005078084,0.0,-30.343616707499027,0.0,3.9856091603054438,,,,-30.343616707499027,,,
0.0,-0.0028400712,0.3944335170523827,,,,-21.46948759292788,700000,100,,-12.605012631080303,-46.21396807624066,,0.0,,,,,5.533403071447361,,100,0.003129419,34,5.4550276,0.0,0.017082358,-21.46948759292788,,,34,-46.21396807624066,-12.605012631080303,0.00596949,0.0,-30.607126942625356,0.0,5.533403071447361,,,,-30.607126942625356,,,
0.0,-0.005926364,0.2617621716694609,,,,-22.1781622900741,720000,100,,-12.586839977732867,-48.49491570471393,,0.0,,,,,4.684904218718101,,100,-0.00085578306,35,5.449685,0.0,0.018183704,-22.1781622900741,,,35,-48.49491570471393,-12.586839977732867,0.005070581,0.0,-29.474097284317313,0.0,4.684904218718101,,,,-29.474097284317313,,,
0.0,-0.0064583253,0.4394955078120856,,,,-21.701011346694866,740000,100,,-13.051725286080632,-44.72260697389636,,0.0,,,,,5.05628506296789,,100,-0.0013676598,36,5.4464107,0.0,0.01804926,-21.701011346694866,,,36,-44.72260697389636,-13.051725286080632,0.0050906655,0.0,-31.290284799825464,0.0,5.05628506296789,,,,-31.290284799825464,,,
0.0,-0.00038694992,0.3614447209546049,,,,-22.80107171492272,760000,100,,-12.966068909529035,-43.27708174044475,,0.0,,,,,3.873937157099902,,100,0.0012267383,37,5.437523,0.0,0.01371095,-22.80107171492272,,,37,-43.27708174044475,-12.966068909529035,0.0016136882,0.0,-29.624558564672203,0.0,3.873937157099902,,,,-29.624558564672203,,,
0.0,-0.001918467,0.2887583830429886,,,,-22.689266993249667,780000,100,,-12.690380351585436,-39.77018874740302,,0.0,,,,,3.846821088837389,,100,-0.0021727493,38,5.4249506,0.0,0.006349604,-22.689266993249667,,,38,-39.77018874740302,-12.690380351585436,-0.00025428226,0.0,-29.74797381241789,0.0,3.846821088837389,,,,-29.74797381241789,,,
0.0,-0.0051537384,0.20875771156674383,,,,-19.1236952008837,800000,100,,-12.178164014259792,-42.68139699887821,,0.0,,,,,3.819532954763112,,100,-0.005446874,39,5.4178834,0.0,0.0024886802,-19.1236952008837,,,39,-42.68139699887821,-12.178164014259792,-0.00029313564,0.0,-28.391833775084184,0.0,3.819532954763112,,,,-28.391833775084184,,,
0.0,-0.0032880048,0.25268302564772527,-27.052931999392335,0.0,-27.052931999392335,-18.458299479668785,820000,100,4,-12.246734589790028,-35.5914446794891,-22.717585241131548,0.0,-31.12726006819436,0.0,4,0.0,3.1138625367552106,0.0,100,-0.0035151597,40,5.410035,0.0,0.0024811141,-18.458299479668785,-31.12726006819436,2.45767167147898,40,-35.5914446794891,-12.246734589790028,-0.00022715493,0.0,-27.740303806866372,0.0,3.1138625367552106,-27.052931999392342,10,10,-27.740303806866372,-27.052931999392342,2.45767167147898,-22.717585241131548
0.0,-0.00037199174,0.3466305460921181,,,,-20.575068268857258,840000,100,,-12.380135818176363,-41.22016131769701,,0.0,,,,,3.540817328132556,,100,-0.001209375,41,5.3975096,0.0,0.0036309154,-20.575068268857258,,,41,-41.22016131769701,-12.380135818176363,-0.0008373832,0.0,-28.183691533901765,0.0,3.540817328132556,,,,-28.183691533901765,,,
0.0,0.0016576401,0.24445415871885923,,,,-21.279836763130834,860000,100,,-11.89545431123077,-37.74829656087545,,0.0,,,,,2.920065335053971,,100,0.0009763489,42,5.385658,0.0,0.003526532,-21.279836763130834,,,42,-37.74829656087545,-11.89545431123077,-0.0006812912,0.0,-27.879873579398996,0.0,2.920065335053971,,,,-27.879873579398996,,,
0.0,0.0019989533,0.4081657461650945,,,,-21.007148763183885,880000,100,,-12.101702221131434,-39.804752662770746,,0.0,,,,,3.559348517125065,,100,0.0004153061,43,5.371734,0.0,0.004526014,-21.007148763183885,,,43,-39.804752662770746,-12.101702221131434,-0.0015836472,0.0,-27.732562892823065,0.0,3.559348517125065,,,,-27.732562892823065,,,
0.0,-0.0014587246,0.2940258048072085,,,,-22.32200142675825,900000,100,,-12.041779859557963,-41.5229162421713,,0.0,,,,,3.5379091083803025,,100,-0.00028863715,44,5.360865,0.0,0.006479146,-22.32200142675825,,,44,-41.5229162421713,-12.041779859557963,0.0011700875,0.0,-27.792978154913236,0.0,3.5379091083803025,,,,-27.792978154913236,,,
0.0,-0.0001445589,0.3568690380426026,,,,-20.363528583579132,920000,100,,-11.562145575003461,-34.227718385501205,,0.0,,,,,2.8223870358550753,,100,-0.00030897444,45,5.351788,0.0,0.0070766006,-20.363528583579132,,,45,-34.227718385501205,-11.562145575003461,-0.00016441554,0.0,-26.139998999516266,0.0,2.8223870358550753,,,,-26.139998999516266,,,
0.0,-0.0002990135,0.26969768748417833,,,,-18.976158191406988,940000,100,,-11.584447321652389,-37.10717563556637,,0.0,,,,,3.1855467216426048,,100,-0.00016380081,46,5.3424478,0.0,0.009318142,-18.976158191406988,,,46,-37.10717563556637,-11.584447321652389,0.0001352127,0.0,-26.020095905381663,0.0,3.1855467216426048,,,,-26.020095905381663,,,
0.0,0.002188144,0.25744531359183076,,,,-20.443650731256533,960000,100,,-11.42083601608396,-35.813629663229825,,0.0,,,,,2.7109041011355335,,100,0.001710437,47,5.330804,0.0,0.009966441,-20.443650731256533,,,47,-35.813629663229825,-11.42083601608396,-0.000477707,0.0,-25.692356085141355,0.0,2.7109041011355335,,,,-25.692356085141355,,,
0.0,0.0031305272,0.3648658817192386,,,,-19.72404170312603,980000,100,,-11.37164719799398,-33.17337355036993,,0.0,,,,,2.681498345264108,,100,0.0013344219,48,5.31617,0.0,0.0116500305,-19.72404170312603,,,48,-33.17337355036993,-11.37164719799398,-0.0017961053,0.0,-25.040117063661743,0.0,2.681498345264108,,,,-25.040117063661743,,,
0.0,0.0011226174,0.3750167918754187,,,,-18.92944699002061,1000000,100,,-11.115991948014265,-35.24703400518234,,0.0,,,,,2.494903008287853,,100,-0.0011648559,49,5.299836,0.0,0.009654642,-18.92944699002061,,,49,-35.24703400518234,-11.115991948014265,-0.0022874733,0.0,-24.38093763218449,0.0,2.494903008287853,,,,-24.38093763218449,,,
0.0,0.0039263577,0.31340983329187266,-24.824790636394464,0.0,-24.824790636394464,-18.579386372781297,1020000,100,5,-10.904547381879686,-31.07667908250343,-20.534095262914814,0.0,-32.6622604880248,0.0,5,0.0,2.3464175153184486,0.0,100,-0.0004293894,50,5.2863846,0.0,0.0059848404,-18.579386372781297,-32.6622604880248,3.626828123368559,50,-31.07667908250343,-10.904547381879686,-0.0043557473,0.0,-23.73851952760471,0.0,2.3464175153184486,-24.824790636394468,10,10,-23.73851952760471,-24.824790636394468,3.626828123368559,-20.534095262914814
0.0,0.0050220382,0.25570523082344465,,,,-19.192916904493167,1040000,100,,-11.113810013294277,-32.21403365556895,,0.0,,,,,2.58524385217276,,100,0.00013966064,51,5.272998,0.0,0.008710386,-19.192916904493167,,,51,-32.21403365556895,-11.113810013294277,-0.0048823776,0.0,-24.387039026574712,0.0,2.58524385217276,,,,-24.387039026574712,,,
0.0,0.0022523387,0.28376925354678495,,,,-18.22538941073545,1060000,100,,-11.130134456114467,-31.961279343754708,,0.0,,,,,2.582570573741137,,100,0.00016601715,52,5.2554483,0.0,0.004765535,-18.22538941073545,,,52,-31.961279343754708,-11.130134456114467,-0.0020863216,0.0,-24.365713305045592,0.0,2.582570573741137,,,,-24.365713305045592,,,
0.0,0.0009859953,0.3910257479426389,,,,-19.603504449090867,1080000,100,,-11.157219567953446,-31.10929190659677,,0.0,,,,,2.6808581748422924,,100,-0.0012337961,53,5.2379026,0.0,0.006959609,-19.603504449090867,,,53,-31.10929190659677,-11.157219567953446,-0.0022197915,0.0,-24.478465529568417,0.0,2.6808581748422924,,,,-24.478465529568417,,,
0.0,0.006708292,0.32167906879730745,,,,-19.30786708658681,1100000,100,,-10.811929040806662,-30.268259992422056,,0.0,,,,,2.1858763582932816,,100,0.0025453072,54,5.2236686,0.0,0.011723615,-19.30786708658681,,,54,-30.268259992422056,-10.811929040806662,-0.004162985,0.0,-23.635777677979526,0.0,2.1858763582932816,,,,-23.635777677979526,,,
0.0,0.004015968,0.2910064826313734,,,,-18.665878284564258,1120000,100,,-10.446826842995677,-34.33973033151162,,0.0,,,,,2.2670954516230157,,100,0.0006470507,55,5.210868,0.0,0.00768446,-18.665878284564258,,,55,-34.33973033151162,-10.446826842995677,-0.0033689174,0.0,-22.839835535682937,0.0,2.2670954516230157,,,,-22.839835535682937,,,
0.0,0.0074295425,0.31212448999231557,,,,-18.21092255537103,1140000,100,,-10.473416535947784,-32.71308545595644,,0.0,,,,,2.7185309068227874,,100,-0.0007403244,56,5.1957674,0.0,0.023592616,-18.21092255537103,,,56,-32.71308545595644,-10.473416535947784,-0.008169867,0.0,-23.316146726078244,0.0,2.7185309068227874,,,,-23.316146726078244,,,
0.0,0.0040233117,0.28976730741279,,,,-17.882499307661075,1160000,100,,-10.311207541871495,-28.408000106967506,,0.0,,,,,2.288400731536752,,100,-0.0006014782,57,5.177459,0.0,0.011346996,-17.882499307661075,,,57,-28.408000106967506,-10.311207541871495,-0.00462479,0.0,-22.691235838469748,0.0,2.288400731536752,,,,-22.691235838469748,,,
0.0,0.00078594475,0.31884772754196067,,,,-18.465603337868316,1180000,100,,-10.3849783134236,-27.971265091471565,,0.0,,,,,2.037967727690421,,100,-0.0010606713,58,5.162674,0.0,0.0076454864,-18.465603337868316,,,58,-27.971265091471565,-10.3849783134236,-0.001846616,0.0,-22.7721657643282,0.0,2.037967727690421,,,,-22.7721657643282,,,
0.0,0.0009640457,0.22035000312871633,,,,-18.107125740734624,1200000,100,,-10.069188111514773,-26.243035267702837,,0.0,,,,,1.8830455437424933,,100,-0.0008461998,59,5.149991,0.0,0.008541092,-18.107125740734624,,,59,-26.243035267702837,-10.069188111514773,-0.0018102454,0.0,-21.9550218649394,0.0,1.8830455437424933,,,,-21.9550218649394,,,
0.0,0.008663733,0.30017236831256455,-22.408040411746452,0.0,-22.408040411746452,-17.642001904454037,1220000,100,6,-9.982152175503932,-28.73064397263611,-19.681998437371355,0.0,-26.246541960462466,0.0,6,0.0,2.186150058107493,0.0,100,0.0023682492,60,5.1341324,0.0,0.012139745,-17.642001904454037,-26.246541960462466,1.9629844834316468,60,-28.73064397263611,-9.982152175503932,-0.0062954836,0.0,-21.922259297474316,0.0,2.186150058107493,-22.408040411746455,10,10,-21.922259297474316,-22.408040411746455,1.9629844834316468,-19.681998437371355
0.0,0.0026291367,0.2686770869754218,,,,-18.515959758095715,1240000,100,,-10.093168195662031,-27.305181302555795,,0.0,,,,,1.7567775098478755,,100,-1.193924e-05,61,5.118526,0.0,0.0060223257,-18.515959758095715,,,61,-27.305181302555795,-10.093168195662031,-0.002641076,0.0,-21.944199371025576,0.0,1.7567775098478755,,,,-21.944199371025576,,,
0.0,0.0005014763,0.2852394896769507,,,,-18.047076493927463,1260000,100,,-10.022726332769086,-27.433317714506625,,0.0,,,,,1.9543368423779526,,100,-0.0019735787,62,5.1026306,0.0,0.0062489337,-18.047076493927463,,,62,-27.433317714506625,-10.022726332769086,-0.002475055,0.0,-21.623544013755417,0.0,1.9543368423779526,,,,-21.623544013755417,,,
0.0,0.003321472,0.37910200289962126,,,,-17.878228026030214,1280000,100,,-9.808255049770763,-26.084045394604694,,0.0,,,,,1.8119612104181426,,100,-0.00013299771,63,5.0880656,0.0,0.0070191026,-17.878228026030214,,,63,-26.084045394604694,-9.808255049770763,-0.0034544698,0.0,-21.21588277233531,0.0,1.8119612104181426,,,,-21.21588277233531,,,
0.0,0.0036636177,0.18095596935454483,,,,-17.693541963016298,1300000,100,,-9.56514832206881,-24.031469761958995,,0.0,,,,,1.4047330987770075,,100,-0.00023413544,64,5.075755,0.0,0.0074583474,-17.693541963016298,,,64,-24.031469761958995,-9.56514832206881,-0.003897753,0.0,-20.616327481794837,0.0,1.4047330987770075,,,,-20.616327481794837,,,
0.0,0.001963555,0.29205311154183133,,,,-15.954468057635601,1320000,100,,-9.786727498456344,-26.51170512086989,,0.0,,,,,1.8994257109899606,,100,5.4006196e-05,65,5.0613813,0.0,0.0039994507,-15.954468057635601,,,65,-26.51170512086989,-9.786727498456344,-0.0019095489,0.0,-20.944704801688726,0.0,1.8994257109899606,,,,-20.944704801688726,,,
