MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/coffee-pull-v1/Iteration,MetaTrain/Average/QfLoss,MetaTest/coffee-pull-v1/MinReturn,MetaTest/coffee-pull-v1/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageReturn,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/coffee-pull-v1/NumTrajs,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn
nan,95,-26.57801,0.8,274553.79984864703,95,123718460.0,46983.15550638971,70166.9940579637,-359811.38,119356.25019442201,0.0,32.565323,119356.25019442204,274553.79984864703,0.0,70166.9940579637,0.8,2504000,10,119356.25019442204,10,46983.15550638971,119356.25019442201
nan,96,-26.866571,0.8,178597.82398302347,96,124983704.0,4479.990730294296,53800.71417580339,-363250.2,103783.29386451717,0.0,33.966545,103783.29386451718,178597.82398302347,0.0,53800.71417580339,0.8,2528000,10,103783.29386451718,10,4479.990730294296,103783.29386451717
nan,97,-27.239567,0.5,206407.62176607284,97,125307430.0,39877.76263637749,57849.37801437032,-366311.44,110970.05571261114,0.0,30.43161,110970.0557126111,206407.62176607284,0.0,57849.37801437032,0.5,2552000,10,110970.0557126111,10,39877.76263637749,110970.05571261114
nan,98,-27.38635,0.6,223693.31981500966,98,125162060.0,10731.946191421153,59957.773738971184,-368568.56,76886.5198884606,0.0,48.21957,76886.51988846059,223693.31981500966,0.0,59957.773738971184,0.6,2576000,10,76886.51988846059,10,10731.946191421153,76886.5198884606
nan,99,-27.448505,0.8,251863.9331470677,99,125273210.0,11480.59421466749,86303.1270990781,-372899.56,149600.26465998133,0.0,33.820736,149600.2646599813,251863.9331470677,0.0,86303.1270990781,0.8,2600000,10,149600.2646599813,10,11480.59421466749,149600.26465998133
nan,100,-27.448988,0.9,199009.36617414167,100,123964280.0,44366.82341271069,39015.907159959854,-375828.1,123360.29392098307,0.0,35.71871,123360.29392098307,199009.36617414167,0.0,39015.907159959854,0.9,2624000,10,123360.29392098307,10,44366.82341271069,123360.29392098307
nan,101,-27.538206,0.5,200755.22178652597,101,125351610.0,21465.78223189173,50567.199091066155,-376756.6,79796.1050111675,0.0,35.144978,79796.10501116751,200755.22178652597,0.0,50567.199091066155,0.5,2648000,10,79796.10501116751,10,21465.78223189173,79796.1050111675
nan,102,-27.698156,0.8,216344.31120499896,102,127768150.0,1910.2399400461945,69479.51247018234,-381937.38,106716.8078883769,0.0,172.02693,106716.80788837692,216344.31120499896,0.0,69479.51247018234,0.8,2672000,10,106716.80788837692,10,1910.2399400461945,106716.8078883769
nan,103,-27.713594,0.6,181763.45397898523,103,121472360.0,13404.59490281406,51587.96128029683,-366045.34,97012.50855255916,0.0,581.2401,97012.50855255913,181763.45397898523,0.0,51587.96128029683,0.6,2696000,10,97012.50855255913,10,13404.59490281406,97012.50855255916
nan,104,-27.892746,0.2,238883.59326071863,104,118637544.0,22436.866212006338,69720.67870914558,-358166.9,86283.9868441948,0.0,1378.5781,86283.98684419483,238883.59326071863,0.0,69720.67870914558,0.2,2720000,10,86283.98684419483,10,22436.866212006338,86283.9868441948
nan,105,-27.826895,0.8,230550.05037301374,105,117692450.0,42667.8052407876,53763.87374734778,-360462.97,106690.67828950442,0.0,1718.298,106690.67828950442,230550.05037301374,0.0,53763.87374734778,0.8,2744000,10,106690.67828950442,10,42667.8052407876,106690.67828950442
nan,106,-27.78621,0.5,239108.54463371384,106,121711950.0,26929.374147030794,70815.76514181121,-368836.0,107784.61055355333,0.0,1355.9055,107784.61055355333,239108.54463371384,0.0,70815.76514181121,0.5,2768000,10,107784.61055355333,10,26929.374147030794,107784.61055355333
nan,107,-27.983227,0.3,166157.91214854646,107,125389144.0,-73.67528894114524,55847.00232982448,-369921.25,36024.123529033786,0.0,249.51656,36024.12352903378,166157.91214854646,0.0,55847.00232982448,0.3,2792000,10,36024.12352903378,10,-73.67528894114524,36024.123529033786
nan,108,-27.997356,0.5,192264.25646207342,108,124680890.0,19273.492166599837,51366.478094299295,-379589.47,83701.04996218745,0.0,447.45383,83701.04996218742,192264.25646207342,0.0,51366.478094299295,0.5,2816000,10,83701.04996218742,10,19273.492166599837,83701.04996218745
nan,109,-27.7595,0.6,206111.32114376948,109,127765220.0,46631.8079067652,48653.615591828544,-399365.2,97999.47433394205,0.0,32.789913,97999.47433394211,206111.32114376948,0.0,48653.615591828544,0.6,2840000,10,97999.47433394211,10,46631.8079067652,97999.47433394205
nan,110,-27.846727,0.6,217271.70202783134,110,131316870.0,14105.733949769696,70493.05834131246,-395409.78,103560.59625562638,0.0,113.965065,103560.59625562637,217271.70202783134,0.0,70493.05834131246,0.6,2864000,10,103560.59625562637,10,14105.733949769696,103560.59625562638
nan,111,-27.853374,0.3,207178.2321306385,111,125907910.0,25191.503032500535,63904.02224942328,-402097.97,96815.479343597,0.0,41.807785,96815.479343597,207178.2321306385,0.0,63904.02224942328,0.3,2888000,10,96815.479343597,10,25191.503032500535,96815.479343597
nan,112,-27.994,0.7,257763.77946610734,112,123495450.0,7749.739705044531,78124.43487390602,-401803.66,120924.5543284737,0.0,36.793045,120924.55432847368,257763.77946610734,0.0,78124.43487390602,0.7,2912000,10,120924.55432847368,10,7749.739705044531,120924.5543284737
nan,113,-27.954884,0.8,221026.37384508597,113,126125110.0,24846.45505239737,60676.41063012081,-408430.5,137800.16535277356,0.0,34.48213,137800.16535277356,221026.37384508597,0.0,60676.41063012081,0.8,2936000,10,137800.16535277356,10,24846.45505239737,137800.16535277356
nan,114,-27.923128,0.6,284970.08762389875,114,123995630.0,52679.583345961815,77943.89185409204,-410065.47,121289.07503733374,0.0,34.59857,121289.07503733377,284970.08762389875,0.0,77943.89185409204,0.6,2960000,10,121289.07503733377,10,52679.583345961815,121289.07503733374
nan,115,-27.931759,0.3,267791.696735498,115,124663704.0,8425.729243388936,75245.54903586008,-414645.53,86204.98836727343,0.0,74.64258,86204.98836727344,267791.696735498,0.0,75245.54903586008,0.3,2984000,10,86204.98836727344,10,8425.729243388936,86204.98836727343
nan,116,-28.011442,0.6,278904.8008865723,116,123360690.0,39207.375109598266,70873.74723212796,-400647.16,130071.94459996256,0.0,191.56374,130071.94459996259,278904.8008865723,0.0,70873.74723212796,0.6,3008000,10,130071.94459996259,10,39207.375109598266,130071.94459996256
nan,117,-28.108097,0.6,247600.347912209,117,120723080.0,29390.659879458457,74848.88442717752,-399513.3,122892.23413502041,0.0,249.99678,122892.23413502044,247600.347912209,0.0,74848.88442717752,0.6,3032000,10,122892.23413502044,10,29390.659879458457,122892.23413502041
nan,118,-28.35589,0.4,211288.90139802854,118,117819700.0,-55.527126899633984,71334.73952679009,-388867.9,96108.06373383195,0.0,1968.9127,96108.06373383198,211288.90139802854,0.0,71334.73952679009,0.4,3056000,10,96108.06373383198,10,-55.527126899633984,96108.06373383195
nan,119,-28.470188,0.2,294453.6791794612,119,113554910.0,-48.68396087529722,89364.95692313777,-379147.66,46619.36178212915,0.0,305.13544,46619.36178212912,294453.6791794612,0.0,89364.95692313777,0.2,3080000,10,46619.36178212912,10,-48.68396087529722,46619.36178212915
nan,120,-30.78808,0.0,499.3525493506804,120,83316850.0,-40.799703302403465,163.96830761365686,-246312.44,113.50492610487652,0.0,980.20135,113.50492610487652,499.3525493506804,0.0,163.96830761365686,0.0,3104000,10,113.50492610487652,10,-40.799703302403465,113.50492610487652
nan,121,-32.65329,0.5,262797.3551292704,121,65584636.0,35602.025241476775,79558.69276357778,-159504.61,100664.60760867178,0.0,3315.4822,100664.60760867175,262797.3551292704,0.0,79558.69276357778,0.5,3128000,10,100664.60760867175,10,35602.025241476775,100664.60760867178
nan,122,-31.568016,0.4,150314.5420713524,122,66515096.0,7466.344989854921,44386.43138955581,-177991.58,66184.91708525775,0.0,1915.1351,66184.91708525777,150314.5420713524,0.0,44386.43138955581,0.4,3152000,10,66184.91708525777,10,7466.344989854921,66184.91708525775
nan,123,-30.129889,0.6,139580.06983201293,123,77745064.0,20845.62779941333,35603.606414443224,-215689.66,88670.14165886774,0.0,898.0004,88670.14165886775,139580.06983201293,0.0,35603.606414443224,0.6,3176000,10,88670.14165886775,10,20845.62779941333,88670.14165886774
nan,124,-29.906881,0.4,109057.7131577462,124,89316100.0,4528.5518261323405,37468.71570228069,-246256.19,63586.48991731936,0.0,535.3441,63586.48991731937,109057.7131577462,0.0,37468.71570228069,0.4,3200000,10,63586.48991731937,10,4528.5518261323405,63586.48991731936
nan,125,-30.016678,0.5,206667.6943150561,125,93467624.0,30578.20814575863,66777.43340102247,-268024.1,119030.67453120726,0.0,605.328,119030.67453120727,206667.6943150561,0.0,66777.43340102247,0.5,3224000,10,119030.67453120727,10,30578.20814575863,119030.67453120726
nan,126,-30.142288,0.5,176481.75972574687,126,98693620.0,14432.713557053668,51661.91338661329,-280455.28,95656.1894313046,0.0,681.2935,95656.18943130455,176481.75972574687,0.0,51661.91338661329,0.5,3248000,10,95656.18943130455,10,14432.713557053668,95656.1894313046
nan,127,-30.024643,0.7,186195.0099011509,127,101219256.0,51678.70872936904,34961.60119882305,-306056.06,104285.5368238569,0.0,421.172,104285.53682385689,186195.0099011509,0.0,34961.60119882305,0.7,3272000,10,104285.53682385689,10,51678.70872936904,104285.5368238569
nan,128,-29.969875,0.5,122447.81936549205,128,103906980.0,9223.085277782038,32586.51304745742,-324492.38,73169.36112515771,0.0,401.98105,73169.36112515771,122447.81936549205,0.0,32586.51304745742,0.5,3296000,10,73169.36112515771,10,9223.085277782038,73169.36112515771
nan,129,-30.04268,0.7,248673.05935594495,129,106365640.0,34439.08023302584,63763.92188998896,-335765.38,112194.81634782278,0.0,413.43243,112194.81634782281,248673.05935594495,0.0,63763.92188998896,0.7,3320000,10,112194.81634782281,10,34439.08023302584,112194.81634782278
nan,130,-29.900492,0.3,149661.76582564384,130,109529656.0,30581.82967595908,41140.187708062535,-346866.22,80371.93043277695,0.0,375.63354,80371.93043277695,149661.76582564384,0.0,41140.187708062535,0.3,3344000,10,80371.93043277695,10,30581.82967595908,80371.93043277695
nan,131,-29.808838,0.7,231760.9551989209,131,114735976.0,6553.844182017946,60145.74999602017,-354705.6,113955.38571680116,0.0,392.9923,113955.38571680116,231760.9551989209,0.0,60145.74999602017,0.7,3368000,10,113955.38571680116,10,6553.844182017946,113955.38571680116
nan,132,-29.380533,0.3,196864.97646180863,132,116722136.0,-77.09251409735126,69291.17921686744,-352912.62,43226.63988830244,0.0,658.98737,43226.639888302445,196864.97646180863,0.0,69291.17921686744,0.3,3392000,10,43226.639888302445,10,-77.09251409735126,43226.63988830244
nan,133,-29.091637,0.6,230423.91399348763,133,111150810.0,496.8867853963668,80529.43651497355,-338551.4,118604.04075073481,0.0,1423.9377,118604.04075073477,230423.91399348763,0.0,80529.43651497355,0.6,3416000,10,118604.04075073477,10,496.8867853963668,118604.04075073481
nan,134,-28.53699,0.5,263583.3117571966,134,115462260.0,2372.1336188835753,74326.89150873538,-345471.78,81653.79932984839,0.0,1169.9867,81653.79932984838,263583.3117571966,0.0,74326.89150873538,0.5,3440000,10,81653.79932984838,10,2372.1336188835753,81653.79932984839
nan,135,-28.60836,0.3,205862.9946130411,135,117127290.0,-67.8387515328578,69311.13125672215,-343443.53,54443.80849702596,0.0,530.2467,54443.808497025944,205862.9946130411,0.0,69311.13125672215,0.3,3464000,10,54443.808497025944,10,-67.8387515328578,54443.80849702596
nan,136,-28.380453,0.5,154718.49224391222,136,117712620.0,1504.4932399769734,46427.09934514602,-353872.5,98751.71713086659,0.0,383.61868,98751.71713086657,154718.49224391222,0.0,46427.09934514602,0.5,3488000,10,98751.71713086657,10,1504.4932399769734,98751.71713086659
nan,137,-28.343267,0.3,243277.3129619085,137,104371630.0,-78.21175259608444,77294.60554380612,-304890.7,50167.69761479772,0.0,5203.017,50167.697614797726,243277.3129619085,0.0,77294.60554380612,0.3,3512000,10,50167.697614797726,10,-78.21175259608444,50167.69761479772
nan,138,-27.866383,0.5,287638.86442612606,138,118283736.0,30024.142679209595,74879.62677718766,-351953.53,97764.41385356916,0.0,1525.4773,97764.41385356915,287638.86442612606,0.0,74879.62677718766,0.5,3536000,10,97764.41385356915,10,30024.142679209595,97764.41385356916
nan,139,-27.53211,0.7,234785.47135661906,139,124769416.0,33967.57796317524,70336.56886887747,-386641.7,126821.42458657287,0.0,735.8425,126821.42458657284,234785.47135661906,0.0,70336.56886887747,0.7,3560000,10,126821.42458657284,10,33967.57796317524,126821.42458657287
nan,140,-27.614185,0.8,260077.70338819292,140,126246680.0,28314.2831478207,59722.491197982024,-390509.56,144795.17175735865,0.0,513.80963,144795.17175735868,260077.70338819292,0.0,59722.491197982024,0.8,3584000,10,144795.17175735868,10,28314.2831478207,144795.17175735865
nan,141,-27.884054,0.7,244609.75694736946,141,127324376.0,43724.105727418806,66765.06351553764,-377405.0,134387.63374066894,0.0,1626.2455,134387.63374066894,244609.75694736946,0.0,66765.06351553764,0.7,3608000,10,134387.63374066894,10,43724.105727418806,134387.63374066894
nan,142,-28.10474,0.7,216545.90233078873,142,142456100.0,15093.847681531093,71656.35174536456,-377370.53,118383.79745646275,0.0,853.657,118383.79745646275,216545.90233078873,0.0,71656.35174536456,0.7,3632000,10,118383.79745646275,10,15093.847681531093,118383.79745646275
nan,143,-27.857914,0.7,241183.31149670185,143,132059660.0,46156.05366676531,57738.214913457596,-397568.53,117978.53625502632,0.0,335.60934,117978.53625502627,241183.31149670185,0.0,57738.214913457596,0.7,3656000,10,117978.53625502627,10,46156.05366676531,117978.53625502632
nan,144,-28.036652,0.5,293024.8297121245,144,132825560.0,11082.448527672383,77320.0341824763,-399525.72,113856.10592883432,0.0,465.2375,113856.10592883432,293024.8297121245,0.0,77320.0341824763,0.5,3680000,10,113856.10592883432,10,11082.448527672383,113856.10592883432
nan,145,-28.068398,0.8,282196.99684322684,145,128566460.0,3582.2496759729306,89549.32766924267,-410372.88,143093.61251757172,0.0,435.23853,143093.61251757163,282196.99684322684,0.0,89549.32766924267,0.8,3704000,10,143093.61251757163,10,3582.2496759729306,143093.61251757172
nan,146,-28.122786,0.7,269253.9799166926,146,131923530.0,28340.811444247032,64603.25777699784,-407681.53,113702.5833980088,0.0,440.98087,113702.58339800884,269253.9799166926,0.0,64603.25777699784,0.7,3728000,10,113702.58339800884,10,28340.811444247032,113702.5833980088
nan,147,-28.056635,0.9,276885.45883458573,147,131406160.0,42051.269043971995,66286.62252210715,-413651.0,136697.7512924599,0.0,358.92886,136697.75129245993,276885.45883458573,0.0,66286.62252210715,0.9,3752000,10,136697.75129245993,10,42051.269043971995,136697.7512924599
nan,148,-28.105473,0.8,257993.49147534286,148,133816350.0,52779.65369476786,68978.59658472857,-419448.0,136165.5811458101,0.0,370.71124,136165.5811458101,257993.49147534286,0.0,68978.59658472857,0.8,3776000,10,136165.5811458101,10,52779.65369476786,136165.5811458101
nan,149,-27.862032,0.4,219156.3535556215,149,130674216.0,52307.30953034101,50810.86670563931,-425341.62,100660.06780982431,0.0,392.73755,100660.06780982434,219156.3535556215,0.0,50810.86670563931,0.4,3800000,10,100660.06780982434,10,52307.30953034101,100660.06780982431
nan,150,-27.66077,0.5,209817.79166459275,150,128687330.0,36837.16975069291,47923.07773168761,-429527.47,99772.65927061232,0.0,419.90726,99772.65927061232,209817.79166459275,0.0,47923.07773168761,0.5,3824000,10,99772.65927061232,10,36837.16975069291,99772.65927061232
nan,151,-27.573479,0.4,190644.82799766393,151,129652696.0,-23.471860187521134,57467.92707478012,-414054.84,72353.90798063214,0.0,498.1605,72353.90798063218,190644.82799766393,0.0,57467.92707478012,0.4,3848000,10,72353.90798063218,10,-23.471860187521134,72353.90798063214
nan,152,-27.268417,0.5,241660.06921804132,152,128619550.0,30363.911024782763,63903.58736913063,-427807.16,111571.6840334284,0.0,490.97913,111571.68403342846,241660.06921804132,0.0,63903.58736913063,0.5,3872000,10,111571.68403342846,10,30363.911024782763,111571.6840334284
nan,153,-27.413008,0.6,224381.62880380833,153,129549290.0,32913.07016373721,51840.38354766393,-439104.56,118387.25400445827,0.0,495.55682,118387.25400445827,224381.62880380833,0.0,51840.38354766393,0.6,3896000,10,118387.25400445827,10,32913.07016373721,118387.25400445827
nan,154,-27.647524,0.6,176186.3308706886,154,129844360.0,38549.330110853254,37820.43345630277,-438254.4,102664.1645606802,0.0,479.43732,102664.16456068019,176186.3308706886,0.0,37820.43345630277,0.6,3920000,10,102664.16456068019,10,38549.330110853254,102664.1645606802
nan,155,-27.697374,0.5,166639.23936832586,155,130382830.0,6016.440875061221,41484.76840143349,-439380.6,88504.69828985863,0.0,524.8596,88504.69828985863,166639.23936832586,0.0,41484.76840143349,0.5,3944000,10,88504.69828985863,10,6016.440875061221,88504.69828985863
nan,156,-27.567236,0.9,190473.646561169,156,131133410.0,53350.622613591855,41604.35809514772,-443887.06,114374.39576518424,0.0,505.40512,114374.39576518424,190473.646561169,0.0,41604.35809514772,0.9,3968000,10,114374.39576518424,10,53350.622613591855,114374.39576518424
nan,157,-27.376253,0.5,111838.14126442243,157,115163920.0,22539.125138038053,32965.11814290808,-317495.66,77586.81603926324,0.0,498.19147,77586.81603926323,111838.14126442243,0.0,32965.11814290808,0.5,3992000,10,77586.81603926323,10,22539.125138038053,77586.81603926324
nan,158,-27.395096,0.7,270466.0508461905,158,117864710.0,6033.8925277049,78726.50984252592,-355999.3,115509.97824379188,0.0,392.4313,115509.97824379192,270466.0508461905,0.0,78726.50984252592,0.7,4016000,10,115509.97824379192,10,6033.8925277049,115509.97824379188
nan,159,-27.364962,0.7,267748.2403590096,159,129446700.0,35951.60618642683,77814.39516044185,-413326.06,125925.37664722736,0.0,465.3064,125925.37664722733,267748.2403590096,0.0,77814.39516044185,0.7,4040000,10,125925.37664722733,10,35951.60618642683,125925.37664722736
nan,160,-27.330082,0.8,283437.84613687394,160,130647540.0,15604.446356807948,79779.2008311329,-425577.16,150032.93112118688,0.0,474.41937,150032.93112118688,283437.84613687394,0.0,79779.2008311329,0.8,4064000,10,150032.93112118688,10,15604.446356807948,150032.93112118688
nan,161,-27.537386,0.5,191908.50039088333,161,141177420.0,38253.77230873849,52693.99447886337,-442239.03,101696.58354241416,0.0,480.04507,101696.58354241414,191908.50039088333,0.0,52693.99447886337,0.5,4088000,10,101696.58354241414,10,38253.77230873849,101696.58354241416
nan,162,-27.35227,0.5,269815.61294069875,162,138742530.0,1276.7286206222334,82640.20175866158,-440952.4,128664.6909424724,0.0,801.0038,128664.6909424724,269815.61294069875,0.0,82640.20175866158,0.5,4112000,10,128664.6909424724,10,1276.7286206222334,128664.6909424724
nan,163,-27.01425,0.4,283803.68702351087,163,133552910.0,5242.044112289883,73106.55770589772,-451675.4,108155.18996282129,0.0,500.2218,108155.18996282134,283803.68702351087,0.0,73106.55770589772,0.4,4136000,10,108155.18996282134,10,5242.044112289883,108155.18996282129
nan,164,-26.67959,0.7,184157.05190450544,164,128754430.0,948.7318731514613,62777.0062590099,-456607.56,111279.72919198874,0.0,206.68378,111279.72919198874,184157.05190450544,0.0,62777.0062590099,0.7,4160000,10,111279.72919198874,10,948.7318731514613,111279.72919198874
nan,165,-26.793554,0.5,271672.25767818606,165,132832560.0,41787.06998386044,88131.28290289293,-453464.84,140131.9151736183,0.0,612.0186,140131.9151736183,271672.25767818606,0.0,88131.28290289293,0.5,4184000,10,140131.9151736183,10,41787.06998386044,140131.9151736183
nan,166,-26.752148,0.3,237228.0331076108,166,134982780.0,28248.62934082121,59674.465769305905,-452664.2,92927.22506750956,0.0,620.052,92927.22506750957,237228.0331076108,0.0,59674.465769305905,0.3,4208000,10,92927.22506750957,10,28248.62934082121,92927.22506750956
nan,167,-26.701273,0.7,240843.46651005044,167,133248240.0,7728.870078849506,73609.52753837108,-461308.2,133707.50372910927,0.0,512.719,133707.50372910927,240843.46651005044,0.0,73609.52753837108,0.7,4232000,10,133707.50372910927,10,7728.870078849506,133707.50372910927
nan,168,-26.62221,0.6,183453.0811252041,168,132078060.0,11644.75466741806,51899.93665605711,-463526.47,95706.42302040991,0.0,508.4104,95706.42302040991,183453.0811252041,0.0,51899.93665605711,0.6,4256000,10,95706.42302040991,10,11644.75466741806,95706.42302040991
nan,169,-26.872389,0.5,181386.59216757026,169,136609090.0,6577.856953357058,69824.89521680922,-437950.16,85553.27393784473,0.0,393.01807,85553.27393784473,181386.59216757026,0.0,69824.89521680922,0.5,4280000,10,85553.27393784473,10,6577.856953357058,85553.27393784473
nan,170,-26.708738,0.3,250622.73151878917,170,135428960.0,3537.1769536137804,68506.08729152865,-466814.47,74574.94703175258,0.0,446.52313,74574.94703175258,250622.73151878917,0.0,68506.08729152865,0.3,4304000,10,74574.94703175258,10,3537.1769536137804,74574.94703175258
nan,171,-26.656914,0.5,221402.45234733535,171,139413890.0,449.4583970077602,72404.88679124811,-471543.94,107949.62652123191,0.0,373.7493,107949.62652123191,221402.45234733535,0.0,72404.88679124811,0.5,4328000,10,107949.62652123191,10,449.4583970077602,107949.62652123191
nan,172,-26.854515,0.5,256430.66826488878,172,144857180.0,5659.481433685553,80552.98445197758,-456187.28,96398.61814741921,0.0,299.07764,96398.61814741921,256430.66826488878,0.0,80552.98445197758,0.5,4352000,10,96398.61814741921,10,5659.481433685553,96398.61814741921
nan,173,-26.839453,0.6,308840.3356347422,173,140473060.0,47975.676488218836,75269.4926719839,-474654.03,126199.93013830851,0.0,383.76474,126199.93013830851,308840.3356347422,0.0,75269.4926719839,0.6,4376000,10,126199.93013830851,10,47975.676488218836,126199.93013830851
nan,174,-26.883823,0.9,276481.9059151357,174,136362690.0,14570.01316811815,65019.31343668694,-475077.44,136267.6081287389,0.0,202.94737,136267.60812873888,276481.9059151357,0.0,65019.31343668694,0.9,4400000,10,136267.60812873888,10,14570.01316811815,136267.6081287389
nan,175,-27.114363,0.6,241676.33346954323,175,143059460.0,61776.65873130247,59573.515193978186,-472871.47,118418.94298573377,0.0,163.25215,118418.94298573381,241676.33346954323,0.0,59573.515193978186,0.6,4424000,10,118418.94298573381,10,61776.65873130247,118418.94298573377
nan,176,-27.506273,0.4,251023.35855301193,176,140692450.0,28887.092235894757,63375.26446019325,-472815.1,92674.54230371198,0.0,247.89456,92674.54230371196,251023.35855301193,0.0,63375.26446019325,0.4,4448000,10,92674.54230371196,10,28887.092235894757,92674.54230371198
nan,177,-27.71632,0.9,293607.86094568315,177,141792000.0,24781.515366674066,82919.07655195422,-478451.3,153224.49578586878,0.0,159.68109,153224.49578586878,293607.86094568315,0.0,82919.07655195422,0.9,4472000,10,153224.49578586878,10,24781.515366674066,153224.49578586878
nan,178,-28.103289,0.5,234748.82824803432,178,145442500.0,28088.31001757648,64949.620944283,-477962.75,104537.4058699937,0.0,94.691315,104537.4058699937,234748.82824803432,0.0,64949.620944283,0.5,4496000,10,104537.4058699937,10,28088.31001757648,104537.4058699937
nan,179,-28.449211,0.5,181584.9023182314,179,146152420.0,38288.25944878102,36294.86364565091,-475007.44,91638.79055905985,0.0,118.2126,91638.79055905987,181584.9023182314,0.0,36294.86364565091,0.5,4520000,10,91638.79055905987,10,38288.25944878102,91638.79055905985
nan,180,-28.67962,0.7,233609.43610376253,180,149213250.0,36409.61868348419,68670.50966939941,-472082.44,116861.65859795544,0.0,154.88058,116861.65859795541,233609.43610376253,0.0,68670.50966939941,0.7,4544000,10,116861.65859795541,10,36409.61868348419,116861.65859795544
nan,181,-28.70213,0.9,236175.09469182437,181,149205630.0,49078.52636536189,71138.56711730259,-475557.44,139628.18929802478,0.0,197.81879,139628.1892980248,236175.09469182437,0.0,71138.56711730259,0.9,4568000,10,139628.1892980248,10,49078.52636536189,139628.18929802478
nan,182,-28.778963,0.6,276384.7444060331,182,145593520.0,26452.86102432009,71292.49461523582,-479775.56,135484.13066574358,0.0,121.789604,135484.13066574358,276384.7444060331,0.0,71292.49461523582,0.6,4592000,10,135484.13066574358,10,26452.86102432009,135484.13066574358
nan,183,-28.50896,0.2,276184.5101049472,183,143424130.0,1305.7782776918416,72014.23473738121,-490432.53,85529.40218702647,0.0,77.786934,85529.40218702648,276184.5101049472,0.0,72014.23473738121,0.2,4616000,10,85529.40218702648,10,1305.7782776918416,85529.40218702647
nan,184,-28.519974,0.6,238350.0760688182,184,146380030.0,43613.23674011436,58626.86602614462,-486612.6,101514.75576569323,0.0,84.11261,101514.75576569322,238350.0760688182,0.0,58626.86602614462,0.6,4640000,10,101514.75576569322,10,43613.23674011436,101514.75576569323
nan,185,-28.667418,0.5,241136.13040061557,185,142179870.0,26325.495778396587,73107.04233255945,-495967.53,103608.78304430023,0.0,95.93285,103608.78304430025,241136.13040061557,0.0,73107.04233255945,0.5,4664000,10,103608.78304430025,10,26325.495778396587,103608.78304430023
nan,186,-28.781298,0.3,215767.88583981132,186,145160080.0,-61.8803975204456,72630.9098931438,-496047.75,58177.87293105747,0.0,95.723,58177.872931057485,215767.88583981132,0.0,72630.9098931438,0.3,4688000,10,58177.872931057485,10,-61.8803975204456,58177.87293105747
nan,187,-28.771793,0.8,258490.30554871308,187,144297100.0,5091.436079524188,76280.771326584,-477561.22,146406.2364280342,0.0,326.3778,146406.23642803417,258490.30554871308,0.0,76280.771326584,0.8,4712000,10,146406.23642803417,10,5091.436079524188,146406.2364280342
nan,188,-28.74036,0.4,180730.44810022405,188,150213660.0,-50.24761734995675,74923.72611269614,-485907.56,69679.36143802568,0.0,197.8125,69679.36143802563,180730.44810022405,0.0,74923.72611269614,0.4,4736000,10,69679.36143802563,10,-50.24761734995675,69679.36143802568
nan,189,-28.911942,0.6,185127.7114086207,189,151415600.0,51807.30151367917,44270.65204743217,-490243.53,109485.12141547751,0.0,76.63978,109485.12141547751,185127.7114086207,0.0,44270.65204743217,0.6,4760000,10,109485.12141547751,10,51807.30151367917,109485.12141547751
nan,190,-28.893856,0.4,239861.7292748611,190,148611790.0,50874.4703787828,67502.27202441893,-498133.38,119709.90325085542,0.0,92.5642,119709.9032508554,239861.7292748611,0.0,67502.27202441893,0.4,4784000,10,119709.9032508554,10,50874.4703787828,119709.90325085542
nan,191,-28.994806,0.8,247003.6440973117,191,158186540.0,1728.4046728850735,64759.958359968616,-502323.12,130577.42383071364,0.0,116.4047,130577.42383071361,247003.6440973117,0.0,64759.958359968616,0.8,4808000,10,130577.42383071361,10,1728.4046728850735,130577.42383071364
nan,192,-28.893082,0.6,265973.58745368826,192,148670560.0,368.2864480545897,77282.79618196061,-505803.6,108350.44473882606,0.0,87.012215,108350.44473882602,265973.58745368826,0.0,77282.79618196061,0.6,4832000,10,108350.44473882602,10,368.2864480545897,108350.44473882606
nan,193,-28.726305,0.6,258131.5176790689,193,148062580.0,10454.76993990731,87452.8327998555,-504957.16,123030.91869254287,0.0,70.53722,123030.91869254291,258131.5176790689,0.0,87452.8327998555,0.6,4856000,10,123030.91869254291,10,10454.76993990731,123030.91869254287
nan,194,-28.652718,0.4,188354.8378422448,194,148604910.0,3216.360093337068,59220.796245250414,-504304.06,78123.3458964363,0.0,77.19801,78123.34589643631,188354.8378422448,0.0,59220.796245250414,0.4,4880000,10,78123.34589643631,10,3216.360093337068,78123.3458964363
