MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/push-v1/NumEpisodes,MetaTrain/Average/Alpha,MetaTest/push-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/push-v1/Iteration,MetaTest/push-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/push-v1/MinReturn,MetaTrain/Average/PolicyLoss
-63.85907538000022,116000,-63.85907538000022,10,10,0.87659466,10.629263141678678,494.657,-0.8862505,0.0,-81.17924965418935,10,10,-63.85907538000022,-51.65932303959754,-63.85907538000022,0.0,0.0,-51.65932303959754,10.629263141678678,0.0,43009.87,-81.17924965418935,-785.95026
-35.71254493404068,122000,-35.71254493404069,11,10,1.0039585,76.99120554985711,668.2746,-2.8266006,0.0,-96.00026500604065,10,11,-35.71254493404068,189.9347653946176,-35.71254493404069,0.0,0.0,189.9347653946176,76.99120554985711,0.0,48739.375,-96.00026500604065,-1084.5052
-22.884674209895007,128000,-22.884674209895003,12,10,1.1986582,94.15497971348182,1032.0662,-5.0335546,0.0,-131.54860274142672,10,12,-22.884674209895007,213.05910601311587,-22.884674209895003,0.0,0.0,213.05910601311587,94.15497971348182,0.0,74302.195,-131.54860274142672,-1895.0865
-32.85758810207135,134000,-32.857588102071354,13,10,1.3671455,46.78148937070001,1014.0866,-1.808706,0.0,-59.09212037907034,10,13,-32.85758810207135,102.43732882330401,-32.857588102071354,0.0,0.0,102.43732882330401,46.78148937070001,0.0,89280.04,-59.09212037907034,-1985.0405
-43.27000233940183,140000,-43.270002339401834,14,10,1.4200518,10.665262823523086,936.77704,-1.3850478,0.0,-58.083632232698356,10,14,-43.27000233940183,-24.86497387608961,-43.270002339401834,0.0,0.0,-24.86497387608961,10.665262823523086,0.0,79454.445,-58.083632232698356,-1931.754
-52.82948689938339,146000,-52.82948689938341,15,10,1.4974971,25.692836254308673,3424.93,-4.369717,0.0,-88.7296836244602,10,15,-52.82948689938339,-19.55755171583009,-52.82948689938341,0.0,0.0,-19.55755171583009,25.692836254308673,0.0,141816.64,-88.7296836244602,-3357.6816
187.39157537003132,152000,187.39157537003118,16,10,1.7154096,713.1797450496665,1356.7189,-6.41987,0.0,-69.88962277070587,10,16,187.39157537003132,2326.46142618458,187.39157537003118,0.0,0.0,2326.46142618458,713.1797450496665,0.0,113263.17,-69.88962277070587,-5001.369
2697.6459136476756,158000,2697.6459136476756,17,10,1.8834064,7420.709776745205,1203.2473,-2.7642205,0.0,-96.63103770130883,10,17,2697.6459136476756,24909.980760405062,2697.6459136476756,0.0,0.1,24909.980760405062,7420.709776745205,0.1,140833.86,-96.63103770130883,-4822.9556
287.09770494319764,164000,287.09770494319775,18,10,1.9335409,819.6157435395038,3999.2058,-2.1833775,0.0,-85.71600794997444,10,18,287.09770494319764,2720.190097791013,287.09770494319775,0.0,0.0,2720.190097791013,819.6157435395038,0.0,134203.81,-85.71600794997444,-3833.8425
-59.49926259775056,170000,-59.49926259775056,19,10,2.1421025,10.940855877246932,10897.857,1.4796269,0.0,-76.01064651306662,10,19,-59.49926259775056,-42.5044849793139,-59.49926259775056,0.0,0.0,-42.5044849793139,10.940855877246932,0.0,153241.02,-76.01064651306662,-3949.4043
-25.53810934586183,176000,-25.538109345861834,20,10,2.0210118,5.3778742967451345,2348.691,-0.6497913,0.0,-35.15910136218062,10,20,-25.53810934586183,-18.655042693233344,-25.538109345861834,0.0,0.0,-18.655042693233344,5.3778742967451345,0.0,101110.35,-35.15910136218062,-2552.6042
579.9485226127429,182000,579.9485226127429,21,10,2.1386123,1205.0481741702772,1691.0879,-2.1814108,0.0,-84.12290194499586,10,21,579.9485226127429,3986.4770837729284,579.9485226127429,0.0,0.0,3986.4770837729284,1205.0481741702772,0.0,115906.41,-84.12290194499586,-4974.007
-39.777338472974876,188000,-39.77733847297487,22,10,2.1205914,15.515983712832965,1366.5461,1.4298458,0.0,-72.27956116267347,10,22,-39.777338472974876,-19.274673334323076,-39.77733847297487,0.0,0.0,-19.274673334323076,15.515983712832965,0.0,56805.23,-72.27956116267347,-2112.3806
-39.309475714659094,194000,-39.30947571465909,23,10,2.002729,22.3429776411828,1043.7126,1.72888,0.0,-81.8142457599286,10,23,-39.309475714659094,-20.388249450477606,-39.30947571465909,0.0,0.0,-20.388249450477606,22.3429776411828,0.0,63756.504,-81.8142457599286,-2236.658
388.8710250040795,200000,388.8710250040794,24,10,1.9938401,1264.9897807740701,4034.676,-2.1046216,0.0,-137.2905628599645,10,24,388.8710250040795,4172.41901025808,388.8710250040794,0.0,0.2,4172.41901025808,1264.9897807740701,0.2,84982.87,-137.2905628599645,-4087.4504
859.9941999511578,206000,859.9941999511582,25,10,2.2493114,1757.55147714271,1518.043,-4.1573095,0.0,-53.69453324473289,10,25,859.9941999511578,4694.824629778368,859.9941999511582,0.0,0.0,4694.824629778368,1757.55147714271,0.0,146445.3,-53.69453324473289,-7452.5674
31266.874337064673,212000,31266.874337064673,26,10,2.515391,88313.05819591666,1287.2028,-4.604804,0.0,-92.84199235589658,10,26,31266.874337064673,296004.38736284676,31266.874337064673,0.0,0.2,296004.38736284676,88313.05819591666,0.2,141289.89,-92.84199235589658,-7577.9746
354.61221307335256,218000,354.61221307335245,27,10,2.7977595,1208.1629646762165,1317.7222,-2.9211588,0.0,-113.55745910205388,10,27,354.61221307335256,3977.997925937468,354.61221307335245,0.0,0.0,3977.997925937468,1208.1629646762165,0.0,129943.734,-113.55745910205388,-9131.561
580.985515017205,224000,580.985515017205,28,10,3.0376372,1816.3082922433825,1289.6532,-3.1286757,0.0,-47.6203794946576,10,28,580.985515017205,6029.496659867127,580.985515017205,0.0,0.1,6029.496659867127,1816.3082922433825,0.1,155195.33,-47.6203794946576,-11073.232
-6.560350923772489,230000,-6.560350923772484,29,10,3.123517,87.40523024265426,1568.7145,0.96813995,0.0,-89.60470209316325,10,29,-6.560350923772489,217.33955768719386,-6.560350923772484,0.0,0.0,217.33955768719386,87.40523024265426,0.0,142002.14,-89.60470209316325,-9938.516
300.84592529418376,236000,300.8459252941836,30,10,2.9883864,773.1268703670248,1465.0742,0.9210044,0.0,-140.75631315112193,10,30,300.84592529418376,2481.2541630851288,300.8459252941836,0.0,0.2,2481.2541630851288,773.1268703670248,0.2,128603.04,-140.75631315112193,-8830.863
462.5878848143685,242000,462.5878848143683,31,10,3.07153,771.207863624557,1461.7075,-2.6069155,0.0,-88.61467860711343,10,31,462.5878848143685,2026.7649219347447,462.5878848143683,0.0,0.1,2026.7649219347447,771.207863624557,0.1,124759.77,-88.61467860711343,-10392.859
39.20881531417017,248000,39.20881531417021,32,10,3.3237712,266.8505735349788,410.6395,-2.2337873,0.0,-88.66096042979905,10,32,39.20881531417017,838.459348737537,39.20881531417021,0.0,0.0,838.459348737537,266.8505735349788,0.0,152861.31,-88.66096042979905,-12020.543
269.4514311343328,254000,269.451431134333,33,10,3.3992987,467.7873963766697,305.04913,0.39064813,0.0,-61.17060882006503,10,33,269.4514311343328,1259.3172129785437,269.451431134333,0.0,0.0,1259.3172129785437,467.7873963766697,0.0,116932.11,-61.17060882006503,-10664.67
22.790267361930514,260000,22.79026736193056,34,10,3.499064,124.87730057699142,3548.3303,-1.6666254,0.0,-58.464234419492385,10,34,22.790267361930514,344.0687287312079,22.79026736193056,0.0,0.2,344.0687287312079,124.87730057699142,0.2,132320.06,-58.464234419492385,-11641.672
-30.32806616647336,266000,-30.328066166473366,35,10,3.5153735,10.885017468338585,845.3703,0.64283484,0.0,-52.2312889916173,10,35,-30.32806616647336,-17.636147668684075,-30.328066166473366,0.0,0.0,-17.636147668684075,10.885017468338585,0.0,123999.94,-52.2312889916173,-10250.269
21.128170177090702,272000,21.128170177090695,36,10,3.665402,109.61942683724241,415.22018,-2.4415116,0.0,-50.3475429475135,10,36,21.128170177090702,311.64199408573364,21.128170177090695,0.0,0.1,311.64199408573364,109.61942683724241,0.1,154616.61,-50.3475429475135,-11712.272
-26.957461964356856,278000,-26.957461964356856,37,10,3.7944083,4.978833194418316,411.994,-0.29111043,0.0,-33.6954984737118,10,37,-26.957461964356856,-21.44662342382989,-26.957461964356856,0.0,0.1,-21.44662342382989,4.978833194418316,0.1,186274.02,-33.6954984737118,-11003.967
772.4416804140161,284000,772.441680414016,38,10,3.8228269,1661.7022341016436,423.9622,-0.81887627,0.0,-141.02278376472182,10,38,772.4416804140161,5238.677822549027,772.441680414016,0.0,0.0,5238.677822549027,1661.7022341016436,0.0,180345.89,-141.02278376472182,-12133.41
-46.06217208730524,290000,-46.062172087305235,39,10,3.70192,35.942705944688484,718.9097,4.8141384,0.0,-110.31116165546078,10,39,-46.06217208730524,20.40537234782765,-46.062172087305235,0.0,0.0,20.40537234782765,35.942705944688484,0.0,174653.25,-110.31116165546078,-8484.906
5800.8538715301775,296000,5800.853871530179,40,10,3.259045,16707.394011210235,910.2676,3.9704776,0.0,-97.53931657470534,10,40,5800.8538715301775,55869.104092649075,5800.853871530179,0.0,0.0,55869.104092649075,16707.394011210235,0.0,193223.6,-97.53931657470534,-7911.4526
1801.3125445592755,302000,1801.312544559276,41,10,2.9123714,5497.7385408504,684.14465,5.8331056,0.0,-51.18787841287868,10,41,1801.3125445592755,18294.507883244005,1801.312544559276,0.0,0.1,18294.507883244005,5497.7385408504,0.1,168437.6,-51.18787841287868,-5050.1235
-58.79167063890377,308000,-58.79167063890377,42,10,2.5617678,8.450232348261707,987.4624,5.5925555,0.0,-72.59234824120746,10,42,-58.79167063890377,-43.019709491951204,-58.79167063890377,0.0,0.0,-43.019709491951204,8.450232348261707,0.0,126128.734,-72.59234824120746,-2523.725
-5.288056720030307,314000,-5.288056720030319,43,10,2.327047,90.81932578589596,1072.1036,0.910443,0.0,-52.72187499938289,10,43,-5.288056720030307,265.11626921553824,-5.288056720030319,0.0,0.0,265.11626921553824,90.81932578589596,0.0,496901.7,-52.72187499938289,-7580.942
14828.617149580252,320000,14828.61714958025,44,10,2.3386884,30785.570044506258,763.0237,0.32215384,0.0,-39.05974254998497,10,44,14828.617149580252,92310.36529489598,14828.61714958025,0.0,0.2,92310.36529489598,30785.570044506258,0.2,197663.8,-39.05974254998497,-8326.666
-73.38649672420149,326000,-73.38649672420148,45,10,2.1732793,7.293552147743357,1387.5144,4.0885887,0.0,-82.98276580931845,10,45,-73.38649672420149,-60.42644016142427,-73.38649672420148,0.0,0.0,-60.42644016142427,7.293552147743357,0.0,196532.55,-82.98276580931845,-5988.8926
-53.357951245185895,332000,-53.357951245185916,46,10,1.9085284,32.24650504283818,2021.0377,2.813128,0.0,-111.76927204569934,10,46,-53.357951245185895,-16.462707385448095,-53.357951245185916,0.0,0.0,-16.462707385448095,32.24650504283818,0.0,345257.03,-111.76927204569934,-6724.7534
20.395945955289193,338000,20.395945955289037,47,10,1.9342545,170.1182864136408,1385.8527,-2.9080281,0.0,-66.60793740529977,10,47,20.395945955289193,528.9453775487763,20.395945955289037,0.0,0.0,528.9453775487763,170.1182864136408,0.0,330531.3,-66.60793740529977,-9436.386
-65.33341803373892,344000,-65.33341803373892,48,10,2.1727984,22.873863433491547,836.54285,-5.2366605,0.0,-111.70298317586303,10,48,-65.33341803373892,-35.0308093573377,-65.33341803373892,0.0,0.0,-35.0308093573377,22.873863433491547,0.0,179133.4,-111.70298317586303,-7860.19
147.5373125995707,350000,147.53731259957064,49,10,2.5793104,437.52446642739636,1652.0608,-5.6658816,0.0,-109.26036618136168,10,49,147.5373125995707,1390.2493013412172,147.53731259957064,0.0,0.0,1390.2493013412172,437.52446642739636,0.0,341879.03,-109.26036618136168,-10606.846
9696.753922592194,356000,9696.753922592183,50,10,2.8149636,29179.34727832224,212.15012,-3.16551,0.0,-79.33894903888071,10,50,9696.753922592194,97234.74898125771,9696.753922592183,0.0,0.1,97234.74898125771,29179.34727832224,0.1,167432.22,-79.33894903888071,-8704.728
-7.911232998397293,362000,-7.911232998397298,51,10,2.92858,49.1077126723778,466.6971,0.39339587,0.0,-86.90920158879275,10,51,-7.911232998397293,74.8577738895873,-7.911232998397298,0.0,0.0,74.8577738895873,49.1077126723778,0.0,236939.23,-86.90920158879275,-8618.705
8123.127856516121,368000,8123.127856516121,52,10,2.8689413,22778.327290245852,4104.377,0.31874865,0.0,-43.57477513639914,10,52,8123.127856516121,76321.2401412164,8123.127856516121,0.0,0.0,76321.2401412164,22778.327290245852,0.0,218159.05,-43.57477513639914,-9868.531
-23.754820401900368,374000,-23.754820401900368,53,10,2.8611786,102.4651711738529,23585.701,-1.2618086,0.0,-96.65608520511303,10,53,-23.754820401900368,275.53741963581524,-23.754820401900368,0.0,0.0,275.53741963581524,102.4651711738529,0.0,456359.28,-96.65608520511303,-14022.094
524.8272775173294,380000,524.8272775173298,54,10,3.2565162,1553.0142855918605,1060.3862,-6.823326,0.0,-99.73632909313766,10,54,524.8272775173294,5142.01452197111,524.8272775173298,0.0,0.1,5142.01452197111,1553.0142855918605,0.1,419330.75,-99.73632909313766,-20906.693
-59.87751938739242,386000,-59.8775193873924,55,10,3.7596827,15.490098032064532,1997.8171,-4.7241993,0.0,-83.65958193568714,10,55,-59.87751938739242,-29.028777465614578,-59.8775193873924,0.0,0.0,-29.028777465614578,15.490098032064532,0.0,338358.16,-83.65958193568714,-19547.396
-82.21190246001287,392000,-82.21190246001288,56,10,3.9423325,20.094726711132868,2953.9875,-1.809077,0.0,-95.98354107459305,10,56,-82.21190246001287,-27.000217776073104,-82.21190246001288,0.0,0.0,-27.000217776073104,20.094726711132868,0.0,490009.3,-95.98354107459305,-15579.432
1440.1076225522352,398000,1440.1076225522354,57,10,4.1766477,3815.700657664543,3446.006,-1.7452972,0.0,-26.25716667675288,10,57,1440.1076225522352,12847.838775859824,1440.1076225522354,0.0,0.2,12847.838775859824,3815.700657664543,0.2,385474.34,-26.25716667675288,-14734.986
6.304751146870369,404000,6.304751146870376,58,10,4.598709,146.56285362298402,6221.923,-12.183901,0.0,-103.006342251385,10,58,6.304751146870369,326.8790174612196,6.304751146870376,0.0,0.0,326.8790174612196,146.56285362298402,0.0,1467028.2,-103.006342251385,-23614.248
738.3656522687226,410000,738.3656522687227,59,10,5.0717335,1803.3088906935554,3645.909,-10.522467,0.0,-110.53310318737802,10,59,738.3656522687226,5823.836511053463,738.3656522687227,0.0,0.0,5823.836511053463,1803.3088906935554,0.0,541322.5,-110.53310318737802,-23748.908
-40.06569185884548,416000,-40.065691858845476,60,10,5.401417,41.80480609218674,1828.865,-4.6882205,0.0,-96.53142964171649,10,60,-40.06569185884548,33.30044553084997,-40.065691858845476,0.0,0.0,33.30044553084997,41.80480609218674,0.0,309326.47,-96.53142964171649,-15247.754
-75.29447156690205,422000,-75.29447156690205,61,10,5.456111,19.553456606729725,4759.445,3.9969342,0.0,-87.05921138092077,10,61,-75.29447156690205,-27.12213198727662,-75.29447156690205,0.0,0.0,-27.12213198727662,19.553456606729725,0.0,407483.6,-87.05921138092077,-11991.146
-60.16733978931721,428000,-60.16733978931721,62,10,4.879443,24.865662680129958,2115.4822,7.0682263,0.0,-87.56116316492438,10,62,-60.16733978931721,-24.082375864495056,-60.16733978931721,0.0,0.0,-24.082375864495056,24.865662680129958,0.0,445604.47,-87.56116316492438,-10705.038
463.672187959883,434000,463.67218795988356,63,10,4.633215,1592.8511677535685,2561.581,2.1770039,0.0,-89.73586644278765,10,63,463.672187959883,5242.057436550326,463.67218795988356,0.0,0.0,5242.057436550326,1592.8511677535685,0.0,389635.66,-89.73586644278765,-14001.864
-69.89061453802684,440000,-69.89061453802684,64,10,4.1502566,12.924431179639269,2261.9707,10.701568,0.0,-86.52004336046748,10,64,-69.89061453802684,-47.8148272776356,-69.89061453802684,0.0,0.0,-47.8148272776356,12.924431179639269,0.0,406465.88,-86.52004336046748,-8232.413
-92.90980813897598,446000,-92.90980813897598,65,10,3.581421,8.075741565426995,14428.007,8.129082,0.0,-104.71213821016842,10,65,-92.90980813897598,-83.3609817910476,-92.90980813897598,0.0,0.0,-83.3609817910476,8.075741565426995,0.0,486928.12,-104.71213821016842,-6000.577
-94.16060018273603,452000,-94.16060018273602,66,10,3.1976447,17.981498664082892,4760.9976,5.025773,0.0,-115.56153638359544,10,66,-94.16060018273603,-62.860928769873354,-94.16060018273602,0.0,0.0,-62.860928769873354,17.981498664082892,0.0,363541.0,-115.56153638359544,-1845.4115
-91.0108332987323,458000,-91.0108332987323,67,10,2.8952124,2.664742552275052,3380.5513,5.420588,0.0,-94.19334631178387,10,67,-91.0108332987323,-85.73794295489563,-91.0108332987323,0.0,0.0,-85.73794295489563,2.664742552275052,0.0,410849.1,-94.19334631178387,-1601.6433
-22.548696101881973,464000,-22.54869610188198,68,10,2.7035558,36.15865262881791,1714.0575,1.9545456,0.0,-50.939070398353884,10,68,-22.548696101881973,73.11185708977844,-22.54869610188198,0.0,0.1,73.11185708977844,36.15865262881791,0.1,500624.84,-50.939070398353884,-3935.4563
1885.9169931842625,470000,1885.9169931842614,69,10,2.6571724,3661.782044026868,3090.844,-1.6934892,0.0,-83.80087333307742,10,69,1885.9169931842625,10563.183946460202,1885.9169931842614,0.0,0.1,10563.183946460202,3661.782044026868,0.1,645208.0,-83.80087333307742,-6785.497
13364.03285863676,476000,13364.032858636763,70,10,3.0061703,39603.55425367202,1117.8258,-5.1218176,0.0,-58.99689092205502,10,70,13364.03285863676,132164.91706447638,13364.032858636763,0.0,0.1,132164.91706447638,39603.55425367202,0.1,649685.8,-58.99689092205502,-9146.709
3276.0890859169476,482000,3276.0890859169494,71,10,3.2922502,7979.854316333865,1135.2445,-0.3215829,0.0,-93.40783093753058,10,71,3276.0890859169476,26694.06023045992,3276.0890859169494,0.0,0.1,26694.06023045992,7979.854316333865,0.1,688962.7,-93.40783093753058,-6153.979
4722.469940196743,488000,4722.469940196743,72,10,3.3406796,11911.669774705691,857.7118,-2.020706,0.0,-108.12010926926932,10,72,4722.469940196743,39874.29170325054,4722.469940196743,0.0,0.0,39874.29170325054,11911.669774705691,0.0,607325.7,-108.12010926926932,-9153.672
5055.50194180516,494000,5055.501941805158,73,10,3.8588305,10771.290858626497,598.86005,-7.6190343,0.0,-22.55864915806304,10,73,5055.50194180516,35968.138337617376,5055.501941805158,0.0,0.0,35968.138337617376,10771.290858626497,0.0,766303.44,-22.55864915806304,-13736.91
271.5662894257741,500000,271.5662894257738,74,10,4.2608943,946.3414368408779,820.20123,-3.1797516,0.0,-105.34772827707366,10,74,271.5662894257741,3105.710697071556,271.5662894257738,0.0,0.1,3105.710697071556,946.3414368408779,0.1,617789.3,-105.34772827707366,-9418.906
-79.68069913324753,506000,-79.68069913324751,75,10,4.296002,12.393096651562084,654.1647,2.1187065,0.0,-104.70384308374712,10,75,-79.68069913324753,-57.56225533273546,-79.68069913324751,0.0,0.0,-57.56225533273546,12.393096651562084,0.0,724966.25,-104.70384308374712,-6552.9507
1357.2929924547284,512000,1357.2929924547284,76,10,4.3806577,2497.55841364351,1539.1672,-5.685507,0.0,-130.43790176853716,10,76,1357.2929924547284,8268.531664899638,1357.2929924547284,0.0,0.2,8268.531664899638,2497.55841364351,0.2,900267.6,-130.43790176853716,-10594.08
137.81591594584626,518000,137.81591594584614,77,10,4.9239554,533.6021739203554,10098.834,-4.1420627,0.0,-98.77682852787781,10,77,137.81591594584626,1737.0542714152566,137.81591594584614,0.0,0.0,1737.0542714152566,533.6021739203554,0.0,989869.0,-98.77682852787781,-13308.843
-82.83399199541904,524000,-82.83399199541901,78,10,5.197494,11.908894753076767,2483.527,-2.7784352,0.0,-111.66928868766483,10,78,-82.83399199541904,-69.335837888523,-82.83399199541901,0.0,0.0,-69.335837888523,11.908894753076767,0.0,1067688.1,-111.66928868766483,-13663.219
129.3510612727931,530000,129.35106127279323,79,10,5.8734927,445.5043544000045,1709.581,-9.131176,0.0,-107.27288422472483,10,79,129.3510612727931,1426.427313938762,129.35106127279323,0.0,0.0,1426.427313938762,445.5043544000045,0.0,1322391.0,-107.27288422472483,-20460.58
-80.41440822308446,536000,-80.41440822308446,80,10,6.8835554,58.61817883552022,950.42236,-11.245234,0.0,-117.42484054595025,10,80,-80.41440822308446,88.2505155237593,-80.41440822308446,0.0,0.0,88.2505155237593,58.61817883552022,0.0,1236444.1,-117.42484054595025,-22589.35
263.9158760996949,542000,263.9158760996951,81,10,7.733037,675.374887015947,5298.9707,-7.3752913,0.0,-116.70463058491003,10,81,263.9158760996949,2212.9709143477107,263.9158760996951,0.0,0.0,2212.9709143477107,675.374887015947,0.0,1411657.9,-116.70463058491003,-23285.453
1872.4208537736358,548000,1872.4208537736363,82,10,8.340384,5726.444904825865,3320.7651,-7.0860133,0.0,-107.81775876958883,10,82,1872.4208537736358,19050.311253990054,1872.4208537736363,0.0,0.0,19050.311253990054,5726.444904825865,0.0,1291610.5,-107.81775876958883,-25478.682
1604.0409514306198,554000,1604.0409514306202,83,10,8.983909,4900.77202107538,56607.76,-2.6946075,0.0,-52.156622012259746,10,83,1604.0409514306198,16306.326962483923,1604.0409514306202,0.0,0.0,16306.326962483923,4900.77202107538,0.0,1478487.8,-52.156622012259746,-24999.756
25653.420143264175,560000,25653.42014326418,84,10,8.750926,70311.91777169086,17010.516,3.2743628,0.0,-84.11508678192209,10,84,25653.420143264175,235719.50229821343,25653.42014326418,0.0,0.1,235719.50229821343,70311.91777169086,0.1,1925295.1,-84.11508678192209,-21546.035
-52.08937419950947,566000,-52.08937419950949,85,10,9.006914,12.891703609133161,11376.985,-3.2580044,0.0,-80.30612792074903,10,85,-52.08937419950947,-33.848099246693344,-52.08937419950949,0.0,0.0,-33.848099246693344,12.891703609133161,0.0,1828641.8,-80.30612792074903,-24127.17
-71.59285999945331,572000,-71.59285999945328,86,10,8.696924,7.187321589660895,8907.938,8.298728,0.0,-85.4038811768695,10,86,-71.59285999945331,-60.30385441260246,-71.59285999945328,0.0,0.0,-60.30385441260246,7.187321589660895,0.0,2215194.5,-85.4038811768695,-17551.305
465.4957028655514,578000,465.49570286555155,87,10,7.706288,996.954162595544,11516.029,9.177481,0.0,-52.921058204129686,10,87,465.4957028655514,2759.3166358214135,465.49570286555155,0.0,0.1,2759.3166358214135,996.954162595544,0.1,2414958.0,-52.921058204129686,-12664.001
-95.40508513804824,584000,-95.40508513804824,88,10,7.9153366,4.291780829954876,3607.8167,-15.541399,0.0,-102.18867260716463,10,88,-95.40508513804824,-87.42965928195534,-95.40508513804824,0.0,0.0,-87.42965928195534,4.291780829954876,0.0,2605134.8,-102.18867260716463,-27076.398
9600.231602058913,590000,9600.231602058915,89,10,9.298125,15694.190867983885,5099.1436,-18.289354,0.0,-92.86393982258383,10,89,9600.231602058913,51560.565428311005,9600.231602058915,0.0,0.2,51560.565428311005,15694.190867983885,0.2,2983465.5,-92.86393982258383,-39088.91
-6.39609920004173,596000,-6.3960992000417205,90,10,10.515264,74.96211273295116,2327.4326,-14.261564,0.0,-73.20879854160218,10,90,-6.39609920004173,208.83927895572688,-6.3960992000417205,0.0,0.0,208.83927895572688,74.96211273295116,0.0,3895832.0,-73.20879854160218,-42869.09
240.77003370150288,602000,240.77003370150268,91,10,12.261274,791.5433782678326,5250.667,-35.296978,0.0,-58.349782560460916,10,91,240.77003370150288,2614.9375532074046,240.77003370150268,0.0,0.1,2614.9375532074046,791.5433782678326,0.1,4987560.5,-58.349782560460916,-78923.72
-23.70031960962381,608000,-23.700319609623797,92,10,14.68723,56.94286934472728,4611.547,-36.160637,0.0,-94.33206531243032,10,92,-23.70031960962381,132.93330979772966,-23.700319609623797,0.0,0.0,132.93330979772966,56.94286934472728,0.0,4994638.0,-94.33206531243032,-78169.664
