MetaTest/Average/MaxReturn,MetaTest/hand-insert-v1/NumEpisodes,MetaTest/hand-insert-v1/Iteration,MetaTest/Average/NumEpisodes,MetaTrain/Average/Alpha,MetaTest/Average/AverageReturn,MetaTest/hand-insert-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/hand-insert-v1/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/hand-insert-v1/MaxReturn,MetaTest/hand-insert-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/hand-insert-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTest/hand-insert-v1/MinReturn,MetaTest/hand-insert-v1/SuccessRate,TotalEnvSteps,MetaTrain/Average/PolicyLoss
355858.762524617,10,23,10,310.02493,176833.99534285377,0.0,-15.561953651481387,1672.3264,176833.99534285377,-216.43246,23,355858.762524617,176833.99534285377,0.8,152843.09918650324,0.0,176833.99534285377,111275410.0,152843.09918650324,-15.561953651481387,0.8,388000,-579234.0
354567.8163951277,10,24,10,353.63107,188007.26597695667,0.0,1278.5554112609573,1567.7157,188007.26597695675,-53.682976,24,354567.8163951277,188007.26597695667,1.0,135259.92946211592,0.0,188007.26597695675,124020660.0,135259.92946211592,1278.5554112609573,1.0,400000,-563527.44
353271.8407121935,10,25,10,358.06357,136912.53978048862,0.0,-16.105257757893,1502.5768,136912.53978048865,17.934862,25,353271.8407121935,136912.53978048862,0.9,147046.089155859,0.0,136912.53978048865,154413040.0,147046.089155859,-16.105257757893,0.9,412000,-509225.94
360627.66308205406,10,26,10,344.03174,204856.12405349937,0.0,7651.480961735505,1571.9718,204856.1240534995,2.9401386,26,360627.66308205406,204856.12405349937,1.0,147158.71571004164,0.0,204856.1240534995,190549950.0,147158.71571004164,7651.480961735505,1.0,424000,-559326.06
353252.03512149455,10,27,10,355.65363,102071.61857492996,0.0,-59.11207729330486,114913.34,102071.61857492996,131.28476,27,353252.03512149455,102071.61857492996,0.4,154626.52555343808,0.0,102071.61857492996,6051761700.0,154626.52555343808,-59.11207729330486,0.4,436000,-1758055.1
380532.1897586509,10,28,10,330.47357,256883.68540700013,0.0,-67.9495456734292,15853.871,256883.68540700013,164.132,28,380532.1897586509,256883.68540700013,0.8,158158.5880177362,0.0,256883.68540700013,225927070.0,158158.5880177362,-67.9495456734292,0.8,448000,-609344.4
360796.8979177019,10,29,10,339.6756,141835.9124678284,0.0,-53.03332137435366,7655.382,141835.91246782843,-53.414303,29,360796.8979177019,141835.9124678284,0.8,154338.27802518345,0.0,141835.91246782843,255303970.0,154338.27802518345,-53.03332137435366,0.8,460000,-658459.5
379382.1132480893,10,30,10,351.82382,340823.7159967568,0.0,263665.49003428523,6444.563,340823.7159967568,-20.024696,30,379382.1132480893,340823.7159967568,1.0,31781.085884178527,0.0,340823.7159967568,286521020.0,31781.085884178527,263665.49003428523,1.0,472000,-722400.94
352606.5785842532,10,31,10,363.13416,285379.7716144321,0.0,70307.46708293477,5043.165,285379.771614432,-10.579944,31,352606.5785842532,285379.7716144321,1.0,102047.76676179479,0.0,285379.771614432,321132220.0,102047.76676179479,70307.46708293477,1.0,484000,-772679.06
342884.0850314118,10,32,10,379.37756,202689.2595523216,0.0,-17.466192322887423,4767.584,202689.2595523217,-24.446949,32,342884.0850314118,202689.2595523216,0.9,140983.54904529703,0.0,202689.2595523217,356610080.0,140983.54904529703,-17.466192322887423,0.9,496000,-821813.0
344686.64010160195,10,33,10,374.4552,126444.40821659172,0.0,-18.485400019484878,4140.5244,126444.40821659181,34.298912,33,344686.64010160195,126444.40821659172,0.9,123643.48884767681,0.0,126444.40821659181,369104100.0,123643.48884767681,-18.485400019484878,0.9,508000,-801201.6
364623.09360648965,10,34,10,375.8843,225573.36076318397,0.0,-15.637381214169256,3094.8857,225573.36076318394,2.6470418,34,364623.09360648965,225573.36076318397,0.9,151582.0253182235,0.0,225573.36076318394,387664640.0,151582.0253182235,-15.637381214169256,0.9,520000,-864513.94
372211.7700281019,10,35,10,375.63367,214711.7139083469,0.0,5341.444154635854,2905.9536,214711.7139083469,-0.5928744,35,372211.7700281019,214711.7139083469,1.0,152524.89111234323,0.0,214711.7139083469,402414300.0,152524.89111234323,5341.444154635854,1.0,532000,-917378.06
372109.4175924356,10,36,10,377.834,205377.2727085534,0.0,8235.574792111116,2375.6978,205377.27270855338,0.6687942,36,372109.4175924356,205377.2727085534,1.0,138548.29749113586,0.0,205377.27270855338,403367330.0,138548.29749113586,8235.574792111116,1.0,544000,-951682.4
367172.41366006166,10,37,10,369.49945,228210.85369917314,0.0,8402.719323896137,2089.558,228210.85369917302,10.816983,37,367172.41366006166,228210.85369917314,1.0,149875.06939294963,0.0,228210.85369917302,398602340.0,149875.06939294963,8402.719323896137,1.0,556000,-965063.5
355732.5350386275,10,38,10,361.08096,171278.9025478128,0.0,-27.460122910959775,1787.863,171278.90254781282,4.9981327,38,355732.5350386275,171278.9025478128,0.7,159394.61340941733,0.0,171278.90254781282,419398560.0,159394.61340941733,-27.460122910959775,0.7,568000,-1005105.0
355157.6330794001,10,39,10,352.3463,238813.86375584244,0.0,4521.472585919293,4673.6987,238813.86375584238,11.234175,39,355157.6330794001,238813.86375584244,1.0,125323.30214810885,0.0,238813.86375584238,507612450.0,125323.30214810885,4521.472585919293,1.0,580000,-1003608.7
364208.87891674537,10,40,10,334.9714,239988.23226062782,0.0,-20.91426020020625,6704.187,239988.2322606279,17.467497,40,364208.87891674537,239988.23226062782,0.8,148960.3465536251,0.0,239988.2322606279,438801540.0,148960.3465536251,-20.91426020020625,0.8,592000,-1032242.5
364742.91769594187,10,41,10,327.89117,177637.96754756314,0.0,-52.44716404927072,7206.616,177637.96754756308,-6.1869473,41,364742.91769594187,177637.96754756314,0.8,164225.73194640948,0.0,177637.96754756308,500275260.0,164225.73194640948,-52.44716404927072,0.8,604000,-992534.0
371309.925373803,10,42,10,328.4742,306940.8632244122,0.0,54979.96054712617,4842.7124,306940.8632244122,-3.1283789,42,371309.925373803,306940.8632244122,1.0,86818.50356608156,0.0,306940.8632244122,401523840.0,86818.50356608156,54979.96054712617,1.0,616000,-1059639.6
373709.58790483215,10,43,10,332.6646,340233.6193869056,0.0,286300.4766413438,6386.869,340233.6193869057,-10.477571,43,373709.58790483215,340233.6193869056,1.0,26370.635154446652,0.0,340233.6193869057,451410530.0,26370.635154446652,286300.4766413438,1.0,628000,-1132926.2
375080.1212960038,10,44,10,328.5695,235861.65892859938,0.0,-28.424989502296558,17426.268,235861.6589285993,9.839662,44,375080.1212960038,235861.65892859938,0.9,149123.40492833548,0.0,235861.6589285993,479544130.0,149123.40492833548,-28.424989502296558,0.9,640000,-1148825.6
362261.7766151669,10,45,10,331.55435,306307.8745826532,0.0,12919.18942845588,5706.027,306307.8745826533,-8.8138275,45,362261.7766151669,306307.8745826532,1.0,99765.52981552122,0.0,306307.8745826533,480492960.0,99765.52981552122,12919.18942845588,1.0,652000,-1190133.5
372251.55322997354,10,46,10,335.93665,271525.73424113146,0.0,-36.847825233256074,5510.806,271525.7342411315,-3.0144632,46,372251.55322997354,271525.73424113146,0.9,113259.56874589215,0.0,271525.7342411315,487831840.0,113259.56874589215,-36.847825233256074,0.9,664000,-1210377.0
365020.4997342065,10,47,10,334.7798,285804.2325200275,0.0,-19.18442038865476,3240.861,285804.23252002755,16.204529,47,365020.4997342065,285804.2325200275,0.9,108793.64348168277,0.0,285804.23252002755,505793000.0,108793.64348168277,-19.18442038865476,0.9,676000,-1282212.5
344899.10536149994,10,48,10,329.81818,248368.38245979263,0.0,-15.172826736634821,2725.217,248368.3824597927,-9.046951,48,344899.10536149994,248368.38245979263,0.9,123178.24064507651,0.0,248368.3824597927,497753540.0,123178.24064507651,-15.172826736634821,0.9,688000,-1245395.0
369080.1693655315,10,49,10,322.81122,300269.6749344279,0.0,-17.186181589265843,2479.6606,300269.67493442784,10.662353,49,369080.1693655315,300269.6749344279,0.9,104646.27676886373,0.0,300269.67493442784,495084900.0,104646.27676886373,-17.186181589265843,0.9,700000,-1238828.9
361536.3119963134,10,50,10,322.92838,217729.19170322962,0.0,-31.20417722558277,2149.817,217729.1917032296,-2.8517969,50,361536.3119963134,217729.19170322962,0.9,152114.34421608024,0.0,217729.1917032296,497359680.0,152114.34421608024,-31.20417722558277,0.9,712000,-1258098.8
357304.76202530524,10,51,10,325.85852,259309.783714976,0.0,-15.612557775835633,1977.7251,259309.78371497602,0.33884075,51,357304.76202530524,259309.783714976,0.9,129643.74180154772,0.0,259309.78371497602,509725120.0,129643.74180154772,-15.612557775835633,0.9,724000,-1269635.6
370135.2050938081,10,52,10,333.1337,250822.62767558102,0.0,21641.60151197523,1558.8523,250822.62767558094,-12.800672,52,370135.2050938081,250822.62767558102,1.0,138604.3653689574,0.0,250822.62767558094,526333660.0,138604.3653689574,21641.60151197523,1.0,736000,-1300896.6
365291.6100083097,10,53,10,340.22845,204564.46051617057,0.0,5671.4621109923255,1571.5082,204564.4605161706,4.130324,53,365291.6100083097,204564.46051617057,1.0,156299.96162331165,0.0,204564.4605161706,534569300.0,156299.96162331165,5671.4621109923255,1.0,748000,-1310957.9
358416.91806884506,10,54,10,335.8265,242755.90226224685,0.0,-16.571508757636696,1429.9637,242755.9022622468,2.0165553,54,358416.91806884506,242755.90226224685,0.9,139316.69249189386,0.0,242755.9022622468,559248200.0,139316.69249189386,-16.571508757636696,0.9,760000,-1327343.6
335403.9777888313,10,55,10,338.36725,232695.09692932767,0.0,-18.973300447349192,951.32715,232695.09692932764,-6.7069473,55,335403.9777888313,232695.09692932767,0.9,117667.16981949186,0.0,232695.09692932764,561447200.0,117667.16981949186,-18.973300447349192,0.9,772000,-1344585.0
357848.66636407276,10,56,10,348.7845,149081.9384574617,0.0,-21.408408276581163,981.8373,149081.93845746163,-5.999004,56,357848.66636407276,149081.9384574617,0.8,159248.5186108202,0.0,149081.93845746163,579262500.0,159248.5186108202,-21.408408276581163,0.8,784000,-1369403.9
355163.4758340948,10,57,10,348.08975,239423.11920607026,0.0,-16.852143620842146,931.0056,239423.11920607035,4.636126,57,355163.4758340948,239423.11920607026,0.9,139441.7540029824,0.0,239423.11920607035,578202100.0,139441.7540029824,-16.852143620842146,0.9,796000,-1370554.5
355699.5110816884,10,58,10,344.2968,274753.94221646094,0.0,23203.50782313917,918.65015,274753.94221646094,-6.35262,58,355699.5110816884,274753.94221646094,1.0,105131.79642064121,0.0,274753.94221646094,586835300.0,105131.79642064121,23203.50782313917,1.0,808000,-1386499.4
358435.1767390728,10,59,10,353.59824,226505.93958666857,0.0,3794.818546532709,897.30853,226505.93958666857,-5.31158,59,358435.1767390728,226505.93958666857,1.0,122414.43354924927,0.0,226505.93958666857,601143500.0,122414.43354924927,3794.818546532709,1.0,820000,-1401812.9
342172.96421486046,10,60,10,347.9598,258913.72381161814,0.0,38109.22061657585,913.9546,258913.7238116182,10.265496,60,342172.96421486046,258913.72381161814,1.0,109733.19015102574,0.0,258913.7238116182,595246900.0,109733.19015102574,38109.22061657585,1.0,832000,-1404907.8
335968.9887213716,10,61,10,347.50363,228176.68905930058,0.0,7473.374331137782,884.84735,228176.68905930064,-1.436949,61,335968.9887213716,228176.68905930058,1.0,112778.64689269155,0.0,228176.68905930064,599966140.0,112778.64689269155,7473.374331137782,1.0,844000,-1396362.4
350695.7733432643,10,62,10,347.09845,209501.8119084982,0.0,11059.552757532489,1410.3635,209501.81190849826,2.0123744,62,350695.7733432643,209501.8119084982,1.0,136028.62750195866,0.0,209501.81190849826,605366660.0,136028.62750195866,11059.552757532489,1.0,856000,-1404568.8
354597.1882794978,10,63,10,339.68982,223828.16452132515,0.0,16838.451878001164,1229.1362,223828.1645213252,6.9978485,63,354597.1882794978,223828.16452132515,1.0,114311.62076743129,0.0,223828.1645213252,627105100.0,114311.62076743129,16838.451878001164,1.0,868000,-1409664.0
343944.630916075,10,64,10,338.31778,235916.32039255518,0.0,659.0719772500654,1168.5238,235916.32039255524,-0.3173308,64,343944.630916075,235916.32039255518,1.0,124189.22744067176,0.0,235916.32039255524,631349400.0,124189.22744067176,659.0719772500654,1.0,880000,-1426057.8
382569.7718748985,10,65,10,341.65646,244075.1714635442,0.0,20004.56600842386,1210.437,244075.1714635443,-1.355552,65,382569.7718748985,244075.1714635442,1.0,149677.30614559463,0.0,244075.1714635443,628884000.0,149677.30614559463,20004.56600842386,1.0,892000,-1434695.4
356015.8173959884,10,66,10,334.04968,322971.17705163715,0.0,294612.40661885793,1275.2229,322971.17705163715,12.581269,66,356015.8173959884,322971.17705163715,1.0,17944.823632444517,0.0,322971.17705163715,615162560.0,17944.823632444517,294612.40661885793,1.0,904000,-1437346.9
354233.2315867567,10,67,10,324.2509,276940.1963293371,0.0,31332.600719258087,1128.6355,276940.196329337,9.927142,67,354233.2315867567,276940.1963293371,1.0,94166.76796891147,0.0,276940.196329337,629820540.0,94166.76796891147,31332.600719258087,1.0,916000,-1455351.0
371379.87634349475,10,68,10,307.50723,238423.6777901274,0.0,17623.62272360361,1217.2076,238423.67779012746,8.245132,68,371379.87634349475,238423.6777901274,1.0,140836.71750205234,0.0,238423.67779012746,627396030.0,140836.71750205234,17623.62272360361,1.0,928000,-1465434.8
353788.0693962583,10,69,10,305.10712,195241.9874126659,0.0,5019.703933743868,1261.802,195241.98741266594,0.90660864,69,353788.0693962583,195241.9874126659,1.0,145478.45792001265,0.0,195241.98741266594,625835600.0,145478.45792001265,5019.703933743868,1.0,940000,-1469293.6
351628.3418592438,10,70,10,299.90857,269684.7792716483,0.0,43817.72910218338,1509.4403,269684.7792716482,9.512893,70,351628.3418592438,269684.7792716483,1.0,93826.0713305646,0.0,269684.7792716482,615570600.0,93826.0713305646,43817.72910218338,1.0,952000,-1472869.2
355542.39974833326,10,71,10,292.64636,264317.50076765066,0.0,39217.02057845422,1518.4852,264317.50076765066,9.621588,71,355542.39974833326,264317.50076765066,1.0,100597.55960736355,0.0,264317.50076765066,613749500.0,100597.55960736355,39217.02057845422,1.0,964000,-1487854.6
380419.20191613527,10,72,10,284.25513,164359.97153625655,0.0,-18.347996944477405,1457.9524,164359.9715362565,-2.0605083,72,380419.20191613527,164359.97153625655,0.8,157525.09971059093,0.0,164359.9715362565,614186900.0,157525.09971059093,-18.347996944477405,0.8,976000,-1492451.8
378117.60830488487,10,73,10,286.6687,196618.6901161326,0.0,11866.459383461712,1280.3342,196618.69011613264,0.17463306,73,378117.60830488487,196618.6901161326,1.0,138393.12593491367,0.0,196618.69011613264,624862400.0,138393.12593491367,11866.459383461712,1.0,988000,-1498970.8
314879.53106318397,10,74,10,284.30554,151764.88537380792,0.0,-17.290958965641586,1263.3434,151764.88537380795,7.789508,74,314879.53106318397,151764.88537380792,0.9,122063.85441904333,0.0,151764.88537380795,622577200.0,122063.85441904333,-17.290958965641586,0.9,1000000,-1509393.2
382867.00339300046,10,75,10,278.5692,325748.138357975,0.0,154569.22813973023,1168.936,325748.13835797494,-0.43303087,75,382867.00339300046,325748.138357975,1.0,61036.7123109073,0.0,325748.13835797494,605419460.0,61036.7123109073,154569.22813973023,1.0,1012000,-1516524.8
332551.6312503813,10,76,10,279.14374,237888.99221790498,0.0,8986.70884472498,960.2295,237888.99221790498,0.76903003,76,332551.6312503813,237888.99221790498,1.0,115436.02612830006,0.0,237888.99221790498,621612100.0,115436.02612830006,8986.70884472498,1.0,1024000,-1535881.4
350761.631921724,10,77,10,282.73312,233405.6116618886,0.0,43659.85725015708,966.37274,233405.6116618886,-4.6272326,77,350761.631921724,233405.6116618886,1.0,113820.58555241104,0.0,233405.6116618886,598435000.0,113820.58555241104,43659.85725015708,1.0,1036000,-1550327.2
373219.11534361687,10,78,10,288.0164,269349.2794478087,0.0,14430.757043644859,1072.7284,269349.27944780875,-5.7549057,78,373219.11534361687,269349.2794478087,1.0,115497.44091304675,0.0,269349.27944780875,615411500.0,115497.44091304675,14430.757043644859,1.0,1048000,-1544462.4
344973.71802404494,10,79,10,294.14166,221793.6001253984,0.0,21249.51527855849,1126.4347,221793.6001253984,-6.3794847,79,344973.71802404494,221793.6001253984,1.0,122358.90530418615,0.0,221793.6001253984,613984500.0,122358.90530418615,21249.51527855849,1.0,1060000,-1553609.5
370800.9694209907,10,80,10,304.15128,328403.3251053559,0.0,189414.6135234847,1258.1207,328403.32510535594,-8.958817,80,370800.9694209907,328403.3251053559,1.0,50157.37584462891,0.0,328403.32510535594,607415040.0,50157.37584462891,189414.6135234847,1.0,1072000,-1553489.9
341502.3496319111,10,81,10,313.12207,177464.10495662695,0.0,-17.804854167220807,1171.133,177464.1049566269,-4.2812896,81,341502.3496319111,177464.10495662695,0.9,131908.37014103596,0.0,177464.1049566269,602250500.0,131908.37014103596,-17.804854167220807,0.9,1084000,-1556699.9
341969.0616859506,10,82,10,312.7738,250384.59914491628,0.0,43818.427050257385,1327.4696,250384.59914491628,5.354837,82,341969.0616859506,250384.59914491628,1.0,102143.30948924685,0.0,250384.59914491628,594876300.0,102143.30948924685,43818.427050257385,1.0,1096000,-1554048.4
349221.32818570937,10,83,10,312.94305,234620.76932328692,0.0,54788.71965306874,1637.449,234620.76932328692,-3.6250048,83,349221.32818570937,234620.76932328692,1.0,106678.92624695455,0.0,234620.76932328692,618866200.0,106678.92624695455,54788.71965306874,1.0,1108000,-1551006.4
360951.90587764897,10,84,10,314.17563,300090.309893501,0.0,-17.18576911609242,1699.3793,300090.309893501,-2.427938,84,360951.90587764897,300090.309893501,0.9,100823.54940363874,0.0,300090.309893501,625133700.0,100823.54940363874,-17.18576911609242,0.9,1120000,-1558192.9
374265.8062213785,10,85,10,308.48206,202399.51947917414,0.0,8011.77682444832,1624.449,202399.5194791741,9.640604,85,374265.8062213785,202399.51947917414,1.0,143195.9492609637,0.0,202399.5194791741,636285630.0,143195.9492609637,8011.77682444832,1.0,1132000,-1561656.9
352441.2240354848,10,86,10,302.01862,149410.90645514283,0.0,4335.470171184301,1426.8888,149410.90645514283,4.073141,86,352441.2240354848,149410.90645514283,1.0,126325.82009833732,0.0,149410.90645514283,614181900.0,126325.82009833732,4335.470171184301,1.0,1144000,-1552352.5
351257.437428172,10,87,10,302.60983,226987.3597366285,0.0,-16.25590150790843,1444.4637,226987.3597366286,-5.708987,87,351257.437428172,226987.3597366285,0.8,125882.09549166674,0.0,226987.3597366286,592281500.0,125882.09549166674,-16.25590150790843,0.8,1156000,-1552588.0
367715.36432525556,10,88,10,302.12686,174334.6118469608,0.0,609.2254209335773,1541.7314,174334.61184696085,3.1910107,88,367715.36432525556,174334.6118469608,1.0,137485.14503517706,0.0,174334.61184696085,596370940.0,137485.14503517706,609.2254209335773,1.0,1168000,-1545362.9
329333.04733313475,10,89,10,297.51447,145793.83977128955,0.0,2260.7293425344,4019.2632,145793.83977128964,7.1119337,89,329333.04733313475,145793.83977128955,1.0,124874.11127630706,0.0,145793.83977128964,591490200.0,124874.11127630706,2260.7293425344,1.0,1180000,-1544821.6
322996.16660182993,10,90,10,299.95395,110473.43655809989,0.0,-14.043760974144158,2760.0396,110473.43655809993,0.38367286,90,322996.16660182993,110473.43655809989,0.9,130801.21384994994,0.0,110473.43655809993,602992000.0,130801.21384994994,-14.043760974144158,0.9,1192000,-1549875.4
354522.3946510284,10,91,10,295.01117,213136.3615062918,0.0,11655.591214850794,2596.4714,213136.36150629172,-5.744366,91,354522.3946510284,213136.3615062918,1.0,155456.4265295335,0.0,213136.36150629172,595537600.0,155456.4265295335,11655.591214850794,1.0,1204000,-1555636.5
355104.67823744955,10,92,10,303.65326,229951.6676783272,0.0,-20.20178151411335,2009.6141,229951.6676783273,3.5123017,92,355104.67823744955,229951.6676783272,0.9,146755.11863184962,0.0,229951.6676783273,604598100.0,146755.11863184962,-20.20178151411335,0.9,1216000,-1573145.1
360720.5476436137,10,93,10,304.20486,231634.50358336372,0.0,36080.70699011715,2153.7825,231634.50358336378,-10.9404125,93,360720.5476436137,231634.50358336372,1.0,126083.33631654935,0.0,231634.50358336378,603098750.0,126083.33631654935,36080.70699011715,1.0,1228000,-1576973.6
363638.749670249,10,94,10,309.08087,238774.2526470229,0.0,13858.251620411469,2152.05,238774.252647023,2.9520426,94,363638.749670249,238774.2526470229,1.0,132310.1547161804,0.0,238774.252647023,606724540.0,132310.1547161804,13858.251620411469,1.0,1240000,-1577849.1
