GaussianMLPPolicy/KLAfter,Average/AverageDiscountedReturn,Average/AverageReturn,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossBefore,MetaTest/Average/SuccessRate,push-v1/MinReturn,GaussianMLPPolicy/LossAfter,push-v1/MaxReturn,MetaTest/Average/TerminationRate,GaussianMLPPolicy/dLoss,MetaTest/Average/MinReturn,push-v1/AverageReturn,Average/MaxReturn,Average/StdReturn,MetaTest/push-v1/Iteration,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,Average/NumEpisodes,push-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/push-v1/AverageReturn,push-v1/TerminationRate,MetaTest/push-v1/NumEpisodes,push-v1/NumEpisodes,Average/SuccessRate,MetaTest/Average/MaxReturn,Average/MinReturn,MetaTest/Average/AverageReturn,GaussianMLPPolicy/KLBefore,Iteration,push-v1/Iteration,MetaTest/push-v1/MinReturn,Average/Iteration,MetaTest/push-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,Average/TerminationRate,push-v1/SuccessRate,push-v1/StdReturn,MetaTest/push-v1/TerminationRate
3.636191468103789e-05,2089.019192357435,7644.119956479402,5.556371688842773,1.647237468205276e-06,,-23.72339445685766,1.5957164123392431e-06,112273.90385380993,,5.152105586603284e-08,,7644.119956479402,112273.90385380993,14982.242377189094,,,,,,200,2089.019192357435,1520000,,0.0,,200,0.055,,-23.72339445685766,,0.0,18,18,,18,,,,,0.0,0.055,14982.242377189094,
2.670127469173167e-05,1765.8490497139242,6960.211712489982,5.556075572967529,-1.4404341186491365e-07,,-21.06912657015675,-1.8185637884471362e-07,120758.2369093377,,3.781296697979997e-08,,6960.211712489982,120758.2369093377,14289.154641852101,,,,,,200,1765.8490497139242,1600000,,0.0,,200,0.065,,-21.06912657015675,,0.0,19,19,,19,,,,,0.0,0.065,14289.154641852101,
8.025103306863457e-05,1802.0716901132923,6342.594076219185,5.5527191162109375,-3.633980668382719e-06,0.04,-22.143558785699586,-3.747663868125528e-06,75586.28144889853,0.0,1.1368319974280894e-07,-20.293580965825853,6342.594076219185,75586.28144889853,11825.481543570813,2,83151.32932157662,10691.558556865304,10691.558556865304,15048.633172260246,200,1802.0716901132923,1680000,10691.558556865304,0.0,50,200,0.055,83151.32932157662,-22.143558785699586,10691.558556865304,0.0,20,20,-20.293580965825853,20,0.04,50,2,15048.633172260246,0.0,0.055,11825.481543570813,0.0
5.9709396737162024e-05,1946.4955083551902,7331.964295082447,5.541290760040283,-8.279292160295881e-06,,-37.080203636429204,-8.363974302483257e-06,78781.77557231596,,8.468214218737558e-08,,7331.964295082447,78781.77557231596,14695.088355175541,,,,,,200,1946.4955083551902,1760000,,0.0,,200,0.07,,-37.080203636429204,,0.0,21,21,,21,,,,,0.0,0.07,14695.088355175541,
1.0694964657886885e-05,2336.9984836999533,8700.427984177259,5.538666248321533,-2.5578706299711484e-06,,-26.83754660439191,-2.5729971184773603e-06,81396.27610343508,,1.51264885062119e-08,,8700.427984177259,81396.27610343508,14521.115604862887,,,,,,200,2336.9984836999533,1840000,,0.0,,200,0.11,,-26.83754660439191,,0.0,22,22,,22,,,,,0.0,0.11,14521.115604862887,
8.425290616287384e-06,2149.580299135122,7927.662122740671,5.537353515625,-3.3719879866112024e-06,,-24.741696723631428,-3.3838962281151908e-06,119430.19992390819,,1.1908241503988393e-08,,7927.662122740671,119430.19992390819,17699.6279661383,,,,,,200,2149.580299135122,1920000,,0.0,,200,0.07,,-24.741696723631428,,0.0,23,23,,23,,,,,0.0,0.07,17699.6279661383,
4.044918023282662e-05,1576.410688642762,5748.277052254714,5.536681652069092,-6.579990667887614e-07,,-28.787928590508226,-7.152139005484059e-07,175750.25490936148,,5.7214833759644534e-08,,5748.277052254714,175750.25490936148,14972.104420958329,,,,,,200,1576.410688642762,2000000,,0.0,,200,0.045,,-28.787928590508226,,0.0,24,24,,24,,,,,0.0,0.045,14972.104420958329,
7.253714102262165e-06,2042.4513195621357,7469.133161279648,5.539225101470947,2.5818590074777603e-06,,-22.630803339778687,2.5716017262311652e-06,99015.2095231248,,1.0257281246595085e-08,,7469.133161279648,99015.2095231248,14794.313890362446,,,,,,200,2042.4513195621357,2080000,,0.0,,200,0.095,,-22.630803339778687,,0.0,25,25,,25,,,,,0.0,0.095,14794.313890362446,
5.699249595636502e-05,2078.2229328855547,7846.436600993856,5.545287609100342,5.198174221732188e-06,,-33.73931605584554,5.117534328746842e-06,112177.95658031409,,8.06398929853458e-08,,7846.436600993856,112177.95658031409,15471.815660851145,,,,,,200,2078.2229328855547,2160000,,0.0,,200,0.075,,-33.73931605584554,,0.0,26,26,,26,,,,,0.0,0.075,15471.815660851145,
6.052923345123418e-05,1192.3902868748617,4382.813798427663,5.5323591232299805,-9.001962098409422e-06,,-28.142179839084353,-9.087852049560752e-06,98795.14799497397,,8.588995115133002e-08,,4382.813798427663,98795.14799497397,10695.541601087938,,,,,,200,1192.3902868748617,2240000,,0.0,,200,0.04,,-28.142179839084353,,0.0,27,27,,27,,,,,0.0,0.04,10695.541601087938,
2.512175342417322e-05,1999.6689949888141,7139.7208921946085,5.534222602844238,3.2949806154647376e-06,,-48.00933758301789,3.259446430092794e-06,65423.006831261555,,3.553418537194375e-08,,7139.7208921946085,65423.006831261555,11592.689069501514,,,,,,200,1999.6689949888141,2320000,,0.0,,200,0.055,,-48.00933758301789,,0.0,28,28,,28,,,,,0.0,0.055,11592.689069501514,
1.3726586075790692e-05,1827.4326079467478,6513.804258002119,5.533576011657715,-1.7806451069191098e-06,,-25.095846105603034,-1.7999842611970962e-06,78891.56430993568,,1.933915427798638e-08,,6513.804258002119,78891.56430993568,12348.967554404302,,,,,,200,1827.4326079467478,2400000,,0.0,,200,0.05,,-25.095846105603034,,0.0,29,29,,29,,,,,0.0,0.05,12348.967554404302,
1.4132511751085985e-05,2443.0689214092517,8815.123368321434,5.531769275665283,-2.476099780324148e-06,0.04,-45.48153318820864,-2.4960722839750815e-06,104551.8834759717,0.0,1.9972503650933504e-08,-22.778077251038702,8815.123368321434,104551.8834759717,17238.365393582826,3,55972.71517957188,9141.451433500471,9141.451433500471,12255.840713151112,200,2443.0689214092517,2480000,9141.451433500468,0.0,50,200,0.08,55972.71517957188,-45.48153318820864,9141.451433500468,0.0,30,30,-22.778077251038702,30,0.04,50,3,12255.840713151112,0.0,0.08,17238.365393582826,0.0
2.7263613446848467e-05,2138.455663208033,7671.2151186122255,5.527827262878418,-3.6371870919538196e-06,,-36.23909160644807,-3.675718062368105e-06,133122.0263015564,,3.853097041428555e-08,,7671.2151186122255,133122.0263015564,14631.727542608813,,,,,,200,2138.455663208033,2560000,,0.0,,200,0.065,,-36.23909160644807,,0.0,31,31,,31,,,,,0.0,0.065,14631.727542608813,
5.7331832067575306e-05,1960.0237359187552,7166.860998488793,5.5348310470581055,5.210763447394129e-06,,-21.910866062971575,5.129507371748332e-06,122191.31818726976,,8.125607564579695e-08,,7166.860998488793,122191.31818726976,15667.73191957202,,,,,,200,1960.0237359187552,2640000,,0.0,,200,0.055,,-21.910866062971575,,0.0,32,32,,32,,,,,0.0,0.055,15667.73191957202,
0.00011302588973194361,2294.291324492941,7883.555438716672,5.5314788818359375,-2.956639264084515e-06,,-21.718651436004958,-3.117362666671397e-06,104402.78462897666,,1.60723402586882e-07,,7883.555438716672,104402.78462897666,16604.55299774338,,,,,,200,2294.291324492941,2720000,,0.0,,200,0.065,,-21.718651436004958,,0.0,33,33,,33,,,,,0.0,0.065,16604.55299774338,
2.5617071514716372e-05,1808.1866599706439,6540.149602965622,5.534899711608887,3.87638965548831e-06,,-32.95276483299513,3.8401371966756415e-06,73520.96108033192,,3.625245881266892e-08,,6540.149602965622,73520.96108033192,11416.656572438535,,,,,,200,1808.1866599706439,2800000,,0.0,,200,0.065,,-32.95276483299513,,0.0,34,34,,34,,,,,0.0,0.065,11416.656572438535,
2.9226148399175145e-05,1951.7469691007439,7321.368060241686,5.52795934677124,-5.190288447920466e-06,,-45.605065999453494,-5.231678187556099e-06,118284.89401479192,,4.1389739635633305e-08,,7321.368060241686,118284.89401479192,14674.939636103409,,,,,,200,1951.7469691007439,2880000,,0.0,,200,0.075,,-45.605065999453494,,0.0,35,35,,35,,,,,0.0,0.075,14674.939636103409,
7.998698856681585e-05,2163.9841475670355,7956.215940202924,5.519490718841553,-7.889076186984312e-06,,-24.919647006999295,-8.002346476132516e-06,84443.44809007781,,1.1327028914820403e-07,,7956.215940202924,84443.44809007781,14277.21326607591,,,,,,200,2163.9841475670355,2960000,,0.0,,200,0.065,,-24.919647006999295,,0.0,36,36,,36,,,,,0.0,0.065,14277.21326607591,
9.044260877999477e-06,2572.2791896402323,9428.91052054406,5.518555641174316,-1.6133435565279797e-06,,-30.360666898496735,-1.6261361679426045e-06,88953.72753151561,,1.2792611414624844e-08,,9428.91052054406,88953.72753151561,16261.481708203282,,,,,,200,2572.2791896402323,3040000,,0.0,,200,0.085,,-30.360666898496735,,0.0,37,37,,37,,,,,0.0,0.085,16261.481708203282,
0.00013948164996691048,2442.068955643842,9108.68082923623,5.518872261047363,3.356977629209723e-07,,-23.777878861634374,1.371702467167779e-07,190020.60151307817,,1.985275162041944e-07,,9108.68082923623,190020.60151307817,20719.474379537656,,,,,,200,2442.068955643842,3120000,,0.0,,200,0.09,,-23.777878861634374,,0.0,38,38,,38,,,,,0.0,0.09,20719.474379537656,
0.003308583050966263,1491.4479483545695,5199.885073428594,5.5209808349609375,1.7829727312346222e-06,,-24.98625134510042,-3.426086095714709e-06,65399.59337658839,,5.209058826949331e-06,,5199.885073428594,65399.59337658839,10248.391816145742,,,,,,200,1491.4479483545695,3200000,,0.0,,200,0.025,,-24.98625134510042,,0.0,39,39,,39,,,,,0.0,0.025,10248.391816145742,
2.30747573368717e-05,2779.88361136379,9915.380901840801,5.521394729614258,4.189735136606032e-07,0.14,-22.280741369124826,3.8637881516478956e-07,168696.68250775972,0.0,3.2594698495813645e-08,-23.94989207782991,9915.380901840801,168696.68250775972,19150.44194957502,4,47584.698806537934,8372.875348973434,8372.875348973434,11100.143265190693,200,2779.88361136379,3280000,8372.875348973434,0.0,50,200,0.1,47584.698806537934,-22.280741369124826,8372.875348973434,0.0,40,40,-23.94989207782991,40,0.14,50,4,11100.143265190693,0.0,0.1,19150.44194957502,0.0
8.948803042585496e-06,2789.048802318409,10274.821662316343,5.521178722381592,-6.946237931515498e-07,,-31.447541551023004,-7.07267190591665e-07,141639.07736682286,,1.2643397440115223e-08,,10274.821662316343,141639.07736682286,19651.77998310736,,,,,,200,2789.048802318409,3360000,,0.0,,200,0.085,,-31.447541551023004,,0.0,41,41,,41,,,,,0.0,0.085,19651.77998310736,
4.047462425660342e-05,2677.7820450952718,9587.287069553815,5.5124030113220215,-6.393805051629897e-06,,-48.032310568027754,-6.4512614699197e-06,123975.80113987683,,5.745641828980297e-08,,9587.287069553815,123975.80113987683,19593.515831133875,,,,,,200,2677.7820450952718,3440000,,0.0,,200,0.115,,-48.032310568027754,,0.0,42,42,,42,,,,,0.0,0.115,19593.515831133875,
1.8022023141384125e-05,2649.379268239947,9115.345100784354,5.5146589279174805,2.4505316105205566e-06,,-30.705329994911356,2.4250191472674487e-06,88938.40077113328,,2.5512463253107853e-08,,9115.345100784354,88938.40077113328,14093.656128120077,,,,,,200,2649.379268239947,3520000,,0.0,,200,0.08,,-30.705329994911356,,0.0,43,43,,43,,,,,0.0,0.08,14093.656128120077,
3.596273745642975e-05,2192.584551526168,8211.342972944141,5.507606029510498,-6.022875822964124e-06,,-41.58020596394281,-6.073737949918723e-06,80073.60406663422,,5.086212695459835e-08,,8211.342972944141,80073.60406663422,13579.859970689107,,,,,,200,2192.584551526168,3600000,,0.0,,200,0.055,,-41.58020596394281,,0.0,44,44,,44,,,,,0.0,0.055,13579.859970689107,
8.128375338856131e-05,2689.9689308678962,9468.884392631931,5.494149208068848,-9.360943295178004e-06,,-37.221809202052704,-9.47640546655748e-06,149267.12093346816,,1.1546217137947679e-07,,9468.884392631931,149267.12093346816,22238.86768004782,,,,,,200,2689.9689308678962,3680000,,0.0,,200,0.075,,-37.221809202052704,,0.0,45,45,,45,,,,,0.0,0.075,22238.86768004782,
7.571535206807312e-06,3141.4382041401427,10890.5921259154,5.494394302368164,7.966982593643479e-07,,-25.59217698922027,7.859931656639674e-07,112137.22350650858,,1.070509370038053e-08,,10890.5921259154,112137.22350650858,16222.343281040761,,,,,,200,3141.4382041401427,3760000,,0.0,,200,0.095,,-25.59217698922027,,0.0,46,46,,46,,,,,0.0,0.095,16222.343281040761,
1.018176681100158e-05,2311.635179415157,8580.674138367967,5.495780944824219,3.2569926133874105e-06,,-21.31429122644951,3.242610091547249e-06,88828.36170245206,,1.4382521840161644e-08,,8580.674138367967,88828.36170245206,15285.259347635447,,,,,,200,2311.635179415157,3840000,,0.0,,200,0.065,,-21.31429122644951,,0.0,47,47,,47,,,,,0.0,0.065,15285.259347635447,
3.989460674347356e-05,3018.181007737535,10791.087438911369,5.487086772918701,-7.133067356335232e-06,,-24.40352985242595,-7.189561529230559e-06,156308.3899757224,,5.649417289532721e-08,,10791.087438911369,156308.3899757224,20473.812813003617,,,,,,200,3018.181007737535,3920000,,0.0,,200,0.095,,-24.40352985242595,,0.0,48,48,,48,,,,,0.0,0.095,20473.812813003617,
0.000691045424900949,1830.1117445963757,6512.817357995359,5.477141380310059,-7.720584108028561e-06,,-58.90725529066382,-8.759969205129892e-06,64741.58361586221,,1.0393850971013308e-06,,6512.817357995359,64741.58361586221,11340.719843414998,,,,,,200,1830.1117445963757,4000000,,0.0,,200,0.045,,-58.90725529066382,,0.0,49,49,,49,,,,,0.0,0.045,11340.719843414998,
3.490135713946074e-05,2425.629231967093,8945.626128938151,5.476659297943115,-4.627192424777604e-07,0.1,-26.52338911879125,-5.121473805047572e-07,104789.77423474587,0.0,4.942813802699675e-08,-18.911747625479077,8945.626128938151,104789.77423474587,15663.444831457186,5,89166.28498631892,12251.095231388266,12251.095231388266,20242.959164010193,200,2425.629231967093,4080000,12251.095231388266,0.0,50,200,0.09,89166.28498631892,-26.52338911879125,12251.095231388266,0.0,50,50,-18.911747625479077,50,0.1,50,5,20242.959164010193,0.0,0.09,15663.444831457186,0.0
4.1344705095980316e-05,2426.31886145213,8530.399686604034,5.471565246582031,-4.9991240302915685e-06,,-31.099415948280818,-5.057622274762252e-06,82661.65512893403,,5.849824447068386e-08,,8530.399686604034,82661.65512893403,13761.18202385053,,,,,,200,2426.31886145213,4160000,,0.0,,200,0.09,,-31.099415948280818,,0.0,51,51,,51,,,,,0.0,0.09,13761.18202385053,
3.901519812643528e-05,2873.0103753002018,10524.69751490023,5.46642541885376,-4.832540980714839e-06,,-25.998940384566392,-4.887783688900527e-06,166645.44584827294,,5.524270818568766e-08,,10524.69751490023,166645.44584827294,22087.804865201146,,,,,,200,2873.0103753002018,4240000,,0.0,,200,0.085,,-25.998940384566392,,0.0,52,52,,52,,,,,0.0,0.085,22087.804865201146,
1.2567610610858537e-05,4247.91778986935,15782.009119244442,5.466599464416504,3.2410895300927223e-07,,-34.82008984768547,3.0634177505817206e-07,116079.42159067118,,1.7767177951100166e-08,,15782.009119244442,116079.42159067118,23534.521993368307,,,,,,200,4247.91778986935,4320000,,0.0,,200,0.155,,-34.82008984768547,,0.0,53,53,,53,,,,,0.0,0.155,23534.521993368307,
5.546888132812455e-06,2544.3031585680205,9125.824729283642,5.4668498039245605,8.459613809463917e-07,,-39.80329857313255,8.381218208342034e-07,139943.5200770711,,7.839560112188337e-09,,9125.824729283642,139943.5200770711,18224.47687855654,,,,,,200,2544.3031585680205,4400000,,0.0,,200,0.06,,-39.80329857313255,,0.0,54,54,,54,,,,,0.0,0.06,18224.47687855654,
3.6733513297804166e-06,2773.105594371493,9786.558138013363,5.466561794281006,-6.646740757787484e-07,,-38.570892272875454,-6.698232937196735e-07,161163.2498067618,,5.149217940925155e-09,,9786.558138013363,161163.2498067618,19963.367890543283,,,,,,200,2773.105594371493,4480000,,0.0,,200,0.075,,-38.570892272875454,,0.0,55,55,,55,,,,,0.0,0.075,19963.367890543283,
5.434702870843466e-06,2555.8558081177684,9706.106886096752,5.46452522277832,-3.998567080998328e-06,,-24.368769995660116,-4.006251856480958e-06,178174.11018258234,,7.684775482630357e-09,,9706.106886096752,178174.11018258234,18735.140344016967,,,,,,200,2555.8558081177684,4560000,,0.0,,200,0.085,,-24.368769995660116,,0.0,56,56,,56,,,,,0.0,0.085,18735.140344016967,
5.449098352983128e-06,3367.4215800550405,12095.522423548084,5.464315414428711,-8.145945571413904e-07,,-27.75384753891763,-8.222941687563434e-07,101868.35950806705,,7.699611614953028e-09,,12095.522423548084,101868.35950806705,18055.915056809354,,,,,,200,3367.4215800550405,4640000,,0.0,,200,0.14,,-27.75384753891763,,0.0,57,57,,57,,,,,0.0,0.14,18055.915056809354,
3.0043627702980302e-05,2276.7323257090975,8591.85417505378,5.468537330627441,4.097054898011265e-06,,-37.81708031101228,4.054575583722908e-06,72583.67082323386,,4.247931428835727e-08,,8591.85417505378,72583.67082323386,14110.610675112212,,,,,,200,2276.7323257090975,4720000,,0.0,,200,0.085,,-37.81708031101228,,0.0,58,58,,58,,,,,0.0,0.085,14110.610675112212,
1.0815706446010154e-05,4062.3348894567216,14718.935999376294,5.466527938842773,-2.3307741230382817e-06,,-32.25541061614001,-2.346054316149093e-06,125522.87982077518,,1.5280193110811524e-08,,14718.935999376294,125522.87982077518,21165.96458029047,,,,,,200,4062.3348894567216,4800000,,0.0,,200,0.195,,-32.25541061614001,,0.0,59,59,,59,,,,,0.0,0.195,21165.96458029047,
1.8919497961178422e-05,3591.144090968548,13057.380656568106,5.46281623840332,-3.980043857154669e-06,0.18,-20.21473280390553,-4.006808467238443e-06,130438.14797261907,0.0,2.6764610083773732e-08,-28.21883458428513,13057.380656568106,130438.14797261907,21904.032084700146,6,121816.09061325439,16986.877278715012,16986.877278715012,26231.311401787392,200,3591.144090968548,4880000,16986.877278715012,0.0,50,200,0.135,121816.09061325439,-20.21473280390553,16986.877278715012,0.0,60,60,-28.21883458428513,60,0.18,50,6,26231.311401787392,0.0,0.135,21904.032084700146,0.0
0.00010278097033733502,3191.501173518201,11081.656926336784,5.452744007110596,-8.79072740644915e-06,,-24.495699101751068,-8.936674021242652e-06,145358.4480135957,,1.459466147935018e-07,,11081.656926336784,145358.4480135957,20620.889354182225,,,,,,200,3191.501173518201,4960000,,0.0,,200,0.085,,-24.495699101751068,,0.0,61,61,,61,,,,,0.0,0.085,20620.889354182225,
5.762511591456132e-06,3305.70697703119,12103.172492945532,5.4521403312683105,-1.6873767663128092e-06,,-21.320305093650056,-1.695520381872484e-06,101977.4270838218,,8.1436155596748e-09,,12103.172492945532,101977.4270838218,18146.380169959517,,,,,,200,3305.70697703119,5040000,,0.0,,200,0.115,,-21.320305093650056,,0.0,62,62,,62,,,,,0.0,0.115,18146.380169959517,
