MetaTest/Average/MinReturn,policy/KLBefore,MetaTest/assembly-v1/Iteration,Average/MaxReturn,Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,assembly-v1/StdReturn,Average/StdReturn,Average/MinReturn,assembly-v1/MinReturn,Average/Iteration,Average/AverageReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/Average/TerminationRate,policy/dLoss,MetaTest/assembly-v1/TerminationRate,assembly-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,assembly-v1/NumEpisodes,MetaTest/assembly-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,assembly-v1/TerminationRate,assembly-v1/AverageDiscountedReturn,Average/TerminationRate,MetaTest/assembly-v1/SuccessRate,assembly-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/assembly-v1/StdReturn,Average/SuccessRate,MetaTest/Average/SuccessRate,policy/Entropy,MetaTest/Average/StdReturn,policy/LossBefore,assembly-v1/AverageReturn,assembly-v1/SuccessRate,MetaTest/assembly-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/assembly-v1/AverageReturn,Average/NumEpisodes,policy/KL,MetaTest/assembly-v1/NumEpisodes,policy/LossAfter,MetaTest/assembly-v1/MaxReturn
-32.01117419904561,0.0,1,-18.748246854411587,-10.784680343195596,-18.962297762250643,4.2333262527421,4.2333262527421,-37.749108882791965,-37.749108882791965,10,-26.956023239675023,-25.249110276365606,220000,0.0,-0.003192969,0.0,10,0.23286620506134892,100,-25.249110276365613,10,0.0,-10.784680343195596,0.0,0.0,-18.748246854411587,1,4.003773315224864,0.0,0.0,5.5503416,4.003773315224864,0.0024467225,-26.956023239675023,0.0,-32.01117419904561,-25.249110276365613,-25.249110276365606,100,0.011635051,10,0.0056396914,-18.962297762250643
,0.0,,-17.280302446874533,-10.833606521255321,,4.942631520881276,4.942631520881276,-42.33042565712237,-42.33042565712237,11,-26.08339050198421,,240000,,-0.0012978897,,11,0.24885773817058054,100,,,0.0,-10.833606521255321,0.0,,-17.280302446874533,,,0.0,,5.539185,,-0.0018688538,-26.08339050198421,0.0,,,,100,0.0039759497,,-0.00057096407,
,0.0,,-18.306632855879688,-10.40202111361637,,3.9554097736101514,3.9554097736101514,-36.32919383038033,-36.32919383038033,12,-25.568784749193945,,260000,,0.0005722693,,12,0.24250764795331547,100,,,0.0,-10.40202111361637,0.0,,-18.306632855879688,,,0.0,,5.5309067,,-0.004232261,-25.568784749193945,0.0,,,,100,0.010235581,,-0.00480453,
,0.0,,-15.637601346804576,-10.7608986272488,,5.175334673315149,5.175334673315149,-48.031917719264285,-48.031917719264285,13,-26.91076584463474,,280000,,0.0060547446,,13,0.2676524249488492,100,,,0.0,-10.7608986272488,0.0,,-15.637601346804576,,,0.0,,5.527433,,-0.004324174,-26.91076584463474,0.0,,,,100,0.008799672,,-0.010378919,
,0.0,,-10.88322300152711,-10.436303095713022,,4.77982090073231,4.77982090073231,-40.13723446676592,-40.13723446676592,14,-25.620398685498955,,300000,,0.003476686,,14,0.248168214396689,100,,,0.0,-10.436303095713022,0.0,,-10.88322300152711,,,0.0,,5.5248723,,-0.0011904754,-25.620398685498955,0.0,,,,100,0.0075972048,,-0.0046671615,
,0.0,,-17.157507576087358,-10.19081475930843,,3.9997908877901387,3.9997908877901387,-39.81371006260339,-39.81371006260339,15,-24.63856509857406,,320000,,0.00038905558,,15,0.2343837353709426,100,,,0.0,-10.19081475930843,0.0,,-17.157507576087358,,,0.0,,5.5134115,,-0.0028758163,-24.63856509857406,0.0,,,,100,0.008781397,,-0.003264872,
,0.0,,-18.21319002807335,-10.265847749240857,,4.1091206394743836,4.1091206394743836,-45.08342161876936,-45.08342161876936,16,-25.162100431426314,,340000,,-0.0010460174,,16,0.2704062910917019,100,,,0.0,-10.265847749240857,0.0,,-18.21319002807335,,,0.0,,5.494769,,0.00043231048,-25.162100431426314,0.0,,,,100,0.014164667,,0.0014783279,
,0.0,,-18.58426170604879,-10.286446379918987,,4.140312825339684,4.140312825339684,-36.19714480022671,-36.19714480022671,17,-25.29817221004929,,360000,,0.002500221,,17,0.23155047881744073,100,,,0.0,-10.286446379918987,0.0,,-18.58426170604879,,,0.0,,5.484749,,-0.002850951,-25.29817221004929,0.0,,,,100,0.014442721,,-0.005351172,
,0.0,,-17.381891581531885,-10.464148557449413,,4.806446840738444,4.806446840738444,-40.27047277406217,-40.27047277406217,18,-25.439557748763285,,380000,,-0.00033801264,,18,0.3037675680574785,100,,,0.0,-10.464148557449413,0.0,,-17.381891581531885,,,0.0,,5.4706883,,0.0006289948,-25.439557748763285,0.0,,,,100,0.014631717,,0.0009670074,
,0.0,,-16.38473688881047,-10.082446773462548,,4.170158549929549,4.170158549929549,-35.265875555490666,-35.265875555490666,19,-24.696490902170016,,400000,,-0.0016860573,,19,0.22016937843403794,100,,,0.0,-10.082446773462548,0.0,,-16.38473688881047,,,0.0,,5.4552526,,-0.0045581306,-24.696490902170016,0.0,,,,100,0.010603044,,-0.0028720733,
-26.977822866924875,0.0,2,-15.022345019608174,-9.962845859208587,-17.92745149126973,3.8531060679727704,3.8531060679727704,-40.91031094884204,-40.91031094884204,20,-23.774242790928497,-21.09866653177084,420000,0.0,-0.0047952924,0.0,20,0.26791140142254566,100,-21.098666531770842,10,0.0,-9.962845859208587,0.0,0.0,-15.022345019608174,2,2.5126776103833453,0.0,0.0,5.4341803,2.5126776103833453,0.004014436,-23.774242790928497,0.0,-26.977822866924875,-21.098666531770842,-21.09866653177084,100,0.0051826607,10,0.008809729,-17.92745149126973
,0.0,,-16.48667227249785,-9.756696283255426,,3.2406999455774845,3.2406999455774845,-33.09708716527089,-33.09708716527089,21,-23.45993844748265,,440000,,0.0002647409,,21,0.18506896630589165,100,,,0.0,-9.756696283255426,0.0,,-16.48667227249785,,,0.0,,5.4232183,,0.0008052721,-23.45993844748265,0.0,,,,100,0.006855708,,0.0005405312,
,0.0,,-17.85709846694475,-9.897604079264061,,3.2609376647802173,3.2609376647802173,-37.61482980805366,-37.61482980805366,22,-23.773524225451066,,460000,,0.0033240365,,22,0.24555015089111176,100,,,0.0,-9.897604079264061,0.0,,-17.85709846694475,,,0.0,,5.416929,,-0.0027793846,-23.773524225451066,0.0,,,,100,0.0107743135,,-0.006103421,
,0.0,,-18.1512235495316,-9.816095026696399,,3.9305809524449065,3.9305809524449065,-37.831330327747615,-37.831330327747615,23,-23.97517580467736,,480000,,0.0004405221,,23,0.26249997088694976,100,,,0.0,-9.816095026696399,0.0,,-18.1512235495316,,,0.0,,5.4052205,,-0.0037210854,-23.97517580467736,0.0,,,,100,0.011377877,,-0.0041616075,
,0.0,,-17.508635055761886,-9.703815188962952,,2.9991457804140964,2.9991457804140964,-31.781340604963034,-31.781340604963034,24,-23.181347061732527,,500000,,-0.00152807,,24,0.16383030916890584,100,,,0.0,-9.703815188962952,0.0,,-17.508635055761886,,,0.0,,5.395391,,-0.0023736632,-23.181347061732527,0.0,,,,100,0.0047134734,,-0.0008455933,
,0.0,,-14.819122208008825,-9.437398958581843,,3.066850660120392,3.066850660120392,-30.946420036505433,-30.946420036505433,25,-22.452096151202568,,520000,,-0.0013233642,,25,0.18642894144790045,100,,,0.0,-9.437398958581843,0.0,,-14.819122208008825,,,0.0,,5.381379,,-0.0010023536,-22.452096151202568,0.0,,,,100,0.0051797912,,0.0003210106,
,0.0,,-15.852784539391427,-9.296762278315967,,3.824999416449305,3.824999416449305,-34.25238346356478,-34.25238346356478,26,-22.80375145252063,,540000,,-0.00071175373,,26,0.2231516222987734,100,,,0.0,-9.296762278315967,0.0,,-15.852784539391427,,,0.0,,5.366506,,0.002007782,-22.80375145252063,0.0,,,,100,0.0034262955,,0.0027195357,
,0.0,,-16.543300116805362,-9.452754425207107,,3.75663964778729,3.75663964778729,-32.7306971864448,-32.7306971864448,27,-23.118507980220343,,560000,,-0.00017907261,,27,0.22701187698578362,100,,,0.0,-9.452754425207107,0.0,,-16.543300116805362,,,0.0,,5.3539176,,0.00078455504,-23.118507980220343,0.0,,,,100,0.011759621,,0.00096362765,
,0.0,,-16.853534070625834,-9.479744290145442,,3.1217271690530777,3.1217271690530777,-35.904742445941835,-35.904742445941835,28,-22.368914163441005,,580000,,0.0032609245,,28,0.2776388761077345,100,,,0.0,-9.479744290145442,0.0,,-16.853534070625834,,,0.0,,5.3444114,,0.0009613533,-22.368914163441005,0.0,,,,100,0.010834395,,-0.0022995712,
,0.0,,-15.862104177464404,-9.400902103406544,,3.7301384540812585,3.7301384540812585,-35.03471685841234,-35.03471685841234,29,-22.672968954654706,,600000,,-0.0017664002,,29,0.24885742085360052,100,,,0.0,-9.400902103406544,0.0,,-15.862104177464404,,,0.0,,5.3264723,,-0.00209953,-22.672968954654706,0.0,,,,100,0.009157263,,-0.0003331299,
-28.447220753059856,0.0,3,-14.520753191981813,-9.410247841249033,-15.55641771883759,3.017116684869033,3.017116684869033,-31.872639756889864,-31.872639756889864,30,-22.270322782545037,-21.23410823489859,620000,0.0,-0.0052050175,0.0,30,0.19704756335766693,100,-21.23410823489859,10,0.0,-9.410247841249033,0.0,0.0,-14.520753191981813,3,3.4332189095444585,0.0,0.0,5.3021803,3.4332189095444585,0.0005281382,-22.270322782545037,0.0,-28.447220753059856,-21.23410823489859,-21.23410823489859,100,0.0096587045,10,0.0057331556,-15.55641771883759
,0.0,,-15.301754175372,-9.237199646043235,,3.8088252052560247,3.8088252052560247,-32.148721521689886,-32.148721521689886,31,-22.47353491027228,,640000,,-0.0036730713,,31,0.21445434550353082,100,,,0.0,-9.237199646043235,0.0,,-15.301754175372,,,0.0,,5.2793055,,-0.000526532,-22.47353491027228,0.0,,,,100,0.006353236,,0.0031465392,
,0.0,,-15.42789720453081,-8.837103535274352,,3.6033305995113087,3.6033305995113087,-36.21585066809247,-36.21585066809247,32,-21.101178351621048,,660000,,-0.0033790062,,32,0.28262146388555387,100,,,0.0,-8.837103535274352,0.0,,-15.42789720453081,,,0.0,,5.255195,,-0.0014915924,-21.101178351621048,0.0,,,,100,0.011874144,,0.0018874138,
,0.0,,-13.688529990087329,-8.879724418704786,,3.7228268277411485,3.7228268277411485,-36.14783879516475,-36.14783879516475,33,-21.83409161410944,,680000,,-0.0044389367,,33,0.29506042695854384,100,,,0.0,-8.879724418704786,0.0,,-13.688529990087329,,,0.0,,5.230472,,-0.0008432968,-21.83409161410944,0.0,,,,100,0.011182396,,0.0035956397,
,0.0,,-14.763852197809817,-8.918599185226498,,2.5323315588802506,2.5323315588802506,-28.168484402109062,-28.168484402109062,34,-20.801575619796626,,700000,,-0.0016362484,,34,0.19958091314256854,100,,,0.0,-8.918599185226498,0.0,,-14.763852197809817,,,0.0,,5.216767,,-0.0011998726,-20.801575619796626,0.0,,,,100,0.009712328,,0.00043637582,
,0.0,,-15.889275711106201,-8.846310062508993,,3.045327700086083,3.045327700086083,-32.62217779995119,-32.62217779995119,35,-21.579126944407975,,720000,,0.0029095588,,35,0.26090022825126236,100,,,0.0,-8.846310062508993,0.0,,-15.889275711106201,,,0.0,,5.2082906,,-0.0003164902,-21.579126944407975,0.0,,,,100,0.0104253655,,-0.003226049,
,0.0,,-14.681514894351832,-8.689453807708679,,2.615377692327506,2.615377692327506,-27.620254086241186,-27.620254086241186,36,-20.24264276699862,,740000,,-0.0012787615,,36,0.18239292155365894,100,,,0.0,-8.689453807708679,0.0,,-14.681514894351832,,,0.0,,5.193303,,0.0014322891,-20.24264276699862,0.0,,,,100,0.0122948475,,0.0027110507,
,0.0,,-15.467433406353361,-8.809702812710995,,3.5931065830861657,3.5931065830861657,-31.985746143876128,-31.985746143876128,37,-21.672957825449153,,760000,,-0.00071522035,,37,0.3277070536043877,100,,,0.0,-8.809702812710995,0.0,,-15.467433406353361,,,0.0,,5.1708803,,-0.005219459,-21.672957825449153,0.0,,,,100,0.014174772,,-0.0045042387,
,0.0,,-13.904341154192279,-8.456768078832688,,2.5038543505322304,2.5038543505322304,-25.547741105329354,-25.547741105329354,38,-19.805092064480533,,780000,,-0.0023976332,,38,0.18114002194027823,100,,,0.0,-8.456768078832688,0.0,,-13.904341154192279,,,0.0,,5.157216,,-1.4645386e-05,-19.805092064480533,0.0,,,,100,0.0076629105,,0.0023829879,
,0.0,,-16.178218418124803,-8.681506734527623,,2.827153528838262,2.827153528838262,-28.378255949765705,-28.378255949765705,39,-21.085144499785432,,800000,,0.0011004406,,39,0.2533095324186354,100,,,0.0,-8.681506734527623,0.0,,-16.178218418124803,,,0.0,,5.146226,,-0.0011079485,-21.085144499785432,0.0,,,,100,0.01549372,,-0.002208389,
-20.747600603074616,0.0,4,-13.993441212440434,-8.827141641158216,-16.365130764195417,2.769032643125796,2.769032643125796,-27.73126708326772,-27.73126708326772,40,-20.506855019079918,-18.630386375308277,820000,0.0,-4.1076448e-05,0.0,40,0.267447541244869,100,-18.630386375308273,10,0.0,-8.827141641158216,0.0,0.0,-13.993441212440434,4,1.3108062637009692,0.0,0.0,5.1353426,1.3108062637009692,0.0045379875,-20.506855019079918,0.0,-20.747600603074616,-18.630386375308273,-18.630386375308277,100,0.016235327,10,0.004579064,-16.365130764195417
,0.0,,-13.557689741191842,-8.359683539744012,,3.2446614653114962,3.2446614653114962,-31.49043105226967,-31.49043105226967,41,-19.91421372262201,,840000,,0.0009381058,,41,0.3001510073521533,100,,,0.0,-8.359683539744012,0.0,,-13.557689741191842,,,0.0,,5.122784,,0.0010243393,-19.91421372262201,0.0,,,,100,0.012919336,,8.623352e-05,
,0.0,,-15.304535410469926,-8.506779960635786,,2.353569246482572,2.353569246482572,-25.57291452115727,-25.57291452115727,42,-19.675166966348954,,860000,,-0.0022885972,,42,0.17179674389174737,100,,,0.0,-8.506779960635786,0.0,,-15.304535410469926,,,0.0,,5.1075335,,-0.0017394524,-19.675166966348954,0.0,,,,100,0.0149608655,,0.00054914475,
,0.0,,-16.166233645361043,-8.472801154285452,,2.870388508118446,2.870388508118446,-31.091108618132385,-31.091108618132385,43,-20.521620513639167,,880000,,-0.0028535891,,43,0.258308917651513,100,,,0.0,-8.472801154285452,0.0,,-16.166233645361043,,,0.0,,5.0859647,,-0.0012683677,-20.521620513639167,0.0,,,,100,0.0135949375,,0.0015852215,
,0.0,,-14.492610112090974,-8.650838723209093,,2.6525488532059924,2.6525488532059924,-25.55405554599514,-25.55405554599514,44,-19.94270793713062,,900000,,-0.0013618274,,44,0.2588456516640911,100,,,0.0,-8.650838723209093,0.0,,-14.492610112090974,,,0.0,,5.0697584,,0.000775312,-19.94270793713062,0.0,,,,100,0.016947927,,0.0021371394,
,0.0,,-14.65317941016949,-8.569378100113061,,3.2286401249540364,3.2286401249540364,-29.328496441173446,-29.328496441173446,45,-20.55418290600975,,920000,,0.00016435853,,45,0.3335959851423267,100,,,0.0,-8.569378100113061,0.0,,-14.65317941016949,,,0.0,,5.0530677,,0.00036858063,-20.55418290600975,0.0,,,,100,0.015587756,,0.0002042221,
,0.0,,-13.603668987492918,-8.375688804680417,,2.598887191084226,2.598887191084226,-27.86390954117816,-27.86390954117816,46,-19.28530375022552,,940000,,0.00026456604,,46,0.2308230498470215,100,,,0.0,-8.375688804680417,0.0,,-13.603668987492918,,,0.0,,5.0410542,,-0.00046430284,-19.28530375022552,0.0,,,,100,0.01900514,,-0.0007288689,
,0.0,,-15.219580643803836,-8.483065345654847,,3.4729079724038123,3.4729079724038123,-32.11240108891621,-32.11240108891621,47,-21.133160112858935,,960000,,0.0006406242,,47,0.38723751333358747,100,,,0.0,-8.483065345654847,0.0,,-15.219580643803836,,,0.0,,5.0247793,,0.0017541797,-21.133160112858935,0.0,,,,100,0.018645437,,0.0011135555,
,0.0,,-14.405245942153963,-8.465436085812321,,2.428733233373143,2.428733233373143,-24.48280828185993,-24.48280828185993,48,-19.48057568341089,,980000,,-0.0021950584,,48,0.24343368853304925,100,,,0.0,-8.465436085812321,0.0,,-14.405245942153963,,,0.0,,5.0060472,,-0.0015128436,-19.48057568341089,0.0,,,,100,0.022306228,,0.00068221474,
,0.0,,-14.53168543107537,-8.88347784072399,,4.302043171158636,4.302043171158636,-33.02507477344352,-33.02507477344352,49,-22.45676335683077,,1000000,,-0.0043812315,,49,0.3638067463282675,100,,,0.0,-8.88347784072399,0.0,,-14.53168543107537,,,0.0,,4.9897494,,0.0066090166,-22.45676335683077,0.0,,,,100,0.027766477,,0.010990248,
-24.993448463492243,0.0,5,-14.707880412600318,-8.517633400394578,-16.914029013054954,2.2483836548557803,2.2483836548557803,-26.48461389435742,-26.48461389435742,50,-19.58777430176417,-20.320618513730466,1020000,0.0,-0.0029916456,0.0,50,0.2213946714749505,100,-20.320618513730466,10,0.0,-8.517633400394578,0.0,0.0,-14.707880412600318,5,2.352919634223661,0.0,0.0,4.9704766,2.352919634223661,-0.000693116,-19.58777430176417,0.0,-24.993448463492243,-20.320618513730466,-20.320618513730466,100,0.0046730363,10,0.0022985297,-16.914029013054954
,0.0,,-14.28929788015721,-8.32529536138437,,2.744261969678601,2.744261969678601,-31.570140976062678,-31.570140976062678,51,-19.5011722027654,,1040000,,-0.0048133596,,51,0.2558560686898933,100,,,0.0,-8.32529536138437,0.0,,-14.28929788015721,,,0.0,,4.9463344,,-6.38092e-05,-19.5011722027654,0.0,,,,100,0.0058736815,,0.0047495505,
,0.0,,-13.655142175208338,-8.0657130874977,,2.506805300744054,2.506805300744054,-27.164929709157242,-27.164929709157242,52,-18.621767293498266,,1060000,,-0.004030492,,52,0.2650124831482671,100,,,0.0,-8.0657130874977,0.0,,-13.655142175208338,,,0.0,,4.927148,,-0.0010559906,-18.621767293498266,0.0,,,,100,0.013762591,,0.0029745013,
,0.0,,-12.543446028078346,-7.979573444040222,,2.551174566526678,2.551174566526678,-24.07121610373352,-24.07121610373352,53,-18.234383520002623,,1080000,,-0.002619519,,53,0.21425954725461194,100,,,0.0,-7.979573444040222,0.0,,-12.543446028078346,,,0.0,,4.903965,,0.0018013687,-18.234383520002623,0.0,,,,100,0.015996847,,0.0044208877,
,0.0,,-14.580571179797232,-7.628455183265638,,1.9392758057267603,1.9392758057267603,-25.183296003187525,-25.183296003187525,54,-17.87463691145756,,1100000,,-0.0047458834,,54,0.2651061024742195,100,,,0.0,-7.628455183265638,0.0,,-14.580571179797232,,,0.0,,4.879718,,0.0002408537,-17.87463691145756,0.0,,,,100,0.013547807,,0.004986737,
,0.0,,-13.143502176618334,-7.713366119783063,,2.459211222806399,2.459211222806399,-23.357098897697806,-23.357098897697806,55,-17.60428650442313,,1120000,,0.00035842322,,55,0.24872558182413296,100,,,0.0,-7.713366119783063,0.0,,-13.143502176618334,,,0.0,,4.863335,,0.001962302,-17.60428650442313,0.0,,,,100,0.013865476,,0.0016038788,
,0.0,,-13.895100337142699,-7.565159367287306,,2.170694983505706,2.170694983505706,-24.615019804663458,-24.615019804663458,56,-17.475085861944095,,1140000,,-0.0034585998,,56,0.28046034387867336,100,,,0.0,-7.565159367287306,0.0,,-13.895100337142699,,,0.0,,4.844712,,-0.00019322052,-17.475085861944095,0.0,,,,100,0.014406561,,0.0032653792,
,0.0,,-13.417231629644332,-7.67083024797127,,2.188484865926586,2.188484865926586,-23.494144131181876,-23.494144131181876,57,-17.280905266588807,,1160000,,-0.004467259,,57,0.25265322203684126,100,,,0.0,-7.67083024797127,0.0,,-13.417231629644332,,,0.0,,4.820133,,-0.0008354935,-17.280905266588807,0.0,,,,100,0.01017631,,0.0036317657,
,0.0,,-13.124988733310678,-7.289413052123648,,1.6533665704939136,1.6533665704939136,-21.893858988614305,-21.893858988614305,58,-16.55334808730676,,1180000,,-0.007425397,,58,0.23406988902081238,100,,,0.0,-7.289413052123648,0.0,,-13.124988733310678,,,0.0,,4.791774,,0.00061509816,-16.55334808730676,0.0,,,,100,0.011252019,,0.008040495,
,0.0,,-12.917203474686515,-7.193353795468901,,1.6299988890427348,1.6299988890427348,-22.21441124136631,-22.21441124136631,59,-16.024395890064156,,1200000,,-0.010186739,,59,0.22556451667875055,100,,,0.0,-7.193353795468901,0.0,,-12.917203474686515,,,0.0,,4.7639475,,-9.2548944e-05,-16.024395890064156,0.0,,,,100,0.024625832,,0.01009419,
-18.665892205785898,0.0,6,-13.586430875924293,-7.343839370001765,-14.60102874802797,1.4666342587298273,1.4666342587298273,-19.744648577019042,-19.744648577019042,60,-16.35145731755109,-16.23680360160817,1220000,0.0,-0.0071685975,0.0,60,0.30341546544571385,100,-16.23680360160817,10,0.0,-7.343839370001765,0.0,0.0,-13.586430875924293,6,1.2357975777010664,0.0,0.0,4.7362437,1.2357975777010664,0.0006357773,-16.35145731755109,0.0,-18.665892205785898,-16.23680360160817,-16.23680360160817,100,0.008819855,10,0.0078043747,-14.60102874802797
,0.0,,-13.539343870503863,-7.3847836350349105,,1.2652427018500456,1.2652427018500456,-19.657428755977907,-19.657428755977907,61,-16.210170501158597,,1240000,,-0.005047816,,61,0.22139298296561616,100,,,0.0,-7.3847836350349105,0.0,,-13.539343870503863,,,0.0,,4.7144623,,0.0007055532,-16.210170501158597,0.0,,,,100,0.0107534295,,0.005753369,
,0.0,,-12.953814040198766,-6.982025659558042,,1.1876191745908238,1.1876191745908238,-19.158335302590668,-19.158335302590668,62,-15.369210143777952,,1260000,,-0.0048890873,,62,0.22841004124002307,100,,,0.0,-6.982025659558042,0.0,,-12.953814040198766,,,0.0,,4.694108,,0.0005459671,-15.369210143777952,0.0,,,,100,0.013090169,,0.005435054,
,0.0,,-12.369433797594878,-6.809146627371556,,1.1711959528612619,1.1711959528612619,-19.04634573110137,-19.04634573110137,63,-14.89784240837897,,1280000,,-0.0065578977,,63,0.28039921238252286,100,,,0.0,-6.809146627371556,0.0,,-12.369433797594878,,,0.0,,4.6688223,,0.002153279,-14.89784240837897,0.0,,,,100,0.0070851953,,0.008711177,
,0.0,,-12.029290710552127,-6.720261635146983,,0.9692664296223196,0.9692664296223196,-16.852198355787788,-16.852198355787788,64,-14.618055739619852,,1300000,,-0.00861093,,64,0.2169928687241458,100,,,0.0,-6.720261635146983,0.0,,-12.029290710552127,,,0.0,,4.6446004,,0.0019383194,-14.618055739619852,0.0,,,,100,0.011440763,,0.01054925,
,0.0,,-12.376721828864605,-6.733632067554313,,0.9480941252288493,0.9480941252288493,-17.43248451060074,-17.43248451060074,65,-14.703301918341626,,1320000,,-0.0035864813,,65,0.3077085865959728,100,,,0.0,-6.733632067554313,0.0,,-12.376721828864605,,,0.0,,4.6297994,,0.001598847,-14.703301918341626,0.0,,,,100,0.0039328677,,0.0051853284,
