MetaTest/Average/StdReturn,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/door-close-v1/NumEpisodes,MetaTrain/Average/QfLoss,MetaTest/door-close-v1/AverageReturn,MetaTest/door-close-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/door-close-v1/Iteration,MetaTest/door-close-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/door-close-v1/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/door-close-v1/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/door-close-v1/TerminationRate
7.145819054397498,6.835805,224000,10,1.8759372,-44.327576330639985,0.0,10,0.0,-44.327576330639985,-44.327576330639985,0.0,-27.41777014009577,0,-27.41777014009577,-53.1705106339971,9.192283,-53.1705106339971,5.156418,7.145819054397498,0.7665686,-44.327576330639985,0,0.0
9.647438902535153,32.649242,248000,10,147.03912,-64.88878482716223,0.7,10,0.7,-64.88878482716223,-64.88878482716221,0.0,-49.8399068134102,1,-49.8399068134102,-80.91167989403627,37.25553,-80.91167989403627,2.9635377,9.647438902535153,0.4540438,-64.88878482716221,1,0.0
10.989934950213465,56.60694,272000,10,171.98369,-47.1487503845978,0.6,10,0.6,-47.1487503845978,-47.14875038459779,0.0,-33.603676202205364,2,-33.603676202205364,-66.63303459300643,9.475271,-66.63303459300643,1.3950819,10.989934950213465,0.27958515,-47.14875038459779,2,0.0
6.4243138943279074,2.9082274,296000,10,10519.172,-54.36064232575262,1.0,10,1.0,-54.36064232575262,-54.36064232575261,0.0,-43.149574204618204,3,-43.149574204618204,-64.01123165156443,37.802593,-64.01123165156443,-0.052562356,6.4243138943279074,0.21599911,-54.36064232575261,3,0.0
47.7197895789745,-1526.8749,320000,10,21389.652,-100.24663966905068,0.3,10,0.3,-100.24663966905068,-100.24663966905077,0.0,-49.76695210651584,4,-49.76695210651584,-152.44038042119962,67.84366,-152.44038042119962,-4.6306515,47.7197895789745,0.40469566,-100.24663966905077,4,0.0
5.789636922519072,-3880.5405,344000,10,43587.703,-47.04481385765888,0.1,10,0.1,-47.04481385765888,-47.04481385765887,0.0,-40.89106749632053,5,-40.89106749632053,-60.118311893380735,79.39943,-60.118311893380735,-6.4728694,5.789636922519072,0.7880763,-47.04481385765887,5,0.0
3.89930468812369,-4119.0522,368000,10,57206.637,-79.53277146109848,0.0,10,0.0,-79.53277146109848,-79.53277146109846,0.0,-74.1218446647748,6,-74.1218446647748,-87.80613521565128,227.8543,-87.80613521565128,-3.7648447,3.89930468812369,1.3213282,-79.53277146109846,6,0.0
11.266010277932084,-7014.8994,392000,10,88218.336,-47.91114539239504,0.2,10,0.2,-47.91114539239504,-47.91114539239504,0.0,-24.91242611564343,7,-24.91242611564343,-69.67806038940986,249.7674,-69.67806038940986,-7.418974,11.266010277932084,2.335854,-47.91114539239504,7,0.0
7.328568140701071,-7498.893,416000,10,104592.54,-47.82626791264933,0.1,10,0.1,-47.82626791264933,-47.8262679126493,0.0,-36.53299911291343,8,-36.53299911291343,-59.9429863713541,255.59584,-59.9429863713541,-4.9837527,7.328568140701071,4.0229588,-47.8262679126493,8,0.0
7.284392121391357,-7568.877,440000,10,157272.1,-44.862909963447066,0.1,10,0.1,-44.862909963447066,-44.86290996344707,0.0,-31.807105702698255,9,-31.807105702698255,-61.09676756394287,245.714,-61.09676756394287,-0.5700217,7.284392121391357,5.313717,-44.86290996344707,9,0.0
