MetaTest/reach-v1/MinReturn,MetaTest/reach-v1/SuccessRate,TotalEnvSteps,MetaTest/reach-v1/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTrain/Average/QfLoss,MetaTest/reach-v1/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/reach-v1/AverageReturn,MetaTest/reach-v1/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/reach-v1/TerminationRate,MetaTest/reach-v1/MaxReturn,MetaTest/reach-v1/Iteration
1399.4103140716147,0.0,158000,10,58453.24318429972,0.0,1684.4648,58453.243184299696,54830.17175066295,5054618.0,54830.17175066295,17.581568,138036.67759115234,-92957.28,58453.24318429972,58453.243184299696,-110.44152,17,0.0,10,1399.4103140716147,0.0,138036.67759115234,17
31688.320410520813,0.1,164000,10,51567.60948612382,0.0,1934.8942,51567.60948612382,15269.666259024232,6040187.0,15269.666259024232,20.69549,81343.56640653584,-103566.91,51567.60948612382,51567.60948612382,-127.62361,18,0.1,10,31688.320410520813,0.0,81343.56640653584,18
3221.3294974797313,0.0,170000,10,11341.398074082268,0.0,1654.0482,11341.398074082268,6253.266594815927,8193408.0,6253.266594815927,24.879793,20916.90562842888,-120533.82,11341.398074082268,11341.398074082268,-199.48283,19,0.0,10,3221.3294974797313,0.0,20916.90562842888,19
1277.9478326988171,0.0,176000,10,10106.319257753243,0.0,1496.088,10106.319257753237,14330.228554032936,7947512.5,14330.228554032936,30.05521,47016.807925756475,-126709.1,10106.319257753243,10106.319257753237,-253.21071,20,0.0,10,1277.9478326988171,0.0,47016.807925756475,20
1315.8093930032148,0.0,182000,10,29736.750031192867,0.0,1352.9731,29736.75003119288,37873.46109239473,8302278.5,37873.46109239473,35.933414,118016.82524703852,-143783.81,29736.750031192867,29736.75003119288,-299.46307,21,0.0,10,1315.8093930032148,0.0,118016.82524703852,21
1634.0155162227343,0.0,188000,10,24769.48966006022,0.0,1459.7844,24769.489660060208,36179.40035578947,9753815.0,36179.40035578947,42.528,122523.66024179505,-173691.11,24769.48966006022,24769.489660060208,-322.23,22,0.0,10,1634.0155162227343,0.0,122523.66024179505,22
2517.1918411490274,0.1,194000,10,58607.39521408646,0.0,2479.245,58607.39521408648,70234.99556191883,11765819.0,70234.99556191883,49.792435,244404.9059941729,-194847.88,58607.39521408646,58607.39521408648,-334.0383,23,0.1,10,2517.1918411490274,0.0,244404.9059941729,23
20830.348582752067,0.3,200000,10,72744.93137753815,0.0,11332.649,72744.93137753816,40658.67150813161,10373450.0,40658.67150813161,57.479,180464.12433165536,-205002.95,72744.93137753815,72744.93137753816,-275.4136,24,0.3,10,20830.348582752067,0.0,180464.12433165536,24
3973.3919677067365,0.0,206000,10,39341.377863047746,0.0,12643.653,39341.37786304776,23068.887204107235,9942859.0,23068.887204107235,64.11355,74440.60118925622,-196008.4,39341.377863047746,39341.37786304776,-185.4749,25,0.0,10,3973.3919677067365,0.0,74440.60118925622,25
34749.756934668265,0.3,212000,10,109792.73556019933,0.0,4521.699,109792.73556019933,48666.78258666031,9502177.0,48666.78258666031,71.29184,189259.4012929432,-229774.27,109792.73556019933,109792.73556019933,-186.89922,26,0.3,10,34749.756934668265,0.0,189259.4012929432,26
6018.0905058329345,0.3,218000,10,42296.042707034714,0.0,2645.3464,42296.04270703469,36145.6020178178,10149874.0,36145.6020178178,81.83053,134030.89600564304,-262869.3,42296.042707034714,42296.04270703469,-208.32005,27,0.3,10,6018.0905058329345,0.0,134030.89600564304,27
25573.363728856806,0.3,224000,10,107085.37276251832,0.0,2193.0105,107085.37276251832,61941.74513960128,9860865.0,61941.74513960128,92.07723,236220.45122684378,-254646.14,107085.37276251832,107085.37276251832,-128.39908,28,0.3,10,25573.363728856806,0.0,236220.45122684378,28
6831.800532630123,0.0,230000,10,55273.29485127246,0.0,3007.946,55273.29485127245,31205.3407302698,10919181.0,31205.3407302698,102.790955,94616.22234994164,-274576.38,55273.29485127246,55273.29485127245,-125.72971,29,0.0,10,6831.800532630123,0.0,94616.22234994164,29
21512.262979415933,0.1,236000,10,68832.25519943544,0.0,4605.002,68832.25519943547,48621.091859054955,11396549.0,48621.091859054955,113.19748,169486.62937039955,-287948.06,68832.25519943544,68832.25519943547,-69.43226,30,0.1,10,21512.262979415933,0.0,169486.62937039955,30
44970.45074565797,0.2,242000,10,62024.95879492619,0.0,3504.3884,62024.9587949262,13919.168547126103,11499233.0,13919.168547126103,120.09498,91951.12418120512,-319341.44,62024.95879492619,62024.9587949262,-42.898727,31,0.2,10,44970.45074565797,0.0,91951.12418120512,31
61052.82289560831,0.3,248000,10,90472.65915875784,0.0,2900.9165,90472.65915875782,39436.87497862091,11336314.0,39436.87497862091,125.078316,201246.59309209447,-329068.75,90472.65915875784,90472.65915875782,-5.077577,32,0.3,10,61052.82289560831,0.0,201246.59309209447,32
49646.978984039786,0.0,254000,10,65489.38085636215,0.0,2766.7886,65489.38085636216,15700.177687991612,12338330.0,15700.177687991612,125.675064,105849.13729529377,-312837.0,65489.38085636215,65489.38085636216,-5.7535534,33,0.0,10,49646.978984039786,0.0,105849.13729529377,33
42948.725044363775,0.1,260000,10,97126.84007485225,0.0,1519.0126,97126.84007485225,43419.68684863383,10855580.0,43419.68684863383,126.87328,190885.27656012532,-335730.56,97126.84007485225,97126.84007485225,-1.0485246,34,0.1,10,42948.725044363775,0.0,190885.27656012532,34
38451.246003375665,0.2,266000,10,72070.34726989397,0.0,2201.9668,72070.34726989396,29419.713086701133,12352170.0,29419.713086701133,129.49678,137395.272123144,-368335.44,72070.34726989397,72070.34726989396,-14.543889,35,0.2,10,38451.246003375665,0.0,137395.272123144,35
42128.563329294084,0.2,272000,10,94404.08588667994,0.0,2304.9077,94404.08588667994,44891.3165904524,12181518.0,44891.3165904524,132.37248,157523.55878796751,-384264.5,94404.08588667994,94404.08588667994,-13.331028,36,0.2,10,42128.563329294084,0.0,157523.55878796751,36
12848.451621545133,0.2,278000,10,49469.88637881695,0.0,2094.5566,49469.88637881693,26117.880437648033,11277132.0,26117.880437648033,131.54384,89681.5603086169,-362259.53,49469.88637881695,49469.88637881693,16.24406,37,0.2,10,12848.451621545133,0.0,89681.5603086169,37
46048.507450913494,0.2,284000,10,80660.0120813842,0.0,1906.5892,80660.01208138422,38339.23516550607,12756566.0,38339.23516550607,134.49117,165654.1745721347,-377948.16,80660.0120813842,80660.01208138422,-42.33189,38,0.2,10,46048.507450913494,0.0,165654.1745721347,38
27257.360577852643,0.1,290000,10,57553.94505800161,0.0,1868.6808,57553.94505800163,40857.49104010019,12998345.0,40857.49104010019,141.13943,128993.10608914161,-383470.4,57553.94505800161,57553.94505800163,-28.510075,39,0.1,10,27257.360577852643,0.0,128993.10608914161,39
36805.00309911285,0.4,296000,10,98707.04607345394,0.0,2265.7954,98707.04607345397,62396.40939978953,14521213.0,62396.40939978953,155.8224,212864.22601095057,-421110.56,98707.04607345394,98707.04607345397,-123.87628,40,0.4,10,36805.00309911285,0.0,212864.22601095057,40
27982.806644554094,0.2,302000,10,73345.21709564744,0.0,3252.605,73345.21709564743,47182.611806452536,15854851.0,47182.611806452536,175.62256,182888.7040604627,-464857.22,73345.21709564744,73345.21709564743,-140.75266,41,0.2,10,27982.806644554094,0.0,182888.7040604627,41
2498.2454061290796,0.0,308000,10,23013.38961774987,0.0,3612.2734,23013.38961774986,16196.170241281077,16690156.0,16196.170241281077,198.10487,49847.754260226844,-475915.88,23013.38961774987,23013.38961774986,-152.03185,42,0.0,10,2498.2454061290796,0.0,49847.754260226844,42
20798.325019744236,0.0,314000,10,63720.45955568944,0.0,7774.406,63720.459555689435,33068.462864759524,17887224.0,33068.462864759524,205.53647,105809.43072492475,-468237.75,63720.45955568944,63720.459555689435,0.67241603,43,0.0,10,20798.325019744236,0.0,105809.43072492475,43
26037.01411946467,0.0,320000,10,50861.30510804585,0.0,5367.845,50861.30510804585,25702.649457359323,15788210.0,25702.649457359323,209.19603,113585.31820378512,-488701.75,50861.30510804585,50861.30510804585,16.39277,44,0.0,10,26037.01411946467,0.0,113585.31820378512,44
3297.2814873931106,0.0,326000,10,44720.30560303811,0.0,3712.2566,44720.30560303812,37566.598819882995,16143250.0,37566.598819882995,198.93274,147426.98321484053,-449934.38,44720.30560303811,44720.30560303812,88.1086,45,0.0,10,3297.2814873931106,0.0,147426.98321484053,45
16892.199670316586,0.2,332000,10,65548.68206565733,0.0,3274.8481,65548.68206565731,47548.475298626974,16604340.0,47548.475298626974,191.42625,162029.4833526987,-450396.53,65548.68206565733,65548.68206565731,14.1599,46,0.2,10,16892.199670316586,0.0,162029.4833526987,46
12079.872341610102,0.0,338000,10,60282.5874305143,0.0,4325.3086,60282.58743051429,41945.84140976605,19553464.0,41945.84140976605,201.34517,158086.69220658598,-474040.7,60282.5874305143,60282.58743051429,-113.2163,47,0.0,10,12079.872341610102,0.0,158086.69220658598,47
2955.7692232531413,0.0,344000,10,48487.23752879053,0.0,1916.261,48487.23752879053,39865.15524597113,16843278.0,39865.15524597113,207.81984,127149.86368292606,-448064.2,48487.23752879053,48487.23752879053,23.722357,48,0.0,10,2955.7692232531413,0.0,127149.86368292606,48
9201.480049931555,0.0,350000,10,25815.114248486847,0.0,1634.939,25815.114248486854,9566.87501459813,15769233.0,9566.87501459813,194.47897,39715.70674904343,-409310.6,25815.114248486847,25815.114248486854,105.60478,49,0.0,10,9201.480049931555,0.0,39715.70674904343,49
7311.738599843569,0.1,356000,10,58271.553666701344,0.0,2001.457,58271.553666701366,63245.0421036996,15222752.0,63245.0421036996,178.67197,237990.07147221686,-396713.03,58271.553666701344,58271.553666701366,119.66768,50,0.1,10,7311.738599843569,0.0,237990.07147221686,50
4876.468513908918,0.0,362000,10,28320.55824925765,0.0,2076.0112,28320.55824925765,18301.922513971167,15315500.0,18301.922513971167,161.68195,61668.48067780939,-377421.94,28320.55824925765,28320.55824925765,107.412384,51,0.0,10,4876.468513908918,0.0,61668.48067780939,51
3435.635464057291,0.0,368000,10,16028.656167026022,0.0,1873.357,16028.656167026022,19053.417083188295,16089072.0,19053.417083188295,150.08478,70458.13629213876,-371076.47,16028.656167026022,16028.656167026022,58.79661,52,0.0,10,3435.635464057291,0.0,70458.13629213876,52
21372.482813249047,0.0,374000,10,50027.629008469004,0.0,1428.4695,50027.62900846901,37349.3515665411,16057111.0,37349.3515665411,145.69716,153411.98518682332,-384106.56,50027.629008469004,50027.62900846901,7.810942,53,0.0,10,21372.482813249047,0.0,153411.98518682332,53
13492.573776078672,0.0,380000,10,29187.848767903524,0.0,1977.8073,29187.848767903524,11946.577234162332,16193794.0,11946.577234162332,142.05997,50634.878929414335,-360774.3,29187.848767903524,29187.848767903524,23.84456,54,0.0,10,13492.573776078672,0.0,50634.878929414335,54
8804.067718279408,0.0,386000,10,37869.25738041995,0.0,1979.7013,37869.257380419935,30070.12904079299,17807680.0,30070.12904079299,145.41937,119689.77604944006,-382560.56,37869.25738041995,37869.257380419935,-38.624664,55,0.0,10,8804.067718279408,0.0,119689.77604944006,55
2276.644559608063,0.0,392000,10,17222.939335765765,0.0,2104.4358,17222.93933576576,13337.872103798787,17560592.0,13337.872103798787,150.01413,44369.05404951448,-381688.0,17222.939335765765,17222.93933576576,-20.434958,56,0.0,10,2276.644559608063,0.0,44369.05404951448,56
3297.7428499338107,0.0,398000,10,17941.59599402031,0.0,1679.09,17941.595994020314,9796.829297359765,17218902.0,9796.829297359765,152.46878,30088.809726604304,-369836.12,17941.59599402031,17941.595994020314,3.8739014,57,0.0,10,3297.7428499338107,0.0,30088.809726604304,57
2887.453331035127,0.0,404000,10,39775.45008037756,0.0,1768.8468,39775.45008037756,26231.01154635781,17513642.0,26231.01154635781,149.47504,83231.79528566594,-349616.06,39775.45008037756,39775.45008037756,26.20848,58,0.0,10,2887.453331035127,0.0,83231.79528566594,58
18712.11707320115,0.0,410000,10,31897.824183447992,0.0,1626.9738,31897.824183447992,12240.784382553662,17711074.0,12240.784382553662,144.866,65132.84684611454,-346868.6,31897.824183447992,31897.824183447992,11.873242,59,0.0,10,18712.11707320115,0.0,65132.84684611454,59
25206.40037783653,0.1,416000,10,81189.3206204684,0.0,1623.95,81189.3206204684,60243.382566599896,18075042.0,60243.382566599896,145.21587,208874.6148843834,-357602.7,81189.3206204684,81189.3206204684,-9.568846,60,0.1,10,25206.40037783653,0.0,208874.6148843834,60
5509.089314222182,0.0,422000,10,22155.582440190083,0.0,1570.8698,22155.58244019009,9400.584016069044,19551862.0,9400.584016069044,147.62752,39631.8192326878,-358753.66,22155.582440190083,22155.58244019009,-13.017962,61,0.0,10,5509.089314222182,0.0,39631.8192326878,61
19452.556021608038,0.0,428000,10,31479.44438416022,0.0,1717.4762,31479.44438416021,9656.14643977416,19233954.0,9656.14643977416,147.27959,49754.407118173265,-362410.22,31479.44438416022,31479.44438416021,14.112944,62,0.0,10,19452.556021608038,0.0,49754.407118173265,62
22827.668833137832,0.3,434000,10,74741.09808967542,0.0,2315.1555,74741.0980896754,47215.490893476475,20387942.0,47215.490893476475,149.05725,170200.62959240528,-362433.66,74741.09808967542,74741.0980896754,-24.30665,63,0.3,10,22827.668833137832,0.0,170200.62959240528,63
48738.372099654924,0.3,440000,10,99936.5926682082,0.0,2369.1025,99936.59266820819,40533.116965841575,20681034.0,40533.116965841575,152.74347,169714.94158067368,-359220.6,99936.5926682082,99936.59266820819,-22.273157,64,0.3,10,48738.372099654924,0.0,169714.94158067368,64
20485.51700731474,0.1,446000,10,54026.087142738375,0.0,3244.6006,54026.08714273836,30714.961502354046,21411432.0,30714.961502354046,155.04793,117523.82419336565,-356579.3,54026.087142738375,54026.08714273836,2.5392559,65,0.1,10,20485.51700731474,0.0,117523.82419336565,65
13093.51734851959,0.1,452000,10,74399.22315469518,0.0,3125.751,74399.2231546952,50184.61483613543,21172318.0,50184.61483613543,157.93553,209942.08727457287,-363012.28,74399.22315469518,74399.2231546952,-27.686108,66,0.1,10,13093.51734851959,0.0,209942.08727457287,66
33643.522943061005,0.1,458000,10,84176.27748282031,0.0,2035.154,84176.27748282033,44826.82068183693,20882452.0,44826.82068183693,157.12053,161511.1775925636,-358178.75,84176.27748282031,84176.27748282033,41.942524,67,0.1,10,33643.522943061005,0.0,161511.1775925636,67
14556.10425279155,0.0,464000,10,55059.80743812447,0.0,1383.4047,55059.80743812445,32225.116356177412,21251196.0,32225.116356177412,151.33627,106379.62580889656,-363684.7,55059.80743812447,55059.80743812445,-8.956377,68,0.0,10,14556.10425279155,0.0,106379.62580889656,68
11579.737971339595,0.1,470000,10,72916.50421442585,0.0,1509.5923,72916.50421442583,75336.62364416028,22311530.0,75336.62364416028,157.31708,266858.2181799648,-366503.44,72916.50421442585,72916.50421442583,-22.784552,69,0.1,10,11579.737971339595,0.0,266858.2181799648,69
21354.303484175554,0.1,476000,10,57743.81975720193,0.0,1816.5619,57743.81975720193,40937.14008571084,22552256.0,40937.14008571084,163.50366,148704.09928623476,-375572.03,57743.81975720193,57743.81975720193,-23.26952,70,0.1,10,21354.303484175554,0.0,148704.09928623476,70
4568.643831274403,0.0,482000,10,56315.192545669226,0.0,1732.432,56315.19254566925,49656.75883190189,25191626.0,49656.75883190189,172.62521,158373.21821727414,-394835.66,56315.192545669226,56315.19254566925,-86.04755,71,0.0,10,4568.643831274403,0.0,158373.21821727414,71
2526.1713261505056,0.0,488000,10,11853.23017265907,0.0,2225.0159,11853.230172659072,12366.437121894476,25441870.0,12366.437121894476,177.94254,43100.55988062701,-390683.06,11853.23017265907,11853.230172659072,27.654259,72,0.0,10,2526.1713261505056,0.0,43100.55988062701,72
25782.756986896387,0.0,494000,10,57924.850102615615,0.0,1730.5634,57924.850102615615,25285.48935308052,24806368.0,25285.48935308052,180.94342,96274.46433198666,-391151.28,57924.850102615615,57924.850102615615,-34.529953,73,0.0,10,25782.756986896387,0.0,96274.46433198666,73
7784.610348774067,0.0,500000,10,16261.571668417784,0.0,1983.6827,16261.571668417784,8307.608061742976,24006516.0,8307.608061742976,181.10371,33136.72226247968,-381972.22,16261.571668417784,16261.571668417784,52.9732,74,0.0,10,7784.610348774067,0.0,33136.72226247968,74
2380.2435314723652,0.0,506000,10,39898.843827285215,0.0,1844.2927,39898.84382728521,47768.383209520085,25676050.0,47768.383209520085,173.82152,174799.59887702783,-380940.53,39898.843827285215,39898.84382728521,-19.36587,75,0.0,10,2380.2435314723652,0.0,174799.59887702783,75
1688.4868335360077,0.0,512000,10,12249.12704813751,0.0,1799.3999,12249.127048137514,8012.058537035432,25877668.0,8012.058537035432,179.36134,28625.548613090523,-388402.47,12249.12704813751,12249.127048137514,-16.099276,76,0.0,10,1688.4868335360077,0.0,28625.548613090523,76
5908.670799647821,0.0,518000,10,60539.35595525512,0.0,1889.676,60539.3559552551,44151.583389723135,26512936.0,44151.583389723135,178.64415,126647.94788351993,-379982.3,60539.35595525512,60539.3559552551,7.1087894,77,0.0,10,5908.670799647821,0.0,126647.94788351993,77
24797.449239818645,0.1,524000,10,78743.35891298632,0.0,1914.6268,78743.35891298632,50509.43434230392,27113164.0,50509.43434230392,178.48077,176806.0070944696,-389167.16,78743.35891298632,78743.35891298632,-3.134828,78,0.1,10,24797.449239818645,0.0,176806.0070944696,78
2228.109860422168,0.0,530000,10,40097.96991057553,0.0,2018.4172,40097.96991057552,31735.07074323973,27757618.0,31735.07074323973,181.83621,87270.35260299771,-384173.8,40097.96991057553,40097.96991057552,-5.41481,79,0.0,10,2228.109860422168,0.0,87270.35260299771,79
3356.4540451105295,0.0,536000,10,21505.377459131403,0.0,2015.8699,21505.37745913141,21395.697069238024,27878820.0,21395.697069238024,180.28453,63898.37058750502,-388291.78,21505.377459131403,21505.37745913141,-5.598276,80,0.0,10,3356.4540451105295,0.0,63898.37058750502,80
1940.3134211866966,0.0,542000,10,16611.03956091795,0.0,1659.2913,16611.039560917958,21440.378535044987,28243016.0,21440.378535044987,180.71808,75204.31774925858,-390845.94,16611.03956091795,16611.039560917958,13.488055,81,0.0,10,1940.3134211866966,0.0,75204.31774925858,81
12997.219511063771,0.0,548000,10,44481.37265906392,0.0,1540.8318,44481.37265906391,22116.04371818907,27305280.0,22116.04371818907,178.20435,70447.34187252376,-394000.3,44481.37265906392,44481.37265906391,-10.433975,82,0.0,10,12997.219511063771,0.0,70447.34187252376,82
3973.728677740271,0.0,554000,10,18501.77130441917,0.0,1656.5381,18501.77130441917,17586.861133471204,29263518.0,17586.861133471204,183.50731,66007.10797396493,-401986.28,18501.77130441917,18501.77130441917,-26.63387,83,0.0,10,3973.728677740271,0.0,66007.10797396493,83
12029.872676725585,0.2,560000,10,83281.62532921098,0.0,2761.131,83281.62532921096,60805.44868785788,29145168.0,60805.44868785788,184.61145,197473.9035460538,-389625.75,83281.62532921098,83281.62532921096,16.847454,84,0.2,10,12029.872676725585,0.0,197473.9035460538,84
1839.6010840035897,0.0,566000,10,10661.644539914405,0.0,3799.6226,10661.644539914407,8329.102715036724,28293082.0,8329.102715036724,186.00845,26035.161514770873,-391630.84,10661.644539914405,10661.644539914407,-16.468327,85,0.0,10,1839.6010840035897,0.0,26035.161514770873,85
2321.978823009032,0.0,572000,10,22573.202070968862,0.0,4815.4604,22573.20207096886,21128.73788698207,27483624.0,21128.73788698207,182.16301,73300.2784804313,-364524.1,22573.202070968862,22573.20207096886,78.26564,86,0.0,10,2321.978823009032,0.0,73300.2784804313,86
3917.8018873630394,0.0,578000,10,18818.824607857467,0.0,4215.9624,18818.82460785746,19475.697189724597,28515962.0,19475.697189724597,174.68637,71102.78603140898,-371246.16,18818.824607857467,18818.82460785746,0.023362305,87,0.0,10,3917.8018873630394,0.0,71102.78603140898,87
1801.2629731141415,0.0,584000,10,22749.711338944802,0.0,4942.989,22749.711338944806,25425.850082217636,28371248.0,25425.850082217636,175.57803,84421.9233509165,-375589.5,22749.711338944802,22749.711338944806,7.389672,88,0.0,10,1801.2629731141415,0.0,84421.9233509165,88
1532.463802856657,0.1,590000,10,29114.483196710516,0.0,5233.435,29114.48319671052,29081.635794284593,25895572.0,29081.635794284593,166.41371,81435.54185477986,-353028.1,29114.483196710516,29114.48319671052,46.902447,89,0.1,10,1532.463802856657,0.0,81435.54185477986,89
