MetaTest/drawer-open-v1/MinReturn,MetaTest/drawer-open-v1/AverageReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/drawer-open-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/drawer-open-v1/MaxReturn,MetaTest/drawer-open-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/NumTrajs,MetaTest/drawer-open-v1/TerminationRate,MetaTest/drawer-open-v1/Iteration,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTest/drawer-open-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/drawer-open-v1/NumTrajs
-16.107292945149123,3428.9636300449615,51.860046,3173.9963105510333,0.0,3428.9636300449624,nan,12310.88996170718,3173.9963105510333,3428.9636300449615,-16.107292945149123,10,0.0,10,10,464000,0.0,-7.794956,12310.88996170718,-8180.0723,134005.05,3428.9636300449624,0.0,10
-32.122387039174676,1750.1752555196167,860.155,1608.2875703763805,0.0,1750.1752555196174,nan,3398.089349971995,1608.2875703763805,1750.1752555196167,-32.122387039174676,10,0.0,11,11,488000,0.0,-9.982642,3398.089349971995,-10686.288,444410.72,1750.1752555196174,0.0,10
-16.10440431399972,4756.344470949434,674.78864,6457.809306017178,0.3,4756.344470949433,nan,23301.950190940654,6457.809306017178,4756.344470949434,-16.10440431399972,10,0.0,12,12,512000,0.3,-10.307018,23301.950190940654,-18966.252,434637.53,4756.344470949433,0.0,10
-47.83728288549222,-35.232926459546675,660.16516,7.968411118332142,0.0,-35.23292645954668,nan,-23.869575568415033,7.968411118332142,-35.232926459546675,-47.83728288549222,10,0.0,13,13,536000,0.0,-10.403266,-23.869575568415033,-19934.123,486634.78,-35.23292645954668,0.0,10
-67.56378872007285,67.79333728795464,2496.8328,303.88016393843924,0.0,67.79333728795463,nan,978.2484934888436,303.88016393843924,67.79333728795464,-67.56378872007285,10,0.0,14,14,560000,0.0,-9.005152,978.2484934888436,-14982.134,383044.8,67.79333728795463,0.0,10
-71.76041003257073,1685.6666852502253,1572.9366,1706.0746916318296,0.0,1685.6666852502258,nan,3654.4980319817414,1706.0746916318296,1685.6666852502253,-71.76041003257073,10,0.0,15,15,584000,0.0,-5.399895,3654.4980319817414,-7568.6807,237956.69,1685.6666852502258,0.0,10
-55.424422725501046,1631.3606905560646,1886.2472,1677.7192921952412,0.0,1631.3606905560646,nan,3345.7618848376524,1677.7192921952412,1631.3606905560646,-55.424422725501046,10,0.0,16,16,608000,0.0,-5.919332,3345.7618848376524,-9331.633,304231.8,1631.3606905560646,0.0,10
-59.52590766719266,1598.1178370490074,725.8344,1654.7489594859273,0.0,1598.117837049008,nan,3324.3669981056323,1654.7489594859273,1598.1178370490074,-59.52590766719266,10,0.0,17,17,632000,0.0,-7.477659,3324.3669981056323,-12592.223,548579.2,1598.117837049008,0.0,10
1788.581250562169,3099.6392238348067,505.47406,443.79003093342436,0.0,3099.639223834807,nan,3369.1318971509627,443.79003093342436,3099.6392238348067,1788.581250562169,10,0.0,18,18,656000,0.0,-6.893093,3369.1318971509627,-12749.741,624947.94,3099.639223834807,0.0,10
-68.46045222031937,-42.73099884393237,316.15863,11.514748925752649,0.0,-42.73099884393237,nan,-28.316529581439962,11.514748925752649,-42.73099884393237,-68.46045222031937,10,0.0,19,19,680000,0.0,-6.9330487,-28.316529581439962,-17522.72,1104348.0,-42.73099884393237,0.0,10
-69.27629206998701,268.5787052889222,1898.0793,964.9803300403698,0.0,268.5787052889224,nan,3163.118479744071,964.9803300403698,268.5787052889222,-69.27629206998701,10,0.0,20,20,704000,0.0,-7.672487,3163.118479744071,-30281.723,2015493.1,268.5787052889224,0.0,10
-90.69864579138245,277.00040196908765,1839.3988,1041.6675841956257,0.0,277.0004019690877,nan,3401.9299910101536,1041.6675841956257,277.00040196908765,-90.69864579138245,10,0.0,21,21,728000,0.0,-8.119033,3401.9299910101536,-30694.46,1626819.6,277.0004019690877,0.0,10
-72.13547477421747,-67.66071332550865,4206.27,3.7401982577482875,0.0,-67.66071332550862,nan,-61.66343604686815,3.7401982577482875,-67.66071332550865,-72.13547477421747,10,0.0,22,22,752000,0.0,-10.137397,-61.66343604686815,-76201.76,2628598.0,-67.66071332550862,0.0,10
-71.31797334210884,-70.11416840701202,2480.973,0.4858578768891634,0.0,-70.11416840701204,nan,-69.65245658940755,0.4858578768891634,-70.11416840701202,-71.31797334210884,10,0.0,23,23,776000,0.0,-14.424433,-69.65245658940755,-90283.055,3301173.5,-70.11416840701204,0.0,10
-71.06147907227384,-60.39888136757766,6855.859,9.352982656964016,0.0,-60.39888136757766,nan,-43.60037761985439,9.352982656964016,-60.39888136757766,-71.06147907227384,10,0.0,24,24,800000,0.0,-12.293129,-43.60037761985439,-82068.125,2423113.2,-60.39888136757766,0.0,10
-66.33023948057217,1023.8289378053505,8443.332,1418.546836076641,0.0,1023.8289378053503,nan,3430.856444569664,1418.546836076641,1023.8289378053505,-66.33023948057217,10,0.0,25,25,824000,0.0,-7.273451,3430.856444569664,-40241.69,991608.8,1023.8289378053503,0.0,10
-66.91201774170501,1817.9645371005874,2317.118,1919.99728771825,0.0,1817.9645371005881,nan,4922.751782573608,1919.99728771825,1817.9645371005874,-66.91201774170501,10,0.0,26,26,848000,0.0,-5.5572124,4922.751782573608,-12231.936,324148.75,1817.9645371005881,0.0,10
1892.7046593271737,3513.050919653786,1980.4799,831.5849009056569,0.0,3513.050919653787,nan,5537.016445295287,831.5849009056569,3513.050919653786,1892.7046593271737,10,0.0,27,27,872000,0.0,-5.719122,5537.016445295287,-8695.998,235498.97,3513.050919653787,0.0,10
96.51742389989157,3048.440428697746,1304.5902,1027.1271119625922,0.0,3048.440428697745,nan,3859.4607701430564,1027.1271119625922,3048.440428697746,96.51742389989157,10,0.0,28,28,896000,0.0,-5.8168244,3859.4607701430564,-8251.614,185946.88,3048.440428697745,0.0,10
859.4269410302628,3085.8967298121256,910.53174,1319.5226565268888,0.0,3085.8967298121256,nan,6223.395343617198,1319.5226565268888,3085.8967298121256,859.4269410302628,10,0.0,29,29,920000,0.0,-5.6307125,6223.395343617198,-8505.044,229133.03,3085.8967298121256,0.0,10
-78.25491809536734,2347.048546329651,741.2754,1924.7519605997713,0.0,2347.048546329651,nan,5864.720676056478,1924.7519605997713,2347.048546329651,-78.25491809536734,10,0.0,30,30,944000,0.0,-5.5014863,5864.720676056478,-8985.984,278246.9,2347.048546329651,0.0,10
3365.2898900580294,3410.695765572739,2216.3374,29.638229735954994,0.0,3410.695765572739,nan,3462.9565564721365,29.638229735954994,3410.695765572739,3365.2898900580294,10,0.0,31,31,968000,0.0,-5.4715075,3462.9565564721365,-8926.484,386744.62,3410.695765572739,0.0,10
1424.6128547059122,2982.966228695189,1687.1873,629.5739074916844,0.0,2982.966228695188,nan,3437.36156171619,629.5739074916844,2982.966228695189,1424.6128547059122,10,0.0,32,32,992000,0.0,-6.617073,3437.36156171619,-9987.468,749258.25,2982.966228695188,0.0,10
-68.42701536937132,-58.68521350609302,5710.268,7.835272916216066,0.0,-58.68521350609304,nan,-47.398483042349106,7.835272916216066,-58.68521350609302,-68.42701536937132,10,0.0,33,33,1016000,0.0,-7.042416,-47.398483042349106,-8683.88,809682.94,-58.68521350609304,0.0,10
-68.52188514284013,2357.6661850019705,20406.523,1570.815655262295,0.0,2357.6661850019705,nan,3419.7418277230377,1570.815655262295,2357.6661850019705,-68.52188514284013,10,0.0,34,34,1040000,0.0,-7.3578143,3419.7418277230377,-8224.329,4724453.0,2357.6661850019705,0.0,10
-31.664819114201194,485.85939791902774,1876.0016,1062.845668566659,0.0,485.85939791902763,nan,3210.5888308243157,1062.845668566659,485.85939791902774,-31.664819114201194,10,0.0,35,35,1064000,0.0,-7.8608456,3210.5888308243157,-7472.0015,511143.47,485.85939791902763,0.0,10
-18.330086592050606,2293.8231251382504,1111.5978,1166.8778392802376,0.1,2293.823125138251,nan,3382.3838924023803,1166.8778392802376,2293.8231251382504,-18.330086592050606,10,0.0,36,36,1088000,0.1,-6.865475,3382.3838924023803,-6637.594,573021.94,2293.823125138251,0.0,10
-102.10466573725448,1199.4300673724706,1258.3793,1553.0972374858954,0.1,1199.4300673724713,nan,3357.065446905826,1553.0972374858954,1199.4300673724706,-102.10466573725448,10,0.0,37,37,1112000,0.1,-7.9714346,3357.065446905826,-6067.6436,736470.6,1199.4300673724713,0.0,10
-112.0136624039909,472.3995534748259,2617.2073,1135.0935843760867,0.0,472.399553474826,nan,3320.7725465934964,1135.0935843760867,472.3995534748259,-112.0136624039909,10,0.0,38,38,1136000,0.0,-5.3558006,3320.7725465934964,-2136.4583,528368.75,472.399553474826,0.0,10
-102.77261528791456,1157.8478431540564,4538.198,1392.186908179732,0.0,1157.847843154056,nan,3756.1149992780693,1392.186908179732,1157.8478431540564,-102.77261528791456,10,0.0,39,39,1160000,0.0,-3.7364483,3756.1149992780693,1754.0885,580966.25,1157.847843154056,0.0,10
-107.94039986287308,638.4264429698235,3327.9883,1045.1296088182714,0.1,638.4264429698236,nan,3337.2769971935154,1045.1296088182714,638.4264429698235,-107.94039986287308,10,0.0,40,40,1184000,0.1,-6.7934084,3337.2769971935154,-4074.6426,752862.9,638.4264429698236,0.0,10
-73.11929264313719,1165.3305299050512,1943.4865,1305.670541985145,0.0,1165.330529905051,nan,3374.059597863075,1305.670541985145,1165.3305299050512,-73.11929264313719,10,0.0,41,41,1208000,0.0,-8.216156,3374.059597863075,-8206.846,1256307.5,1165.330529905051,0.0,10
-31.175120682548904,2194.305131531739,1117.1202,1583.6488698045912,0.2,2194.305131531739,nan,4087.0439115309987,1583.6488698045912,2194.305131531739,-31.175120682548904,10,0.0,42,42,1232000,0.2,-8.247518,4087.0439115309987,-9457.762,1581884.8,2194.305131531739,0.0,10
-86.20209017392455,1567.7255668628025,2000.8401,1608.7450224692534,0.3,1567.725566862803,nan,3776.7121851355837,1608.7450224692534,1567.7255668628025,-86.20209017392455,10,0.0,43,43,1256000,0.3,-7.6070604,3776.7121851355837,-8618.894,1580772.1,1567.725566862803,0.0,10
-52.807860056253475,293.77133028136393,9673.654,980.5902835442793,0.0,293.7713302813639,nan,3235.226649366233,980.5902835442793,293.77133028136393,-52.807860056253475,10,0.0,44,44,1280000,0.0,-6.4485607,3235.226649366233,-4346.1694,2572778.0,293.7713302813639,0.0,10
-70.86038364237535,-56.3469132421756,11106.22,14.764775198422774,0.0,-56.346913242175596,nan,-14.020194855342536,14.764775198422774,-56.3469132421756,-70.86038364237535,10,0.0,45,45,1304000,0.0,-12.605235,-14.020194855342536,4709.2676,4707836.0,-56.346913242175596,0.0,10
-32.40934162198569,1540.2390495467628,7357.7847,1578.7161292050064,0.0,1540.239049546763,nan,3417.754582806323,1578.7161292050064,1540.2390495467628,-32.40934162198569,10,0.0,46,46,1328000,0.0,-13.9733715,3417.754582806323,1382.0167,1015056.5,1540.239049546763,0.0,10
-22.15105980812124,1335.6058364825237,8675.465,1659.5667398151936,0.0,1335.6058364825235,nan,3450.08383328979,1659.5667398151936,1335.6058364825237,-22.15105980812124,10,0.0,47,47,1352000,0.0,-4.124003,3450.08383328979,1034.2184,508266.03,1335.6058364825235,0.0,10
-42.66514622666367,3759.475946586779,4513.9497,10447.915401869981,0.1,3759.475946586779,nan,35000.355816285926,10447.915401869981,3759.475946586779,-42.66514622666367,10,0.0,48,48,1376000,0.1,-5.655576,35000.355816285926,-240.06462,984944.06,3759.475946586779,0.0,10
-83.59062335773042,370.21412248550644,6101.905,969.7059310352071,0.1,370.21412248550644,nan,3190.9468374950156,969.7059310352071,370.21412248550644,-83.59062335773042,10,0.0,49,49,1400000,0.1,-6.272086,3190.9468374950156,-1325.4442,799014.4,370.21412248550644,0.0,10
-52.932060992628806,1213.0487823350104,2532.7324,1551.9661755949394,0.0,1213.0487823350106,nan,3360.758548670236,1551.9661755949394,1213.0487823350104,-52.932060992628806,10,0.0,50,50,1424000,0.0,-6.9116187,3360.758548670236,-3474.2705,1242010.6,1213.0487823350106,0.0,10
-41.48788459462471,1153.668280028583,5958.314,1242.3654325348484,0.0,1153.668280028583,nan,3210.370015330149,1242.3654325348484,1153.668280028583,-41.48788459462471,10,0.0,51,51,1448000,0.0,-8.956385,3210.370015330149,-6102.229,1643255.6,1153.668280028583,0.0,10
-97.42832740502654,118.09979428619522,1025.3981,323.0968186455403,0.1,118.09979428619522,nan,813.8094500600118,323.0968186455403,118.09979428619522,-97.42832740502654,10,0.0,52,52,1472000,0.1,-8.698177,813.8094500600118,-12814.354,2376383.0,118.09979428619522,0.0,10
-67.16254497077709,1232.314507506801,1340.5278,2178.3824437685394,0.1,1232.3145075068012,nan,6720.060813634165,2178.3824437685394,1232.314507506801,-67.16254497077709,10,0.0,53,53,1496000,0.1,-8.745081,6720.060813634165,-12318.924,2325810.2,1232.3145075068012,0.0,10
-111.03682131544339,646.5151896229524,1355.1205,1292.08948212895,0.0,646.5151896229526,nan,3305.003794397332,1292.08948212895,646.5151896229524,-111.03682131544339,10,0.0,54,54,1520000,0.0,-8.464104,3305.003794397332,-12126.946,2661488.5,646.5151896229526,0.0,10
-94.40549870047998,272.5758964248912,1935.402,917.9536435785406,0.1,272.57589642489137,nan,3025.3770622969737,917.9536435785406,272.5758964248912,-94.40549870047998,10,0.0,55,55,1544000,0.1,-7.805559,3025.3770622969737,-12758.448,2467227.5,272.57589642489137,0.0,10
-134.07972685669066,-58.670047270004794,1806.7147,44.51679114059774,0.2,-58.67004727000473,nan,-20.776374431250467,44.51679114059774,-58.670047270004794,-134.07972685669066,10,0.0,56,56,1568000,0.2,-9.167084,-20.776374431250467,-16520.455,3009529.0,-58.67004727000473,0.0,10
-63.70712255415994,215.0425243411285,1722.46,739.9053823150763,0.1,215.04252434112874,nan,2434.342111116169,739.9053823150763,215.0425243411285,-63.70712255415994,10,0.0,57,57,1592000,0.1,-9.912171,2434.342111116169,-17665.072,3390631.0,215.04252434112874,0.0,10
-135.7253645876964,1267.0344654350044,1993.5349,1729.2513066175318,0.1,1267.0344654350051,nan,4159.559998283788,1729.2513066175318,1267.0344654350044,-135.7253645876964,10,0.0,58,58,1616000,0.1,-12.139177,4159.559998283788,-19675.475,4854016.5,1267.0344654350051,0.0,10
-103.61207137790716,884.0991118533557,13139.902,2077.543186875219,0.1,884.0991118533557,nan,6584.618846015926,2077.543186875219,884.0991118533557,-103.61207137790716,10,0.0,59,59,1640000,0.1,-12.050023,6584.618846015926,-19468.344,5652794.0,884.0991118533557,0.0,10
-67.8446087870179,-47.17497328151558,898.71674,10.723216901455203,0.0,-47.17497328151557,nan,-35.58192542237126,10.723216901455203,-47.17497328151558,-67.8446087870179,10,0.0,60,60,1664000,0.0,-12.190987,-35.58192542237126,-18836.02,5252279.0,-47.17497328151557,0.0,10
-131.70838221036266,410.6557634880457,1190.3695,1046.5476578973862,0.2,410.6557634880457,nan,3354.8958521394698,1046.5476578973862,410.6557634880457,-131.70838221036266,10,0.0,61,61,1688000,0.2,-11.205404,3354.8958521394698,-16980.99,4427566.0,410.6557634880457,0.0,10
-48.68812682823937,1332.5809274857734,2232.2798,1767.9859041375669,0.0,1332.5809274857727,nan,4837.4709746191265,1767.9859041375669,1332.5809274857734,-48.68812682823937,10,0.0,62,62,1712000,0.0,-10.245272,4837.4709746191265,-14455.058,4301462.0,1332.5809274857727,0.0,10
-27.479133220453143,231.43290813910576,23303.031,530.0972144954478,0.0,231.43290813910576,nan,1598.017526713176,530.0972144954478,231.43290813910576,-27.479133220453143,10,0.0,63,63,1736000,0.0,-12.078587,1598.017526713176,-18456.475,7181722.0,231.43290813910576,0.0,10
-86.47611888059772,3078.956883070977,827.849,8271.942810869836,0.2,3078.956883070977,nan,27700.917257369252,8271.942810869836,3078.956883070977,-86.47611888059772,10,0.0,64,64,1760000,0.2,-12.880449,27700.917257369252,-20760.496,7246429.0,3078.956883070977,0.0,10
-47.894318151133575,42.71985344038925,964.60474,218.61905681070968,0.0,42.719853440389294,nan,698.1101805471963,218.61905681070968,42.71985344038925,-47.894318151133575,10,0.0,65,65,1784000,0.0,-11.664463,698.1101805471963,-20423.951,6007023.5,42.719853440389294,0.0,10
-35.071478914984716,-22.631504254571713,652.2654,6.452433747842473,0.3,-22.63150425457171,nan,-13.41920704133115,6.452433747842473,-22.631504254571713,-35.071478914984716,10,0.0,66,66,1808000,0.3,-11.911472,-13.41920704133115,-24754.404,7424281.5,-22.63150425457171,0.0,10
-35.961434361097005,225.79602383497914,667.2675,718.0733620460004,0.2,225.7960238349789,nan,2377.201920316993,718.0733620460004,225.79602383497914,-35.961434361097005,10,0.0,67,67,1832000,0.2,-12.786064,2377.201920316993,-26774.094,10626005.0,225.7960238349789,0.0,10
-37.47665472696507,646.0574386216291,1352.746,1120.8226845289105,0.0,646.057438621629,nan,3343.2403035778593,1120.8226845289105,646.0574386216291,-37.47665472696507,10,0.0,68,68,1856000,0.0,-13.397904,3343.2403035778593,-23722.365,9416629.0,646.057438621629,0.0,10
-51.14921475084422,1466.6504488509931,5426.55,2998.910873275328,0.2,1466.6504488509938,nan,8191.40324116186,2998.910873275328,1466.6504488509931,-51.14921475084422,10,0.0,69,69,1880000,0.2,-12.567062,8191.40324116186,-24484.857,7521257.5,1466.6504488509938,0.0,10
-80.52638220611003,8852.420173475315,3984.413,23879.425273495,0.3,8852.420173475315,nan,80054.72981098398,23879.425273495,8852.420173475315,-80.52638220611003,10,0.0,70,70,1904000,0.3,-11.611289,80054.72981098398,-25914.256,9570337.0,8852.420173475315,0.0,10
-104.78024489080839,-51.58854794224611,2445.552,30.62698240836136,0.1,-51.58854794224608,nan,-18.51210070171915,30.62698240836136,-51.58854794224611,-104.78024489080839,10,0.0,71,71,1928000,0.1,-12.282948,-18.51210070171915,-30870.879,9732046.0,-51.58854794224608,0.0,10
-106.65795348710483,264.05245146416866,5210.307,950.5149639960895,0.0,264.0524514641688,nan,3113.7698902723105,950.5149639960895,264.05245146416866,-106.65795348710483,10,0.0,72,72,1952000,0.0,-13.05553,3113.7698902723105,-31203.293,11197109.0,264.0524514641688,0.0,10
-80.5390767087689,-45.81289785585632,5699.7847,20.573295657694313,0.0,-45.81289785585633,nan,-25.604289177861563,20.573295657694313,-45.81289785585632,-80.5390767087689,10,0.0,73,73,1976000,0.0,-13.919754,-25.604289177861563,-34724.902,13637055.0,-45.81289785585633,0.0,10
-139.738729275704,-58.479859128852446,2695.3938,40.507723290586824,0.0,-58.479859128852425,nan,-26.211619719351795,40.507723290586824,-58.479859128852446,-139.738729275704,10,0.0,74,74,2000000,0.0,-14.012785,-26.211619719351795,-39488.938,14723316.0,-58.479859128852425,0.0,10
-121.25608091913546,8420.93543844677,976.18195,25381.992007998204,0.1,8420.935438446772,nan,84566.8660587751,25381.992007998204,8420.93543844677,-121.25608091913546,10,0.0,75,75,2024000,0.1,-14.314305,84566.8660587751,-41909.008,15622732.0,8420.935438446772,0.0,10
-55.63665128346418,-37.04046744197609,867.8472,10.482897313261567,0.0,-37.040467441976084,nan,-23.804529629362236,10.482897313261567,-37.04046744197609,-55.63665128346418,10,0.0,76,76,2048000,0.0,-14.868204,-23.804529629362236,-43518.254,16814498.0,-37.040467441976084,0.0,10
-109.22592228555395,-47.335362594469544,1094.9777,28.74743971716916,0.0,-47.335362594469544,nan,-25.590102669476057,28.74743971716916,-47.335362594469544,-109.22592228555395,10,0.0,77,77,2072000,0.0,-14.838807,-25.590102669476057,-43392.23,16793788.0,-47.335362594469544,0.0,10
-53.979904954831646,-30.477169001221217,11979.013,8.746068377285946,0.0,-30.47716900122122,nan,-20.513260641738942,8.746068377285946,-30.477169001221217,-53.979904954831646,10,0.0,78,78,2096000,0.0,-13.834755,-20.513260641738942,-42846.184,14823769.0,-30.47716900122122,0.0,10
-127.61802205386805,101.51675644587883,9961.907,525.4535860961374,0.2,101.51675644587897,nan,1673.958716458781,525.4535860961374,101.51675644587883,-127.61802205386805,10,0.0,79,79,2120000,0.2,-14.082215,1673.958716458781,-46012.832,25040022.0,101.51675644587897,0.0,10
-140.28191866965165,6874.783750339168,587.362,20799.87525182709,0.3,6874.783750339169,nan,69274.22326692886,20799.87525182709,6874.783750339168,-140.28191866965165,10,0.0,80,80,2144000,0.3,-14.173595,69274.22326692886,-44448.62,15146373.0,6874.783750339169,0.0,10
-134.06898811644845,-59.073907621619796,907.27625,39.70379132660273,0.1,-59.073907621619696,nan,-21.45745028974963,39.70379132660273,-59.073907621619796,-134.06898811644845,10,0.0,81,81,2168000,0.1,-14.123171,-21.45745028974963,-42823.29,16821474.0,-59.073907621619696,0.0,10
-133.33412912031875,682.6476075318388,831.4783,2264.252958626228,0.1,682.6476075318384,nan,7473.858931224521,2264.252958626228,682.6476075318388,-133.33412912031875,10,0.0,82,82,2192000,0.1,-13.640043,7473.858931224521,-46523.84,17558516.0,682.6476075318384,0.0,10
-135.96585316625018,2656.1617536473927,567.3999,8128.4180020401045,0.2,2656.1617536473927,nan,27041.150436831653,8128.4180020401045,2656.1617536473927,-135.96585316625018,10,0.0,83,83,2216000,0.2,-14.625281,27041.150436831653,-48522.23,18864030.0,2656.1617536473927,0.0,10
-44.34509531784206,-30.763316313140507,442.53775,5.062115151495417,0.0,-30.7633163131405,nan,-26.20125075268779,5.062115151495417,-30.763316313140507,-44.34509531784206,10,0.0,84,84,2240000,0.0,-15.179,-26.20125075268779,-49789.242,19621490.0,-30.7633163131405,0.0,10
-42.388688720724296,6831.343866377143,37853.36,20598.518943609914,0.1,6831.343866377139,nan,68626.89969625347,20598.518943609914,6831.343866377143,-42.388688720724296,10,0.0,85,85,2264000,0.1,-16.084814,68626.89969625347,-49421.145,22058498.0,6831.343866377139,0.0,10
-141.2487922427557,17791.75783978587,14846.874,53629.87234956853,0.1,17791.75783978588,nan,178681.32687732665,53629.87234956853,17791.75783978587,-141.2487922427557,10,0.0,86,86,2288000,0.1,-15.580637,178681.32687732665,-47261.875,20072184.0,17791.75783978588,0.0,10
-133.39235464298494,3994.4045030955604,370.97775,12214.417484744949,0.2,3994.4045030955617,nan,40637.40443545824,12214.417484744949,3994.4045030955604,-133.39235464298494,10,0.0,87,87,2312000,0.2,-15.99257,40637.40443545824,-50475.56,21037486.0,3994.4045030955617,0.0,10
-137.82995156230942,-69.2365625207074,332.09146,46.75594729683047,0.1,-69.23656252070744,nan,-19.63964970334718,46.75594729683047,-69.2365625207074,-137.82995156230942,10,0.0,88,88,2336000,0.1,-16.207119,-19.63964970334718,-49442.305,21601030.0,-69.23656252070744,0.0,10
-129.26928514229166,6010.403053267876,333.88394,18230.80399282847,0.3,6010.403053267876,nan,60702.70124376877,18230.80399282847,6010.403053267876,-129.26928514229166,10,0.0,89,89,2360000,0.3,-16.842579,60702.70124376877,-52796.465,23645234.0,6010.403053267876,0.0,10
-134.8240679319822,10004.19954134004,315.6844,21216.718236860164,0.2,10004.199541340044,nan,65000.24006704497,21216.718236860164,10004.19954134004,-134.8240679319822,10,0.0,90,90,2384000,0.2,-17.04791,65000.24006704497,-54244.133,21899694.0,10004.199541340044,0.0,10
-72.48845743962704,9885.440805721353,317.7317,28836.261816837283,0.3,9885.440805721359,nan,96357.90637294487,28836.261816837283,9885.440805721353,-72.48845743962704,10,0.0,91,91,2408000,0.3,-16.857256,96357.90637294487,-54161.39,21120024.0,9885.440805721359,0.0,10
-74.32557873816505,1611.8705829007251,409.1093,4319.634692405161,0.3,1611.8705829007254,nan,14437.213304345743,4319.634692405161,1611.8705829007251,-74.32557873816505,10,0.0,92,92,2432000,0.3,-17.309101,14437.213304345743,-55148.023,21472510.0,1611.8705829007254,0.0,10
-128.61613920314093,-61.241722842100145,18888.822,43.34652925458607,0.1,-61.241722842100145,nan,-19.088110827135363,43.34652925458607,-61.241722842100145,-128.61613920314093,10,0.0,93,93,2456000,0.1,-17.576548,-19.088110827135363,-54171.39,23385224.0,-61.241722842100145,0.0,10
