MetaTest/Average/NumEpisodes,MetaTest/plate-slide-back-side-v1/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/plate-slide-back-side-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTrain/Average/ContrastiveLoss,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss
10,10,-65.39739309474417,0.0,21,273.4875497566994,-65.39739309474417,0.0,1400.872277897761,1400.872277897761,273.4875497566994,-1.3253378,432.88410752282675,273.4875497566994,728000,403.4264,273.4875497566994,21,-2835.1465,0.0,1.2924464,432.88410752282675,0.0,51117.824
10,10,-56.06939665693039,0.0,22,-25.128010848764017,-56.06939665693039,0.0,80.98525787357039,80.98525787357039,-25.128010848764017,-0.48111352,36.89653436540844,-25.128010848764017,752000,429.33014,-25.128010848764017,22,-3066.5454,0.0,1.722065,36.89653436540844,0.0,68034.4
10,10,-45.828549533371145,0.0,23,276.86973541813666,-45.828549533371145,0.0,2975.521611573724,2975.521611573724,276.86973541813677,0.8371332,899.5959063643082,276.86973541813666,776000,1520.6517,276.86973541813677,23,-2289.3093,0.0,1.5803572,899.5959063643082,0.0,87273.984
10,10,-39.53648267981686,0.0,24,171.4326008706153,-39.53648267981686,0.0,1931.7159622564868,1931.7159622564868,171.43260087061546,-3.0354095,586.7908653665229,171.4326008706153,800000,519.433,171.43260087061546,24,-6653.482,0.0,1.9591078,586.7908653665229,0.0,152783.17
10,10,-121.43571356624041,0.0,25,2888.4035800077113,-121.43571356624041,0.0,25723.025472693258,25723.025472693258,2888.4035800077118,0.67645067,7620.266002773534,2888.4035800077113,824000,1445.2985,2888.4035800077118,25,-3838.6064,0.0,2.2081413,7620.266002773534,0.0,147971.72
10,10,-27.258787245825136,0.0,26,12726.288324740986,-27.258787245825136,0.0,49597.62586846005,49597.62586846005,12726.28832474098,-0.91991395,17865.891700259144,12726.288324740986,848000,1696.8793,12726.28832474098,26,-4724.666,0.0,2.2656636,17865.891700259144,0.0,175790.62
10,10,-46.2509091951013,0.0,27,1900.3358228243917,-46.2509091951013,0.0,12938.195681622534,12938.195681622534,1900.335822824393,-1.0022807,4011.0786695770284,1900.3358228243917,872000,991.1345,1900.335822824393,27,-6838.615,0.0,2.8218682,4011.0786695770284,0.0,267605.16
10,10,-47.98368931403294,0.1,28,7345.453432389996,-47.98368931403294,0.0,34434.00237099435,34434.00237099435,7345.453432389998,-0.6421716,11740.262606406412,7345.453432389996,896000,576.3404,7345.453432389998,28,-9168.45,0.1,3.6307003,11740.262606406412,0.0,388503.78
10,10,-50.83298695919531,0.1,29,2873.097940588135,-50.83298695919531,0.0,17139.39325961947,17139.39325961947,2873.097940588135,1.2902478,5349.527545068692,2873.097940588135,920000,1999.5619,2873.097940588135,29,-7229.9614,0.1,3.582645,5349.527545068692,0.0,413967.62
10,10,-63.3260646583376,0.0,30,-50.48605711935265,-63.3260646583376,0.0,-17.37316851127982,-17.37316851127982,-50.48605711935265,-0.9726877,18.069377321567668,-50.48605711935265,944000,779.45276,-50.48605711935265,30,-8481.974,0.0,3.540664,18.069377321567668,0.0,563174.56
10,10,-13.08444662195072,0.1,31,13679.987030956525,-13.08444662195072,0.0,59435.86112674944,59435.86112674944,13679.987030956516,-0.30566224,21229.877752590255,13679.987030956525,968000,702.18335,13679.987030956516,31,-8904.437,0.1,3.8928354,21229.877752590255,0.0,669298.06
10,10,-57.322345286574446,0.1,32,5255.70652293376,-57.322345286574446,0.0,30367.86403393809,30367.86403393809,5255.706522933762,-1.4516549,9521.305918972219,5255.70652293376,992000,534.5291,5255.706522933762,32,-10191.216,0.1,4.5288057,9521.305918972219,0.0,822441.75
10,10,-62.34910452435452,0.0,33,4014.0012218415623,-62.34910452435452,0.0,10603.34642682065,10603.34642682065,4014.00122184156,-1.3206829,3854.3328057908248,4014.0012218415623,1016000,533.686,4014.00122184156,33,-11343.648,0.0,5.4882255,3854.3328057908248,0.0,1044615.6
10,10,-49.959682234014295,0.0,34,6383.5087610640185,-49.959682234014295,0.0,45372.863725985415,45372.863725985415,6383.508761064019,0.62243545,13576.329734754761,6383.5087610640185,1040000,594.4857,6383.508761064019,34,-10835.988,0.0,5.6707616,13576.329734754761,0.0,1212003.9
10,10,-127.0469929485641,0.0,35,6017.48122816521,-127.0469929485641,0.0,58554.65606360965,58554.65606360965,6017.48122816521,-1.7204453,17521.95123145589,6017.48122816521,1064000,469.03925,6017.48122816521,35,-13314.392,0.0,6.453334,17521.95123145589,0.0,1628723.9
10,10,-53.38079602255721,0.0,36,6402.636722008656,-53.38079602255721,0.0,62957.70668433207,62957.70668433207,6402.636722008658,-0.46716064,18853.835846972255,6402.636722008656,1088000,616.7914,6402.636722008658,36,-14553.974,0.0,6.893879,18853.835846972255,0.0,1991887.9
10,10,-47.27724183186371,0.0,37,1724.8295702067203,-47.27724183186371,0.0,12488.423444118838,12488.423444118838,1724.8295702067207,0.69127166,3721.300621058341,1724.8295702067203,1112000,603.8734,1724.8295702067207,37,-14643.174,0.0,6.8564744,3721.300621058341,0.0,2134855.8
10,10,-46.887949971021754,0.0,38,6284.797698071089,-46.887949971021754,0.0,36186.86987386591,36186.86987386591,6284.797698071091,-2.3435216,12450.554071036951,6284.797698071089,1136000,1126.8608,6284.797698071091,38,-19565.135,0.0,7.7269874,12450.554071036951,0.0,2867967.0
10,10,-109.14763267691333,0.0,39,14886.474442510254,-109.14763267691333,0.0,54820.27458083293,54820.27458083293,14886.474442510249,-2.674388,18036.09458636386,14886.474442510254,1160000,1406.191,14886.474442510249,39,-22036.3,0.0,8.706655,18036.09458636386,0.0,3197316.5
10,10,-106.03602651474543,0.0,40,3988.1103384575517,-106.03602651474543,0.0,40434.70971530911,40434.70971530911,3988.110338457556,1.116891,12148.895395201953,3988.1103384575517,1184000,2714.5215,3988.110338457556,40,-24733.592,0.0,9.866101,12148.895395201953,0.0,3769875.0
10,10,-111.22528647449391,0.1,41,5530.542183131748,-111.22528647449391,0.0,26543.407022137468,26543.407022137468,5530.542183131748,1.3670444,9248.84513723119,5530.542183131748,1208000,2839.1895,5530.542183131748,41,-23528.357,0.1,8.907425,9248.84513723119,0.0,3440418.0
10,10,-91.69630011171611,0.0,42,4558.288130910064,-91.69630011171611,0.0,25920.93274547214,25920.93274547214,4558.288130910065,-1.6952678,8096.488767014948,4558.288130910064,1232000,4839.67,4558.288130910065,42,-24525.812,0.0,8.989859,8096.488767014948,0.0,4037656.5
10,10,-72.04252429225129,0.0,43,9885.830477465792,-72.04252429225129,0.0,45564.56501491382,45564.56501491382,9885.830477465794,0.13433032,13827.94725890935,9885.830477465792,1256000,7202.21,9885.830477465794,43,-23315.535,0.0,8.957721,13827.94725890935,0.0,3608069.0
10,10,-55.48039905417357,0.0,44,-45.69690676700808,-55.48039905417357,0.0,-18.988060151024936,-18.988060151024936,-45.69690676700808,-0.5194247,13.17203592270239,-45.69690676700808,1280000,6096.67,-45.69690676700808,44,-25930.676,0.0,9.865941,13.17203592270239,0.0,4326612.5
10,10,-76.35091202071175,0.0,45,5760.107550164162,-76.35091202071175,0.0,30368.100261910517,30368.100261910517,5760.107550164158,0.9686599,11537.786236183141,5760.107550164162,1304000,3571.9146,5760.107550164158,45,-21530.994,0.0,9.255495,11537.786236183141,0.0,3555156.8
10,10,-50.70792128645884,0.0,46,5626.651725642253,-50.70792128645884,0.0,21684.233704716615,21684.233704716615,5626.651725642254,-3.32946,6925.880094483376,5626.651725642253,1328000,4700.1055,5626.651725642254,46,-26001.547,0.0,10.343216,6925.880094483376,0.0,4332217.5
10,10,-101.45183178185307,0.0,47,2358.868234850823,-101.45183178185307,0.0,20786.852144530076,20786.852144530076,2358.8682348508223,0.55672973,6217.92164385674,2358.868234850823,1352000,5009.248,2358.8682348508223,47,-26278.768,0.0,11.35819,6217.92164385674,0.0,4409453.0
10,10,-68.30730728230175,0.0,48,102.25635558233421,-68.30730728230175,0.0,988.3078441999178,988.3078441999178,102.25635558233407,6.5222216,321.33658156044527,102.25635558233421,1376000,7839.917,102.25635558233407,48,-19756.652,0.0,9.42109,321.33658156044527,0.0,3813788.2
10,10,-56.68011165218686,0.0,49,-35.84761448700523,-56.68011165218686,0.0,-18.781495091692115,-18.781495091692115,-35.84761448700523,-0.32299706,10.693574112805527,-35.84761448700523,1400000,4694.5664,-35.84761448700523,49,-20107.451,0.0,8.06744,10.693574112805527,0.0,4427806.5
