MetaTest/hand-insert-v1/MaxReturn,MetaTest/hand-insert-v1/MinReturn,Average/MaxReturn,policy/LossAfter,Average/StdReturn,MetaTest/hand-insert-v1/TerminationRate,policy/KL,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,Average/AverageReturn,MetaTest/hand-insert-v1/StdReturn,hand-insert-v1/StdReturn,policy/dLoss,MetaTest/hand-insert-v1/Iteration,MetaTest/hand-insert-v1/AverageDiscountedReturn,MetaTest/hand-insert-v1/AverageReturn,MetaTest/Average/MinReturn,hand-insert-v1/NumEpisodes,hand-insert-v1/MinReturn,Average/NumEpisodes,Average/SuccessRate,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/AverageReturn,hand-insert-v1/AverageReturn,Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/hand-insert-v1/SuccessRate,hand-insert-v1/TerminationRate,MetaTest/Average/TerminationRate,hand-insert-v1/AverageDiscountedReturn,policy/KLBefore,LinearFeatureBaseline/ExplainedVariance,MetaTest/hand-insert-v1/NumEpisodes,MetaTest/Average/SuccessRate,hand-insert-v1/Iteration,Average/Iteration,hand-insert-v1/MaxReturn,hand-insert-v1/SuccessRate,MetaTest/Average/Iteration,policy/Entropy,Average/TerminationRate,policy/LossBefore,Average/AverageDiscountedReturn
76758.82057299059,-33.00474134846523,126048.3885445173,-45.792652,28094.72739308719,0.0,0.008785589,76758.82057299059,24237.945842463974,26457.872738259626,24237.945842463974,28094.72739308719,34.27038,1,21322.003623177814,21322.00362317781,-33.00474134846523,100,-37.68341682709022,100,0.83,10,220000,21322.00362317781,26457.872738259626,-37.68341682709022,21322.003623177814,0.9,0.0,0.0,6411.93883918825,0.0,0.21274398544272355,10,0.9,10,10,126048.3885445173,0.83,1,5.586604,0.0,-11.522272,6411.93883918825
,,169526.5238417734,-19.791025,34418.75173810856,,0.0058177803,,,39282.019562580244,,34418.75173810856,42.88066,,,,,100,-29.9456984537786,100,0.81,,240000,,39282.019562580244,-29.9456984537786,,,0.0,,9732.391482473835,0.0,0.2167670316692164,,,11,11,169526.5238417734,0.81,,5.5649285,0.0,23.089638,9732.391482473835
,,222280.13913860123,-46.19105,50925.105909584585,,0.0069872225,,,54308.72558568028,,50925.105909584585,58.1607,,,,,100,-26.914215408361073,100,0.94,,260000,,54308.72558568028,-26.914215408361073,,,0.0,,13785.318633649465,0.0,0.2628286679349976,,,12,12,222280.13913860123,0.94,,5.5178456,0.0,11.96965,13785.318633649465
,,224835.7709529862,-36.0606,43812.92150338081,,0.0059054205,,,61537.389780779704,,43812.92150338081,40.902576,,,,,100,-28.86562097750257,100,0.91,,280000,,61537.389780779704,-28.86562097750257,,,0.0,,15080.181664088157,0.0,0.1624082409252815,,,13,13,224835.7709529862,0.91,,5.491416,0.0,4.841975,15080.181664088157
,,255821.24455211416,-24.27495,52447.4276200972,,0.0063127493,,,73912.28744971257,,52447.4276200972,57.097626,,,,,100,-26.972952660593393,100,0.95,,300000,,73912.28744971257,-26.972952660593393,,,0.0,,18743.44831147728,0.0,0.2539051797372861,,,14,14,255821.24455211416,0.95,,5.454284,0.0,32.822674,18743.44831147728
,,204569.02926252622,-27.0027,43861.38339333505,,0.0061847386,,,76810.98351867081,,43861.38339333505,49.75701,,,,,100,-22.37999748630474,100,0.98,,320000,,76810.98351867081,-22.37999748630474,,,0.0,,19720.90150955091,0.0,0.18107271422684978,,,15,15,204569.02926252622,0.98,,5.421974,0.0,22.754313,19720.90150955091
,,253329.15623657423,6.0554876,59108.442708471586,,0.008187766,,,77211.8299692607,,59108.442708471586,52.610786,,,,,100,-22.717201522570857,100,0.95,,340000,,77211.8299692607,-22.717201522570857,,,0.0,,19997.996248671687,0.0,0.20385721093441111,,,16,16,253329.15623657423,0.95,,5.3999176,0.0,58.666275,19997.996248671687
,,263173.5725603533,-52.1211,60582.05029340327,,0.00743718,,,90017.72407871723,,60582.05029340327,66.6816,,,,,100,-27.47838640924378,100,0.87,,360000,,90017.72407871723,-27.47838640924378,,,0.0,,23159.858852482514,0.0,0.34224876113055125,,,17,17,263173.5725603533,0.87,,5.3604283,0.0,14.5605,23159.858852482514
,,245939.28828321432,-17.038338,53070.85339147762,,0.006116535,,,87764.175177554,,53070.85339147762,51.904537,,,,,100,-22.790833456753784,100,0.97,,380000,,87764.175177554,-22.790833456753784,,,0.0,,22904.562494672264,0.0,0.2244605969188307,,,18,18,245939.28828321432,0.97,,5.325282,0.0,34.8662,22904.562494672264
,,280736.2461970813,-67.40677,56472.67184077694,,0.007504175,,,108045.02950406053,,56472.67184077694,60.927593,,,,,100,-21.8683337953821,100,0.98,,400000,,108045.02950406053,-21.8683337953821,,,0.0,,28244.88133600033,0.0,0.2402989780673257,,,19,19,280736.2461970813,0.98,,5.2790375,0.0,-6.479175,28244.88133600033
156466.14295296173,39070.95309400892,249821.80426953424,-18.56185,53353.344094515116,0.0,0.005893314,156466.14295296173,43686.3300540194,98948.33501919899,43686.3300540194,53353.344094515116,49.8658,2,106046.3862556183,106046.38625561833,39070.95309400892,100,-22.224383027722595,100,0.98,10,420000,106046.38625561833,98948.33501919899,-22.224383027722595,106046.3862556183,1.0,0.0,0.0,26065.3075984755,0.0,0.21219346413504125,10,1.0,20,20,249821.80426953424,0.98,2,5.2619696,0.0,31.30395,26065.3075984755
,,311968.84322922473,-1.2331125,65501.76749043658,,0.006861904,,,126975.38036390713,,65501.76749043658,61.71591,,,,,100,-22.87358128799707,100,0.95,,440000,,126975.38036390713,-22.87358128799707,,,0.0,,34262.49537122598,0.0,0.29551551220030425,,,21,21,311968.84322922473,0.95,,5.2278924,0.0,60.4828,34262.49537122598
,,299421.7819596377,-43.224163,56713.18718258827,,0.0057582273,,,127283.02579950035,,56713.18718258827,51.783913,,,,,100,-22.423737066309734,100,0.96,,460000,,127283.02579950035,-22.423737066309734,,,0.0,,34986.8945118362,0.0,0.26724239068891964,,,22,22,299421.7819596377,0.96,,5.194455,0.0,8.55975,34986.8945118362
,,328263.92184412543,-2.45555,78564.07012238498,,0.0054320344,,,122265.15664343578,,78564.07012238498,72.55298,,,,,100,-22.42321841600339,100,0.91,,480000,,122265.15664343578,-22.42321841600339,,,0.0,,34067.25779671607,0.0,0.3357599153115005,,,23,23,328263.92184412543,0.91,,5.1642313,0.0,70.09743,34067.25779671607
,,292921.9097066743,-15.872275,64517.199637782636,,0.0049264017,,,120119.10065907455,,64517.199637782636,54.024826,,,,,100,-24.025336603042092,100,0.91,,500000,,120119.10065907455,-24.025336603042092,,,0.0,,33526.09959689989,0.0,0.18213752984108755,,,24,24,292921.9097066743,0.91,,5.1224546,0.0,38.15255,33526.09959689989
,,255982.80311313338,-39.022926,44579.770602390476,,0.0059676603,,,126458.465121683,,44579.770602390476,57.394264,,,,,100,-20.798279561513464,100,0.97,,520000,,126458.465121683,-20.798279561513464,,,0.0,,35203.91969528777,0.0,0.1924184083520405,,,25,25,255982.80311313338,0.97,,5.09011,0.0,18.371338,35203.91969528777
,,312655.95408442186,-27.8157,73076.1614783776,,0.0054625557,,,125960.66996122652,,73076.1614783776,81.03697,,,,,100,-23.760144051365025,100,0.89,,540000,,125960.66996122652,-23.760144051365025,,,0.0,,35923.226211545385,0.0,0.32992369358170226,,,26,26,312655.95408442186,0.89,,5.0829387,0.0,53.221275,35923.226211545385
,,323195.4503255608,-0.41955,63856.97347394776,,0.004718211,,,163460.53558298925,,63856.97347394776,63.076126,,,,,100,1972.5783797673175,100,1.0,,560000,,163460.53558298925,1972.5783797673175,,,0.0,,45153.30567300569,0.0,0.2613846472592396,,,27,27,323195.4503255608,1.0,,5.072129,0.0,62.656574,45153.30567300569
,,288222.6451165879,-1.2518437,64688.57996459366,,0.003731192,,,128007.94012271718,,64688.57996459366,63.770905,,,,,100,-23.091428275728322,100,0.88,,580000,,128007.94012271718,-23.091428275728322,,,0.0,,36555.010453518735,0.0,0.3374401488344869,,,28,28,288222.6451165879,0.88,,5.043971,0.0,62.519062,36555.010453518735
,,295207.53083384054,-15.070334,46880.983309701056,,0.0052122786,,,148542.11384742623,,46880.983309701056,50.661564,,,,,100,-23.650994204218627,100,0.98,,600000,,148542.11384742623,-23.650994204218627,,,0.0,,43118.21231038535,0.0,0.18365013735611468,,,29,29,295207.53083384054,0.98,,5.0138702,0.0,35.59123,43118.21231038535
305735.14133313025,124364.20820534747,324651.74303389713,-59.89365,57693.10965458402,0.0,0.0072948104,305735.14133313025,60831.55326979457,157894.947691852,60831.55326979457,57693.10965458402,64.70712,3,189316.45217996853,189316.4521799686,124364.20820534747,100,5208.306851293642,100,1.0,10,620000,189316.4521799686,157894.947691852,5208.306851293642,189316.45217996853,1.0,0.0,0.0,45631.01048319613,0.0,0.17041993569106495,10,1.0,30,30,324651.74303389713,1.0,3,5.0066614,0.0,4.813475,45631.01048319613
,,332663.69096521754,-50.3612,66286.44893320919,,0.004876218,,,160977.08959028777,,66286.44893320919,53.02805,,,,,100,-19.62507279223474,100,0.96,,640000,,160977.08959028777,-19.62507279223474,,,0.0,,47617.32704169578,0.0,0.1998695318015914,,,31,31,332663.69096521754,0.96,,5.002658,0.0,2.66685,47617.32704169578
,,303770.3838363644,-28.639206,52964.3494616905,,0.0064050485,,,151728.1152690791,,52964.3494616905,44.103,,,,,100,13698.186175271463,100,1.0,,660000,,151728.1152690791,13698.186175271463,,,0.0,,45522.374989001604,0.0,0.25554002351637883,,,32,32,303770.3838363644,1.0,,5.005864,0.0,15.463794,45522.374989001604
,,284588.8848664023,-32.740726,65249.73897214324,,0.005699313,,,134912.62604300535,,65249.73897214324,73.008896,,,,,100,-23.18433704375986,100,0.92,,680000,,134912.62604300535,-23.18433704375986,,,0.0,,39632.08154565324,0.0,0.27762468308446253,,,33,33,284588.8848664023,0.92,,4.986943,0.0,40.268173,39632.08154565324
,,318597.75560101296,-30.46375,58804.2307266729,,0.0048765475,,,150822.89724805512,,58804.2307266729,50.376026,,,,,100,-17.812284129240535,100,0.99,,700000,,150822.89724805512,-17.812284129240535,,,0.0,,45112.76544651402,0.0,0.21574969058340687,,,34,34,318597.75560101296,0.99,,4.9522715,0.0,19.912275,45112.76544651402
,,325581.3333445023,-97.04145,71437.23377410458,,0.006401865,,,183914.36906856962,,71437.23377410458,80.44163,,,,,100,-20.38856560117133,100,0.96,,720000,,183914.36906856962,-20.38856560117133,,,0.0,,52828.430294194,0.0,0.2573067290223049,,,35,35,325581.3333445023,0.96,,4.9216204,0.0,-16.599825,52828.430294194
,,331678.6492158269,-42.174736,73700.7212243368,,0.0039392808,,,158505.65972280118,,73700.7212243368,57.782463,,,,,100,-21.835014484792968,100,0.96,,740000,,158505.65972280118,-21.835014484792968,,,0.0,,46285.00196211139,0.0,0.31783315733058504,,,36,36,331678.6492158269,0.96,,4.8844786,0.0,15.607725,46285.00196211139
,,317726.6410672479,-66.17068,60524.097083212204,,0.005271629,,,174527.47235672313,,60524.097083212204,45.726326,,,,,100,-20.004250341987227,100,0.99,,760000,,174527.47235672313,-20.004250341987227,,,0.0,,51096.881686802444,0.0,0.3323685399036408,,,37,37,317726.6410672479,0.99,,4.852206,0.0,-20.44435,51096.881686802444
,,306029.5278332073,-14.858462,59004.59730710839,,0.0047977143,,,158310.7775407214,,59004.59730710839,59.721115,,,,,100,2134.4520690265454,100,1.0,,780000,,158310.7775407214,2134.4520690265454,,,0.0,,46724.92676341894,0.0,0.19867462651221723,,,38,38,306029.5278332073,1.0,,4.832671,0.0,44.86265,46724.92676341894
,,290775.96108831954,5.1290874,44346.44828967899,,0.007317379,,,171732.28396545473,,44346.44828967899,26.067287,,,,,100,2693.7491912096607,100,1.0,,800000,,171732.28396545473,2693.7491912096607,,,0.0,,49911.58663452717,0.0,0.2945668569364217,,,39,39,290775.96108831954,1.0,,4.822746,0.0,31.196375,49911.58663452717
308216.9009967488,-22.766286230039864,317004.7710458014,75.1231,59877.67740061498,0.0,0.0042358884,308216.9009967488,95284.24422805918,177966.9802478844,95284.24422805918,59877.67740061498,45.591003,4,149929.17549314426,149929.1754931442,-22.766286230039864,100,-20.087905335016963,100,0.99,10,820000,149929.1754931442,177966.9802478844,-20.087905335016963,149929.17549314426,0.9,0.0,0.0,52010.20330319854,0.0,0.2673817440552845,10,0.9,40,40,317004.7710458014,0.99,4,4.799845,0.0,120.7141,52010.20330319854
,,316392.6552527701,-94.85082,80136.20539436351,,0.0071657775,,,144552.04640854846,,80136.20539436351,79.10803,,,,,100,-25.187580159457667,100,0.86,,840000,,144552.04640854846,-25.187580159457667,,,0.0,,42828.059619126376,0.0,0.41736915857343426,,,41,41,316392.6552527701,0.86,,4.782073,0.0,-15.742787,42828.059619126376
,,320503.87735069345,-5.6319,64467.061416356104,,0.0055991723,,,185255.3331480312,,64467.061416356104,40.830315,,,,,100,40300.98456099169,100,1.0,,860000,,185255.3331480312,40300.98456099169,,,0.0,,54149.83276065233,0.0,0.24122058111158928,,,42,42,320503.87735069345,1.0,,4.7618756,0.0,35.198414,54149.83276065233
,,297455.7860044988,-49.263,61113.436798803494,,0.004730964,,,163372.64752328978,,61113.436798803494,68.93205,,,,,100,-22.748067374031905,100,0.94,,880000,,163372.64752328978,-22.748067374031905,,,0.0,,49084.82171253809,0.0,0.23505104411814148,,,43,43,297455.7860044988,0.94,,4.7568,0.0,19.66905,49084.82171253809
,,330422.2125070665,-121.4277,78661.50412598615,,0.0056543546,,,179885.58096403905,,78661.50412598615,72.03491,,,,,100,-19.282511492049768,100,0.98,,900000,,179885.58096403905,-19.282511492049768,,,0.0,,53768.94704735529,0.0,0.20594521476798844,,,44,44,330422.2125070665,0.98,,4.7646785,0.0,-49.392788,53768.94704735529
,,303000.47809271724,-29.741562,69030.08830161813,,0.0067159487,,,157211.04255493553,,69030.08830161813,73.78514,,,,,100,-21.54362233683552,100,0.97,,920000,,157211.04255493553,-21.54362233683552,,,0.0,,46519.85418713468,0.0,0.3209343235724279,,,45,45,303000.47809271724,0.97,,4.7480936,0.0,44.043575,46519.85418713468
,,318387.6786972771,-49.99775,53125.52107890135,,0.004244085,,,180091.85236297044,,53125.52107890135,57.207348,,,,,100,-20.573084894899438,100,0.99,,940000,,180091.85236297044,-20.573084894899438,,,0.0,,51579.60489111184,0.0,0.24274247523023196,,,46,46,318387.6786972771,0.99,,4.7417855,0.0,7.2096,51579.60489111184
,,330855.67660886276,-40.77692,74775.86974106544,,0.0056349747,,,186403.04758457222,,74775.86974106544,64.125984,,,,,100,-21.733194225737655,100,0.97,,960000,,186403.04758457222,-21.733194225737655,,,0.0,,55380.921221870965,0.0,0.27431632822181506,,,47,47,330855.67660886276,0.97,,4.7234125,0.0,23.349062,55380.921221870965
,,336291.0268232413,-13.4607,63041.98317456335,,0.0059351013,,,176963.47624506147,,63041.98317456335,63.21345,,,,,100,-19.970423495914588,100,0.98,,980000,,176963.47624506147,-19.970423495914588,,,0.0,,52478.81092218868,0.0,0.19816670696445848,,,48,48,336291.0268232413,0.98,,4.693925,0.0,49.75275,52478.81092218868
,,328838.0734895227,-12.807688,59073.089589626354,,0.0056260033,,,173274.285514516,,59073.089589626354,52.643585,,,,,100,-19.189725194345378,100,0.99,,1000000,,173274.285514516,-19.189725194345378,,,0.0,,51452.61181483594,0.0,0.19678211996231498,,,49,49,328838.0734895227,0.99,,4.6714706,0.0,39.8359,51452.61181483594
282323.45619978884,-24.284668197483516,337133.66468320787,-12.3092,79541.1890338388,0.0,0.00452738,282323.45619978884,96828.69053304066,177270.18177501264,96828.69053304066,79541.1890338388,67.6523,5,164419.72617627616,164419.72617627628,-24.284668197483516,100,-21.783954458166022,100,0.96,10,1020000,164419.72617627628,177270.18177501264,-21.783954458166022,164419.72617627616,0.8,0.0,0.0,52676.82492064964,0.0,0.2316581815133808,10,0.8,50,50,337133.66468320787,0.96,5,4.6506886,0.0,55.3431,52676.82492064964
,,325418.65272601816,-40.873974,75654.8908443264,,0.010597813,,,184455.5275295141,,75654.8908443264,-0.86086273,,,,,100,-21.10525506563205,100,0.97,,1040000,,184455.5275295141,-21.10525506563205,,,0.0,,54339.07038661282,0.0,0.24821741035746292,,,51,51,325418.65272601816,0.97,,4.620347,0.0,-41.734837,54339.07038661282
,,318259.1238688127,-25.2278,56590.53780821509,,0.006202539,,,197722.13605904233,,56590.53780821509,39.9086,,,,,100,51441.79716458957,100,1.0,,1060000,,197722.13605904233,51441.79716458957,,,0.0,,56425.90099620845,0.0,0.33769357686590595,,,52,52,318259.1238688127,1.0,,4.609833,0.0,14.6808,56425.90099620845
,,329116.18859977945,-119.92683,99312.3284530777,,0.0035748105,,,170631.69181670473,,99312.3284530777,93.79822,,,,,100,-23.871235648378534,100,0.83,,1080000,,170631.69181670473,-23.871235648378534,,,0.0,,50070.5969888723,0.0,0.4201936093000469,,,53,53,329116.18859977945,0.83,,4.6019373,0.0,-26.128613,50070.5969888723
,,323977.27477174526,-69.7967,102005.91607326646,,0.0051355567,,,170885.7620696997,,102005.91607326646,98.881676,,,,,100,-22.812672310549694,100,0.85,,1100000,,170885.7620696997,-22.812672310549694,,,0.0,,49942.31649567878,0.0,0.4197814012949811,,,54,54,323977.27477174526,0.85,,4.5848,0.0,29.084974,49942.31649567878
,,292426.19154804887,-42.541576,59328.53041471659,,0.006622157,,,178976.3555340848,,59328.53041471659,63.593674,,,,,100,-20.90303784245568,100,0.99,,1120000,,178976.3555340848,-20.90303784245568,,,0.0,,52055.538730038104,0.0,0.17293209493440231,,,55,55,292426.19154804887,0.99,,4.569248,0.0,21.0521,52055.538730038104
,,316745.25794936565,-36.469963,75483.49031847058,,0.0046435446,,,172409.98907725554,,75483.49031847058,69.51424,,,,,100,-25.140895072701337,100,0.98,,1140000,,172409.98907725554,-25.140895072701337,,,0.0,,50088.56277502797,0.0,0.23483556905335567,,,56,56,316745.25794936565,0.98,,4.5645823,0.0,33.04427,50088.56277502797
,,309447.01429805264,-58.003574,69010.91502309391,,0.0057489057,,,179347.53645286185,,69010.91502309391,65.19398,,,,,100,-23.06982596872611,100,0.97,,1160000,,179347.53645286185,-23.06982596872611,,,0.0,,54376.45207514361,0.0,0.2681473418844955,,,57,57,309447.01429805264,0.97,,4.5470004,0.0,7.1904,54376.45207514361
,,314317.6926604139,-25.75468,58724.93609230447,,0.0059132813,,,188524.53630105974,,58724.93609230447,68.95073,,,,,100,-22.98879370833692,100,0.98,,1180000,,188524.53630105974,-22.98879370833692,,,0.0,,53847.486501248044,0.0,0.22860390990290425,,,58,58,314317.6926604139,0.98,,4.525165,0.0,43.196045,53847.486501248044
,,312965.9883741673,-95.47838,73510.92540426487,,0.00594973,,,189297.7701747128,,73510.92540426487,83.8364,,,,,100,-22.4000453514014,100,0.98,,1200000,,189297.7701747128,-22.4000453514014,,,0.0,,54883.82372030246,0.0,0.2537006394330652,,,59,59,312965.9883741673,0.98,,4.5180016,0.0,-11.641975,54883.82372030246
305308.99679173215,174283.9548901913,323588.2472261856,-53.37635,65252.99045829399,0.0,0.0068353997,305308.99679173215,39690.954229117284,208688.3331543969,39690.954229117284,65252.99045829399,73.62855,6,234881.82500193073,234881.82500193073,174283.9548901913,100,4781.30631492054,100,1.0,10,1220000,234881.82500193073,208688.3331543969,4781.30631492054,234881.82500193073,1.0,0.0,0.0,61322.27280165717,0.0,0.2055518433977611,10,1.0,60,60,323588.2472261856,1.0,6,4.494979,0.0,20.2522,61322.27280165717
,,335187.46354461386,93.263725,73750.83558049536,,0.014979106,,,210336.6133360585,,73750.83558049536,-62.867302,,,,,100,-20.561460931907888,100,0.98,,1240000,,210336.6133360585,-20.561460931907888,,,0.0,,61593.07241807931,0.0,0.19493143482728648,,,61,61,335187.46354461386,0.98,,4.4759097,0.0,30.396425,61593.07241807931
,,313661.110684639,-46.41665,90883.36177529833,,0.004920918,,,194693.1011540737,,90883.36177529833,93.07415,,,,,100,-22.216554726474822,100,0.92,,1260000,,194693.1011540737,-22.216554726474822,,,0.0,,58709.981531284306,0.0,0.3689377693589492,,,62,62,313661.110684639,0.92,,4.454403,0.0,46.6575,58709.981531284306
,,335195.78456193383,-93.63784,94813.1639981001,,0.0058637923,,,205852.31803357432,,94813.1639981001,91.40869,,,,,100,-21.37229635373014,100,0.92,,1280000,,205852.31803357432,-21.37229635373014,,,0.0,,61657.41443477644,0.0,0.3596722715219278,,,63,63,335195.78456193383,0.92,,4.442791,0.0,-2.22915,61657.41443477644
,,327920.8466412107,-0.16846874,74237.76749638903,,0.0064515946,,,218882.3455031923,,74237.76749638903,86.36463,,,,,100,-20.392710222164023,100,0.98,,1300000,,218882.3455031923,-20.392710222164023,,,0.0,,63370.093027448485,0.0,0.24313381486738528,,,64,64,327920.8466412107,0.98,,4.4351835,0.0,86.19616,63370.093027448485
,,330293.4748911778,-88.5761,75824.66846243292,,0.007382083,,,216087.00762507773,,75824.66846243292,87.9711,,,,,100,-19.586727925539194,100,0.99,,1320000,,216087.00762507773,-19.586727925539194,,,0.0,,63861.73086700722,0.0,0.23542203131573214,,,65,65,330293.4748911778,0.99,,4.432495,0.0,-0.605,63861.73086700722
,,331621.1488366726,83.905785,80759.55189268058,,0.006314618,,,209323.25143771016,,80759.55189268058,80.36219,,,,,100,-20.604216150730252,100,0.98,,1340000,,209323.25143771016,-20.604216150730252,,,0.0,,63566.08087668951,0.0,0.22421948499755617,,,66,66,331621.1488366726,0.98,,4.4115863,0.0,164.26797,63566.08087668951
,,330723.3677989117,-17.387238,72134.79549083152,,0.005721237,,,231939.3764463164,,72134.79549083152,62.196312,,,,,100,-22.67283630574938,100,0.99,,1360000,,231939.3764463164,-22.67283630574938,,,0.0,,69484.89904607461,0.0,0.29943688727997,,,67,67,330723.3677989117,0.99,,4.386588,0.0,44.809074,69484.89904607461
,,339777.8550481665,-16.134674,82277.48382175199,,0.0041632536,,,208245.89861009124,,82277.48382175199,73.44432,,,,,100,-21.781175690185577,100,0.94,,1380000,,208245.89861009124,-21.781175690185577,,,0.0,,63029.70621459854,0.0,0.2928644600744682,,,68,68,339777.8550481665,0.94,,4.376609,0.0,57.30965,63029.70621459854
,,328381.4992147145,41.407925,82222.44666908246,,0.0051771067,,,226705.32879456648,,82222.44666908246,66.56258,,,,,100,-22.82537430897714,100,0.98,,1400000,,226705.32879456648,-22.82537430897714,,,0.0,,67733.07240325466,0.0,0.2980200640218613,,,69,69,328381.4992147145,0.98,,4.356759,0.0,107.9705,67733.07240325466
