MetaTest/hand-insert-v1/MaxReturn,MetaTest/hand-insert-v1/MinReturn,Average/MaxReturn,policy/LossAfter,Average/StdReturn,MetaTest/hand-insert-v1/TerminationRate,policy/KL,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,Average/AverageReturn,MetaTest/hand-insert-v1/StdReturn,hand-insert-v1/StdReturn,policy/dLoss,MetaTest/hand-insert-v1/Iteration,MetaTest/hand-insert-v1/AverageDiscountedReturn,MetaTest/hand-insert-v1/AverageReturn,MetaTest/Average/MinReturn,hand-insert-v1/NumEpisodes,hand-insert-v1/MinReturn,Average/NumEpisodes,Average/SuccessRate,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/AverageReturn,hand-insert-v1/AverageReturn,Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/hand-insert-v1/SuccessRate,hand-insert-v1/TerminationRate,MetaTest/Average/TerminationRate,hand-insert-v1/AverageDiscountedReturn,policy/KLBefore,LinearFeatureBaseline/ExplainedVariance,MetaTest/hand-insert-v1/NumEpisodes,MetaTest/Average/SuccessRate,hand-insert-v1/Iteration,Average/Iteration,hand-insert-v1/MaxReturn,hand-insert-v1/SuccessRate,MetaTest/Average/Iteration,policy/Entropy,Average/TerminationRate,policy/LossBefore,Average/AverageDiscountedReturn
330900.4537627327,180501.50978553455,339540.2607499385,-55.47975,75702.47290740018,0.0,0.0062124813,330900.4537627327,53086.9333153197,244515.035790348,53086.9333153197,75702.47290740018,72.96463,7,267405.02725118806,267405.02725118806,180501.50978553455,100,-19.83153191907402,100,0.98,10,1420000,267405.02725118806,244515.035790348,-19.83153191907402,267405.02725118806,1.0,0.0,0.0,73916.29829225603,0.0,0.290925595742503,10,1.0,70,70,339540.2607499385,0.98,7,4.3328595,0.0,17.484875,73916.29829225603
,,339005.0127442548,-32.750164,75907.62526483859,,0.0065577165,,,245075.88491240676,,75907.62526483859,73.3703,,,,,100,-21.082188088083562,100,0.98,,1440000,,245075.88491240676,-21.082188088083562,,,0.0,,73081.3104750858,0.0,0.20138900466255427,,,71,71,339005.0127442548,0.98,,4.307522,0.0,40.620136,73081.3104750858
,,329558.0400276111,-48.57219,69902.00890293162,,0.0068018646,,,236904.3894787314,,69902.00890293162,66.403015,,,,,100,12710.816374132604,100,1.0,,1460000,,236904.3894787314,12710.816374132604,,,0.0,,69633.77005752007,0.0,0.32558812932390135,,,72,72,329558.0400276111,1.0,,4.2856674,0.0,17.830826,69633.77005752007
,,330654.1583023639,24.16355,73440.15643457379,,0.008356514,,,240603.43531294764,,73440.15643457379,69.521095,,,,,100,-20.502193348321562,100,0.99,,1480000,,240603.43531294764,-20.502193348321562,,,0.0,,71901.64230234387,0.0,0.32966841604344377,,,73,73,330654.1583023639,0.99,,4.2773366,0.0,93.68465,71901.64230234387
,,337671.19277819345,61.60311,74810.00686137193,,0.004942627,,,237462.2226973614,,74810.00686137193,55.669662,,,,,100,-20.858114448467916,100,0.99,,1500000,,237462.2226973614,-20.858114448467916,,,0.0,,70681.33186303652,0.0,0.28322398666836335,,,74,74,337671.19277819345,0.99,,4.2828836,0.0,117.27277,70681.33186303652
,,335270.56958520744,10.2477,95167.29773020724,,0.0040220954,,,233661.77304465746,,95167.29773020724,79.26691,,,,,100,-21.57339347434085,100,0.96,,1520000,,233661.77304465746,-21.57339347434085,,,0.0,,68622.60096434929,0.0,0.2214014852588464,,,75,75,335270.56958520744,0.96,,4.281563,0.0,89.5146,68622.60096434929
,,332607.52673578257,4.9595,75722.41367513649,,0.0062006363,,,257895.41397649434,,75722.41367513649,67.7484,,,,,100,15112.918025206814,100,1.0,,1540000,,257895.41397649434,15112.918025206814,,,0.0,,75666.29824425936,0.0,0.24807481770734663,,,76,76,332607.52673578257,1.0,,4.2744513,0.0,72.7079,75666.29824425936
,,335879.63116438664,50.0185,74870.19539692957,,0.0066596544,,,237617.45523375715,,74870.19539692957,66.75595,,,,,100,20466.185576695036,100,1.0,,1560000,,237617.45523375715,20466.185576695036,,,0.0,,69969.18543044539,0.0,0.26686239878782547,,,77,77,335879.63116438664,1.0,,4.272896,0.0,116.77445,69969.18543044539
,,335192.0422115141,-106.582,79596.95347634958,,0.003967088,,,256146.40266371297,,79596.95347634958,77.8308,,,,,100,8034.899526496978,100,1.0,,1580000,,256146.40266371297,8034.899526496978,,,0.0,,76454.21998250183,0.0,0.2907062133043731,,,78,78,335192.0422115141,1.0,,4.248699,0.0,-28.7512,76454.21998250183
,,340672.2277677336,-49.929863,101430.64806804822,,0.00669598,,,249635.30059926686,,101430.64806804822,78.031,,,,,100,-18.534209598920683,100,0.99,,1600000,,249635.30059926686,-18.534209598920683,,,0.0,,75762.39435682108,0.0,0.260197745830812,,,79,79,340672.2277677336,0.99,,4.2269177,0.0,28.101137,75762.39435682108
317556.7424419783,162703.40781756426,353423.39701699314,26.251925,65693.88209356742,0.0,0.0047002565,317556.7424419783,62866.70156148475,241424.54487853913,62866.70156148475,65693.88209356742,57.706055,8,254759.00375702902,254759.00375702907,162703.40781756426,100,46474.286350341405,100,1.0,10,1620000,254759.00375702907,241424.54487853913,46474.286350341405,254759.00375702902,1.0,0.0,0.0,70047.24960426513,0.0,0.262453218820505,10,1.0,80,80,353423.39701699314,1.0,8,4.2186136,0.0,83.95798,70047.24960426513
,,346791.7094145228,2.552,101063.5892266594,,0.005252278,,,243006.4339074736,,101063.5892266594,88.627,,,,,100,-20.539409803597945,100,0.97,,1640000,,243006.4339074736,-20.539409803597945,,,0.0,,73276.36570808175,0.0,0.36000079361721526,,,81,81,346791.7094145228,0.97,,4.2098494,0.0,91.179,73276.36570808175
,,350764.858827717,-14.815625,78199.22831169955,,0.00785481,,,266554.8681757695,,78199.22831169955,70.42248,,,,,100,-19.98266694007233,100,0.98,,1660000,,266554.8681757695,-19.98266694007233,,,0.0,,80885.57173965697,0.0,0.2947743606572486,,,82,82,350764.858827717,0.98,,4.191945,0.0,55.60685,80885.57173965697
,,340390.90006049443,2.6406,60095.22906242318,,0.0055316933,,,259784.41804233383,,60095.22906242318,57.902176,,,,,100,80589.36432910016,100,1.0,,1680000,,259784.41804233383,80589.36432910016,,,0.0,,78713.44154668265,0.0,0.2477927320013934,,,83,83,340390.90006049443,1.0,,4.1779437,0.0,60.542774,78713.44154668265
,,352579.62185542914,-20.42875,84918.41018809174,,0.0049804053,,,255474.81499248074,,84918.41018809174,70.738144,,,,,100,16065.298423497485,100,1.0,,1700000,,255474.81499248074,16065.298423497485,,,0.0,,77378.70012870453,0.0,0.2585403304559736,,,84,84,352579.62185542914,1.0,,4.162953,0.0,50.3094,77378.70012870453
,,343251.0702864537,42.3186,78869.73790378179,,0.0051909047,,,255522.907701855,,78869.73790378179,60.545704,,,,,100,16230.713502182834,100,1.0,,1720000,,255522.907701855,16230.713502182834,,,0.0,,76138.74487874059,0.0,0.365055060323642,,,85,85,343251.0702864537,1.0,,4.142941,0.0,102.8643,76138.74487874059
,,355008.4343040015,-14.956875,89381.75677223326,,0.004414807,,,251463.16449453565,,89381.75677223326,79.32152,,,,,100,19883.199341642663,100,1.0,,1740000,,251463.16449453565,19883.199341642663,,,0.0,,76706.5719580285,0.0,0.3041210402717046,,,86,86,355008.4343040015,1.0,,4.1342616,0.0,64.36465,76706.5719580285
,,347429.38696651056,63.104725,86878.83198865296,,0.005923217,,,260973.60784403913,,86878.83198865296,59.799503,,,,,100,-18.958304479234837,100,0.98,,1760000,,260973.60784403913,-18.958304479234837,,,0.0,,80185.10662313558,0.0,0.3605261761547117,,,87,87,347429.38696651056,0.98,,4.1239657,0.0,122.90423,80185.10662313558
,,344740.8765609124,42.823418,60159.49673468112,,0.0044298857,,,284549.4881360226,,60159.49673468112,57.2418,,,,,100,9291.941809953947,100,1.0,,1780000,,284549.4881360226,9291.941809953947,,,0.0,,88135.46583578867,0.0,0.2970331713373153,,,88,88,344740.8765609124,1.0,,4.101364,0.0,100.065216,88135.46583578867
,,341361.646691608,43.4545,69898.53649146916,,0.0047525475,,,268149.5929039979,,69898.53649146916,56.700104,,,,,100,16070.386800370858,100,1.0,,1800000,,268149.5929039979,16070.386800370858,,,0.0,,81108.22406325662,0.0,0.21383013567164766,,,89,89,341361.646691608,1.0,,4.079177,0.0,100.1546,81108.22406325662
333084.899182347,180215.2999777749,349566.80713651614,23.148325,89792.61950596794,0.0,0.005358159,333084.899182347,51012.54416619902,260040.9903117527,51012.54416619902,89792.61950596794,71.56518,9,243843.32425869076,243843.3242586907,180215.2999777749,100,8540.585623514022,100,1.0,10,1820000,243843.3242586907,260040.9903117527,8540.585623514022,243843.32425869076,1.0,0.0,0.0,79652.30542614716,0.0,0.30554253731679637,10,1.0,90,90,349566.80713651614,1.0,9,4.057091,0.0,94.7135,79652.30542614716
,,345613.79358771,74.4768,52553.9790784927,,0.0054584937,,,289054.58849683014,,52553.9790784927,44.654816,,,,,100,30416.332566340225,100,1.0,,1840000,,289054.58849683014,30416.332566340225,,,0.0,,88349.93476483678,0.0,0.30785555978846313,,,91,91,345613.79358771,1.0,,4.0387335,0.0,119.131615,88349.93476483678
,,359979.85738687555,-68.2121,84048.56685045434,,0.004804994,,,272091.88682504924,,84048.56685045434,75.88477,,,,,100,-17.03546830893561,100,0.99,,1860000,,272091.88682504924,-17.03546830893561,,,0.0,,84068.59273876171,0.0,0.20807037180039822,,,92,92,359979.85738687555,0.99,,4.0265884,0.0,7.672675,84068.59273876171
,,356025.6418882329,-84.93663,69962.23462165611,,0.004202901,,,273253.8030543972,,69962.23462165611,76.64366,,,,,100,-16.31261656996987,100,0.99,,1880000,,273253.8030543972,-16.31261656996987,,,0.0,,84873.6991708528,0.0,0.2528732136996231,,,93,93,356025.6418882329,0.99,,4.0073633,0.0,-8.292969,84873.6991708528
,,357322.35101520433,15.2044,90026.22760329011,,0.006313268,,,267360.7009923709,,90026.22760329011,77.5127,,,,,100,-20.27508767985918,100,0.97,,1900000,,267360.7009923709,-20.27508767985918,,,0.0,,85665.46467744354,0.0,0.33787908971105773,,,94,94,357322.35101520433,0.97,,3.9986987,0.0,92.7171,85665.46467744354
,,356473.32640734786,-16.020163,78117.02578343393,,0.0043441583,,,278262.88617926947,,78117.02578343393,72.29568,,,,,100,-17.87191464311075,100,0.99,,1920000,,278262.88617926947,-17.87191464311075,,,0.0,,87272.82335103847,0.0,0.36485696996685846,,,95,95,356473.32640734786,0.99,,3.993404,0.0,56.275513,87272.82335103847
,,362900.0816640217,-30.0003,65103.6450375154,,0.004913563,,,282808.39916623844,,65103.6450375154,46.282574,,,,,100,19501.19999660258,100,1.0,,1940000,,282808.39916623844,19501.19999660258,,,0.0,,88361.07302589297,0.0,0.29385246010852273,,,96,96,362900.0816640217,1.0,,3.9840047,0.0,16.282274,88361.07302589297
,,358278.2383463332,122.57787,60199.51269111968,,0.0059037935,,,279551.4150687593,,60199.51269111968,54.30732,,,,,100,31318.604575793175,100,1.0,,1960000,,279551.4150687593,31318.604575793175,,,0.0,,88355.23092625235,0.0,0.33750063036582867,,,97,97,358278.2383463332,1.0,,3.9769897,0.0,176.8852,88355.23092625235
,,350976.78405982355,36.5118,87380.39649280376,,0.0070751105,,,271099.89973597485,,87380.39649280376,71.80742,,,,,100,-20.132052294936987,100,0.98,,1980000,,271099.89973597485,-20.132052294936987,,,0.0,,85556.02472223686,0.0,0.35510191127074986,,,98,98,350976.78405982355,0.98,,3.962948,0.0,108.31922,85556.02472223686
,,353304.4414138888,74.62965,103293.2774221083,,0.0052474355,,,261368.83578104497,,103293.2774221083,101.977196,,,,,100,-20.641100486673473,100,0.92,,2000000,,261368.83578104497,-20.641100486673473,,,0.0,,81896.35260288938,0.0,0.4298440404499121,,,99,99,353304.4414138888,0.92,,3.9585495,0.0,176.60684,81896.35260288938
