MetaTest/faucet-open-v1/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-open-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/faucet-open-v1/SuccessRate,MetaTest/faucet-open-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/faucet-open-v1/MinReturn,MetaTest/faucet-open-v1/Iteration,MetaTest/Average/AverageReturn,MetaTrain/Average/AlphaLoss,TotalEnvSteps,MetaTrain/Average/Alpha,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/faucet-open-v1/AverageReturn,MetaTest/faucet-open-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTest/faucet-open-v1/MaxReturn
10,2902.4785,12037.593134669722,0.0,170.44723294317433,0.1,13936.476299216967,40060.62744530971,0.1,170.44723294317433,14,13936.476299216974,-9.320748,560000,nan,10,13936.476299216967,14,13936.476299216974,0.0,12037.593134669722,-27057.633,1001290.7,40060.62744530971
10,2796.304,3.9232629562313988,0.0,-36.876031584501554,0.0,-30.17860646020468,-25.751954462933863,0.0,-36.876031584501554,15,-30.178606460204684,-8.932523,584000,nan,10,-30.17860646020468,15,-30.178606460204684,0.0,3.9232629562313988,-27702.496,1278736.5,-25.751954462933863
10,3290.4465,7139.342184349503,0.0,89.155995193106,0.0,9886.71830842811,21280.588520853886,0.0,89.155995193106,16,9886.718308428108,-8.653004,608000,nan,10,9886.71830842811,16,9886.718308428108,0.0,7139.342184349503,-27590.115,1602076.9,21280.588520853886
10,3564.507,8018.706972383402,0.0,-13.234941809013641,0.0,12747.64242989488,20949.327823778367,0.0,-13.234941809013641,17,12747.64242989488,-8.48212,632000,nan,10,12747.64242989488,17,12747.64242989488,0.0,8018.706972383402,-27595.19,1889546.5,20949.327823778367
10,4608.008,5310.131130563685,0.0,-23.897200831328817,0.0,2007.797055618183,17921.12958636001,0.0,-23.897200831328817,18,2007.797055618182,-8.638,656000,nan,10,2007.797055618183,18,2007.797055618182,0.0,5310.131130563685,-26828.393,2188408.8,17921.12958636001
10,4748.4004,6765.551067900091,0.0,838.8984150895794,0.0,16150.513601067138,23889.723036610416,0.0,838.8984150895794,19,16150.513601067136,-9.076907,680000,nan,10,16150.513601067138,19,16150.513601067136,0.0,6765.551067900091,-28613.121,2547220.2,23889.723036610416
10,2401.604,2969.008930665421,0.0,17006.86892111955,0.1,21235.942992276614,27887.739995383577,0.1,17006.86892111955,20,21235.94299227661,-8.562814,704000,nan,10,21235.942992276614,20,21235.94299227661,0.0,2969.008930665421,-22732.062,2519754.8,27887.739995383577
10,3184.3044,8610.685228073358,0.0,734.5744580265567,0.0,11785.540341525726,20440.654543262932,0.0,734.5744580265567,21,11785.54034152572,-9.1987295,728000,nan,10,11785.540341525726,21,11785.54034152572,0.0,8610.685228073358,-26746.184,2760426.0,20440.654543262932
10,1766.1608,9345.683905452819,0.0,-23.213087920947917,0.0,11495.955527031956,21387.605897640522,0.0,-23.213087920947917,22,11495.955527031954,-9.350523,752000,nan,10,11495.955527031956,22,11495.955527031954,0.0,9345.683905452819,-26827.576,3251630.8,21387.605897640522
10,3630.0166,5284.3931248810795,0.0,2480.9386324616207,0.0,15058.64824789032,19473.14287555784,0.0,2480.9386324616207,23,15058.648247890314,-8.30398,776000,nan,10,15058.64824789032,23,15058.648247890314,0.0,5284.3931248810795,-23587.902,3252117.0,19473.14287555784
10,1789.4547,3907.240773937194,0.0,15880.619403440336,0.1,19990.751027228158,31100.52731690239,0.1,15880.619403440336,24,19990.75102722816,-8.569087,800000,nan,10,19990.751027228158,24,19990.75102722816,0.0,3907.240773937194,-25391.844,3509055.5,31100.52731690239
10,1289.2959,7208.493617882258,0.0,17483.02682602167,0.3,22718.21655399444,36899.329891431524,0.3,17483.02682602167,25,22718.216553994444,-8.778424,824000,nan,10,22718.21655399444,25,22718.216553994444,0.0,7208.493617882258,-27365.9,3920092.2,36899.329891431524
10,1206.1709,26440.220857263204,0.0,5921.540277396573,0.4,32362.496265904676,96590.51401435903,0.4,5921.540277396573,26,32362.49626590468,-9.716783,848000,nan,10,32362.496265904676,26,32362.49626590468,0.0,26440.220857263204,-31339.977,4829466.5,96590.51401435903
10,1091.5758,13181.526338839696,0.0,13724.135649871898,0.2,22831.10703016632,61737.187925327,0.2,13724.135649871898,27,22831.107030166328,-10.012991,872000,nan,10,22831.10703016632,27,22831.107030166328,0.0,13181.526338839696,-33664.367,5751769.0,61737.187925327
10,802.78394,9955.230678148766,0.0,-13.836584969712085,0.0,14449.056136353069,26466.147504932123,0.0,-13.836584969712085,28,14449.056136353069,-10.141798,896000,nan,10,14449.056136353069,28,14449.056136353069,0.0,9955.230678148766,-36165.312,6466593.5,26466.147504932123
10,1298.3579,5318.522988815875,0.0,3394.990885946048,0.0,15409.094504318738,21358.418185847917,0.0,3394.990885946048,29,15409.094504318742,-9.849357,920000,nan,10,15409.094504318738,29,15409.094504318742,0.0,5318.522988815875,-41495.92,8005061.5,21358.418185847917
10,1440.9805,8788.633585304646,0.0,-16.077584857190725,0.0,13195.670932805291,20701.073686955133,0.0,-16.077584857190725,30,13195.670932805288,-10.400506,944000,nan,10,13195.670932805291,30,13195.670932805288,0.0,8788.633585304646,-45307.934,9665483.0,20701.073686955133
10,1467.3303,4355.25940592487,0.0,8608.77163783176,0.0,16884.63106471934,26405.687897887743,0.0,8608.77163783176,31,16884.63106471934,-11.590807,968000,nan,10,16884.63106471934,31,16884.63106471934,0.0,4355.25940592487,-48440.67,11934972.0,26405.687897887743
10,1381.7596,16166.056422963513,0.0,-16.05800070997232,0.2,23086.35191289027,53490.363225580826,0.2,-16.05800070997232,32,23086.351912890266,-11.370671,992000,nan,10,23086.35191289027,32,23086.351912890266,0.0,16166.056422963513,-50347.09,13976756.0,53490.363225580826
10,1033.3744,9121.11032018909,0.0,-16.455701155355253,0.1,6610.96555108304,27602.630630521457,0.1,-16.455701155355253,33,6610.96555108304,-11.443794,1016000,nan,10,6610.96555108304,33,6610.96555108304,0.0,9121.11032018909,-51242.742,15445637.0,27602.630630521457
10,1002.1926,13462.979386546187,0.0,-24.53158836039093,0.2,9161.69446318374,32709.69870111337,0.2,-24.53158836039093,34,9161.69446318374,-12.308746,1040000,nan,10,9161.69446318374,34,9161.69446318374,0.0,13462.979386546187,-54033.39,19302432.0,32709.69870111337
10,1072.7732,9878.25562530059,0.0,-15.195187355229221,0.0,10906.269748123199,25048.02599055503,0.0,-15.195187355229221,35,10906.269748123204,-11.80046,1064000,nan,10,10906.269748123199,35,10906.269748123204,0.0,9878.25562530059,-56344.73,23325086.0,25048.02599055503
10,1306.0886,6268.949120394262,0.0,628.0907598675599,0.0,16096.975381220414,21969.789359997554,0.0,628.0907598675599,36,16096.97538122041,-12.053989,1088000,nan,10,16096.975381220414,36,16096.97538122041,0.0,6268.949120394262,-59005.754,28393092.0,21969.789359997554
10,1205.8245,5635.989789274593,0.0,404.9103941155199,0.0,15016.057754056648,19967.272718898126,0.0,404.9103941155199,37,15016.057754056654,-11.512031,1112000,nan,10,15016.057754056648,37,15016.057754056654,0.0,5635.989789274593,-60778.965,32518556.0,19967.272718898126
10,990.3195,8896.26904221349,0.0,-24.89923094691419,0.0,10981.946107158663,27647.71695283638,0.0,-24.89923094691419,38,10981.946107158667,-13.951015,1136000,nan,10,10981.946107158663,38,10981.946107158667,0.0,8896.26904221349,-77196.48,70152570.0,27647.71695283638
10,964.22754,17998.638960861965,0.0,-103.9952585532532,0.2,11737.755852339826,60385.1418153669,0.2,-103.9952585532532,39,11737.755852339827,-13.622268,1160000,nan,10,11737.755852339826,39,11737.755852339827,0.0,17998.638960861965,-83902.18,95698470.0,60385.1418153669
10,998.41925,40.62569002667681,0.0,-126.42199496052753,0.0,-74.38378379176702,-36.85113445077261,0.0,-126.42199496052753,40,-74.38378379176704,-13.571871,1184000,nan,10,-74.38378379176702,40,-74.38378379176704,0.0,40.62569002667681,-108624.93,176242750.0,-36.85113445077261
10,1311.757,21988.229269673822,0.0,-54.958788875229594,0.3,13229.902698618786,61245.18074168498,0.3,-54.958788875229594,41,13229.902698618782,-13.084165,1208000,nan,10,13229.902698618786,41,13229.902698618782,0.0,21988.229269673822,-116050.0,213994770.0,61245.18074168498
10,5150.2026,6155.441302045067,0.0,-59.82883843018124,0.2,4486.187941889953,19571.605426580918,0.2,-59.82883843018124,42,4486.187941889955,-12.093963,1232000,nan,10,4486.187941889953,42,4486.187941889955,0.0,6155.441302045067,-86440.414,149502130.0,19571.605426580918
10,6431.819,5360.31318179399,0.0,-66.99221788340903,0.0,3449.996026192236,12251.632489173615,0.0,-66.99221788340903,43,3449.996026192236,-11.69323,1256000,nan,10,3449.996026192236,43,3449.996026192236,0.0,5360.31318179399,-75550.375,120046340.0,12251.632489173615
10,8211.134,196.65067191212114,0.0,-88.8933057594096,0.0,39.31784410540671,591.5003599768376,0.0,-88.8933057594096,44,39.31784410540669,-12.337618,1280000,nan,10,39.31784410540671,44,39.31784410540669,0.0,196.65067191212114,-80578.47,143681360.0,591.5003599768376
10,17688.684,9690.282121171562,0.0,-52.656139002743544,0.1,10985.910650829313,23787.475274869597,0.1,-52.656139002743544,45,10985.910650829315,-11.662377,1304000,nan,10,10985.910650829313,45,10985.910650829315,0.0,9690.282121171562,-23538.562,87576664.0,23787.475274869597
10,5819.6294,11517.019455635296,0.0,1049.8339589300444,0.2,18889.299091054665,42266.14197223874,0.2,1049.8339589300444,46,18889.299091054672,-11.317253,1328000,nan,10,18889.299091054665,46,18889.299091054672,0.0,11517.019455635296,-24040.982,33326114.0,42266.14197223874
10,1225.5974,11814.39319232014,0.0,1904.6518331837276,0.2,21596.951349482784,45710.77897883096,0.2,1904.6518331837276,47,21596.95134948278,-11.715617,1352000,nan,10,21596.951349482784,47,21596.95134948278,0.0,11814.39319232014,-70221.414,81014730.0,45710.77897883096
10,674.14484,15289.52281559586,0.0,-18.535824961996322,0.2,22574.615678497063,51543.14083433226,0.2,-18.535824961996322,48,22574.615678497055,-12.319214,1376000,nan,10,22574.615678497063,48,22574.615678497055,0.0,15289.52281559586,-97618.71,120728920.0,51543.14083433226
10,624.1895,8578.294196804138,0.0,-61.64146070644181,0.0,9245.879717898606,20173.87190293115,0.0,-61.64146070644181,49,9245.879717898608,-13.031117,1400000,nan,10,9245.879717898606,49,9245.879717898608,0.0,8578.294196804138,-104426.64,111312024.0,20173.87190293115
10,234.38939,20173.499452873653,0.0,-54.46683849496337,0.3,12312.478787915772,52209.977684239355,0.3,-54.46683849496337,50,12312.478787915778,-13.834168,1424000,nan,10,12312.478787915772,50,12312.478787915778,0.0,20173.499452873653,-112937.266,102547080.0,52209.977684239355
10,150.42256,11156.305455947979,0.0,-62.5097743560999,0.0,7172.995795165423,27794.796943532303,0.0,-62.5097743560999,51,7172.995795165423,-13.54248,1448000,nan,10,7172.995795165423,51,7172.995795165423,0.0,11156.305455947979,-117415.65,100797730.0,27794.796943532303
10,131.81334,22841.30976496398,0.0,-59.83720603173367,0.5,21224.077645082412,56174.571552302375,0.5,-59.83720603173367,52,21224.077645082412,-13.144669,1472000,nan,10,21224.077645082412,52,21224.077645082412,0.0,22841.30976496398,-119133.6,92595910.0,56174.571552302375
10,144.57968,17047.13536169417,0.0,-65.59081684436394,0.2,10171.406360259465,51311.58142186949,0.2,-65.59081684436394,53,10171.406360259472,-12.961835,1496000,nan,10,10171.406360259465,53,10171.406360259472,0.0,17047.13536169417,-120632.55,88250980.0,51311.58142186949
10,175.44731,28428.578167000498,0.0,-66.68371705335737,0.2,18175.17213944395,88025.9993782041,0.2,-66.68371705335737,54,18175.172139443945,-12.71757,1520000,nan,10,18175.17213944395,54,18175.172139443945,0.0,28428.578167000498,-120834.4,82969200.0,88025.9993782041
10,229.2676,30611.659756846875,0.0,-52.17236600336932,0.4,24880.066662092526,65075.17999713344,0.4,-52.17236600336932,55,24880.066662092526,-13.085219,1544000,nan,10,24880.066662092526,55,24880.066662092526,0.0,30611.659756846875,-119273.41,86302590.0,65075.17999713344
10,227.23285,15947.665634610936,0.0,-68.76935092639931,0.3,9730.137756452643,43682.534634885844,0.3,-68.76935092639931,56,9730.13775645264,-13.313306,1568000,nan,10,9730.137756452643,56,9730.13775645264,0.0,15947.665634610936,-115892.914,85049260.0,43682.534634885844
10,258.8343,15550.996437252134,0.0,-66.58455098172986,0.2,8898.153947494588,46478.47106042054,0.2,-66.58455098172986,57,8898.153947494591,-13.797404,1592000,nan,10,8898.153947494588,57,8898.153947494591,0.0,15550.996437252134,-113764.88,87090184.0,46478.47106042054
10,220.5314,33562.60928521177,0.0,-43.979890582975344,0.3,21176.50664834936,110312.33271207842,0.3,-43.979890582975344,58,21176.506648349354,-14.54216,1616000,nan,10,21176.50664834936,58,21176.506648349354,0.0,33562.60928521177,-115048.49,90009070.0,110312.33271207842
10,185.6844,51695.06229729475,0.0,-63.41747455989692,0.3,32530.666091289855,137922.00153831526,0.3,-63.41747455989692,59,32530.666091289844,-14.461073,1640000,nan,10,32530.666091289855,59,32530.666091289844,0.0,51695.06229729475,-111254.51,85048030.0,137922.00153831526
10,256.62952,35625.05930082666,0.0,-61.721827633257774,0.3,24577.557581652174,104353.01665284908,0.3,-61.721827633257774,60,24577.557581652174,-14.216916,1664000,nan,10,24577.557581652174,60,24577.557581652174,0.0,35625.05930082666,-105802.125,75179656.0,104353.01665284908
10,258.5133,31190.544863513118,0.0,-46.99926465414003,0.5,30471.684650247393,103219.99144205247,0.5,-46.99926465414003,61,30471.6846502474,-14.105541,1688000,nan,10,30471.684650247393,61,30471.6846502474,0.0,31190.544863513118,-107373.1,78350550.0,103219.99144205247
10,364.27094,45216.27495928687,0.0,-49.36370431820338,0.6,42570.115051977846,168465.49369882935,0.6,-49.36370431820338,62,42570.11505197785,-13.997735,1712000,nan,10,42570.115051977846,62,42570.11505197785,0.0,45216.27495928687,-104833.984,76654270.0,168465.49369882935
10,259.5783,26287.86274852508,0.0,-51.72119665886487,0.4,20853.545509618507,64929.32568300875,0.4,-51.72119665886487,63,20853.545509618507,-14.453682,1736000,nan,10,20853.545509618507,63,20853.545509618507,0.0,26287.86274852508,-104939.445,76517336.0,64929.32568300875
10,276.72888,30581.92446137864,0.0,-59.024752975284756,0.4,21896.901136517325,90631.63623585661,0.4,-59.024752975284756,64,21896.90113651733,-14.718846,1760000,nan,10,21896.901136517325,64,21896.90113651733,0.0,30581.92446137864,-103140.9,78146860.0,90631.63623585661
10,263.8587,25976.78030040582,0.0,-55.21080964993757,0.5,24645.236147708063,65558.2064982119,0.5,-55.21080964993757,65,24645.236147708056,-15.100752,1784000,nan,10,24645.236147708063,65,24645.236147708056,0.0,25976.78030040582,-104795.32,82854104.0,65558.2064982119
10,285.3591,38845.78526426312,0.0,-53.359823395288316,0.2,21814.583479480207,126354.83737078388,0.2,-53.359823395288316,66,21814.58347948021,-15.146895,1808000,nan,10,21814.583479480207,66,21814.58347948021,0.0,38845.78526426312,-106421.34,88900180.0,126354.83737078388
10,766.78424,34178.681641786665,0.0,-95.38033109502635,0.1,17660.231756558664,112844.51579100327,0.1,-95.38033109502635,67,17660.231756558656,-15.6637535,1832000,nan,10,17660.231756558664,67,17660.231756558656,0.0,34178.681641786665,-99325.84,89111820.0,112844.51579100327
10,6767.5933,46449.68095659914,0.0,-77.60529079178625,0.4,31966.849230106145,142685.69435801,0.4,-77.60529079178625,68,31966.84923010617,-14.894105,1856000,nan,10,31966.849230106145,68,31966.84923010617,0.0,46449.68095659914,-102183.89,93914230.0,142685.69435801
10,771.9616,18876.894036902537,0.0,-99.54647120794239,0.3,10936.367658374149,48914.0766309245,0.3,-99.54647120794239,69,10936.367658374156,-15.145787,1880000,nan,10,10936.367658374149,69,10936.367658374156,0.0,18876.894036902537,-103121.98,100713650.0,48914.0766309245
10,10261.142,14244.065593585357,0.0,-96.7146636096545,0.1,7161.826504921504,45655.78213658756,0.1,-96.7146636096545,70,7161.826504921506,-15.288822,1904000,nan,10,7161.826504921504,70,7161.826504921506,0.0,14244.065593585357,-71486.95,93656020.0,45655.78213658756
10,1725.3036,9796.694287588862,0.0,-67.6366236267399,0.0,7413.648623456693,24767.9960368209,0.0,-67.6366236267399,71,7413.6486234566955,-14.717715,1928000,nan,10,7413.648623456693,71,7413.6486234566955,0.0,9796.694287588862,-100106.01,103576024.0,24767.9960368209
10,839.42377,24287.481346600794,0.0,-50.257283321892274,0.2,14641.850514052694,63003.507384435965,0.2,-50.257283321892274,72,14641.850514052694,-15.24031,1952000,nan,10,14641.850514052694,72,14641.850514052694,0.0,24287.481346600794,-114418.4,112417390.0,63003.507384435965
10,633.5175,51443.93863095429,0.0,-51.21466560526513,0.6,64088.636417734975,147547.5706888811,0.6,-51.21466560526513,73,64088.636417734975,-15.397527,1976000,nan,10,64088.636417734975,73,64088.636417734975,0.0,51443.93863095429,-118480.83,124635464.0,147547.5706888811
10,280.73206,38089.31353216127,0.0,-49.18151257656314,0.3,36264.33790558311,129090.85273633173,0.3,-49.18151257656314,74,36264.33790558311,-15.819239,2000000,nan,10,36264.33790558311,74,36264.33790558311,0.0,38089.31353216127,-124111.97,132563400.0,129090.85273633173
10,335.6548,49978.88378041284,0.0,-52.12538995237802,0.6,54529.25431892257,134495.09309450877,0.6,-52.12538995237802,75,54529.25431892258,-16.276825,2024000,nan,10,54529.25431892257,75,54529.25431892258,0.0,49978.88378041284,-127302.27,133444830.0,134495.09309450877
10,364.6519,23581.327524905406,0.0,-48.70936728308412,0.4,16890.235401978443,59732.47329034143,0.4,-48.70936728308412,76,16890.235401978447,-16.807062,2048000,nan,10,16890.235401978443,76,16890.235401978447,0.0,23581.327524905406,-131365.38,136232980.0,59732.47329034143
10,374.13425,44016.52803748467,0.0,-48.83601900983879,0.3,40990.979786166004,121473.32607085336,0.3,-48.83601900983879,77,40990.979786166004,-17.18646,2072000,nan,10,40990.979786166004,77,40990.979786166004,0.0,44016.52803748467,-135805.69,139806940.0,121473.32607085336
10,583.9839,43317.59800563292,0.0,-52.091928680694856,0.7,47270.239501421725,113820.37720702613,0.7,-52.091928680694856,78,47270.23950142173,-17.198404,2096000,nan,10,47270.239501421725,78,47270.23950142173,0.0,43317.59800563292,-138465.86,147451410.0,113820.37720702613
10,271.49902,35616.09146206518,0.0,-50.36149584643479,0.5,38068.4753368634,101964.59501997168,0.5,-50.36149584643479,79,38068.475336863405,-17.526012,2120000,nan,10,38068.4753368634,79,38068.475336863405,0.0,35616.09146206518,-143297.52,155381740.0,101964.59501997168
10,243.15376,35220.112069333285,0.0,-49.93752404102648,0.3,23814.984739928408,105650.73653714849,0.3,-49.93752404102648,80,23814.9847399284,-18.030714,2144000,nan,10,23814.984739928408,80,23814.9847399284,0.0,35220.112069333285,-148273.34,161057900.0,105650.73653714849
10,3104.4148,52374.13694212175,0.0,-68.05185999607282,0.2,26947.772566621912,151604.51345540886,0.2,-68.05185999607282,81,26947.772566621898,-18.688347,2168000,nan,10,26947.772566621912,81,26947.772566621898,0.0,52374.13694212175,-146078.6,163305650.0,151604.51345540886
10,1643.3075,30446.659431148546,0.0,-97.84446757955207,0.2,13405.26233300849,98956.62449838445,0.2,-97.84446757955207,82,13405.262333008486,-20.436005,2192000,nan,10,13405.26233300849,82,13405.262333008486,0.0,30446.659431148546,-138977.02,159169780.0,98956.62449838445
10,1548.4084,22041.717723139438,0.0,-48.694069615425185,0.2,13976.188247982194,68959.97850580138,0.2,-48.694069615425185,83,13976.18824798219,-20.187817,2216000,nan,10,13976.188247982194,83,13976.18824798219,0.0,22041.717723139438,-143719.44,170677440.0,68959.97850580138
10,357.20312,49817.63579970796,0.0,-44.72716654715359,0.6,59272.552451322226,123348.41891790801,0.6,-44.72716654715359,84,59272.552451322226,-18.586973,2240000,nan,10,59272.552451322226,84,59272.552451322226,0.0,49817.63579970796,-163227.75,204079630.0,123348.41891790801
10,175.61023,35532.13583587332,0.0,-68.67191840382894,0.2,16607.59642458192,110788.14354605143,0.2,-68.67191840382894,85,16607.59642458193,-18.62584,2264000,nan,10,16607.59642458192,85,16607.59642458193,0.0,35532.13583587332,-168874.47,216159860.0,110788.14354605143
10,160.24051,44239.96148228284,0.0,-44.10225840579566,0.4,37506.75158512626,137309.9583074642,0.4,-44.10225840579566,86,37506.75158512626,-18.91406,2288000,nan,10,37506.75158512626,86,37506.75158512626,0.0,44239.96148228284,-174077.25,234249780.0,137309.9583074642
10,175.75166,49706.24877568851,0.0,-47.555264749578946,0.4,46179.50533582321,115981.66495961258,0.4,-47.555264749578946,87,46179.5053358232,-19.509722,2312000,nan,10,46179.50533582321,87,46179.5053358232,0.0,49706.24877568851,-178038.2,263633970.0,115981.66495961258
10,239.79625,46866.514474990785,0.0,-47.66259953331571,0.3,33386.75949486966,121639.79677336478,0.3,-47.66259953331571,88,33386.75949486964,-19.658424,2336000,nan,10,33386.75949486966,88,33386.75949486964,0.0,46866.514474990785,-182206.81,283263550.0,121639.79677336478
10,207.062,51965.83531598989,0.0,-52.32906026025845,0.3,43182.21239185744,146074.3265001801,0.3,-52.32906026025845,89,43182.21239185744,-19.682817,2360000,nan,10,43182.21239185744,89,43182.21239185744,0.0,51965.83531598989,-186558.08,290021340.0,146074.3265001801
10,194.64217,49440.94580037891,0.0,-53.051212871341086,0.7,75480.73512221716,129466.77262141777,0.7,-53.051212871341086,90,75480.73512221714,-19.835636,2384000,nan,10,75480.73512221716,90,75480.73512221714,0.0,49440.94580037891,-191709.95,308941900.0,129466.77262141777
10,176.19363,41367.78673542973,0.0,-49.565275255050956,0.3,31077.202572852657,122800.29851968585,0.3,-49.565275255050956,91,31077.20257285267,-20.26042,2408000,nan,10,31077.202572852657,91,31077.20257285267,0.0,41367.78673542973,-195668.52,322160100.0,122800.29851968585
10,163.6405,41759.206806404225,0.0,-45.39799866666578,0.3,34717.922924280094,123140.00666590907,0.3,-45.39799866666578,92,34717.92292428009,-20.516132,2432000,nan,10,34717.922924280094,92,34717.92292428009,0.0,41759.206806404225,-202715.3,341907000.0,123140.00666590907
10,181.60118,20047.111810914645,0.0,-49.657947774109296,0.1,14649.39411598622,65364.24178262583,0.1,-49.657947774109296,93,14649.394115986226,-20.657814,2456000,nan,10,14649.39411598622,93,14649.394115986226,0.0,20047.111810914645,-208554.3,351297340.0,65364.24178262583
10,9040.23,31314.456840779058,0.0,-122.31900204748125,0.2,15565.511672473274,103759.61076454118,0.2,-122.31900204748125,94,15565.51167247327,-20.652575,2480000,nan,10,15565.511672473274,94,15565.51167247327,0.0,31314.456840779058,-201323.27,378446200.0,103759.61076454118
10,15151.1,43696.05667834362,0.0,-107.54610318911075,0.3,28814.185510289837,137705.67925003456,0.3,-107.54610318911075,95,28814.185510289848,-22.042223,2504000,nan,10,28814.185510289837,95,28814.185510289848,0.0,43696.05667834362,-127755.09,302790880.0,137705.67925003456
