MetaTest/faucet-open-v1/AverageReturn,MetaTest/faucet-open-v1/SuccessRate,TotalEnvSteps,MetaTest/faucet-open-v1/NumTrajs,MetaTest/faucet-open-v1/MaxReturn,MetaTest/faucet-open-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/faucet-open-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/faucet-open-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/faucet-open-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-open-v1/AverageDiscountedReturn
-39.46362819750502,0.0,224000,10,-30.5435607700086,-50.16033094528057,-50.16033094528057,-39.46362819750502,0,10,-30.5435607700086,0,6.868004167951119,0.0,6.868004167951119,0.0,0.0,-39.46362819750502,-39.46362819750502
-19.414567327558274,0.0,248000,10,-17.45949788062533,-23.204246784692206,-23.204246784692206,-19.414567327558274,1,10,-17.45949788062533,1,1.7884096351439847,0.0,1.7884096351439847,0.0,0.0,-19.414567327558274,-19.414567327558274
1043.0625781916601,0.0,272000,10,6540.139950480072,-67.3977356331765,-67.3977356331765,1043.0625781916601,2,10,6540.139950480072,2,1900.2082634190442,0.0,1900.2082634190442,0.0,0.0,1043.062578191661,1043.062578191661
3160.579902676632,0.1,296000,10,17960.209520180622,-31.522055046348825,-31.522055046348825,3160.579902676632,3,10,17960.209520180622,3,5418.832360124524,0.1,5418.832360124524,0.0,0.0,3160.5799026766326,3160.5799026766326
-42.31642837374517,0.0,320000,10,-16.749737859174104,-60.3422920642333,-60.3422920642333,-42.31642837374517,4,10,-16.749737859174104,4,17.274868106207023,0.0,17.274868106207023,0.0,0.0,-42.316428373745175,-42.316428373745175
281.194983077983,0.1,344000,10,1717.6306887418687,-41.06533055923555,-41.06533055923555,281.194983077983,5,10,1717.6306887418687,5,629.50739984538,0.1,629.50739984538,0.0,0.0,281.194983077983,281.194983077983
-39.696960648067915,0.0,368000,10,-21.063246062530457,-49.60922003224614,-49.60922003224614,-39.696960648067915,6,10,-21.063246062530457,6,9.587480454313615,0.0,9.587480454313615,0.0,0.0,-39.696960648067915,-39.696960648067915
84.6766669423372,0.0,392000,10,517.9131401689764,-32.33150436949542,-32.33150436949542,84.6766669423372,7,10,517.9131401689764,7,182.52281536034377,0.0,182.52281536034377,0.0,0.0,84.67666694233716,84.67666694233716
38.11797030019845,0.0,416000,10,699.4487515647478,-69.18921362205778,-69.18921362205778,38.11797030019845,8,10,699.4487515647478,8,224.88320370344312,0.0,224.88320370344312,0.0,0.0,38.117970300198486,38.117970300198486
-60.38005016473636,0.0,440000,10,-20.71727427429244,-92.52726344813203,-92.52726344813203,-60.38005016473636,9,10,-20.71727427429244,9,21.76142065490859,0.0,21.76142065490859,0.0,0.0,-60.380050164736375,-60.380050164736375
1302.0498695016306,0.0,464000,10,13165.298294208593,-69.5987833696299,-69.5987833696299,1302.0498695016306,10,10,13165.298294208593,10,3955.1057150480005,0.0,3955.1057150480005,0.0,0.0,1302.0498695016315,1302.0498695016315
-104.16624588544498,0.0,488000,10,-49.368158508258176,-124.71425879474717,-124.71425879474717,-104.16624588544498,11,10,-49.368158508258176,11,29.1237579696709,0.0,29.1237579696709,0.0,0.0,-104.16624588544494,-104.16624588544494
1094.5780642639497,0.0,512000,10,11608.343404095422,-93.5584688649498,-93.5584688649498,1094.5780642639497,12,10,11608.343404095422,12,3504.6313681829215,0.0,3504.6313681829215,0.0,0.0,1094.5780642639497,1094.5780642639497
-73.87662527355015,0.0,536000,10,-29.131701579060714,-98.26524626203587,-98.26524626203587,-73.87662527355015,13,10,-29.131701579060714,13,22.057209148373524,0.0,22.057209148373524,0.0,0.0,-73.87662527355012,-73.87662527355012
-92.39023986824199,0.0,560000,10,-64.20630856843016,-112.4415353849392,-112.4415353849392,-92.39023986824199,14,10,-64.20630856843016,14,13.973799631690492,0.0,13.973799631690492,0.0,0.0,-92.39023986824198,-92.39023986824198
-85.30581661420837,0.0,584000,10,-59.42663514010678,-107.89914906658326,-107.89914906658326,-85.30581661420837,15,10,-59.42663514010678,15,13.642323688143305,0.0,13.642323688143305,0.0,0.0,-85.30581661420835,-85.30581661420835
-85.99449626510928,0.0,608000,10,-21.118997717349114,-109.93166772446482,-109.93166772446482,-85.99449626510928,16,10,-21.118997717349114,16,28.203427804643628,0.0,28.203427804643628,0.0,0.0,-85.99449626510929,-85.99449626510929
-58.89240556333762,0.0,632000,10,-40.259874942516774,-78.59990648333081,-78.59990648333081,-58.89240556333762,17,10,-40.259874942516774,17,14.792900846095295,0.0,14.792900846095295,0.0,0.0,-58.892405563337604,-58.892405563337604
-85.69339455805212,0.0,656000,10,-51.28484328272619,-108.76392185708613,-108.76392185708613,-85.69339455805212,18,10,-51.28484328272619,18,24.647377532841922,0.0,24.647377532841922,0.0,0.0,-85.6933945580521,-85.6933945580521
-62.255845508005336,0.0,680000,10,-36.89554526056592,-89.78200376390564,-89.78200376390564,-62.255845508005336,19,10,-36.89554526056592,19,16.686114095893757,0.0,16.686114095893757,0.0,0.0,-62.25584550800535,-62.25584550800535
15.600608696565649,0.0,704000,10,683.2121647304439,-77.47749911001569,-77.47749911001569,15.600608696565649,20,10,683.2121647304439,20,223.13057730580513,0.0,223.13057730580513,0.0,0.0,15.600608696565683,15.600608696565683
-68.96495683843425,0.0,728000,10,-47.40316481886749,-84.67191967057836,-84.67191967057836,-68.96495683843425,21,10,-47.40316481886749,21,9.431511884007378,0.0,9.431511884007378,0.0,0.0,-68.96495683843429,-68.96495683843429
