MetaTest/Average/StdReturn,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/button-press-topdown-wall-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/button-press-topdown-wall-v1/SuccessRate,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/PolicyLoss,MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/button-press-topdown-wall-v1/MinReturn,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/button-press-topdown-wall-v1/NumTrajs,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss
25179.13463212683,25179.13463212683,10,227392.9087010047,0.1,nan,227392.90870100464,256554.86012090908,0.1,704000,186823.6113884039,371527970.0,-821116.56,20,0.0,227392.90870100464,227392.9087010047,186823.6113884039,256554.86012090908,0.0,20,10,326.01135,-37.811962
96399.1717288486,96399.1717288486,10,252480.88359496984,0.8,nan,252480.88359496984,333707.97455437644,0.8,728000,5162.023326746779,413978780.0,-872158.56,21,0.0,252480.88359496984,252480.88359496984,5162.023326746779,333707.97455437644,0.0,21,10,368.28262,-37.440407
141904.39257055463,141904.39257055463,10,227172.17371140514,0.8,nan,227172.17371140508,343393.6468158487,0.8,752000,-17.518305875802707,447948160.0,-912531.06,22,0.0,227172.17371140508,227172.17371140514,-17.518305875802707,343393.6468158487,0.0,22,10,375.489,-37.304554
89961.12506389729,89961.12506389729,10,95802.23763935224,0.5,nan,95802.23763935223,326104.4765172129,0.5,776000,-28.548054828873315,493848740.0,-733492.2,23,0.0,95802.23763935223,95802.23763935224,-28.548054828873315,326104.4765172129,0.0,23,10,462.93784,-37.721943
119807.37448183678,119807.37448183678,10,250537.70179025288,0.8,nan,250537.70179025288,344849.07771150395,0.8,800000,7606.692250273973,441189860.0,-749791.75,24,0.0,250537.70179025288,250537.70179025288,7606.692250273973,344849.07771150395,0.0,24,10,369.8175,-37.059765
104057.64659260344,104057.64659260344,10,224110.60847402993,0.6,nan,224110.60847402993,339682.13007566903,0.6,824000,21570.798995902936,557562000.0,-918205.8,25,0.0,224110.60847402993,224110.60847402993,21570.798995902936,339682.13007566903,0.0,25,10,252.91322,-37.429337
77326.13487804473,77326.13487804473,10,245872.45775534987,0.7,nan,245872.45775534987,320258.1774847209,0.7,848000,78539.37544471856,570795840.0,-953365.5,26,0.0,245872.45775534987,245872.45775534987,78539.37544471856,320258.1774847209,0.0,26,10,249.80774,-37.17039
79861.24749854383,79861.24749854383,10,229231.1156259387,0.4,nan,229231.1156259387,302455.9787318821,0.4,872000,3411.5898272834484,584482750.0,-967744.6,27,0.0,229231.1156259387,229231.1156259387,3411.5898272834484,302455.9787318821,0.0,27,10,280.81244,-37.125454
104231.69924261056,104231.69924261056,10,124487.50080998882,0.5,nan,124487.5008099888,268135.4890310721,0.5,896000,3646.4673074751845,623675970.0,-991124.25,28,0.0,124487.5008099888,124487.50080998882,3646.4673074751845,268135.4890310721,0.0,28,10,241.54117,-37.597343
121495.52446022542,121495.52446022542,10,123098.2987249303,0.4,nan,123098.29872493031,311437.35361823085,0.4,920000,-19.758346797538564,652331840.0,-1005525.2,29,0.0,123098.29872493031,123098.2987249303,-19.758346797538564,311437.35361823085,0.0,29,10,237.00014,-37.301125
91513.9784907014,91513.9784907014,10,139447.88491747022,0.5,nan,139447.8849174702,276179.5462624316,0.5,944000,-17.968119214898678,667048060.0,-997998.06,30,0.0,139447.8849174702,139447.88491747022,-17.968119214898678,276179.5462624316,0.0,30,10,279.61166,-37.854282
82197.38502441416,82197.38502441416,10,56429.69015769503,0.4,nan,56429.69015769503,248843.01423721298,0.4,968000,-20.560547824852275,669241100.0,-964180.2,31,0.0,56429.69015769503,56429.69015769503,-20.560547824852275,248843.01423721298,0.0,31,10,325.83307,-37.71225
83261.8126958955,83261.8126958955,10,220757.51664065113,0.8,nan,220757.5166406511,305202.24180963985,0.8,992000,22865.795428201593,934264960.0,-1024642.4,32,0.0,220757.5166406511,220757.51664065113,22865.795428201593,305202.24180963985,0.0,32,10,652.04926,-38.354195
114418.76204703511,114418.76204703511,10,168816.59298640402,0.6,nan,168816.59298640402,333833.74299887544,0.6,1016000,-19.573624596483096,611825700.0,-948166.44,33,0.0,168816.59298640402,168816.59298640402,-19.573624596483096,333833.74299887544,0.0,33,10,578.0478,-37.54689
88434.24175919054,88434.24175919054,10,260201.11003679098,0.9,nan,260201.11003679113,316634.13734188565,0.9,1040000,-24.876211605796335,601036600.0,-923486.2,34,0.0,260201.11003679113,260201.11003679098,-24.876211605796335,316634.13734188565,0.0,34,10,486.54468,-37.356815
121614.34684413366,121614.34684413366,10,183044.88613536008,0.6,nan,183044.88613536017,333370.6845099422,0.6,1064000,-17.873023623797742,612292000.0,-900110.75,35,0.0,183044.88613536017,183044.88613536008,-17.873023623797742,333370.6845099422,0.0,35,10,340.293,-37.679707
81965.38649678396,81965.38649678396,10,236036.12358042639,1.0,nan,236036.12358042644,342058.15233295725,1.0,1088000,121711.99217745155,622549400.0,-892785.7,36,0.0,236036.12358042644,236036.12358042639,121711.99217745155,342058.15233295725,0.0,36,10,305.32776,-37.675846
139594.52229171153,139594.52229171153,10,154193.08535591804,0.5,nan,154193.08535591804,344859.13787635847,0.5,1112000,-24.043917775445077,648007000.0,-888474.9,37,0.0,154193.08535591804,154193.08535591804,-24.043917775445077,344859.13787635847,0.0,37,10,314.63458,-37.83437
134876.12518591434,134876.12518591434,10,181918.56782080536,0.6,nan,181918.56782080536,347234.93879408034,0.6,1136000,-26.353262441321892,662652540.0,-868145.56,38,0.0,181918.56782080536,181918.56782080536,-26.353262441321892,347234.93879408034,0.0,38,10,370.20026,-38.044697
12616.881313665595,12616.881313665595,10,330498.4028487862,1.0,nan,330498.4028487862,345204.0821848441,1.0,1160000,295506.2610732585,703950340.0,-878975.6,39,0.0,330498.4028487862,330498.4028487862,295506.2610732585,345204.0821848441,0.0,39,10,392.42886,-38.669693
106547.58814789957,106547.58814789957,10,223042.0094325347,0.9,nan,223042.00943253463,343658.738379743,0.9,1184000,-18.32995874563343,736743740.0,-905489.5,40,0.0,223042.00943253463,223042.0094325347,-18.32995874563343,343658.738379743,0.0,40,10,360.31332,-38.965942
109178.50025307556,109178.50025307556,10,251698.4151167462,1.0,nan,251698.4151167462,339888.5737015038,1.0,1208000,46273.26303721752,776923970.0,-924465.44,41,0.0,251698.4151167462,251698.4151167462,46273.26303721752,339888.5737015038,0.0,41,10,389.56763,-39.37904
3.1151524521004976,3.1151524521004976,10,-58.13950875724667,0.0,nan,-58.139508757246674,-55.436390811140704,0.0,1232000,-65.97663779462461,882451140.0,-518709.2,42,0.0,-58.139508757246674,-58.13950875724667,-65.97663779462461,-55.436390811140704,0.0,42,10,5029.203,-38.074696
118415.2321293724,118415.2321293724,10,141964.2162745128,0.5,nan,141964.2162745128,285231.2955140852,0.5,1256000,-25.79073672654622,143405870.0,-145574.53,43,0.0,141964.2162745128,141964.2162745128,-25.79073672654622,285231.2955140852,0.0,43,10,2744.1956,-39.103127
11862.445507075929,11862.445507075929,10,328350.82974239596,1.0,nan,328350.82974239596,339538.7214354198,1.0,1280000,294618.47872844717,411083200.0,-419810.12,44,0.0,328350.82974239596,328350.82974239596,294618.47872844717,339538.7214354198,0.0,44,10,544.8335,-38.01468
22235.929857692576,22235.929857692576,10,318227.1633167354,1.0,nan,318227.16331673536,344154.55538764,1.0,1304000,272016.66018169257,764725400.0,-689394.56,45,0.0,318227.16331673536,318227.1633167354,272016.66018169257,344154.55538764,0.0,45,10,195.85854,-37.75342
20990.65216939909,20990.65216939909,10,310041.70678686205,1.0,nan,310041.70678686205,338267.4001665343,1.0,1328000,265834.4158855804,846395200.0,-800447.9,46,0.0,310041.70678686205,310041.70678686205,265834.4158855804,338267.4001665343,0.0,46,10,118.01465,-38.08229
27622.81367080851,27622.81367080851,10,319677.41388857353,1.0,nan,319677.41388857353,348484.4951136817,1.0,1352000,250668.43319090747,942982600.0,-891079.8,47,0.0,319677.41388857353,319677.41388857353,250668.43319090747,348484.4951136817,0.0,47,10,94.25175,-38.695118
19851.813411699473,19851.813411699473,10,319516.1809572383,1.0,nan,319516.1809572383,344334.3614406338,1.0,1376000,280727.7512287218,1019386400.0,-971363.3,48,0.0,319516.1809572383,319516.1809572383,280727.7512287218,344334.3614406338,0.0,48,10,117.45002,-39.093033
15074.80159543461,15074.80159543461,10,320662.0668801535,1.0,nan,320662.0668801534,339490.9378783405,1.0,1400000,291865.2626367986,1045319360.0,-1027972.1,49,0.0,320662.0668801534,320662.0668801535,291865.2626367986,339490.9378783405,0.0,49,10,164.80156,-39.553417
65203.620380775654,65203.620380775654,10,302184.5741791596,1.0,nan,302184.5741791596,344709.7172916904,1.0,1424000,151259.6992426941,1042446000.0,-1063828.8,50,0.0,302184.5741791596,302184.5741791596,151259.6992426941,344709.7172916904,0.0,50,10,387.19827,-39.94213
24223.531276088575,24223.531276088575,10,314206.82558291487,1.0,nan,314206.82558291487,336490.35490271903,1.0,1448000,265889.7587821891,1055293700.0,-1080594.8,51,0.0,314206.82558291487,314206.82558291487,265889.7587821891,336490.35490271903,0.0,51,10,393.99188,-40.256775
35566.40182172448,35566.40182172448,10,294041.2947018598,1.0,nan,294041.29470185976,332727.9170999784,1.0,1472000,224552.07197303843,1047130800.0,-1102983.6,52,0.0,294041.29470185976,294041.2947018598,224552.07197303843,332727.9170999784,0.0,52,10,273.29904,-40.292233
106227.70063628822,106227.70063628822,10,247111.2634538777,1.0,nan,247111.26345387776,331407.48079010943,1.0,1496000,51495.26316764324,1021020740.0,-1107996.6,53,0.0,247111.26345387776,247111.2634538777,51495.26316764324,331407.48079010943,0.0,53,10,244.72865,-40.602062
96844.54469311783,96844.54469311783,10,253755.4189899428,1.0,nan,253755.4189899428,334515.4625419905,1.0,1520000,58539.57251674369,966889100.0,-1089252.8,54,0.0,253755.4189899428,253755.4189899428,58539.57251674369,334515.4625419905,0.0,54,10,215.33047,-40.27926
37519.05549630809,37519.05549630809,10,296837.403781074,1.0,nan,296837.403781074,340044.0549483009,1.0,1544000,241315.23309361414,902868000.0,-1049598.9,55,0.0,296837.403781074,296837.403781074,241315.23309361414,340044.0549483009,0.0,55,10,336.72028,-40.423664
24809.39667117652,24809.39667117652,10,299230.8561306075,1.0,nan,299230.8561306075,338704.0170793998,1.0,1568000,257097.80334219648,948221100.0,-1075602.2,56,0.0,299230.8561306075,299230.8561306075,257097.80334219648,338704.0170793998,0.0,56,10,419.6073,-38.834126
33613.15236330027,33613.15236330027,10,303980.2114634543,1.0,nan,303980.21146345424,344370.8324326753,1.0,1592000,218145.1007323701,983388900.0,-1108614.4,57,0.0,303980.21146345424,303980.2114634543,218145.1007323701,344370.8324326753,0.0,57,10,347.73807,-38.31262
50495.90889796564,50495.90889796564,10,296070.1720908705,1.0,nan,296070.1720908705,337942.9502907837,1.0,1616000,193047.08129125144,983661100.0,-1122361.6,58,0.0,296070.1720908705,296070.1720908705,193047.08129125144,337942.9502907837,0.0,58,10,206.54279,-38.064735
36410.27460770236,36410.27460770236,10,309552.3501111316,1.0,nan,309552.3501111317,334150.944417887,1.0,1640000,218391.55109348785,985372300.0,-1126610.8,59,0.0,309552.3501111317,309552.3501111316,218391.55109348785,334150.944417887,0.0,59,10,183.65176,-38.347103
31091.271799991013,31091.271799991013,10,312681.8155815741,1.0,nan,312681.8155815741,344265.75268823694,1.0,1664000,234183.53967642933,1008757300.0,-1142103.8,60,0.0,312681.8155815741,312681.8155815741,234183.53967642933,344265.75268823694,0.0,60,10,146.19763,-38.489
33802.49808202337,33802.49808202337,10,304602.08176836686,1.0,nan,304602.08176836686,337890.6938338206,1.0,1688000,228125.79889876116,1011882500.0,-1143290.6,61,0.0,304602.08176836686,304602.08176836686,228125.79889876116,337890.6938338206,0.0,61,10,132.79225,-38.85719
19854.57080582848,19854.57080582848,10,315754.08181304147,1.0,nan,315754.0818130414,338015.21455343807,1.0,1712000,270922.7205566795,1016512900.0,-1150176.0,62,0.0,315754.0818130414,315754.08181304147,270922.7205566795,338015.21455343807,0.0,62,10,219.90341,-39.14726
24741.91735730551,24741.91735730551,10,301128.4156747561,1.0,nan,301128.41567475616,326559.15827428503,1.0,1736000,251808.2445823572,1007562240.0,-1143202.0,63,0.0,301128.41567475616,301128.4156747561,251808.2445823572,326559.15827428503,0.0,63,10,388.4905,-38.871407
12426.720245228038,12426.720245228038,10,322297.764279505,1.0,nan,322297.76427950506,338946.4772832193,1.0,1760000,288452.61690678145,991883700.0,-1166525.9,64,0.0,322297.76427950506,322297.764279505,288452.61690678145,338946.4772832193,0.0,64,10,421.71777,-38.875134
46219.724543248296,46219.724543248296,10,285790.1741345184,1.0,nan,285790.17413451854,322497.2236707717,1.0,1784000,202513.2553137941,990155500.0,-1173910.0,65,0.0,285790.17413451854,285790.1741345184,202513.2553137941,322497.2236707717,0.0,65,10,550.8465,-39.281258
48748.55909168186,48748.55909168186,10,293048.44983104535,1.0,nan,293048.44983104535,341318.5732434071,1.0,1808000,175185.48347700827,936874600.0,-1153270.8,66,0.0,293048.44983104535,293048.44983104535,175185.48347700827,341318.5732434071,0.0,66,10,318.6275,-39.02285
27185.357850457312,27185.357850457312,10,307162.728695557,1.0,nan,307162.728695557,333749.0066643952,1.0,1832000,254277.02599860204,946531900.0,-1159092.6,67,0.0,307162.728695557,307162.728695557,254277.02599860204,333749.0066643952,0.0,67,10,246.20566,-38.644295
24607.619778704648,24607.619778704648,10,313775.4770595461,1.0,nan,313775.47705954616,341185.37841665186,1.0,1856000,264307.207293979,967072260.0,-1161382.1,68,0.0,313775.47705954616,313775.4770595461,264307.207293979,341185.37841665186,0.0,68,10,391.09396,-38.562252
50378.07574989526,50378.07574989526,10,291232.06970943045,1.0,nan,291232.0697094306,343455.57963567995,1.0,1880000,175536.94978215927,977117900.0,-1172414.4,69,0.0,291232.0697094306,291232.06970943045,175536.94978215927,343455.57963567995,0.0,69,10,343.92636,-38.000767
31366.893840057008,31366.893840057008,10,302506.91918222804,1.0,nan,302506.9191822279,340094.4387796658,1.0,1904000,224810.1894279439,984795000.0,-1182832.8,70,0.0,302506.9191822279,302506.91918222804,224810.1894279439,340094.4387796658,0.0,70,10,159.77324,-37.937405
25237.345065954152,25237.345065954152,10,294081.2092842415,1.0,nan,294081.2092842414,321823.6867766982,1.0,1928000,250766.94853769857,985529200.0,-1193826.9,71,0.0,294081.2092842414,294081.2092842415,250766.94853769857,321823.6867766982,0.0,71,10,123.06924,-38.436718
22285.679566734605,22285.679566734605,10,316063.1154204562,1.0,nan,316063.1154204564,341908.162654602,1.0,1952000,274904.8150118356,994652400.0,-1208989.6,72,0.0,316063.1154204564,316063.1154204562,274904.8150118356,341908.162654602,0.0,72,10,130.11385,-38.443447
23220.575544125768,23220.575544125768,10,317034.26311087905,1.0,nan,317034.26311087917,341951.4398601279,1.0,1976000,268640.55243279325,999578240.0,-1216452.6,73,0.0,317034.26311087917,317034.26311087905,268640.55243279325,341951.4398601279,0.0,73,10,306.06573,-37.762314
25562.32484265599,25562.32484265599,10,310161.8457772295,1.0,nan,310161.84577722964,336807.6179823172,1.0,2000000,262620.55130536255,1001115900.0,-1232948.4,74,0.0,310161.84577722964,310161.8457772295,262620.55130536255,336807.6179823172,0.0,74,10,374.08154,-37.71983
25754.497333068222,25754.497333068222,10,309966.91491476115,1.0,nan,309966.9149147612,335839.2911366574,1.0,2024000,266819.4102982834,1004739100.0,-1237827.9,75,0.0,309966.9149147612,309966.91491476115,266819.4102982834,335839.2911366574,0.0,75,10,398.87836,-37.907566
81555.93573976393,81555.93573976393,10,276066.15195024386,1.0,nan,276066.151950244,334219.8436661307,1.0,2048000,45616.446721734996,1012641400.0,-1252108.0,76,0.0,276066.151950244,276066.15195024386,45616.446721734996,334219.8436661307,0.0,76,10,272.71426,-37.702053
91346.85475121159,91346.85475121159,10,276485.7464935075,1.0,nan,276485.74649350747,337041.0527254619,1.0,2072000,58027.78841834096,1013492300.0,-1253320.5,77,0.0,276485.74649350747,276485.7464935075,58027.78841834096,337041.0527254619,0.0,77,10,202.17659,-37.66432
31178.5692284844,31178.5692284844,10,307485.1831691492,1.0,nan,307485.1831691492,343121.0245856175,1.0,2096000,249151.18617342855,1016460740.0,-1259231.8,78,0.0,307485.1831691492,307485.1831691492,249151.18617342855,343121.0245856175,0.0,78,10,236.07127,-37.904907
50115.440645981114,50115.440645981114,10,266028.1982194842,1.0,nan,266028.1982194842,338981.51260583836,1.0,2120000,192244.92583393687,1021632200.0,-1262320.9,79,0.0,266028.1982194842,266028.1982194842,192244.92583393687,338981.51260583836,0.0,79,10,317.31488,-37.650005
18297.280956102702,18297.280956102702,10,322420.088528064,1.0,nan,322420.08852806414,333862.15019790275,1.0,2144000,273974.3936252744,758650600.0,-845551.75,80,0.0,322420.08852806414,322420.088528064,273974.3936252744,333862.15019790275,0.0,80,10,4101.1577,-39.71396
147918.56018960234,147918.56018960234,10,219979.9288978885,0.7,nan,219979.9288978885,342657.2508026043,0.7,2168000,-103.77899299500413,811390700.0,-947720.56,81,0.0,219979.9288978885,219979.9288978885,-103.77899299500413,342657.2508026043,0.0,81,10,772.61414,-39.433132
23858.27892474699,23858.27892474699,10,311343.99236326816,1.0,nan,311343.99236326816,339492.0406117087,1.0,2192000,260610.05187271265,892921400.0,-943344.1,82,0.0,311343.99236326816,311343.99236326816,260610.05187271265,339492.0406117087,0.0,82,10,1593.2762,-38.928814
19016.02083394833,19016.02083394833,10,318445.32892622217,1.0,nan,318445.3289262223,339862.63343345583,1.0,2216000,276655.8207143547,801310100.0,-750085.94,83,0.0,318445.3289262223,318445.32892622217,276655.8207143547,339862.63343345583,0.0,83,10,7912.5376,-39.0612
41074.09407279536,41074.09407279536,10,304346.0314332078,1.0,nan,304346.0314332078,343733.01087419386,1.0,2240000,210651.1230051925,1067617000.0,-1229437.5,84,0.0,304346.0314332078,304346.0314332078,210651.1230051925,343733.01087419386,0.0,84,10,4210.4126,-37.152027
157893.90624365112,157893.90624365112,10,157258.7476170357,0.5,nan,157258.74761703564,332725.29582132376,0.5,2264000,-91.1052196879013,1077476000.0,-1150277.6,85,0.0,157258.74761703564,157258.7476170357,-91.1052196879013,332725.29582132376,0.0,85,10,936695.44,-37.210033
149066.66993273117,149066.66993273117,10,147244.38769141876,0.5,nan,147244.3876914187,344530.09384686744,0.5,2288000,-38.4434676533621,628481700.0,-588593.25,86,0.0,147244.3876914187,147244.38769141876,-38.4434676533621,344530.09384686744,0.0,86,10,1112631.2,-38.508804
132791.17121113237,132791.17121113237,10,112104.59838769007,0.4,nan,112104.59838769007,317861.9450536743,0.4,2312000,-95.4736604411076,647538050.0,-621006.3,87,0.0,112104.59838769007,112104.59838769007,-95.4736604411076,317861.9450536743,0.0,87,10,108681.74,-39.337578
39882.959145889865,39882.959145889865,10,304067.9974338459,1.0,nan,304067.9974338459,343126.869110938,1.0,2336000,234919.9603859865,741814200.0,-591544.9,88,0.0,304067.9974338459,304067.9974338459,234919.9603859865,343126.869110938,0.0,88,10,193383.98,-38.73037
58148.91170723473,58148.91170723473,10,307954.9771104669,1.0,nan,307954.9771104669,341467.88882377895,1.0,2360000,155735.56020079248,1101543000.0,-1175866.9,89,0.0,307954.9771104669,307954.9771104669,155735.56020079248,341467.88882377895,0.0,89,10,3291.2283,-38.009613
59206.80225600525,59206.80225600525,10,302078.5047235379,1.0,nan,302078.50472353783,335026.75658654544,1.0,2384000,129976.8250800993,1101398500.0,-1243064.9,90,0.0,302078.50472353783,302078.5047235379,129976.8250800993,335026.75658654544,0.0,90,10,813.4091,-37.31022
43047.17076749912,43047.17076749912,10,314497.45707745233,1.0,nan,314497.45707745216,347281.6967067815,1.0,2408000,207443.16076322063,1088523600.0,-1253583.6,91,0.0,314497.45707745216,314497.45707745233,207443.16076322063,347281.6967067815,0.0,91,10,473.4445,-37.095253
