MetaTest/door-unlock-v1/NumTrajs,MetaTrain/Average/Alpha,MetaTest/door-unlock-v1/TerminationRate,MetaTest/door-unlock-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/door-unlock-v1/MinReturn,MetaTest/door-unlock-v1/SuccessRate,MetaTest/door-unlock-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/door-unlock-v1/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/door-unlock-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/Average/SuccessRate,MetaTest/door-unlock-v1/Iteration
10,nan,0.0,7755.298516135972,17,2536149.0,5942.287713769165,17966.330337237567,5942.287713769166,-34.037568557781555,0.0,-34.037568557781555,0.2,5942.287713769166,7755.298516135972,17966.330337237567,10,5942.287713769165,632000,-9.944766,9292.168,-19847.332,0.2,17
10,nan,0.0,4563.458898063047,18,2022343.8,3547.9518505622777,12948.020629213399,3547.9518505622764,-61.680177914650244,0.0,-61.680177914650244,0.6,3547.9518505622764,4563.458898063047,12948.020629213399,10,3547.9518505622777,656000,-9.334385,922.4944,-17850.23,0.6,18
10,nan,0.0,3662.250477898733,19,1858070.1,2379.666639412982,8902.8492231833,2379.6666394129816,-35.126956818776655,0.0,-35.126956818776655,0.8,2379.6666394129816,3662.250477898733,8902.8492231833,10,2379.666639412982,680000,-9.101451,11746.778,-14772.236,0.8,19
10,nan,0.0,5277.2812567869205,20,2089793.5,4545.751237242211,17392.266781669823,4545.751237242212,-26.32180092417138,0.0,-26.32180092417138,0.1,4545.751237242212,5277.2812567869205,17392.266781669823,10,4545.751237242211,704000,-9.810614,14906.872,-15177.748,0.1,20
10,nan,0.0,7170.514790500791,21,4491453.5,5800.450745100168,16002.092372670759,5800.450745100168,-55.83632246457214,0.0,-55.83632246457214,0.0,5800.450745100168,7170.514790500791,16002.092372670759,10,5800.450745100168,728000,-14.714295,14114.016,-35400.992,0.0,21
10,nan,0.0,5444.827091569752,22,4790903.5,2022.7673190342896,18261.20704586626,2022.7673190342898,-72.77969254642952,0.0,-72.77969254642952,0.5,2022.7673190342898,5444.827091569752,18261.20704586626,10,2022.7673190342896,752000,-17.22029,4170.5386,-43739.348,0.5,22
10,nan,0.0,6908.852780977822,23,4892228.0,3356.605968914156,20416.825511325103,3356.605968914155,-68.47245102831916,0.0,-68.47245102831916,0.4,3356.605968914155,6908.852780977822,20416.825511325103,10,3356.605968914156,776000,-17.69962,2807.6873,-45673.266,0.4,23
10,nan,0.0,9511.165577440615,24,5350772.0,3698.2666178572026,32004.27397458447,3698.2666178572013,-126.44477934554384,0.0,-126.44477934554384,0.5,3698.2666178572013,9511.165577440615,32004.27397458447,10,3698.2666178572026,800000,-18.04945,2510.3286,-49581.95,0.5,24
10,nan,0.0,9240.612747156785,25,5061946.5,7795.695547458303,26790.123304590892,7795.695547458306,-62.71183351640686,0.0,-62.71183351640686,0.4,7795.695547458306,9240.612747156785,26790.123304590892,10,7795.695547458303,824000,-17.016819,2457.1074,-47747.168,0.4,25
10,nan,0.0,15499.943802491289,26,6056643.5,9802.235633744835,52786.21837452857,9802.235633744836,-116.67210924331486,0.0,-116.67210924331486,0.4,9802.235633744836,15499.943802491289,52786.21837452857,10,9802.235633744835,848000,-16.861843,3118.009,-48667.76,0.4,26
10,nan,0.0,22436.475019937076,27,6425693.0,8243.932828666253,75252.97632817087,8243.932828666257,-51.5630895416326,0.0,-51.5630895416326,0.4,8243.932828666257,22436.475019937076,75252.97632817087,10,8243.932828666253,872000,-16.10252,6357.156,-39142.8,0.4,27
10,nan,0.0,4735.041600301646,28,8957171.0,3614.2739065311116,11641.409582726663,3614.2739065311107,-77.48859507510028,0.0,-77.48859507510028,0.3,3614.2739065311107,4735.041600301646,11641.409582726663,10,3614.2739065311116,896000,-14.447738,24100.184,-38907.344,0.3,28
10,nan,0.0,18639.267286947634,29,9666183.0,12287.982597126063,57259.82122528974,12287.982597126069,-84.60765242596776,0.0,-84.60765242596776,0.5,12287.982597126069,18639.267286947634,57259.82122528974,10,12287.982597126063,920000,-16.349031,22971.533,-49134.312,0.5,29
10,nan,0.0,24639.23052279709,30,10959065.0,11706.042943344642,83266.48433205523,11706.042943344637,-91.54876645405012,0.0,-91.54876645405012,0.2,11706.042943344637,24639.23052279709,83266.48433205523,10,11706.042943344642,944000,-16.790594,7958.786,-50687.38,0.2,30
10,nan,0.0,32503.33214892012,31,13587542.0,16754.06072833315,112644.68506322899,16754.06072833314,-17.110576861612817,0.0,-17.110576861612817,0.4,16754.06072833314,32503.33214892012,112644.68506322899,10,16754.06072833315,968000,-16.647663,2770.4001,-54460.61,0.4,31
10,nan,0.0,8027.150788562661,32,15874407.0,5166.124932490467,20667.648660615254,5166.124932490466,-76.78760066191226,0.0,-76.78760066191226,0.3,5166.124932490466,8027.150788562661,20667.648660615254,10,5166.124932490467,992000,-15.736832,1998.3048,-56171.97,0.3,32
10,nan,0.0,23707.025445966345,33,16902714.0,7950.8731833295,79070.5805612273,7950.873183329505,-42.559979987097286,0.0,-42.559979987097286,0.3,7950.873183329505,23707.025445966345,79070.5805612273,10,7950.8731833295,1016000,-15.954102,2262.0425,-52978.293,0.3,33
10,nan,0.0,6491.111400646378,34,21355896.0,4838.071692579493,17350.038577208947,4838.07169257949,-49.94456363684553,0.0,-49.94456363684553,0.3,4838.07169257949,6491.111400646378,17350.038577208947,10,4838.071692579493,1040000,-16.599594,2077.2769,-53501.84,0.3,34
10,nan,0.0,32235.74366527311,35,26345214.0,19175.836796940144,83023.62075599116,19175.83679694015,-91.69025091886284,0.0,-91.69025091886284,0.2,19175.83679694015,32235.74366527311,83023.62075599116,10,19175.836796940144,1064000,-16.642902,1746.6648,-54496.61,0.2,35
10,nan,0.0,33380.25528259294,36,31897124.0,14712.370308602001,113243.08381916994,14712.37030860199,-55.15387590696599,0.0,-55.15387590696599,0.5,14712.37030860199,33380.25528259294,113243.08381916994,10,14712.370308602001,1088000,-16.23227,2104.95,-57612.895,0.5,36
10,nan,0.0,5240.542767271119,37,43635104.0,2142.2992789494015,17378.388481627877,2142.299278949401,-60.72620308732413,0.0,-60.72620308732413,0.4,2142.299278949401,5240.542767271119,17378.388481627877,10,2142.2992789494015,1112000,-16.695005,1300.557,-67420.96,0.4,37
10,nan,0.0,6232.390362945961,38,55034388.0,2452.968563086758,20847.422093977104,2452.9685630867584,-53.89136436223019,0.0,-53.89136436223019,0.6,2452.9685630867584,6232.390362945961,20847.422093977104,10,2452.968563086758,1136000,-18.099348,1087.566,-79365.484,0.6,38
10,nan,0.0,37144.35542270165,39,61360430.0,12394.38518911371,123827.0235172287,12394.38518911371,-36.630502832771825,0.0,-36.630502832771825,0.5,12394.38518911371,37144.35542270165,123827.0235172287,10,12394.38518911371,1160000,-19.413782,1641.3684,-85040.336,0.5,39
10,nan,0.0,6248.595832815764,40,72113570.0,2264.3692008610865,20982.120032153856,2264.3692008610865,-26.323085020638416,0.0,-26.323085020638416,0.6,2264.3692008610865,6248.595832815764,20982.120032153856,10,2264.3692008610865,1184000,-20.437922,5069.2617,-99379.25,0.6,40
10,nan,0.0,56033.847318925975,41,73607470.0,22398.714630312046,189221.8403742262,22398.714630312046,-44.91602089342917,0.0,-44.91602089342917,0.4,22398.714630312046,56033.847318925975,189221.8403742262,10,22398.714630312046,1208000,-20.665442,2181.5312,-100650.71,0.4,41
10,nan,0.0,94544.94322788613,42,65681000.0,47667.17071915296,254343.04627849144,47667.17071915296,-90.48401458175795,0.0,-90.48401458175795,0.5,47667.17071915296,94544.94322788613,254343.04627849144,10,47667.17071915296,1232000,-19.90075,647.0687,-87761.04,0.5,42
10,nan,0.0,86552.96694501201,43,75845890.0,29061.651861111022,288715.14360014925,29061.65186111107,-87.24237673198724,0.0,-87.24237673198724,0.5,29061.65186111107,86552.96694501201,288715.14360014925,10,29061.651861111022,1256000,-19.904919,643.73505,-93556.74,0.5,43
10,nan,0.0,48857.031193789924,44,77888030.0,18379.627049852883,163798.95351503816,18379.627049852876,-82.73797903847553,0.0,-82.73797903847553,0.3,18379.627049852876,48857.031193789924,163798.95351503816,10,18379.627049852883,1280000,-20.158688,474.79987,-94671.805,0.3,44
10,nan,0.0,67367.7098567591,45,86246550.0,31535.086326821,216700.72787786083,31535.086326820998,-47.233008201155286,0.0,-47.233008201155286,0.4,31535.086326820998,67367.7098567591,216700.72787786083,10,31535.086326821,1304000,-20.895584,651.96075,-98095.92,0.4,45
10,nan,0.0,74743.9783658613,46,96679860.0,24908.321924299096,249140.1068343802,24908.3219242991,-79.37790979836029,0.0,-79.37790979836029,0.5,24908.3219242991,74743.9783658613,249140.1068343802,10,24908.321924299096,1328000,-21.145449,1204.8055,-102585.945,0.5,46
10,nan,0.0,116674.13418465688,47,116769510.0,77544.84968414708,315901.03929742536,77544.84968414706,-64.50421118373175,0.0,-64.50421118373175,0.7,77544.84968414706,116674.13418465688,315901.03929742536,10,77544.84968414708,1352000,-21.532042,391.91687,-122226.03,0.7,47
10,nan,0.0,39505.899184464,48,132167730.0,20573.97870373324,106954.73039419064,20573.978703733235,-77.26000193408542,0.0,-77.26000193408542,0.8,20573.978703733235,39505.899184464,106954.73039419064,10,20573.97870373324,1376000,-21.948547,523.9717,-139710.69,0.8,48
10,nan,0.0,97636.38436954156,49,139945600.0,56927.12996187569,267110.8056745712,56927.12996187565,-83.26613676017311,0.0,-83.26613676017311,0.8,56927.12996187565,97636.38436954156,267110.8056745712,10,56927.12996187569,1400000,-22.077496,610.6375,-153602.17,0.8,49
10,nan,0.0,98665.30866238003,50,142661120.0,77665.22173846603,270293.70831268374,77665.22173846603,-38.9322930248923,0.0,-38.9322930248923,0.7,77665.22173846603,98665.30866238003,270293.70831268374,10,77665.22173846603,1424000,-21.906544,395.1273,-153182.8,0.7,50
10,nan,0.0,95908.35421350955,51,148831790.0,52239.96854043762,276293.75220778835,52239.96854043763,-42.672230575206875,0.0,-42.672230575206875,0.8,52239.96854043763,95908.35421350955,276293.75220778835,10,52239.96854043762,1448000,-21.571209,277.3492,-157633.14,0.8,51
10,nan,0.0,26091.918418195884,52,153431250.0,11119.186698935713,86472.3525598124,11119.186698935717,-23.32024556730132,0.0,-23.32024556730132,1.0,11119.186698935717,26091.918418195884,86472.3525598124,10,11119.186698935713,1472000,-21.57994,252.76863,-156056.62,1.0,52
10,nan,0.0,39744.090052828076,53,152935540.0,15158.526331052126,133820.47796492444,15158.52633105214,-41.79144137338947,0.0,-41.79144137338947,0.8,15158.52633105214,39744.090052828076,133820.47796492444,10,15158.526331052126,1496000,-21.990747,221.87245,-148956.08,0.8,53
10,nan,0.0,65707.81675371686,54,173473390.0,29897.175471103914,210495.29543843944,29897.175471103907,-58.23227705100121,0.0,-58.23227705100121,0.6,29897.175471103907,65707.81675371686,210495.29543843944,10,29897.175471103914,1520000,-22.655146,392.4127,-162896.39,0.6,54
10,nan,0.0,56148.60726363959,55,158634640.0,31679.775674327753,147908.5544588506,31679.77567432775,-75.99937491381016,0.0,-75.99937491381016,0.5,31679.77567432775,56148.60726363959,147908.5544588506,10,31679.775674327753,1544000,-23.372435,412.7324,-150514.38,0.5,55
10,nan,0.0,127717.8118968195,56,171126030.0,96503.07349518442,296114.7644132401,96503.07349518445,-46.908077114824835,0.0,-46.908077114824835,0.6,96503.07349518445,127717.8118968195,296114.7644132401,10,96503.07349518442,1568000,-24.395754,326.3082,-157403.92,0.6,56
10,nan,0.0,131487.03597133336,57,194310640.0,165020.40476328405,308266.5084761051,165020.40476328405,-25.752663543942795,0.0,-25.752663543942795,1.0,165020.40476328405,131487.03597133336,308266.5084761051,10,165020.40476328405,1592000,-25.12587,521.519,-169748.25,1.0,57
10,nan,0.0,93892.77409528458,58,216428540.0,49721.34658496623,290709.02388015814,49721.34658496623,-35.14152589582069,0.0,-35.14152589582069,0.7,49721.34658496623,93892.77409528458,290709.02388015814,10,49721.34658496623,1616000,-25.448793,515.972,-184681.12,0.7,58
10,nan,0.0,122343.08571531453,59,251236510.0,188327.50317037365,334172.6804226051,188327.50317037367,-16.617150385142388,0.0,-16.617150385142388,1.0,188327.50317037367,122343.08571531453,334172.6804226051,10,188327.50317037365,1640000,-26.63218,484.5112,-216600.16,1.0,59
10,nan,0.0,115342.34842526923,60,289098460.0,109196.82412246992,283132.2355608779,109196.82412246994,-47.916298221806876,0.0,-47.916298221806876,1.0,109196.82412246994,115342.34842526923,283132.2355608779,10,109196.82412246992,1664000,-27.550524,417.4027,-256310.44,1.0,60
10,nan,0.0,124018.36858911815,61,288270460.0,109989.86944472996,310885.7068639077,109989.86944472995,-19.41024957386846,0.0,-19.41024957386846,0.9,109989.86944472995,124018.36858911815,310885.7068639077,10,109989.86944472996,1688000,-27.57104,578.20105,-263052.6,0.9,61
10,nan,0.0,124528.19475251113,62,298878460.0,149218.48292010976,313641.54963718035,149218.48292010976,-29.583094777758088,0.0,-29.583094777758088,0.9,149218.48292010976,124528.19475251113,313641.54963718035,10,149218.48292010976,1712000,-27.497223,1069.5254,-272529.6,0.9,62
10,nan,0.0,110372.51966543017,63,311433820.0,70183.23740589709,312838.8385683914,70183.23740589709,-30.862705771436044,0.0,-30.862705771436044,0.8,70183.23740589709,110372.51966543017,312838.8385683914,10,70183.23740589709,1736000,-27.508593,1413.1975,-276555.28,0.8,63
10,nan,0.0,118326.19328070273,64,335537340.0,101576.69292441034,305139.90699140204,101576.69292441034,-26.827340630876062,0.0,-26.827340630876062,0.8,101576.69292441034,118326.19328070273,305139.90699140204,10,101576.69292441034,1760000,-26.936195,1016.5538,-293053.34,0.8,64
10,nan,0.0,142332.62731119382,65,348933440.0,184113.9807853711,319448.812933878,184113.9807853711,-18.481434620262625,0.0,-18.481434620262625,0.9,184113.9807853711,142332.62731119382,319448.812933878,10,184113.9807853711,1784000,-27.100483,1288.762,-291775.3,0.9,65
10,nan,0.0,116174.71704520575,66,359824350.0,76480.22915128284,295595.41589589324,76480.22915128284,-81.78716453344799,0.0,-81.78716453344799,0.6,76480.22915128284,116174.71704520575,295595.41589589324,10,76480.22915128284,1808000,-27.556728,1708.0676,-304185.03,0.6,66
10,nan,0.0,127786.64397517007,67,360935650.0,141637.45366703364,285578.40376180306,141637.45366703364,-83.3099888875516,0.0,-83.3099888875516,0.8,141637.45366703364,127786.64397517007,285578.40376180306,10,141637.45366703364,1832000,-27.705402,1541.598,-298158.72,0.8,67
10,nan,0.0,112378.08400439906,68,398236260.0,81560.80050101862,290031.4045721219,81560.80050101859,-40.1766315865677,0.0,-40.1766315865677,0.8,81560.80050101859,112378.08400439906,290031.4045721219,10,81560.80050101862,1856000,-28.174223,1721.336,-317235.53,0.8,68
10,nan,0.0,115494.65850250926,69,438114600.0,154592.6301987858,291547.2248082151,154592.63019878574,-16.92305041604813,0.0,-16.92305041604813,1.0,154592.63019878574,115494.65850250926,291547.2248082151,10,154592.6301987858,1880000,-28.655863,1782.8093,-342149.7,1.0,69
10,nan,0.0,111365.4486663475,70,431969100.0,110077.25212708837,275445.64010194404,110077.2521270884,-53.73508855758692,0.0,-53.73508855758692,0.9,110077.2521270884,111365.4486663475,275445.64010194404,10,110077.25212708837,1904000,-28.530933,1597.6199,-349889.16,0.9,70
10,nan,0.0,113124.82114339736,71,443436500.0,116030.24322552574,272037.67214984325,116030.24322552576,-46.8225430721952,0.0,-46.8225430721952,0.9,116030.24322552576,113124.82114339736,272037.67214984325,10,116030.24322552574,1928000,-28.575438,1400.4417,-368547.25,0.9,71
10,nan,0.0,110374.7936002981,72,435965860.0,159541.20577928275,293695.99389862263,159541.2057792827,1938.9157320179331,0.0,1938.9157320179331,1.0,159541.2057792827,110374.7936002981,293695.99389862263,10,159541.20577928275,1952000,-28.837664,1832.9382,-368328.5,1.0,72
10,nan,0.0,125312.56336752257,73,439393730.0,189484.4292266686,301764.83694863087,189484.42922666855,144.1118147138454,0.0,144.1118147138454,0.9,189484.42922666855,125312.56336752257,301764.83694863087,10,189484.4292266686,1976000,-29.177109,19672.75,-372325.12,0.9,73
10,nan,0.0,90595.51034264077,74,411930560.0,53427.84849931086,262643.99177409796,53427.84849931088,-80.33643269863148,0.0,-80.33643269863148,0.5,53427.84849931088,90595.51034264077,262643.99177409796,10,53427.84849931086,2000000,-29.886019,22663.889,-360345.4,0.5,74
10,nan,0.0,66479.33606066731,75,407734820.0,22423.625422069774,221846.86564768493,22423.62542206978,-44.7784237409755,0.0,-44.7784237409755,0.4,22423.62542206978,66479.33606066731,221846.86564768493,10,22423.625422069774,2024000,-30.397524,24337.455,-348706.5,0.4,75
10,nan,0.0,134761.03039147292,76,422765470.0,109601.5348427319,293902.10129556013,109601.5348427319,-63.19035682757,0.0,-63.19035682757,0.9,109601.5348427319,134761.03039147292,293902.10129556013,10,109601.5348427319,2048000,-30.39314,19436.514,-369472.16,0.9,76
10,nan,0.0,134272.60344029634,77,455775550.0,152035.98698560236,309299.5673432602,152035.98698560236,-26.231073594283952,0.0,-26.231073594283952,0.9,152035.98698560236,134272.60344029634,309299.5673432602,10,152035.98698560236,2072000,-29.881826,14335.467,-406669.2,0.9,77
10,nan,0.0,87603.53546452396,78,474965660.0,152539.79466131693,273148.4056812678,152539.79466131693,-17.39784667483014,0.0,-17.39784667483014,0.8,152539.79466131693,87603.53546452396,273148.4056812678,10,152539.79466131693,2096000,-29.77765,5986.134,-416801.72,0.8,78
10,nan,0.0,123660.95735571098,79,493746780.0,138241.38226470156,290351.77141621447,138241.38226470153,-39.501519393461514,0.0,-39.501519393461514,1.0,138241.38226470153,123660.95735571098,290351.77141621447,10,138241.38226470156,2120000,-29.917274,4188.171,-421871.62,1.0,79
10,nan,0.0,74009.55509510063,80,1619721700.0,26983.673875071556,248636.53792466712,26983.673875071567,-80.8183088123083,0.0,-80.8183088123083,0.4,26983.673875071567,74009.55509510063,248636.53792466712,10,26983.673875071556,2144000,-29.439663,322929.88,-287677.38,0.4,80
10,nan,0.0,97.1354026664267,81,216820020.0,-18.954516520238457,266.0846115630459,-18.954516520238478,-78.00799347972591,0.0,-78.00799347972591,0.1,-18.954516520238478,97.1354026664267,266.0846115630459,10,-18.954516520238457,2168000,-28.211945,1644418.9,298902.94,0.1,81
10,nan,0.0,43546.495739382204,82,118520450.0,14539.670342921501,145177.098724505,14539.670342921487,-106.97857146667599,0.0,-106.97857146667599,0.1,14539.670342921487,43546.495739382204,145177.098724505,10,14539.670342921501,2192000,-25.605003,297459.97,-17250.717,0.1,82
10,nan,0.0,25.918421358053294,83,110608540.0,-54.63202168994777,-2.6537881128103122,-54.632021689947784,-83.80390213038763,0.0,-83.80390213038763,0.0,-54.632021689947784,25.918421358053294,-2.6537881128103122,10,-54.63202168994777,2216000,-20.57925,52535.273,37434.695,0.0,83
10,nan,0.0,121547.47400661418,84,1522558200.0,80488.01517181375,293353.85802713997,80488.01517181378,-88.19914242449826,0.0,-88.19914242449826,0.4,80488.01517181378,121547.47400661418,293353.85802713997,10,80488.01517181375,2240000,-25.850914,79661.9,16088.592,0.4,84
10,nan,0.0,135858.72302467612,85,414539840.0,89611.22994221633,300192.1033296169,89611.2299422163,-84.36231415719763,0.0,-84.36231415719763,0.6,89611.2299422163,135858.72302467612,300192.1033296169,10,89611.22994221633,2264000,-27.889843,24859.432,-200787.97,0.6,85
10,nan,0.0,91563.40221284486,86,516958800.0,46008.226251324224,240840.5970010792,46008.22625132421,-110.85901968349066,0.0,-110.85901968349066,0.3,46008.22625132421,91563.40221284486,240840.5970010792,10,46008.226251324224,2288000,-28.496044,90697.88,-92776.13,0.3,86
10,nan,0.0,80239.71737092748,87,227364110.0,42467.06262370384,226721.82283502584,42467.06262370381,-133.16903695069567,0.0,-133.16903695069567,0.3,42467.06262370381,80239.71737092748,226721.82283502584,10,42467.06262370384,2312000,-23.359568,82275.93,-80982.78,0.3,87
10,nan,0.0,66537.88128043941,88,672350800.0,23683.290475315214,223138.7557159829,23683.29047531522,-83.6016691588829,0.0,-83.6016691588829,0.3,23683.29047531522,66537.88128043941,223138.7557159829,10,23683.290475315214,2336000,-24.677284,9281702.0,-58353.27,0.3,88
10,nan,0.0,10215.168096688505,89,977803840.0,3309.2168894518777,33954.480032388485,3309.216889451879,-148.52134309692377,0.0,-148.52134309692377,0.1,3309.216889451879,10215.168096688505,33954.480032388485,10,3309.2168894518777,2360000,-23.865934,4885392.5,331204.75,0.1,89
10,nan,0.0,88466.30493437259,90,335502500.0,29427.899563096358,294826.7949329485,29427.899563096387,-121.35415761065991,0.0,-121.35415761065991,0.3,29427.899563096387,88466.30493437259,294826.7949329485,10,29427.899563096358,2384000,-20.721926,5177827.0,72404.56,0.3,90
10,nan,0.0,135202.27562147367,91,1490393300.0,88188.26174591955,314487.2593766033,88188.2617459195,-113.31245800701929,0.0,-113.31245800701929,0.4,88188.2617459195,135202.27562147367,314487.2593766033,10,88188.26174591955,2408000,-23.2807,1519803.8,-31080.385,0.4,91
10,nan,0.0,110480.09619025512,92,271414940.0,84946.28311437943,306344.39216274506,84946.28311437945,-46.604998058319836,0.0,-46.604998058319836,0.5,84946.28311437945,110480.09619025512,306344.39216274506,10,84946.28311437943,2432000,-24.89471,238005.48,-126950.21,0.5,92
10,nan,0.0,35382.11166160636,93,180770610.0,14588.600085043272,119510.70516810173,14588.600085043276,-102.71187162629298,0.0,-102.71187162629298,0.2,14588.600085043276,35382.11166160636,119510.70516810173,10,14588.600085043272,2456000,-23.254368,94198.07,-14314.776,0.2,93
10,nan,0.0,94535.48040254846,94,186330080.0,32458.6590461288,315953.7529790054,32458.6590461288,-41.02683464632412,0.0,-41.02683464632412,0.2,32458.6590461288,94535.48040254846,315953.7529790054,10,32458.6590461288,2480000,-21.866396,59030.723,-44931.12,0.2,94
10,nan,0.0,105876.80036497946,95,354638300.0,212875.1003294071,330069.01124770165,212875.1003294071,8838.899112064446,0.0,8838.899112064446,1.0,212875.1003294071,105876.80036497946,330069.01124770165,10,212875.1003294071,2504000,-26.526625,38478.527,-165224.52,1.0,95
