Average/AverageReturn,Average/TerminationRate,Average/NumEpisodes,Average/MinReturn,MetaTest/handle-press-side-v1/MinReturn,TotalEnvSteps,handle-press-side-v1/Iteration,handle-press-side-v1/MaxReturn,handle-press-side-v1/NumEpisodes,MetaTest/Average/SuccessRate,Average/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,handle-press-side-v1/AverageDiscountedReturn,handle-press-side-v1/AverageReturn,MetaTest/Average/NumEpisodes,policy/LossAfter,MetaTest/Average/AverageReturn,MetaTest/handle-press-side-v1/AverageDiscountedReturn,MetaTest/handle-press-side-v1/Iteration,handle-press-side-v1/StdReturn,Average/StdReturn,MetaTest/Average/MinReturn,policy/LossBefore,handle-press-side-v1/TerminationRate,MetaTest/handle-press-side-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/handle-press-side-v1/MaxReturn,policy/Entropy,MetaTest/handle-press-side-v1/AverageReturn,Average/Iteration,MetaTest/handle-press-side-v1/NumEpisodes,MetaTest/handle-press-side-v1/StdReturn,policy/KL,Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/handle-press-side-v1/SuccessRate,MetaTest/Average/StdReturn,Average/MaxReturn,handle-press-side-v1/MinReturn,handle-press-side-v1/SuccessRate,policy/KLBefore,policy/dLoss,MetaTest/Average/AverageDiscountedReturn
3701.4846358947507,0.0,100,-49.269042116888166,,240000,11,17810.924304826633,100,,0.0,,,1625.1110538922142,3701.4846358947507,,4.254,,,,4553.804791912242,4553.804791912242,,7.704547,0.0,,,,5.4823523,,11,,,0.005121652,1625.1110538922142,0.21364882458159273,,,17810.924304826633,-49.269042116888166,0.0,0.0,3.4505467,
3341.2280961970623,0.0,100,-46.51001404635118,,260000,12,17232.52241247359,100,,0.0,,,1573.834453373015,3341.2280961970623,,-5.5645437,,,,4381.049610786282,4381.049610786282,,-1.6395781,0.0,,,,5.4546533,,12,,,0.004376482,1573.834453373015,0.30861272401584783,,,17232.52241247359,-46.51001404635118,0.0,0.0,3.9249656,
2888.499151057794,0.0,100,-59.312473766023224,,280000,13,15094.744763721395,100,,0.0,,,1353.438032410943,2888.499151057794,,1.2033532,,,,4150.029190514534,4150.029190514534,,5.1083517,0.0,,,,5.425473,,13,,,0.004489162,1353.438032410943,0.34806507301335987,,,15094.744763721395,-59.312473766023224,0.0,0.0,3.9049985,
3885.9777145680237,0.0,100,-41.19439695835238,,300000,14,20694.852130507596,100,,0.0,,,1778.1491672012196,3885.9777145680237,,4.973832,,,,4680.2886827450475,4680.2886827450475,,8.885493,0.0,,,,5.3899,,14,,,0.006171463,1778.1491672012196,0.28457373090489146,,,20694.852130507596,-41.19439695835238,0.0,0.0,3.9116611,
6275.788551023712,0.0,100,-27.721395588706983,,320000,15,19467.52835752537,100,,0.0,,,2836.8623145227652,6275.788551023712,,-2.1157405,,,,5360.937289415218,5360.937289415218,,4.479432,0.0,,,,5.3476186,,15,,,0.007772545,2836.8623145227652,0.37546612345413255,,,19467.52835752537,-27.721395588706983,0.0,0.0,6.595173,
6680.7862566779495,0.0,100,-22.060258403430474,,340000,16,34687.28324464471,100,,0.0,,,2898.583303507467,6680.7862566779495,,-3.2722516,,,,6447.900679304227,6447.900679304227,,3.600043,0.0,,,,5.323367,,16,,,0.008339548,2898.583303507467,0.2579868504224784,,,34687.28324464471,-22.060258403430474,0.0,0.0,6.8722944,
7220.079999742749,0.0,100,-39.12725552257018,,360000,17,21847.924465342177,100,,0.0,,,3297.1300216019195,7220.079999742749,,-1.0010086,,,,5841.568325549778,5841.568325549778,,6.3524504,0.0,,,,5.289413,,17,,,0.007672664,3297.1300216019195,0.3413679137725303,,,21847.924465342177,-39.12725552257018,0.0,0.0,7.353459,
8255.604816628393,0.0,100,-25.10745098186134,,380000,18,20937.872181655297,100,,0.0,,,3674.6808898884196,8255.604816628393,,-2.2336438,,,,6067.5430167947825,6067.5430167947825,,3.690336,0.0,,,,5.2406874,,18,,,0.0057068854,3674.6808898884196,0.3755277449690737,,,20937.872181655297,-25.10745098186134,0.0,0.0,5.9239798,
8919.682889859021,0.0,100,-24.505167134274362,,400000,19,25454.63902678365,100,,0.0,,,3820.5110912012874,8919.682889859021,,-7.3453064,,,,6893.885193045038,6893.885193045038,,-0.25709376,0.0,,,,5.1917615,,19,,,0.007995021,3820.5110912012874,0.4589369808219401,,,25454.63902678365,-24.505167134274362,0.0,0.0,7.0882125,
11522.01724056329,0.0,100,-18.0734210765565,1203.275983117954,420000,20,26441.33806403688,100,0.0,0.0,2,22400.431392802602,4824.6875197811205,11522.01724056329,10,-8.738788,9027.058048782637,9027.058048782641,2,6816.615208143058,6816.615208143058,1203.275983117954,-0.37490782,0.0,0.0,0.0,22400.431392802602,5.14495,9027.058048782637,20,10,6426.913177142505,0.0063510924,4824.6875197811205,0.4188494614333771,0.0,6426.913177142505,26441.33806403688,-18.0734210765565,0.0,0.0,8.36388,9027.058048782641
10183.728114797806,0.0,100,-23.598039912920243,,440000,21,23859.387502360933,100,,0.0,,,4530.705012303051,10183.728114797806,,-9.163962,,,,7086.255218488134,7086.255218488134,,-0.87712187,0.0,,,,5.1066613,,21,,,0.005956221,4530.705012303051,0.35808202273158163,,,23859.387502360933,-23.598039912920243,0.0,0.0,8.28684,
11811.949981544914,0.0,100,-18.887201874384907,,460000,22,25307.302010240754,100,,0.0,,,5277.496229493392,11811.949981544914,,-5.779406,,,,7082.060296718417,7082.060296718417,,2.3060117,0.0,,,,5.074771,,22,,,0.0065690046,5277.496229493392,0.2877010618102339,,,25307.302010240754,-18.887201874384907,0.0,0.0,8.085418,
11403.03997434782,0.0,100,-23.64617541415881,,480000,23,27020.42241217165,100,,0.0,,,4819.202856973071,11403.03997434782,,-4.788803,,,,7769.738791910751,7769.738791910751,,-0.16399688,0.0,,,,5.0450754,,23,,,0.01193246,4819.202856973071,0.3881477649815587,,,27020.42241217165,-23.64617541415881,0.0,0.0,4.6248064,
12120.49950191155,0.0,100,-17.54178091335103,,500000,24,26299.596806097306,100,,0.0,,,5449.765770137556,12120.49950191155,,-7.9944124,,,,7652.568967697002,7652.568967697002,,-1.4632953,0.0,,,,5.007901,,24,,,0.0063805953,5449.765770137556,0.3798327264763671,,,26299.596806097306,-17.54178091335103,0.0,0.0,6.531117,
12170.746326394787,0.0,100,-17.635696003830063,,520000,25,29272.601305881784,100,,0.0,,,5351.2675413086845,12170.746326394787,,-3.3799438,,,,7903.957319372106,7903.957319372106,,3.733718,0.0,,,,4.9787073,,25,,,0.0062840017,5351.2675413086845,0.34602840244032196,,,29272.601305881784,-17.635696003830063,0.0,0.0,7.113662,
13385.893456788408,0.0,100,-19.876345264554967,,540000,26,29273.854947958847,100,,0.0,,,5677.212842213556,13385.893456788408,,-0.84649765,,,,8082.135623571324,8082.135623571324,,7.4126525,0.0,,,,4.946042,,26,,,0.0077247443,5677.212842213556,0.33096674035640306,,,29273.854947958847,-19.876345264554967,0.0,0.0,8.2591505,
11426.734297287716,0.0,100,-55.45399393069662,,560000,27,28981.626455875452,100,,0.0,,,5109.07060248467,11426.734297287716,,-17.906628,,,,8848.141723660243,8848.141723660243,,-8.515456,0.0,,,,4.915658,,27,,,0.006810138,5109.07060248467,0.3838816652073733,,,28981.626455875452,-55.45399393069662,0.0,0.0,9.391171,
16558.883115804078,0.0,100,-15.53797381098712,,580000,28,29665.21092853554,100,,0.0,,,7135.039770553403,16558.883115804078,,6.725061,,,,7781.135371609062,7781.135371609062,,15.450411,0.0,,,,4.887044,,28,,,0.008563995,7135.039770553403,0.3782336999314383,,,29665.21092853554,-15.53797381098712,0.0,0.0,8.725349,
16515.990778526328,0.0,100,713.45917750196,,600000,29,30608.515812569647,100,,0.0,,,7057.839133297863,16515.990778526328,,-6.4575896,,,,8686.201441855974,8686.201441855974,,2.4503546,0.0,,,,4.859803,,29,,,0.0062283706,7057.839133297863,0.42032733327761684,,,30608.515812569647,713.45917750196,0.0,0.0,8.907944,
16744.215702508052,0.0,100,-14.02606161431256,1692.1415891833803,620000,30,32430.557605413742,100,0.0,0.0,3,24603.16277271105,7370.560163702695,16744.215702508052,10,-13.882205,11062.059159750996,11062.059159750994,3,8485.272518407091,8485.272518407091,1692.1415891833803,-4.7594275,0.0,0.0,0.0,24603.16277271105,4.8230705,11062.059159750996,30,10,7067.2200440029155,0.0051235515,7370.560163702695,0.3309289020664843,0.0,7067.2200440029155,32430.557605413742,-14.02606161431256,0.0,0.0,9.122778,11062.059159750994
18606.55529489285,0.0,100,-21.895791733946325,,640000,31,43048.88369345693,100,,0.0,,,7879.170541393139,18606.55529489285,,-5.565711,,,,9617.141698576694,9617.141698576694,,2.448625,0.0,,,,4.788612,,31,,,0.0059358627,7879.170541393139,0.3969654062189253,,,43048.88369345693,-21.895791733946325,0.0,0.0,8.014336,
15942.593200929921,0.0,100,-13.77153426808062,,660000,32,35671.76143481774,100,,0.0,,,7098.336321664556,15942.593200929921,,-4.2523365,,,,9518.095685887069,9518.095685887069,,3.6269078,0.0,,,,4.7513556,,32,,,0.0062133474,7098.336321664556,0.42664592103459,,,35671.76143481774,-13.77153426808062,0.0,0.0,7.8792443,
18755.1163626838,0.0,100,1690.5126998899618,,680000,33,45981.75565566558,100,,0.0,,,7758.239100155008,18755.1163626838,,14.851425,,,,10041.637163973242,10041.637163973242,,21.846975,0.0,,,,4.6822767,,33,,,0.008449722,7758.239100155008,-7.342121470997856,,,45981.75565566558,1690.5126998899618,0.0,0.0,6.99555,
17538.574074531272,0.0,100,-14.01235641024168,,700000,34,60477.13716145659,100,,0.0,,,7750.865440702973,17538.574074531272,,-2.7625375,,,,11169.625744994155,11169.625744994155,,3.8285062,0.0,,,,4.6688275,,34,,,0.0066003175,7750.865440702973,0.3382449458272566,,,60477.13716145659,-14.01235641024168,0.0,0.0,6.5910435,
16607.451937217425,0.0,100,-17.304812358507874,,720000,35,49369.5830160694,100,,0.0,,,7676.624933167297,16607.451937217425,,-0.34075314,,,,10530.697158784598,10530.697158784598,,9.045706,0.0,,,,4.6410627,,35,,,0.005281838,7676.624933167297,0.3631129456619633,,,49369.5830160694,-17.304812358507874,0.0,0.0,9.386459,
20620.76453179431,0.0,100,-45.55409673109663,,740000,36,57575.633750223846,100,,0.0,,,8705.20206537381,20620.76453179431,,1.9538938,,,,13137.602714961524,13137.602714961524,,14.927369,0.0,,,,4.6130137,,36,,,0.0062551377,8705.20206537381,0.35123604819755916,,,57575.633750223846,-45.55409673109663,0.0,0.0,12.973475,
22091.311968327464,0.0,100,2174.7215275640992,,760000,37,79905.01583601645,100,,0.0,,,9648.021741563914,22091.311968327464,,-15.009413,,,,14336.07344353196,14336.07344353196,,-1.1380374,0.0,,,,4.573899,,37,,,0.006251329,9648.021741563914,0.2881877852097784,,,79905.01583601645,2174.7215275640992,0.0,0.0,13.871375,
21042.632329872577,0.0,100,-17.359420568614986,,780000,38,117257.93281955166,100,,0.02,,,8435.754941147297,21042.632329872577,,-20.0024,,,,18593.02786648829,18593.02786648829,,-3.2988937,0.0,,,,4.5426717,,38,,,0.007261421,8435.754941147297,0.3429228658566448,,,117257.93281955166,-17.359420568614986,0.02,0.0,16.703506,
25240.567687832452,0.0,100,-18.43853945538113,,800000,39,114834.47824387731,100,,0.03,,,10085.720672593647,25240.567687832452,,7.5930123,,,,21248.645429275057,21248.645429275057,,24.957882,0.0,,,,4.5168085,,39,,,0.005313987,10085.720672593647,0.32122981036740983,,,114834.47824387731,-18.43853945538113,0.03,0.0,17.36487,
30532.02076864597,0.0,100,715.2405400931287,7294.4287155026495,820000,40,128770.15997055259,100,0.0,0.06,4,71245.3843931149,11919.105060356651,30532.02076864597,10,-37.931606,24002.24726468182,24002.247264681813,4,28916.895877292252,28916.895877292252,7294.4287155026495,-16.671993,0.0,0.0,0.0,71245.3843931149,4.5062747,24002.24726468182,40,10,20173.429696434745,0.0058354577,11919.105060356651,0.43787122292484426,0.0,20173.429696434745,128770.15997055259,715.2405400931287,0.06,0.0,21.259613,24002.247264681813
30244.90002175736,0.0,100,-14.217227409022774,,840000,41,150753.17827986839,100,,0.05,,,11899.64462981369,30244.90002175736,,-3.3282156,,,,28433.61749347051,28433.61749347051,,16.535515,0.0,,,,4.4906383,,41,,,0.005745942,11899.64462981369,0.37056448206409587,,,150753.17827986839,-14.217227409022774,0.05,0.0,19.863731,
29069.03882758407,0.0,100,1201.786175572049,,860000,42,123751.40096243445,100,,0.04,,,10802.479671498364,29069.03882758407,,-6.624733,,,,27375.960832409564,27375.960832409564,,7.8800592,0.0,,,,4.447694,,42,,,0.0112930965,10802.479671498364,0.41237076818897,,,123751.40096243445,1201.786175572049,0.04,0.0,14.504792,
36889.81304078068,0.0,100,-17.147460544105158,,880000,43,151791.01763561767,100,,0.02,,,13079.223284945681,36889.81304078068,,2.2769563,,,,27520.522026126986,27520.522026126986,,12.049712,0.0,,,,4.395412,,43,,,0.016751457,13079.223284945681,0.3350471287217037,,,151791.01763561767,-17.147460544105158,0.02,0.0,9.772756,
32139.91805476492,0.0,100,470.3948868035374,,900000,44,160902.99945524626,100,,0.05,,,11615.062117327197,32139.91805476492,,33.47481,,,,34018.635002771014,34018.635002771014,,62.638786,0.0,,,,4.3382864,,44,,,0.0074602906,11615.062117327197,0.41090122455701983,,,160902.99945524626,470.3948868035374,0.05,0.0,29.163975,
44412.09793743146,0.0,100,-18.85391818651665,,920000,45,171492.55997802693,100,,0.11,,,15293.220979559648,44412.09793743146,,-15.432825,,,,38813.827632219516,38813.827632219516,,2.094175,0.0,,,,4.287552,,45,,,0.0073418585,15293.220979559648,0.4501857384371295,,,171492.55997802693,-18.85391818651665,0.11,0.0,17.527,
48686.207937725354,0.0,100,-16.783726562666768,,940000,46,142755.76387369903,100,,0.07,,,16257.76985531493,48686.207937725354,,-36.829308,,,,38199.13008618587,38199.13008618587,,-12.403462,0.0,,,,4.2521977,,46,,,0.0053245886,16257.76985531493,0.44574278639342435,,,142755.76387369903,-16.783726562666768,0.07,0.0,24.425846,
51508.70195604459,0.0,100,-18.66411064499746,,960000,47,211119.8511173316,100,,0.16,,,17109.96499574952,51508.70195604459,,19.981638,,,,45102.947232576975,45102.947232576975,,51.171036,0.0,,,,4.227508,,47,,,0.009125132,17109.96499574952,0.5021567060982997,,,211119.8511173316,-18.66411064499746,0.16,0.0,31.189398,
50592.74747381135,0.0,100,-42.31322421088147,,980000,48,152786.8370649416,100,,0.08,,,16691.445798170513,50592.74747381135,,-3.949525,,,,42865.07071444707,42865.07071444707,,28.649025,0.0,,,,4.181904,,48,,,0.006481094,16691.445798170513,0.4677234533547554,,,152786.8370649416,-42.31322421088147,0.08,0.0,32.59855,
46348.40234850596,0.0,100,-16.07597455010498,,1000000,49,173544.0368579978,100,,0.1,,,15966.382110041122,46348.40234850596,,-7.817481,,,,42585.63854015555,42585.63854015555,,17.23585,0.0,,,,4.156907,,49,,,0.0050917226,15966.382110041122,0.4337565057562326,,,173544.0368579978,-16.07597455010498,0.1,0.0,25.05333,
53831.35104134186,0.0,100,714.5360105212808,18019.75605343401,1020000,50,176983.53124480203,100,0.2,0.13,5,132148.40899805457,17727.499422573284,53831.35104134186,10,-21.973753,72552.33580226448,72552.33580226451,5,43231.18804676653,43231.18804676653,18019.75605343401,5.609,0.0,0.0,0.0,132148.40899805457,4.139232,72552.33580226448,50,10,37565.26210482579,0.0070436643,17727.499422573284,0.5158668228207113,0.2,37565.26210482579,176983.53124480203,714.5360105212808,0.13,0.0,27.582752,72552.33580226451
47986.2641053078,0.0,100,-17.49011123314471,,1040000,51,161055.79329134783,100,,0.11,,,16647.092632530435,47986.2641053078,,-28.63715,,,,40889.51773463043,40889.51773463043,,5.6916313,0.0,,,,4.0960045,,51,,,0.005381534,16647.092632530435,0.4097759159206691,,,161055.79329134783,-17.49011123314471,0.11,0.0,34.32878,
46366.46300653907,0.0,100,1208.4477398295826,,1060000,52,180397.90635940165,100,,0.05,,,16048.099482250078,46366.46300653907,,-29.863428,,,,39840.29104405981,39840.29104405981,,-5.691694,0.0,,,,4.0867534,,52,,,0.005612252,16048.099482250078,0.4433209110200621,,,180397.90635940165,1208.4477398295826,0.05,0.0,24.171734,
45556.175172730706,0.0,100,-13.129888053184478,,1080000,53,154321.44574026915,100,,0.05,,,15911.035096730928,45556.175172730706,,-7.2421,,,,35127.37556536504,35127.37556536504,,19.32202,0.0,,,,4.0530276,,53,,,0.0061233793,15911.035096730928,0.4125594750564183,,,154321.44574026915,-13.129888053184478,0.05,0.0,26.56412,
48561.572509729434,0.0,100,472.482077481699,,1100000,54,135090.7667219336,100,,0.05,,,16781.748120948276,48561.572509729434,,-4.9642034,,,,37518.895397513195,37518.895397513195,,21.213356,0.0,,,,4.042232,,54,,,0.0058242083,16781.748120948276,0.4805729764666503,,,135090.7667219336,472.482077481699,0.05,0.0,26.177559,
45236.908656169864,0.0,100,1928.1820318832445,,1120000,55,153140.13823601662,100,,0.09,,,15850.20252809311,45236.908656169864,,9.2553215,,,,38884.58131290786,38884.58131290786,,36.574284,0.0,,,,4.0207224,,55,,,0.0062445453,15850.20252809311,0.44758025500900955,,,153140.13823601662,1928.1820318832445,0.09,0.0,27.318962,
54353.4642347496,0.0,100,-15.113914228909543,,1140000,56,171015.55285294127,100,,0.13,,,18006.166658414302,54353.4642347496,,1.234975,,,,43761.97310377097,43761.97310377097,,30.493074,0.0,,,,4.004307,,56,,,0.005970002,18006.166658414302,0.4726390087808713,,,171015.55285294127,-15.113914228909543,0.13,0.0,29.258099,
46552.70940656051,0.0,100,956.0307088155831,,1160000,57,124026.9940206348,100,,0.05,,,15921.848844588765,46552.70940656051,,-20.098625,,,,36047.50149921199,36047.50149921199,,1.77245,0.0,,,,3.9785433,,57,,,0.0067223604,15921.848844588765,0.47027672685654864,,,124026.9940206348,956.0307088155831,0.05,0.0,21.871075,
49006.10322914154,0.0,100,2173.460800541299,,1180000,58,171827.91786001358,100,,0.08,,,17201.617150905466,49006.10322914154,,15.646475,,,,42273.80791477177,42273.80791477177,,39.2437,0.0,,,,3.9525907,,58,,,0.0061475122,17201.617150905466,0.405182909103998,,,171827.91786001358,2173.460800541299,0.08,0.0,23.597223,
47525.99425232489,0.0,100,-16.155120770891116,,1200000,59,140501.8412925397,100,,0.09,,,16306.801088503094,47525.99425232489,,6.4537625,,,,41468.530835832586,41468.530835832586,,27.174955,0.0,,,,3.9409835,,59,,,0.008363443,16306.801088503094,0.46078948036213996,,,140501.8412925397,-16.155120770891116,0.09,0.0,20.721193,
44427.08530811703,0.0,100,-17.99507031773036,1911.780842528785,1220000,60,177107.7570303853,100,0.2,0.13,6,154292.94990091005,15705.236891188055,44427.08530811703,10,-19.196787,61715.42858955359,61715.42858955357,6,45468.717174996615,45468.717174996615,1911.780842528785,14.086281,0.0,0.0,0.0,154292.94990091005,3.913841,61715.42858955359,60,10,55392.31350894627,0.006822738,15705.236891188055,0.4779692680902341,0.2,55392.31350894627,177107.7570303853,-17.99507031773036,0.13,0.0,33.283066,61715.42858955357
56686.12716526182,0.0,100,-19.31664473818505,,1240000,61,190767.65096001697,100,,0.15,,,18889.764105368027,56686.12716526182,,-0.227425,,,,45116.53937323498,45116.53937323498,,28.27025,0.0,,,,3.8892634,,61,,,0.0052043004,18889.764105368027,0.47224579033372227,,,190767.65096001697,-19.31664473818505,0.15,0.0,28.497675,
58500.348356143535,0.0,100,-11.263967975142412,,1260000,62,160025.77086741204,100,,0.12,,,19226.90020074221,58500.348356143535,,9.422619,,,,44225.042216164795,44225.042216164795,,40.806225,0.0,,,,3.8759153,,62,,,0.0056664213,19226.90020074221,0.46299339108558735,,,160025.77086741204,-11.263967975142412,0.12,0.0,31.383606,
66125.3054792512,0.0,100,-18.516451260159002,,1280000,63,182017.4189375941,100,,0.17,,,21747.981439289142,66125.3054792512,,17.495693,,,,49636.7752942323,49636.7752942323,,32.61405,0.0,,,,3.8561738,,63,,,0.010825394,21747.981439289142,0.42917896408753664,,,182017.4189375941,-18.516451260159002,0.17,0.0,15.118359,
63691.7581828069,0.0,100,3646.9389736082976,,1300000,64,179058.07363045032,100,,0.11,,,21128.68650389747,63691.7581828069,,7.3190374,,,,43966.481593106706,43966.481593106706,,29.249912,0.0,,,,3.8556454,,64,,,0.0062697576,21128.68650389747,0.4570401142561644,,,179058.07363045032,3646.9389736082976,0.11,0.0,21.930874,
62333.033421835025,0.0,100,717.11188762151,,1320000,65,174119.5070979425,100,,0.18,,,20392.557478469138,62333.033421835025,,-44.94853,,,,48758.80294323436,48758.80294323436,,-19.736069,0.0,,,,3.853111,,65,,,0.0042028297,20392.557478469138,0.49177251623493756,,,174119.5070979425,717.11188762151,0.18,0.0,25.21246,
53479.66892270541,0.0,100,-14.128371820625677,,1340000,66,189743.31380720306,100,,0.09,,,18153.195523664246,53479.66892270541,,17.29795,,,,42771.57930216158,42771.57930216158,,44.268295,0.0,,,,3.8460398,,66,,,0.006848659,18153.195523664246,0.4391881747545251,,,189743.31380720306,-14.128371820625677,0.09,0.0,26.970345,
60009.546265292054,0.0,100,-12.22414929054102,,1360000,67,165166.10742718747,100,,0.14,,,20119.004261874776,60009.546265292054,,20.984028,,,,41756.44736508166,41756.44736508166,,53.543175,0.0,,,,3.8206797,,67,,,0.0072471113,20119.004261874776,0.43924216444211694,,,165166.10742718747,-12.22414929054102,0.14,0.0,32.559147,
70934.4943492658,0.0,100,229.07110382963745,,1380000,68,212634.0268932019,100,,0.25,,,22861.808351505428,70934.4943492658,,43.760788,,,,50959.83845222965,50959.83845222965,,74.48415,0.0,,,,3.8027458,,68,,,0.006710948,22861.808351505428,0.40771135151635074,,,212634.0268932019,229.07110382963745,0.25,0.0,30.723366,
76172.4806123763,0.0,100,1694.462042272079,,1400000,69,188446.96814723025,100,,0.28,,,24791.973035495863,76172.4806123763,,-26.536425,,,,52635.25003472429,52635.25003472429,,0.3933,0.0,,,,3.790866,,69,,,0.0057562375,24791.973035495863,0.5490013727058831,,,188446.96814723025,1694.462042272079,0.28,0.0,26.929724,
