MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/stick-push-v1/SuccessRate,MetaTest/stick-push-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/Alpha,MetaTest/stick-push-v1/AverageReturn,MetaTest/stick-push-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-push-v1/AverageDiscountedReturn,MetaTest/stick-push-v1/NumTrajs,MetaTest/stick-push-v1/StdReturn,MetaTest/stick-push-v1/TerminationRate,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTest/stick-push-v1/MaxReturn,MetaTest/Average/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageReturn,MetaTrain/Average/AlphaLoss,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn
-10.629837107812023,0.0,0.0,0.0,-10.629837107812023,7.624632,nan,-9.235542498419331,11,-9.235542498419331,-9.235542498419331,10,1.0496933939154736,0.0,11,810.7942,-7.499395617642691,10,-116.91348,-9.235542498419331,6.257722,488000,-7.499395617642691,1.0496933939154736
-13.855856589062697,0.0,0.0,0.0,-13.855856589062697,7.624632,nan,-5.577448236998118,12,-5.577448236998114,-5.577448236998114,10,8.562786475422653,0.0,12,1135.5542,15.000395432650668,10,-124.600784,-5.577448236998118,6.160719,512000,15.000395432650668,8.562786475422653
-31.42014901007221,0.0,0.0,0.0,-31.42014901007221,7.7762136,nan,-24.48255932041065,13,-24.482559320410637,-24.482559320410637,10,4.224320023253012,0.0,13,3650.951,-17.58743760519671,10,-157.88672,-24.48255932041065,5.1684833,536000,-17.58743760519671,4.224320023253012
-96.39059312718314,0.0,0.0,0.0,-96.39059312718314,10.027459,nan,-93.13029934911035,14,-93.13029934911037,-93.13029934911037,10,1.9737785173358713,0.0,14,35285.91,-90.67436516208238,10,-550.72504,-93.13029934911035,1.1084514,560000,-90.67436516208238,1.9737785173358713
-95.3592987407845,0.0,0.0,0.0,-95.3592987407845,7.768704,nan,-71.25513450462057,15,-71.25513450462057,-71.25513450462057,10,29.470710395453516,0.0,15,98487.57,-25.54453842293475,10,-1331.8088,-71.25513450462057,-3.1285398,584000,-25.54453842293475,29.470710395453516
-40.23290152290187,0.0,0.0,0.0,-40.23290152290187,8.043159,nan,-28.0313485019234,16,-28.0313485019234,-28.0313485019234,10,16.577963415332427,0.0,16,199437.4,8.628524827840053,10,-2430.515,-28.0313485019234,-4.4298463,608000,8.628524827840053,16.577963415332427
-100.86235502642168,0.0,0.0,0.0,-100.86235502642168,8.040007,nan,-66.80981687648372,17,-66.8098168764837,-66.8098168764837,10,30.468409493104144,0.0,17,411917.28,-34.534617277447246,10,-5475.858,-66.80981687648372,-7.305132,632000,-34.534617277447246,30.468409493104144
-43.276380777777035,0.0,0.0,0.0,-43.276380777777035,7.654276,nan,-40.03721072870695,18,-40.03721072870697,-40.03721072870697,10,2.313020694881767,0.0,18,635144.1,-36.703636869655504,10,-11475.544,-40.03721072870695,-10.803359,656000,-36.703636869655504,2.313020694881767
-42.562915060665325,0.0,0.0,0.0,-42.562915060665325,8.000463,nan,-39.49835769783313,19,-39.49835769783313,-39.49835769783313,10,2.8643162457765214,0.0,19,789348.3,-35.24714494955278,10,-23453.16,-39.49835769783313,-14.42109,680000,-35.24714494955278,2.8643162457765214
-43.112635894112174,0.0,0.0,0.0,-43.112635894112174,8.584223,nan,-40.901320778763605,20,-40.9013207787636,-40.9013207787636,10,1.9227432900704926,0.0,20,906913.8,-36.1244520899303,10,-37093.6,-40.901320778763605,-16.951254,704000,-36.1244520899303,1.9227432900704926
-47.21570801746376,0.0,0.0,0.0,-47.21570801746376,8.466905,nan,-33.66864041509642,21,-33.66864041509641,-33.66864041509641,10,4.953420737618352,0.0,21,952793.6,-29.0161434398277,10,-41969.246,-33.66864041509642,-15.897789,728000,-29.0161434398277,4.953420737618352
-48.90147145318868,0.0,0.0,0.0,-48.90147145318868,8.708098,nan,-43.22464777805352,22,-43.22464777805353,-43.22464777805353,10,6.69720615530063,0.0,22,993440.7,-32.56905948212615,10,-41041.71,-43.22464777805352,-15.0891695,752000,-32.56905948212615,6.69720615530063
-47.91196563762033,0.0,0.0,0.0,-47.91196563762033,7.624632,nan,-32.8507281036,23,-32.85072810359999,-32.85072810359999,10,5.096035397199565,0.0,23,1074437.1,-29.96622938725858,10,-38449.855,-32.8507281036,-13.77683,776000,-29.96622938725858,5.096035397199565
-57.70540761717081,0.0,0.0,0.0,-57.70540761717081,7.624632,nan,234.52364409846479,24,234.52364409846464,234.52364409846464,10,808.3027326263532,0.0,24,1223500.9,2658.8408034108616,10,-35767.4,234.52364409846479,-13.483732,800000,2658.8408034108616,808.3027326263532
-55.26389480881619,0.0,0.0,0.0,-55.26389480881619,7.624632,nan,361.6150096283688,25,361.6150096283687,361.6150096283687,10,588.1741546567578,0.0,25,1629313.5,1631.9051624670092,10,-33835.504,361.6150096283688,-13.433445,824000,1631.9051624670092,588.1741546567578
-52.46958125590046,0.0,0.0,0.0,-52.46958125590046,7.624632,nan,-34.75980578245152,26,-34.75980578245152,-34.75980578245152,10,18.432293317842845,0.0,26,2414770.8,-5.7932980655737,10,-32678.377,-34.75980578245152,-13.328775,848000,-5.7932980655737,18.432293317842845
-52.54575773189074,0.0,0.0,0.0,-52.54575773189074,7.624632,nan,-29.985590180015095,27,-29.9855901800151,-29.9855901800151,10,14.812282113710125,0.0,27,3227044.2,-14.036092525551938,10,-33205.684,-29.985590180015095,-12.598845,872000,-14.036092525551938,14.812282113710125
-27.462820373895482,0.0,0.0,0.0,-27.462820373895482,7.624632,nan,-20.624690939253675,28,-20.624690939253675,-20.624690939253675,10,3.185107431574029,0.0,28,4025523.2,-18.002386830204422,10,-35972.793,-20.624690939253675,-15.266557,896000,-18.002386830204422,3.185107431574029
-26.08798090070268,0.0,0.0,0.0,-26.08798090070268,72.42255,nan,-21.57399123607597,29,-21.573991236075972,-21.573991236075972,10,4.1016063980010875,0.0,29,5073333.0,-13.935887919947765,10,-41546.246,-21.57399123607597,-15.456646,920000,-13.935887919947765,4.1016063980010875
-24.44884358559155,0.0,0.0,0.0,-24.44884358559155,163.29393,nan,-19.313622673673798,30,-19.313622673673795,-19.313622673673795,10,3.5966726710282746,0.0,30,6420503.5,-12.375583201284426,10,-49388.82,-19.313622673673798,-16.387747,944000,-12.375583201284426,3.5966726710282746
-37.89906842971757,0.0,0.0,0.0,-37.89906842971757,7.624632,nan,-29.8193845260101,31,-29.81938452601009,-29.81938452601009,10,5.733500326127194,0.0,31,7621034.5,-21.832315043347055,10,-56547.13,-29.8193845260101,-17.954424,968000,-21.832315043347055,5.733500326127194
-115.48752735059057,0.0,0.0,0.0,-115.48752735059057,7.624632,nan,-31.85432188634052,32,-31.854321886340518,-31.854321886340518,10,28.56280014305551,0.0,32,9777645.0,-10.488945647306403,10,-63437.297,-31.85432188634052,-18.65786,992000,-10.488945647306403,28.56280014305551
-87.88297741049733,0.0,0.0,0.0,-87.88297741049733,7.624632,nan,-42.193061700994384,33,-42.19306170099435,-42.19306170099435,10,16.790562720785015,0.0,33,12646310.0,-21.134458571319417,10,-74614.914,-42.193061700994384,-20.02964,1016000,-21.134458571319417,16.790562720785015
-97.90229555246243,0.0,0.0,0.0,-97.90229555246243,7.624632,nan,-40.9424787428322,34,-40.9424787428322,-40.9424787428322,10,34.63257613822589,0.0,34,12872544.0,-11.872648027308802,10,-92995.47,-40.9424787428322,-21.444853,1040000,-11.872648027308802,34.63257613822589
-101.25415262083347,0.0,0.0,0.0,-101.25415262083347,7.624632,nan,-29.476729714109712,35,-29.476729714109688,-29.476729714109688,10,29.245522545881744,0.0,35,10528959.0,17.051586337273257,10,-109737.25,-29.476729714109712,-20.342752,1064000,17.051586337273257,29.245522545881744
-42.81006940407113,0.0,0.0,0.0,-42.81006940407113,7.624632,nan,-31.483065022792893,36,-31.483065022792896,-31.483065022792896,10,7.7635230277024725,0.0,36,8475359.0,-20.832385447680057,10,-112784.29,-31.483065022792893,-18.164095,1088000,-20.832385447680057,7.7635230277024725
-45.158532019397725,0.0,0.0,0.0,-45.158532019397725,7.624632,nan,-30.13350164838326,37,-30.13350164838324,-30.13350164838324,10,10.05708353360644,0.0,37,6589923.5,-12.415310569163918,10,-108099.33,-30.13350164838326,-16.328339,1112000,-12.415310569163918,10.05708353360644
-46.57845772174569,0.0,0.0,0.0,-46.57845772174569,7.624632,nan,-37.540258732745144,38,-37.54025873274516,-37.54025873274516,10,6.440547886443898,0.0,38,4993377.0,-28.2584126183971,10,-96172.664,-37.540258732745144,-15.121375,1136000,-28.2584126183971,6.440547886443898
-48.1271212688144,0.0,0.0,0.0,-48.1271212688144,7.624632,nan,-40.83800393641691,39,-40.83800393641692,-40.83800393641692,10,7.582597756240354,0.0,39,3683551.8,-25.94469903913813,10,-81642.06,-40.83800393641691,-14.720478,1160000,-25.94469903913813,7.582597756240354
-43.177161852714114,0.0,0.0,0.0,-43.177161852714114,7.624632,nan,-37.29415953968156,40,-37.294159539681566,-37.294159539681566,10,3.505489615088715,0.0,40,2753546.8,-32.310789626953635,10,-69164.445,-37.29415953968156,-13.5921135,1184000,-32.310789626953635,3.505489615088715
-45.746922260630434,0.0,0.0,0.0,-45.746922260630434,7.624632,nan,-38.60174647211156,41,-38.60174647211155,-38.60174647211155,10,6.7929695250259865,0.0,41,2100920.5,-28.882764265201235,10,-59774.734,-38.60174647211156,-13.4815,1208000,-28.882764265201235,6.7929695250259865
-41.58410179240156,0.0,0.0,0.0,-41.58410179240156,7.624632,nan,-33.64518115979457,42,-33.645181159794575,-33.645181159794575,10,4.835266171023919,0.0,42,1759657.8,-27.690365960893747,10,-51938.49,-33.64518115979457,-14.073215,1232000,-27.690365960893747,4.835266171023919
-44.42757868584019,0.0,0.0,0.0,-44.42757868584019,7.624632,nan,-38.85795679799925,43,-38.85795679799923,-38.85795679799923,10,3.8732140066803464,0.0,43,1649677.2,-32.52630455117477,10,-45636.016,-38.85795679799925,-14.602706,1256000,-32.52630455117477,3.8732140066803464
-40.51504486616393,0.0,0.0,0.0,-40.51504486616393,7.624632,nan,-33.51186902003656,44,-33.51186902003657,-33.51186902003657,10,5.195677508003974,0.0,44,1642026.5,-27.46385904196056,10,-41797.297,-33.51186902003656,-14.366006,1280000,-27.46385904196056,5.195677508003974
-36.567572886331554,0.0,0.0,0.0,-36.567572886331554,7.624632,nan,-29.023685926887186,45,-29.023685926887186,-29.023685926887186,10,4.021946124369359,0.0,45,1625283.1,-23.85277860128256,10,-38095.57,-29.023685926887186,-13.424615,1304000,-23.85277860128256,4.021946124369359
-46.42949935296422,0.0,0.0,0.0,-46.42949935296422,7.624632,nan,-26.43549896021699,46,-26.43549896021699,-26.43549896021699,10,7.169540631140788,0.0,46,1587983.4,-20.092889302250782,10,-34262.184,-26.43549896021699,-12.737992,1328000,-20.092889302250782,7.169540631140788
-100.62820827848701,0.0,0.0,0.0,-100.62820827848701,7.624632,nan,-50.15543262528207,47,-50.15543262528205,-50.15543262528205,10,23.966735241206457,0.0,47,1691422.6,-16.287439721412106,10,-31507.236,-50.15543262528207,-12.3743105,1352000,-16.287439721412106,23.966735241206457
-57.54375747615666,0.0,0.0,0.0,-57.54375747615666,7.624632,nan,-38.01563643217747,48,-38.01563643217747,-38.01563643217747,10,19.11226529723174,0.0,48,1890911.9,-10.19387793841264,10,-29341.3,-38.01563643217747,-14.274202,1376000,-10.19387793841264,19.11226529723174
-118.42375155292719,0.0,0.0,0.0,-118.42375155292719,7.624632,nan,317.1253207625306,49,317.1253207625305,317.1253207625305,10,758.1954921866649,0.0,49,1974141.1,1914.529843862685,10,-27982.602,317.1253207625306,-14.427306,1400000,1914.529843862685,758.1954921866649
-51.35621803367121,0.0,0.0,0.0,-51.35621803367121,7.624632,nan,91.12316129154102,50,91.12316129154105,91.12316129154105,10,253.71616468181946,0.0,50,2226010.2,666.8502430109183,10,-26963.156,91.12316129154102,-14.102167,1424000,666.8502430109183,253.71616468181946
-61.73400441838483,0.1,0.0,0.1,-61.73400441838483,7.624632,nan,-26.310395187643746,51,-26.310395187643753,-26.310395187643753,10,73.25241639136831,0.0,51,2573418.5,190.41842230286096,10,-28148.58,-26.310395187643746,-14.8192425,1448000,190.41842230286096,73.25241639136831
-67.8448710012261,0.0,0.0,0.0,-67.8448710012261,7.624632,nan,-47.074448910691714,52,-47.07444891069171,-47.07444891069171,10,16.022331754489784,0.0,52,2894468.0,-16.993062297055832,10,-28780.549,-47.074448910691714,-14.949049,1472000,-16.993062297055832,16.022331754489784
-88.36183870053996,0.0,0.0,0.0,-88.36183870053996,7.624632,nan,138.2132278036666,53,138.21322780366663,138.21322780366663,10,560.8904487633788,0.0,53,3129176.2,1817.8736567098692,10,-29551.3,138.2132278036666,-14.773795,1496000,1817.8736567098692,560.8904487633788
-45.86326879058076,0.0,0.0,0.0,-45.86326879058076,7.624632,nan,-36.733897581305484,54,-36.7338975813055,-36.7338975813055,10,8.378666394961844,0.0,54,3420744.5,-21.374258122953755,10,-30249.99,-36.733897581305484,-15.122094,1520000,-21.374258122953755,8.378666394961844
-28.10389849394893,0.0,0.0,0.0,-28.10389849394893,7.624632,nan,-20.88346729957278,55,-20.88346729957278,-20.88346729957278,10,6.186305338529931,0.0,55,3727524.8,-8.320493582808309,10,-32069.691,-20.88346729957278,-15.968332,1544000,-8.320493582808309,6.186305338529931
-45.104205012252905,0.0,0.0,0.0,-45.104205012252905,7.624632,nan,-32.791937805781224,56,-32.79193780578123,-32.79193780578123,10,7.4529551282519435,0.0,56,4027771.0,-22.973734760307,10,-35090.12,-32.791937805781224,-16.484941,1568000,-22.973734760307,7.4529551282519435
-77.6597048570453,0.0,0.0,0.0,-77.6597048570453,7.624632,nan,-30.759486071816674,57,-30.75948607181669,-30.75948607181669,10,20.02276958336539,0.0,57,4074169.2,-4.287832880779014,10,-37503.105,-30.759486071816674,-16.67317,1592000,-4.287832880779014,20.02276958336539
-37.40144881934471,0.0,0.0,0.0,-37.40144881934471,7.6915684,nan,-21.520515775229484,58,-21.52051577522949,-21.52051577522949,10,9.480172393606582,0.0,58,4269845.0,-7.359791470162153,10,-40575.297,-21.520515775229484,-16.983992,1616000,-7.359791470162153,9.480172393606582
-52.82179662426791,0.0,0.0,0.0,-52.82179662426791,7.624676,nan,191.17789956913973,59,191.1778995691397,191.1778995691397,10,664.8334295128766,0.0,59,4416812.0,2185.2645615188203,10,-43706.145,191.17789956913973,-17.709225,1640000,2185.2645615188203,664.8334295128766
-48.657842048718756,0.0,0.0,0.0,-48.657842048718756,7.624632,nan,88.55551583761489,60,88.55551583761496,88.55551583761496,10,330.39893785783863,0.0,60,4291706.5,1078.2622102801479,10,-44970.688,88.55551583761489,-17.739973,1664000,1078.2622102801479,330.39893785783863
-52.19045881984997,0.0,0.0,0.0,-52.19045881984997,7.624632,nan,-37.137201119803066,61,-37.13720111980306,-37.13720111980306,10,12.969337100975396,0.0,61,4287161.0,-17.334197683311718,10,-44546.43,-37.137201119803066,-17.375565,1688000,-17.334197683311718,12.969337100975396
-51.129646947855726,0.0,0.0,0.0,-51.129646947855726,7.624632,nan,277.1570339432959,62,277.1570339432959,277.1570339432959,10,494.7813861989796,0.0,62,4250195.0,1078.9912150339321,10,-45075.824,277.1570339432959,-17.318743,1712000,1078.9912150339321,494.7813861989796
-56.58443903451006,0.0,0.0,0.0,-56.58443903451006,7.624632,nan,130.94254384727418,63,130.94254384727412,130.94254384727412,10,498.7883409240885,0.0,63,4291863.0,1626.786306353894,10,-45413.035,130.94254384727418,-16.922688,1736000,1626.786306353894,498.7883409240885
-54.32800544073683,0.0,0.0,0.0,-54.32800544073683,7.624632,nan,-13.030984959564014,64,-13.030984959564009,-13.030984959564009,10,17.10640574239097,0.0,64,4251183.5,16.60804580674054,10,-45627.945,-13.030984959564014,-16.826597,1760000,16.60804580674054,17.10640574239097
-35.07167572380741,0.0,0.0,0.0,-35.07167572380741,7.624632,nan,720.7607703687484,65,720.7607703687485,720.7607703687485,10,1676.8640249168088,0.0,65,3848930.0,5654.975948143367,10,-44634.51,720.7607703687484,-16.652985,1784000,5654.975948143367,1676.8640249168088
-34.992059377694574,0.0,0.0,0.0,-34.992059377694574,7.624632,nan,538.012979430851,66,538.012979430851,538.012979430851,10,686.0575099466029,0.0,66,3339614.0,2005.587141032437,10,-42547.797,538.012979430851,-16.31519,1808000,2005.587141032437,686.0575099466029
-50.880571929371825,0.0,0.0,0.0,-50.880571929371825,7.624632,nan,297.2535145333734,67,297.2535145333735,297.2535145333735,10,527.997881728146,0.0,67,2810581.2,1514.8162794656512,10,-39709.21,297.2535145333734,-16.424047,1832000,1514.8162794656512,527.997881728146
-57.51301449191208,0.0,0.0,0.0,-57.51301449191208,7.624632,nan,-18.495807894474638,68,-18.495807894474638,-18.495807894474638,10,16.668387310139796,0.0,68,2391713.0,1.1049679945630382,10,-36613.535,-18.495807894474638,-16.519138,1856000,1.1049679945630382,16.668387310139796
-40.25351803327168,0.0,0.0,0.0,-40.25351803327168,7.624632,nan,1008.3254037080955,69,1008.3254037080958,1008.3254037080958,10,2645.6867624610104,0.0,69,2116491.5,8862.658650548774,10,-33574.1,1008.3254037080955,-16.135464,1880000,8862.658650548774,2645.6867624610104
-30.042561986269146,0.0,0.0,0.0,-30.042561986269146,7.624632,nan,-9.476318203733708,70,-9.476318203733706,-9.476318203733706,10,11.29360898011736,0.0,70,1891235.4,5.408243115230799,10,-30668.012,-9.476318203733708,-15.498895,1904000,5.408243115230799,11.29360898011736
-86.01458982051876,0.0,0.0,0.0,-86.01458982051876,7.624632,nan,13.346253223864796,71,13.346253223864789,13.346253223864789,10,111.79245002329924,0.0,71,1909865.0,334.08744924256206,10,-28564.969,13.346253223864796,-15.1436205,1928000,334.08744924256206,111.79245002329924
-33.74156441601591,0.0,0.0,0.0,-33.74156441601591,7.624632,nan,-19.09249046970449,72,-19.09249046970449,-19.09249046970449,10,16.106333006889702,0.0,72,2136008.5,11.571067654517988,10,-26488.328,-19.09249046970449,-15.413017,1952000,11.571067654517988,16.106333006889702
-21.228521064141557,0.0,0.0,0.0,-21.228521064141557,7.624632,nan,83.764141489536,73,83.76414148953592,83.76414148953592,10,184.82478492713688,0.0,73,2328817.0,584.702754957476,10,-25642.496,83.764141489536,-15.811501,1976000,584.702754957476,184.82478492713688
-29.68670558475496,0.0,0.0,0.0,-29.68670558475496,7.624632,nan,3.3372233499390775,74,3.3372233499390704,3.3372233499390704,10,15.262126251497994,0.0,74,2805997.5,25.954480744615367,10,-25733.568,3.3372233499390775,-15.568559,2000000,25.954480744615367,15.262126251497994
-17.855689090090447,0.0,0.0,0.0,-17.855689090090447,7.624632,nan,-1.7188234367138442,75,-1.7188234367138377,-1.7188234367138377,10,14.66206363041662,0.0,75,3333844.0,28.891339913678856,10,-26806.398,-1.7188234367138442,-16.042856,2024000,28.891339913678856,14.66206363041662
-35.20255591471361,0.0,0.0,0.0,-35.20255591471361,7.624632,nan,-14.794215968718827,76,-14.794215968718827,-14.794215968718827,10,11.43259469732469,0.0,76,4821446.0,2.4586887675488573,10,-28868.424,-14.794215968718827,-16.619722,2048000,2.4586887675488573,11.43259469732469
-16.50443731130656,0.0,0.0,0.0,-16.50443731130656,7.624632,nan,357.62656311413934,77,357.626563114139,357.626563114139,10,854.9156970571546,0.0,77,7344558.0,2882.1149293277604,10,-31593.54,357.62656311413934,-17.173185,2072000,2882.1149293277604,854.9156970571546
-30.127676454628944,0.0,0.0,0.0,-30.127676454628944,7.624632,nan,-11.292755940667556,78,-11.292755940667554,-11.292755940667554,10,17.72466059977696,0.0,78,10275375.0,22.03873162269065,10,-36250.28,-11.292755940667556,-17.951145,2096000,22.03873162269065,17.72466059977696
-27.85919332334995,0.0,0.0,0.0,-27.85919332334995,7.624632,nan,-9.927771198870781,79,-9.927771198870781,-9.927771198870781,10,13.076960558990056,0.0,79,12420553.0,10.585724625165666,10,-42677.266,-9.927771198870781,-19.166235,2120000,10.585724625165666,13.076960558990056
-25.728208502156953,0.1,0.0,0.1,-25.728208502156953,7.624632,nan,233.8310258254976,80,233.83102582549753,233.83102582549753,10,609.5357658461738,0.0,80,13892144.0,2043.4201886866783,10,-50909.297,233.8310258254976,-20.335886,2144000,2043.4201886866783,609.5357658461738
-38.14158510674266,0.0,0.0,0.0,-38.14158510674266,7.624632,nan,592.8454953239374,81,592.8454953239373,592.8454953239373,10,1848.3483519423605,0.0,81,14963341.0,6137.832184470265,10,-59070.63,592.8454953239374,-20.625015,2168000,6137.832184470265,1848.3483519423605
-27.450125881836886,0.1,0.0,0.1,-27.450125881836886,7.624632,nan,4811.993627640635,82,4811.993627640634,4811.993627640634,10,9263.490603356378,0.0,82,16082452.0,26523.357436264458,10,-66779.01,4811.993627640635,-20.48568,2192000,26523.357436264458,9263.490603356378
-61.2229523951149,0.0,0.0,0.0,-61.2229523951149,7.624632,nan,2606.2028833088184,83,2606.202883308818,2606.202883308818,10,7738.280059629878,0.0,83,16356412.0,25818.305205640147,10,-71944.35,2606.2028833088184,-20.282494,2216000,25818.305205640147,7738.280059629878
-8.937480631798593,0.0,0.0,0.0,-8.937480631798593,7.624632,nan,6312.042622402215,84,6312.042622402213,6312.042622402213,10,12482.56094161885,0.0,84,14924818.0,31886.664506143876,10,-74700.945,6312.042622402215,-19.541058,2240000,31886.664506143876,12482.56094161885
-26.662371773723603,0.0,0.0,0.0,-26.662371773723603,7.624632,nan,7826.784839321934,85,7826.7848393219365,7826.7848393219365,10,12613.434517633728,0.0,85,13056357.0,34313.85422533302,10,-75736.03,7826.784839321934,-19.2402,2264000,34313.85422533302,12613.434517633728
-30.65924746020332,0.0,0.0,0.0,-30.65924746020332,7.624632,nan,366.06669127727923,86,366.0666912772791,366.0666912772791,10,1131.4878917905191,0.0,86,12259619.0,3760.2791682596285,10,-74497.27,366.06669127727923,-17.99599,2288000,3760.2791682596285,1131.4878917905191
-23.046819006314024,0.0,0.0,0.0,-23.046819006314024,7.624632,nan,11909.368421958712,87,11909.368421958712,11909.368421958712,10,9707.348906808646,0.0,87,13175183.0,21001.471293590224,10,-71342.516,11909.368421958712,-18.277527,2312000,21001.471293590224,9707.348906808646
-23.00573069091942,0.0,0.0,0.0,-23.00573069091942,7.624632,nan,8812.404958000261,88,8812.404958000261,8812.404958000261,10,8540.823145492303,0.0,88,13662066.0,18189.214425890965,10,-69355.97,8812.404958000261,-18.870209,2336000,18189.214425890965,8540.823145492303
-30.034157268064053,0.0,0.0,0.0,-30.034157268064053,7.624632,nan,3323.184224380149,89,3323.1842243801484,3323.1842243801484,10,9990.773221174375,0.0,89,13267328.0,33295.48211455378,10,-69233.2,3323.184224380149,-19.81723,2360000,33295.48211455378,9990.773221174375
-30.91448367989639,0.0,0.0,0.0,-30.91448367989639,7.624632,nan,5188.727210939376,90,5188.727210939375,5188.727210939375,10,8074.413223137939,0.0,90,13193757.0,20828.472023246293,10,-70137.086,5188.727210939376,-20.823387,2384000,20828.472023246293,8074.413223137939
-16.486205386457502,0.0,0.0,0.0,-16.486205386457502,7.624632,nan,7442.7637227273035,91,7442.763722727306,7442.763722727306,10,8925.792147626946,0.0,91,12715297.0,21113.017551410885,10,-70301.305,7442.7637227273035,-20.712187,2408000,21113.017551410885,8925.792147626946
-28.2126041425988,0.0,0.0,0.0,-28.2126041425988,7.624632,nan,-12.630025957502472,92,-12.630025957502477,-12.630025957502477,10,8.549684709985996,0.0,92,12404619.0,6.162602685870378,10,-70088.61,-12.630025957502472,-20.423939,2432000,6.162602685870378,8.549684709985996
