Average/StdReturn,shelf-place-v1/MaxReturn,GaussianMLPPolicy/dLoss,shelf-place-v1/AverageReturn,GaussianMLPPolicy/LossBefore,MetaTest/shelf-place-v1/MaxReturn,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,shelf-place-v1/NumEpisodes,MetaTest/shelf-place-v1/AverageReturn,MetaTest/shelf-place-v1/Iteration,MetaTest/Average/NumEpisodes,Average/Iteration,Average/MinReturn,MetaTest/shelf-place-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/Average/MaxReturn,shelf-place-v1/TerminationRate,MetaTest/shelf-place-v1/SuccessRate,MetaTest/Average/TerminationRate,shelf-place-v1/StdReturn,MetaTest/Average/SuccessRate,Average/TerminationRate,shelf-place-v1/AverageDiscountedReturn,MetaTest/shelf-place-v1/StdReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/Entropy,shelf-place-v1/SuccessRate,TotalEnvSteps,GaussianMLPPolicy/KLBefore,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,Iteration,shelf-place-v1/Iteration,Average/NumEpisodes,MetaTest/shelf-place-v1/TerminationRate,Average/SuccessRate,MetaTest/shelf-place-v1/NumEpisodes,Average/AverageReturn,shelf-place-v1/MinReturn,MetaTest/shelf-place-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn
18.845730067475174,-15.042978674474622,0.0007137370121199638,-63.151628376676584,0.0009185636299662292,-23.01651915105018,-15.042978674474622,-41.194370916799826,200,-41.19437091679983,0,10,0,-105.54262368019188,-41.194370916799826,0.009974251501262188,-23.01651915105018,0.0,0.0,0.0,18.845730067475174,0.0,0.0,-23.159393152036717,12.337899592052798,0.00020482661784626544,5.699997425079346,0.0,80000,0.0,-41.19437091679983,0,0,0,200,0.0,0.0,10,-63.151628376676584,-105.54262368019188,-62.24093997216829,-23.159393152036717,-62.24093997216829,12.337899592052798
14.886192909009592,-12.60881096082008,0.0008675647113705054,-45.043450359534816,0.00013500075147021562,,-12.60881096082008,,200,,,,1,-88.59453151545965,,0.009372866712510586,,0.0,,,14.886192909009592,,0.0,-17.193605260315334,,-0.0007325639599002898,5.704906940460205,0.0,160000,0.0,,,1,1,200,,0.0,,-45.043450359534816,-88.59453151545965,,-17.193605260315334,,
10.762305759596943,6.633398763737109,0.0012254398316144943,-37.24910440085483,-0.0013466218952089548,,6.633398763737109,,200,,,,2,-73.54610291256247,,0.009565934538841248,,0.0,,,10.762305759596943,,0.0,-15.22541788121449,,-0.002572061726823449,5.686600208282471,0.0,240000,0.0,,,2,2,200,,0.0,,-37.24910440085483,-73.54610291256247,,-15.22541788121449,,
5.78489583632542,-20.040002671785274,0.0010814020643010736,-31.62058500783412,-0.0012117334408685565,,-20.040002671785274,,200,,,,3,-55.65113564015867,,0.008507279679179192,,0.0,,,5.78489583632542,,0.0,-13.371715199599835,,-0.00229313550516963,5.670821666717529,0.0,320000,0.0,,,3,3,200,,0.0,,-31.62058500783412,-55.65113564015867,,-13.371715199599835,,
2.6551863365634993,-24.306877569899605,0.0007044717203825712,-29.42188640364052,0.0010836084838956594,,-24.306877569899605,,200,,,,4,-37.80409197164132,,0.007322450168430805,,0.0,,,2.6551863365634993,,0.0,-12.709606711458969,,0.0003791367635130882,5.689544677734375,0.0,400000,0.0,,,4,4,200,,0.0,,-29.42188640364052,-37.80409197164132,,-12.709606711458969,,
3.8271465719737896,-12.610448359142412,0.001553035108372569,-29.319622033970337,-0.0037818581331521273,,-12.610448359142412,,200,,,,5,-42.897422134527275,,0.008293540216982365,,0.0,,,3.8271465719737896,,0.0,-12.823620592622943,,-0.005334893241524696,5.6437249183654785,0.0,480000,0.0,,,5,5,200,,0.0,,-29.319622033970337,-42.897422134527275,,-12.823620592622943,,
3.4608831493199075,-0.08641301413375259,0.001780585735104978,-28.09829493046792,-0.0016898239264264703,,-0.08641301413375259,,200,,,,6,-38.93297824480128,,0.009164532646536827,,0.0,,,3.4608831493199075,,0.0,-12.26185396469959,,-0.0034704096615314484,5.622749328613281,0.0,560000,0.0,,,6,6,200,,0.0,,-28.09829493046792,-38.93297824480128,,-12.26185396469959,,
3.5036001726515225,-16.04461882914885,0.001917499117553234,-26.58927106237268,-0.0032738172449171543,,-16.04461882914885,,200,,,,7,-39.359171909976986,,0.007779533974826336,,0.0,,,3.5036001726515225,,0.0,-11.666300842501627,,-0.005191316362470388,5.595768928527832,0.0,640000,0.0,,,7,7,200,,0.0,,-26.58927106237268,-39.359171909976986,,-11.666300842501627,,
6.011772714538867,35.028968422925495,0.001199633305077441,-23.769926213331118,-0.00023411707661580294,,35.028968422925495,,200,,,,8,-34.12901889658261,,0.009596829302608967,,0.0,,,6.011772714538867,,0.0,-10.697655257950489,,-0.001433750381693244,5.595381736755371,0.0,720000,0.0,,,8,8,200,,0.0,,-23.769926213331118,-34.12901889658261,,-10.697655257950489,,
21.485125014662746,232.22362035752104,0.0019321143627166748,-15.130801188225139,-0.0019953111186623573,,232.22362035752104,,200,,,,9,-37.66137596779412,,0.006886033806949854,,0.0,,,21.485125014662746,,0.0,-8.10458486701109,,-0.003927425481379032,5.5812177658081055,0.0,800000,0.0,,,9,9,200,,0.0,,-15.130801188225139,-37.66137596779412,,-8.10458486701109,,
144.70101384738155,2028.3180968451627,0.0012699151411652565,0.32061744763350364,-0.0022337515838444233,74.56184878148058,2028.3180968451627,10.737951391322964,200,10.73795139132297,1,10,10,-67.13928568974357,10.737951391322964,0.006546400487422943,74.56184878148058,0.0,0.0,0.0,144.70101384738155,0.0,0.0,-3.5949411394350648,30.397157574525455,-0.00350366672500968,5.560694217681885,0.0,880000,0.0,10.73795139132297,1,10,10,200,0.0,0.0,10,0.32061744763350364,-67.13928568974357,-18.43665261809675,-3.5949411394350648,-18.43665261809675,30.397157574525455
52.69547898338598,544.1392406289294,0.0010419266327517107,3.7076543033625056,-0.00010789225052576512,,544.1392406289294,,200,,,,11,-30.411660785589508,,0.007015862502157688,,0.0,,,52.69547898338598,,0.0,-1.6672708653896102,,-0.0011498188832774758,5.560509204864502,0.0,960000,0.0,,,11,11,200,,0.0,,3.7076543033625056,-30.411660785589508,,-1.6672708653896102,,
112.9454870251012,997.317345020722,0.00039839744567871094,27.81221913857954,-0.000982280820608139,,997.317345020722,,200,,,,12,-25.90544951926699,,0.0067337616346776485,,0.0,,,112.9454870251012,,0.0,5.149949554926509,,-0.00138067826628685,5.52899694442749,0.0,1040000,0.0,,,12,12,200,,0.0,,27.81221913857954,-25.90544951926699,,5.149949554926509,,
355.5884431363074,3515.9071906814415,0.0002931024137069471,109.92092643510641,0.0004109047295060009,,3515.9071906814415,,200,,,,13,-36.97682594994692,,0.0072753699496388435,,0.0,,,355.5884431363074,,0.0,23.594585231783476,,0.00011780231579905376,5.553740978240967,0.0,1120000,0.0,,,13,13,200,,0.0,,109.92092643510641,-36.97682594994692,,23.594585231783476,,
302.65330943621086,2597.8647321643753,0.00020172868244117126,127.74873934607473,0.00012839585542678833,,2597.8647321643753,,200,,,,14,-64.97565216742396,,0.009766051545739174,,0.0,,,302.65330943621086,,0.0,33.381215582465444,,-7.333282701438293e-05,5.56764030456543,0.0,1200000,0.0,,,14,14,200,,0.0,,127.74873934607473,-64.97565216742396,,33.381215582465444,,
