pick-place-v1/Iteration,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,TotalEnvSteps,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLBefore,MetaTest/pick-place-v1/MinReturn,pick-place-v1/AverageDiscountedReturn,pick-place-v1/SuccessRate,Average/TerminationRate,Average/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,Average/MinReturn,pick-place-v1/MinReturn,MetaTest/pick-place-v1/StdReturn,MetaTest/pick-place-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/pick-place-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,pick-place-v1/TerminationRate,MetaTest/pick-place-v1/Iteration,Iteration,MetaTest/Average/MinReturn,pick-place-v1/StdReturn,Average/AverageDiscountedReturn,MetaTest/pick-place-v1/AverageReturn,pick-place-v1/MaxReturn,MetaTest/pick-place-v1/AverageDiscountedReturn,pick-place-v1/NumEpisodes,GaussianMLPPolicy/KLAfter,Average/Iteration,MetaTest/pick-place-v1/NumEpisodes,pick-place-v1/AverageReturn,Average/StdReturn,Average/SuccessRate,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/Entropy,MetaTest/Average/SuccessRate,Average/NumEpisodes,GaussianMLPPolicy/LossAfter,MetaTest/pick-place-v1/SuccessRate,Average/AverageReturn
10,1,11290.871062239441,880000,5.661269460688345e-05,0.0,-24.4110706132698,268.96216822910816,0.045,0.0,19546.734414856102,50,2209.261225156742,813.5365766887028,-51.794820242153435,-51.794820242153435,2209.261225156742,0.0,0.0,11290.871062239441,813.5365766887028,0.0,1,10,-24.4110706132698,2777.0436631803814,268.96216822910816,813.5365766887028,19546.734414856102,813.5365766887028,200,0.006439945660531521,10,50,851.6294716627933,2777.0436631803814,0.045,9.421717550139874e-05,5.7375969886779785,0.06,200,3.760448089451529e-05,0.06,851.6294716627933
11,,,960000,3.2122670745593496e-05,0.0,,656.0354459095295,0.025,0.0,60105.53687846496,,,,-49.40929030056304,-49.40929030056304,,,,,,0.0,,11,,8255.652992470843,656.0354459095295,,60105.53687846496,,200,0.00891530979424715,11,,2367.289802736838,8255.652992470843,0.025,4.676703247241676e-05,5.766090393066406,,200,1.4644361726823263e-05,,2367.289802736838
12,,,1040000,1.3250698430056218e-05,0.0,,555.7016152551803,0.035,0.0,73514.80351861677,,,,-52.07268171702189,-52.07268171702189,,,,,,0.0,,12,,7009.711708482307,555.7016152551803,,73514.80351861677,,200,0.005062890239059925,12,,1805.9428741298889,7009.711708482307,0.035,-1.0891843885474373e-05,5.755414962768555,,200,-2.414254231553059e-05,,1805.9428741298889
13,,,1120000,4.8897309170570225e-05,0.0,,360.2806279178666,0.03,0.0,43487.585005141445,,,,-14.443683433994403,-14.443683433994403,,,,,,0.0,,13,,5118.050913640416,360.2806279178666,,43487.585005141445,,200,0.008543800562620163,13,,1416.8059179794075,5118.050913640416,0.03,3.219344580429606e-05,5.772956371307373,,200,-1.6703863366274163e-05,,1416.8059179794075
14,,,1200000,3.828139597317204e-05,0.0,,494.2120489239855,0.02,0.0,85927.20125250462,,,,-26.431644672288293,-26.431644672288293,,,,,,0.0,,14,,7206.528027553935,494.2120489239855,,85927.20125250462,,200,0.009616685099899769,14,,1874.5455065183019,7206.528027553935,0.02,-7.074846507748589e-05,5.730338096618652,,200,-0.00010902986105065793,,1874.5455065183019
15,,,1280000,2.8003712941426784e-05,0.0,,388.8458010421181,0.035,0.0,44862.46160525205,,,,-43.32776118561133,-43.32776118561133,,,,,,0.0,,15,,4844.438919341575,388.8458010421181,,44862.46160525205,,200,0.0077828639186918736,15,,1524.1190902067558,4844.438919341575,0.035,-3.144089714623988e-05,5.708930969238281,,200,-5.944461008766666e-05,,1524.1190902067558
16,,,1360000,6.64389426674461e-06,0.0,,748.2366734353963,0.025,0.0,49071.47190791107,,,,-17.92130085317484,-17.92130085317484,,,,,,0.0,,16,,6967.733107457442,748.2366734353963,,49071.47190791107,,200,0.003444450441747904,16,,2515.9133697831153,6967.733107457442,0.025,-1.4822387129242998e-05,5.691821098327637,,200,-2.1466281395987608e-05,,2515.9133697831153
17,,,1440000,1.9428492464612646e-05,0.0,,582.7937504067992,0.005,0.0,53160.793006903776,,,,-52.5826395042114,-52.5826395042114,,,,,,0.0,,17,,5232.979535753124,582.7937504067992,,53160.793006903776,,200,0.006141830235719681,17,,1725.6556307472545,5232.979535753124,0.005,2.1143783669685945e-05,5.709327697753906,,200,1.7152912050732994e-06,,1725.6556307472545
18,,,1520000,1.4011086022946984e-05,0.0,,550.384027546296,0.05,0.0,35586.53146360479,,,,-58.24625073874593,-58.24625073874593,,,,,,0.0,,18,,4905.744600444491,550.384027546296,,35586.53146360479,,200,0.00670964177697897,18,,1885.3932036877331,4905.744600444491,0.05,8.54818063089624e-05,5.778717994689941,,200,7.147072028601542e-05,,1885.3932036877331
19,,,1600000,1.778821479092585e-05,0.0,,863.7468562281578,0.075,0.0,91837.5370862994,,,,-65.36790593688995,-65.36790593688995,,,,,,0.0,,19,,8851.1385285056,863.7468562281578,,91837.5370862994,,200,0.006428810302168131,19,,2672.924201527899,8851.1385285056,0.075,4.0810327845974825e-06,5.77751350402832,,200,-1.3707182006328367e-05,,2672.924201527899
20,2,76127.0034213604,1680000,1.591277396073565e-05,0.0,-13.175553846525041,557.7153609411469,0.05,0.0,28819.19261129429,50,13663.305588507072,5692.200017249106,-72.17867498840043,-72.17867498840043,13663.305588507072,0.0,0.0,76127.0034213604,5692.200017249104,0.0,2,20,-13.175553846525041,4377.585546964589,557.7153609411469,5692.200017249106,28819.19261129429,5692.200017249104,200,0.006565531250089407,20,50,1770.9517051356058,4377.585546964589,0.05,-6.922097963979468e-05,5.722212791442871,0.08,200,-8.513375360053033e-05,0.08,1770.9517051356058
21,,,1760000,2.1456544345710427e-05,0.0,,877.1783406735409,0.07,0.0,84058.47508370745,,,,-77.27688657921527,-77.27688657921527,,,,,,0.0,,21,,9533.355228787392,877.1783406735409,,84058.47508370745,,200,0.006895887199789286,21,,2941.0294515637597,9533.355228787392,0.07,-4.552777681965381e-05,5.685330867767334,,200,-6.698432116536424e-05,,2941.0294515637597
22,,,1840000,2.049537215498276e-05,0.0,,722.3260382366034,0.035,0.0,35599.66925598158,,,,-18.83118330613069,-18.83118330613069,,,,,,0.0,,22,,5484.217289631584,722.3260382366034,,35599.66925598158,,200,0.005633863620460033,22,,2284.221127779946,5484.217289631584,0.035,1.5255584912665654e-05,5.699528694152832,,200,-5.2397872423171066e-06,,2284.221127779946
23,,,1920000,1.703930138319265e-05,0.0,,688.9712522106582,0.035,0.0,69435.58405016431,,,,-21.705506985580843,-21.705506985580843,,,,,,0.0,,23,,6271.2484760938405,688.9712522106582,,69435.58405016431,,200,0.005887080915272236,23,,1853.3956725492276,6271.2484760938405,0.035,4.3223299144301564e-05,5.736363410949707,,200,2.6183997761108913e-05,,1853.3956725492276
24,,,2000000,8.584736860939302e-06,0.0,,781.4627856206487,0.07,0.0,101385.22195908919,,,,-43.06856162486577,-43.06856162486577,,,,,,0.0,,24,,9189.959293709197,781.4627856206487,,101385.22195908919,,200,0.004523405805230141,24,,2678.3853913748,9189.959293709197,0.07,3.247623681090772e-05,5.77001953125,,200,2.389149994996842e-05,,2678.3853913748
25,,,2080000,9.892793514154619e-06,0.0,,653.4340105879902,0.045,0.0,49342.26296424742,,,,-73.75981376351125,-73.75981376351125,,,,,,0.0,,25,,7022.715087773187,653.4340105879902,,49342.26296424742,,200,0.004484678152948618,25,,2404.2335788147925,7022.715087773187,0.045,2.479596787452465e-06,5.76352596282959,,200,-7.413196726702154e-06,,2404.2335788147925
26,,,2160000,5.24547285749577e-05,0.0,,420.7861134464983,0.04,0.0,24286.309905560087,,,,-74.26611276928413,-74.26611276928413,,,,,,0.0,,26,,3431.260447254159,420.7861134464983,,24286.309905560087,,200,0.008284124545753002,26,,1235.457366433808,3431.260447254159,0.04,-7.833792915334925e-05,5.720150947570801,,200,-0.00013079265772830695,,1235.457366433808
27,,,2240000,3.6195187021803576e-05,0.0,,616.8405853109427,0.03,0.0,100519.15122744828,,,,-78.0925463463397,-78.0925463463397,,,,,,0.0,,27,,9071.20797511968,616.8405853109427,,100519.15122744828,,200,0.007571632973849773,27,,2166.3904047968917,9071.20797511968,0.03,4.484360761125572e-05,5.749050617218018,,200,8.648420589452144e-06,,2166.3904047968917
28,,,2320000,3.119543862339924e-06,0.0,,848.9466792882699,0.06,0.0,131045.02744501391,,,,-67.52169568097106,-67.52169568097106,,,,,,0.0,,28,,10692.115588794237,848.9466792882699,,131045.02744501391,,200,0.0023472097236663103,28,,2657.6707275058707,10692.115588794237,0.06,4.59189777757274e-06,5.751574516296387,,200,1.4723539152328158e-06,,2657.6707275058707
29,,,2400000,9.452309313928708e-06,0.0,,961.1637701249912,0.05,0.0,53888.295559714155,,,,-76.24557919985192,-76.24557919985192,,,,,,0.0,,29,,8280.557449396189,961.1637701249912,,53888.295559714155,,200,0.005003334954380989,29,,3002.5558235557937,8280.557449396189,0.05,-4.0956329030450433e-05,5.709472179412842,,200,-5.040863834437914e-05,,3002.5558235557937
30,3,38210.65361591758,2480000,3.047602149308659e-05,0.0,-69.3063936863515,1042.323936690753,0.055,0.0,86278.54983876026,50,6479.437857581765,2360.4184100345296,-52.64487861328886,-52.64487861328886,6479.437857581765,0.0,0.0,38210.65361591758,2360.4184100345306,0.0,3,30,-69.3063936863515,10049.73505592255,1042.323936690753,2360.4184100345296,86278.54983876026,2360.4184100345306,200,0.008207954466342926,30,50,2604.3063033270723,10049.73505592255,0.055,-5.992459409753792e-05,5.6678876876831055,0.04,200,-9.040061559062451e-05,0.04,2604.3063033270723
31,,,2560000,1.3052831491222605e-06,0.0,,1436.4627933420002,0.035,0.0,104118.85459234173,,,,-80.68090108028375,-80.68090108028375,,,,,,0.0,,31,,10545.0260191082,1436.4627933420002,,104118.85459234173,,200,0.0009221553918905556,31,,3933.6916964522343,10545.0260191082,0.035,2.3334514480666257e-05,5.698675632476807,,200,2.2029231331543997e-05,,3933.6916964522343
32,,,2640000,1.6058807158714217e-05,0.0,,1373.3859450700938,0.055,0.0,143548.42836166816,,,,-80.42175999063902,-80.42175999063902,,,,,,0.0,,32,,14085.408666686342,1373.3859450700938,,143548.42836166816,,200,0.0063881641253829,32,,4064.7813016075697,14085.408666686342,0.055,1.6029222024371848e-05,5.7038750648498535,,200,-2.95851343423692e-08,,4064.7813016075697
33,,,2720000,8.13639780972153e-06,0.0,,1600.1231663391686,0.06,0.0,146424.8770419464,,,,-94.20043559723386,-94.20043559723386,,,,,,0.0,,33,,18421.56344280745,1600.1231663391686,,146424.8770419464,,200,0.004277800675481558,33,,4968.026897160073,18421.56344280745,0.06,4.3298488890286535e-05,5.748781681060791,,200,3.5162091080565006e-05,,4968.026897160073
34,,,2800000,6.5125295805046335e-06,0.0,,1249.6308602603574,0.03,0.0,65079.080750214875,,,,-83.75158694705661,-83.75158694705661,,,,,,0.0,,34,,8789.674313772926,1249.6308602603574,,65079.080750214875,,200,0.004055971745401621,34,,3410.2522863659588,8789.674313772926,0.03,3.0117545975372195e-05,5.780211925506592,,200,2.3605016394867562e-05,,3410.2522863659588
35,,,2880000,1.3791865058010444e-05,0.0,,1368.361465339631,0.115,0.0,103482.90270589877,,,,-58.12496323855662,-58.12496323855662,,,,,,0.0,,35,,11973.911060716797,1368.361465339631,,103482.90270589877,,200,0.004879634361714125,35,,4070.594210367513,11973.911060716797,0.115,-1.0995232514687814e-05,5.772872447967529,,200,-2.4787097572698258e-05,,4070.594210367513
36,,,2960000,1.043163865688257e-05,0.0,,888.0637651819925,0.015,0.0,56854.193773898674,,,,-87.6131139173872,-87.6131139173872,,,,,,0.0,,36,,6866.861285563708,888.0637651819925,,56854.193773898674,,200,0.00499507924541831,36,,2474.99656477911,6866.861285563708,0.015,3.163484871038236e-05,5.803121566772461,,200,2.1203210053499788e-05,,2474.99656477911
37,,,3040000,2.5210400053765625e-05,0.0,,539.9310724432252,0.05,0.0,19993.71216636521,,,,-85.87237152484306,-85.87237152484306,,,,,,0.0,,37,,3919.9344228340524,539.9310724432252,,19993.71216636521,,200,0.007107003591954708,37,,1443.9274255273642,3919.9344228340524,0.05,-6.978790042921901e-05,5.7511067390441895,,200,-9.499830048298463e-05,,1443.9274255273642
38,,,3120000,5.3661997299059294e-05,0.0,,1019.8158906786563,0.09,0.0,174307.05918524993,,,,-76.3647024728353,-76.3647024728353,,,,,,0.0,,38,,14386.167107564348,1019.8158906786563,,174307.05918524993,,200,0.007639261893928051,38,,3089.465527682694,14386.167107564348,0.09,-1.630083170311991e-05,5.7454962730407715,,200,-6.99628290021792e-05,,3089.465527682694
39,,,3200000,1.541464007459581e-05,0.0,,644.3079797849547,0.03,0.0,60661.34652863688,,,,-83.39498935577697,-83.39498935577697,,,,,,0.0,,39,,6616.713107293454,644.3079797849547,,60661.34652863688,,200,0.005951680708676577,39,,1959.2681668200153,6616.713107293454,0.03,-3.606475729611702e-05,5.714300632476807,,200,-5.147939737071283e-05,,1959.2681668200153
40,4,101309.24085830527,3280000,5.284166218189057e-05,0.0,-108.34362177614015,839.3087868718253,0.055,0.0,103808.11590052066,50,15476.048825830307,4492.8215872243545,-83.4584940168649,-83.4584940168649,15476.048825830307,0.0,0.0,101309.24085830527,4492.821587224355,0.0,4,40,-108.34362177614015,9587.584601559432,839.3087868718253,4492.8215872243545,103808.11590052066,4492.821587224355,200,0.007910998538136482,40,50,2524.649564654278,9587.584601559432,0.055,7.373467815341428e-05,5.7576165199279785,0.1,200,2.089301597152371e-05,0.1,2524.649564654278
41,,,3360000,3.986201227235142e-05,0.0,,1113.5750995322746,0.045,0.0,81625.09953610833,,,,-97.21802460729609,-97.21802460729609,,,,,,0.0,,41,,11516.416652238777,1113.5750995322746,,81625.09953610833,,200,0.00722541194409132,41,,3097.400352223009,11516.416652238777,0.045,-8.874520062818192e-06,5.757840633392334,,200,-4.873653233516961e-05,,3097.400352223009
42,,,3440000,5.755311576649547e-06,0.0,,1068.2831916806035,0.05,0.0,67274.5088666715,,,,-76.96739201942648,-76.96739201942648,,,,,,0.0,,42,,9423.48174250273,1068.2831916806035,,67274.5088666715,,200,0.0030438662506639957,42,,3073.773368926012,9423.48174250273,0.05,-2.8067966923117638e-05,5.725806713104248,,200,-3.3823278499767184e-05,,3073.773368926012
43,,,3520000,2.5774472305784002e-05,0.0,,1068.5162213306496,0.05,0.0,91936.31235696668,,,,-83.6252022013035,-83.6252022013035,,,,,,0.0,,43,,10266.097580872234,1068.5162213306496,,91936.31235696668,,200,0.006953527219593525,43,,3277.865205549799,10266.097580872234,0.05,-2.1541771275224164e-05,5.710662841796875,,200,-4.7316243581008166e-05,,3277.865205549799
44,,,3600000,9.05128035810776e-06,0.0,,1695.5595418409514,0.115,0.0,86844.04378604227,,,,-71.3829953567037,-71.3829953567037,,,,,,0.0,,44,,13654.614612155252,1695.5595418409514,,86844.04378604227,,200,0.004652888514101505,44,,4848.4618423635975,13654.614612155252,0.115,-1.5441479263245128e-05,5.694516181945801,,200,-2.449275962135289e-05,,4848.4618423635975
45,,,3680000,1.2968810551683418e-05,0.0,,1148.0711774633469,0.03,0.0,51207.326453377245,,,,-91.18771202798753,-91.18771202798753,,,,,,0.0,,45,,8112.627924210798,1148.0711774633469,,51207.326453377245,,200,0.003193644108250737,45,,3256.774780944261,8112.627924210798,0.03,3.1096737075131387e-05,5.730552673339844,,200,1.8127926523447968e-05,,3256.774780944261
46,,,3760000,2.7512003725860268e-05,0.0,,1207.9898873895875,0.035,0.0,73371.23295924794,,,,-79.62177360912823,-79.62177360912823,,,,,,0.0,,46,,9133.171163544861,1207.9898873895875,,73371.23295924794,,200,0.0077753821387887,46,,3363.8171787667693,9133.171163544861,0.035,-8.906509901862592e-05,5.6699442863464355,,200,-0.00011657710274448618,,3363.8171787667693
47,,,3840000,7.825333796063205e-06,0.0,,1584.9553711573606,0.055,0.0,113121.11093387062,,,,-85.59463742933144,-85.59463742933144,,,,,,0.0,,47,,12347.874196222263,1584.9553711573606,,113121.11093387062,,200,0.004105543252080679,47,,4713.91880820454,12347.874196222263,0.055,5.474736099131405e-06,5.67252254486084,,200,-2.3505976969318e-06,,4713.91880820454
48,,,3920000,7.254629963426851e-08,0.0,,1776.366851263405,0.06,0.0,64245.757533452386,,,,-91.16961560388143,-91.16961560388143,,,,,,0.0,,48,,11041.923327386734,1776.366851263405,,64245.757533452386,,200,5.1163602620363235e-05,48,,4958.627145215281,11041.923327386734,0.06,-3.7128393159946427e-06,5.665514945983887,,200,-3.785385615628911e-06,,4958.627145215281
49,,,4000000,4.151403118157759e-06,0.0,,1388.0277811356777,0.07,0.0,100446.43721032493,,,,-167.57342190617157,-167.57342190617157,,,,,,0.0,,49,,12894.724066230337,1388.0277811356777,,100446.43721032493,,200,0.0024654988665133715,49,,4507.061935017968,12894.724066230337,0.07,2.9853243177058175e-05,5.701706409454346,,200,2.5701840058900416e-05,,4507.061935017968
50,5,34509.28826424859,4080000,2.5055760488612577e-07,0.0,-78.58992326625781,1246.0299193851854,0.05,0.0,87811.22819369718,50,7019.033249670719,3470.8108203072084,-91.13193492410466,-91.13193492410466,7019.033249670719,0.0,0.0,34509.28826424859,3470.810820307209,0.0,5,50,-78.58992326625781,10218.171171407677,1246.0299193851854,3470.8108203072084,87811.22819369718,3470.810820307209,200,0.00017506678705103695,50,50,3768.0806104671624,10218.171171407677,0.05,-1.0987118002958596e-05,5.68621826171875,0.08,200,-1.1237675607844722e-05,0.08,3768.0806104671624
51,,,4160000,9.795980986382347e-07,0.0,,1303.469415447892,0.045,0.0,53525.09614169365,,,,-93.41720862770369,-93.41720862770369,,,,,,0.0,,51,,8414.77877154482,1303.469415447892,,53525.09614169365,,200,0.0006700035301037133,51,,3514.357521700056,8414.77877154482,0.045,-4.6191394176275935e-06,5.680025577545166,,200,-5.598737516265828e-06,,3514.357521700056
52,,,4240000,5.878108822798822e-06,0.0,,1751.1084389555426,0.075,0.0,131601.75683457102,,,,-83.80338498905105,-83.80338498905105,,,,,,0.0,,52,,15798.635548974291,1751.1084389555426,,131601.75683457102,,200,0.0034007716458290815,52,,5763.6921662013265,15798.635548974291,0.075,-7.891821041994262e-06,5.6709303855896,,200,-1.3769929864793085e-05,,5763.6921662013265
53,,,4320000,3.131412995571736e-07,0.0,,2673.5725477487968,0.075,0.0,124484.48490567564,,,,-91.76711310934412,-91.76711310934412,,,,,,0.0,,53,,18071.321134637128,2673.5725477487968,,124484.48490567564,,200,0.00021229400590527803,53,,7408.5462301047055,18071.321134637128,0.075,-2.103150336552062e-06,5.672881603240967,,200,-2.4162916361092357e-06,,7408.5462301047055
54,,,4400000,2.9377912142081186e-05,0.0,,1641.896897038726,0.045,0.0,80762.07554176218,,,,-83.01669324332201,-83.01669324332201,,,,,,0.0,,54,,12138.985416369682,1641.896897038726,,80762.07554176218,,200,0.006322966422885656,54,,4462.231110671441,12138.985416369682,0.045,-1.5458477719221264e-05,5.6603217124938965,,200,-4.483638986130245e-05,,4462.231110671441
55,,,4480000,2.6712296858022455e-05,0.0,,1027.4164870053846,0.02,0.0,135709.4420153905,,,,-101.43200229815419,-101.43200229815419,,,,,,0.0,,55,,10885.290421478949,1027.4164870053846,,135709.4420153905,,200,0.0070169297978281975,55,,3007.0033655262446,10885.290421478949,0.02,7.439092769345734e-06,5.654592990875244,,200,-1.927320408867672e-05,,3007.0033655262446
56,,,4560000,1.1346544312118567e-05,0.0,,1658.3029130933894,0.07,0.0,106912.45758171676,,,,-93.45538508052638,-93.45538508052638,,,,,,0.0,,56,,12350.54991514462,1658.3029130933894,,106912.45758171676,,200,0.0046190982684493065,56,,4454.511856297698,12350.54991514462,0.07,1.1673939297907054e-05,5.666277885437012,,200,3.2739498578848725e-07,,4454.511856297698
57,,,4640000,5.857599489900167e-06,0.0,,2158.9034777216016,0.08,0.0,109422.71638177153,,,,-71.39395442106682,-71.39395442106682,,,,,,0.0,,57,,15255.29283423452,2158.9034777216016,,109422.71638177153,,200,0.0031798421405255795,57,,6522.523703146614,15255.29283423452,0.08,-2.25512781071302e-06,5.665627479553223,,200,-8.112727300613187e-06,,6522.523703146614
58,,,4720000,4.867419249876548e-07,0.0,,1180.771758036658,0.09,0.0,79962.99760551326,,,,-65.35373929404672,-65.35373929404672,,,,,,0.0,,58,,9342.41875689997,1180.771758036658,,79962.99760551326,,200,0.00032182096038013697,58,,3531.0750565253825,9342.41875689997,0.09,7.980414125086099e-07,5.6678972244262695,,200,3.1129948752095515e-07,,3531.0750565253825
59,,,4800000,1.344724864793534e-06,0.0,,1934.2215754710505,0.05,0.0,95683.9405207358,,,,-85.15586386372719,-85.15586386372719,,,,,,0.0,,59,,14064.738799647577,1934.2215754710505,,95683.9405207358,,200,0.0008749038679525256,59,,5791.115163895087,14064.738799647577,0.05,-1.1764806231440161e-06,5.669736862182617,,200,-2.52120548793755e-06,,5791.115163895087
60,6,114259.41866640876,4880000,6.5119365899590775e-06,0.0,-44.84462984109549,2113.009753071639,0.045,0.0,99780.13697983146,50,18111.29735206937,7123.150694257627,-90.46922368250253,-90.46922368250253,18111.29735206937,0.0,0.0,114259.41866640876,7123.150694257626,0.0,6,60,-44.84462984109549,12523.458026920978,2113.009753071639,7123.150694257627,99780.13697983146,7123.150694257626,200,0.0033522569574415684,60,50,5764.038308549989,12523.458026920978,0.045,-1.754979712131899e-05,5.649672508239746,0.06,200,-2.4061733711278066e-05,0.06,5764.038308549989
61,,,4960000,2.190893155784579e-07,0.0,,1876.4867562023335,0.065,0.0,72575.5864287045,,,,-83.1124997883445,-83.1124997883445,,,,,,0.0,,61,,12891.897247091283,1876.4867562023335,,72575.5864287045,,200,0.0001404250942869112,61,,5767.96307295104,12891.897247091283,0.065,1.7933494973476627e-06,5.654452323913574,,200,1.5742601817692048e-06,,5767.96307295104
62,,,5040000,4.42298551206477e-06,0.0,,2028.2455047390386,0.09,0.0,113677.14531394436,,,,-83.8047189432615,-83.8047189432615,,,,,,0.0,,62,,15347.221400836104,2028.2455047390386,,113677.14531394436,,200,0.0024615272413939238,62,,5515.204080667005,15347.221400836104,0.09,4.53325264970772e-05,5.709884166717529,,200,4.090954098501243e-05,,5515.204080667005
