Average/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/push-v1/SuccessRate,push-v1/NumEpisodes,GaussianMLPPolicy/dLoss,MetaTest/Average/Iteration,push-v1/Iteration,MetaTest/push-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/StdReturn,Average/TerminationRate,MetaTest/push-v1/MinReturn,MetaTest/Average/NumEpisodes,push-v1/AverageReturn,Average/AverageDiscountedReturn,Average/MinReturn,Average/NumEpisodes,MetaTest/Average/TerminationRate,GaussianMLPPolicy/LossAfter,push-v1/MinReturn,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/SuccessRate,push-v1/MaxReturn,MetaTest/push-v1/MaxReturn,push-v1/StdReturn,Average/StdReturn,push-v1/TerminationRate,Average/AverageReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/Entropy,MetaTest/push-v1/AverageDiscountedReturn,push-v1/SuccessRate,Average/MaxReturn,Iteration,Average/Iteration,MetaTest/Average/MinReturn,MetaTest/push-v1/AverageReturn,push-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn
0.09,0.0,50,42166.67129381233,0.06,200,6.948539521545172e-08,1,10,1,6310.349927800002,4.901632928522304e-05,0.0,9921.06130926472,0.0,-17.18593342142217,50,7430.233973963335,2061.5261345849103,-82.00320256454744,200,0.0,2.0367690467537614e-06,-82.00320256454744,9921.06130926472,880000,0.06,94662.27071242037,42166.67129381233,12145.374292456227,12145.374292456227,0.0,7430.233973963335,2.106254441969213e-06,5.838772773742676,6310.349927800002,0.09,94662.27071242037,10,10,-17.18593342142217,6310.349927800004,2061.5261345849103,6310.349927800004
0.07,0.0,,,,200,1.2594091458595358e-07,,11,,,8.837987843435258e-05,,,0.0,,,5713.305992923092,1568.6990739864839,-29.74757490330407,200,,-7.0701739787182305e-06,-29.74757490330407,,960000,,50811.23079029115,,9763.587560176542,9763.587560176542,0.0,5713.305992923092,-6.944233064132277e-06,5.827291011810303,,0.07,50811.23079029115,11,11,,,1568.6990739864839,
0.055,0.0,,,,200,7.756172237805004e-08,,12,,,5.472072371048853e-05,,,0.0,,,5636.172131146505,1549.825711904192,-30.60249227130544,200,,-2.542658990023483e-07,-30.60249227130544,,1040000,,78978.46657318,,10519.488827900219,10519.488827900219,0.0,5636.172131146505,-1.7670417662429827e-07,5.827016353607178,,0.055,78978.46657318,12,12,,,1549.825711904192,
0.11,0.0,,,,200,1.4027773431735113e-07,,13,,,9.862177830655128e-05,,,0.0,,,6711.417371250156,1824.2685714809145,-24.66400816965226,200,,-1.2808612154913135e-05,-24.66400816965226,,1120000,,83127.27407297694,,11855.063043652552,11855.063043652552,0.0,6711.417371250156,-1.2668334420595784e-05,5.809333801269531,,0.11,83127.27407297694,13,13,,,1824.2685714809145,
0.1,0.0,,,,200,9.548984962748364e-07,,14,,,0.0005598191637545824,,,0.0,,,6045.991040521648,1768.9058374871245,-33.94616945931272,200,,-1.0279605703544803e-05,-33.94616945931272,,1200000,,148431.61456411923,,13688.57584157992,13688.57584157992,0.0,6045.991040521648,-9.324707207269967e-06,5.796825885772705,,0.1,148431.61456411923,14,14,,,1768.9058374871245,
0.09,0.0,,,,200,3.746674337889999e-06,,15,,,0.0018225029343739152,,,0.0,,,6982.336292626203,1911.9193448325502,-20.453425280344273,200,,-2.2966856704442762e-05,-20.453425280344273,,1280000,,98837.90617991285,,14154.709931061045,14154.709931061045,0.0,6982.336292626203,-1.9220182366552763e-05,5.772750377655029,,0.09,98837.90617991285,15,15,,,1911.9193448325502,
0.055,0.0,,,,200,1.059038368111942e-08,,16,,,7.494740657421062e-06,,,0.0,,,6831.686751552945,1939.19197334766,-27.256858593107605,200,,-1.5832140434213215e-06,-27.256858593107605,,1360000,,96048.39613380792,,12430.60354730428,12430.60354730428,0.0,6831.686751552945,-1.5726236597402021e-06,5.771256923675537,,0.055,96048.39613380792,16,16,,,1939.19197334766,
0.06,0.0,,,,200,1.0484154699952342e-07,,17,,,7.382294279523194e-05,,,0.0,,,6180.246574589651,1725.9721698760854,-47.65244244316075,200,,-4.249723588145571e-06,-47.65244244316075,,1440000,,74289.6578860351,,11123.480036756497,11123.480036756497,0.0,6180.246574589651,-4.144882041146047e-06,5.766099452972412,,0.06,74289.6578860351,17,17,,,1725.9721698760854,
0.055,0.0,,,,200,3.292834449553084e-08,,18,,,2.319060695299413e-05,,,0.0,,,5797.162452053507,1668.091828311943,-23.160119758079365,200,,-8.411909391270456e-08,-23.160119758079365,,1520000,,66381.2046987864,,10215.006929305588,10215.006929305588,0.0,5797.162452053507,-5.119074941717372e-08,5.766031742095947,,0.055,66381.2046987864,18,18,,,1668.091828311943,
0.1,0.0,,,,200,8.496772352373227e-08,,19,,,5.998432607157156e-05,,,0.0,,,10287.475415836105,2775.599372358668,-40.064152554885766,200,,9.188867807097267e-06,-40.064152554885766,,1600000,,126328.65698810031,,21057.815558685274,21057.815558685274,0.0,10287.475415836105,9.273835530621e-06,5.779578685760498,,0.1,126328.65698810031,19,19,,,2775.599372358668,
0.105,0.0,50,94128.22479856687,0.08,200,4.3698037188732997e-08,2,20,2,7872.831536835617,3.08875969494693e-05,0.0,18517.594518777765,0.0,-45.68942861940516,50,9779.971175448809,2678.678687876159,-61.179115084934104,200,0.0,-2.1406012820079923e-06,-61.179115084934104,18517.594518777765,1680000,0.08,125798.26455262327,94128.22479856687,19810.16443920173,19810.16443920173,0.0,9779.971175448809,-2.0969032448192593e-06,5.777483940124512,7872.831536835617,0.105,125798.26455262327,20,20,-45.68942861940516,7872.831536835615,2678.678687876159,7872.831536835615
0.07,0.0,,,,200,2.7323858375893906e-07,,21,,,0.00019091033027507365,,,0.0,,,4414.811039817462,1368.1302132036078,-22.65766435805057,200,,7.107099918357562e-06,-22.65766435805057,,1760000,,59930.912474022385,,8652.075204138475,8652.075204138475,0.0,4414.811039817462,7.380338502116501e-06,5.788225173950195,,0.07,59930.912474022385,21,21,,,1368.1302132036078,
0.085,0.0,,,,200,6.719403700117255e-09,,22,,,4.751982032757951e-06,,,0.0,,,8570.40081804825,2398.140169440995,-37.67069827370374,200,,-7.562718451481487e-07,-37.67069827370374,,1840000,,103274.39972858051,,15290.05314574794,15290.05314574794,0.0,8570.40081804825,-7.495524414480315e-07,5.7880024909973145,,0.085,103274.39972858051,22,22,,,2398.140169440995,
0.11,0.0,,,,200,7.4663148552645e-08,,23,,,5.271757981972769e-05,,,0.0,,,9112.832776132003,2613.0388746374883,-27.55888452563086,200,,8.475371032545809e-06,-27.55888452563086,,1920000,,102970.14163787283,,17081.72247330791,17081.72247330791,0.0,9112.832776132003,8.550034181098454e-06,5.799234867095947,,0.11,102970.14163787283,23,23,,,2613.0388746374883,
0.08,0.0,,,,200,1.3063299775240012e-08,,24,,,9.245712135452777e-06,,,0.0,,,7823.519610090696,2158.063618650286,-19.586707615113447,200,,-2.6321240511606447e-06,-19.586707615113447,,2000000,,133780.3793873286,,15408.596982946387,15408.596982946387,0.0,7823.519610090696,-2.6190607513854047e-06,5.798247337341309,,0.08,133780.3793873286,24,24,,,2158.063618650286,
0.095,0.0,,,,200,2.1285330831233296e-08,,25,,,1.5051405171107035e-05,,,0.0,,,9727.768875844857,2617.0874949041504,-61.1596732861538,200,,2.9650988153662183e-07,-61.1596732861538,,2080000,,109239.35291564016,,19897.705448172703,19897.705448172703,0.0,9727.768875844857,3.1779521236785513e-07,5.79833984375,,0.095,109239.35291564016,25,25,,,2617.0874949041504,
0.095,0.0,,,,200,1.7437923816032708e-07,,26,,,0.00012172894639661536,,,0.0,,,8531.416898184043,2529.794894956335,-44.23498618179004,200,,3.878419192915317e-06,-44.23498618179004,,2160000,,135735.07175037163,,17682.161720120366,17682.161720120366,0.0,8531.416898184043,4.052798431075644e-06,5.805740833282471,,0.095,135735.07175037163,26,26,,,2529.794894956335,
0.09,0.0,,,,200,4.847998980039847e-08,,27,,,3.431813092902303e-05,,,0.0,,,8585.146435897072,2226.6738061818482,-22.296896979962263,200,,6.317877705441788e-07,-22.296896979962263,,2240000,,144374.59974088534,,16940.256035562383,16940.256035562383,0.0,8585.146435897072,6.802677603445773e-07,5.806784629821777,,0.09,144374.59974088534,27,27,,,2226.6738061818482,
0.055,0.0,,,,200,2.672240952961147e-06,,28,,,0.00160101184155792,,,0.0,,,6339.639143283804,1968.5692856927258,-28.22410463511868,200,,-1.93626583495643e-05,-28.22410463511868,,2320000,,82498.09991303847,,11731.411136406337,11731.411136406337,0.0,6339.639143283804,-1.6690417396603152e-05,5.785008907318115,,0.055,82498.09991303847,28,28,,,1968.5692856927258,
0.105,0.0,,,,200,1.228900146088563e-07,,29,,,8.658117440063506e-05,,,0.0,,,9066.503081162487,2500.3987191488727,-42.10720793735342,200,,-4.8527617764193565e-06,-42.10720793735342,,2400000,,91758.48663074036,,16013.6001938815,16013.6001938815,0.0,9066.503081162487,-4.7298717618105e-06,5.780121326446533,,0.105,91758.48663074036,29,29,,,2500.3987191488727,
0.135,0.0,50,45327.40413652679,0.04,200,3.908144208253361e-08,3,30,3,6989.350219387581,2.762820804491639e-05,0.0,9760.335606747874,0.0,-40.20333238628203,50,11357.980577696739,3066.633788725255,-60.86509893048001,200,0.0,-3.0766186682740226e-06,-60.86509893048001,9760.335606747874,2480000,0.04,157654.3984090502,45327.40413652679,20836.648736170355,20836.648736170355,0.0,11357.980577696739,-3.037537226191489e-06,5.776984691619873,6989.350219387581,0.135,157654.3984090502,30,30,-40.20333238628203,6989.350219387583,3066.633788725255,6989.350219387583
0.1,0.0,,,,200,2.729973402892938e-08,,31,,,1.930949292727746e-05,,,0.0,,,9261.881554130421,2667.8615985899987,-20.40921787416492,200,,-1.4793932905377005e-06,-20.40921787416492,,2560000,,132424.6434681633,,18163.11439693205,18163.11439693205,0.0,9261.881554130421,-1.4520935565087711e-06,5.776558876037598,,0.1,132424.6434681633,31,31,,,2667.8615985899987,
0.07,0.0,,,,200,6.447953637689352e-08,,32,,,4.548318975139409e-05,,,0.0,,,7659.965560363373,2134.8149866930103,-31.422149308322798,200,,-2.894688350352226e-06,-31.422149308322798,,2640000,,76402.04568846094,,13240.508849819893,13240.508849819893,0.0,7659.965560363373,-2.8302088139753323e-06,5.773756980895996,,0.07,76402.04568846094,32,32,,,2134.8149866930103,
0.115,0.0,,,,200,5.8118075685342774e-08,,33,,,4.0997758333105594e-05,,,0.0,,,9807.255525935274,2761.6279282665264,-30.25551625571884,200,,-5.426728421298321e-06,-30.25551625571884,,2720000,,110687.63042271671,,17107.928976204814,17107.928976204814,0.0,9807.255525935274,-5.3686103456129786e-06,5.7656402587890625,,0.115,110687.63042271671,33,33,,,2761.6279282665264,
0.08,0.0,,,,200,1.4160104200300339e-08,,34,,,1.002920362225268e-05,,,0.0,,,9415.854522570837,2698.6787555790493,-38.808297006159066,200,,4.637440653709746e-08,-38.808297006159066,,2800000,,138878.019865335,,18073.552976439627,18073.552976439627,0.0,9415.854522570837,6.05345107373978e-08,5.765656471252441,,0.08,138878.019865335,34,34,,,2698.6787555790493,
0.14,0.0,,,,200,4.7541107051074505e-08,,35,,,3.352740895934403e-05,,,0.0,,,11324.343221657402,3439.8547996181874,-33.67206873515205,200,,-5.087935278424993e-06,-33.67206873515205,,2880000,,130812.38761893455,,21421.1610121903,21421.1610121903,0.0,11324.343221657402,-5.040394171373919e-06,5.758850574493408,,0.14,130812.38761893455,35,35,,,3439.8547996181874,
0.125,0.0,,,,200,1.965906903933501e-08,,36,,,1.3881146514904685e-05,,,0.0,,,11710.626676740756,3312.143777483644,-41.12449568711451,200,,1.8944043631563545e-06,-41.12449568711451,,2960000,,113309.34191736125,,21057.94853802639,21057.94853802639,0.0,11710.626676740756,1.9140634321956895e-06,5.759452819824219,,0.125,113309.34191736125,36,36,,,3312.143777483644,
0.07,0.0,,,,200,3.971854312112555e-08,,37,,,2.8051310437149368e-05,,,0.0,,,8253.602132661345,2346.2924457956433,-21.40244196088073,200,,-2.3781999516359065e-06,-21.40244196088073,,3040000,,103570.51208102233,,15899.27061146649,15899.27061146649,0.0,8253.602132661345,-2.338481408514781e-06,5.75578498840332,,0.07,103570.51208102233,37,37,,,2346.2924457956433,
0.105,0.0,,,,200,7.3696355684660375e-09,,38,,,5.213678832660662e-06,,,0.0,,,10970.517481903498,2947.270984178918,-45.19390341998813,200,,2.6030543267552275e-06,-45.19390341998813,,3120000,,138339.35770796041,,21620.448695704075,21620.448695704075,0.0,10970.517481903498,2.6104239623236936e-06,5.75654935836792,,0.105,138339.35770796041,38,38,,,2947.270984178918,
0.155,0.0,,,,200,1.1248584996792488e-07,,39,,,7.904032827354968e-05,,,0.0,,,10255.70021672634,2818.9212459555815,-31.056471765464465,200,,-7.058374649204779e-06,-31.056471765464465,,3200000,,125968.20345875897,,19929.20334623913,19929.20334623913,0.0,10255.70021672634,-6.9458887992368545e-06,5.748143672943115,,0.155,125968.20345875897,39,39,,,2818.9212459555815,
0.15,0.0,50,191872.9009221564,0.18,200,1.4533270586980507e-08,4,40,4,16266.520431868443,1.0283418305334635e-05,0.0,31549.153880165937,0.0,-22.55600752539625,50,11468.894292098481,3297.3776815287133,-46.043165823366806,200,0.0,-4.56878251497983e-06,-46.043165823366806,31549.153880165937,3280000,0.18,125058.08438342347,191872.9009221564,19485.367256869136,19485.367256869136,0.0,11468.894292098481,-4.5542492443928495e-06,5.746519565582275,16266.520431868443,0.15,125058.08438342347,40,40,-22.55600752539625,16266.520431868446,3297.3776815287133,16266.520431868446
0.065,0.0,,,,200,2.7648184186546132e-08,,41,,,1.9502793293213472e-05,,,0.0,,,7130.756285345,2114.0608290900964,-36.316460571670376,200,,-8.693432391737588e-07,-36.316460571670376,,3360000,,107480.40212817014,,15729.724485456216,15729.724485456216,0.0,7130.756285345,-8.416950549872126e-07,5.7452874183654785,,0.065,107480.40212817014,41,41,,,2114.0608290900964,
0.08,0.0,,,,200,5.629999577649869e-08,,42,,,3.973298953496851e-05,,,0.0,,,7464.401606292112,2157.6493338580262,-24.85645848459793,200,,4.747162620333256e-06,-24.85645848459793,,3440000,,109884.99705008366,,14834.179141822498,14834.179141822498,0.0,7464.401606292112,4.803462616109755e-06,5.7522969245910645,,0.08,109884.99705008366,42,42,,,2157.6493338580262,
0.115,0.0,,,,200,4.335228709351213e-08,,43,,,3.068755904678255e-05,,,0.0,,,10799.851383464882,3106.165108260204,-21.805473010697625,200,,-1.764488217759208e-07,-21.805473010697625,,3520000,,161065.83009680532,,23108.79867094604,23108.79867094604,0.0,10799.851383464882,-1.3309653468240867e-07,5.752258777618408,,0.115,161065.83009680532,43,43,,,3106.165108260204,
0.11,0.0,,,,200,8.819843344554101e-08,,44,,,6.212889275047928e-05,,,0.0,,,7993.772078010686,2258.6556819623484,-46.40658998542568,200,,-1.4883372045915166e-07,-46.40658998542568,,3600000,,108700.64905583007,,15840.700489880042,15840.700489880042,0.0,7993.772078010686,-6.063528701361065e-08,5.752243518829346,,0.11,108700.64905583007,44,44,,,2258.6556819623484,
0.125,0.0,,,,200,3.175000529154204e-08,,45,,,2.243145354441367e-05,,,0.0,,,10467.311119271637,2858.31802460087,-27.829761965354336,200,,-4.8501660785404965e-06,-27.829761965354336,,3680000,,139756.20331302623,,21639.907254596947,21639.907254596947,0.0,10467.311119271637,-4.8184160732489545e-06,5.746818542480469,,0.125,139756.20331302623,45,45,,,2858.31802460087,
0.135,0.0,,,,200,1.1271652056166204e-08,,46,,,7.97283610154409e-06,,,0.0,,,13277.006051051436,3759.3671136327735,-21.395174983838015,200,,9.223866186403029e-07,-21.395174983838015,,3760000,,136765.64033053655,,20947.133929144922,20947.133929144922,0.0,13277.006051051436,9.336582706964691e-07,5.7470784187316895,,0.135,136765.64033053655,46,46,,,3759.3671136327735,
0.1,0.0,,,,200,5.240394784777891e-08,,47,,,3.6993274989072233e-05,,,0.0,,,9759.395942740015,2751.4232266581826,-29.68020675215673,200,,1.9886876998498337e-06,-29.68020675215673,,3840000,,140122.0442942983,,21316.17344355106,21316.17344355106,0.0,9759.395942740015,2.0410916476976126e-06,5.747603416442871,,0.1,140122.0442942983,47,47,,,2751.4232266581826,
0.13,0.0,,,,200,5.7364673011761624e-09,,48,,,4.05136006520479e-06,,,0.0,,,11796.022410526664,3372.9505502703164,-29.813378675549444,200,,4.701723241851141e-07,-29.813378675549444,,3920000,,169845.44703771963,,24641.84482386701,24641.84482386701,0.0,11796.022410526664,4.759087914862903e-07,5.747738361358643,,0.13,169845.44703771963,48,48,,,3372.9505502703164,
0.065,0.0,,,,200,9.729774319566786e-09,,49,,,6.887700692459475e-06,,,0.0,,,8398.983439546808,2498.299807599972,-36.11479893518857,200,,3.6782162169402e-06,-36.11479893518857,,4000000,,95029.47022104399,,15525.818779867488,15525.818779867488,0.0,8398.983439546808,3.6879459912597667e-06,5.74926233291626,,0.065,95029.47022104399,49,49,,,2498.299807599972,
0.1,0.0,50,108588.3680745342,0.08,200,6.09225025982596e-09,5,50,5,13392.56549496628,4.324586370785255e-06,0.0,20719.224009621983,0.0,-18.570068937665464,50,10039.538411915337,3064.6451842626834,-22.341064652931845,200,0.0,-8.581934594076301e-07,-22.341064652931845,20719.224009621983,4080000,0.08,102357.59179773378,108588.3680745342,17549.679883427525,17549.679883427525,0.0,10039.538411915337,-8.521012091478042e-07,5.748992919921875,13392.56549496628,0.1,102357.59179773378,50,50,-18.570068937665464,13392.56549496628,3064.6451842626834,13392.56549496628
0.145,0.0,,,,200,2.3576376406708732e-08,,51,,,1.6668976968503557e-05,,,0.0,,,10958.235648830654,3151.3298094902466,-35.285480371029095,200,,2.14909005080699e-06,-35.285480371029095,,4160000,,108674.09376995667,,18418.00585687059,18418.00585687059,0.0,10958.235648830654,2.1726664272136986e-06,5.751891136169434,,0.145,108674.09376995667,51,51,,,3151.3298094902466,
0.12,0.0,,,,200,1.9580681964725954e-07,,52,,,0.0001369563105981797,,,0.0,,,11328.087656695321,3318.945790240325,-27.619279673500387,200,,-7.746089067950379e-07,-27.619279673500387,,4240000,,121619.53753273355,,22451.50271918154,22451.50271918154,0.0,11328.087656695321,-5.788020871477784e-07,5.751099586486816,,0.12,121619.53753273355,52,52,,,3318.945790240325,
0.09,0.0,,,,200,1.1933425412280485e-06,,53,,,0.0008093638462014496,,,0.0,,,10620.634097208891,3081.486190567941,-34.5411828430904,200,,-1.9472912754281424e-05,-34.5411828430904,,4320000,,136981.00957785046,,20055.045297207034,20055.045297207034,0.0,10620.634097208891,-1.8279570213053375e-05,5.726478099822998,,0.09,136981.00957785046,53,53,,,3081.486190567941,
0.11,0.0,,,,200,2.3107986635295674e-09,,54,,,1.6252564591923147e-06,,,0.0,,,11762.002031272896,3230.3036612261717,-50.966541122327314,200,,-1.3969222436571727e-06,-50.966541122327314,,4400000,,190887.60515161624,,24814.85046280839,24814.85046280839,0.0,11762.002031272896,-1.394611444993643e-06,5.7258219718933105,,0.11,190887.60515161624,54,54,,,3230.3036612261717,
0.135,0.0,,,,200,5.094747393741272e-06,,55,,,0.002827518153935671,,,0.0,,,13594.200753643849,3872.7720002445217,-48.512632960876864,200,,-2.9988825190230273e-05,-48.512632960876864,,4480000,,187874.79747626995,,26001.37479920129,26001.37479920129,0.0,13594.200753643849,-2.4894077796489e-05,5.6957244873046875,,0.135,187874.79747626995,55,55,,,3872.7720002445217,
0.105,0.0,,,,200,1.9033222997677512e-08,,56,,,1.3461550224747043e-05,,,0.0,,,10387.530561851847,3072.9067034411255,-26.003289443858677,200,,-3.1332274375017732e-06,-26.003289443858677,,4560000,,136280.8684822221,,22428.821335474284,22428.821335474284,0.0,10387.530561851847,-3.1141942145040957e-06,5.692613124847412,,0.105,136280.8684822221,56,56,,,3072.9067034411255,
0.13,0.0,,,,200,4.310937811169424e-07,,57,,,0.00030038616387173533,,,0.0,,,12167.683525624858,3457.8646846780694,-19.56177710627985,200,,-1.559761358294054e-06,-19.56177710627985,,4640000,,105445.53824537211,,21233.659291434138,21233.659291434138,0.0,12167.683525624858,-1.1286675771771115e-06,5.690918445587158,,0.13,105445.53824537211,57,57,,,3457.8646846780694,
0.17,0.0,,,,200,7.675623692193767e-08,,58,,,5.414269253378734e-05,,,0.0,,,13126.95840863151,4000.502456530756,-26.54843335943081,200,,1.0488258794794092e-06,-26.54843335943081,,4720000,,143560.11961905408,,23647.060865662945,23647.060865662945,0.0,13126.95840863151,1.1255821164013469e-06,5.691190242767334,,0.17,143560.11961905408,58,58,,,4000.502456530756,
0.095,0.0,,,,200,4.7285084292525426e-08,,59,,,3.336897134431638e-05,,,0.0,,,8615.244514418207,2448.500089016825,-50.15168027993816,200,,-4.462102424440673e-06,-50.15168027993816,,4800000,,118504.70726493279,,17663.910330271752,17663.910330271752,0.0,8615.244514418207,-4.414817340148147e-06,5.684390068054199,,0.095,118504.70726493279,59,59,,,2448.500089016825,
0.115,0.0,50,98251.45154812715,0.14,200,2.980617864523083e-06,6,60,6,9315.867103528957,0.0019182323012501001,0.0,18962.819497871747,0.0,-18.357750048398504,50,11810.827024646273,3274.770368006417,-24.15248686895874,200,0.0,1.778878504410386e-05,-24.15248686895874,18962.819497871747,4880000,0.14,99740.25211729958,98251.45154812715,20282.030039057336,20282.030039057336,0.0,11810.827024646273,2.0769402908626944e-05,5.711250305175781,9315.867103528957,0.115,99740.25211729958,60,60,-18.357750048398504,9315.86710352896,3274.770368006417,9315.86710352896
0.085,0.0,,,,200,1.6119372503453633e-09,,61,,,1.1376703241694486e-06,,,0.0,,,9990.200668256986,2793.20446386047,-43.37316012487305,200,,2.775460075099545e-07,-43.37316012487305,,4960000,,126068.810848099,,18801.074959348087,18801.074959348087,0.0,9990.200668256986,2.7915794476029987e-07,5.7113566398620605,,0.085,126068.810848099,61,61,,,2793.20446386047,
0.11,0.0,,,,200,1.4250076674215961e-09,,62,,,1.0003520856116666e-06,,,0.0,,,13214.772343013356,3842.5974171892226,-33.71419899030141,200,,-8.647249387649936e-07,-33.71419899030141,,5040000,,178528.8943380758,,24669.88601473937,24669.88601473937,0.0,13214.772343013356,-8.63299931097572e-07,5.7108941078186035,,0.11,178528.8943380758,62,62,,,3842.5974171892226,
0.12,0.0,,,,200,6.8375811679288745e-09,,63,,,4.840467681788141e-06,,,0.0,,,11775.991744458566,3373.9999631426635,-17.988682958697222,200,,7.75085027271416e-07,-17.988682958697222,,5120000,,118293.23276648413,,19909.96961152622,19909.96961152622,0.0,11775.991744458566,7.819226084393449e-07,5.711112976074219,,0.12,118293.23276648413,63,63,,,3373.9999631426635,
