MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/dial-turn-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/dial-turn-v1/Iteration,MetaTest/dial-turn-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/dial-turn-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/dial-turn-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/dial-turn-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTest/Average/StdReturn,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/AlphaLoss,MetaTest/dial-turn-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/dial-turn-v1/TerminationRate,TotalEnvSteps
-54.51368712206603,10,-54.51368712206604,0.0,81.56779,10,10,-46.957681189737535,0.0,-62.421435596216476,5.621215764696216,10,-62.421435596216476,-54.51368712206604,-74.03271,6413.993,5.621215764696216,0.2696596,-54.51368712206603,0.9693316,-46.957681189737535,0.0,0.0,116000
116.87630951712563,10,116.87630951712583,0.2,526.71844,11,10,1756.2780952436333,0.2,-105.97277201648131,547.0977715827063,11,-105.97277201648131,116.87630951712583,-1158.7197,25331.262,547.0977715827063,0.27049366,116.87630951712563,-0.8444,1756.2780952436333,0.0,0.0,122000
-82.59737184905853,10,-82.59737184905852,0.0,3179.9429,12,10,-66.03787423915159,0.0,-95.13628605997862,8.101445330177317,12,-95.13628605997862,-82.59737184905852,-927.5,83908.69,8.101445330177317,0.30132025,-82.59737184905853,-0.69626814,-66.03787423915159,0.0,0.0,128000
-84.46230093023959,10,-84.46230093023964,0.0,1927.7866,13,10,-73.43477849715005,0.0,-97.55441265254133,7.257738151865604,13,-97.55441265254133,-84.46230093023964,-616.4654,126130.27,7.257738151865604,0.33268446,-84.46230093023959,-0.46010733,-73.43477849715005,0.0,0.0,134000
-52.82426912969959,10,-52.82426912969957,0.0,4080.5955,14,10,-41.386643278870196,0.0,-59.12860442980317,5.296291132308545,14,-59.12860442980317,-52.82426912969957,-3781.7434,1283133.0,5.296291132308545,0.36806586,-52.82426912969959,-3.4849005,-41.386643278870196,0.0,0.0,140000
-55.95956792416156,10,-55.95956792416155,0.3,5108.817,15,10,37.78818922962845,0.3,-127.86781414142695,55.779320655882564,15,-127.86781414142695,-55.95956792416155,-6024.104,125308.734,55.779320655882564,0.43732968,-55.95956792416156,-5.3539557,37.78818922962845,0.0,0.0,146000
-60.6865180282669,10,-60.68651802826692,0.0,1899.195,16,10,-39.20958942079211,0.0,-72.62651236912379,9.422258751076155,16,-72.62651236912379,-60.68651802826692,-5018.819,124513.8,9.422258751076155,0.5249404,-60.6865180282669,-6.9459434,-39.20958942079211,0.0,0.0,152000
6995.4520832237495,10,6995.452083223745,0.3,1626.2297,17,10,67818.2787707134,0.3,-102.39696932907472,20289.00548966177,17,-102.39696932907472,6995.452083223745,-2481.29,94066.06,20289.00548966177,0.60999376,6995.4520832237495,-5.647818,67818.2787707134,0.0,0.0,158000
-42.22785139888934,10,-42.22785139888934,0.0,430.16315,18,10,-30.524870110591465,0.0,-53.754991285580864,7.444685612144614,18,-53.754991285580864,-42.22785139888934,-2570.9548,81902.11,7.444685612144614,0.681775,-42.22785139888934,-3.456838,-30.524870110591465,0.0,0.0,164000
-111.06174663794256,10,-111.06174663794255,0.0,364.10883,19,10,-98.06785943167137,0.0,-125.1929083977781,8.470464183069037,19,-125.1929083977781,-111.06174663794255,-1843.5409,77825.84,8.470464183069037,0.74274915,-111.06174663794256,-2.518523,-98.06785943167137,0.0,0.0,170000
-48.30228492057894,10,-48.30228492057894,0.0,450.92758,20,10,-43.29749028041038,0.0,-57.10139567200257,4.41422850642556,20,-57.10139567200257,-48.30228492057894,-609.07263,79052.27,4.41422850642556,0.78058696,-48.30228492057894,-0.058592025,-43.29749028041038,0.0,0.0,176000
-76.2853079754793,10,-76.28530797547927,0.0,1272.3909,21,10,-66.92700764755587,0.0,-86.03704793443647,6.096209377532064,21,-86.03704793443647,-76.28530797547927,-686.66064,95579.95,6.096209377532064,0.7798744,-76.2853079754793,1.1284837,-66.92700764755587,0.0,0.0,182000
-42.60297346772248,10,-42.602973467722485,0.0,87.50501,22,10,-35.73402002452769,0.0,-46.63680250524473,3.382436205673561,22,-46.63680250524473,-42.602973467722485,-4885.234,95319.875,3.382436205673561,0.7836312,-42.60297346772248,-4.3613534,-35.73402002452769,0.0,0.0,188000
-62.471210647119186,10,-62.471210647119186,0.2,46.712666,23,10,-15.141520254692349,0.2,-135.844115204491,41.13369063462571,23,-135.844115204491,-62.471210647119186,-2043.467,69409.664,41.13369063462571,0.9314765,-62.471210647119186,-4.5594034,-15.141520254692349,0.0,0.0,194000
-45.912927985064826,10,-45.912927985064826,0.0,184.74422,24,10,-16.377206596938052,0.0,-92.28134825856527,23.90654240339797,24,-92.28134825856527,-45.912927985064826,-10023.527,171362.28,23.90654240339797,1.1066678,-45.912927985064826,-9.113225,-16.377206596938052,0.0,0.0,200000
-44.34681287298811,10,-44.34681287298812,0.0,1567.1304,25,10,-29.18260385031043,0.0,-117.5231379558296,24.784921384490612,25,-117.5231379558296,-44.34681287298812,-5685.262,119820.22,24.784921384490612,1.3283198,-44.34681287298811,-9.377542,-29.18260385031043,0.0,0.0,206000
-3.67000314659235,10,-3.6700031465923715,0.1,703.55475,26,10,336.66465507324585,0.1,-50.414036149882755,113.60378714482376,26,-50.414036149882755,-3.6700031465923715,-4309.35,79222.04,113.60378714482376,1.5354204,-3.67000314659235,-8.264082,336.66465507324585,0.0,0.0,212000
-63.13506035430115,10,-63.13506035430116,0.0,589.72687,27,10,-33.75126695479037,0.0,-90.84916006480098,19.050144158204127,27,-90.84916006480098,-63.13506035430116,-3827.7986,97699.44,19.050144158204127,1.7682751,-63.13506035430115,-7.5536456,-33.75126695479037,0.0,0.0,218000
-81.67953166879053,10,-81.67953166879053,0.0,961.069,28,10,-67.04911615717887,0.0,-99.20316838693641,9.823884668991003,28,-99.20316838693641,-81.67953166879053,-2753.003,178715.56,9.823884668991003,2.007646,-81.67953166879053,-5.1093,-67.04911615717887,0.0,0.0,224000
-70.27183153966763,10,-70.27183153966763,0.0,484.59424,29,10,-53.47752716492641,0.0,-94.24050887612916,10.57809600925929,29,-94.24050887612916,-70.27183153966763,-2958.7932,81511.984,10.57809600925929,2.2038906,-70.27183153966763,-5.7954125,-53.47752716492641,0.0,0.0,230000
-41.02501919051034,10,-41.025019190510335,0.0,1648.3662,30,10,-22.141677027300457,0.0,-117.94696396819133,27.605603696734892,30,-117.94696396819133,-41.025019190510335,-1344.4847,119890.23,27.605603696734892,2.3674054,-41.02501919051034,0.41166613,-22.141677027300457,0.0,0.0,236000
-55.83813168069057,10,-55.83813168069057,0.0,492.519,31,10,-23.26639780516082,0.0,-96.71422599811235,29.138636058509547,31,-96.71422599811235,-55.83813168069057,-1214.545,114362.93,29.138636058509547,2.1859758,-55.83813168069057,4.4506946,-23.26639780516082,0.0,0.0,242000
-49.02296143665378,10,-49.02296143665378,0.2,3423.0166,32,10,-37.28896689934457,0.2,-62.6620746796657,8.21855501420419,32,-62.6620746796657,-49.02296143665378,-5191.506,355334.5,8.21855501420419,1.9445167,-49.02296143665378,-0.27281103,-37.28896689934457,0.0,0.0,248000
-45.63172257546672,10,-45.63172257546671,0.0,101.161545,33,10,-36.64161375719001,0.0,-60.37065717123654,7.025192843736716,33,-60.37065717123654,-45.63172257546671,-19965.893,217517.53,7.025192843736716,2.1872218,-45.63172257546672,-17.371002,-36.64161375719001,0.0,0.0,254000
-53.108240152001294,10,-53.108240152001294,0.1,72.76753,34,10,-23.122563064744728,0.1,-122.18516760253887,33.458337934831704,34,-122.18516760253887,-53.108240152001294,-22285.72,176991.2,33.458337934831704,2.615488,-53.108240152001294,-19.088415,-23.122563064744728,0.0,0.0,260000
-46.06300938483421,10,-46.063009384834174,0.0,314.18387,35,10,-7.821076278946976,0.0,-139.57162290476617,46.01889676016689,35,-139.57162290476617,-46.063009384834174,-19542.229,386368.12,46.01889676016689,3.0875351,-46.06300938483421,-20.583231,-7.821076278946976,0.0,0.0,266000
-81.01686090548995,10,-81.01686090548995,0.0,2956.832,36,10,-71.22827605938956,0.0,-89.22323661640182,5.973436459289078,36,-89.22323661640182,-81.01686090548995,-7831.999,617671.7,5.973436459289078,3.516272,-81.01686090548995,-9.227492,-71.22827605938956,0.0,0.0,272000
-59.07613606597656,10,-59.07613606597655,0.0,67397.945,37,10,-51.28902016709546,0.0,-71.53685903442783,6.870549056800756,37,-71.53685903442783,-59.07613606597655,-2090.1975,896680.3,6.870549056800756,3.4998822,-59.07613606597656,-0.09718506,-51.28902016709546,0.0,0.0,278000
-84.31301489604292,10,-84.31301489604292,0.0,6032.065,38,10,-75.64786362733875,0.0,-90.73416398429002,3.8987589111499514,38,-90.73416398429002,-84.31301489604292,-3456.629,872816.6,3.8987589111499514,3.4966867,-84.31301489604292,3.0866992,-75.64786362733875,0.0,0.0,284000
-55.42211532811816,10,-55.422115328118174,0.0,3979.9424,39,10,-17.699957172350416,0.0,-95.1274512156268,27.26905408693443,39,-95.1274512156268,-55.422115328118174,-5198.537,823843.7,27.26905408693443,3.4089034,-55.42211532811816,4.931149,-17.699957172350416,0.0,0.0,290000
-83.79497722785824,10,-83.79497722785824,0.0,2195.215,40,10,-72.28719839073678,0.0,-90.39773072417762,6.39813514739355,40,-90.39773072417762,-83.79497722785824,-6428.016,1161931.5,6.39813514739355,3.29202,-83.79497722785824,-2.0694695,-72.28719839073678,0.0,0.0,296000
-80.25120480885259,10,-80.25120480885259,0.1,19314.225,41,10,-62.09437570340142,0.1,-96.7070639402149,9.16968447303573,41,-96.7070639402149,-80.25120480885259,-5476.365,1232923.6,9.16968447303573,3.4031587,-80.25120480885259,-0.17929162,-62.09437570340142,0.0,0.0,302000
203.05694359562128,10,203.05694359562122,0.2,13999.081,42,10,2412.617445778179,0.2,-82.20234487700816,736.6534838170377,42,-82.20234487700816,203.05694359562122,-5743.295,1668885.6,736.6534838170377,3.3771932,203.05694359562128,-2.2068505,2412.617445778179,0.0,0.0,308000
-91.13146357224866,10,-91.13146357224866,0.0,58454.562,43,10,-71.04416363891973,0.0,-118.15517584973209,16.772662554672014,43,-118.15517584973209,-91.13146357224866,-15878.356,1653475.1,16.772662554672014,3.9246483,-91.13146357224866,-9.466704,-71.04416363891973,0.0,0.0,314000
-80.7349287753852,10,-80.73492877538521,0.0,62890.79,44,10,-63.73166673158323,0.0,-101.16944006898852,9.795837312371207,44,-101.16944006898852,-80.73492877538521,-11406.874,1684487.4,9.795837312371207,3.8316538,-80.7349287753852,-3.8495264,-63.73166673158323,0.0,0.0,320000
-81.00802512281065,10,-81.00802512281066,0.0,19722.176,45,10,-54.822944660689565,0.0,-111.4833792568,17.312434298874518,45,-111.4833792568,-81.00802512281066,-17634.87,1569218.5,17.312434298874518,4.2774987,-81.00802512281065,-16.381771,-54.822944660689565,0.0,0.0,326000
-78.39353237539518,10,-78.3935323753952,0.2,35804.496,46,10,-26.060075830759533,0.2,-112.66849520510415,24.88461431438753,46,-112.66849520510415,-78.3935323753952,-11686.85,1477001.6,24.88461431438753,4.5043654,-78.39353237539518,-0.11409857,-26.060075830759533,0.0,0.0,332000
-90.63403615495822,10,-90.63403615495822,0.0,19341.533,47,10,-31.847102097010364,0.0,-133.7421941766019,30.79832001450085,47,-133.7421941766019,-90.63403615495822,-7066.079,1589374.0,30.79832001450085,4.309654,-90.63403615495822,9.136289,-31.847102097010364,0.0,0.0,338000
-88.93805201230134,10,-88.93805201230134,0.1,7313.018,48,10,-64.4992393536025,0.1,-111.4184065710264,17.528861541578376,48,-111.4184065710264,-88.93805201230134,-4368.5117,1902322.9,17.528861541578376,3.8004267,-88.93805201230134,8.6507635,-64.4992393536025,0.0,0.0,344000
-98.13438218134374,10,-98.13438218134378,0.1,5767.0576,49,10,-20.930303964645052,0.1,-126.36501136914181,27.926483040742895,49,-126.36501136914181,-98.13438218134378,-5648.489,1442380.9,27.926483040742895,3.5869975,-98.13438218134374,2.5534778,-20.930303964645052,0.0,0.0,350000
-89.7149074310236,10,-89.71490743102362,0.0,4044.3525,50,10,-78.48083519261714,0.0,-102.3241060552723,7.889166255355024,50,-102.3241060552723,-89.71490743102362,-5779.6377,1535875.4,7.889166255355024,3.68723,-89.7149074310236,-2.6186566,-78.48083519261714,0.0,0.0,356000
-86.7555507474798,10,-86.75555074747982,0.0,14061.482,51,10,-69.71789374696333,0.0,-100.4141633916888,8.549148401360368,51,-100.4141633916888,-86.75555074747982,-4697.9976,1828750.0,8.549148401360368,3.7034972,-86.7555507474798,-0.0897287,-69.71789374696333,0.0,0.0,362000
-76.20795128568129,10,-76.20795128568129,0.0,16981.604,52,10,-57.36529902339197,0.0,-94.01572575862895,8.991007881952735,52,-94.01572575862895,-76.20795128568129,-4213.448,1872911.5,8.991007881952735,3.5338526,-76.20795128568129,5.4160995,-57.36529902339197,0.0,0.0,368000
-106.0783162530445,10,-106.0783162530445,0.0,9361.234,53,10,-82.64676069938021,0.0,-129.40318301195495,18.78567528377656,53,-129.40318301195495,-106.0783162530445,-3284.7095,1754090.5,18.78567528377656,3.2226992,-106.0783162530445,4.552125,-82.64676069938021,0.0,0.0,374000
-39.942682580315676,10,-39.94268258031568,0.0,9858.119,54,10,-20.197426063585755,0.0,-93.0678678183729,19.05326890604887,54,-93.0678678183729,-39.94268258031568,-4801.8574,1686200.6,19.05326890604887,2.9711745,-39.942682580315676,2.2575972,-20.197426063585755,0.0,0.0,380000
-5.362853890264466,10,-5.362853890264435,0.2,15079.588,55,10,331.29377079848354,0.2,-70.96444456994875,113.66202740268236,55,-70.96444456994875,-5.362853890264435,-2840.627,1932725.2,113.66202740268236,2.7400382,-5.362853890264466,5.762686,331.29377079848354,0.0,0.0,386000
-77.14930498225097,10,-77.14930498225098,0.1,13672.808,56,10,-22.690719525063027,0.1,-109.0064478429842,23.623301793437776,56,-109.0064478429842,-77.14930498225098,-1299.4963,1750302.0,23.623301793437776,2.3690293,-77.14930498225097,8.435381,-22.690719525063027,0.0,0.0,392000
-71.42147146235484,10,-71.42147146235484,0.0,11102.334,57,10,-43.96677202690181,0.0,-103.45610183350009,18.312800532114174,57,-103.45610183350009,-71.42147146235484,-5999.446,1899274.2,18.312800532114174,2.2414198,-71.42147146235484,-4.959413,-43.96677202690181,0.0,0.0,398000
-66.03562543767825,10,-66.03562543767825,0.0,14472.254,58,10,-54.07102363657709,0.0,-74.85896305633406,7.408387533558589,58,-74.85896305633406,-66.03562543767825,-5720.72,2027466.2,7.408387533558589,2.4134374,-66.03562543767825,-0.08048071,-54.07102363657709,0.0,0.0,404000
-58.64250878929819,10,-58.6425087892982,0.0,12677.912,59,10,-31.97003137047322,0.0,-100.67232994309846,17.91621552631881,59,-100.67232994309846,-58.6425087892982,-8028.362,1987654.4,17.91621552631881,2.3228657,-58.64250878929819,2.4673297,-31.97003137047322,0.0,0.0,410000
-72.14487340014632,10,-72.14487340014632,0.0,8684.966,60,10,-56.84695371814882,0.0,-90.0230492862579,9.90417942878201,60,-90.0230492862579,-72.14487340014632,-5192.094,2041646.8,9.90417942878201,2.1638792,-72.14487340014632,2.8689318,-56.84695371814882,0.0,0.0,416000
-70.42252193618484,10,-70.42252193618484,0.0,14379.044,61,10,-59.033838177280394,0.0,-81.99258078126843,7.298617828496876,61,-81.99258078126843,-70.42252193618484,-6005.1245,2322950.2,7.298617828496876,2.0164704,-70.42252193618484,0.6436055,-59.033838177280394,0.0,0.0,422000
-73.57259833424675,10,-73.57259833424675,0.1,7564.1763,62,10,-38.20176789485125,0.1,-91.94007551075944,20.485468177872935,62,-91.94007551075944,-73.57259833424675,-9316.364,2230650.2,20.485468177872935,2.1419559,-73.57259833424675,-2.515965,-38.20176789485125,0.0,0.0,428000
-66.75357514181776,10,-66.75357514181773,0.0,4701.7485,63,10,-59.451935645905714,0.0,-74.13462844010714,4.442582048627606,63,-74.13462844010714,-66.75357514181773,-7890.99,2323030.5,4.442582048627606,2.2290993,-66.75357514181776,-0.5294668,-59.451935645905714,0.0,0.0,434000
-72.41094308029814,10,-72.41094308029814,0.0,11052.51,64,10,-65.45711567677542,0.0,-77.03469500964286,3.3910625077066143,64,-77.03469500964286,-72.41094308029814,-4285.476,2335762.8,3.3910625077066143,2.2331207,-72.41094308029814,1.7580935,-65.45711567677542,0.0,0.0,440000
-37.29809658960417,10,-37.29809658960418,0.4,3264.5874,65,10,-29.530654808176845,0.4,-49.6571693870471,5.763918286645407,65,-49.6571693870471,-37.29809658960418,-42628.08,3371544.0,5.763918286645407,2.3855321,-37.29809658960417,-25.450762,-29.530654808176845,0.0,0.0,446000
-36.08108309839414,10,-36.08108309839414,0.0,2331.1833,66,10,-15.495047056487042,0.0,-84.21425245643638,22.85145494014024,66,-84.21425245643638,-36.08108309839414,-29973.58,2531274.8,22.85145494014024,2.8424165,-36.08108309839414,-23.833158,-15.495047056487042,0.0,0.0,452000
-47.830917444378386,10,-47.830917444378386,0.0,1080.3729,67,10,-29.29896757863445,0.0,-62.17179674536402,9.06878463586902,67,-62.17179674536402,-47.830917444378386,-24390.33,2564299.8,9.06878463586902,3.2745287,-47.830917444378386,-19.112268,-29.29896757863445,0.0,0.0,458000
39.17334585074405,10,39.17334585074405,0.3,1218.2003,68,10,381.280293044198,0.3,-71.85220887638852,169.46190417331886,68,-71.85220887638852,39.17334585074405,-15782.492,2508802.8,169.46190417331886,3.7204013,39.17334585074405,-14.903756,381.280293044198,0.0,0.0,464000
-50.970947327182365,10,-50.97094732718238,0.2,1467.7715,69,10,-20.935869042556256,0.2,-92.06650573037038,18.920726321055582,69,-92.06650573037038,-50.97094732718238,-10884.429,2355752.2,18.920726321055582,4.1139855,-50.970947327182365,-12.0033655,-20.935869042556256,0.0,0.0,470000
-74.03877776196123,10,-74.03877776196123,0.0,2736.2395,70,10,-43.22977986859299,0.0,-88.62282606263005,12.408505387366679,70,-88.62282606263005,-74.03877776196123,-12901.748,2432083.2,12.408505387366679,4.6957626,-74.03877776196123,-13.760049,-43.22977986859299,0.0,0.0,476000
-64.3267110074249,10,-64.3267110074249,0.0,1589.837,71,10,-9.088682157861358,0.0,-84.71279258742223,19.875298329837467,71,-84.71279258742223,-64.3267110074249,-12652.316,2350750.5,19.875298329837467,5.37504,-64.3267110074249,-12.879172,-9.088682157861358,0.0,0.0,482000
-70.64998983208295,10,-70.64998983208294,0.0,1449.4631,72,10,-41.4779770089076,0.0,-133.34116706982323,26.30762168930881,72,-133.34116706982323,-70.64998983208294,-10698.889,2336633.5,26.30762168930881,5.9874563,-70.64998983208295,-3.4933925,-41.4779770089076,0.0,0.0,488000
-49.41989089447489,10,-49.41989089447488,0.1,1012.9657,73,10,-26.453868849016036,0.1,-88.85529425592081,18.583001988840135,73,-88.85529425592081,-49.41989089447488,-11744.792,2304894.0,18.583001988840135,6.2925363,-49.41989089447489,-10.746709,-26.453868849016036,0.0,0.0,494000
-25.967403158796515,10,-25.967403158796493,0.1,876.2334,74,10,109.17357512076124,0.1,-95.53403374861756,51.30618545171053,74,-95.53403374861756,-25.967403158796493,-12341.822,2479637.0,51.30618545171053,6.949193,-25.967403158796515,-7.1477885,109.17357512076124,0.0,0.0,500000
-44.45230304571494,10,-44.45230304571495,0.0,1294.853,75,10,-26.22726483313916,0.0,-65.5613840273984,12.949894704245105,75,-65.5613840273984,-44.45230304571495,-16099.005,2816328.2,12.949894704245105,7.810874,-44.45230304571494,-4.899756,-26.22726483313916,0.0,0.0,506000
-70.6848269272932,10,-70.68482692729322,0.0,9842.289,76,10,-50.62749648900522,0.0,-88.54495056047354,9.612623509574773,76,-88.54495056047354,-70.68482692729322,-13524.448,3077609.5,9.612623509574773,8.062401,-70.6848269272932,1.2982056,-50.62749648900522,0.0,0.0,512000
-64.3478473148239,10,-64.3478473148239,0.0,8243.988,77,10,-45.7705963128176,0.0,-99.20286826682069,15.61595871809214,77,-99.20286826682069,-64.3478473148239,-5181.201,2237048.5,15.61595871809214,7.0136223,-64.3478473148239,30.712822,-45.7705963128176,0.0,0.0,518000
-78.14899411220684,10,-78.14899411220681,0.0,6550.008,78,10,-62.18530295256191,0.0,-92.86193664774315,8.647016925878855,78,-92.86193664774315,-78.14899411220681,-4606.502,2175738.2,8.647016925878855,5.9820557,-78.14899411220684,24.915493,-62.18530295256191,0.0,0.0,524000
-69.24317497320777,10,-69.24317497320777,0.0,4658.5825,79,10,-41.19536474193982,0.0,-85.45522431891958,11.89170682726004,79,-85.45522431891958,-69.24317497320777,-1774.685,2021835.8,11.89170682726004,5.317624,-69.24317497320777,17.93833,-41.19536474193982,0.0,0.0,530000
-36.716960702136284,10,-36.71696070213628,0.1,4641.018,80,10,-26.371917375758745,0.1,-53.56882900682712,7.588615300349669,80,-53.56882900682712,-36.71696070213628,-3518.5425,2136325.5,7.588615300349669,4.85585,-36.716960702136284,8.427476,-26.371917375758745,0.0,0.0,536000
-61.319555390762105,10,-61.31955539076209,0.0,7691.043,81,10,-23.202059252973083,0.0,-82.1940453259949,19.65585357346505,81,-82.1940453259949,-61.31955539076209,-2932.5073,2121234.2,19.65585357346505,4.4422793,-61.319555390762105,9.151791,-23.202059252973083,0.0,0.0,542000
-46.97501058285609,10,-46.975010582856086,0.0,4964.594,82,10,-23.577626597065738,0.0,-69.87948228665405,14.276670596391671,82,-69.87948228665405,-46.975010582856086,-5732.36,2347309.8,14.276670596391671,4.2263026,-46.97501058285609,2.260549,-23.577626597065738,0.0,0.0,548000
766.9844897374135,10,766.9844897374132,0.1,3557.292,83,10,8145.592241797397,0.1,-109.30656616288412,2459.7974701350595,83,-109.30656616288412,766.9844897374132,-10660.756,2865232.5,2459.7974701350595,4.2952375,766.9844897374135,-5.9896173,8145.592241797397,0.0,0.0,554000
-38.32599594671465,10,-38.325995946714656,0.0,2893.704,84,10,-19.47117793188449,0.0,-95.81452531415947,22.652276908236605,84,-95.81452531415947,-38.325995946714656,-14529.329,3306532.8,22.652276908236605,4.916493,-38.32599594671465,-10.165742,-19.47117793188449,0.0,0.0,560000
-33.4836190868882,10,-33.48361908688819,0.0,3348.116,85,10,-13.707657210533883,0.0,-67.80475957765802,16.558111937324384,85,-67.80475957765802,-33.48361908688819,-19503.084,3046483.5,16.558111937324384,5.871375,-33.4836190868882,-18.262575,-13.707657210533883,0.0,0.0,566000
-29.920985276291322,10,-29.920985276291315,0.0,2403.375,86,10,-14.825797944942254,0.0,-47.31946193951129,8.945586868831965,86,-47.31946193951129,-29.920985276291315,-18986.07,3141199.2,8.945586868831965,6.9102383,-29.920985276291322,-17.27922,-14.825797944942254,0.0,0.0,572000
51.18737915437212,10,51.18737915437218,0.2,2520.6084,87,10,624.9891726575313,0.2,-66.88518248518444,200.58997456033032,87,-66.88518248518444,51.18737915437218,-14701.186,2800304.5,200.58997456033032,7.5680084,51.18737915437212,-7.0063295,624.9891726575313,0.0,0.0,578000
-41.339214001341205,10,-41.33921400134119,0.1,2610.3442,88,10,-18.336860630456254,0.1,-64.91559433244167,13.42788066014538,88,-64.91559433244167,-41.33921400134119,-19090.736,3073171.5,13.42788066014538,8.268629,-41.339214001341205,-12.519367,-18.336860630456254,0.0,0.0,584000
-58.27505702957889,10,-58.27505702957891,0.1,2018.944,89,10,-11.487905046587242,0.1,-106.53860037014337,25.660720772493733,89,-106.53860037014337,-58.27505702957891,-18419.318,3569493.5,25.660720772493733,8.854871,-58.27505702957889,-3.5293021,-11.487905046587242,0.0,0.0,590000
11731.15884369044,10,11731.158843690444,0.1,1800.8309,90,10,117842.85042747854,0.1,-136.20921385022228,35370.577065765276,90,-136.20921385022228,11731.158843690444,-34875.66,3805308.5,35370.577065765276,10.170278,11731.15884369044,-27.48225,117842.85042747854,0.0,0.0,596000
