MetaTest/button-press-topdown-v1/MinReturn,MetaTest/button-press-topdown-v1/MaxReturn,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/button-press-topdown-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTest/button-press-topdown-v1/AverageDiscountedReturn,MetaTest/button-press-topdown-v1/StdReturn,MetaTest/button-press-topdown-v1/NumTrajs,MetaTest/button-press-topdown-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/button-press-topdown-v1/Iteration,MetaTest/button-press-topdown-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/Alpha
216852.57562927686,340708.3174999136,10,704000,290831.22850864584,20,51336.839996820294,290831.22850864584,-694600.44,329987900.0,290831.22850864584,51336.839996820294,10,0.7,0.7,666.1089,-36.617332,20,0.0,216852.57562927686,0.0,290831.22850864584,340708.3174999136,nan
220974.04322962766,339299.2253109884,10,728000,315515.996510486,21,33334.30910210139,315515.996510486,-711571.56,361342460.0,315515.996510486,33334.30910210139,10,0.9,0.9,461.39838,-36.363564,21,0.0,220974.04322962766,0.0,315515.996510486,339299.2253109884,nan
-17.688705457912402,332963.40773418517,10,752000,192345.76362692838,22,105945.21502168868,192345.76362692838,-748003.8,381639900.0,192345.76362692835,105945.21502168868,10,0.7,0.7,324.57523,-36.185974,22,0.0,-17.688705457912402,0.0,192345.76362692835,332963.40773418517,nan
-17.64523458459243,343636.02086802863,10,776000,239072.6698247847,23,117253.78718618638,239072.6698247847,-788088.94,389948260.0,239072.66982478468,117253.78718618638,10,0.9,0.9,275.081,-35.92731,23,0.0,-17.64523458459243,0.0,239072.66982478468,343636.02086802863,nan
13178.006891504785,337565.81266018114,10,800000,253637.18382031345,24,97736.11517157793,253637.18382031345,-784734.0,386992000.0,253637.1838203134,97736.11517157793,10,0.8,0.8,338.92413,-35.432407,24,0.0,13178.006891504785,0.0,253637.1838203134,337565.81266018114,nan
48028.31429816301,329884.77452595014,10,824000,260907.24478647922,25,100388.37854511084,260907.24478647922,-832176.44,398493280.0,260907.24478647913,100388.37854511084,10,1.0,1.0,493.78168,-34.90689,25,0.0,48028.31429816301,0.0,260907.24478647913,329884.77452595014,nan
140068.3471858297,331059.9299640126,10,848000,274922.2740352169,26,61624.471248710244,274922.2740352169,-899196.2,422583800.0,274922.2740352169,61624.471248710244,10,0.8,0.8,333.5016,-34.49957,26,0.0,140068.3471858297,0.0,274922.2740352169,331059.9299640126,nan
150392.98945771877,331823.9910017689,10,872000,272198.22783260583,27,58598.63538720926,272198.22783260583,-916917.94,422728540.0,272198.22783260583,58598.63538720926,10,0.8,0.8,234.49184,-33.962112,27,0.0,150392.98945771877,0.0,272198.22783260583,331823.9910017689,nan
5971.94576035338,325745.49411916186,10,896000,234218.23081095508,28,99200.52025938945,234218.23081095508,-922768.0,435198700.0,234218.2308109551,99200.52025938945,10,0.6,0.6,236.30865,-33.465717,28,0.0,5971.94576035338,0.0,234218.2308109551,325745.49411916186,nan
220525.8286564444,338120.0823130959,10,920000,307441.8434296268,29,37774.5370508903,307441.8434296268,-933451.75,430939330.0,307441.8434296269,37774.5370508903,10,0.8,0.8,249.55806,-33.147438,29,0.0,220525.8286564444,0.0,307441.8434296269,338120.0823130959,nan
-17.309541601251073,335577.72624268057,10,944000,279653.34741713887,30,98800.01019825626,279653.34741713887,-939720.25,419526340.0,279653.34741713887,98800.01019825626,10,0.8,0.8,260.21497,-32.91291,30,0.0,-17.309541601251073,0.0,279653.34741713887,335577.72624268057,nan
218918.92026878375,334150.92121548153,10,968000,285577.54637693265,31,40493.12467004903,285577.54637693265,-947265.06,417872220.0,285577.5463769327,40493.12467004903,10,0.7,0.7,224.47282,-32.907326,31,0.0,218918.92026878375,0.0,285577.5463769327,334150.92121548153,nan
121324.4684863337,341692.0217001492,10,992000,293236.5244380377,32,70279.88881057446,293236.5244380377,-960722.7,426607460.0,293236.52443803777,70279.88881057446,10,1.0,1.0,235.2309,-32.669857,32,0.0,121324.4684863337,0.0,293236.52443803777,341692.0217001492,nan
93541.6563704057,331616.64747626527,10,1016000,282716.11720694735,33,70010.91859611077,282716.11720694735,-966879.1,435253280.0,282716.1172069474,70010.91859611077,10,1.0,1.0,229.85562,-32.527756,33,0.0,93541.6563704057,0.0,282716.1172069474,331616.64747626527,nan
25881.728016525896,340010.26761473005,10,1040000,282045.93315735966,34,91019.23424810219,282045.93315735966,-975781.3,441584770.0,282045.9331573597,91019.23424810219,10,0.8,0.8,227.04974,-31.94307,34,0.0,25881.728016525896,0.0,282045.9331573597,340010.26761473005,nan
244207.77591597982,339339.0172930151,10,1064000,299198.3774723266,35,31044.414435393595,299198.3774723266,-1001062.5,441538240.0,299198.3774723264,31044.414435393595,10,0.9,0.9,246.62949,-31.729202,35,0.0,244207.77591597982,0.0,299198.3774723264,339339.0172930151,nan
-23.695472520966366,339851.0607619611,10,1088000,258511.14195286,36,107358.49903628953,258511.14195286,-1016078.44,453619300.0,258511.14195286008,107358.49903628953,10,1.0,1.0,275.48904,-31.832752,36,0.0,-23.695472520966366,0.0,258511.14195286008,339851.0607619611,nan
4009.0625396135188,344036.9886824102,10,1112000,286597.43616266607,37,96975.75697025722,286597.43616266607,-1034044.8,476991500.0,286597.436162666,96975.75697025722,10,1.0,1.0,440.82736,-31.756699,37,0.0,4009.0625396135188,0.0,286597.436162666,344036.9886824102,nan
-16.383195048764563,332549.15273707354,10,1136000,205213.51914375782,38,102895.79142127717,205213.51914375782,-355888.72,175687520.0,205213.51914375782,102895.79142127717,10,0.7,0.7,2643.282,-36.61438,38,0.0,-16.383195048764563,0.0,205213.51914375782,332549.15273707354,nan
127057.65865247724,338474.8551921005,10,1160000,280794.3599552525,39,61401.10058288057,280794.3599552525,-648450.9,378057730.0,280794.3599552525,61401.10058288057,10,0.9,0.9,406.2615,-32.47981,39,0.0,127057.65865247724,0.0,280794.3599552525,338474.8551921005,nan
6817.005856390458,329327.72578576737,10,1184000,164415.04257257545,40,120212.38985764464,164415.04257257545,-849609.4,518046200.0,164415.04257257548,120212.38985764464,10,0.8,0.8,355.00958,-31.436377,40,0.0,6817.005856390458,0.0,164415.04257257548,329327.72578576737,nan
-23.403335467303364,343806.5157105372,10,1208000,222036.82346032947,41,144588.29133865127,222036.82346032947,-988317.44,592053200.0,222036.82346032938,144588.29133865127,10,1.0,1.0,322.0898,-31.35911,41,0.0,-23.403335467303364,0.0,222036.82346032938,343806.5157105372,nan
-20.408834155016695,340573.1632650453,10,1232000,206340.10895984847,42,144996.38523684355,206340.10895984847,-1024377.5,605930050.0,206340.10895984835,144996.38523684355,10,0.9,0.9,279.2512,-31.573801,42,0.0,-20.408834155016695,0.0,206340.10895984835,340573.1632650453,nan
33828.55756079336,336461.696096376,10,1256000,289177.3013314387,43,87591.93439843194,289177.3013314387,-1037099.5,611480260.0,289177.30133143876,87591.93439843194,10,1.0,1.0,313.53864,-31.706703,43,0.0,33828.55756079336,0.0,289177.30133143876,336461.696096376,nan
117089.57177666151,343794.4106098376,10,1280000,285262.6610614582,44,74632.51132866536,285262.6610614582,-1044682.7,612534400.0,285262.66106145823,74632.51132866536,10,1.0,1.0,371.26282,-32.121834,44,0.0,117089.57177666151,0.0,285262.66106145823,343794.4106098376,nan
-20.049884124207743,343755.39826251427,10,1304000,294892.8537018454,45,99399.26780722877,294892.8537018454,-1066852.9,621492740.0,294892.85370184534,99399.26780722877,10,1.0,1.0,473.12094,-32.749546,45,0.0,-20.049884124207743,0.0,294892.85370184534,343755.39826251427,nan
71946.46559672269,345647.7072538658,10,1328000,302110.06209361844,46,80203.07476701346,302110.06209361844,-1074532.4,620696200.0,302110.06209361844,80203.07476701346,10,1.0,1.0,363.76837,-33.803356,46,0.0,71946.46559672269,0.0,302110.06209361844,345647.7072538658,nan
63667.07677383773,327747.6997210368,10,1352000,205589.50094490312,47,109948.63661814197,205589.50094490312,-1069715.2,612022100.0,205589.50094490312,109948.63661814197,10,0.9,0.9,375.3351,-33.88314,47,0.0,63667.07677383773,0.0,205589.50094490312,327747.6997210368,nan
127588.29088955585,342997.73807096056,10,1376000,312775.2227275608,48,62303.0365334395,312775.2227275608,-1062104.0,601809500.0,312775.2227275608,62303.0365334395,10,0.9,0.9,377.354,-34.165913,48,0.0,127588.29088955585,0.0,312775.2227275608,342997.73807096056,nan
117381.6761805057,336551.5224609484,10,1400000,289377.5487431557,49,75781.61937517254,289377.5487431557,-1054033.5,604633540.0,289377.5487431557,75781.61937517254,10,0.9,0.9,439.22708,-35.286457,49,0.0,117381.6761805057,0.0,289377.5487431557,336551.5224609484,nan
168722.90648324566,342683.79238260374,10,1424000,288768.57245417335,50,68418.61901552782,288768.57245417335,-1054140.6,618927500.0,288768.57245417335,68418.61901552782,10,1.0,1.0,472.1615,-35.044,50,0.0,168722.90648324566,0.0,288768.57245417335,342683.79238260374,nan
156701.1366982709,336358.00748579414,10,1448000,297886.227128583,51,53794.532538147636,297886.227128583,-1061863.5,619685800.0,297886.22712858295,53794.532538147636,10,1.0,1.0,528.6099,-34.86194,51,0.0,156701.1366982709,0.0,297886.22712858295,336358.00748579414,nan
130201.31107459418,339548.97396759654,10,1472000,294766.9305081738,52,62145.99232057849,294766.9305081738,-1062535.9,607786500.0,294766.9305081739,62145.99232057849,10,1.0,1.0,505.10632,-34.584145,52,0.0,130201.31107459418,0.0,294766.9305081739,339548.97396759654,nan
34103.73483135119,342992.5236360887,10,1496000,241289.35424844507,53,117775.13085869947,241289.35424844507,-1063158.8,599552060.0,241289.3542484452,117775.13085869947,10,0.8,0.8,473.15845,-34.565647,53,0.0,34103.73483135119,0.0,241289.3542484452,342992.5236360887,nan
113695.99809312908,340791.58469171525,10,1520000,281758.3134843567,54,73142.36884240313,281758.3134843567,-1061536.8,595998900.0,281758.3134843566,73142.36884240313,10,0.9,0.9,401.6979,-34.622063,54,0.0,113695.99809312908,0.0,281758.3134843566,340791.58469171525,nan
53052.67383338162,334745.44732102356,10,1544000,244413.3336912489,55,96469.53540085725,244413.3336912489,-1058695.1,595948860.0,244413.33369124896,96469.53540085725,10,0.8,0.8,412.857,-34.770767,55,0.0,53052.67383338162,0.0,244413.33369124896,334745.44732102356,nan
-17.642273689507096,338835.9662573274,10,1568000,205607.2387033022,56,128076.6576310557,205607.2387033022,-1058754.9,590827200.0,205607.23870330208,128076.6576310557,10,0.9,0.9,354.3188,-34.944626,56,0.0,-17.642273689507096,0.0,205607.23870330208,338835.9662573274,nan
-16.893923683758395,338733.37481899484,10,1592000,248155.8973990554,57,105202.80495605285,248155.8973990554,-1058218.5,588185600.0,248155.8973990554,105202.80495605285,10,0.9,0.9,368.04065,-35.090836,57,0.0,-16.893923683758395,0.0,248155.8973990554,338733.37481899484,nan
66064.3640010041,341668.71087922185,10,1616000,287989.44875911105,58,79185.90147437641,287989.44875911105,-1056477.6,584522000.0,287989.44875911117,79185.90147437641,10,0.9,0.9,440.41187,-35.06698,58,0.0,66064.3640010041,0.0,287989.44875911117,341668.71087922185,nan
224921.2987595302,341635.6149522834,10,1640000,319211.3741367144,59,31829.24141794465,319211.3741367144,-1060194.9,589794100.0,319211.37413671415,31829.24141794465,10,1.0,1.0,453.6157,-35.259834,59,0.0,224921.2987595302,0.0,319211.37413671415,341635.6149522834,nan
73082.07701148468,340652.64571570716,10,1664000,291115.1985534175,60,84230.54014817176,291115.1985534175,-1054337.9,588613300.0,291115.1985534176,84230.54014817176,10,1.0,1.0,379.87756,-35.709923,60,0.0,73082.07701148468,0.0,291115.1985534176,340652.64571570716,nan
-17.981254141011117,343532.70897918113,10,1688000,253353.58808575934,61,124086.11958797598,253353.58808575934,-702443.25,888244160.0,253353.58808575934,124086.11958797598,10,0.9,0.9,3877.4727,-37.543907,61,0.0,-17.981254141011117,0.0,253353.58808575934,343532.70897918113,nan
248351.5545785842,341142.83533171186,10,1712000,317336.9268584338,62,25223.18850041061,317336.9268584338,-846938.75,603697660.0,317336.9268584338,25223.18850041061,10,1.0,1.0,1762.2479,-36.88454,62,0.0,248351.5545785842,0.0,317336.9268584338,341142.83533171186,nan
113403.19021838566,334717.3624369287,10,1736000,271444.48855440074,63,66073.91824682268,271444.48855440074,-833318.2,552941400.0,271444.4885544007,66073.91824682268,10,1.0,1.0,1437.531,-36.399426,63,0.0,113403.19021838566,0.0,271444.4885544007,334717.3624369287,nan
286648.87441224325,339373.79381004104,10,1760000,319903.18645525695,64,14057.49940135177,319903.18645525695,-948527.4,615825800.0,319903.18645525695,14057.49940135177,10,1.0,1.0,1060.9427,-36.42421,64,0.0,286648.87441224325,0.0,319903.18645525695,339373.79381004104,nan
71568.33444127585,334428.73179053183,10,1784000,296098.45441992197,65,76417.1458658324,296098.45441992197,-999039.4,634921900.0,296098.4544199219,76417.1458658324,10,1.0,1.0,856.7297,-35.983475,65,0.0,71568.33444127585,0.0,296098.4544199219,334428.73179053183,nan
-19.78266406370218,342567.1758982777,10,1808000,267469.88599776995,66,107364.28536628166,267469.88599776995,-1033693.9,634833500.0,267469.88599776995,107364.28536628166,10,0.9,0.9,720.57477,-35.955444,66,0.0,-19.78266406370218,0.0,267469.88599776995,342567.1758982777,nan
177974.52185304853,341827.8894208005,10,1832000,306118.6018220732,67,49247.84468179923,306118.6018220732,-1052388.0,642738500.0,306118.60182207316,49247.84468179923,10,1.0,1.0,679.4535,-36.00733,67,0.0,177974.52185304853,0.0,306118.60182207316,341827.8894208005,nan
84097.79798696062,342505.5057099422,10,1856000,259468.65921013086,68,87869.19920486251,259468.65921013086,-1070545.6,648883600.0,259468.6592101309,87869.19920486251,10,0.9,0.9,523.62054,-35.968147,68,0.0,84097.79798696062,0.0,259468.6592101309,342505.5057099422,nan
80716.61724994889,339366.20987772,10,1880000,227617.92759279284,69,80140.24750812107,227617.92759279284,-1082038.5,655383200.0,227617.92759279287,80140.24750812107,10,0.9,0.9,437.99594,-35.954765,69,0.0,80716.61724994889,0.0,227617.92759279287,339366.20987772,nan
94734.5044242023,339995.2720522689,10,1904000,275256.3229828103,70,88438.808073494,275256.3229828103,-1091091.8,660699460.0,275256.3229828103,88438.808073494,10,1.0,1.0,578.78723,-35.920055,70,0.0,94734.5044242023,0.0,275256.3229828103,339995.2720522689,nan
14128.786341124825,342834.9705326393,10,1928000,295255.24908345623,71,95923.99143071019,295255.24908345623,-1098706.2,651492700.0,295255.24908345623,95923.99143071019,10,1.0,1.0,683.0741,-35.979187,71,0.0,14128.786341124825,0.0,295255.24908345623,342834.9705326393,nan
139961.83709737693,340109.793290428,10,1952000,277799.8920369378,72,68682.60734829516,277799.8920369378,-1106156.9,646303170.0,277799.89203693776,68682.60734829516,10,1.0,1.0,527.157,-36.13415,72,0.0,139961.83709737693,0.0,277799.89203693776,340109.793290428,nan
289459.18722112343,341774.2277149877,10,1976000,320038.86835201626,73,19601.223519257986,320038.86835201626,-1116463.4,652483840.0,320038.8683520161,19601.223519257986,10,1.0,1.0,436.9825,-36.26853,73,0.0,289459.18722112343,0.0,320038.8683520161,341774.2277149877,nan
296520.61067163985,342126.78154796304,10,2000000,326481.936389021,74,14897.837919750757,326481.936389021,-1124465.8,659618370.0,326481.936389021,14897.837919750757,10,1.0,1.0,425.90018,-36.4209,74,0.0,296520.61067163985,0.0,326481.936389021,342126.78154796304,nan
-54.44366742717584,342492.0675292352,10,2024000,164035.14258498233,75,164498.8568561603,164035.14258498233,-831189.4,574543200.0,164035.14258498236,164498.8568561603,10,0.5,0.5,70173.65,-36.69323,75,0.0,-54.44366742717584,0.0,164035.14258498236,342492.0675292352,nan
-18.55487518072286,342367.38878842257,10,2048000,191745.8891479845,76,135751.2286071497,191745.8891479845,-849517.7,552591600.0,191745.88914798453,135751.2286071497,10,0.9,0.9,4470.6504,-37.559734,76,0.0,-18.55487518072286,0.0,191745.88914798453,342367.38878842257,nan
-17.350630398645396,339475.9840677146,10,2072000,276149.4657701638,77,117893.50088712761,276149.4657701638,-1092869.0,695019840.0,276149.46577016375,117893.50088712761,10,1.0,1.0,660.7751,-37.00674,77,0.0,-17.350630398645396,0.0,276149.46577016375,339475.9840677146,nan
86285.90007533529,340941.72576497856,10,2096000,302963.36400411517,78,74410.03871490266,302963.36400411517,-1119274.4,713058800.0,302963.3640041152,74410.03871490266,10,1.0,1.0,386.06192,-36.531437,78,0.0,86285.90007533529,0.0,302963.3640041152,340941.72576497856,nan
69376.13697488312,343813.20440788957,10,2120000,307378.79478392965,79,79912.69217773678,307378.79478392965,-1121906.8,707249860.0,307378.7947839296,79912.69217773678,10,1.0,1.0,322.6297,-36.543655,79,0.0,69376.13697488312,0.0,307378.7947839296,343813.20440788957,nan
160261.27018474558,345032.5305993698,10,2144000,299057.7055658152,80,61802.61718424202,299057.7055658152,-1125027.1,713215740.0,299057.70556581527,61802.61718424202,10,1.0,1.0,363.1613,-36.567883,80,0.0,160261.27018474558,0.0,299057.70556581527,345032.5305993698,nan
88477.93720874174,342730.8550331716,10,2168000,304311.77622779954,81,73548.08535686311,304311.77622779954,-1132749.2,724040500.0,304311.77622779954,73548.08535686311,10,1.0,1.0,359.1155,-36.681965,81,0.0,88477.93720874174,0.0,304311.77622779954,342730.8550331716,nan
270746.68176400533,344240.2481356059,10,2192000,318014.39368384465,82,24674.25674995189,318014.39368384465,-1144940.2,740230100.0,318014.3936838446,24674.25674995189,10,1.0,1.0,330.05383,-36.87211,82,0.0,270746.68176400533,0.0,318014.3936838446,344240.2481356059,nan
321394.9508809857,343794.3125929862,10,2216000,336133.1847856096,83,5876.445682290386,336133.1847856096,-1155223.0,753212300.0,336133.1847856096,5876.445682290386,10,1.0,1.0,387.31937,-36.9334,83,0.0,321394.9508809857,0.0,336133.1847856096,343794.3125929862,nan
186995.35587576343,347216.57878114533,10,2240000,316607.9025222415,84,46338.78424094186,316607.9025222415,-1160771.6,755943400.0,316607.9025222414,46338.78424094186,10,1.0,1.0,383.62546,-36.876736,84,0.0,186995.35587576343,0.0,316607.9025222414,347216.57878114533,nan
80067.5708473664,345635.8477011477,10,2264000,295056.47273122345,85,79303.2903951814,295056.47273122345,-1164728.9,765647700.0,295056.47273122333,79303.2903951814,10,1.0,1.0,398.07745,-36.793617,85,0.0,80067.5708473664,0.0,295056.47273122333,345635.8477011477,nan
-18.950079650253276,343088.4283148689,10,2288000,239693.47522128015,86,128516.09888672332,239693.47522128015,-1169222.4,774674000.0,239693.47522128015,128516.09888672332,10,1.0,1.0,379.4796,-36.7395,86,0.0,-18.950079650253276,0.0,239693.47522128015,343088.4283148689,nan
291564.58582600026,343007.9383737127,10,2312000,334190.77801626315,87,14707.899094204953,334190.77801626315,-1165918.9,791573800.0,334190.77801626327,14707.899094204953,10,1.0,1.0,426.50674,-36.418556,87,0.0,291564.58582600026,0.0,334190.77801626327,343007.9383737127,nan
273375.02338597225,341351.48500994436,10,2336000,328091.747987057,88,19646.4723613728,328091.747987057,-1170098.0,789472960.0,328091.7479870571,19646.4723613728,10,1.0,1.0,455.85883,-36.624302,88,0.0,273375.02338597225,0.0,328091.7479870571,341351.48500994436,nan
15788.982133397283,346085.6154602522,10,2360000,300239.70983977837,89,96810.60097039152,300239.70983977837,-1177307.5,796216700.0,300239.7098397785,96810.60097039152,10,1.0,1.0,436.05807,-36.368,89,0.0,15788.982133397283,0.0,300239.7098397785,346085.6154602522,nan
51585.228696615995,344651.994619541,10,2384000,293221.70336710976,90,86558.96042691312,293221.70336710976,-1181843.9,809690300.0,293221.70336710976,86558.96042691312,10,1.0,1.0,473.1421,-36.372143,90,0.0,51585.228696615995,0.0,293221.70336710976,344651.994619541,nan
60106.98217773519,345142.5332708374,10,2408000,253676.8732415096,91,107401.20640254658,253676.8732415096,-1186774.5,812653060.0,253676.8732415097,107401.20640254658,10,1.0,1.0,357.68176,-36.35299,91,0.0,60106.98217773519,0.0,253676.8732415097,345142.5332708374,nan
208012.5382434971,343988.33950295835,10,2432000,319520.15805056563,92,37962.38033562009,319520.15805056563,-1189890.1,824617000.0,319520.15805056563,37962.38033562009,10,1.0,1.0,361.3202,-36.34137,92,0.0,208012.5382434971,0.0,319520.15805056563,343988.33950295835,nan
