MetaTrain/Average/QfLoss,MetaTest/plate-slide-side-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/plate-slide-side-v1/AverageReturn,MetaTest/plate-slide-side-v1/MaxReturn,MetaTest/plate-slide-side-v1/Iteration,MetaTest/plate-slide-side-v1/NumTrajs,MetaTest/plate-slide-side-v1/MinReturn,MetaTest/plate-slide-side-v1/TerminationRate,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/plate-slide-side-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTrain/Average/Alpha,MetaTest/plate-slide-side-v1/SuccessRate
21578686.0,30543.036767133275,10,99882.88984604072,-89.85991533721877,1723.9528,47571.348344082675,47571.348344082675,99882.88984604072,42,10,-89.85991533721877,0.0,1232000,-20.102766,30543.036767133275,-73988.71,47571.348344082675,47571.348344082675,0.1,0.0,42,nan,0.1
26161594.0,38024.324613355224,10,121998.14238286646,-62.13197485699047,611.97455,22993.136406422153,22993.13640642216,121998.14238286646,43,10,-62.13197485699047,0.0,1256000,-20.944859,38024.324613355224,-92640.85,22993.136406422153,22993.13640642216,0.3,0.0,43,nan,0.3
27521354.0,44956.588031971456,10,160455.25230207306,11202.887269516557,571.8611,83366.92479029883,83366.92479029887,160455.25230207306,44,10,11202.887269516557,0.0,1280000,-21.114296,44956.588031971456,-97529.6,83366.92479029883,83366.92479029887,0.4,0.0,44,nan,0.4
31953492.0,54728.66821881261,10,146026.0715861875,8265.45635690226,2494.72,60978.11336094793,60978.11336094795,146026.0715861875,45,10,8265.45635690226,0.0,1304000,-21.539293,54728.66821881261,-111693.35,60978.11336094793,60978.11336094795,0.3,0.0,45,nan,0.3
31646028.0,66327.58943777862,10,211419.75532262865,245.46822353243445,6982.0747,33123.994055061354,33123.99405506135,211419.75532262865,46,10,245.46822353243445,0.0,1328000,-21.496725,66327.58943777862,-116342.734,33123.994055061354,33123.99405506135,0.2,0.0,46,nan,0.2
33210034.0,57353.805443360725,10,179000.88414403025,2178.333763045007,2625.109,83420.12767912123,83420.12767912121,179000.88414403025,47,10,2178.333763045007,0.0,1352000,-21.387508,57353.805443360725,-109328.64,83420.12767912123,83420.12767912121,0.4,0.0,47,nan,0.4
35306340.0,43757.46099676883,10,147992.2938134742,6994.823710575957,1385.9165,96853.81977553492,96853.81977553494,147992.2938134742,48,10,6994.823710575957,0.0,1376000,-21.445421,43757.46099676883,-109024.56,96853.81977553492,96853.81977553494,0.6,0.0,48,nan,0.6
39652640.0,48736.907526253846,10,157400.20375465738,8050.363606693572,469.6874,62088.89630041291,62088.89630041293,157400.20375465738,49,10,8050.363606693572,0.0,1400000,-21.732798,48736.907526253846,-115281.01,62088.89630041291,62088.89630041293,0.2,0.0,49,nan,0.2
45396930.0,29773.94978023967,10,84217.41106138298,310.9888843847878,456.43964,40398.539127266755,40398.539127266755,84217.41106138298,50,10,310.9888843847878,0.0,1424000,-21.811226,29773.94978023967,-127134.23,40398.539127266755,40398.539127266755,0.3,0.0,50,nan,0.3
52860290.0,47855.89881105249,10,171088.43397279092,11982.43539145767,1188.5714,84414.37333340582,84414.37333340585,171088.43397279092,51,10,11982.43539145767,0.0,1448000,-21.80083,47855.89881105249,-141468.55,84414.37333340582,84414.37333340585,0.5,0.0,51,nan,0.5
57930820.0,45606.91601967412,10,155579.36535648478,12499.527685319621,626.55664,78496.79243593029,78496.79243593029,155579.36535648478,52,10,12499.527685319621,0.0,1472000,-21.657227,45606.91601967412,-151935.88,78496.79243593029,78496.79243593029,0.5,0.0,52,nan,0.5
62013070.0,51504.318377013085,10,179015.7034482446,12264.262875442331,700.90137,91205.17760306851,91205.1776030685,179015.7034482446,53,10,12264.262875442331,0.0,1496000,-21.72929,51504.318377013085,-152476.19,91205.17760306851,91205.1776030685,0.8,0.0,53,nan,0.8
63268280.0,45664.84603097094,10,157832.51989974055,283.1280719815053,4424.5977,80727.92686379276,80727.92686379279,157832.51989974055,54,10,283.1280719815053,0.0,1520000,-21.853844,45664.84603097094,-149980.52,80727.92686379276,80727.92686379279,0.7,0.0,54,nan,0.7
65357020.0,40018.98415555964,10,133203.12450647095,654.7443798242606,9268.764,57848.30622726136,57848.30622726135,133203.12450647095,55,10,654.7443798242606,0.0,1544000,-21.919006,40018.98415555964,-152303.27,57848.30622726136,57848.30622726135,0.7,0.0,55,nan,0.7
69141750.0,50282.00025274931,10,176809.69335540562,33775.658353070314,3985.029,91113.7755931631,91113.77559316313,176809.69335540562,56,10,33775.658353070314,0.0,1568000,-22.193254,50282.00025274931,-156582.67,91113.7755931631,91113.77559316313,0.5,0.0,56,nan,0.5
73776320.0,57088.84359309526,10,214661.75581340966,-16.12891115465555,920.92523,83160.135694103,83160.135694103,214661.75581340966,57,10,-16.12891115465555,0.0,1592000,-22.177618,57088.84359309526,-169229.73,83160.135694103,83160.135694103,0.7,0.0,57,nan,0.7
77984150.0,49228.74905031899,10,149010.6816233593,18941.533440088206,500.13785,81069.43925241774,81069.43925241777,149010.6816233593,58,10,18941.533440088206,0.0,1616000,-22.537512,49228.74905031899,-180176.98,81069.43925241774,81069.43925241777,0.5,0.0,58,nan,0.5
79298500.0,45894.594028850595,10,216982.51330233508,46210.831545372435,7899.7417,108493.8595055171,108493.85950551709,216982.51330233508,59,10,46210.831545372435,0.0,1640000,-23.186314,45894.594028850595,-187154.94,108493.8595055171,108493.85950551709,0.6,0.0,59,nan,0.6
78924530.0,44238.12164785814,10,116316.27000931637,-95.5226608101261,5063.138,31562.372509308276,31562.372509308283,116316.27000931637,60,10,-95.5226608101261,0.0,1664000,-24.049582,44238.12164785814,-187396.61,31562.372509308276,31562.372509308283,0.1,0.0,60,nan,0.1
75800970.0,41918.841737809555,10,120381.72032520342,-63.67686188580406,5947.2495,37622.41358145186,37622.41358145185,120381.72032520342,61,10,-63.67686188580406,0.0,1688000,-24.499283,41918.841737809555,-184688.67,37622.41358145186,37622.41358145185,0.3,0.0,61,nan,0.3
79447970.0,47847.459253588946,10,127615.09344874609,-95.80613423451479,10101.198,38261.17306938195,38261.173069381926,127615.09344874609,62,10,-95.80613423451479,0.0,1712000,-24.32118,47847.459253588946,-197043.36,38261.17306938195,38261.173069381926,0.2,0.0,62,nan,0.2
82009920.0,63045.21954674531,10,204029.9351945408,-95.80613423451479,10275.595,48762.932355203884,48762.932355203884,204029.9351945408,63,10,-95.80613423451479,0.0,1736000,-24.203688,63045.21954674531,-199101.1,48762.932355203884,48762.932355203884,0.4,0.0,63,nan,0.4
80416000.0,43118.278976298774,10,114446.63560865745,-69.56620487431226,8645.682,41323.73855729242,41323.738557292396,114446.63560865745,64,10,-69.56620487431226,0.0,1760000,-24.360277,43118.278976298774,-195571.47,41323.73855729242,41323.738557292396,0.3,0.0,64,nan,0.3
75083290.0,46786.75486811352,10,129207.91812645242,-44.582176669606966,4769.444,43241.87841316272,43241.878413162725,129207.91812645242,65,10,-44.582176669606966,0.0,1784000,-24.723532,46786.75486811352,-177763.58,43241.87841316272,43241.878413162725,0.2,0.0,65,nan,0.2
86253610.0,57600.14396047269,10,187945.34633342287,-56.90067372434969,3139.0815,33426.320748366925,33426.32074836692,187945.34633342287,66,10,-56.90067372434969,0.0,1808000,-24.321722,57600.14396047269,-212374.27,33426.320748366925,33426.32074836692,0.4,0.0,66,nan,0.4
89958960.0,72163.80416303991,10,187444.37498059316,-38.33023687656002,2191.5044,57505.00641128725,57505.006411287235,187444.37498059316,67,10,-38.33023687656002,0.0,1832000,-24.405128,72163.80416303991,-230455.36,57505.00641128725,57505.006411287235,0.4,0.0,67,nan,0.4
92291990.0,56674.90579177123,10,141564.39905202296,6708.675077991812,1197.0876,88522.04456681666,88522.04456681666,141564.39905202296,68,10,6708.675077991812,0.0,1856000,-24.34658,56674.90579177123,-234363.33,88522.04456681666,88522.04456681666,0.7,0.0,68,nan,0.7
93627320.0,37491.56766916577,10,120035.81386752188,-64.31433256815085,1305.691,28048.084095321432,28048.08409532142,120035.81386752188,69,10,-64.31433256815085,0.0,1880000,-24.172497,37491.56766916577,-240352.06,28048.084095321432,28048.08409532142,0.3,0.0,69,nan,0.3
95474570.0,46168.52231566199,10,137132.70501409282,-68.61062725636413,721.429,30659.030802749057,30659.030802749057,137132.70501409282,70,10,-68.61062725636413,0.0,1904000,-23.87786,46168.52231566199,-244165.39,30659.030802749057,30659.030802749057,0.4,0.0,70,nan,0.4
95709230.0,15985.257245589504,10,45601.09356906164,-63.58721427061108,657.2061,13638.713155653739,13638.713155653735,45601.09356906164,71,10,-63.58721427061108,0.0,1928000,-23.91188,15985.257245589504,-248174.84,13638.713155653739,13638.713155653735,0.2,0.0,71,nan,0.2
96109176.0,33769.90977885509,10,162167.56033757614,75625.39938607872,274.77576,119961.86822709469,119961.86822709472,162167.56033757614,72,10,75625.39938607872,0.0,1952000,-23.686214,33769.90977885509,-252004.95,119961.86822709469,119961.86822709472,0.6,0.0,72,nan,0.6
96973880.0,62813.74070939373,10,198496.7232733626,34772.97085632486,218.81465,102445.30112961348,102445.30112961345,198496.7232733626,73,10,34772.97085632486,0.0,1976000,-23.623247,62813.74070939373,-254070.11,102445.30112961348,102445.30112961345,0.6,0.0,73,nan,0.6
96864170.0,57722.92909974463,10,205431.40180186904,13291.870078592483,217.57011,103372.43266026097,103372.43266026098,205431.40180186904,74,10,13291.870078592483,0.0,2000000,-23.478422,57722.92909974463,-252254.75,103372.43266026097,103372.43266026098,0.4,0.0,74,nan,0.4
100826220.0,50265.57183596318,10,192527.5634703006,56609.6106637289,195.57211,131323.678789946,131323.678789946,192527.5634703006,75,10,56609.6106637289,0.0,2024000,-23.475681,50265.57183596318,-254287.2,131323.678789946,131323.678789946,0.9,0.0,75,nan,0.9
102110280.0,71724.34365956335,10,217929.12178007714,14449.460943621916,214.74982,113359.29292051739,113359.29292051736,217929.12178007714,76,10,14449.460943621916,0.0,2048000,-23.491562,71724.34365956335,-253671.23,113359.29292051739,113359.29292051736,0.6,0.0,76,nan,0.6
103079740.0,32092.556964621723,10,95899.81013873228,-1.8458179465283393,215.02847,21297.448486830097,21297.448486830086,95899.81013873228,77,10,-1.8458179465283393,0.0,2072000,-23.245522,32092.556964621723,-253785.19,21297.448486830097,21297.448486830086,0.7,0.0,77,nan,0.7
106169360.0,59822.94283078949,10,211125.21524044572,59356.05811540765,314.8141,116959.98314097915,116959.98314097915,211125.21524044572,78,10,59356.05811540765,0.0,2096000,-23.172209,59822.94283078949,-250224.95,116959.98314097915,116959.98314097915,0.6,0.0,78,nan,0.6
105373040.0,54515.82575995791,10,160768.86687122367,-115.89371413312587,1354.1334,46510.19878298936,46510.19878298935,160768.86687122367,79,10,-115.89371413312587,0.0,2120000,-22.867765,54515.82575995791,-235492.4,46510.19878298936,46510.19878298935,0.1,0.0,79,nan,0.1
103167600.0,77312.69982134325,10,204944.85734507773,-115.63419953939602,5844.348,63391.773290336016,63391.773290335994,204944.85734507773,80,10,-115.63419953939602,0.0,2144000,-23.055452,77312.69982134325,-222664.39,63391.773290336016,63391.773290335994,0.2,0.0,80,nan,0.2
98805820.0,63625.62668893036,10,214998.12151682694,-63.098427250040544,4679.734,32500.09677539075,32500.09677539074,214998.12151682694,81,10,-63.098427250040544,0.0,2168000,-22.890852,63625.62668893036,-209687.38,32500.09677539075,32500.09677539074,0.4,0.0,81,nan,0.4
31533366.0,0.2412820308356642,10,-24.367889341733658,-25.22896607296887,10502.102,-24.507835428140353,-24.50783542814036,-24.367889341733658,82,10,-25.22896607296887,0.0,2192000,-21.832651,0.2412820308356642,-61382.023,-24.507835428140353,-24.50783542814036,0.0,0.0,82,nan,0.0
21791216.0,30379.58722445498,10,130897.26916399688,23094.88132562139,3671.9485,76033.32756035932,76033.3275603593,130897.26916399688,83,10,23094.88132562139,0.0,2216000,-24.053673,30379.58722445498,-83125.055,76033.32756035932,76033.3275603593,0.5,0.0,83,nan,0.5
23270758.0,26285.638100374224,10,80047.02397404642,6814.716193739667,1961.7736,35719.03359898519,35719.03359898519,80047.02397404642,84,10,6814.716193739667,0.0,2240000,-22.532986,26285.638100374224,-124318.695,35719.03359898519,35719.03359898519,0.0,0.0,84,nan,0.0
35813556.0,61777.077542722756,10,188883.64599394333,7872.179382756609,1112.0305,71594.8141286441,71594.81412864407,188883.64599394333,85,10,7872.179382756609,0.0,2264000,-23.700272,61777.077542722756,-164452.67,71594.8141286441,71594.81412864407,0.6,0.0,85,nan,0.6
53503650.0,19.953072064194888,10,41.20956945598794,-30.120258761834148,2125.748,0.6693839105074858,0.6693839105074961,41.20956945598794,86,10,-30.120258761834148,0.0,2288000,-25.783405,19.953072064194888,-201987.22,0.6693839105074858,0.6693839105074961,0.7,0.0,86,nan,0.7
57870016.0,9.065594096996781,10,11.114502474080291,-23.55387525838367,1296.5516,-15.047642577101584,-15.047642577101588,11.114502474080291,87,10,-23.55387525838367,0.0,2312000,-26.817621,9.065594096996781,-228034.86,-15.047642577101584,-15.047642577101588,0.9,0.0,87,nan,0.9
84356230.0,362.462822027554,10,1006.2468215456698,-50.54765796754151,5646.361,140.5208959608407,140.52089596084062,1006.2468215456698,88,10,-50.54765796754151,0.0,2336000,-29.624727,362.462822027554,-117981.875,140.5208959608407,140.52089596084062,0.1,0.0,88,nan,0.1
172052480.0,16718.282305347235,10,44220.313510269385,-114.55189449056958,25004.688,11153.876506501167,11153.87650650117,44220.313510269385,89,10,-114.55189449056958,0.0,2360000,-30.507645,16718.282305347235,-161415.81,11153.876506501167,11153.87650650117,0.2,0.0,89,nan,0.2
60157028.0,63262.44088861804,10,168442.2700045104,-49.58222025601555,14795.226,51100.911301300235,51100.91130130026,168442.2700045104,90,10,-49.58222025601555,0.0,2384000,-30.514355,63262.44088861804,-214538.6,51100.911301300235,51100.91130130026,0.5,0.0,90,nan,0.5
66536612.0,62918.426890842675,10,183594.4996952449,18080.292204694222,4217.3027,90729.46336635017,90729.46336635017,183594.4996952449,91,10,18080.292204694222,0.0,2408000,-29.540733,62918.426890842675,-236848.92,90729.46336635017,90729.46336635017,0.5,0.0,91,nan,0.5
71781180.0,53394.88286410813,10,208715.13255466075,8123.073952177296,2634.068,143268.9449535305,143268.94495353056,208715.13255466075,92,10,8123.073952177296,0.0,2432000,-29.03206,53394.88286410813,-252972.45,143268.9449535305,143268.94495353056,0.8,0.0,92,nan,0.8
78599160.0,48228.577987024226,10,137535.1370279543,9108.924816005703,1878.872,85016.65486032101,85016.654860321,137535.1370279543,93,10,9108.924816005703,0.0,2456000,-27.913538,48228.577987024226,-246087.11,85016.65486032101,85016.654860321,0.6,0.0,93,nan,0.6
162861280.0,83372.8853952237,10,203793.1759657843,-116.45865691864432,5964.675,68732.44692847274,68732.44692847275,203793.1759657843,94,10,-116.45865691864432,0.0,2480000,-27.312168,83372.8853952237,-143172.25,68732.44692847274,68732.44692847275,0.4,0.0,94,nan,0.4
