policy/KLBefore,MetaTest/dial-turn-v1/SuccessRate,policy/Entropy,MetaTest/Average/TerminationRate,dial-turn-v1/AverageDiscountedReturn,Average/AverageReturn,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/MaxReturn,dial-turn-v1/MaxReturn,dial-turn-v1/TerminationRate,Average/TerminationRate,MetaTest/dial-turn-v1/MinReturn,dial-turn-v1/AverageReturn,policy/KL,dial-turn-v1/MinReturn,Average/StdReturn,MetaTest/dial-turn-v1/AverageReturn,MetaTest/dial-turn-v1/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,policy/LossAfter,policy/dLoss,MetaTest/dial-turn-v1/StdReturn,MetaTest/Average/SuccessRate,Average/SuccessRate,MetaTest/dial-turn-v1/MaxReturn,Average/MinReturn,MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTest/dial-turn-v1/NumEpisodes,dial-turn-v1/Iteration,Average/AverageDiscountedReturn,MetaTest/Average/Iteration,dial-turn-v1/StdReturn,Average/Iteration,Average/MaxReturn,policy/LossBefore,TotalEnvSteps,MetaTest/dial-turn-v1/Iteration,dial-turn-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,Average/NumEpisodes,dial-turn-v1/SuccessRate
0.0,,5.4948816,,236.8427863963867,924.323619528743,0.10941444864387662,,34523.75156504761,0.0,0.0,,924.323619528743,0.011094504,-36.4175623691057,4492.517590636723,,,,,-5.6645713,4.2094636,,,0.43,,-36.4175623691057,,,17,236.8427863963867,,4492.517590636723,17,34523.75156504761,-1.4551078,360000,,100,,,,100,0.43
0.0,,5.5003457,,203.3099400569262,1068.8579406350816,0.19620380145184269,,31281.157408260347,0.0,0.0,,1068.8579406350816,0.0101713855,-38.188827695186895,5014.468095357998,,,,,-1.2643312,6.7498956,,,0.18,,-38.188827695186895,,,18,203.3099400569262,,5014.468095357998,18,31281.157408260347,5.485564,380000,,100,,,,100,0.18
0.0,,5.500268,,199.95122740437353,1014.9198438810362,0.23508059963007344,,51840.258940341,0.0,0.0,,1014.9198438810362,0.009638481,-42.11380681549073,6275.338549077573,,,,,-7.727428,6.7524824,,,0.18,,-42.11380681549073,,,19,199.95122740437353,,6275.338549077573,19,51840.258940341,-0.9749453,400000,,100,,,,100,0.18
0.0,0.2,5.4978204,0.0,167.53082279001018,830.3073510412041,0.16252984329698683,3056.303774744807,24404.519100343154,0.0,0.0,-28.974765882532665,830.3073510412041,0.0083039105,-34.63410170238036,3944.8400389837416,337.85027002101333,0.0,10,-28.974765882532665,-3.4757433,3.2634323,917.7552572808611,0.2,0.25,3056.303774744807,-34.63410170238036,337.8502700210136,10,20,167.53082279001018,2,3944.8400389837416,20,24404.519100343154,-0.21231094,420000,2,100,337.8502700210136,337.85027002101333,917.7552572808611,100,0.25
0.0,,5.4954553,,124.15277774388211,480.690064036892,0.12431280892203478,,19758.83470566613,0.0,0.0,,480.690064036892,0.0124989925,-41.255777277390074,2731.9140616961886,,,,,-1.3460562,2.30723,,,0.11,,-41.255777277390074,,,21,124.15277774388211,,2731.9140616961886,21,19758.83470566613,0.96117383,440000,,100,,,,100,0.11
0.0,,5.4823375,,597.2717803039766,2075.921403719393,0.14236831155164587,,77482.738420162,0.0,0.0,,2075.921403719393,0.006067758,-35.07074495438526,9530.290421652786,,,,,-18.337994,10.315672,,,0.3,,-35.07074495438526,,,22,597.2717803039766,,9530.290421652786,22,77482.738420162,-8.022322,460000,,100,,,,100,0.3
0.0,,5.4573717,,81.2583296354835,449.9210835443133,0.1628319701129748,,17621.358099102912,0.0,0.0,,449.9210835443133,0.014226779,-36.32161158371604,2543.240051074924,,,,,-1.0996914,2.1693363,,,0.22,,-36.32161158371604,,,23,81.2583296354835,,2543.240051074924,23,17621.358099102912,1.0696449,480000,,100,,,,100,0.22
0.0,,5.4108744,,379.675267444872,1791.6156039148448,0.09066198693483651,,54565.75343021608,0.0,0.0,,1791.6156039148448,0.0071988404,-35.56063756075423,7772.356147811255,,,,,-10.22112,8.695707,,,0.22,,-35.56063756075423,,,24,379.675267444872,,7772.356147811255,24,54565.75343021608,-1.5254126,500000,,100,,,,100,0.22
0.0,,5.33973,,653.8320205602427,3495.4641249923548,0.27691244090638534,,99386.7008223432,0.0,0.0,,3495.4641249923548,0.007999439,-42.41896419661846,14904.580132964566,,,,,-24.082273,18.321344,,,0.19,,-42.41896419661846,,,25,653.8320205602427,,14904.580132964566,25,99386.7008223432,-5.7609296,520000,,100,,,,100,0.19
0.0,,5.287629,,485.1290032190793,1860.802176363083,0.2223484655279394,,96521.00834404238,0.0,0.0,,1860.802176363083,0.007753933,-33.7840502154579,11215.241973596641,,,,,-5.9343657,10.917491,,,0.3,,-33.7840502154579,,,26,485.1290032190793,,11215.241973596641,26,96521.00834404238,4.983125,540000,,100,,,,100,0.3
0.0,,5.25988,,938.3043071065539,4715.917085313443,0.22890276683591126,,81000.8549768696,0.0,0.0,,4715.917085313443,0.009544382,-32.6263181625809,15465.055413434591,,,,,-8.251028,17.972904,,,0.43,,-32.6263181625809,,,27,938.3043071065539,,15465.055413434591,27,81000.8549768696,9.721875,560000,,100,,,,100,0.43
0.0,,5.2275853,,827.8305445239102,3730.3724374729036,0.24143247644739974,,75608.49309393915,0.0,0.0,,3730.3724374729036,0.007685371,-33.490078041891735,13727.680305226744,,,,,-14.818269,18.053556,,,0.31,,-33.490078041891735,,,28,827.8305445239102,,13727.680305226744,28,75608.49309393915,3.2352874,580000,,100,,,,100,0.31
0.0,,5.174171,,849.5153266589689,3931.481854005324,0.23860328850589607,,153733.89786766868,0.0,0.0,,3931.481854005324,0.009482095,-36.110862547619014,18181.689347865416,,,,,-4.36255,19.698868,,,0.25,,-36.110862547619014,,,29,849.5153266589689,,18181.689347865416,29,153733.89786766868,15.336319,600000,,100,,,,100,0.25
0.0,0.5,5.1301064,0.0,857.7278350176043,3958.5165400088176,0.14791703663034173,187513.69448971993,77105.39081192281,0.0,0.0,-48.57292707799846,3958.5165400088176,0.008785481,-36.834391776599006,13941.529726414501,19485.858632552423,0.0,10,-48.57292707799846,-24.225348,20.09554,56050.891580304386,0.5,0.36,187513.69448971993,-36.834391776599006,19485.858632552427,10,30,857.7278350176043,3,13941.529726414501,30,77105.39081192281,-4.1298094,620000,3,100,19485.858632552427,19485.858632552423,56050.891580304386,100,0.36
0.0,,5.1090574,,857.594226423703,3826.2849271981,0.20968988650232145,,83107.89110164171,0.0,0.0,,3826.2849271981,0.0042296057,-40.95653456340487,12997.266481798339,,,,,-6.9682627,9.713813,,,0.37,,-40.95653456340487,,,31,857.594226423703,,12997.266481798339,31,83107.89110164171,2.74555,640000,,100,,,,100,0.37
0.0,,5.096807,,612.37072292396,2394.9713262436976,0.31918654748806763,,53507.356676407544,0.0,0.0,,2394.9713262436976,0.0050053457,-38.286125174645306,9237.092706885001,,,,,-9.555147,7.351244,,,0.18,,-38.286125174645306,,,32,612.37072292396,,9237.092706885001,32,53507.356676407544,-2.2039032,660000,,100,,,,100,0.18
0.0,,5.0852275,,1462.329573423214,6441.9584312274455,0.24776210654774578,,109787.96565122098,0.0,0.0,,6441.9584312274455,0.010541942,-38.98797978295423,20479.51192798729,,,,,-45.349926,22.533245,,,0.23,,-38.98797978295423,,,33,1462.329573423214,,20479.51192798729,33,109787.96565122098,-22.81668,680000,,100,,,,100,0.23
0.0,,5.0556135,,894.5789328789683,4424.350746037252,0.15368484817068806,,99237.99816880732,0.0,0.0,,4424.350746037252,0.010563341,-35.10126685374805,14464.668658453795,,,,,-19.50169,14.510153,,,0.42,,-35.10126685374805,,,34,894.5789328789683,,14464.668658453795,34,99237.99816880732,-4.9915376,700000,,100,,,,100,0.42
0.0,,5.0098734,,1598.1747683596736,6724.213195634704,0.2646761864580254,,209158.86733101102,0.0,0.0,,6724.213195634704,0.008417679,-31.876481900976813,25349.716631871117,,,,,-21.486132,28.567795,,,0.25,,-31.876481900976813,,,35,1598.1747683596736,,25349.716631871117,35,209158.86733101102,7.0816627,720000,,100,,,,100,0.25
0.0,,4.9732237,,601.9551661304286,2900.2934147744886,0.1966521523244953,,106140.5527263497,0.0,0.0,,2900.2934147744886,0.011596113,-28.728947750331784,13728.253522560923,,,,,-14.302162,16.0609,,,0.21,,-28.728947750331784,,,36,601.9551661304286,,13728.253522560923,36,106140.5527263497,1.7587374,740000,,100,,,,100,0.21
0.0,,4.955481,,1786.9130159390986,7241.613053022673,0.20470627510862638,,117348.02840301675,0.0,0.0,,7241.613053022673,0.005448412,-33.05116648368001,20430.263818214586,,,,,-33.684708,20.875317,,,0.31,,-33.05116648368001,,,37,1786.9130159390986,,20430.263818214586,37,117348.02840301675,-12.809391,760000,,100,,,,100,0.31
0.0,,4.944056,,959.1252975557095,3660.870805018125,0.2051123611759893,,101624.7597585015,0.0,0.0,,3660.870805018125,0.005756333,-37.30820221905103,14359.297935974097,,,,,-7.204525,15.587582,,,0.28,,-37.30820221905103,,,38,959.1252975557095,,14359.297935974097,38,101624.7597585015,8.383057,780000,,100,,,,100,0.28
0.0,,4.928366,,1768.4088713069025,6590.773384204418,0.2033791059884793,,99814.7599840043,0.0,0.0,,6590.773384204418,0.008130596,-31.709763095890082,18161.166526337063,,,,,-21.495987,18.890226,,,0.38,,-31.709763095890082,,,39,1768.4088713069025,,18161.166526337063,39,99814.7599840043,-2.605761,800000,,100,,,,100,0.38
0.0,0.4,4.906068,0.0,2771.5760329703294,9470.21814698568,0.23708601357534365,27199.893399889585,161899.23096902197,0.0,0.0,-26.34389761027605,9470.21814698568,0.0059145256,-41.64548038873376,27521.455720578557,5187.4753123124765,0.0,10,-26.34389761027605,-17.893463,23.673132,10377.882526795582,0.4,0.31,27199.893399889585,-41.64548038873376,5187.4753123124765,10,40,2771.5760329703294,4,27521.455720578557,40,161899.23096902197,5.779669,820000,4,100,5187.4753123124765,5187.4753123124765,10377.882526795582,100,0.31
0.0,,4.879351,,1773.503260703862,8372.644843583794,0.2273755884004517,,109971.40780177391,0.0,0.0,,8372.644843583794,0.009365785,-34.48451973820328,21196.93064643873,,,,,-36.01195,20.825426,,,0.45,,-34.48451973820328,,,41,1773.503260703862,,21196.93064643873,41,109971.40780177391,-15.186525,840000,,100,,,,100,0.45
0.0,,4.8515778,,748.2156836724785,4051.294205271429,0.26523847631853636,,92517.2290987718,0.0,0.0,,4051.294205271429,0.0076460238,-31.424471761122916,13972.78173269144,,,,,-6.949981,11.249322,,,0.3,,-31.424471761122916,,,42,748.2156836724785,,13972.78173269144,42,92517.2290987718,4.2993407,860000,,100,,,,100,0.3
0.0,,4.831004,,1446.1131138842968,6038.717496355705,0.24591047981835357,,85245.57064949266,0.0,0.0,,6038.717496355705,0.00846206,-41.55267247416841,16148.11769740535,,,,,-18.439032,18.037178,,,0.21,,-41.55267247416841,,,43,1446.1131138842968,,16148.11769740535,43,85245.57064949266,-0.4018531,880000,,100,,,,100,0.21
0.0,,4.8089943,,448.5574967073009,1609.6515096832309,0.16399856737695917,,48367.945823334456,0.0,0.0,,1609.6515096832309,0.008226877,-35.97131723509079,6797.147711907968,,,,,-5.0881467,7.394558,,,0.16,,-35.97131723509079,,,44,448.5574967073009,,6797.147711907968,44,48367.945823334456,2.306411,900000,,100,,,,100,0.16
0.0,,4.795436,,1632.2082490006387,7098.41148703907,0.2277329719523693,,84358.79958602623,0.0,0.0,,7098.41148703907,0.006206926,-35.86468153037156,17463.869465938697,,,,,-7.7896123,17.6816,,,0.32,,-35.86468153037156,,,45,1632.2082490006387,,17463.869465938697,45,84358.79958602623,9.891988,920000,,100,,,,100,0.32
0.0,,4.7771506,,1624.292563145787,6790.479943252602,0.300206555065057,,122159.36175694357,0.0,0.0,,6790.479943252602,0.0073388154,-34.4648289042247,20566.504718605454,,,,,-1.0215875,20.176981,,,0.25,,-34.4648289042247,,,46,1624.292563145787,,20566.504718605454,46,122159.36175694357,19.155394,940000,,100,,,,100,0.25
0.0,,4.753082,,2875.4939373546886,11878.23896802203,0.2507257723889428,,178628.88979225353,0.0,0.0,,11878.23896802203,0.008900479,-31.4601433954011,30471.42420105867,,,,,7.2351,37.23865,,,0.43,,-31.4601433954011,,,47,2875.4939373546886,,30471.42420105867,47,178628.88979225353,44.47375,960000,,100,,,,100,0.43
0.0,,4.7238846,,2160.209125430173,8449.510672720397,0.29627139754183085,,208362.91684576578,0.0,0.0,,8449.510672720397,0.005942755,-41.13852590196212,28429.53853151171,,,,,-31.13614,31.008,,,0.28,,-41.13852590196212,,,48,2160.209125430173,,28429.53853151171,48,208362.91684576578,-0.12814063,980000,,100,,,,100,0.28
0.0,,4.7091928,,1585.228317853756,6722.510201456246,0.2824722653706746,,101484.60937558343,0.0,0.0,,6722.510201456246,0.014021825,-37.77319981706271,20920.22038123624,,,,,-35.452236,21.752975,,,0.2,,-37.77319981706271,,,49,1585.228317853756,,20920.22038123624,49,101484.60937558343,-13.69926,1000000,,100,,,,100,0.2
0.0,0.1,4.6776237,0.0,1610.091846543091,6413.361151958666,0.2529313937210318,33133.78190482572,131938.5401623867,0.0,0.0,-29.373053323538,6413.361151958666,0.008604908,-31.53345168182003,21618.92412795096,3294.2434032077604,0.0,10,-29.373053323538,-25.91047,25.453114,9946.514728417877,0.1,0.27,33133.78190482572,-31.53345168182003,3294.2434032077595,10,50,1610.091846543091,5,21618.92412795096,50,131938.5401623867,-0.45735624,1020000,5,100,3294.2434032077595,3294.2434032077604,9946.514728417877,100,0.27
0.0,,4.6444597,,2429.235792542061,9291.862578834198,0.29389694733548866,,180556.62865174742,0.0,0.0,,9291.862578834198,0.011282994,-33.7360612288125,26464.163525202825,,,,,-39.777687,34.670963,,,0.23,,-33.7360612288125,,,51,2429.235792542061,,26464.163525202825,51,180556.62865174742,-5.106725,1040000,,100,,,,100,0.23
0.0,,4.641309,,1607.4948867405287,6491.642849382966,0.1633465678648024,,117858.73833528267,0.0,0.0,,6491.642849382966,0.00837595,-29.257491661237864,17736.42146296006,,,,,-27.355272,20.466928,,,0.28,,-29.257491661237864,,,52,1607.4948867405287,,17736.42146296006,52,117858.73833528267,-6.888344,1060000,,100,,,,100,0.28
0.0,,4.6266246,,2970.349643309574,13734.313682970425,0.17475334616625138,,196181.88568904018,0.0,0.0,,13734.313682970425,0.0062452783,-25.97082809216478,32490.02657943238,,,,,-76.249626,42.1427,,,0.32,,-25.97082809216478,,,53,2970.349643309574,,32490.02657943238,53,196181.88568904018,-34.106926,1080000,,100,,,,100,0.32
0.0,,4.5870657,,2464.6544238042857,11393.06718081401,0.2887421900387479,,193278.44201896864,0.0,0.0,,11393.06718081401,0.0077908677,-31.701620382432885,27256.75653424415,,,,,-26.604437,28.682362,,,0.45,,-31.701620382432885,,,54,2464.6544238042857,,27256.75653424415,54,193278.44201896864,2.077925,1100000,,100,,,,100,0.45
0.0,,4.5530057,,1553.907048523339,6522.913339844003,0.28871171758139147,,90047.52728529276,0.0,0.0,,6522.913339844003,0.0068170447,-35.44718161873267,15960.633246695756,,,,,-8.554161,12.530367,,,0.31,,-35.44718161873267,,,55,1553.907048523339,,15960.633246695756,55,90047.52728529276,3.9762063,1120000,,100,,,,100,0.31
0.0,,4.5308957,,1132.3493327897734,4641.139806270452,0.2639526888681901,,106110.80678242478,0.0,0.0,,4641.139806270452,0.0070374617,-34.634488676210836,14867.194368196544,,,,,-14.397919,13.605618,,,0.19,,-34.634488676210836,,,56,1132.3493327897734,,14867.194368196544,56,106110.80678242478,-0.79230154,1140000,,100,,,,100,0.19
0.0,,4.4993596,,3574.1680663749644,14444.146568898936,0.24648170325716046,,166780.16862711986,0.0,0.0,,14444.146568898936,0.005987496,-34.35146704187096,33138.819552938636,,,,,-24.81388,35.654594,,,0.34,,-34.35146704187096,,,57,3574.1680663749644,,33138.819552938636,57,166780.16862711986,10.840713,1160000,,100,,,,100,0.34
0.0,,4.4628515,,3880.6506526750554,14831.077496880333,0.3911195219199436,,218915.6572771527,0.0,0.0,,14831.077496880333,0.008022287,-40.56605880608282,39101.749934717,,,,,-14.962994,40.65112,,,0.23,,-40.56605880608282,,,58,3880.6506526750554,,39101.749934717,58,218915.6572771527,25.688126,1180000,,100,,,,100,0.23
0.0,,4.4424024,,1440.0805828292434,5773.50442158838,0.3056594586789282,,83450.72100064352,0.0,0.0,,5773.50442158838,0.00872294,-39.07051636468589,15385.623241031028,,,,,-1.5212406,12.837312,,,0.22,,-39.07051636468589,,,59,1440.0805828292434,,15385.623241031028,59,83450.72100064352,11.3160715,1200000,,100,,,,100,0.22
0.0,0.2,4.411439,0.0,3289.9802740206605,13037.131982539453,0.22940751624638933,158313.61389163797,158219.66828860823,0.0,0.0,-35.86514559387838,13037.131982539453,0.00907667,-36.18672636866339,30332.08462200955,16776.37991635148,0.0,10,-35.86514559387838,-39.722145,38.426334,47265.447576103266,0.2,0.35,158313.61389163797,-36.18672636866339,16776.379916351485,10,60,3289.9802740206605,6,30332.08462200955,60,158219.66828860823,-1.2958094,1220000,6,100,16776.379916351485,16776.37991635148,47265.447576103266,100,0.35
0.0,,4.36472,,3392.8437466297437,13953.403748785771,0.26315299147638893,,197002.1510197797,0.0,0.0,,13953.403748785771,0.005558243,-28.598661435470078,36042.47360052995,,,,,-35.100964,43.745033,,,0.3,,-28.598661435470078,,,61,3392.8437466297437,,36042.47360052995,61,197002.1510197797,8.644069,1240000,,100,,,,100,0.3
0.0,,4.3297915,,4612.293642260187,18842.09498988794,0.26092555799352113,,158952.14568908804,0.0,0.0,,18842.09498988794,0.00887905,-31.627080720282567,39221.29347747152,,,,,-50.460213,58.2338,,,0.36,,-31.627080720282567,,,62,4612.293642260187,,39221.29347747152,62,158952.14568908804,7.7735877,1260000,,100,,,,100,0.36
0.0,,4.3205805,,1980.0317645727575,8165.483199728732,0.13822517810120716,,153444.94671792196,0.0,0.0,,8165.483199728732,0.0071092895,-29.805576053343987,21445.08402220567,,,,,6.1187205,14.9309635,,,0.34,,-29.805576053343987,,,63,1980.0317645727575,,21445.08402220567,63,153444.94671792196,21.049685,1280000,,100,,,,100,0.34
0.0,,4.309066,,1835.7478587564797,7895.545730691358,0.22145500394036965,,188617.0688573291,0.0,0.0,,7895.545730691358,0.009523987,-32.03646322034487,23960.35538904026,,,,,-15.5749035,23.037916,,,0.29,,-32.03646322034487,,,64,1835.7478587564797,,23960.35538904026,64,188617.0688573291,7.4630127,1300000,,100,,,,100,0.29
0.0,,4.305939,,2860.9959150900104,13048.096479936587,0.20771514200669272,,173532.32716983618,0.0,0.0,,13048.096479936587,0.0052057053,-27.046252615515986,30231.506005414023,,,,,-37.810787,39.627163,,,0.46,,-27.046252615515986,,,65,2860.9959150900104,,30231.506005414023,65,173532.32716983618,1.816375,1320000,,100,,,,100,0.46
0.0,,4.282723,,3671.3126097446057,15855.970804050297,0.21409852795021678,,135988.5559925177,0.0,0.0,,15855.970804050297,0.0076177414,-22.199031286392504,34399.9953688053,,,,,-16.236126,44.580994,,,0.42,,-22.199031286392504,,,66,3671.3126097446057,,34399.9953688053,66,135988.5559925177,28.34487,1340000,,100,,,,100,0.42
0.0,,4.260941,,4477.892982716256,17578.628485134897,0.24426086485091558,,189961.76014855443,0.0,0.0,,17578.628485134897,0.0058872765,-27.234383035527316,36203.3129249798,,,,,-50.64976,37.935448,,,0.4,,-27.234383035527316,,,67,4477.892982716256,,36203.3129249798,67,189961.76014855443,-12.714313,1360000,,100,,,,100,0.4
0.0,,4.2335544,,1757.3672588805173,8026.132132235898,0.26531977949679453,,99317.50612456228,0.0,0.0,,8026.132132235898,0.007860582,-29.282184104148868,20911.72737243905,,,,,-29.88995,18.671375,,,0.34,,-29.282184104148868,,,68,1757.3672588805173,,20911.72737243905,68,99317.50612456228,-11.218575,1380000,,100,,,,100,0.34
0.0,,4.213897,,3818.245981519354,14143.518223235029,0.25296806371140235,,190766.98887675747,0.0,0.0,,14143.518223235029,0.0053997515,-26.507899376500845,31762.46487986742,,,,,-53.682964,37.09044,,,0.56,,-26.507899376500845,,,69,3818.245981519354,,31762.46487986742,69,190766.98887675747,-16.592525,1400000,,100,,,,100,0.56
