push-v1/StdReturn,Average/NumEpisodes,Average/MinReturn,push-v1/Iteration,push-v1/TerminationRate,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,MetaTest/Average/MinReturn,TotalEnvSteps,Average/TerminationRate,Average/Iteration,MetaTest/push-v1/MinReturn,MetaTest/push-v1/TerminationRate,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/push-v1/AverageReturn,Average/StdReturn,MetaTest/Average/StdReturn,push-v1/NumEpisodes,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/KLAfter,MetaTest/Average/AverageDiscountedReturn,push-v1/MaxReturn,Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/push-v1/Iteration,Average/AverageReturn,Average/MaxReturn,MetaTest/push-v1/StdReturn,MetaTest/Average/MaxReturn,push-v1/MinReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,push-v1/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,MetaTest/push-v1/AverageDiscountedReturn,Iteration,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/Iteration,push-v1/AverageReturn,push-v1/SuccessRate
13356.504224127257,200,-20.869042270946736,10,0.0,5.757081031799316,0.0,10,-6.002146164973965e-06,286.4062524619992,880000,0.0,10,286.4062524619992,0.0,0.065,0.0,7159.231081511552,13356.504224127257,9211.948333388582,200,-6.326700713543687e-06,0.00022684843861497939,7159.231081511552,102142.47891987127,1700.578429957223,7159.231081511552,1,6406.179913770014,102142.47891987127,9211.948333388582,30109.81760481424,-20.869042270946736,10,0.0,1700.578429957223,3.245545485697221e-07,7159.231081511552,10,30109.81760481424,0.0,1,6406.179913770014,0.065
14025.537483986365,200,-25.01050266112372,11,0.0,5.7540998458862305,0.0,,-3.916932655556593e-06,,960000,0.0,11,,,0.07,,,14025.537483986365,,200,-4.059489583596587e-06,0.00010068289702758193,,83971.00947218601,2134.9908153400943,,,7821.40291568764,83971.00947218601,,,-25.01050266112372,,,2134.9908153400943,1.425569280399941e-07,,11,,,,7821.40291568764,0.07
13457.570198843354,200,-42.954248389393854,12,0.0,5.749871253967285,0.0,,-5.45748162039672e-06,,1040000,0.0,12,,,0.055,,,13457.570198843354,,200,-5.553700702876085e-06,6.799645052524284e-05,,91692.98946221596,2022.8034505815726,,,7651.496155843842,91692.98946221596,,,-42.954248389393854,,,2022.8034505815726,9.621908247936517e-08,,12,,,,7651.496155843842,0.055
16311.410189849754,200,-43.093756314594316,13,0.0,5.744938373565674,0.0,,-3.739531848623301e-06,,1120000,0.0,13,,,0.075,,,16311.410189849754,,200,-3.811321221292019e-06,5.0715905672404915e-05,,134743.64480563716,2406.8028780292184,,,8394.421227474268,134743.64480563716,,,-43.093756314594316,,,2406.8028780292184,7.178937266871799e-08,,13,,,,8394.421227474268,0.075
16413.84360256598,200,-35.01239432142666,14,0.0,5.741628170013428,0.0,,-2.320621206308715e-06,,1200000,0.0,14,,,0.06,,,16413.84360256598,,200,-2.411756440778845e-06,6.428921915357932e-05,,146931.85660593637,2188.0824244451296,,,8290.305560159637,146931.85660593637,,,-35.01239432142666,,,2188.0824244451296,9.113523447012994e-08,,14,,,,8290.305560159637,0.06
9851.646401191872,200,-57.95438254417793,15,0.0,5.7306623458862305,0.0,,-7.830658432794735e-06,,1280000,0.0,15,,,0.03,,,9851.646401191872,,200,-7.912245564511977e-06,5.7610119256423786e-05,,60363.91534637291,2060.9110000112437,,,7277.23586621889,60363.91534637291,,,-57.95438254417793,,,2060.9110000112437,8.15871317172423e-08,,15,,,,7277.23586621889,0.03
13801.263738516767,200,-25.399061825313453,16,0.0,5.736359596252441,0.0,,5.8861378420260735e-06,,1360000,0.0,16,,,0.075,,,13801.263738516767,,200,5.840597623318899e-06,3.215898686903529e-05,,96531.5692364749,2165.5033975014226,,,8319.784675310688,96531.5692364749,,,-25.399061825313453,,,2165.5033975014226,4.554021870717406e-08,,16,,,,8319.784675310688,0.075
15484.015024397617,200,-23.95292636278583,17,0.0,5.72784948348999,0.0,,-6.198635674081743e-06,,1440000,0.0,17,,,0.055,,,15484.015024397617,,200,-6.231413863133639e-06,2.3151980713009834e-05,,127940.08765523908,1955.801971053999,,,7514.9871687966715,127940.08765523908,,,-23.95292636278583,,,1955.801971053999,3.2778189051896334e-08,,17,,,,7514.9871687966715,0.055
13834.07010469586,200,-26.623600190427585,18,0.0,5.730881214141846,0.0,,2.9452812668750994e-06,,1520000,0.0,18,,,0.075,,,13834.07010469586,,200,2.901579364333884e-06,3.0911716748960316e-05,,112799.50880732776,2349.402360044977,,,8732.260723397112,112799.50880732776,,,-26.623600190427585,,,2349.402360044977,4.370190254121553e-08,,18,,,,8732.260723397112,0.075
13833.54360975735,200,-48.54017359997662,19,0.0,5.7263383865356445,0.0,,-4.865539267484564e-06,,1600000,0.0,19,,,0.075,,,13833.54360975735,,200,-4.906774847768247e-06,2.918808240792714e-05,,113541.88760926494,2279.2519992273615,,,8046.248557244875,113541.88760926494,,,-48.54017359997662,,,2279.2519992273615,4.1235580283682793e-08,,19,,,,8046.248557244875,0.075
14957.748692779325,200,-34.559294659730796,20,0.0,5.722592830657959,0.0,10,-1.8073471892421367e-06,-17.017935408379483,1680000,0.0,20,-17.017935408379483,0.0,0.105,0.1,11249.666341557937,14957.748692779325,14243.222353319366,200,-2.358568508498138e-06,0.0003559575998224318,11249.666341557933,80314.19021963612,2618.1764283240364,11249.666341557937,2,9950.402349833805,80314.19021963612,14243.222353319366,40749.6264418306,-34.559294659730796,10,0.0,2618.1764283240364,5.512213192560012e-07,11249.666341557933,20,40749.6264418306,0.1,2,9950.402349833805,0.105
17590.152542544234,200,-28.472460736490024,21,0.0,5.7036309242248535,0.0,,-1.1934323083551135e-05,,1760000,0.0,21,,,0.115,,,17590.152542544234,,200,-1.2071906894561835e-05,9.654606401454657e-05,,121404.91297755223,2805.941841465833,,,10610.325027063796,121404.91297755223,,,-28.472460736490024,,,2805.941841465833,1.3758381101069972e-07,,21,,,,10610.325027063796,0.115
18087.863186721217,200,-57.7793914966185,22,0.0,5.7005438804626465,0.0,,-4.041473857796518e-06,,1840000,0.0,22,,,0.1,,,18087.863186721217,,200,-4.088479272468248e-06,3.3235653972951695e-05,,105058.01193872267,3036.572380465397,,,11284.210539886179,105058.01193872267,,,-57.7793914966185,,,3036.572380465397,4.700541467173025e-08,,22,,,,11284.210539886179,0.1
23682.91334270194,200,-47.05486771863753,23,0.0,5.70154333114624,0.0,,7.293181738532439e-07,,1920000,0.0,23,,,0.125,,,23682.91334270194,,200,6.607129989788518e-07,4.838590757572092e-05,,175201.26905051147,3521.4903582213883,,,13208.723124021912,175201.26905051147,,,-47.05486771863753,,,3521.4903582213883,6.86051748743921e-08,,23,,,,13208.723124021912,0.125
17550.960251836,200,-19.207456568418277,24,0.0,5.701616287231445,0.0,,1.3208918403506686e-07,,2000000,0.0,24,,,0.07,,,17550.960251836,,200,8.955330343951573e-08,3.011786066053901e-05,,162396.17673692244,2468.5804672128224,,,9063.80870737293,162396.17673692244,,,-19.207456568418277,,,2468.5804672128224,4.2535880595551134e-08,,24,,,,9063.80870737293,0.07
11680.04219220181,200,-36.739739194584565,25,0.0,5.697819709777832,0.0,,-2.7691014565789374e-06,,2080000,0.0,25,,,0.05,,,11680.04219220181,,200,-2.9328191430977313e-06,0.00011517082020873204,,63365.15426512704,2246.6522313176956,,,8481.580013427598,63365.15426512704,,,-36.739739194584565,,,2246.6522313176956,1.6371768651879393e-07,,25,,,,8481.580013427598,0.05
16794.280637428597,200,-18.09053324940371,26,0.0,5.693008899688721,0.0,,-3.2262028071272653e-06,,2160000,0.0,26,,,0.12,,,16794.280637428597,,200,-3.282588977526757e-06,3.9809925510780886e-05,,103516.51205183455,2933.8392918816216,,,10478.66536734019,103516.51205183455,,,-18.09053324940371,,,2933.8392918816216,5.6386170399491675e-08,,26,,,,10478.66536734019,0.12
18164.03825877655,200,-30.822970848487003,27,0.0,5.692680358886719,0.0,,-1.381201855110703e-06,,2240000,0.0,27,,,0.095,,,18164.03825877655,,200,-1.3986123121867422e-06,1.2314982086536475e-05,,133655.31845556732,2893.123916571554,,,10478.967464843468,133655.31845556732,,,-30.822970848487003,,,2893.123916571554,1.7410457076039165e-08,,27,,,,10478.967464843468,0.095
26211.939582265524,200,-19.838313310820883,28,0.0,5.6910529136657715,0.0,,-3.6245685350877466e-06,,2320000,0.0,28,,,0.105,,,26211.939582265524,,200,-3.6393298614711966e-06,1.044574128172826e-05,,206538.10023968626,3722.75022693731,,,13967.01651613095,206538.10023968626,,,-19.838313310820883,,,3722.75022693731,1.4761326383450069e-08,,28,,,,13967.01651613095,0.105
14139.925816334295,200,-21.551664040430108,29,0.0,5.690643310546875,0.0,,-3.1696399105385353e-07,,2400000,0.0,29,,,0.055,,,14139.925816334295,,200,-4.1943084738704783e-07,7.227958121802658e-05,,106388.30323433607,2217.3802661228574,,,8070.543758569151,106388.30323433607,,,-21.551664040430108,,,2217.3802661228574,1.024668563331943e-07,,29,,,,8070.543758569151,0.055
16018.968753999678,200,-32.588097032699885,30,0.0,5.687034606933594,0.0,10,-3.324253611936001e-06,-1.6488916249592378,2480000,0.0,30,-1.6488916249592378,0.0,0.09,0.2,17792.80832626041,16018.968753999678,27167.64189015895,200,-3.364478061484988e-06,2.846737697836943e-05,17792.808326260412,87701.65328288214,2817.9067889807793,17792.80832626041,3,10024.257576840599,87701.65328288214,27167.64189015895,93868.11361683604,-32.588097032699885,10,0.0,2817.9067889807793,4.022444954898674e-08,17792.808326260412,30,93868.11361683604,0.2,3,10024.257576840599,0.09
22027.441804876824,200,-24.154307089520813,31,0.0,5.685409069061279,0.0,,-3.2191903756029205e-06,,2560000,0.0,31,,,0.13,,,22027.441804876824,,200,-3.240042133256793e-06,1.473962765885517e-05,,173085.85120646254,3302.5503484362002,,,12662.303917403864,173085.85120646254,,,-24.154307089520813,,,3302.5503484362002,2.0851757653872482e-08,,31,,,,12662.303917403864,0.13
18629.8216651961,200,-26.73114166452264,32,0.0,5.677556037902832,0.0,,-4.746713784697931e-06,,2640000,0.0,32,,,0.135,,,18629.8216651961,,200,-4.8756637625047006e-06,9.062905155587941e-05,,86246.9538659861,3608.60115043567,,,13340.124483540314,86246.9538659861,,,-26.73114166452264,,,3608.60115043567,1.289499778067693e-07,,32,,,,13340.124483540314,0.135
15966.875035367337,200,-50.912589034898055,33,0.0,5.676813125610352,0.0,,-1.5406692455144366e-06,,2720000,0.0,33,,,0.1,,,15966.875035367337,,200,-1.5538425941485912e-06,9.322235200670548e-06,,117647.71835983833,2676.3130705174303,,,9798.80860993805,117647.71835983833,,,-50.912589034898055,,,2676.3130705174303,1.3173348634154536e-08,,33,,,,9798.80860993805,0.1
16269.761282141688,200,-51.49723608649059,34,0.0,5.67633056640625,0.0,,-1.077473484656366e-06,,2800000,0.0,34,,,0.08,,,16269.761282141688,,200,-1.1031421536245034e-06,1.815810173866339e-05,,88110.17073826944,2945.6395697489893,,,10912.296371226339,88110.17073826944,,,-51.49723608649059,,,2945.6395697489893,2.5668668968137354e-08,,34,,,,10912.296371226339,0.08
15247.363003863755,200,-20.287270671148345,35,0.0,5.6751933097839355,0.0,,-3.76021012016281e-06,,2880000,0.0,35,,,0.08,,,15247.363003863755,,200,-3.770450803131098e-06,7.25598374629044e-06,,71602.59778571063,2442.4783318890773,,,8989.696292007213,71602.59778571063,,,-20.287270671148345,,,2442.4783318890773,1.0240682968287729e-08,,35,,,,8989.696292007213,0.08
17736.217151680463,200,-21.822620162070358,36,0.0,5.675894737243652,0.0,,9.722655249788659e-07,,2960000,0.0,36,,,0.095,,,17736.217151680463,,200,9.33554190396535e-07,2.7388357921154238e-05,,95088.00082083081,3444.3312904651552,,,12822.660597533444,95088.00082083081,,,-21.822620162070358,,,3444.3312904651552,3.871133458233089e-08,,36,,,,12822.660597533444,0.095
20530.584584821874,200,-19.84505635736686,37,0.0,5.675147533416748,0.0,,-2.1529033347178483e-06,,3040000,0.0,37,,,0.13,,,20530.584584821874,,200,-2.1673831724910997e-06,1.0248762009723578e-05,,134360.70220909885,3731.6774676287246,,,13590.145676189311,134360.70220909885,,,-19.84505635736686,,,3731.6774676287246,1.4479837773251347e-08,,37,,,,13590.145676189311,0.13
18475.760856206587,200,-20.8592806791514,38,0.0,5.672262191772461,0.0,,-2.0212121398799354e-06,,3120000,0.0,38,,,0.12,,,18475.760856206587,,200,-2.1978012227918953e-06,0.00012378024985082448,,129906.56317433881,2962.2242391005893,,,10688.693736956153,129906.56317433881,,,-20.8592806791514,,,2962.2242391005893,1.7658908291195985e-07,,38,,,,10688.693736956153,0.12
19483.616304576506,200,-23.5649296294121,39,0.0,5.672015190124512,0.0,,-4.4026646150996385e-07,,3200000,0.0,39,,,0.095,,,19483.616304576506,,200,-4.464187384201068e-07,4.35616857430432e-06,,143899.76753790694,3250.1894011879303,,,11746.602138816837,143899.76753790694,,,-23.5649296294121,,,3250.1894011879303,6.152276910142973e-09,,39,,,,11746.602138816837,0.095
14955.736402191795,200,-20.819391861177404,40,0.0,5.672605514526367,0.0,10,2.7061262244387763e-06,-17.409449467098863,3280000,0.0,40,-17.409449467098863,0.0,0.035,0.1,9385.605907495026,14955.736402191795,16564.622856049922,200,2.6516704565437976e-06,3.8407673855545e-05,9385.605907495026,73994.34839298186,2524.9528302166523,9385.605907495026,4,8987.363108144238,73994.34839298186,16564.622856049922,53189.85216958603,-20.819391861177404,10,0.0,2524.9528302166523,5.4455767894978635e-08,9385.605907495026,40,53189.85216958603,0.1,4,8987.363108144238,0.035
20538.04987086821,200,-37.68035173707881,41,0.0,5.672030448913574,0.0,,-3.965331529798277e-07,,3360000,0.0,41,,,0.08,,,20538.04987086821,,200,-4.412655414398614e-07,3.156618549837731e-05,,200407.62834332258,3020.1408830012183,,,10954.561233164202,200407.62834332258,,,-37.68035173707881,,,3020.1408830012183,4.473238846003369e-08,,41,,,,10954.561233164202,0.08
22684.22455468331,200,-24.044818032021066,42,0.0,5.666562557220459,0.0,,-4.637276106222998e-06,,3440000,0.0,42,,,0.12,,,22684.22455468331,,200,-4.6664381443406455e-06,2.0602132281055674e-05,,145422.56486347574,3649.661770561378,,,12783.278368561672,145422.56486347574,,,-24.044818032021066,,,3649.661770561378,2.916203811764717e-08,,42,,,,12783.278368561672,0.12
20154.491919974847,200,-19.02581744302617,43,0.0,5.666275501251221,0.0,,-4.0723571714806894e-07,,3520000,0.0,43,,,0.135,,,20154.491919974847,,200,-4.612240331880457e-07,3.820091296802275e-05,,99099.09236577852,3397.942318899896,,,12974.85635048437,99099.09236577852,,,-19.02581744302617,,,3397.942318899896,5.398831603997678e-08,,43,,,,12974.85635048437,0.135
23687.354691901935,200,-19.576946432763215,44,0.0,5.666028022766113,0.0,,-5.321409162206692e-07,,3600000,0.0,44,,,0.1,,,23687.354691901935,,200,-5.425240487966221e-07,7.349506631726399e-06,,143358.58467161568,3621.6755559547078,,,13237.051519062608,143358.58467161568,,,-19.576946432763215,,,3621.6755559547078,1.0383132575952914e-08,,44,,,,13237.051519062608,0.1
22756.139000692838,200,-25.30715169060761,45,0.0,5.665475845336914,0.0,,-1.9919818896596553e-06,,3680000,0.0,45,,,0.105,,,22756.139000692838,,200,-2.0019720068376046e-06,7.074755558278412e-06,,143997.5026252661,3914.7485398449785,,,14375.295797185954,143997.5026252661,,,-25.30715169060761,,,3914.7485398449785,9.990117177949287e-09,,45,,,,14375.295797185954,0.105
28722.558490887066,200,-21.37343099216029,46,0.0,5.664278507232666,0.0,,-1.06818527001451e-06,,3760000,0.0,46,,,0.17,,,28722.558490887066,,200,-1.0969645245495485e-06,2.0369363483041525e-05,,207513.0030296966,4207.487558149276,,,16263.594459272492,207513.0030296966,,,-21.37343099216029,,,4207.487558149276,2.877925453503849e-08,,46,,,,16263.594459272492,0.17
15434.5418478159,200,-19.74340585760019,47,0.0,5.6792378425598145,0.0,,8.724858162167948e-06,,3840000,0.0,47,,,0.07,,,15434.5418478159,,200,8.616211744083557e-06,7.662207644898444e-05,,81313.57977689963,2734.772393732006,,,10166.534832570933,81313.57977689963,,,-19.74340585760019,,,2734.772393732006,1.0864641808439046e-07,,47,,,,10166.534832570933,0.07
17395.159291892385,200,-34.953854977667106,48,0.0,5.679312705993652,0.0,,1.8480197638837126e-07,,3920000,0.0,48,,,0.08,,,17395.159291892385,,200,1.7582721056896844e-07,6.3507468439638615e-06,,98432.89028908557,2884.245928023048,,,10647.844354195047,98432.89028908557,,,-34.953854977667106,,,2884.245928023048,8.974765819402819e-09,,48,,,,10647.844354195047,0.08
18908.99104077603,200,-25.86759823303309,49,0.0,5.677206993103027,0.0,,-2.3955753931659274e-06,,4000000,0.0,49,,,0.105,,,18908.99104077603,,200,-2.4163537091226317e-06,1.4703042324981652e-05,,113598.67771493392,3210.254351917748,,,11730.167174272387,113598.67771493392,,,-25.86759823303309,,,3210.254351917748,2.077831595670432e-08,,49,,,,11730.167174272387,0.105
19336.033158100687,200,-51.209982785336074,50,0.0,5.675934314727783,0.0,10,-7.881066039772122e-07,392.0383618465787,4080000,0.0,50,392.0383618465787,0.0,0.085,0.0,15053.379418870561,19336.033158100687,12843.036223943674,200,-8.27289682092669e-07,2.7555754058994353e-05,15053.379418870561,146794.58501994662,2755.6729579370585,15053.379418870561,5,10338.58332928979,146794.58501994662,12843.036223943674,41022.18209316501,-51.209982785336074,10,0.0,2755.6729579370585,3.918307811545674e-08,15053.379418870561,50,41022.18209316501,0.0,5,10338.58332928979,0.085
27794.40056455222,200,-26.533976481030223,51,0.0,5.675965309143066,0.0,,1.061059933249453e-07,,4160000,0.0,51,,,0.19,,,27794.40056455222,,200,9.557707869589649e-08,7.455573268089211e-06,,158077.33503784434,5327.554012561008,,,19770.392726289472,158077.33503784434,,,-26.533976481030223,,,5327.554012561008,1.0528914629048813e-08,,51,,,,19770.392726289472,0.19
16912.586094712904,200,-21.746736928446158,52,0.0,5.675763130187988,0.0,,-8.997837426250044e-07,,4240000,0.0,52,,,0.085,,,16912.586094712904,,200,-9.137316965279751e-07,9.856529686658178e-06,,124339.07857332373,2325.2877740904414,,,8828.990890064237,124339.07857332373,,,-21.746736928446158,,,2325.2877740904414,1.3947953902970767e-08,,52,,,,8828.990890064237,0.085
21529.623260189892,200,-29.46188941626811,53,0.0,5.674924373626709,0.0,,-2.647491328389151e-06,,4320000,0.0,53,,,0.11,,,21529.623260189892,,200,-2.6546399567450862e-06,5.057675480202306e-06,,132398.14060126047,3351.691673931682,,,12616.172725587507,132398.14060126047,,,-29.46188941626811,,,3351.691673931682,7.148628355935216e-09,,53,,,,12616.172725587507,0.11
21836.0231076059,200,-22.558065300511362,54,0.0,5.675368785858154,0.0,,1.8623022697283886e-06,,4400000,0.0,54,,,0.11,,,21836.0231076059,,200,1.8515904685045825e-06,7.579246357636293e-06,,142279.97898172078,3792.060946542,,,13664.693890629167,142279.97898172078,,,-22.558065300511362,,,3792.060946542,1.0711801223806106e-08,,54,,,,13664.693890629167,0.11
18453.602127775463,200,-49.73113739577557,55,0.0,5.673955917358398,0.0,,-1.6975303651634022e-06,,4480000,0.0,55,,,0.105,,,18453.602127775463,,200,-1.7822660538513446e-06,5.985003735986538e-05,,127529.01368593465,3122.753417524722,,,11345.392998168454,127529.01368593465,,,-49.73113739577557,,,3122.753417524722,8.473568868794246e-08,,55,,,,11345.392998168454,0.105
28993.304690552694,200,-38.25829221130217,56,0.0,5.67327880859375,0.0,,-1.4073732472752454e-06,,4560000,0.0,56,,,0.115,,,28993.304690552694,,200,-1.4169684163789498e-06,6.783201570215169e-06,,277144.1936042588,3784.3065111814813,,,13926.896063056447,277144.1936042588,,,-38.25829221130217,,,3784.3065111814813,9.595169103704393e-09,,56,,,,13926.896063056447,0.115
