reach-wall-v1/Iteration,Average/AverageDiscountedReturn,reach-wall-v1/TerminationRate,Average/MaxReturn,MetaTest/reach-wall-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/reach-wall-v1/MinReturn,MetaTest/reach-wall-v1/MaxReturn,MetaTest/reach-wall-v1/NumEpisodes,policy/dLoss,TotalEnvSteps,policy/KL,MetaTest/reach-wall-v1/AverageReturn,reach-wall-v1/MinReturn,Average/AverageReturn,policy/LossBefore,LinearFeatureBaseline/ExplainedVariance,policy/LossAfter,Average/StdReturn,MetaTest/Average/Iteration,Average/MinReturn,MetaTest/reach-wall-v1/StdReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,reach-wall-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,reach-wall-v1/AverageDiscountedReturn,Average/NumEpisodes,policy/KLBefore,MetaTest/reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/NumEpisodes,MetaTest/reach-wall-v1/Iteration,MetaTest/Average/TerminationRate,reach-wall-v1/AverageReturn,Average/SuccessRate,policy/Entropy,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,reach-wall-v1/SuccessRate,Average/Iteration,reach-wall-v1/MaxReturn,MetaTest/reach-wall-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn
71,46031.667168650005,0.0,228361.93019848905,,,,,,17.994549,1440000,0.0048276987,,40255.672138702306,114245.26757094196,19.46435,0.40657695660327176,1.4698,39129.85642208317,,40255.672138702306,,,0.0,39129.85642208317,,46031.667168650005,100,0.0,,100,,,114245.26757094196,0.31,4.816886,,,0.31,71,228361.93019848905,,,
72,48323.20780540116,0.0,242323.2298357268,,,,,,23.357302,1460000,0.005480686,,39416.90195626465,112599.23312556166,-16.395624,0.41089057429762,-39.752926,42246.41411568752,,39416.90195626465,,,0.0,42246.41411568752,,48323.20780540116,100,0.0,,100,,,112599.23312556166,0.53,4.8016386,,,0.53,72,242323.2298357268,,,
73,45599.193022244974,0.0,252470.4131999165,,,,,,19.828873,1480000,0.0027968592,,33796.95659408252,110965.56100529566,73.30434,0.40217948380199753,53.475464,42838.21031754608,,33796.95659408252,,,0.0,42838.21031754608,,45599.193022244974,100,0.0,,100,,,110965.56100529566,0.37,4.7828856,,,0.37,73,252470.4131999165,,,
74,48066.878907554055,0.0,238598.15208483918,,,,,,23.221638,1500000,0.0048070685,,42600.85610021196,117960.5484713536,30.405725,0.38679629839442486,7.1840873,44575.94473226177,,42600.85610021196,,,0.0,44575.94473226177,,48066.878907554055,100,0.0,,100,,,117960.5484713536,0.4,4.7579794,,,0.4,74,238598.15208483918,,,
75,49058.149087098784,0.0,268840.70629937085,,,,,,27.978378,1520000,0.0072913207,,40488.31675822288,124073.04243522954,71.38588,0.349715680634761,43.4075,49757.64944861025,,40488.31675822288,,,0.0,49757.64944861025,,49058.149087098784,100,0.0,,100,,,124073.04243522954,0.42,4.7398376,,,0.42,75,268840.70629937085,,,
76,45164.111068664584,0.0,248402.45539325822,,,,,,16.803123,1540000,0.005269935,,37788.76470763139,113069.27550169139,10.0692,0.39105322793127184,-6.733925,41944.43589781675,,37788.76470763139,,,0.0,41944.43589781675,,45164.111068664584,100,0.0,,100,,,113069.27550169139,0.31,4.73265,,,0.31,76,248402.45539325822,,,
77,52501.867009054615,0.0,248326.64924244597,,,,,,22.728111,1560000,0.003317496,,29017.94456467705,132608.7289283553,50.441036,0.2825112369410958,27.712925,46621.91305965768,,29017.94456467705,,,0.0,46621.91305965768,,52501.867009054615,100,0.0,,100,,,132608.7289283553,0.51,4.720698,,,0.51,77,248326.64924244597,,,
78,48928.27031111844,0.0,263494.39512521797,,,,,,22.526638,1580000,0.0059370277,,38430.212865357404,120617.07182212155,4.8052,0.2090509680975986,-17.721437,47289.52799308245,,38430.212865357404,,,0.0,47289.52799308245,,48928.27031111844,100,0.0,,100,,,120617.07182212155,0.35,4.7063365,,,0.35,78,263494.39512521797,,,
79,48297.202911104585,0.0,227804.5593526629,,,,,,22.049425,1600000,0.0048499405,,31248.75609830047,119544.99157158256,10.1965,0.4322338295490339,-11.852925,43816.355906723606,,31248.75609830047,,,0.0,43816.355906723606,,48297.202911104585,100,0.0,,100,,,119544.99157158256,0.34,4.696889,,,0.34,79,227804.5593526629,,,
80,46783.990622214114,0.0,242428.1296708267,0.5,130245.01395211536,75525.45592285277,175581.5844577366,10,45.294678,1620000,0.011852336,130245.01395211536,25885.250624900524,115111.12158749253,51.229465,0.4959594468424715,5.9347873,46974.287915230736,8,25885.250624900524,25588.609941991723,10,0.0,46974.287915230736,130245.01395211536,46783.990622214114,100,0.0,130245.01395211536,100,8,0.0,115111.12158749253,0.3,4.6782346,75525.45592285277,0.5,0.3,80,242428.1296708267,0.0,25588.609941991723,175581.5844577366
81,46434.7715558431,0.0,221984.1637245621,,,,,,35.531727,1640000,0.0032389117,,40870.07379896378,110155.3085747701,24.987032,0.47604742090228536,-10.544694,42162.07428366942,,40870.07379896378,,,0.0,42162.07428366942,,46434.7715558431,100,0.0,,100,,,110155.3085747701,0.39,4.6698313,,,0.39,81,221984.1637245621,,,
82,45913.89890391633,0.0,285056.68307069404,,,,,,42.359406,1660000,0.012245339,,34928.78646265323,110373.44933560985,46.191925,0.35806095601448873,3.8325188,47635.1418187999,,34928.78646265323,,,0.0,47635.1418187999,,45913.89890391633,100,0.0,,100,,,110373.44933560985,0.37,4.656264,,,0.37,82,285056.68307069404,,,
83,50584.049233202815,0.0,262538.4682198438,,,,,,55.319443,1680000,0.010830406,,38077.970129029934,121789.64271705197,50.999374,0.27496809880626627,-4.320069,43446.36808160114,,38077.970129029934,,,0.0,43446.36808160114,,50584.049233202815,100,0.0,,100,,,121789.64271705197,0.47,4.6503305,,,0.47,83,262538.4682198438,,,
84,53234.23917799773,0.0,260398.3572375366,,,,,,17.495762,1700000,0.0052886885,,34172.576748258325,131171.96349171022,55.786537,0.2930249379287355,38.290775,48523.701920436455,,34172.576748258325,,,0.0,48523.701920436455,,53234.23917799773,100,0.0,,100,,,131171.96349171022,0.54,4.6255503,,,0.54,84,260398.3572375366,,,
85,52656.83289416227,0.0,240172.02982988048,,,,,,12.735613,1720000,0.0051139346,,44845.26033343049,127188.58440473651,29.2454,0.30149410556278256,16.509787,42539.02110015366,,44845.26033343049,,,0.0,42539.02110015366,,52656.83289416227,100,0.0,,100,,,127188.58440473651,0.46,4.596253,,,0.46,85,240172.02982988048,,,
86,50768.438706531044,0.0,237985.96631466728,,,,,,41.061314,1740000,0.008202051,,53793.28590978172,121056.6035541445,37.358963,0.3961285479611396,-3.70235,41628.44885472475,,53793.28590978172,,,0.0,41628.44885472475,,50768.438706531044,100,0.0,,100,,,121056.6035541445,0.45,4.5586405,,,0.45,86,237985.96631466728,,,
87,51728.61829760788,0.0,253385.0716114678,,,,,,23.41795,1760000,0.0028523137,,38571.423510690795,128906.03613633946,-1.7947687,0.3518804968154613,-25.212719,48234.77189818919,,38571.423510690795,,,0.0,48234.77189818919,,51728.61829760788,100,0.0,,100,,,128906.03613633946,0.43,4.546844,,,0.43,87,253385.0716114678,,,
88,54932.96995611765,0.0,241617.17647986987,,,,,,16.72935,1780000,0.0040953425,,44642.26486573665,134404.67928489382,9.556056,0.4046485879315407,-7.1732936,44199.70371210216,,44642.26486573665,,,0.0,44199.70371210216,,54932.96995611765,100,0.0,,100,,,134404.67928489382,0.53,4.548035,,,0.53,88,241617.17647986987,,,
89,54913.1615509642,0.0,251592.30757750038,,,,,,17.802244,1800000,0.004686939,,50236.04866946281,131697.2000235831,28.066357,0.37730946275655164,10.264112,46241.733158290095,,50236.04866946281,,,0.0,46241.733158290095,,54913.1615509642,100,0.0,,100,,,131697.2000235831,0.52,4.5486026,,,0.52,89,251592.30757750038,,,
90,55167.455447867644,0.0,248420.9564646032,0.7,135279.71618402278,79205.94295949274,199752.41707338617,10,14.168582,1820000,0.003823475,135279.71618402278,33382.16708314417,133624.00207659896,21.330894,0.28365133378726903,7.1623125,46996.19200081294,9,33382.16708314417,40776.929333214306,10,0.0,46996.19200081294,135279.71618402278,55167.455447867644,100,0.0,135279.71618402278,100,9,0.0,133624.00207659896,0.5,4.532024,79205.94295949274,0.7,0.5,90,248420.9564646032,0.0,40776.929333214306,199752.41707338617
91,53827.24818011803,0.0,265437.8142795113,,,,,,24.267551,1840000,0.0060710385,,58711.77230864776,134644.89747539326,19.08855,0.26030784238321303,-5.179,48357.05960936349,,58711.77230864776,,,0.0,48357.05960936349,,53827.24818011803,100,0.0,,100,,,134644.89747539326,0.48,4.5160904,,,0.48,91,265437.8142795113,,,
92,52694.374411326804,0.0,244049.00810026185,,,,,,43.371826,1860000,0.012249074,,39254.36543914192,126476.5835694756,14.73335,0.3369994258209238,-28.638475,49842.96304987307,,39254.36543914192,,,0.0,49842.96304987307,,52694.374411326804,100,0.0,,100,,,126476.5835694756,0.51,4.505676,,,0.51,92,244049.00810026185,,,
93,49607.28828275607,0.0,243401.5362130158,,,,,,35.509724,1880000,0.0061593237,,44917.793853298885,119163.84782003454,55.97735,0.453870819455812,20.467625,50140.64738889089,,44917.793853298885,,,0.0,50140.64738889089,,49607.28828275607,100,0.0,,100,,,119163.84782003454,0.35,4.4945683,,,0.35,93,243401.5362130158,,,
94,53159.1572822687,0.0,281033.6827476725,,,,,,32.8478,1900000,0.0062994584,,38893.40809527136,133644.45860733374,-4.6192126,0.29816299947502,-37.467014,47798.27259009791,,38893.40809527136,,,0.0,47798.27259009791,,53159.1572822687,100,0.0,,100,,,133644.45860733374,0.54,4.4891973,,,0.54,94,281033.6827476725,,,
95,55032.08345161338,0.0,243011.51686611437,,,,,,43.03395,1920000,0.0050042537,,49121.95837874929,134008.0847590348,67.4767,0.3322018270082092,24.44275,45408.07138145696,,49121.95837874929,,,0.0,45408.07138145696,,55032.08345161338,100,0.0,,100,,,134008.0847590348,0.52,4.488656,,,0.52,95,243011.51686611437,,,
96,58665.15104900424,0.0,245745.36802066388,,,,,,30.677483,1940000,0.008956396,,44372.04902455824,141622.95751824655,37.060246,0.3279914829089321,6.3827624,42629.963273535395,,44372.04902455824,,,0.0,42629.963273535395,,58665.15104900424,100,0.0,,100,,,141622.95751824655,0.61,4.465217,,,0.61,96,245745.36802066388,,,
97,47520.09152553406,0.0,236766.57707113176,,,,,,46.478275,1960000,0.0071548903,,34196.77147330359,110535.09821687959,42.59695,0.3557978332676829,-3.881325,45197.22993982216,,34196.77147330359,,,0.0,45197.22993982216,,47520.09152553406,100,0.0,,100,,,110535.09821687959,0.4,4.444447,,,0.4,97,236766.57707113176,,,
98,56687.20409477882,0.0,255852.97713952188,,,,,,12.1031,1980000,0.004940598,,41765.04080971449,141297.40013233866,14.871444,0.3500622551691983,2.7683437,46797.36016895459,,41765.04080971449,,,0.0,46797.36016895459,,56687.20409477882,100,0.0,,100,,,141297.40013233866,0.57,4.422677,,,0.57,98,255852.97713952188,,,
99,53812.446745319794,0.0,240113.01908914186,,,,,,33.742935,2000000,0.007878661,,47357.37223828833,128803.57383497586,38.895023,0.336540264657026,5.1520877,40967.28711141388,,47357.37223828833,,,0.0,40967.28711141388,,53812.446745319794,100,0.0,,100,,,128803.57383497586,0.5,4.401765,,,0.5,99,240113.01908914186,,,
