reach-wall-v1/Iteration,Average/AverageDiscountedReturn,reach-wall-v1/TerminationRate,Average/MaxReturn,MetaTest/reach-wall-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/reach-wall-v1/MinReturn,MetaTest/reach-wall-v1/MaxReturn,MetaTest/reach-wall-v1/NumEpisodes,policy/dLoss,TotalEnvSteps,policy/KL,MetaTest/reach-wall-v1/AverageReturn,reach-wall-v1/MinReturn,Average/AverageReturn,policy/LossBefore,LinearFeatureBaseline/ExplainedVariance,policy/LossAfter,Average/StdReturn,MetaTest/Average/Iteration,Average/MinReturn,MetaTest/reach-wall-v1/StdReturn,MetaTest/Average/NumEpisodes,Average/TerminationRate,reach-wall-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,reach-wall-v1/AverageDiscountedReturn,Average/NumEpisodes,policy/KLBefore,MetaTest/reach-wall-v1/AverageDiscountedReturn,reach-wall-v1/NumEpisodes,MetaTest/reach-wall-v1/Iteration,MetaTest/Average/TerminationRate,reach-wall-v1/AverageReturn,Average/SuccessRate,policy/Entropy,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,reach-wall-v1/SuccessRate,Average/Iteration,reach-wall-v1/MaxReturn,MetaTest/reach-wall-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn
10,5846.872761956588,0.0,13404.369986062242,0.0,7227.103414257658,5248.802949149601,11066.768289645244,10,2.6443717,220000,0.013141809,7227.103414257658,3636.2977889039717,7522.2917718867575,2.5684874,0.7150794572745518,-0.07588437,1870.4693588747184,1,3636.2977889039717,1720.8762934010917,10,0.0,1870.4693588747184,7227.103414257659,5846.872761956588,100,0.0,7227.103414257659,100,1,0.0,7522.2917718867575,0.0,5.530395,5248.802949149601,0.0,0.0,10,13404.369986062242,0.0,1720.8762934010917,11066.768289645244
11,5613.077219897481,0.0,12128.19510210656,,,,,,2.863225,240000,0.004967592,,4109.226252095955,7237.925504418772,-0.5808336,0.7890816352819121,-3.4440587,1791.518120109536,,4109.226252095955,,,0.0,1791.518120109536,,5613.077219897481,100,0.0,,100,,,7237.925504418772,0.0,5.5308003,,,0.0,11,12128.19510210656,,,
12,6295.353080660713,0.0,18079.549777090513,,,,,,3.2786546,260000,0.010318259,,4789.047815501559,8261.036257734242,5.6100373,0.6800970630568961,2.3313828,2291.476162200375,,4789.047815501559,,,0.0,2291.476162200375,,6295.353080660713,100,0.0,,100,,,8261.036257734242,0.0,5.5346704,,,0.0,12,18079.549777090513,,,
13,7242.287021182475,0.0,16028.694824062743,,,,,,3.5738454,280000,0.0065645766,,4159.533202100129,9703.416859524532,3.4515758,0.7062048101737468,-0.12226953,2648.957237152444,,4159.533202100129,,,0.0,2648.957237152444,,7242.287021182475,100,0.0,,100,,,9703.416859524532,0.0,5.540484,,,0.0,13,16028.694824062743,,,
14,9379.78379878984,0.0,33402.182087709065,,,,,,6.764761,300000,0.009341411,,5555.40144551127,13263.716608177407,9.768914,0.6679832937177631,3.004153,4457.776463352507,,5555.40144551127,,,0.0,4457.776463352507,,9379.78379878984,100,0.0,,100,,,13263.716608177407,0.0,5.5344644,,,0.0,14,33402.182087709065,,,
15,11142.370829746535,0.0,31249.042575513537,,,,,,9.466555,320000,0.009329004,,7828.064132789817,16300.316939446582,2.4122329,0.6905349776532581,-7.054322,5118.959089391876,,7828.064132789817,,,0.0,5118.959089391876,,11142.370829746535,100,0.0,,100,,,16300.316939446582,0.0,5.5035677,,,0.0,15,31249.042575513537,,,
16,14253.401965133287,0.0,49308.609839305864,,,,,,16.886759,340000,0.007878584,,6788.197460013256,21931.279158832473,20.248678,0.591218274276011,3.3619187,7689.622335862686,,6788.197460013256,,,0.0,7689.622335862686,,14253.401965133287,100,0.0,,100,,,21931.279158832473,0.02,5.5066524,,,0.02,16,49308.609839305864,,,
17,14420.82549259928,0.0,69402.86460758983,,,,,,19.523045,360000,0.008259604,,3968.5291639548423,23833.21391641522,9.286553,0.5455515252188292,-10.236492,10820.800001098263,,3968.5291639548423,,,0.0,10820.800001098263,,14420.82549259928,100,0.0,,100,,,23833.21391641522,0.0,5.4802375,,,0.0,17,69402.86460758983,,,
18,17127.716498873713,0.0,74552.94874603601,,,,,,20.77613,380000,0.012443042,,9659.509677367776,29814.78080989826,11.620352,0.4532104885947452,-9.15578,14750.294829067469,,9659.509677367776,,,0.0,14750.294829067469,,17127.716498873713,100,0.0,,100,,,29814.78080989826,0.05,5.489942,,,0.05,18,74552.94874603601,,,
19,19005.397129730587,0.0,101302.5269120991,,,,,,26.40079,400000,0.011963222,,9294.026876608867,35358.720211169326,-13.892118,0.6213417834675476,-40.292908,22048.662825507803,,9294.026876608867,,,0.0,22048.662825507803,,19005.397129730587,100,0.0,,100,,,35358.720211169326,0.05,5.499137,,,0.05,19,101302.5269120991,,,
20,22412.508136731558,0.0,100581.51100368235,0.1,47837.247057082735,13842.00084991585,79603.7037403841,10,18.829206,420000,0.0056663323,47837.247057082735,13147.643721140856,43588.33958250699,-1.0635375,0.5651955661289081,-19.892744,24307.039186864007,2,13147.643721140856,22835.774756066476,10,0.0,24307.039186864007,47837.247057082735,22412.508136731558,100,0.0,47837.247057082735,100,2,0.0,43588.33958250699,0.13,5.4557195,13842.00084991585,0.1,0.13,20,100581.51100368235,0.0,22835.774756066476,79603.7037403841
21,23579.14698411661,0.0,148195.83235550259,,,,,,28.878155,440000,0.005785178,,8822.988432215972,46857.28732004462,-5.058131,0.4317755617657709,-33.936287,29541.33910778454,,8822.988432215972,,,0.0,29541.33910778454,,23579.14698411661,100,0.0,,100,,,46857.28732004462,0.11,5.44723,,,0.11,21,148195.83235550259,,,
22,25823.278433811807,0.0,129849.06820020401,,,,,,22.530197,460000,0.0077145044,,12304.16736202976,52368.9950862516,-34.17694,0.3902290462745698,-56.707138,29221.386768028144,,12304.16736202976,,,0.0,29221.386768028144,,25823.278433811807,100,0.0,,100,,,52368.9950862516,0.13,5.440529,,,0.13,22,129849.06820020401,,,
23,27273.08540572482,0.0,149340.22183878924,,,,,,25.16582,480000,0.008233755,,19643.128088803132,56686.10088646844,0.35020626,0.3488772275233798,-24.815613,30337.013348559496,,19643.128088803132,,,0.0,30337.013348559496,,27273.08540572482,100,0.0,,100,,,56686.10088646844,0.14,5.434403,,,0.14,23,149340.22183878924,,,
24,29993.544452653216,0.0,161904.38889821986,,,,,,39.724316,500000,0.00982732,,11346.02876086246,66589.57176304836,3.228425,0.44560561333322457,-36.49589,35623.697323203676,,11346.02876086246,,,0.0,35623.697323203676,,29993.544452653216,100,0.0,,100,,,66589.57176304836,0.15,5.4488244,,,0.15,24,161904.38889821986,,,
25,31088.95941305236,0.0,151182.992904699,,,,,,22.002075,520000,0.0062268265,,17933.016517190077,68883.97927593038,12.075825,0.4638407016231151,-9.92625,32411.539570586683,,17933.016517190077,,,0.0,32411.539570586683,,31088.95941305236,100,0.0,,100,,,68883.97927593038,0.12,5.453919,,,0.12,25,151182.992904699,,,
26,28322.670409117156,0.0,145566.61949740077,,,,,,21.672882,540000,0.005937624,,16186.288667974784,63749.023128742156,14.788122,0.3631086568091947,-6.8847594,28036.776380947234,,16186.288667974784,,,0.0,28036.776380947234,,28322.670409117156,100,0.0,,100,,,63749.023128742156,0.12,5.438773,,,0.12,26,145566.61949740077,,,
27,38219.520291753586,0.0,209469.6333676807,,,,,,28.602575,560000,0.00930611,,24344.70445656474,88564.12152193481,25.08915,0.580264192890485,-3.513425,38973.07747332435,,24344.70445656474,,,0.0,38973.07747332435,,38219.520291753586,100,0.0,,100,,,88564.12152193481,0.36,5.4104304,,,0.36,27,209469.6333676807,,,
28,36095.17860288006,0.0,171679.8417611284,,,,,,16.758186,580000,0.009264011,,26522.15493494465,85453.06705770422,42.23786,0.46115330767274665,25.479675,34889.70537947375,,26522.15493494465,,,0.0,34889.70537947375,,36095.17860288006,100,0.0,,100,,,85453.06705770422,0.27,5.394689,,,0.27,28,171679.8417611284,,,
29,37843.88756765745,0.0,200164.5561937749,,,,,,22.099401,600000,0.009471982,,17221.873107096646,91162.52002817777,-17.224413,0.39317082751136845,-39.323814,41040.15753058174,,17221.873107096646,,,0.0,41040.15753058174,,37843.88756765745,100,0.0,,100,,,91162.52002817777,0.34,5.370393,,,0.34,29,200164.5561937749,,,
30,38823.42618018811,0.0,193351.2168500837,0.5,108624.00612095286,33723.40125100301,219361.1681000974,10,24.612654,620000,0.0068978486,108624.00612095286,30513.15773548555,100678.50299440937,14.460506,0.4100873231232247,-10.152147,40925.74107005854,3,30513.15773548555,52093.51606872848,10,0.0,40925.74107005854,108624.00612095286,38823.42618018811,100,0.0,108624.00612095286,100,3,0.0,100678.50299440937,0.31,5.3466926,33723.40125100301,0.5,0.31,30,193351.2168500837,0.0,52093.51606872848,219361.1681000974
31,35634.32435592005,0.0,219278.4805106309,,,,,,27.18495,640000,0.003946221,,22933.587927523586,90750.84871748001,48.2607,0.2934705442043838,21.07575,46656.387231957495,,22933.587927523586,,,0.0,46656.387231957495,,35634.32435592005,100,0.0,,100,,,90750.84871748001,0.2,5.3250475,,,0.2,31,219278.4805106309,,,
32,30672.565826232098,0.0,204734.27488201368,,,,,,12.215499,660000,0.002185867,,21514.746137352246,79686.9774051916,-15.8233,0.6300804964457807,-28.0388,50101.52153305599,,21514.746137352246,,,0.0,50101.52153305599,,30672.565826232098,100,0.0,,100,,,79686.9774051916,0.2,5.306796,,,0.2,32,204734.27488201368,,,
33,30182.83000505636,0.0,203974.10464363225,,,,,,15.3692,680000,0.005563241,,27348.065901630907,74234.69118063517,12.614006,0.24983191294316476,-2.7551937,37196.08538352417,,27348.065901630907,,,0.0,37196.08538352417,,30182.83000505636,100,0.0,,100,,,74234.69118063517,0.14,5.2999444,,,0.14,33,203974.10464363225,,,
34,36766.80607903216,0.0,196698.8137552612,,,,,,20.430649,700000,0.008241,,26013.272547788616,93138.35897825896,35.55237,0.5126674305605663,15.121718,38786.94116143421,,26013.272547788616,,,0.0,38786.94116143421,,36766.80607903216,100,0.0,,100,,,93138.35897825896,0.21,5.277261,,,0.21,34,196698.8137552612,,,
35,41642.05163032781,0.0,212489.2277314565,,,,,,31.658337,720000,0.0045049326,,25519.955803532965,100197.2463235086,23.021288,0.3557147080655253,-8.63705,37114.722636454906,,25519.955803532965,,,0.0,37114.722636454906,,41642.05163032781,100,0.0,,100,,,100197.2463235086,0.32,5.250549,,,0.32,35,212489.2277314565,,,
36,37544.46579240921,0.0,216267.45127605807,,,,,,8.697426,740000,0.0054332274,,26779.240444245654,94939.19252626173,11.45005,0.2877139656418043,2.752625,40838.355145688845,,26779.240444245654,,,0.0,40838.355145688845,,37544.46579240921,100,0.0,,100,,,94939.19252626173,0.26,5.2319174,,,0.26,36,216267.45127605807,,,
37,43054.99991814579,0.0,221654.29112157284,,,,,,27.04845,760000,0.0047436026,,26956.6313111546,107308.84078221937,18.77425,0.34415983762605507,-8.2742,49278.59334117221,,26956.6313111546,,,0.0,49278.59334117221,,43054.99991814579,100,0.0,,100,,,107308.84078221937,0.39,5.222167,,,0.39,37,221654.29112157284,,,
38,34609.0709513888,0.0,168338.97044906754,,,,,,24.553213,780000,0.0064370916,,26414.528138311845,87184.98336228437,13.12065,0.4846959244877491,-11.432563,33377.170151265345,,26414.528138311845,,,0.0,33377.170151265345,,34609.0709513888,100,0.0,,100,,,87184.98336228437,0.16,5.213769,,,0.16,38,168338.97044906754,,,
39,38381.919157839286,0.0,212262.20844865066,,,,,,25.583462,800000,0.004391741,,31631.998576157068,95414.56116664331,32.264313,0.35127083437700557,6.68085,41719.629884835835,,31631.998576157068,,,0.0,41719.629884835835,,38381.919157839286,100,0.0,,100,,,95414.56116664331,0.3,5.1949854,,,0.3,39,212262.20844865066,,,
40,41166.32888279631,0.0,206446.5474393083,0.4,114551.11287427132,26977.86016882817,241235.6835470064,10,6.7371497,820000,0.00539001,114551.11287427132,27136.138241990255,102107.77703095101,7.8926873,0.40902916228740116,1.1555375,38853.64959226967,4,27136.138241990255,67410.83985450395,10,0.0,38853.64959226967,114551.11287427128,41166.32888279631,100,0.0,114551.11287427128,100,4,0.0,102107.77703095101,0.27,5.1736064,26977.86016882817,0.4,0.27,40,206446.5474393083,0.0,67410.83985450395,241235.6835470064
41,39912.76310289682,0.0,218267.84467595618,,,,,,18.090626,840000,0.007045614,,30511.96495473606,98454.9310461995,18.3573,0.4355819075287425,0.266675,35822.414962165065,,30511.96495473606,,,0.0,35822.414962165065,,39912.76310289682,100,0.0,,100,,,98454.9310461995,0.31,5.1535335,,,0.31,41,218267.84467595618,,,
42,39224.792856702355,0.0,235355.58385224926,,,,,,59.8502,860000,0.010456919,,26924.82095728891,93859.35248528542,58.6669,0.4888540475562224,-1.1833,48200.55841567657,,26924.82095728891,,,0.0,48200.55841567657,,39224.792856702355,100,0.0,,100,,,93859.35248528542,0.27,5.1341486,,,0.27,42,235355.58385224926,,,
43,40098.917721236634,0.0,204755.68408984022,,,,,,1.312088,880000,0.0043752324,,26180.317115909373,102265.93336730538,31.547262,0.2781928113596631,30.235174,42242.646740489115,,26180.317115909373,,,0.0,42242.646740489115,,40098.917721236634,100,0.0,,100,,,102265.93336730538,0.24,5.1320066,,,0.24,43,204755.68408984022,,,
44,40647.482720553584,0.0,206219.17050456954,,,,,,12.075424,900000,0.0020180591,,26771.517756309746,103898.55321556288,32.007736,0.4455935331070605,19.932312,46733.422019049714,,26771.517756309746,,,0.0,46733.422019049714,,40647.482720553584,100,0.0,,100,,,103898.55321556288,0.29,5.112342,,,0.29,44,206219.17050456954,,,
45,38664.12512828106,0.0,196565.6676454417,,,,,,18.5042,920000,0.0035067264,,30387.520447137475,93741.53773782043,6.1503124,0.42984949157939145,-12.353888,33957.19637498587,,30387.520447137475,,,0.0,33957.19637498587,,38664.12512828106,100,0.0,,100,,,93741.53773782043,0.24,5.097104,,,0.24,45,196565.6676454417,,,
46,41670.48650787985,0.0,233462.30170438503,,,,,,11.791,940000,0.004962947,,28055.9793617186,102561.20481242228,44.799576,0.3452870091226401,33.008575,41526.59740017691,,28055.9793617186,,,0.0,41526.59740017691,,41670.48650787985,100,0.0,,100,,,102561.20481242228,0.28,5.0888133,,,0.28,46,233462.30170438503,,,
47,35213.320404471764,0.0,208949.51458189057,,,,,,29.204601,960000,0.012051002,,26062.633307781667,84918.09580638599,13.93465,0.5643709143484772,-15.26995,38005.99166352928,,26062.633307781667,,,0.0,38005.99166352928,,35213.320404471764,100,0.0,,100,,,84918.09580638599,0.18,5.0753326,,,0.18,47,208949.51458189057,,,
48,44126.15437879265,0.0,181616.897319948,,,,,,17.663815,980000,0.0030428383,,45446.65962773733,107670.8326971915,24.419788,0.498146345311962,6.755975,36550.81372127953,,45446.65962773733,,,0.0,36550.81372127953,,44126.15437879265,100,0.0,,100,,,107670.8326971915,0.37,5.051475,,,0.37,48,181616.897319948,,,
49,41827.30127361522,0.0,213871.19485443842,,,,,,12.989488,1000000,0.0036151058,,32146.63497573148,100847.92980842672,-2.6087875,0.43290024608205613,-15.598275,33822.87643242531,,32146.63497573148,,,0.0,33822.87643242531,,41827.30127361522,100,0.0,,100,,,100847.92980842672,0.34,5.037368,,,0.34,49,213871.19485443842,,,
50,44673.00095617408,0.0,222434.44222784817,0.6,111302.87450909617,45772.09253807041,163518.09998633675,10,27.224728,1020000,0.0047767777,111302.87450909617,33568.083671110086,112032.32430100927,77.64928,0.3240408003678251,50.42455,42704.308986300835,5,33568.083671110086,36049.336434950266,10,0.0,42704.308986300835,111302.87450909619,44673.00095617408,100,0.0,111302.87450909619,100,5,0.0,112032.32430100927,0.36,5.050906,45772.09253807041,0.6,0.36,50,222434.44222784817,0.0,36049.336434950266,163518.09998633675
51,43167.074009550866,0.0,217469.83668835895,,,,,,38.05466,1040000,0.014628126,,17798.970109562262,106301.385176636,32.381317,0.4311808483477667,-5.6733437,41843.55825881826,,17798.970109562262,,,0.0,41843.55825881826,,43167.074009550866,100,0.0,,100,,,106301.385176636,0.29,5.0522766,,,0.29,51,217469.83668835895,,,
52,45204.99513638835,0.0,210153.09382372635,,,,,,42.310402,1060000,0.003472879,,30681.40221175148,111221.81502834008,26.0987,0.3475024145494541,-16.2117,41270.1138101463,,30681.40221175148,,,0.0,41270.1138101463,,45204.99513638835,100,0.0,,100,,,111221.81502834008,0.39,5.055542,,,0.39,52,210153.09382372635,,,
53,38584.06203061917,0.0,224504.95207570164,,,,,,18.548437,1080000,0.007952394,,29067.883506081802,96278.23471915252,20.582262,0.2430804418530239,2.033825,37463.62614683978,,29067.883506081802,,,0.0,37463.62614683978,,38584.06203061917,100,0.0,,100,,,96278.23471915252,0.23,5.0633383,,,0.23,53,224504.95207570164,,,
54,43279.024768381445,0.0,244220.02087071748,,,,,,25.187326,1100000,0.0065227104,,29973.21219215188,109052.87813139748,37.4397,0.4380726669851609,12.252375,41649.31793444856,,29973.21219215188,,,0.0,41649.31793444856,,43279.024768381445,100,0.0,,100,,,109052.87813139748,0.41,5.046531,,,0.41,54,244220.02087071748,,,
55,42782.751265766274,0.0,200062.6744974263,,,,,,19.288692,1120000,0.0035732575,,34405.708477636974,107955.5392481217,23.210737,0.3687197083447499,3.9220438,40591.52018387917,,34405.708477636974,,,0.0,40591.52018387917,,42782.751265766274,100,0.0,,100,,,107955.5392481217,0.38,5.0423884,,,0.38,55,200062.6744974263,,,
56,45776.5485099684,0.0,231725.84299573768,,,,,,18.677038,1140000,0.011183646,,37735.14819771102,111905.44902843017,28.31495,0.4626905969411248,9.637913,41591.12142865696,,37735.14819771102,,,0.0,41591.12142865696,,45776.5485099684,100,0.0,,100,,,111905.44902843017,0.36,5.0446577,,,0.36,56,231725.84299573768,,,
57,49332.44586830878,0.0,229307.84365852908,,,,,,35.976463,1160000,0.0100948,,20604.256621236476,117496.83702932479,18.950537,0.35440626179886103,-17.025925,40451.60881701211,,20604.256621236476,,,0.0,40451.60881701211,,49332.44586830878,100,0.0,,100,,,117496.83702932479,0.44,5.0317564,,,0.44,57,229307.84365852908,,,
58,41560.53222960303,0.0,198496.1447661196,,,,,,23.93261,1180000,0.003910044,,29283.913657371446,102977.55667823873,75.08651,0.41398056147835427,51.1539,41917.670476990184,,29283.913657371446,,,0.0,41917.670476990184,,41560.53222960303,100,0.0,,100,,,102977.55667823873,0.28,4.9982986,,,0.28,58,198496.1447661196,,,
59,45772.57500569253,0.0,214910.11920360048,,,,,,11.923,1200000,0.005934254,,29132.346912521654,115101.1946350142,47.178726,0.4082067055812012,35.255726,41364.01780299932,,29132.346912521654,,,0.0,41364.01780299932,,45772.57500569253,100,0.0,,100,,,115101.1946350142,0.4,4.9702306,,,0.4,59,214910.11920360048,,,
60,46252.883878169436,0.0,215482.24828601562,0.6,122448.28379556767,29040.869689823736,208291.66297466395,10,23.34092,1220000,0.0040409355,122448.28379556767,30765.36687798149,117142.66208141988,29.391226,0.2897046806646303,6.0503063,49957.67998381098,6,30765.36687798149,44574.80391686356,10,0.0,49957.67998381098,122448.2837955677,46252.883878169436,100,0.0,122448.2837955677,100,6,0.0,117142.66208141988,0.4,4.955361,29040.869689823736,0.6,0.4,60,215482.24828601562,0.0,44574.80391686356,208291.66297466395
61,46775.24445437653,0.0,213255.7024898672,,,,,,12.16095,1240000,0.007373707,,32392.844173415055,118670.93195240873,59.03295,0.3469371172341249,46.872,42372.64727150655,,32392.844173415055,,,0.0,42372.64727150655,,46775.24445437653,100,0.0,,100,,,118670.93195240873,0.39,4.9405985,,,0.39,61,213255.7024898672,,,
62,43671.59672892401,0.0,225370.59334712903,,,,,,33.17052,1260000,0.0039531016,,35382.42500937313,106696.32782046281,47.7316,0.36206790227512564,14.561081,39141.96760968126,,35382.42500937313,,,0.0,39141.96760968126,,43671.59672892401,100,0.0,,100,,,106696.32782046281,0.41,4.940467,,,0.41,62,225370.59334712903,,,
63,44154.12815953735,0.0,257932.60951494955,,,,,,27.85141,1280000,0.0062600737,,33136.438195876515,111002.59108209096,65.4577,0.37759002462118485,37.606293,43498.41047324984,,33136.438195876515,,,0.0,43498.41047324984,,44154.12815953735,100,0.0,,100,,,111002.59108209096,0.26,4.936626,,,0.26,63,257932.60951494955,,,
64,46017.14077812862,0.0,255236.5978038356,,,,,,24.1325,1300000,0.003163217,,33071.99730975023,113404.4508494271,45.440475,0.3897396526535062,21.307976,45140.12031390461,,33071.99730975023,,,0.0,45140.12031390461,,46017.14077812862,100,0.0,,100,,,113404.4508494271,0.31,4.93869,,,0.31,64,255236.5978038356,,,
65,46562.91211210397,0.0,230956.95250335205,,,,,,27.308273,1320000,0.0051417905,,41169.89176281132,114580.05446989769,64.96652,0.33286505776021535,37.65825,42795.50642112784,,41169.89176281132,,,0.0,42795.50642112784,,46562.91211210397,100,0.0,,100,,,114580.05446989769,0.39,4.929305,,,0.39,65,230956.95250335205,,,
66,48985.54109012156,0.0,253459.86490039245,,,,,,19.538517,1340000,0.0028392463,,39934.02246923609,125548.70600266068,45.068954,0.3341110317524968,25.530437,41798.69506557064,,39934.02246923609,,,0.0,41798.69506557064,,48985.54109012156,100,0.0,,100,,,125548.70600266068,0.44,4.924268,,,0.44,66,253459.86490039245,,,
67,49167.18532778019,0.0,236794.31811009443,,,,,,21.449238,1360000,0.003091472,,35333.04774899007,122570.3984292933,13.219856,0.3944543170081515,-8.229382,42761.73096125738,,35333.04774899007,,,0.0,42761.73096125738,,49167.18532778019,100,0.0,,100,,,122570.3984292933,0.46,4.9159813,,,0.46,67,236794.31811009443,,,
68,46231.73711171953,0.0,221147.3956511491,,,,,,28.366993,1380000,0.004927886,,31294.808437207765,114798.79545781597,6.7766685,0.4096623719281187,-21.590324,40726.47330845488,,31294.808437207765,,,0.0,40726.47330845488,,46231.73711171953,100,0.0,,100,,,114798.79545781597,0.39,4.896743,,,0.39,68,221147.3956511491,,,
69,46699.00066282031,0.0,211912.35977328158,,,,,,19.381779,1400000,0.004657258,,48290.25145647428,115438.49717667415,66.89012,0.3877829524528196,47.508343,39297.63590222436,,48290.25145647428,,,0.0,39297.63590222436,,46699.00066282031,100,0.0,,100,,,115438.49717667415,0.42,4.878594,,,0.42,69,211912.35977328158,,,
70,49386.61576497552,0.0,237334.9408388732,0.5,114288.45706008849,69790.34549153536,192091.2275091481,10,39.080006,1420000,0.005167685,114288.45706008849,7557.604584558129,123044.89084845227,3.5786188,0.4719605370937108,-35.50139,44472.26285137712,7,7557.604584558129,41826.51971775034,10,0.0,44472.26285137712,114288.45706008849,49386.61576497552,100,0.0,114288.45706008849,100,7,0.0,123044.89084845227,0.38,4.8413515,69790.34549153536,0.5,0.38,70,237334.9408388732,0.0,41826.51971775034,192091.2275091481
