TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/stick-pull-v1/TerminationRate,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTrain/Average/QfLoss,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTest/stick-pull-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/stick-pull-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/stick-pull-v1/SuccessRate,MetaTest/stick-pull-v1/Iteration,MetaTest/stick-pull-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/stick-pull-v1/NumTrajs,MetaTest/stick-pull-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha
1136000,10,0.0,38,-2.2064548,15.716878923912594,0.0,853.14984,-5877.761,453148.2,-24.111809175749936,-5.719783286503369,0.0,-24.11180917574994,-5.719783286503369,-52.56533398912342,0.0,38,-52.56533398912342,-24.111809175749936,10,15.716878923912594,-24.11180917574994,nan
1160000,10,0.0,39,0.6175521,23.586566463213224,0.0,2654.2415,-1621.2239,335607.78,-72.79348364312668,-52.22815980805773,0.0,-72.79348364312666,-52.22815980805773,-111.29690215920643,0.0,39,-111.29690215920643,-72.79348364312668,10,23.586566463213224,-72.79348364312666,nan
1184000,10,0.0,40,-0.21704876,18.46379344799785,0.0,13232.778,-2278.2812,310701.3,-23.174533237483047,-2.3087623785128732,0.0,-23.174533237483054,-2.3087623785128732,-54.8405359919521,0.0,40,-54.8405359919521,-23.174533237483047,10,18.46379344799785,-23.174533237483054,nan
1208000,10,0.0,41,3.93775,158.8247906645131,0.0,2748.8682,466.50394,86856.56,33.72453688292341,508.3479762455935,0.0,33.72453688292339,508.3479762455935,-37.568983322559916,0.0,41,-37.568983322559916,33.72453688292341,10,158.8247906645131,33.72453688292339,nan
1232000,10,0.0,42,5.2702274,8.57119106646537,0.0,18.959288,1077.348,795.363,-37.77031769339224,-21.016396893901007,0.0,-37.77031769339223,-21.016396893901007,-49.83658490417869,0.0,42,-49.83658490417869,-37.77031769339224,10,8.57119106646537,-37.77031769339223,nan
1256000,10,0.0,43,5.0482655,6.953127620802466,0.0,44.657455,648.84973,1096.7949,-24.185705224957154,-16.208237274858973,0.0,-24.185705224957154,-16.208237274858973,-37.74504899965758,0.0,43,-37.74504899965758,-24.185705224957154,10,6.953127620802466,-24.185705224957154,nan
1280000,10,0.0,44,4.766802,17.44976481202543,0.0,11.697296,505.14294,933.71,-42.70892080089114,-25.173148892753623,0.0,-42.708920800891164,-25.173148892753623,-67.43075574224682,0.0,44,-67.43075574224682,-42.70892080089114,10,17.44976481202543,-42.708920800891164,nan
1304000,10,0.0,45,3.4665537,5.206302145923892,0.0,14.81359,358.66644,1409.5454,-39.389249260087574,-31.964219542367644,0.0,-39.38924926008759,-31.964219542367644,-50.081915115997134,0.0,45,-50.081915115997134,-39.389249260087574,10,5.206302145923892,-39.38924926008759,nan
1328000,10,0.0,46,2.8271353,3.417204475611583,0.0,21.963837,264.8078,2305.4746,-28.233514092405166,-22.10442520163195,0.0,-28.233514092405166,-22.10442520163195,-31.8425109755181,0.0,46,-31.8425109755181,-28.233514092405166,10,3.417204475611583,-28.233514092405166,nan
1352000,10,0.0,47,1.9050049,7.792673979048333,0.0,15.500612,154.75774,3794.491,-33.61672835819981,-19.58607127915606,0.0,-33.61672835819981,-19.58607127915606,-46.659290169092685,0.0,47,-46.659290169092685,-33.61672835819981,10,7.792673979048333,-33.61672835819981,nan
1376000,10,0.0,48,1.3352273,6.554257582681467,0.0,13.077762,74.08433,6694.029,-25.80292424524353,-16.085486133691195,0.0,-25.80292424524353,-16.085486133691195,-36.40945210485602,0.0,48,-36.40945210485602,-25.80292424524353,10,6.554257582681467,-25.80292424524353,nan
1400000,10,0.0,49,0.99388146,14.075581532226487,0.0,10.530602,-52.254353,9438.627,-24.67315896128601,11.95521029447531,0.0,-24.673158961286017,11.95521029447531,-39.38205152602347,0.0,49,-39.38205152602347,-24.67315896128601,10,14.075581532226487,-24.673158961286017,nan
1424000,10,0.0,50,0.5998369,2.378834278515226,0.0,23.996065,-204.4421,15199.586,-23.06724466143941,-19.343797305368078,0.0,-23.06724466143941,-19.343797305368078,-27.020003991291166,0.0,50,-27.020003991291166,-23.06724466143941,10,2.378834278515226,-23.06724466143941,nan
1448000,10,0.0,51,-0.6051219,2.9742074480186402,0.0,68.714066,-455.86,23071.947,-20.260678560294796,-15.626729670421692,0.0,-20.2606785602948,-15.626729670421692,-25.166021917101496,0.0,51,-25.166021917101496,-20.260678560294796,10,2.9742074480186402,-20.2606785602948,nan
1472000,10,0.0,52,-1.5673152,4.612728663444688,0.0,123.87856,-843.9814,32338.213,-24.352099996358554,-17.308669393445278,0.0,-24.352099996358554,-17.308669393445278,-32.32709153397284,0.0,52,-32.32709153397284,-24.352099996358554,10,4.612728663444688,-24.352099996358554,nan
1496000,10,0.0,53,-1.710728,7.367147782534882,0.0,149.77904,-1243.5635,42916.19,-28.235077976202394,-16.046501041965257,0.0,-28.235077976202394,-16.046501041965257,-34.01946143990227,0.0,53,-34.01946143990227,-28.235077976202394,10,7.367147782534882,-28.235077976202394,nan
1520000,10,0.0,54,-2.2630043,18.697585167570903,0.0,335.53806,-1458.543,56204.152,-26.86079804891589,26.64230580009909,0.0,-26.860798048915893,26.64230580009909,-47.50384231539558,0.0,54,-47.50384231539558,-26.86079804891589,10,18.697585167570903,-26.860798048915893,nan
1544000,10,0.0,55,-3.09917,7.647819461138335,0.0,384.19122,-1754.223,69443.57,-19.359859157495087,-11.234846796821287,0.0,-19.35985915749509,-11.234846796821287,-40.48833108148663,0.0,55,-40.48833108148663,-19.359859157495087,10,7.647819461138335,-19.35985915749509,nan
1568000,10,0.0,56,-4.085626,9.203380316835608,0.0,292.86856,-2233.2773,69527.67,-17.711680322579877,-8.076983303981054,0.0,-17.711680322579873,-8.076983303981054,-41.8882103126898,0.0,56,-41.8882103126898,-17.711680322579877,10,9.203380316835608,-17.711680322579873,nan
1592000,10,0.0,57,-4.9335904,6.682067943216606,0.0,177.69398,-2673.2114,69571.9,-22.7517288988307,-13.708336438290857,0.0,-22.751728898830702,-13.708336438290857,-34.28812136817761,0.0,57,-34.28812136817761,-22.7517288988307,10,6.682067943216606,-22.751728898830702,nan
1616000,10,0.0,58,-5.0293417,8.328622671382941,0.0,393.3683,-2662.5144,74472.695,-36.058028693299306,-18.939738785573006,0.0,-36.05802869329931,-18.939738785573006,-46.142276339467834,0.0,58,-46.142276339467834,-36.058028693299306,10,8.328622671382941,-36.05802869329931,nan
1640000,10,0.0,59,-5.393269,4.979662099769537,0.0,115.253456,-2575.911,88477.88,-22.304554707490734,-12.923822516873061,0.0,-22.30455470749073,-12.923822516873061,-31.434563346417804,0.0,59,-31.434563346417804,-22.304554707490734,10,4.979662099769537,-22.30455470749073,nan
1664000,10,0.0,60,-5.2405643,583.3852215985596,0.0,490.4095,-2509.8726,103147.87,162.93796205794558,1912.3204742696307,0.0,162.93796205794564,1912.3204742696307,-65.66651269198204,0.0,60,-65.66651269198204,162.93796205794558,10,583.3852215985596,162.93796205794564,nan
1688000,10,0.0,61,-5.288539,2904.5345595043163,0.0,214.3077,-2497.5972,118634.1,921.6250900756756,9635.016342350911,0.0,921.6250900756755,9635.016342350911,-77.82047359514615,0.0,61,-77.82047359514615,921.6250900756756,10,2904.5345595043163,921.6250900756755,nan
1712000,10,0.0,62,-5.8908744,508.5601800218983,0.0,360.5697,-3205.282,168597.19,135.284063679851,1659.0502056429868,0.0,135.28406367985102,1659.0502056429868,-70.9481816997125,0.0,62,-70.9481816997125,135.284063679851,10,508.5601800218983,135.28406367985102,nan
1736000,10,0.0,63,-5.8797636,6873.503035513272,0.0,811.89526,-3470.4277,205250.5,2255.049597695689,22875.2040488919,0.0,2255.049597695687,22875.2040488919,-123.87470029471649,0.0,63,-123.87470029471649,2255.049597695689,10,6873.503035513272,2255.049597695687,nan
1760000,10,0.0,64,-7.2315464,255.19327684320425,0.0,454.93365,-5641.881,263805.8,121.82050124045566,806.0778655607297,0.0,121.82050124045561,806.0778655607297,-90.26993047382298,0.0,64,-90.26993047382298,121.82050124045566,10,255.19327684320425,121.82050124045561,nan
1784000,10,0.0,65,0.2348118,3.2393367921688,0.0,2543.3506,3071.4268,89076.23,-24.266126385247667,-20.006753346109893,0.0,-24.266126385247667,-20.006753346109893,-29.512612329495447,0.0,65,-29.512612329495447,-24.266126385247667,10,3.2393367921688,-24.266126385247667,nan
1808000,10,0.0,66,-5.5282855,14.468591517132207,0.0,1686.7355,-1619.715,266604.25,-27.48155638348063,6.199216472147136,0.0,-27.481556383480644,6.199216472147136,-42.91620128304116,0.0,66,-42.91620128304116,-27.48155638348063,10,14.468591517132207,-27.481556383480644,nan
1832000,10,0.0,67,-9.52794,12.771336836425789,0.0,981.58685,-8187.849,367076.44,-32.27928367510202,-16.57386000523854,0.0,-32.27928367510202,-16.57386000523854,-48.205829262100984,0.0,67,-48.205829262100984,-32.27928367510202,10,12.771336836425789,-32.27928367510202,nan
1856000,10,0.0,68,-10.515688,14.52084409574367,0.0,778.2841,-10615.83,438059.84,-25.391254851741316,-6.966768095174721,0.1,-25.391254851741316,-6.966768095174721,-62.72185417367517,0.1,68,-62.72185417367517,-25.391254851741316,10,14.52084409574367,-25.391254851741316,nan
1880000,10,0.0,69,-10.283277,89.99724162904225,0.0,821.22626,-9930.273,424193.25,-7.9142850692126405,258.73796097365687,0.0,-7.914285069212619,258.73796097365687,-59.321645606087706,0.0,69,-59.321645606087706,-7.9142850692126405,10,89.99724162904225,-7.914285069212619,nan
1904000,10,0.0,70,-6.950245,34.44560373192943,0.0,551.63025,-4716.256,354613.75,-58.85813100152635,-16.6238169928235,0.0,-58.85813100152634,-16.6238169928235,-102.0124185709657,0.0,70,-102.0124185709657,-58.85813100152635,10,34.44560373192943,-58.85813100152634,nan
1928000,10,0.0,71,-3.559939,30.96169705450339,0.0,2869.837,333.9597,200402.11,-67.27397125101803,-27.057696467181934,0.0,-67.27397125101803,-27.057696467181934,-122.48993735676154,0.0,71,-122.48993735676154,-67.27397125101803,10,30.96169705450339,-67.27397125101803,nan
1952000,10,0.0,72,-6.2494097,1590.0946906719446,0.0,1529.9146,-2656.642,280307.06,573.58346312173,5289.983606219636,0.0,573.5834631217299,5289.983606219636,-57.41133647631042,0.0,72,-57.41133647631042,573.58346312173,10,1590.0946906719446,573.5834631217299,nan
1976000,10,0.0,73,-10.273584,2466.4034401741264,0.0,477.90558,-9706.042,373185.12,794.843264578808,8193.540075169087,0.0,794.8432645788083,8193.540075169087,-95.34530174756318,0.0,73,-95.34530174756318,794.843264578808,10,2466.4034401741264,794.8432645788083,nan
2000000,10,0.0,74,-11.903982,26.23642771460299,0.0,321.92508,-13443.253,407509.62,-24.082224316977424,30.953177464727645,0.0,-24.082224316977424,30.953177464727645,-62.884825242251914,0.0,74,-62.884825242251914,-24.082224316977424,10,26.23642771460299,-24.082224316977424,nan
2024000,10,0.0,75,-12.529263,225.89897985950904,0.0,73.37278,-14500.22,420026.8,94.10432168134079,717.4915026651468,0.0,94.10432168134068,717.4915026651468,-28.532881870289202,0.0,75,-28.532881870289202,94.10432168134079,10,225.89897985950904,94.10432168134068,nan
2048000,10,0.0,76,-12.134277,16.402417726431697,0.0,91.84772,-14623.025,470067.5,-10.587041929919614,17.147634352322367,0.0,-10.587041929919616,17.147634352322367,-49.548136583187286,0.0,76,-49.548136583187286,-10.587041929919614,10,16.402417726431697,-10.587041929919616,nan
2072000,10,0.0,77,-12.51953,9.813146869189325,0.0,113.959854,-14762.576,556348.7,-23.424738848168225,-1.84813061849406,0.0,-23.424738848168225,-1.84813061849406,-37.57908482627383,0.0,77,-37.57908482627383,-23.424738848168225,10,9.813146869189325,-23.424738848168225,nan
2096000,10,0.0,78,-12.966299,172.22978432134647,0.0,105.01202,-14741.739,662567.75,49.43071072166239,564.8145505540124,0.0,49.43071072166235,564.8145505540124,-24.292825171414464,0.0,78,-24.292825171414464,49.43071072166239,10,172.22978432134647,49.43071072166235,nan
2120000,10,0.0,79,-13.036103,21.240651858351875,0.0,514.1975,-14933.398,789611.5,-17.858509795309626,29.512645399993126,0.0,-17.858509795309633,29.512645399993126,-42.14599483032002,0.0,79,-42.14599483032002,-17.858509795309626,10,21.240651858351875,-17.858509795309633,nan
2144000,10,0.0,80,-12.964989,11.343659357113138,0.0,627.3686,-13261.217,918975.0,-73.1509660382155,-59.13280688715771,0.0,-73.15096603821547,-59.13280688715771,-99.25606810003636,0.0,80,-99.25606810003636,-73.1509660382155,10,11.343659357113138,-73.15096603821547,nan
2168000,10,0.0,81,-12.702458,212.98693781681732,0.0,773.5335,-13473.072,1213122.5,12.587844566497143,640.5643160739178,0.0,12.587844566497184,640.5643160739178,-122.55755405322783,0.0,81,-122.55755405322783,12.587844566497143,10,212.98693781681732,12.587844566497184,nan
2192000,10,0.0,82,-12.931234,4381.874508599395,0.0,1371.9232,-14409.419,1465621.5,1423.1996542896968,14568.474606247742,0.0,1423.1996542896973,14568.474606247742,-86.54779192429937,0.0,82,-86.54779192429937,1423.1996542896968,10,4381.874508599395,1423.1996542896973,nan
2216000,10,0.0,83,-14.277129,95.59522866489553,0.0,571.0685,-19465.611,1861790.6,11.205770202071779,290.226835082971,0.0,11.205770202071715,290.226835082971,-53.36636823196379,0.0,83,-53.36636823196379,11.205770202071779,10,95.59522866489553,11.205770202071715,nan
2240000,10,0.0,84,-14.966972,16.480332962671216,0.0,468.68637,-23045.426,2040717.8,-31.07213150059119,12.769052728451014,0.0,-31.072131500591173,12.769052728451014,-52.86494046432174,0.0,84,-52.86494046432174,-31.07213150059119,10,16.480332962671216,-31.072131500591173,nan
2264000,10,0.0,85,-15.532551,9.56500843563388,0.0,305.81818,-27271.38,2337252.0,-41.15043656882668,-30.52232277736867,0.0,-41.15043656882669,-30.52232277736867,-55.79845974850954,0.0,85,-55.79845974850954,-41.15043656882668,10,9.56500843563388,-41.15043656882669,nan
2288000,10,0.0,86,-15.710756,2766.895284252985,0.0,428.73236,-25068.307,2265414.8,880.3876055700132,9181.034740450968,0.0,880.3876055700133,9181.034740450968,-54.34633729877174,0.0,86,-54.34633729877174,880.3876055700132,10,2766.895284252985,880.3876055700133,nan
2312000,10,0.0,87,-15.806875,27.542071301006146,0.0,838.8958,-23563.03,2325413.8,-85.67542339107445,-29.026865591722782,0.0,-85.67542339107442,-29.026865591722782,-112.63602593699278,0.0,87,-112.63602593699278,-85.67542339107445,10,27.542071301006146,-85.67542339107442,nan
2336000,10,0.0,88,-15.493801,471.3573601653233,0.0,1114.127,-21869.414,2305882.5,123.05605138379526,1533.80481104073,0.0,123.05605138379535,1533.80481104073,-118.24622150584423,0.0,88,-118.24622150584423,123.05605138379526,10,471.3573601653233,123.05605138379535,nan
2360000,10,0.0,89,-16.244986,32.3129229089764,0.0,252.73016,-25406.68,2629753.8,-25.073349280301876,42.49336605142809,0.0,-25.073349280301876,42.49336605142809,-93.49955682617951,0.0,89,-93.49955682617951,-25.073349280301876,10,32.3129229089764,-25.073349280301876,nan
2384000,10,0.0,90,-16.087004,8.129017953951625,0.0,652.5694,-24441.385,3012854.8,-26.175706290342248,-15.49604352095925,0.0,-26.175706290342248,-15.49604352095925,-42.17248904291853,0.0,90,-42.17248904291853,-26.175706290342248,10,8.129017953951625,-26.175706290342248,nan
2408000,10,0.0,91,-15.391471,196.5671296782762,0.0,632.016,-21413.84,3093000.8,14.823979296895311,600.4544602122219,0.0,14.823979296895377,600.4544602122219,-94.35204980188033,0.0,91,-94.35204980188033,14.823979296895311,10,196.5671296782762,14.823979296895377,nan
2432000,10,0.0,92,-16.673555,30.305935040697573,0.0,1048.2625,-23331.455,3353248.2,-57.972651655604935,-14.24421606230833,0.0,-57.972651655604935,-14.24421606230833,-101.23874580363011,0.0,92,-101.23874580363011,-57.972651655604935,10,30.305935040697573,-57.972651655604935,nan
