MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTest/Average/StdReturn,TotalEnvSteps,plate-slide-back-side-v1/MaxReturn,Average/AverageReturn,Average/NumEpisodes,MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/Average/MaxReturn,plate-slide-back-side-v1/Iteration,plate-slide-back-side-v1/AverageReturn,MetaTest/plate-slide-back-side-v1/NumEpisodes,Average/StdReturn,MetaTest/plate-slide-back-side-v1/MaxReturn,Average/TerminationRate,plate-slide-back-side-v1/MinReturn,Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,plate-slide-back-side-v1/SuccessRate,plate-slide-back-side-v1/TerminationRate,Average/Iteration,plate-slide-back-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,plate-slide-back-side-v1/StdReturn,Average/SuccessRate,Average/MaxReturn,policy/LossBefore,policy/LossAfter,MetaTest/Average/SuccessRate,policy/Entropy,MetaTest/Average/NumEpisodes,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/plate-slide-back-side-v1/TerminationRate,policy/KLBefore,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/Average/Iteration,Average/MinReturn,plate-slide-back-side-v1/NumEpisodes,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,policy/KL,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn
-38.79629105296773,0.1,6880.403669874924,220000,27395.780847493996,309.5006452860863,100,1,22916.952884560123,10,309.5006452860863,10,2736.3513106475107,22916.952884560123,0.0,-42.88926675937695,84.02239543183804,-38.79629105296773,0.01,0.0,10,84.02239543183804,2275.8731272426494,2736.3513106475107,0.01,27395.780847493996,-0.35330468,-3.3838804,0.1,5.4785967,10,6880.403669874924,0.0,0.0,2275.87312724265,1,-42.88926675937695,100,3.0305758,0.21445469601624767,0.00518724,0.0,2275.87312724265,2275.8731272426494
,,,240000,31483.662525987977,514.9341426071115,100,,,11,514.9341426071115,,3587.916156803214,,0.0,-42.645454684997695,203.91700168175169,,0.02,0.0,11,203.91700168175169,,3587.916156803214,0.02,31483.662525987977,2.6802087,-1.8732742,,5.4430137,,,,0.0,,,-42.645454684997695,100,4.553483,0.24226229969259205,0.006662831,,,
,,,260000,33101.58722816465,616.6419513342574,100,,,12,616.6419513342574,,3376.953448822501,,0.0,-50.9886531181683,277.63005561219535,,0.01,0.0,12,277.63005561219535,,3376.953448822501,0.01,33101.58722816465,1.5539148,-1.2169743,,5.421018,,,,0.0,,,-50.9886531181683,100,2.770889,0.11507330637310664,0.005443649,,,
,,,280000,62767.29600733938,2100.271789198445,100,,,13,2100.271789198445,,8631.796278250877,,0.0,-41.56950349452208,897.2784220175798,,0.07,0.0,13,897.2784220175798,,8631.796278250877,0.07,62767.29600733938,8.752381,-2.4300125,,5.406342,,,,0.0,,,-41.56950349452208,100,11.182394,0.19592073881605077,0.005826376,,,
,,,300000,71951.85650344017,1702.704838507967,100,,,14,1702.704838507967,,8127.549993808366,,0.0,-43.55070028750403,568.5712426059564,,0.03,0.0,14,568.5712426059564,,8127.549993808366,0.03,71951.85650344017,-0.33995625,-9.456146,,5.3751783,,,,0.0,,,-43.55070028750403,100,9.11619,0.2769618512029285,0.0058803894,,,
,,,320000,55619.51122696682,1960.255157446937,100,,,15,1960.255157446937,,6790.4349451491225,,0.0,-36.832886217432915,984.2790104067365,,0.07,0.0,15,984.2790104067365,,6790.4349451491225,0.07,55619.51122696682,-0.7232937,-7.1301126,,5.336886,,,,0.0,,,-36.832886217432915,100,6.406819,0.09769453541715212,0.005267161,,,
,,,340000,64369.62991302648,1958.4680210173362,100,,,16,1958.4680210173362,,8497.828188241525,,0.0,-41.878100246477395,813.8521055575882,,0.04,0.0,16,813.8521055575882,,8497.828188241525,0.04,64369.62991302648,2.7801344,-7.2519436,,5.290113,,,,0.0,,,-41.878100246477395,100,10.032078,0.2126454626920572,0.008676041,,,
,,,360000,65058.071496551456,2782.5700475867097,100,,,17,2782.5700475867097,,8987.540304612672,,0.0,-38.44882188245647,1075.876847527131,,0.05,0.0,17,1075.876847527131,,8987.540304612672,0.05,65058.071496551456,2.0441468,-7.3332267,,5.2783365,,,,0.0,,,-38.44882188245647,100,9.377374,0.23099223623773768,0.0064918487,,,
,,,380000,71153.3342044884,2566.537876051252,100,,,18,2566.537876051252,,9622.281616970271,,0.0,-25.054619654295212,1005.7941956307569,,0.03,0.0,18,1005.7941956307569,,9622.281616970271,0.03,71153.3342044884,5.131,-4.046928,,5.2927465,,,,0.0,,,-25.054619654295212,100,9.177928,0.23507777229349935,0.0057150275,,,
,,,400000,58318.5037788457,992.2053692562478,100,,,19,992.2053692562478,,5854.235707640541,,0.0,-23.643654455673296,387.2409944587261,,0.03,0.0,19,387.2409944587261,,5854.235707640541,0.03,58318.5037788457,-1.7890766,-5.6058593,,5.285329,,,,0.0,,,-23.643654455673296,100,3.8167827,0.1878059674649888,0.0073235733,,,
-22.72694320152717,0.0,422.2941298955795,420000,55813.928433787354,1514.5657950614498,100,2,1398.2003795329226,20,1514.5657950614498,10,6338.994366456324,1398.2003795329226,0.0,-23.47511492179521,616.1555753864287,-22.72694320152717,0.03,0.0,20,616.1555753864287,136.79846039902554,6338.994366456324,0.03,55813.928433787354,2.5883937,-1.3111969,0.0,5.269578,10,422.2941298955795,0.0,0.0,136.79846039902577,2,-23.47511492179521,100,3.8995905,0.2350801104632032,0.0045530745,0.0,136.79846039902577,136.79846039902554
,,,440000,17981.653533325927,968.3288841025974,100,,,21,968.3288841025974,,3501.304972272801,,0.0,-23.2646841976687,467.7304716866615,,0.01,0.0,21,467.7304716866615,,3501.304972272801,0.01,17981.653533325927,-0.024296874,-1.843475,,5.2662654,,,,0.0,,,-23.2646841976687,100,1.8191781,0.1897897993580081,0.007587231,,,
,,,460000,54597.33496654977,3682.028920715173,100,,,22,3682.028920715173,,10535.951274072182,,0.0,-24.27813798431418,1672.042551862897,,0.08,0.0,22,1672.042551862897,,10535.951274072182,0.08,54597.33496654977,-3.1423314,-14.405616,,5.2555966,,,,0.0,,,-24.27813798431418,100,11.263285,0.23064790417938386,0.005893039,,,
,,,480000,74759.08829024625,1764.1925900756357,100,,,23,1764.1925900756357,,8024.164829845552,,0.0,-25.162990704935336,676.4951735295873,,0.02,0.0,23,676.4951735295873,,8024.164829845552,0.02,74759.08829024625,-0.51325625,-8.133181,,5.232028,,,,0.0,,,-25.162990704935336,100,7.6199245,0.2343894336770097,0.007441591,,,
,,,500000,96325.64820843734,7088.245510900655,100,,,24,7088.245510900655,,18007.63196624709,,0.0,-21.356558335154656,2851.9776868796034,,0.13,0.0,24,2851.9776868796034,,18007.63196624709,0.13,96325.64820843734,-6.4306126,-26.705376,,5.181136,,,,0.0,,,-21.356558335154656,100,20.274763,0.33440802467922437,0.0063557616,,,
,,,520000,59441.48808335576,3114.216598015008,100,,,25,3114.216598015008,,10667.467545348505,,0.0,-21.672660247103142,1251.8975010094243,,0.05,0.0,25,1251.8975010094243,,10667.467545348505,0.05,59441.48808335576,7.6670623,-2.5118062,,5.135144,,,,0.0,,,-21.672660247103142,100,10.178868,0.2580973875289848,0.005116571,,,
,,,540000,71543.04371624313,2846.8142149155756,100,,,26,2846.8142149155756,,9797.5613549787,,0.0,-22.904245314905122,1051.7150331371436,,0.06,0.0,26,1051.7150331371436,,9797.5613549787,0.06,71543.04371624313,5.163831,-4.816897,,5.108905,,,,0.0,,,-22.904245314905122,100,9.980728,0.27174965708656074,0.003630006,,,
,,,560000,98287.82214287853,4897.839439364663,100,,,27,4897.839439364663,,15196.635557703363,,0.0,-22.209871267189214,1812.3984233322672,,0.06,0.0,27,1812.3984233322672,,15196.635557703363,0.06,98287.82214287853,-0.9583281,-15.224184,,5.1115103,,,,0.0,,,-22.209871267189214,100,14.265856,0.29686082210277,0.006237821,,,
,,,580000,88236.52635614901,5116.645047529784,100,,,28,5116.645047529784,,15975.6130515169,,0.0,-22.155132718649398,1993.531935090226,,0.11,0.0,28,1993.531935090226,,15975.6130515169,0.11,88236.52635614901,5.498381,-11.3676,,5.0908866,,,,0.0,,,-22.155132718649398,100,16.865982,0.30994216540871433,0.0058308123,,,
,,,600000,158561.16799007112,4345.601241853549,100,,,29,4345.601241853549,,18097.231538920496,,0.0,-23.2703607237191,1870.8038208209828,,0.06,0.0,29,1870.8038208209828,,18097.231538920496,0.06,158561.16799007112,-12.119605,-25.79775,,5.072934,,,,0.0,,,-23.2703607237191,100,13.678145,0.27044046326972615,0.005854422,,,
-20.925580752027994,0.0,5788.731905462136,620000,93892.26727303899,4963.9687456582005,100,3,18627.595379804694,30,4963.9687456582005,10,16378.772384699507,18627.595379804694,0.0,-22.127676235818296,1911.0920438328724,-20.925580752027994,0.08,0.0,30,1911.0920438328724,2682.166161384507,16378.772384699507,0.08,93892.26727303899,2.8604188,-15.920184,0.0,5.069579,10,5788.731905462136,0.0,0.0,2682.1661613845054,3,-22.127676235818296,100,18.780603,0.32273256840081777,0.0055890684,0.0,2682.1661613845054,2682.166161384507
,,,640000,223406.86065099036,6095.8752673380495,100,,,31,6095.8752673380495,,25562.28924426071,,0.0,-20.80090611197481,2495.6382552447244,,0.06,0.0,31,2495.6382552447244,,25562.28924426071,0.06,223406.86065099036,23.3895,0.766025,,5.069194,,,,0.0,,,-20.80090611197481,100,22.623474,0.24862645318890642,0.0051591317,,,
,,,660000,95454.70580695152,4702.194362221438,100,,,32,4702.194362221438,,13865.55798476595,,0.0,-23.744524586902195,2372.025192870176,,0.1,0.0,32,2372.025192870176,,13865.55798476595,0.1,95454.70580695152,8.194325,-8.874406,,5.05663,,,,0.0,,,-23.744524586902195,100,17.068731,0.208186885549131,0.008652805,,,
,,,680000,82037.1824309421,6459.3369183690675,100,,,33,6459.3369183690675,,17055.8290708382,,0.0,-19.99941502890664,2681.444261531735,,0.1,0.0,33,2681.444261531735,,17055.8290708382,0.1,82037.1824309421,-4.4618874,-21.28893,,5.0415506,,,,0.0,,,-19.99941502890664,100,16.827044,0.2690457200162938,0.0044944445,,,
,,,700000,97125.05965196285,2374.2337506512163,100,,,34,2374.2337506512163,,10584.235521310267,,0.0,-21.053045716963698,1118.493823966484,,0.03,0.0,34,1118.493823966484,,10584.235521310267,0.03,97125.05965196285,2.2694907,-6.0705905,,5.026662,,,,0.0,,,-21.053045716963698,100,8.340081,0.21348348472991618,0.0037853026,,,
,,,720000,132960.59506607827,11312.572279731976,100,,,35,11312.572279731976,,26247.91350227199,,0.0,-19.490424552153833,4715.181097510055,,0.19,0.0,35,4715.181097510055,,26247.91350227199,0.19,132960.59506607827,3.892775,-19.935406,,4.9945116,,,,0.0,,,-19.490424552153833,100,23.82818,0.3221853002199746,0.0059793787,,,
,,,740000,162394.39722455494,8147.9912105324,100,,,36,8147.9912105324,,24162.629566730295,,0.0,-19.732090437244782,3481.84100427924,,0.08,0.0,36,3481.84100427924,,24162.629566730295,0.08,162394.39722455494,13.374425,-9.811981,,4.9492826,,,,0.0,,,-19.732090437244782,100,23.186405,0.2635835566057777,0.007014266,,,
,,,760000,113858.01950319839,10779.011827666827,100,,,37,10779.011827666827,,20135.934477611983,,0.0,-18.953383595223528,4773.750746990579,,0.19,0.0,37,4773.750746990579,,20135.934477611983,0.19,113858.01950319839,-17.725094,-36.733513,,4.907247,,,,0.0,,,-18.953383595223528,100,19.008419,0.3031735918086812,0.0056677475,,,
,,,780000,91952.20532080618,7181.747601127426,100,,,38,7181.747601127426,,17701.180012498156,,0.0,-20.5113497545699,3184.6715196277637,,0.11,0.0,38,3184.6715196277637,,17701.180012498156,0.11,91952.20532080618,8.136625,-8.106222,,4.8753448,,,,0.0,,,-20.5113497545699,100,16.242847,0.28400160171932765,0.006653916,,,
,,,800000,119484.82713054524,14689.874122031306,100,,,39,14689.874122031306,,27353.571481582487,,0.0,-19.99545884059843,6325.248718453533,,0.23,0.0,39,6325.248718453533,,27353.571481582487,0.23,119484.82713054524,32.45564,0.2797375,,4.867455,,,,0.0,,,-19.99545884059843,100,32.1759,0.26188339125303217,0.0074280226,,,
-19.090641827628566,0.0,1098.7191826760345,820000,145326.88224587965,7469.428059891559,100,4,3122.8116945132597,40,7469.428059891559,10,24684.6476552499,3122.8116945132597,0.0,-20.02005326633918,2955.4411240990635,-19.090641827628566,0.12,0.0,40,2955.4411240990635,619.7042090822928,24684.6476552499,0.12,145326.88224587965,9.6471,-14.266337,0.0,4.829148,10,1098.7191826760345,0.0,0.0,619.7042090822928,4,-20.02005326633918,100,23.913437,0.32362319601326395,0.007053355,0.0,619.7042090822928,619.7042090822928
,,,840000,123015.42846890261,10975.852634070885,100,,,41,10975.852634070885,,25303.75044281943,,0.0,-20.100417413940274,4661.625901315092,,0.14,0.0,41,4661.625901315092,,25303.75044281943,0.14,123015.42846890261,19.327,-0.60885,,4.795182,,,,0.0,,,-20.100417413940274,100,19.93585,0.2856011423937904,0.007257315,,,
,,,860000,107212.91178543244,9665.08821706063,100,,,42,9665.08821706063,,22045.014069615987,,0.0,-19.435997961630306,4248.071977253744,,0.16,0.0,42,4248.071977253744,,22045.014069615987,0.16,107212.91178543244,2.1945438,-20.757116,,4.762634,,,,0.0,,,-19.435997961630306,100,22.95166,0.30643891825664005,0.004994548,,,
,,,880000,111945.21723253174,16480.533567133723,100,,,43,16480.533567133723,,26894.0644515515,,0.0,-47.72158978482117,7328.326919846073,,0.21,0.0,43,7328.326919846073,,26894.0644515515,0.21,111945.21723253174,1.3018,-23.228226,,4.7213416,,,,0.0,,,-47.72158978482117,100,24.530025,0.23417792429747797,0.0059185745,,,
,,,900000,122902.5070481064,11761.581271175592,100,,,44,11761.581271175592,,25503.290301834946,,0.0,-18.46175647299801,4649.479264813717,,0.21,0.0,44,4649.479264813717,,25503.290301834946,0.21,122902.5070481064,-4.3770127,-40.243805,,4.694434,,,,0.0,,,-18.46175647299801,100,35.86679,0.33865152885382144,0.008492379,,,
,,,920000,168479.35595841904,20417.487920007232,100,,,45,20417.487920007232,,30668.08493000173,,0.0,-18.990281253858992,8806.291765521906,,0.3,0.0,45,8806.291765521906,,30668.08493000173,0.3,168479.35595841904,6.058425,-21.96275,,4.6556664,,,,0.0,,,-18.990281253858992,100,28.021175,0.2948477974096604,0.0049834205,,,
,,,940000,117618.55916158794,18215.13975209311,100,,,46,18215.13975209311,,26447.06489554585,,0.0,-18.850027385820418,8244.48261245952,,0.34,0.0,46,8244.48261245952,,26447.06489554585,0.34,117618.55916158794,-5.767819,-32.43521,,4.6398306,,,,0.0,,,-18.850027385820418,100,26.667393,0.26614664563287704,0.0052798362,,,
,,,960000,168125.6301534589,17323.89205089649,100,,,47,17323.89205089649,,35722.274642200435,,0.0,-19.005809450710526,7244.751061703657,,0.26,0.0,47,7244.751061703657,,35722.274642200435,0.26,168125.6301534589,8.581287,-27.968506,,4.627762,,,,0.0,,,-19.005809450710526,100,36.549793,0.298244425475224,0.0039721923,,,
,,,980000,122982.1418737746,13387.860988403168,100,,,48,13387.860988403168,,23571.709671837118,,0.0,-18.73933278734111,6110.409836210321,,0.17,0.0,48,6110.409836210321,,23571.709671837118,0.17,122982.1418737746,-7.0802436,-23.91087,,4.6240997,,,,0.0,,,-18.73933278734111,100,16.830626,0.3287384367098872,0.004332695,,,
,,,1000000,165640.4384908555,22771.152621885576,100,,,49,22771.152621885576,,33062.065912393635,,0.0,-14.693529363194603,9771.670581491675,,0.37,0.0,49,9771.670581491675,,33062.065912393635,0.37,165640.4384908555,17.953175,-13.390925,,4.607312,,,,0.0,,,-14.693529363194603,100,31.3441,0.2885827720612105,0.007206711,,,
-17.823279792198573,0.3,18127.32327261524,1020000,207842.3927374319,19618.54877302732,100,5,45148.58818532787,50,19618.54877302732,10,35265.15911122046,45148.58818532787,0.0,-18.42659495488552,8517.429845593,-17.823279792198573,0.33,0.0,50,8517.429845593,14922.98501000451,35265.15911122046,0.33,207842.3927374319,7.7793126,-21.426037,0.3,4.5853415,10,18127.32327261524,0.0,0.0,14922.985010004506,5,-18.42659495488552,100,29.205349,0.28555757169194684,0.0039266897,0.0,14922.985010004506,14922.98501000451
,,,1040000,160077.55489005646,18997.129095110966,100,,,51,18997.129095110966,,32651.30589728466,,0.0,-19.337117518964707,7931.430219391357,,0.29,0.0,51,7931.430219391357,,32651.30589728466,0.29,160077.55489005646,2.8707812,-21.6754,,4.5525784,,,,0.0,,,-19.337117518964707,100,24.54618,0.32947498452056034,0.005391795,,,
,,,1060000,119452.3123652646,18300.904000629052,100,,,52,18300.904000629052,,31312.997787251214,,0.0,-18.377023698433863,7878.610892432221,,0.29,0.0,52,7878.610892432221,,31312.997787251214,0.29,119452.3123652646,24.65616,-4.9439936,,4.5151815,,,,0.0,,,-18.377023698433863,100,29.600155,0.3355734003462504,0.0064756973,,,
,,,1080000,170245.09261229928,20864.86508648165,100,,,53,20864.86508648165,,32769.21889390847,,0.0,-18.827648587996727,8931.23082266658,,0.4,0.0,53,8931.23082266658,,32769.21889390847,0.4,170245.09261229928,9.973537,-19.66545,,4.489543,,,,0.0,,,-18.827648587996727,100,29.638987,0.2938648798296565,0.005474209,,,
,,,1100000,186698.24376101457,16929.531566127032,100,,,54,16929.531566127032,,29553.09020097343,,0.0,-19.08630570556352,7621.333588990246,,0.28,0.0,54,7621.333588990246,,29553.09020097343,0.28,186698.24376101457,-19.153666,-42.64188,,4.4810367,,,,0.0,,,-19.08630570556352,100,23.488214,0.30848785067260454,0.0070997453,,,
,,,1120000,120840.5903546228,16899.371814870097,100,,,55,16899.371814870097,,26435.102147987673,,0.0,-19.050089137117094,8024.561409003472,,0.35,0.0,55,8024.561409003472,,26435.102147987673,0.35,120840.5903546228,26.547531,5.570631,,4.4741163,,,,0.0,,,-19.050089137117094,100,20.9769,0.28136941998584364,0.005462736,,,
,,,1140000,146893.12410751043,15911.428446173568,100,,,56,15911.428446173568,,27712.32435956439,,0.0,-19.304091579198175,7103.862658850298,,0.28,0.0,56,7103.862658850298,,27712.32435956439,0.28,146893.12410751043,-17.99395,-45.5029,,4.4426227,,,,0.0,,,-19.304091579198175,100,27.50895,0.32280249507328007,0.005005096,,,
,,,1160000,149239.80985037942,21047.949994837712,100,,,57,21047.949994837712,,35826.62758639802,,0.0,-18.92443561125162,8654.39176035292,,0.31,0.0,57,8654.39176035292,,35826.62758639802,0.31,149239.80985037942,4.545125,-33.295544,,4.4105597,,,,0.0,,,-18.92443561125162,100,37.840668,0.3349458709725385,0.005521405,,,
,,,1180000,115679.79587104503,20109.99715296454,100,,,58,20109.99715296454,,28191.902712688774,,0.0,-19.218872077505864,9014.02301761538,,0.31,0.0,58,9014.02301761538,,28191.902712688774,0.31,115679.79587104503,34.89422,9.216993,,4.3766255,,,,0.0,,,-19.218872077505864,100,25.677225,0.24854630472222938,0.0048592226,,,
,,,1200000,200598.4879808854,24264.517117688883,100,,,59,24264.517117688883,,37003.04164559227,,0.0,-19.22130267924023,10354.233758886054,,0.4,0.0,59,10354.233758886054,,37003.04164559227,0.4,200598.4879808854,44.773273,8.842175,,4.3414,,,,0.0,,,-19.22130267924023,100,35.9311,0.28106674963775247,0.006573059,,,
-18.096419576356016,0.0,4497.992272531897,1220000,106917.39492374274,18615.73398374157,100,6,11492.995614823172,60,18615.73398374157,10,25744.316753259776,11492.995614823172,0.0,-18.911326979757078,8705.495212649019,-18.096419576356016,0.27,0.0,60,8705.495212649019,3652.59416544544,25744.316753259776,0.27,106917.39492374274,25.1825,6.9931874,0.0,4.3290777,10,4497.992272531897,0.0,0.0,3652.594165445441,6,-18.911326979757078,100,18.189314,0.25970115600018595,0.006287679,0.0,3652.594165445441,3652.59416544544
,,,1240000,105066.32966277286,17035.024024691622,100,,,61,17035.024024691622,,23854.807413365404,,0.0,-19.38393142218581,8778.835304918925,,0.34,0.0,61,8778.835304918925,,23854.807413365404,0.34,105066.32966277286,-4.333119,-27.380932,,4.312958,,,,0.0,,,-19.38393142218581,100,23.047813,0.3338939625152082,0.007124591,,,
,,,1260000,157442.061946598,25974.414091882696,100,,,62,25974.414091882696,,35577.841972319315,,0.0,-19.0525165978102,11197.586208747067,,0.39,0.0,62,11197.586208747067,,35577.841972319315,0.39,157442.061946598,-0.6786125,-33.5085,,4.3018565,,,,0.0,,,-19.0525165978102,100,32.829887,0.3406078107575893,0.005787876,,,
,,,1280000,128958.74650122291,26953.527641996086,100,,,63,26953.527641996086,,36289.85292962716,,0.0,-17.941462775357813,10965.07034748026,,0.43,0.0,63,10965.07034748026,,36289.85292962716,0.43,128958.74650122291,13.74175,-22.171337,,4.2801585,,,,0.0,,,-17.941462775357813,100,35.913086,0.3112306359317053,0.004853341,,,
,,,1300000,152446.46234911514,27294.07897187485,100,,,64,27294.07897187485,,35235.545202039284,,0.0,-18.996090222655265,12385.041887577167,,0.41,0.0,64,12385.041887577167,,35235.545202039284,0.41,152446.46234911514,-8.071269,-41.32515,,4.2490163,,,,0.0,,,-18.996090222655265,100,33.25388,0.30758167985675955,0.005461139,,,
,,,1320000,125942.73062697187,22621.155258717477,100,,,65,22621.155258717477,,30836.94494505672,,0.0,-17.991648958462413,10659.486020767095,,0.38,0.0,65,10659.486020767095,,30836.94494505672,0.38,125942.73062697187,-18.7453,-47.106987,,4.237054,,,,0.0,,,-17.991648958462413,100,28.361687,0.27439628004615,0.0052436315,,,
,,,1340000,178891.83825711778,22637.527090392206,100,,,66,22637.527090392206,,39570.32603655404,,0.0,-18.607612811941912,9270.058121501097,,0.33,0.0,66,9270.058121501097,,39570.32603655404,0.33,178891.83825711778,7.633125,-31.283888,,4.252141,,,,0.0,,,-18.607612811941912,100,38.91701,0.28487993558360936,0.0051642945,,,
,,,1360000,212410.11140938627,31246.14489266276,100,,,67,31246.14489266276,,42077.362972608134,,0.0,-18.494006352616744,12099.257824857521,,0.41,0.0,67,12099.257824857521,,42077.362972608134,0.41,212410.11140938627,27.870424,-9.5687,,4.2387476,,,,0.0,,,-18.494006352616744,100,37.439125,0.4180213969489943,0.006120366,,,
,,,1380000,163259.0551371766,36012.36099015432,100,,,68,36012.36099015432,,44957.71739396617,,0.0,-14.850971213838617,14972.124106180067,,0.46,0.0,68,14972.124106180067,,44957.71739396617,0.46,163259.0551371766,-4.4209375,-48.259674,,4.1884656,,,,0.0,,,-14.850971213838617,100,43.838737,0.32676894319477356,0.005947188,,,
