MetaTest/push-back-v1/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/push-back-v1/SuccessRate,MetaTest/push-back-v1/MinReturn,MetaTest/push-back-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/push-back-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/push-back-v1/MaxReturn,MetaTest/push-back-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTrain/Average/Alpha,MetaTest/push-back-v1/Iteration,MetaTest/Average/Iteration,MetaTest/push-back-v1/NumEpisodes
-40.540394061160924,-826.44385,-125.97581161975675,23.787746,80.81662533824442,162.51544116235766,0.0,-125.97581161975675,80.81662533824442,-40.540394061160924,0.0,-1.3679777,-40.540394061160924,10,162.51544116235766,0.0,6218.8477,-40.540394061160924,0.0,296000,0.094108336,40,40,10
-39.80583904068695,-1103.7052,-87.73847356905773,17.451805,42.750027948303206,39.04034114733462,0.0,-87.73847356905773,42.750027948303206,-39.805839040686955,0.0,-1.7256579,-39.805839040686955,10,39.04034114733462,0.0,8301.791,-39.80583904068695,0.0,302000,0.11248638,41,41,10
1725.9010493804017,-1268.7617,-151.45671909750135,84.76098,5230.765265500912,17408.785138239065,0.1,-151.45671909750135,5230.765265500912,1725.901049380401,0.0,-1.9087287,1725.901049380401,10,17408.785138239065,0.0,8111.163,1725.9010493804017,0.1,308000,0.13364023,42,42,10
-142.76769270643123,-777.8707,-195.26300329596282,199.6771,18.462605978737347,-129.37743208856972,0.0,-195.26300329596282,18.462605978737347,-142.7676927064312,0.0,-2.3782442,-142.7676927064312,10,-129.37743208856972,0.0,167169.72,-142.76769270643123,0.0,314000,0.15895309,43,43,10
-141.08913073149955,-1298.3469,-149.61067113603323,161.75737,5.310574115151818,-130.4457640759103,0.0,-149.61067113603323,5.310574115151818,-141.08913073149955,0.0,-2.4667084,-141.08913073149955,10,-130.4457640759103,0.0,149329.16,-141.08913073149955,0.0,320000,0.18438919,44,44,10
-103.1381404301557,-590.36285,-110.4517520833014,398.036,4.2138425906730825,-97.1602870703774,0.0,-110.4517520833014,4.2138425906730825,-103.13814043015569,0.0,-1.8768567,-103.13814043015569,10,-97.1602870703774,0.0,225444.73,-103.1381404301557,0.0,326000,0.2115821,45,45,10
-115.75734193723603,-2240.2156,-125.80113969919636,148.01093,6.889143190145022,-105.73315739336742,0.0,-125.80113969919636,6.889143190145022,-115.75734193723599,0.0,-4.6463704,-115.75734193723599,10,-105.73315739336742,0.0,189652.47,-115.75734193723603,0.0,332000,0.24810617,46,46,10
-101.82490803984554,-4150.1963,-130.5978571033962,51.835392,9.777586656979224,-96.71408890293363,0.0,-130.5978571033962,9.777586656979224,-101.82490803984554,0.0,-7.182881,-101.82490803984554,10,-96.71408890293363,0.0,280361.97,-101.82490803984554,0.0,338000,0.30694377,47,47,10
-148.15086889547712,-3009.142,-175.42844542093985,1137.4379,18.163780121141688,-121.12723770917837,0.0,-175.42844542093985,18.163780121141688,-148.15086889547703,0.0,-6.977787,-148.15086889547703,10,-121.12723770917837,0.0,419994.88,-148.15086889547712,0.0,344000,0.36361817,48,48,10
-193.56051528039205,-14089.856,-209.18394624660962,156.04747,6.841798697501129,-184.2792014280574,0.0,-209.18394624660962,6.841798697501129,-193.56051528039205,0.0,-13.56113,-193.56051528039205,10,-184.2792014280574,0.0,220113.86,-193.56051528039205,0.0,350000,0.43872595,49,49,10
-145.58528191654213,-17858.51,-160.1827714882334,417.87894,10.92699989053476,-127.05763830300488,0.0,-160.1827714882334,10.92699989053476,-145.58528191654207,0.0,-16.010208,-145.58528191654207,10,-127.05763830300488,0.0,213455.39,-145.58528191654213,0.0,356000,0.53048855,50,50,10
-156.57551462780182,-17161.697,-178.0177635625662,403.54538,10.876707068781354,-139.79414343978843,0.0,-178.0177635625662,10.876707068781354,-156.57551462780182,0.0,-16.307686,-156.57551462780182,10,-139.79414343978843,0.0,204345.11,-156.57551462780182,0.0,362000,0.627363,51,51,10
-163.17734617747675,-14032.743,-187.05685605966028,383.21793,11.512881417463557,-149.3494332339649,0.0,-187.05685605966028,11.512881417463557,-163.17734617747672,0.0,-18.381067,-163.17734617747672,10,-149.3494332339649,0.0,247552.72,-163.17734617747675,0.0,368000,0.737996,52,52,10
-85.88969014778935,-5987.7417,-102.26898687025822,271.24597,19.965317498942742,-41.6468716145006,0.0,-102.26898687025822,19.965317498942742,-85.88969014778935,0.0,-13.719213,-85.88969014778935,10,-41.6468716145006,0.0,282938.16,-85.88969014778935,0.0,374000,0.8545466,53,53,10
-126.94050305303566,-7459.0283,-151.8569227255806,428.9037,24.931532789556158,-58.688298649196746,0.0,-151.8569227255806,24.931532789556158,-126.94050305303567,0.0,-11.787438,-126.94050305303567,10,-58.688298649196746,0.0,315849.84,-126.94050305303566,0.0,380000,0.95403713,54,54,10
-123.0654335899081,-12161.748,-139.6587854962657,901.61127,17.645134549514847,-83.14112752239996,0.0,-139.6587854962657,17.645134549514847,-123.06543358990811,0.0,-11.469721,-123.06543358990811,10,-83.14112752239996,0.0,285069.94,-123.0654335899081,0.0,386000,1.0934877,55,55,10
-78.8740958773953,-8240.327,-102.4985856697212,864.6201,14.200353888994359,-52.934110611075205,0.0,-102.4985856697212,14.200353888994359,-78.8740958773953,0.0,-11.898498,-78.8740958773953,10,-52.934110611075205,0.0,253087.3,-78.8740958773953,0.0,392000,1.2558812,56,56,10
-98.15516995714133,-6762.792,-152.36177179053342,2180.0789,79.77822898869405,119.31459671843426,0.0,-152.36177179053342,79.77822898869405,-98.15516995714134,0.0,-10.639326,-98.15516995714134,10,119.31459671843426,0.0,192382.27,-98.15516995714133,0.0,398000,1.4471725,57,57,10
-105.2303779364402,-4906.9995,-110.53507183457147,4905.28,4.517156221840261,-96.60815493520094,0.0,-110.53507183457147,4.517156221840261,-105.23037793644019,0.0,-3.8102462,-105.23037793644019,10,-96.60815493520094,0.0,182478.95,-105.2303779364402,0.0,404000,1.6033363,58,58,10
1734.271395179027,-4476.17,-97.70339309583022,3284.2546,5127.945029783663,17110.692051477654,0.0,-97.70339309583022,5127.945029783663,1734.2713951790295,0.0,-3.9970548,1734.2713951790295,10,17110.692051477654,0.0,140704.12,1734.271395179027,0.0,410000,1.7053682,59,59,10
-135.14435646676463,-4771.707,-167.51085955415257,2391.461,18.97910611894959,-102.98372271158144,0.0,-167.51085955415257,18.97910611894959,-135.1443564667647,0.0,-2.204257,-135.1443564667647,10,-102.98372271158144,0.0,153246.89,-135.14435646676463,0.0,416000,1.8945545,60,60,10
-77.72492186233043,-3090.9973,-122.81696920163019,1999.8995,23.499660765851875,-43.11812993387886,0.0,-122.81696920163019,23.499660765851875,-77.72492186233049,0.0,2.6069143,-77.72492186233049,10,-43.11812993387886,0.0,163866.72,-77.72492186233043,0.0,422000,1.8445237,61,61,10
210.68844176334477,-2773.3643,-138.34275776335292,1321.5022,477.3381068201102,1084.6940224145067,0.0,-138.34275776335292,477.3381068201102,210.6884417633446,0.0,-0.62705284,210.6884417633446,10,1084.6940224145067,0.0,122612.21,210.68844176334477,0.0,428000,1.7365508,62,62,10
-72.61739150287573,-3657.22,-108.07864128167519,2789.097,20.479394995422364,-44.08544418969646,0.0,-108.07864128167519,20.479394995422364,-72.61739150287572,0.0,-1.868233,-72.61739150287572,10,-44.08544418969646,0.0,202746.2,-72.61739150287573,0.0,434000,1.8767891,63,63,10
-200.51699578880192,-3872.777,-216.89623989953685,3717.2678,11.029340395956218,-185.23604271485053,0.0,-216.89623989953685,11.029340395956218,-200.51699578880195,0.0,-0.676438,-200.51699578880195,10,-185.23604271485053,0.0,157036.86,-200.51699578880192,0.0,440000,2.017536,64,64,10
-176.467889924843,-2936.7314,-184.1650537861256,93689.82,4.335689444617395,-168.79240357980757,0.0,-184.1650537861256,4.335689444617395,-176.46788992484304,0.0,1.0153949,-176.46788992484304,10,-168.79240357980757,0.0,4304679.5,-176.467889924843,0.0,446000,2.0425599,65,65,10
-177.1933437416504,-2486.0535,-182.2194413799131,20869.361,3.452604678830164,-171.3291478298554,0.0,-182.2194413799131,3.452604678830164,-177.1933437416504,0.0,4.3931494,-177.1933437416504,10,-171.3291478298554,0.0,288174.84,-177.1933437416504,0.0,452000,1.8022466,66,66,10
-168.35346946608635,-2226.654,-186.87294840766225,10829.896,13.928019795655517,-141.76423760477374,0.0,-186.87294840766225,13.928019795655517,-168.35346946608632,0.0,3.5548575,-168.35346946608632,10,-141.76423760477374,0.0,287246.66,-168.35346946608635,0.0,458000,1.5711589,67,67,10
-159.05880501701907,-1965.4072,-165.53075424016475,765.9151,4.255700612533625,-152.74412246309765,0.0,-165.53075424016475,4.255700612533625,-159.05880501701904,0.0,1.958448,-159.05880501701904,10,-152.74412246309765,0.0,258436.6,-159.05880501701907,0.0,464000,1.4348391,68,68,10
-105.2095577133327,-1884.5624,-129.20162173645235,1261.7125,8.980767213179766,-93.56102415796055,0.0,-129.20162173645235,8.980767213179766,-105.2095577133327,0.0,1.5771707,-105.2095577133327,10,-93.56102415796055,0.0,279532.88,-105.2095577133327,0.0,470000,1.3124417,69,69,10
-88.24374724118847,-2624.2725,-147.16301737358705,1382.6307,48.28877081136306,-14.946085815599108,0.0,-147.16301737358705,48.28877081136306,-88.24374724118847,0.0,-6.3522444,-88.24374724118847,10,-14.946085815599108,0.0,294016.12,-88.24374724118847,0.0,476000,1.3935074,70,70,10
83.2208298316509,-3183.3738,-113.94948868901392,1612.3673,340.20796319761865,999.5836913544273,0.0,-113.94948868901392,340.20796319761865,83.22082983165078,0.0,-4.91931,83.22082983165078,10,999.5836913544273,0.0,334311.16,83.2208298316509,0.0,482000,1.6730273,71,71,10
-130.14769217505273,-7526.181,-149.14049917019216,1514.1707,13.824768963544823,-102.94911825156998,0.0,-149.14049917019216,13.824768963544823,-130.14769217505273,0.0,-13.5181055,-130.14769217505273,10,-102.94911825156998,0.0,412685.03,-130.14769217505273,0.0,488000,1.9397432,72,72,10
-126.29964384825348,-12361.653,-158.82535118770414,1704.4652,20.915964542624657,-96.5252009971373,0.0,-158.82535118770414,20.915964542624657,-126.29964384825345,0.0,-18.395452,-126.29964384825345,10,-96.5252009971373,0.0,496894.38,-126.29964384825348,0.0,494000,2.388836,73,73,10
-114.51277917857763,-11780.644,-138.1273803193014,1618.8177,13.07450031630227,-96.7810817740536,0.0,-138.1273803193014,13.07450031630227,-114.5127791785776,0.0,-17.993574,-114.5127791785776,10,-96.7810817740536,0.0,567661.2,-114.51277917857763,0.0,500000,2.8278315,74,74,10
-124.18393641370696,-16676.799,-159.80952544187497,786.7324,27.088618422251756,-92.7099203604825,0.0,-159.80952544187497,27.088618422251756,-124.18393641370695,0.0,-18.507046,-124.18393641370695,10,-92.7099203604825,0.0,575757.5,-124.18393641370696,0.0,506000,3.2921197,75,75,10
-120.51806426287142,-7107.472,-147.8844265166638,4128.895,14.856628873991609,-99.57199069357641,0.0,-147.8844265166638,14.856628873991609,-120.51806426287143,0.0,-8.828629,-120.51806426287143,10,-99.57199069357641,0.0,425876.88,-120.51806426287142,0.0,512000,3.7049444,76,76,10
-90.39108185385919,-3750.5264,-141.73198813155406,4168.9927,41.440284977526915,-44.07381749791683,0.0,-141.73198813155406,41.440284977526915,-90.39108185385918,0.0,3.6902115,-90.39108185385918,10,-44.07381749791683,0.0,487712.97,-90.39108185385919,0.0,518000,3.9372115,77,77,10
-178.63089500250197,-3963.554,-192.34029840520802,5036.5596,8.810668387444082,-168.82963464313795,0.0,-192.34029840520802,8.810668387444082,-178.630895002502,0.0,3.319192,-178.630895002502,10,-168.82963464313795,0.0,507489.75,-178.63089500250197,0.0,524000,3.6118276,78,78,10
-96.8821661033151,-1491.604,-137.14465480691592,8518.216,27.772635081878597,-55.364514914229694,0.0,-137.14465480691592,27.772635081878597,-96.8821661033151,0.0,17.474106,-96.8821661033151,10,-55.364514914229694,0.0,242931.08,-96.8821661033151,0.0,530000,3.2290678,79,79,10
-161.3214195883371,-1661.3473,-170.75607286776216,2849.0625,14.897101823862295,-117.75206293076502,0.0,-170.75607286776216,14.897101823862295,-161.32141958833708,0.0,13.882237,-161.32141958833708,10,-117.75206293076502,0.0,251841.19,-161.3214195883371,0.0,536000,2.7607832,80,80,10
-101.5836826807666,-1772.6143,-145.50262411357775,2670.3271,16.168243443331395,-85.99118742782065,0.0,-145.50262411357775,16.168243443331395,-101.5836826807666,0.0,10.727207,-101.5836826807666,10,-85.99118742782065,0.0,235954.4,-101.5836826807666,0.0,542000,2.42329,81,81,10
-112.95147532530834,-2003.3917,-155.50472106501073,2223.392,21.527223653383896,-79.33012128237422,0.0,-155.50472106501073,21.527223653383896,-112.95147532530834,0.0,7.5099783,-112.95147532530834,10,-79.33012128237422,0.0,236589.1,-112.95147532530834,0.0,548000,2.1594994,82,82,10
-75.78603736135304,-2081.4192,-111.39692502187194,1519.255,23.532236776247323,-35.945432052022106,0.0,-111.39692502187194,23.532236776247323,-75.78603736135304,0.0,6.3769484,-75.78603736135304,10,-35.945432052022106,0.0,212213.86,-75.78603736135304,0.0,554000,1.9434595,83,83,10
-82.16970738145724,-3644.3196,-124.3742881429324,2805.3142,26.91618659073209,-41.23248483394499,0.0,-124.3742881429324,26.91618659073209,-82.16970738145726,0.0,1.7169011,-82.16970738145726,10,-41.23248483394499,0.0,266742.97,-82.16970738145724,0.0,560000,1.7980213,84,84,10
-110.91656811287187,-5528.039,-150.83226273947244,2742.8445,40.72955135814879,-7.3089261549899645,0.0,-150.83226273947244,40.72955135814879,-110.91656811287187,0.0,-0.4468692,-110.91656811287187,10,-7.3089261549899645,0.0,287203.12,-110.91656811287187,0.0,566000,1.7432524,85,85,10
-124.23180856683925,-8252.983,-157.30435742574295,3407.8389,23.171228796002175,-99.32745364897413,0.0,-157.30435742574295,23.171228796002175,-124.23180856683925,0.0,-2.9435728,-124.23180856683925,10,-99.32745364897413,0.0,270638.28,-124.23180856683925,0.0,572000,1.8700864,86,86,10
-73.75338187793056,-7769.2593,-141.42158595120662,3190.374,72.0848260163312,68.59602744066339,0.0,-141.42158595120662,72.0848260163312,-73.75338187793058,0.0,-2.9024594,-73.75338187793058,10,68.59602744066339,0.0,289907.56,-73.75338187793056,0.0,578000,2.1066008,87,87,10
-123.70490207870691,-11261.075,-150.6238301087444,2597.775,23.577339944763963,-86.38769913376575,0.0,-150.6238301087444,23.577339944763963,-123.70490207870687,0.0,-5.021101,-123.70490207870687,10,-86.38769913376575,0.0,299064.5,-123.70490207870691,0.0,584000,2.4036489,88,88,10
-81.57191039892936,-9425.015,-148.2221449358196,1750.8955,68.98167040889196,101.85867779860556,0.0,-148.2221449358196,68.98167040889196,-81.57191039892939,0.0,-5.1285567,-81.57191039892939,10,101.85867779860556,0.0,261863.77,-81.57191039892936,0.0,590000,2.851277,89,89,10
-6.199861085373347,-6897.3413,-152.92180079703715,1345.3313,303.6240653676142,902.4714992766145,0.0,-152.92180079703715,303.6240653676142,-6.199861085373395,0.0,-0.66122246,-6.199861085373395,10,902.4714992766145,0.0,286410.5,-6.199861085373347,0.0,596000,3.0856802,90,90,10
