MetaTest/push-v1/TerminationRate,MetaTest/push-v1/MaxReturn,Average/AverageDiscountedReturn,push-v1/MaxReturn,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,push-v1/MinReturn,MetaTest/Average/AverageReturn,push-v1/SuccessRate,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/Entropy,Average/StdReturn,Average/MaxReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,Average/AverageReturn,push-v1/Iteration,push-v1/NumEpisodes,GaussianMLPPolicy/LossBefore,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/push-v1/MinReturn,GaussianMLPPolicy/dLoss,Average/MinReturn,push-v1/AverageDiscountedReturn,Average/TerminationRate,MetaTest/push-v1/Iteration,Average/NumEpisodes,GaussianMLPPolicy/LossAfter,push-v1/TerminationRate,MetaTest/Average/TerminationRate,Iteration,push-v1/StdReturn,push-v1/AverageReturn,Average/Iteration,Average/SuccessRate,GaussianMLPPolicy/KLAfter,MetaTest/Average/NumEpisodes,MetaTest/push-v1/NumEpisodes,MetaTest/Average/StdReturn
0.0,47842.10987419537,2097.397602524764,129222.3124039811,0.0,0.02,5477.670816540101,-31.00164823727559,5477.670816540102,0.045,5477.670816540101,5477.670816540102,5.5734686851501465,12095.433706607482,129222.3124039811,8757.172525244927,0.02,1,-31.539855822113417,7108.034074300824,10,200,7.653609941371542e-07,880000,47842.10987419537,-31.539855822113417,3.300108915027522e-07,-31.00164823727559,2097.397602524764,0.0,1,200,4.35350102634402e-07,0.0,0.0,10,12095.433706607482,7108.034074300824,10,0.045,0.00023095663345884532,50,50,8757.172525244927
,,2058.1963644935945,96849.42506917579,0.0,,,-24.657400858122955,,0.07,,,5.565925598144531,13356.313459002627,96849.42506917579,,,,,6760.91831814124,11,200,-6.158230007713428e-06,960000,,,2.615861376398243e-07,-24.657400858122955,2058.1963644935945,0.0,,200,-6.419816145353252e-06,0.0,,11,13356.313459002627,6760.91831814124,11,0.07,0.00018357185763306916,,,
,,1791.10211138426,82057.15916727262,0.0,,,-22.18778310645595,,0.025,,,5.547430515289307,10693.734836424743,82057.15916727262,,,,,5527.565479033418,12,200,-1.3866224435332697e-05,1040000,,,1.1122656360385008e-06,-22.18778310645595,1791.10211138426,0.0,,200,-1.4978490071371198e-05,0.0,,12,10693.734836424743,5527.565479033418,12,0.025,0.000638865283690393,,,
,,2654.525643336803,72927.9172556942,0.0,,,-30.51850599162031,,0.065,,,5.5474090576171875,13364.80007211053,72927.9172556942,,,,,8794.046992758083,13,200,-2.6710676337415862e-08,1120000,,,1.1679094669148071e-07,-30.51850599162031,2654.525643336803,0.0,,200,-1.4350162302889657e-07,0.0,,13,13364.80007211053,8794.046992758083,13,0.065,8.232273103203624e-05,,,
,,2472.665370739511,109836.74846990735,0.0,,,-55.30986889504836,,0.065,,,5.550959587097168,15091.600366914277,109836.74846990735,,,,,8475.456986492269,14,200,4.671450369642116e-06,1200000,,,5.0583821575855836e-08,-55.30986889504836,2472.665370739511,0.0,,200,4.62086654806626e-06,0.0,,14,15091.600366914277,8475.456986492269,14,0.065,3.57145800080616e-05,,,
,,3397.3829147578363,107256.54463096616,0.0,,,-23.18664404783918,,0.095,,,5.552809715270996,17464.90331333367,107256.54463096616,,,,,11320.935266518842,15,200,2.6019909000751795e-06,1280000,,,5.691322257916909e-08,-23.18664404783918,3397.3829147578363,0.0,,200,2.5450776774960104e-06,0.0,,15,17464.90331333367,11320.935266518842,15,0.095,4.02065779780969e-05,,,
,,2276.3145355815927,92821.42496239155,0.0,,,-49.56247565618375,,0.06,,,5.549675464630127,13742.652081721248,92821.42496239155,,,,,8176.332478273557,16,200,-1.6687175730112358e-06,1360000,,,6.523805495817214e-08,-49.56247565618375,2276.3145355815927,0.0,,200,-1.733955627969408e-06,0.0,,16,13742.652081721248,8176.332478273557,16,0.06,4.5959892304381356e-05,,,
,,2900.446184565536,127802.32578043774,0.0,,,-21.786715537598877,,0.065,,,5.54518985748291,18173.29834635389,127802.32578043774,,,,,9782.649522884472,17,200,-3.7834954582649516e-06,1440000,,,5.953756954113487e-08,-21.786715537598877,2900.446184565536,0.0,,200,-3.8430330278060865e-06,0.0,,17,18173.29834635389,9782.649522884472,17,0.065,4.2022395064122975e-05,,,
,,2609.6248157187983,78047.62408866128,0.0,,,-38.71383101462332,,0.065,,,5.5346527099609375,13212.940964563359,78047.62408866128,,,,,8481.11971715894,18,200,-6.764312274754047e-06,1520000,,,4.306775736040436e-08,-38.71383101462332,2609.6248157187983,0.0,,200,-6.807380032114452e-06,0.0,,18,13212.940964563359,8481.11971715894,18,0.065,3.0376406357390806e-05,,,
,,2002.0247949893205,109544.31407123816,0.0,,,-23.870309015250825,,0.055,,,5.5336151123046875,12988.251710185157,109544.31407123816,,,,,7155.1720828919715,19,200,-1.195841605294845e-06,1600000,,,8.695519682078157e-08,-23.870309015250825,2002.0247949893205,0.0,,200,-1.2827968021156266e-06,0.0,,19,12988.251710185157,7155.1720828919715,19,0.055,6.148611282696947e-05,,,
0.0,78116.0803042336,2793.1425797095276,150445.70113905295,0.0,0.1,11845.985379905731,-27.102534182280635,11845.985379905731,0.06,11845.985379905731,11845.985379905731,5.537005424499512,18104.436731587055,150445.70113905295,19315.74784173358,0.1,2,-28.60417544818132,8989.794887382719,20,200,3.959493369620759e-06,1680000,78116.0803042336,-28.60417544818132,1.2300324669922702e-07,-27.102534182280635,2793.1425797095276,0.0,2,200,3.836490122921532e-06,0.0,0.0,20,18104.436731587055,8989.794887382719,20,0.06,8.670854003867134e-05,50,50,19315.74784173358
,,2964.177733699891,122831.51780158981,0.0,,,-25.676837480007375,,0.065,,,5.53644323348999,16871.89319941888,122831.51780158981,,,,,10182.210179736247,21,200,-1.272775762117817e-06,1760000,,,4.5747242438665126e-08,-25.676837480007375,2964.177733699891,0.0,,200,-1.3185230045564822e-06,0.0,,21,16871.89319941888,10182.210179736247,21,0.065,3.233946699765511e-05,,,
,,2469.9060343606175,103766.68361342473,0.0,,,-31.800843082304162,,0.08,,,5.535492897033691,17488.42628696335,103766.68361342473,,,,,8861.066302971123,22,200,-1.4868511470922385e-06,1840000,,,1.9275489648862276e-08,-31.800843082304162,2469.9060343606175,0.0,,200,-1.5061266367411008e-06,0.0,,22,17488.42628696335,8861.066302971123,22,0.08,1.3655817383551039e-05,,,
,,1793.0350529589332,83711.90202044674,0.0,,,-23.239661419071986,,0.03,,,5.533134937286377,10885.895685567439,83711.90202044674,,,,,6109.3143080952295,23,200,-2.3548695935460273e-06,1920000,,,7.567382453999016e-08,-23.239661419071986,1793.0350529589332,0.0,,200,-2.4305434180860175e-06,0.0,,23,10885.895685567439,6109.3143080952295,23,0.03,5.3610478062182665e-05,,,
,,2425.884906582112,90820.08623795718,0.0,,,-25.33453877995204,,0.04,,,5.536018371582031,14532.23084379657,90820.08623795718,,,,,8582.71873741573,24,200,1.945995336427586e-06,2000000,,,5.1811298362736125e-08,-25.33453877995204,2425.884906582112,0.0,,200,1.89418403806485e-06,0.0,,24,14532.23084379657,8582.71873741573,24,0.04,3.66369858966209e-05,,,
,,2408.498953395141,89195.4309820851,0.0,,,-23.80903387438166,,0.07,,,5.534749507904053,13570.762543043578,89195.4309820851,,,,,7954.244841048394,25,200,-2.601776259325561e-06,2080000,,,1.736430021992419e-08,-23.80903387438166,2408.498953395141,0.0,,200,-2.6191405595454853e-06,0.0,,25,13570.762543043578,7954.244841048394,25,0.07,1.229330064234091e-05,,,
,,2806.3779486452563,99846.0952565648,0.0,,,-23.362280940809164,,0.055,,,5.534365177154541,15361.346658703696,99846.0952565648,,,,,9176.62567391767,26,200,-7.28719442122383e-07,2160000,,,1.4759166333533358e-08,-23.362280940809164,2806.3779486452563,0.0,,200,-7.434786084559164e-07,0.0,,26,15361.346658703696,9176.62567391767,26,0.055,1.0450808986206539e-05,,,
,,2102.037763640413,72881.67993426295,0.0,,,-37.29876223464918,,0.06,,,5.53656005859375,13046.903990286091,72881.67993426295,,,,,7444.926715913527,27,200,1.3235985534265637e-06,2240000,,,1.64868879437563e-07,-37.29876223464918,2102.037763640413,0.0,,200,1.1587296739890007e-06,0.0,,27,13046.903990286091,7444.926715913527,27,0.06,0.0001159870735136792,,,
,,2723.641108232983,128093.4939509858,0.0,,,-28.713657094306434,,0.07,,,5.526359558105469,15427.891832009283,128093.4939509858,,,,,9428.688505550364,28,200,-6.736356681358302e-06,2320000,,,6.842356015113182e-08,-28.713657094306434,2723.641108232983,0.0,,200,-6.804780241509434e-06,0.0,,28,15427.891832009283,9428.688505550364,28,0.07,4.8332189180655405e-05,,,
,,2039.421972900459,83452.71819476459,0.0,,,-25.22986562299174,,0.035,,,5.516403675079346,11643.725035660682,83452.71819476459,,,,,6831.887030093273,29,200,-7.545163043687353e-06,2400000,,,1.1895417628693394e-07,-25.22986562299174,2039.421972900459,0.0,,200,-7.664117219974287e-06,0.0,,29,11643.725035660682,6831.887030093273,29,0.035,8.380787767237052e-05,,,
0.0,107444.54647054666,2689.025915597417,98054.73405102885,0.0,0.08,9342.262818405661,-25.4401840205409,9342.262818405661,0.06,9342.262818405661,9342.262818405661,5.516728401184082,14664.471307109943,98054.73405102885,19576.812687573292,0.08,3,-21.927595969953234,9360.524166562218,30,200,6.409849220290198e-07,2480000,107444.54647054666,-21.927595969953234,1.2767202406394063e-08,-25.4401840205409,2689.025915597417,0.0,3,200,6.282177196226257e-07,0.0,0.0,30,14664.471307109943,9360.524166562218,30,0.06,9.038982170750387e-06,50,50,19576.812687573292
,,2555.8873533884635,174379.7782748569,0.0,,,-26.520348125509443,,0.075,,,5.5215840339660645,18111.151234844925,174379.7782748569,,,,,8661.76661936297,31,200,4.810959580936469e-06,2560000,,,7.468588592018932e-08,-26.520348125509443,2555.8873533884635,0.0,,200,4.73627369501628e-06,0.0,,31,18111.151234844925,8661.76661936297,31,0.075,5.266785592539236e-05,,,
,,2368.0675396534243,112378.14137648902,0.0,,,-30.946988372308446,,0.055,,,5.520136833190918,15952.686406736571,112378.14137648902,,,,,8008.061099364879,32,200,-3.24677353091829e-06,2640000,,,2.2786707631894387e-08,-30.946988372308446,2368.0675396534243,0.0,,200,-3.2695602385501843e-06,0.0,,32,15952.686406736571,8008.061099364879,32,0.055,1.611167681403458e-05,,,
,,2755.211992898719,108694.01268337923,0.0,,,-23.10642685130885,,0.06,,,5.529306411743164,16631.549250745127,108694.01268337923,,,,,9513.479446661835,33,200,7.396852197416592e-06,2720000,,,5.993661034153774e-08,-23.10642685130885,2755.211992898719,0.0,,200,7.336915587075055e-06,0.0,,33,16631.549250745127,9513.479446661835,33,0.06,4.235513915773481e-05,,,
,,2642.010838868783,111951.54089492494,0.0,,,-23.7826114907669,,0.045,,,5.528090953826904,15726.097590958565,111951.54089492494,,,,,8934.470798074884,34,200,-3.083130195591366e-06,2800000,,,1.9439539755694568e-08,-23.7826114907669,2642.010838868783,0.0,,200,-3.1025697353470605e-06,0.0,,34,15726.097590958565,8934.470798074884,34,0.045,1.3749517165706493e-05,,,
,,2896.5592059811147,96340.63151683337,0.0,,,-32.523650506342946,,0.09,,,5.527280807495117,16918.119982055337,96340.63151683337,,,,,10186.707578778683,35,200,-2.6025468287116382e-06,2880000,,,9.55060386331752e-09,-32.523650506342946,2896.5592059811147,0.0,,200,-2.6120974325749557e-06,0.0,,35,16918.119982055337,10186.707578778683,35,0.09,6.763539659004891e-06,,,
,,2605.230388606137,96149.98023990268,0.0,,,-24.964891248518107,,0.055,,,5.529592990875244,15377.172080315257,96149.98023990268,,,,,9025.77710658058,36,200,1.8892782236434869e-06,2960000,,,4.7553839976899326e-08,-24.964891248518107,2605.230388606137,0.0,,200,1.8417243836665875e-06,0.0,,36,15377.172080315257,9025.77710658058,36,0.055,3.362340066814795e-05,,,
,,2285.125354774319,60422.93105341527,0.0,,,-33.95388519389194,,0.05,,,5.528739929199219,10706.959730871686,60422.93105341527,,,,,7904.875680721663,37,200,-1.5625198557245312e-06,3040000,,,7.73206920712255e-09,-33.95388519389194,2285.125354774319,0.0,,200,-1.5702519249316538e-06,0.0,,37,10706.959730871686,7904.875680721663,37,0.05,5.468248218676308e-06,,,
,,3000.33912248336,118587.17509588132,0.0,,,-28.04264808920936,,0.07,,,5.528984069824219,17740.679255400504,118587.17509588132,,,,,9783.026835256436,38,200,8.720868436284945e-07,3120000,,,5.663991942128632e-09,-28.04264808920936,3000.33912248336,0.0,,200,8.664228516863659e-07,0.0,,38,17740.679255400504,9783.026835256436,38,0.07,4.0086365515890066e-06,,,
,,2827.6474051739406,182084.90757603353,0.0,,,-26.324535021942545,,0.05,,,5.528806209564209,18234.342636762914,182084.90757603353,,,,,9512.90455443744,39,200,-3.4118397707061376e-07,3200000,,,2.8604603130588657e-08,-26.324535021942545,2827.6474051739406,0.0,,200,-3.697885802012024e-07,0.0,,39,18234.342636762914,9512.90455443744,39,0.05,2.020671672653407e-05,,,
0.0,48792.93967931418,2762.9288998225734,139793.1682136504,0.0,0.02,7480.849826277262,-25.827108028146053,7480.849826277264,0.06,7480.849826277262,7480.849826277264,5.527930736541748,17900.734272443136,139793.1682136504,11679.78479446266,0.02,4,-34.05832977958674,9472.177556721177,40,200,-2.5714668936416274e-06,3280000,48792.93967931418,-34.05832977958674,2.1999994714860804e-08,-25.827108028146053,2762.9288998225734,0.0,4,200,-2.593466888356488e-06,0.0,0.0,40,17900.734272443136,9472.177556721177,40,0.06,1.557989526190795e-05,50,50,11679.78479446266
,,3018.320208451479,129039.18269569162,0.0,,,-23.84741945024468,,0.08,,,5.527493953704834,18527.480895871064,129039.18269569162,,,,,10510.324179518762,41,200,-1.4247856370275258e-06,3360000,,,1.5913542483758647e-08,-23.84741945024468,3018.320208451479,0.0,,200,-1.4406991795112845e-06,0.0,,41,18527.480895871064,10510.324179518762,41,0.08,1.1270330105617177e-05,,,
,,1843.8463296328957,100864.11508175601,0.0,,,-20.951188946826857,,0.04,,,5.516300678253174,11045.794389490822,100864.11508175601,,,,,6004.891888266504,42,200,-7.491452379326802e-06,3440000,,,1.6287685866700485e-07,-20.951188946826857,1843.8463296328957,0.0,,200,-7.654329237993807e-06,0.0,,42,11045.794389490822,6004.891888266504,42,0.04,0.00011456778884166852,,,
,,3043.653171017227,124621.51338132935,0.0,,,-41.913035160594326,,0.07,,,5.5150909423828125,16996.10642443274,124621.51338132935,,,,,10591.306513369658,43,200,-4.087585239176406e-06,3520000,,,1.899934432003647e-08,-41.913035160594326,3043.653171017227,0.0,,200,-4.106584583496442e-06,0.0,,43,16996.10642443274,10591.306513369658,43,0.07,1.3460227819450665e-05,,,
,,2622.042608019701,160745.99081550803,0.0,,,-24.773216133024622,,0.055,,,5.516327381134033,18936.280306333418,160745.99081550803,,,,,9192.774916120572,44,200,2.4197638595069293e-06,3600000,,,1.4471879694610834e-08,-24.773216133024622,2622.042608019701,0.0,,200,2.4052919798123185e-06,0.0,,44,18936.280306333418,9192.774916120572,44,0.055,1.0259604096063413e-05,,,
,,2298.80215859426,123276.85912488998,0.0,,,-34.18171249663916,,0.09,,,5.512557029724121,16457.68689005884,123276.85912488998,,,,,8222.110129497827,45,200,-3.796531700572814e-06,3680000,,,9.38646280701505e-08,-34.18171249663916,2298.80215859426,0.0,,200,-3.890396328642964e-06,0.0,,45,16457.68689005884,8222.110129497827,45,0.09,6.625372043345124e-05,,,
,,2925.8095847722434,124831.56744874145,0.0,,,-29.941646670483184,,0.07,,,5.511521339416504,18030.681839235847,124831.56744874145,,,,,10021.663718785992,46,200,-1.2132516076235333e-06,3760000,,,3.43474084729678e-08,-29.941646670483184,2925.8095847722434,0.0,,200,-1.2475990160965011e-06,0.0,,46,18030.681839235847,10021.663718785992,46,0.07,2.4272274458780885e-05,,,
,,1833.1283070694328,56634.309580010646,0.0,,,-35.158896643598155,,0.025,,,5.509615421295166,9693.440726154062,56634.309580010646,,,,,6199.115199373714,47,200,-1.9190188140782993e-06,3840000,,,1.1950533007620834e-08,-35.158896643598155,1833.1283070694328,0.0,,200,-1.93096934708592e-06,0.0,,47,9693.440726154062,6199.115199373714,47,0.025,8.46704097057227e-06,,,
,,2694.7725201005173,100892.99218897951,0.0,,,-29.182147819511652,,0.065,,,5.508175849914551,15472.187848050058,100892.99218897951,,,,,9717.475199561539,48,200,-1.3524092992156511e-06,3920000,,,5.0262883632967714e-08,-29.182147819511652,2694.7725201005173,0.0,,200,-1.4026721828486188e-06,0.0,,48,15472.187848050058,9717.475199561539,48,0.065,3.5532233596313745e-05,,,
,,2978.166055384277,104788.12969153348,0.0,,,-22.619041600324454,,0.115,,,5.50773811340332,17201.715910027942,104788.12969153348,,,,,10080.24290916784,49,200,-1.1807105693151243e-06,4000000,,,1.4831698535999749e-08,-22.619041600324454,2978.166055384277,0.0,,200,-1.195542267851124e-06,0.0,,49,17201.715910027942,10080.24290916784,49,0.115,1.0470553206687327e-05,,,
0.0,66591.91130105907,2165.648461390881,95727.43440642506,0.0,0.08,11631.999201477407,-21.98442113676635,11631.999201477405,0.04,11631.999201477407,11631.999201477405,5.507418155670166,12400.49073183223,95727.43440642506,17099.36294439752,0.08,5,-32.60014709989077,7681.870545556663,50,200,-6.495635034298175e-07,4080000,66591.91130105907,-32.60014709989077,5.4938425364525756e-08,-21.98442113676635,2165.648461390881,0.0,5,200,-7.045019287943433e-07,0.0,0.0,50,12400.49073183223,7681.870545556663,50,0.04,3.887433194904588e-05,50,50,17099.36294439752
,,3874.8677296393553,145288.55485696733,0.0,,,-24.142385704495986,,0.115,,,5.506637096405029,18955.133610464683,145288.55485696733,,,,,12293.514574300507,51,200,-1.6876323343240074e-06,4160000,,,2.586898517620284e-08,-24.142385704495986,3874.8677296393553,0.0,,200,-1.7135013195002102e-06,0.0,,51,18955.133610464683,12293.514574300507,51,0.115,1.829879511205945e-05,,,
,,2249.7284048293163,97049.63204252998,0.0,,,-45.08380846879334,,0.055,,,5.498369216918945,16931.37488457618,97049.63204252998,,,,,8153.99522208909,52,200,-7.168027423176682e-06,4240000,,,6.532445695484057e-08,-45.08380846879334,2249.7284048293163,0.0,,200,-7.233351880131522e-06,0.0,,52,16931.37488457618,8153.99522208909,52,0.055,4.6142213250277564e-05,,,
,,2301.787894673387,75056.6438723464,0.0,,,-27.70826263931566,,0.08,,,5.4325127601623535,13570.795316022364,75056.6438723464,,,,,7896.565099407025,53,200,-5.159838474355638e-05,4320000,,,3.5744924389291555e-06,-27.70826263931566,2301.787894673387,0.0,,200,-5.5172877182485536e-05,0.0,,53,13570.795316022364,7896.565099407025,53,0.08,0.001969865756109357,,,
,,3140.925755828731,116537.52914519917,0.0,,,-20.766651186956143,,0.075,,,5.4233808517456055,18991.142274313945,116537.52914519917,,,,,10430.6646158475,54,200,-6.226804543985054e-06,4400000,,,1.2766486179316416e-07,-20.766651186956143,3140.925755828731,0.0,,200,-6.354469405778218e-06,0.0,,54,18991.142274313945,10430.6646158475,54,0.075,8.994036033982411e-05,,,
,,2869.8520856982955,198395.3554809801,0.0,,,-28.84112800502608,,0.08,,,5.420959949493408,18639.212029169845,198395.3554809801,,,,,9641.862519425922,55,200,-5.280659934214782e-06,4480000,,,4.610274118022062e-08,-28.84112800502608,2869.8520856982955,0.0,,200,-5.326762675395003e-06,0.0,,55,18639.212029169845,9641.862519425922,55,0.08,3.258980723330751e-05,,,
,,2871.9363981245992,95049.98934223191,0.0,,,-32.7120946118343,,0.065,,,5.421328067779541,15517.0229845985,95049.98934223191,,,,,9266.397936652358,56,200,1.0077604883917957e-06,4560000,,,1.3768953976978082e-08,-32.7120946118343,2871.9363981245992,0.0,,200,9.939915344148176e-07,0.0,,56,15517.0229845985,9266.397936652358,56,0.065,9.753783160704188e-06,,,
,,2917.6950362976686,94012.41135742886,0.0,,,-25.599559007734843,,0.065,,,5.4207868576049805,17961.26907055527,94012.41135742886,,,,,10393.029434713397,57,200,-1.7809954897529678e-06,4640000,,,1.3821022548654582e-08,-25.599559007734843,2917.6950362976686,0.0,,200,-1.7948165123016224e-06,0.0,,57,17961.26907055527,10393.029434713397,57,0.065,9.796394806471653e-06,,,
,,3091.9236916347663,107635.95457742676,0.0,,,-26.08324473130057,,0.105,,,5.420437812805176,19580.677982001045,107635.95457742676,,,,,11179.401897034324,58,200,-4.888004809799895e-07,4720000,,,4.901932015854982e-08,-26.08324473130057,3091.9236916347663,0.0,,200,-5.378198011385393e-07,0.0,,58,19580.677982001045,11179.401897034324,58,0.105,3.463456596364267e-05,,,
,,2929.4624459256606,138728.7647916769,0.0,,,-25.68498455208011,,0.065,,,5.418299674987793,20385.428142018754,138728.7647916769,,,,,9927.667522678616,59,200,-1.4399611245607957e-06,4800000,,,6.686184406134998e-08,-25.68498455208011,2929.4624459256606,0.0,,200,-1.5068229686221457e-06,0.0,,59,20385.428142018754,9927.667522678616,59,0.065,4.7298344725277275e-05,,,
0.0,79283.44560639806,3114.8538790249563,127086.01928286583,0.0,0.08,11140.343797044374,-24.90973967938648,11140.343797044372,0.085,11140.343797044374,11140.343797044372,5.420843124389648,18352.697007558378,127086.01928286583,18239.802817245498,0.08,6,-21.320314134428955,10608.467300183986,60,200,3.2181233109440655e-06,4880000,79283.44560639806,-21.320314134428955,2.3018151296128053e-07,-24.90973967938648,3114.8538790249563,0.0,6,200,2.987941797982785e-06,0.0,0.0,60,18352.697007558378,10608.467300183986,60,0.085,0.0001619071263121441,50,50,18239.802817245498
,,2761.980785733898,104914.34401178152,0.0,,,-21.86532917601789,,0.065,,,5.4197869300842285,15630.745411566757,104914.34401178152,,,,,9403.459066166091,61,200,-2.8543367989186663e-06,4960000,,,9.821860658121295e-09,-21.86532917601789,2761.980785733898,0.0,,200,-2.8641586595767876e-06,0.0,,61,15630.745411566757,9403.459066166091,61,0.065,6.954293439775938e-06,,,
,,3068.5443242836755,139635.28898795403,0.0,,,-21.364586213576747,,0.085,,,5.420021057128906,20136.285360352816,139635.28898795403,,,,,10406.027487639887,62,200,8.199798458008445e-07,5040000,,,1.865390686361934e-08,-21.364586213576747,3068.5443242836755,0.0,,200,8.013259389372251e-07,0.0,,62,20136.285360352816,10406.027487639887,62,0.085,1.3203371963754762e-05,,,
