MetaTest/Average/StdReturn,MetaTest/door-close-v1/TerminationRate,door-close-v1/NumEpisodes,door-close-v1/AverageReturn,door-close-v1/SuccessRate,MetaTest/door-close-v1/AverageReturn,MetaTest/door-close-v1/MinReturn,MetaTest/Average/Iteration,Average/MaxReturn,Average/MinReturn,Average/NumEpisodes,Average/AverageReturn,TotalEnvSteps,door-close-v1/MaxReturn,MetaTest/door-close-v1/NumEpisodes,MetaTest/Average/AverageDiscountedReturn,door-close-v1/AverageDiscountedReturn,Average/TerminationRate,Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,GaussianMLPPolicy/dLoss,MetaTest/Average/MinReturn,MetaTest/door-close-v1/StdReturn,MetaTest/Average/MaxReturn,GaussianMLPPolicy/KLBefore,Iteration,MetaTest/door-close-v1/MaxReturn,door-close-v1/Iteration,door-close-v1/StdReturn,GaussianMLPPolicy/LossAfter,MetaTest/door-close-v1/Iteration,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossBefore,MetaTest/Average/NumEpisodes,Average/StdReturn,door-close-v1/TerminationRate,GaussianMLPPolicy/KLAfter,Average/SuccessRate,door-close-v1/MinReturn,GaussianMLPPolicy/Entropy,Average/Iteration,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/SuccessRate,MetaTest/Average/TerminationRate
0.0,0.0,200,-24.85557896065916,0.005,-46.76012548272278,-46.76012548272278,0,6972.03392430156,-89.706547412037,200,-24.85557896065916,80000,6972.03392430156,1,-46.760125482722806,-17.88383956252776,0.0,-17.88383956252776,-46.76012548272278,0.0008659966406412423,-46.76012548272278,0.0,-46.76012548272278,0.0,0,-46.76012548272278,0,496.14455844314267,-0.0005917810485698283,0,0.0,0.000274215592071414,1,496.14455844314267,0.0,0.006672666873782873,0.005,-89.706547412037,5.681877613067627,0,-46.760125482722806,0.0,0.0
0.0,0.0,200,-50.78111568555515,0.06,-43.25324903977809,-43.25324903977809,1,1.5295258468341788,-74.01909076848838,200,-50.78111568555515,160000,1.5295258468341788,1,-43.253249039778126,-21.77498713524699,0.0,-21.77498713524699,-43.25324903977809,0.0008349412819370627,-43.25324903977809,0.0,-43.25324903977809,0.0,1,-43.25324903977809,1,9.688875058256489,0.0013417225563898683,1,0.0,0.002176663838326931,1,9.688875058256489,0.0,0.006514745764434338,0.06,-74.01909076848838,5.717611789703369,1,-43.253249039778126,0.0,0.0
0.0,0.0,200,-46.009250367690655,0.06,-51.91393371769137,-51.91393371769137,2,-14.54549127780473,-72.05454584688975,200,-46.009250367690655,240000,-14.54549127780473,1,-51.913933717691414,-20.40502540280919,0.0,-20.40502540280919,-51.91393371769137,0.0014952632482163608,-51.91393371769137,0.0,-51.91393371769137,0.0,2,-51.91393371769137,2,8.314070734053297,-0.0008280528709292412,2,1.0,0.0006672103772871196,1,8.314070734053297,0.0,0.007685062941163778,0.06,-72.05454584688975,5.725874423980713,2,-51.913933717691414,1.0,0.0
0.0,0.0,200,-27.415469334293377,0.055,-39.43944888993705,-39.43944888993705,3,1207.0315613932771,-63.09138590115307,200,-27.415469334293377,320000,1207.0315613932771,1,-39.43944888993707,-13.812780656424366,0.0,-13.812780656424366,-39.43944888993705,0.0010636923252604902,-39.43944888993705,0.0,-39.43944888993705,0.0,3,-39.43944888993705,3,106.80741353278057,-0.0017694432754069567,3,0.0,-0.0007057509501464665,1,106.80741353278057,0.0,0.0071494788862764835,0.055,-63.09138590115307,5.713043689727783,3,-39.43944888993707,0.0,0.0
0.0,0.0,200,-31.617630945508655,0.055,-37.767943723875796,-37.767943723875796,4,1402.5494431308014,-66.6489009756774,200,-31.617630945508655,400000,1402.5494431308014,1,-37.76794372387581,-15.43938113195142,0.0,-15.43938113195142,-37.767943723875796,0.0010550462648097891,-37.767943723875796,0.0,-37.767943723875796,0.0,4,-37.767943723875796,4,101.93928336417508,-0.0011006852146238089,4,0.0,-4.5638949814019725e-05,1,101.93928336417508,0.0,0.009749459102749825,0.055,-66.6489009756774,5.712496280670166,4,-37.76794372387581,0.0,0.0
0.0,0.0,200,-7.812949193133506,0.11,-47.93751136855906,-47.93751136855906,5,2218.0457561556386,-58.295948236466785,200,-7.812949193133506,480000,2218.0457561556386,1,-47.93751136855904,-5.825876401084624,0.0,-5.825876401084624,-47.93751136855906,0.0004660608246922493,-47.93751136855906,0.0,-47.93751136855906,0.0,5,-47.93751136855906,5,222.8674811611552,-0.001857343828305602,5,1.0,-0.0013912830036133528,1,222.8674811611552,0.0,0.00694139814004302,0.11,-58.295948236466785,5.680700778961182,5,-47.93751136855904,1.0,0.0
0.0,0.0,200,5.723301983484225,0.11,-38.09299072476871,-38.09299072476871,6,2585.076204718707,-62.49221386021212,200,5.723301983484225,560000,2585.076204718707,1,-38.092990724768704,-1.4812041176593584,0.0,-1.4812041176593584,-38.09299072476871,0.00040499481838196516,-38.09299072476871,0.0,-38.09299072476871,0.0,6,-38.09299072476871,6,276.2771983862417,-0.001532259164378047,6,0.0,-0.0011272643459960818,1,276.2771983862417,0.0,0.007084452547132969,0.11,-62.49221386021212,5.649688243865967,6,-38.092990724768704,0.0,0.0
0.0,0.0,200,70.42775171488523,0.225,1209.3682494805755,1209.3682494805755,7,3652.99628307904,-66.84351268093158,200,70.42775171488523,640000,3652.99628307904,1,1209.3682494805757,16.7923991605291,0.0,16.7923991605291,1209.3682494805755,0.0004110614536330104,1209.3682494805755,0.0,1209.3682494805755,0.0,7,1209.3682494805755,7,458.82952037699755,-0.0016964832320809364,7,1.0,-0.001285421778447926,1,458.82952037699755,0.0,0.007032399531453848,0.225,-66.84351268093158,5.589261531829834,7,1209.3682494805757,1.0,0.0
0.0,0.0,200,174.82511294107908,0.245,-34.02036564120218,-34.02036564120218,8,8259.116395879364,-65.20385808048637,200,174.82511294107908,720000,8259.116395879364,1,-34.02036564120221,38.8425459306267,0.0,38.8425459306267,-34.02036564120218,0.0005249223322607577,-34.02036564120218,0.0,-34.02036564120218,0.0,8,-34.02036564120218,8,1017.5793880236937,-0.0014002372045069933,8,0.0,-0.0008753148722462356,1,1017.5793880236937,0.0,0.007394257001578808,0.245,-65.20385808048637,5.556647300720215,8,-34.02036564120221,0.0,0.0
0.0,0.0,200,169.42048371239747,0.32,817.9672459286551,817.9672459286551,9,8910.118083250618,-62.61367567567671,200,169.42048371239747,800000,8910.118083250618,1,817.967245928655,48.12401147612165,0.0,48.12401147612165,817.9672459286551,0.00020201891311444342,817.9672459286551,0.0,817.9672459286551,0.0,9,817.9672459286551,9,950.9429654870253,-0.000683410617057234,9,0.0,-0.00048139170394279063,1,950.9429654870253,0.0,0.006932398770004511,0.32,-62.61367567567671,5.5314178466796875,9,817.967245928655,0.0,0.0
0.0,0.0,200,294.40080933399514,0.38,-30.83412331930363,-30.83412331930363,10,8364.7803332629,-66.3970225433331,200,294.40080933399514,880000,8364.7803332629,1,-30.834123319303615,66.65713129236089,0.0,66.65713129236089,-30.83412331930363,0.0002948468900285661,-30.83412331930363,0.0,-30.83412331930363,0.0,10,-30.83412331930363,10,1067.4463566222687,0.0005826343549415469,10,0.0,0.000877481244970113,1,1067.4463566222687,0.0,0.009637907147407532,0.38,-66.3970225433331,5.600584030151367,10,-30.834123319303615,0.0,0.0
0.0,0.0,200,603.9188001907588,0.23,-56.16327293316445,-56.16327293316445,11,9491.439693052602,-68.10870595182008,200,603.9188001907588,960000,9491.439693052602,1,-56.163272933164464,133.20924592822794,0.0,133.20924592822794,-56.16327293316445,0.00024810621107462794,-56.16327293316445,0.0,-56.16327293316445,0.0,11,-56.16327293316445,11,1604.1772654177432,-0.0003710132441483438,11,1.0,-0.00012290703307371587,1,1604.1772654177432,0.0,0.006641814019531012,0.23,-68.10870595182008,5.591834545135498,11,-56.163272933164464,1.0,0.0
0.0,0.0,200,492.9866941021957,0.26,-22.54230882706593,-22.54230882706593,12,11487.088770155286,-59.16215424674249,200,492.9866941021957,1040000,11487.088770155286,1,-22.542308827065934,117.72392170105216,0.0,117.72392170105216,-22.54230882706593,9.547010995447636e-05,-22.54230882706593,0.0,-22.54230882706593,0.0,12,-22.54230882706593,12,1490.6590912505817,0.00015525519847869873,12,0.0,0.0002507253084331751,1,1490.6590912505817,0.0,0.00934868585318327,0.26,-59.16215424674249,5.650075435638428,12,-22.542308827065934,0.0,0.0
0.0,0.0,200,689.8045428724758,0.32,-24.96379451781504,-24.96379451781504,13,10214.540751204053,-65.71469790335101,200,689.8045428724758,1120000,10214.540751204053,1,-24.96379451781505,166.68526199661588,0.0,166.68526199661588,-24.96379451781504,0.00010848858619283419,-24.96379451781504,0.0,-24.96379451781504,0.0,13,-24.96379451781504,13,1899.7978623428455,-1.2603943105204962e-05,13,0.0,9.588464308762923e-05,1,1899.7978623428455,0.0,0.00788430031388998,0.32,-65.71469790335101,5.665458679199219,13,-24.96379451781505,0.0,0.0
0.0,0.0,200,563.1671204975904,0.2,15355.946226129669,15355.946226129669,14,17219.807930864234,-59.71650056074683,200,563.1671204975904,1200000,17219.807930864234,1,15355.946226129681,155.88345110246462,0.0,155.88345110246462,15355.946226129669,0.00014359853230416775,15355.946226129669,0.0,15355.946226129669,0.0,14,15355.946226129669,14,1965.4130597783908,0.0003090008976869285,14,0.0,0.00045259942999109626,1,1965.4130597783908,0.0,0.009902982972562313,0.2,-59.71650056074683,5.739440441131592,14,15355.946226129681,0.0,0.0
0.0,0.0,200,506.6169994986935,0.255,-56.09172182638166,-56.09172182638166,15,16437.538634567787,-59.77595157546272,200,506.6169994986935,1280000,16437.538634567787,1,-56.0917218263817,140.94938461975357,0.0,140.94938461975357,-56.09172182638166,2.4995349122036714e-05,-56.09172182638166,0.0,-56.09172182638166,0.0,15,-56.09172182638166,15,1643.0572336390585,-1.1031040230591316e-05,15,1.0,1.3964308891445398e-05,1,1643.0572336390585,0.0,0.008419478312134743,0.255,-59.77595157546272,5.7473626136779785,15,-56.0917218263817,1.0,0.0
