MetaTest/Average/TerminationRate,push-v1/SuccessRate,Average/NumEpisodes,MetaTest/Average/StdReturn,push-v1/NumEpisodes,push-v1/StdReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/StdReturn,MetaTest/Average/AverageReturn,Average/TerminationRate,Average/MinReturn,MetaTest/push-v1/TerminationRate,MetaTest/push-v1/MinReturn,MetaTest/push-v1/MaxReturn,Average/Iteration,MetaTest/push-v1/AverageDiscountedReturn,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,push-v1/Iteration,GaussianMLPPolicy/LossBefore,MetaTest/Average/Iteration,TotalEnvSteps,Average/AverageReturn,Iteration,MetaTest/push-v1/AverageReturn,MetaTest/Average/NumEpisodes,GaussianMLPPolicy/dLoss,MetaTest/push-v1/Iteration,push-v1/MaxReturn,Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,Average/SuccessRate,push-v1/MinReturn,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/SuccessRate,Average/StdReturn,push-v1/AverageReturn,MetaTest/push-v1/NumEpisodes,MetaTest/Average/MinReturn,GaussianMLPPolicy/Entropy,MetaTest/Average/SuccessRate,push-v1/TerminationRate,push-v1/AverageDiscountedReturn
,0.13,200,,200,13528.849850877066,-3.776932544496958e-06,4.018192339572124e-05,,,0.0,-44.68793333710373,,,,24,,64574.98912879228,,24,-3.720038876053877e-06,,2000000,7347.444284073052,24,,,5.689366844308097e-08,,64574.98912879228,2131.9178932521486,,0.13,-44.68793333710373,0.0,,13528.849850877066,7347.444284073052,,,5.727877616882324,,0.0,2131.9178932521486
,0.155,200,,200,17288.863787790124,1.1731277709259302e-06,3.230052243452519e-05,,,0.0,-36.7148916079794,,,,25,,111655.3889013053,,25,1.2189199196654954e-06,,2080000,8446.457626470305,25,,,4.5792148739565164e-08,,111655.3889013053,2427.9680818525703,,0.155,-36.7148916079794,0.0,,17288.863787790124,8446.457626470305,,,5.7288055419921875,,0.0,2427.9680818525703
,0.18,200,,200,19529.863591725632,-8.612490773884929e-07,6.604200461879373e-05,,,0.0,-34.20066914271728,,,,26,,123636.47936438452,,26,-7.674071866858867e-07,,2160000,9134.771281185263,26,,,9.384189070260618e-08,,123636.47936438452,2409.9518396047847,,0.18,-34.20066914271728,0.0,,19529.863591725632,9134.771281185263,,,5.7280473709106445,,0.0,2409.9518396047847
,0.175,200,,200,21161.309955308745,-5.588111434917664e-06,5.5174565204652026e-05,,,0.0,-98.68576378506422,,,,27,,131201.95214736997,,27,-5.509694346983451e-06,,2240000,11055.477814613916,27,,,7.841708793421276e-08,,131201.95214736997,2905.8422932096246,,0.175,-98.68576378506422,0.0,,21161.309955308745,11055.477814613916,,,5.722181797027588,,0.0,2905.8422932096246
,0.15,200,,200,20684.444470038725,2.1162482880754396e-05,0.0021796768996864557,,,0.0,-36.84158310297836,,,,28,,145604.70878024818,,28,2.4574026610935107e-05,,2320000,9074.261236940085,28,,,3.4115437301807106e-06,,145604.70878024818,2511.8080507211334,,0.15,-36.84158310297836,0.0,,20684.444470038725,9074.261236940085,,,5.75299072265625,,0.0,2511.8080507211334
,0.125,200,,200,21194.126692123104,-1.4183136727297097e-06,1.4480309801001567e-05,,,0.0,-34.33332284385162,,,,29,,116524.24669314837,,29,-1.397801725033787e-06,,2400000,10385.974229846492,29,,,2.0511947695922572e-08,,116524.24669314837,2997.905102809961,,0.125,-34.33332284385162,0.0,,21194.126692123104,10385.974229846492,,,5.7514777183532715,,0.0,2997.905102809961
0.0,0.1,200,20167.172990705243,200,16566.04859488229,-1.4719514638272813e-06,5.169695668882923e-06,20167.172990705243,11900.675114633692,0.0,-35.637264957078536,0.0,-32.53270215020853,77264.68520354787,30,11900.67511463369,116129.42414124109,11900.67511463369,30,-1.4646102499682456e-06,3,2480000,7623.635678469706,30,11900.675114633692,50,7.3412138590356335e-09,3,116129.42414124109,2199.5665433896315,77264.68520354787,0.1,-35.637264957078536,0.0,0.2,16566.04859488229,7623.635678469706,50,-32.53270215020853,5.750705242156982,0.2,0.0,2199.5665433896315
,0.27,200,,200,26076.07130202699,1.8156879377784207e-06,8.725665793463122e-06,,,0.0,-37.09610975136733,,,,31,,125361.46293888827,,31,1.828057747843559e-06,,2560000,15600.658738780872,31,,,1.2369810065138154e-08,,125361.46293888827,4564.158516335107,,0.27,-37.09610975136733,0.0,,26076.07130202699,15600.658738780872,,,5.751199245452881,,0.0,4564.158516335107
,0.13,200,,200,19860.61804094193,-2.0490490442170994e-06,3.0345088816829957e-05,,,0.0,-34.520593646893296,,,,32,,109426.653775014,,32,-2.005949454542133e-06,,2640000,10082.849849584543,32,,,4.309958967496641e-08,,109426.653775014,2987.3744787366886,,0.13,-34.520593646893296,0.0,,19860.61804094193,10082.849849584543,,,5.748992919921875,,0.0,2987.3744787366886
,0.225,200,,200,19540.733341054092,-3.0380012958630687e-06,1.5624635125277564e-05,,,0.0,-68.39366893869752,,,,33,,111612.3526194561,,33,-3.0158548725012224e-06,,2720000,11576.12384835843,33,,,2.2146423361846246e-08,,111612.3526194561,3432.343940519921,,0.225,-68.39366893869752,0.0,,19540.733341054092,11576.12384835843,,,5.745321273803711,,0.0,3432.343940519921
,0.16,200,,200,20265.616812424592,-4.855643055634573e-06,3.365597513038665e-05,,,0.0,-35.81910273641702,,,,34,,125636.62890403913,,34,-4.807824097952107e-06,,2800000,9891.686232017219,34,,,4.7818957682466134e-08,,125636.62890403913,2938.6456817304647,,0.16,-35.81910273641702,0.0,,20265.616812424592,9891.686232017219,,,5.741499423980713,,0.0,2938.6456817304647
,0.18,200,,200,18192.247965651924,2.0967213458789047e-06,2.100480196531862e-05,,,0.0,-37.90437562785768,,,,35,,116258.5687912355,,35,2.1266291696520057e-06,,2880000,9567.810666808453,35,,,2.990782377310097e-08,,116258.5687912355,2915.9170220903698,,0.18,-37.90437562785768,0.0,,18192.247965651924,9567.810666808453,,,5.743981838226318,,0.0,2915.9170220903698
,0.145,200,,200,26589.88668583316,4.147165782342199e-06,7.959170761751011e-05,,,0.0,-35.65275907145104,,,,36,,170352.4334634903,,36,4.260743935446953e-06,,2960000,11604.284082659864,36,,,1.1357815310475416e-07,,170352.4334634903,3165.0215200475814,,0.145,-35.65275907145104,0.0,,26589.88668583316,11604.284082659864,,,5.7482123374938965,,0.0,3165.0215200475814
,0.19,200,,200,19360.282244261743,-1.8147969740311964e-06,7.413110779452836e-06,,,0.0,-37.284648944672576,,,,37,,107570.73679752336,,37,-1.8042953797703376e-06,,3040000,10912.821429028923,37,,,1.0501594260858838e-08,,107570.73679752336,3205.9804909351533,,0.19,-37.284648944672576,0.0,,19360.282244261743,10912.821429028923,,,5.746973991394043,,0.0,3205.9804909351533
,0.195,200,,200,21225.031440859384,2.865408532670699e-06,2.9035762054263614e-05,,,0.0,-37.79567712156672,,,,38,,115269.28729995043,,38,2.90648154077644e-06,,3120000,11506.715628709577,38,,,4.107300810574088e-08,,115269.28729995043,3301.467032695436,,0.195,-37.79567712156672,0.0,,21225.031440859384,11506.715628709577,,,5.75031852722168,,0.0,3301.467032695436
,0.21,200,,200,20574.941515081053,1.941557911777636e-06,2.382162529102061e-05,,,0.0,-41.30690085976143,,,,39,,111927.7146136223,,39,1.975338363990886e-06,,3200000,11610.1862842724,39,,,3.37804522132501e-08,,111927.7146136223,3389.783791161104,,0.21,-41.30690085976143,0.0,,20574.941515081053,11610.1862842724,,,5.751828670501709,,0.0,3389.783791161104
0.0,0.165,200,25348.992073115718,200,19048.75014992089,-1.0525893230806105e-05,8.620926382718608e-05,25348.992073115718,12012.181125521432,0.0,-30.980790791223786,0.0,-35.51331853395758,88020.39546850046,40,12012.181125521432,122433.93241375874,12012.181125521432,40,-1.040316328726476e-05,4,3280000,9418.437141386525,40,12012.181125521432,50,1.2272994354134426e-07,4,122433.93241375874,3032.041256070037,88020.39546850046,0.165,-30.980790791223786,0.0,0.24,19048.75014992089,9418.437141386525,50,-35.51331853395758,5.739303112030029,0.24,0.0,3032.041256070037
,0.14,200,,200,17901.789937627284,-6.31825832897448e-06,3.582890349207446e-05,,,0.0,-29.87321359585442,,,,41,,127095.16192380918,,41,-6.267413937166566e-06,,3360000,8252.372989961103,41,,,5.084439180791378e-08,,127095.16192380918,2303.536895194367,,0.14,-29.87321359585442,0.0,,17901.789937627284,8252.372989961103,,,5.731071949005127,,0.0,2303.536895194367
,0.2,200,,200,23126.287456364826,1.8584993313197629e-06,1.6608042642474174e-05,,,0.0,-78.66251111249194,,,,42,,152300.37902461897,,42,1.8820312561729224e-06,,3440000,11907.90231606666,42,,,2.353192485315958e-08,,152300.37902461897,3430.4503866380023,,0.2,-78.66251111249194,0.0,,23126.287456364826,11907.90231606666,,,5.732877254486084,,0.0,3430.4503866380023
,0.125,200,,200,17022.508496122315,-3.5059929359704256e-06,1.3571576346294023e-05,,,0.0,-35.96805571049388,,,,43,,110851.75701981763,,43,-3.486763262117165e-06,,3520000,8817.670745384094,43,,,1.9229673853260465e-08,,110851.75701981763,2602.995226037177,,0.125,-35.96805571049388,0.0,,17022.508496122315,8817.670745384094,,,5.730025768280029,,0.0,2602.995226037177
