coffee-button-v1/MaxReturn,MetaTest/Average/MinReturn,coffee-button-v1/TerminationRate,MetaTest/coffee-button-v1/TerminationRate,MetaTest/Average/AverageReturn,Average/TerminationRate,MetaTest/Average/TerminationRate,Average/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossBefore,coffee-button-v1/AverageReturn,GaussianMLPPolicy/Entropy,MetaTest/coffee-button-v1/NumEpisodes,MetaTest/coffee-button-v1/AverageReturn,Average/StdReturn,MetaTest/coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/Iteration,Average/MaxReturn,coffee-button-v1/SuccessRate,MetaTest/coffee-button-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/coffee-button-v1/SuccessRate,MetaTest/Average/MaxReturn,Average/NumEpisodes,coffee-button-v1/MinReturn,GaussianMLPPolicy/KLAfter,Iteration,Average/AverageDiscountedReturn,coffee-button-v1/Iteration,GaussianMLPPolicy/KLBefore,Average/SuccessRate,coffee-button-v1/NumEpisodes,GaussianMLPPolicy/dLoss,coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/coffee-button-v1/MinReturn,Average/AverageReturn,Average/MinReturn,TotalEnvSteps,coffee-button-v1/StdReturn
265862.86734111333,66808.44212884911,0.0,0.0,66808.44212884911,0.0,0.0,13,-5.026865892432397e-07,66808.44212884911,1.0,0.0,-5.006849050914752e-07,18673.365196795257,5.687019348144531,1,66808.44212884911,38550.667923864086,66808.44212884911,13,265862.86734111333,0.275,0.0,13,1,1.0,66808.44212884911,200,-46.127903239952204,1.4041318081581267e-06,13,7227.423917597487,13,0.0,0.275,200,2.0016841517644934e-09,7227.423917597487,66808.44212884911,66808.44212884911,18673.365196795257,-46.127903239952204,1120000,38550.667923864086
131338.02091975015,-29.857242843383016,0.0,0.0,-29.857242843383016,0.0,0.0,14,4.3227419155300595e-06,-29.857242843383037,1.0,0.0,4.338448889029678e-06,9485.104121256456,5.6922502517700195,1,-29.857242843383016,19538.935996166805,-29.857242843383016,14,131338.02091975015,0.19,0.0,14,1,1.0,-29.857242843383016,200,-46.52724297342565,1.1098086361016612e-05,14,3881.343829541006,14,0.0,0.19,200,1.570697349961847e-08,3881.343829541006,-29.857242843383037,-29.857242843383016,9485.104121256456,-46.52724297342565,1200000,19538.935996166805
222013.4588739028,69094.90615289603,0.0,0.0,69094.90615289603,0.0,0.0,15,-3.296775730632362e-06,69094.90615289612,1.0,0.0,-3.275961262261262e-06,11407.28856054533,5.689934253692627,1,69094.90615289603,24930.86750171604,69094.90615289603,15,222013.4588739028,0.23,0.0,15,1,1.0,69094.90615289603,200,-45.038526175619175,1.4697776350658387e-05,15,4705.855996557456,15,0.0,0.23,200,2.0814468371099792e-08,4705.855996557456,69094.90615289612,69094.90615289603,11407.28856054533,-45.038526175619175,1280000,24930.86750171604
116753.12742356802,-28.9168778848836,0.0,0.0,-28.9168778848836,0.0,0.0,16,-3.7063236959511414e-06,-28.916877884883643,0.0,0.0,-3.686647687572986e-06,12588.765625053351,5.687533378601074,1,-28.9168778848836,22792.939028580073,-28.9168778848836,16,116753.12742356802,0.27,0.0,16,1,0.0,-28.9168778848836,200,-44.701704219958444,1.3883359315514099e-05,16,5041.422734441668,16,0.0,0.27,200,1.967600837815553e-08,5041.422734441668,-28.916877884883643,-28.9168778848836,12588.765625053351,-44.701704219958444,1360000,22792.939028580073
116202.4564409671,-22.516152490267704,0.0,0.0,-22.516152490267704,0.0,0.0,17,1.208738353852823e-06,-22.516152490267707,1.0,0.0,1.2149880603828933e-06,14592.184024825729,5.688449382781982,1,-22.516152490267704,21668.15509540184,-22.516152490267704,17,116202.4564409671,0.255,0.0,17,1,1.0,-22.516152490267704,200,-48.01603441420473,4.4157050069770776e-06,17,6285.847793728393,17,0.0,0.255,200,6.249706530070398e-09,6285.847793728393,-22.516152490267707,-22.516152490267704,14592.184024825729,-48.01603441420473,1440000,21668.15509540184
191988.89414512677,-24.63626804672504,0.0,0.0,-24.63626804672504,0.0,0.0,18,1.7029269656632096e-06,-24.63626804672504,0.0,0.0,1.7096411966122105e-06,10882.892155399399,5.689680576324463,1,-24.63626804672504,21728.61270590601,-24.63626804672504,18,191988.89414512677,0.215,0.0,18,1,0.0,-24.63626804672504,200,-46.59597510867421,4.747394086734857e-06,18,4674.107646901061,18,0.0,0.215,200,6.714230949000921e-09,4674.107646901061,-24.63626804672504,-24.63626804672504,10882.892155399399,-46.59597510867421,1520000,21728.61270590601
230825.59067367713,5985.14310353612,0.0,0.0,5985.14310353612,0.0,0.0,19,1.505674049440131e-06,5985.14310353612,0.0,0.0,1.5205927184069878e-06,13042.986398808913,5.690881729125977,1,5985.14310353612,28006.43706487526,5985.14310353612,19,230825.59067367713,0.265,0.0,19,1,0.0,5985.14310353612,200,-45.285706952831575,1.0532511623750906e-05,19,5284.308014588328,19,0.0,0.265,200,1.4918668966856785e-08,5284.308014588328,5985.14310353612,5985.14310353612,13042.986398808913,-45.285706952831575,1600000,28006.43706487526
207515.65000976057,33092.328673598015,0.0,0.0,33092.328673598015,0.0,0.0,20,-6.083160428715928e-07,33092.32867359805,0.0,0.0,-6.019422471581493e-07,13281.009615836343,5.690572261810303,1,33092.328673598015,28337.9927526908,33092.328673598015,20,207515.65000976057,0.2,0.0,20,1,0.0,33092.328673598015,200,-49.85170807299777,4.502621777646709e-06,20,5012.925357241398,20,0.0,0.2,200,6.373795713443542e-09,5012.925357241398,33092.32867359805,33092.328673598015,13281.009615836343,-49.85170807299777,1680000,28337.9927526908
158618.55997312884,7722.314684555023,0.0,0.0,7722.314684555023,0.0,0.0,21,-7.1637791734247e-06,7722.314684555023,0.0,0.0,-7.057331004034495e-06,15117.499770579338,5.681725025177002,1,7722.314684555023,27997.94702054541,7722.314684555023,21,158618.55997312884,0.285,0.0,21,1,0.0,7722.314684555023,200,-45.77726471954754,7.496895705116913e-05,21,5908.4697733825005,21,0.0,0.285,200,1.064481693902053e-07,5908.4697733825005,7722.314684555023,7722.314684555023,15117.499770579338,-45.77726471954754,1760000,27997.94702054541
138952.85794014027,-25.372185269964863,0.0,0.0,-25.372185269964863,0.0,0.0,22,-0.0005444589187391102,-25.372185269964866,0.0,0.0,-0.0003675895859487355,11554.004308060752,5.632453441619873,1,-25.372185269964863,22369.228145879708,-25.372185269964863,22,138952.85794014027,0.205,0.0,22,1,0.0,-25.372185269964863,200,-45.15598344032084,0.006738685071468353,22,5117.718021810311,22,0.0,0.205,200,0.00017686933279037476,5117.718021810311,-25.372185269964866,-25.372185269964863,11554.004308060752,-45.15598344032084,1840000,22369.228145879708
172630.1023101015,5999.82629511336,0.0,0.0,5999.82629511336,0.0,0.0,23,-1.4876586362788657e-07,5999.8262951133565,0.0,0.0,-1.4005499338054506e-07,15492.393783475673,5.632352828979492,1,5999.82629511336,29500.197243413455,5999.82629511336,23,172630.1023101015,0.255,0.0,23,1,0.0,5999.82629511336,200,-42.04402614988813,6.1633982113562524e-06,23,6506.646240082127,23,0.0,0.255,200,8.710870247341518e-09,6506.646240082127,5999.8262951133565,5999.82629511336,15492.393783475673,-42.04402614988813,1920000,29500.197243413455
98040.46337448167,87134.27068692484,0.0,0.0,87134.27068692484,0.0,0.0,24,3.4494496503612027e-07,87134.27068692479,1.0,0.0,3.514463742249063e-07,9711.76030575236,5.632680892944336,1,87134.27068692484,17225.93052492745,87134.27068692484,24,98040.46337448167,0.14,0.0,24,1,1.0,87134.27068692484,200,-47.427965076350375,4.585571787174558e-06,24,4739.752726471018,24,0.0,0.14,200,6.501409188786056e-09,4739.752726471018,87134.27068692479,87134.27068692484,9711.76030575236,-47.427965076350375,2000000,17225.93052492745
207069.2993968076,66839.77382474217,0.0,0.0,66839.77382474217,0.0,0.0,25,1.087570353774936e-06,66839.77382474214,1.0,0.0,1.1024228570022387e-06,10835.672681962156,5.633377552032471,1,66839.77382474217,23358.227582072665,66839.77382474217,25,207069.2993968076,0.17,0.0,25,1,1.0,66839.77382474217,200,-45.592322961205625,1.0485602615517564e-05,25,5042.958072038429,25,0.0,0.17,200,1.4852503227302805e-08,5042.958072038429,66839.77382474214,66839.77382474217,10835.672681962156,-45.592322961205625,2080000,23358.227582072665
175098.81446656055,-20.93531967562371,0.0,0.0,-20.93531967562371,0.0,0.0,26,8.941706255427562e-07,-20.9353196756237,1.0,0.0,9.01223870641843e-07,12874.570750929135,5.633908748626709,1,-20.93531967562371,24380.09296465343,-20.93531967562371,26,175098.81446656055,0.21,0.0,26,1,1.0,-20.93531967562371,200,-45.931163322350486,4.978470315109007e-06,26,5803.385892087305,26,0.0,0.21,200,7.05324509908678e-09,5803.385892087305,-20.9353196756237,-20.93531967562371,12874.570750929135,-45.931163322350486,2160000,24380.09296465343
164981.97926407494,-14.917891751015597,0.0,0.0,-14.917891751015597,0.0,0.0,27,-0.0003643561794888228,-14.917891751015604,0.0,0.0,8.846118362271227e-06,13244.096942739496,5.634350776672363,1,-14.917891751015597,24560.51881748512,-14.917891751015597,27,164981.97926407494,0.225,0.0,27,1,0.0,-14.917891751015597,200,-42.38915849996953,0.0070631904527544975,27,5612.111219875594,27,0.0,0.225,200,0.00037320229785109404,5612.111219875594,-14.917891751015604,-14.917891751015597,13244.096942739496,-42.38915849996953,2240000,24560.51881748512
251255.60284944938,-25.157046979017256,0.0,0.0,-25.157046979017256,0.0,0.0,28,1.58513095982471e-08,-25.15704697901725,1.0,0.0,2.448068769922429e-08,20177.989178126772,5.634363174438477,1,-25.157046979017256,36880.69705189773,-25.157046979017256,28,251255.60284944938,0.335,0.0,28,1,1.0,-25.157046979017256,200,-41.888239051071196,6.09066501056077e-06,28,8504.994330071173,28,0.0,0.335,200,8.629378100977192e-09,8504.994330071173,-25.15704697901725,-25.157046979017256,20177.989178126772,-41.888239051071196,2320000,36880.69705189773
227345.61915291802,-24.56310050594319,0.0,0.0,-24.56310050594319,0.0,0.0,29,5.259511794974969e-07,-24.563100505943183,0.0,0.0,5.346122406990617e-07,14622.37595288119,5.6346564292907715,1,-24.56310050594319,29855.744762863964,-24.56310050594319,29,227345.61915291802,0.295,0.0,29,1,0.0,-24.56310050594319,200,-41.032695644531,6.118215424066875e-06,29,6625.323981553583,29,0.0,0.295,200,8.661061201564735e-09,6625.323981553583,-24.563100505943183,-24.56310050594319,14622.37595288119,-41.032695644531,2400000,29855.744762863964
276271.71032725653,23714.120170871833,0.0,0.0,23714.120170871833,0.0,0.0,30,-2.9187735890445765e-06,23714.12017087181,1.0,0.0,-2.9054958758933935e-06,17715.167745373445,5.6321940422058105,1,23714.120170871833,37905.721874257164,23714.120170871833,30,276271.71032725653,0.29,0.0,30,1,1.0,23714.120170871833,200,-47.88812099136212,9.384768418385647e-06,30,7278.726685412457,30,0.0,0.29,200,1.327771315118298e-08,7278.726685412457,23714.12017087181,23714.120170871833,17715.167745373445,-47.88812099136212,2480000,37905.721874257164
270572.17785612534,-38.92022038466332,0.0,0.0,-38.92022038466332,0.0,0.0,31,-0.001104178256355226,-38.920220384663324,0.0,0.0,-0.0008537510293535888,15118.788442401734,5.576044082641602,1,-38.92022038466332,30068.155558627266,-38.92022038466332,31,270572.17785612534,0.35,0.0,31,1,0.0,-38.92022038466332,200,-48.71921665253357,0.0076031675562262535,31,6659.6600959034895,31,0.0,0.35,200,0.0002504272270016372,6659.6600959034895,-38.920220384663324,-38.92022038466332,15118.788442401734,-48.71921665253357,2560000,30068.155558627266
234833.0867490474,-20.875421520020176,0.0,0.0,-20.875421520020176,0.0,0.0,32,-4.4884896510666294e-07,-20.875421520020176,1.0,0.0,-4.416215801938961e-07,18159.50119632842,5.575863361358643,1,-20.875421520020176,36860.06758162249,-20.875421520020176,32,234833.0867490474,0.44,0.0,32,1,1.0,-20.875421520020176,200,-43.37298405896291,5.116151896800147e-06,32,7264.572829692038,32,0.0,0.44,200,7.2273849127668655e-09,7264.572829692038,-20.875421520020176,-20.875421520020176,18159.50119632842,-43.37298405896291,2640000,36860.06758162249
194228.60943867205,45841.62781561575,0.0,0.0,45841.62781561575,0.0,0.0,33,5.729022086597979e-05,45841.627815615764,0.0,0.0,0.0005290777189657092,13125.069462084968,5.603325366973877,1,45841.62781561575,28008.490686324076,45841.62781561575,33,194228.60943867205,0.39,0.0,33,1,0.0,45841.62781561575,200,-51.69140343008268,0.009657946415245533,33,5523.469250095992,33,0.0,0.39,200,0.0004717874980997294,5523.469250095992,45841.627815615764,45841.62781561575,13125.069462084968,-51.69140343008268,2720000,28008.490686324076
162843.2436989686,25556.1951384149,0.0,0.0,25556.1951384149,0.0,0.0,34,-1.631368149901391e-06,25556.195138414914,0.0,0.0,-1.6082034335340722e-06,14414.63716024689,5.6027069091796875,1,25556.1951384149,25350.59851836796,25556.1951384149,34,162843.2436989686,0.3,0.0,34,1,0.0,25556.1951384149,200,-48.231635101623446,1.6342062735930085e-05,34,7131.153950889907,34,0.0,0.3,200,2.316471636731876e-08,7131.153950889907,25556.195138414914,25556.1951384149,14414.63716024689,-48.231635101623446,2800000,25350.59851836796
214529.93030860217,1692.5212718651974,0.0,0.0,1692.5212718651974,0.0,0.0,35,-7.773898005325464e-07,1692.5212718651971,0.0,0.0,-7.696929174016987e-07,17776.823128720673,5.602378845214844,1,1692.5212718651974,33545.494236992025,1692.5212718651974,35,214529.93030860217,0.23,0.0,35,1,0.0,1692.5212718651974,200,-44.59779205683251,5.440864697447978e-06,35,7407.930855029886,35,0.0,0.23,200,7.69688313084771e-09,7407.930855029886,1692.5212718651971,1692.5212718651974,17776.823128720673,-44.59779205683251,2880000,33545.494236992025
199411.15211641663,-30.459037839773032,0.0,0.0,-30.459037839773032,0.0,0.0,36,-5.148237960383995e-07,-30.459037839772996,0.0,0.0,-5.07183983700088e-07,16788.876533547726,5.602212905883789,1,-30.459037839773032,28526.666794226883,-30.459037839773032,36,199411.15211641663,0.305,0.0,36,1,0.0,-30.459037839773032,200,-49.37422426028399,5.391586910263868e-06,36,8153.100450136962,36,0.0,0.305,200,7.639812338311458e-09,8153.100450136962,-30.459037839772996,-30.459037839773032,16788.876533547726,-49.37422426028399,2960000,28526.666794226883
201582.71830920185,7721.584059583463,0.0,0.0,7721.584059583463,0.0,0.0,37,-1.8521171796237468e-06,7721.584059583466,0.0,0.0,-1.8294373376193107e-06,14396.777878584031,5.6015753746032715,1,7721.584059583463,28765.215380496673,7721.584059583463,37,201582.71830920185,0.21,0.0,37,1,0.0,7721.584059583463,200,-48.440861903749635,1.6012983905966394e-05,37,6168.626209440524,37,0.0,0.21,200,2.2679842004436068e-08,6168.626209440524,7721.584059583466,7721.584059583463,14396.777878584031,-48.440861903749635,3040000,28765.215380496673
262134.78032878743,145657.80051694464,0.0,0.0,145657.80051694464,0.0,0.0,38,1.2029880736008636e-07,145657.80051694455,1.0,0.0,1.276749799217214e-07,18676.752805629527,5.601621627807617,1,145657.80051694464,36215.14335243514,145657.80051694464,38,262134.78032878743,0.255,0.0,38,1,1.0,145657.80051694464,200,-47.64632607414863,5.214527391217416e-06,38,7839.945348778874,38,0.0,0.255,200,7.3761725616350304e-09,7839.945348778874,145657.80051694455,145657.80051694464,18676.752805629527,-47.64632607414863,3120000,36215.14335243514
188007.61026520887,-18.540226174047067,0.0,0.0,-18.540226174047067,0.0,0.0,39,3.100981757597765e-06,-18.54022617404707,1.0,0.0,3.1463889627048047e-06,20887.7569874718,5.6051716804504395,1,-18.540226174047067,33141.9202021139,-18.540226174047067,39,188007.61026520887,0.26,0.0,39,1,1.0,-18.540226174047067,200,-50.15298113124576,3.2039730285760015e-05,39,9358.732141872337,39,0.0,0.26,200,4.540720510703977e-08,9358.732141872337,-18.54022617404707,-18.540226174047067,20887.7569874718,-50.15298113124576,3200000,33141.9202021139
153490.1072107745,-28.169279316249632,0.0,0.0,-28.169279316249632,0.0,0.0,40,1.3755918359947827e-07,-28.16927931624963,1.0,0.0,1.5677696296734212e-07,15317.850557761843,5.605225086212158,1,-28.169279316249632,27713.301692927438,-28.169279316249632,40,153490.1072107745,0.26,0.0,40,1,1.0,-28.169279316249632,200,-50.66959479467202,1.3564553228206933e-05,40,7157.433096874844,40,0.0,0.26,200,1.921777936786384e-08,7157.433096874844,-28.16927931624963,-28.169279316249632,15317.850557761843,-50.66959479467202,3280000,27713.301692927438
148021.74984625482,-29.88238646579755,0.0,0.0,-29.88238646579755,0.0,0.0,41,-5.206554192227486e-07,-29.882386465797563,0.0,0.0,-5.108756795380032e-07,14432.926560713486,5.605033874511719,1,-29.88238646579755,24613.11072106336,-29.88238646579755,41,148021.74984625482,0.305,0.0,41,1,0.0,-29.88238646579755,200,-53.62902618152849,6.900561857037246e-06,41,6720.2654081398,41,0.0,0.305,200,9.779739684745437e-09,6720.2654081398,-29.882386465797563,-29.88238646579755,14432.926560713486,-53.62902618152849,3360000,24613.11072106336
137301.1750868424,76244.98582138102,0.0,0.0,76244.98582138102,0.0,0.0,42,-1.1573517610941053e-07,76244.98582138107,0.0,0.0,-9.722779026333228e-08,15972.137102158424,5.6050004959106445,1,76244.98582138102,25778.025816995556,76244.98582138102,42,137301.1750868424,0.305,0.0,42,1,0.0,76244.98582138102,200,-45.27336981314273,1.3051781934336759e-05,42,7629.5414654092,42,0.0,0.305,200,1.850738584607825e-08,7629.5414654092,76244.98582138107,76244.98582138102,15972.137102158424,-45.27336981314273,3440000,25778.025816995556
262986.20444755687,78836.00279335768,0.0,0.0,78836.00279335768,0.0,0.0,43,-5.754051244366565e-07,78836.00279335766,1.0,0.0,-5.713112614103011e-07,19196.095812756004,5.604774475097656,1,78836.00279335768,33142.09694106889,78836.00279335768,43,262986.20444755687,0.225,0.0,43,1,1.0,78836.00279335768,200,-44.99526580491181,2.916069888669881e-06,43,8158.110459058501,43,0.0,0.225,200,4.093863026355393e-09,8158.110459058501,78836.00279335766,78836.00279335768,19196.095812756004,-44.99526580491181,3520000,33142.09694106889
204272.03299662026,30716.374956968717,0.0,0.0,30716.374956968717,0.0,0.0,44,1.3664842981597758e-06,30716.374956968702,1.0,0.0,1.3736104165218421e-06,17324.605950209665,5.605325698852539,1,30716.374956968717,32051.369228412186,30716.374956968717,44,204272.03299662026,0.29,0.0,44,1,1.0,30716.374956968717,200,-50.21798725537409,5.0330932026554365e-06,44,7693.632739879628,44,0.0,0.29,200,7.126118362066336e-09,7693.632739879628,30716.374956968702,30716.374956968717,17324.605950209665,-50.21798725537409,3600000,32051.369228412186
178281.1106083526,15546.937988296306,0.0,0.0,15546.937988296306,0.0,0.0,45,-1.8036931237475073e-07,15546.937988296322,0.0,0.0,-1.7632892479468865e-07,20114.365470407614,5.605249881744385,1,15546.937988296306,31843.3943357195,15546.937988296306,45,178281.1106083526,0.3,0.0,45,1,0.0,15546.937988296306,200,-47.68451978242454,2.8512808967207093e-06,45,9053.55904389453,45,0.0,0.3,200,4.040387580062088e-09,9053.55904389453,15546.937988296322,15546.937988296306,20114.365470407614,-47.68451978242454,3680000,31843.3943357195
