coffee-button-v1/MaxReturn,MetaTest/Average/MinReturn,coffee-button-v1/TerminationRate,MetaTest/coffee-button-v1/TerminationRate,MetaTest/Average/AverageReturn,Average/TerminationRate,MetaTest/Average/TerminationRate,Average/Iteration,GaussianMLPPolicy/LossAfter,MetaTest/coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossBefore,coffee-button-v1/AverageReturn,GaussianMLPPolicy/Entropy,MetaTest/coffee-button-v1/NumEpisodes,MetaTest/coffee-button-v1/AverageReturn,Average/StdReturn,MetaTest/coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/Iteration,Average/MaxReturn,coffee-button-v1/SuccessRate,MetaTest/coffee-button-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/NumEpisodes,MetaTest/coffee-button-v1/SuccessRate,MetaTest/Average/MaxReturn,Average/NumEpisodes,coffee-button-v1/MinReturn,GaussianMLPPolicy/KLAfter,Iteration,Average/AverageDiscountedReturn,coffee-button-v1/Iteration,GaussianMLPPolicy/KLBefore,Average/SuccessRate,coffee-button-v1/NumEpisodes,GaussianMLPPolicy/dLoss,coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/coffee-button-v1/MinReturn,Average/AverageReturn,Average/MinReturn,TotalEnvSteps,coffee-button-v1/StdReturn
-37.96784914077861,-55.297127770029334,0.0,0.0,-55.297127770029334,0.0,0.0,0,-0.0013871483970433474,-55.29712777002937,0.0,0.0,-0.0004032213182654232,-53.00313911259906,5.6685662269592285,1,-55.297127770029334,7.622801046974204,-55.297127770029334,0,-37.96784914077861,0.0,0.0,0,1,0.0,-55.297127770029334,200,-73.88583088153379,0.006684663239866495,0,-20.856687285520604,0,0.0,0.0,200,0.0009839270787779242,-20.856687285520604,-55.29712777002937,-55.297127770029334,-53.00313911259906,-73.88583088153379,80000,7.622801046974204
-26.918602186620642,-47.84668250806222,0.0,0.0,-47.84668250806222,0.0,0.0,1,-0.001549452543258667,-47.846682508062216,0.0,0.0,3.7364662830441375e-07,-46.8640266533476,5.6694183349609375,1,-47.84668250806222,6.330211743238927,-47.84668250806222,1,-26.918602186620642,0.01,0.0,1,1,0.0,-47.84668250806222,200,-69.69242725958745,0.007446253206580877,1,-18.13571021294342,1,0.0,0.01,200,0.0015498261898869714,-18.13571021294342,-47.846682508062216,-47.84668250806222,-46.8640266533476,-69.69242725958745,160000,6.330211743238927
59851.92737563817,-37.500095441132004,0.0,0.0,-37.500095441132004,0.0,0.0,2,-0.0007735126418992877,-37.50009544113204,0.0,0.0,-5.316821625456214e-05,1139.3632080143689,5.668640613555908,1,-37.500095441132004,5667.518501471966,-37.500095441132004,2,59851.92737563817,0.035,0.0,2,1,0.0,-37.500095441132004,200,-63.68199480443769,0.006945234723389149,2,594.9462751866304,2,0.0,0.035,200,0.0007203444256447256,594.9462751866304,-37.50009544113204,-37.500095441132004,1139.3632080143689,-63.68199480443769,240000,5667.518501471966
63093.67530501311,-35.88563911393585,0.0,0.0,-35.88563911393585,0.0,0.0,3,-3.7860834709135816e-05,-35.88563911393586,0.0,0.0,7.083282253006473e-05,4307.075884077861,5.6747283935546875,1,-35.88563911393585,10356.311562440995,-35.88563911393585,3,63093.67530501311,0.095,0.0,3,1,0.0,-35.88563911393585,200,-57.654453436459555,0.007200159132480621,3,1947.230867186696,3,0.0,0.095,200,0.00010869365723920055,1947.230867186696,-35.88563911393586,-35.88563911393585,4307.075884077861,-57.654453436459555,320000,10356.311562440995
100850.30655952012,-42.122977070956246,0.0,0.0,-42.122977070956246,0.0,0.0,4,-5.209936261962866e-06,-42.12297707095626,0.0,0.0,-5.138359938428039e-06,7175.381134527378,5.670668125152588,1,-42.122977070956246,13796.186841864806,-42.122977070956246,4,100850.30655952012,0.18,0.0,4,1,0.0,-42.122977070956246,200,-54.540427368578165,5.0531147280707955e-05,4,3330.2449524269587,4,0.0,0.18,200,7.157632353482768e-08,3330.2449524269587,-42.12297707095626,-42.122977070956246,7175.381134527378,-54.540427368578165,400000,13796.186841864806
96744.3929494066,12018.974138704458,0.0,0.0,12018.974138704458,0.0,0.0,5,-8.66344453243073e-06,12018.974138704463,0.0,0.0,-8.555994099879172e-06,6673.184654672251,5.662688255310059,1,12018.974138704458,14645.747337417806,12018.974138704458,5,96744.3929494066,0.155,0.0,5,1,0.0,12018.974138704458,200,-50.54459376837812,7.57302186684683e-05,5,2861.585637215032,5,0.0,0.155,200,1.0745043255155906e-07,2861.585637215032,12018.974138704463,12018.974138704458,6673.184654672251,-50.54459376837812,480000,14645.747337417806
127581.34483784989,15176.708832483304,0.0,0.0,15176.708832483304,0.0,0.0,6,8.495200063407538e-07,15176.708832483295,0.0,0.0,8.676684046804439e-07,10742.556780708017,5.6633148193359375,1,15176.708832483304,21991.778761452944,15176.708832483304,6,127581.34483784989,0.165,0.0,6,1,0.0,15176.708832483304,200,-49.53973399678039,1.2823528777516913e-05,6,4459.887323269146,6,0.0,0.165,200,1.8148398339690175e-08,4459.887323269146,15176.708832483295,15176.708832483304,10742.556780708017,-49.53973399678039,560000,21991.778761452944
88720.94318538748,62571.75046385728,0.0,0.0,62571.75046385728,0.0,0.0,7,7.199568062787876e-05,62571.7504638573,1.0,0.0,0.000280641921563074,7410.98163498125,5.6866302490234375,1,62571.75046385728,15523.025309826351,62571.75046385728,7,88720.94318538748,0.185,0.0,7,1,1.0,62571.75046385728,200,-55.76556556307553,0.009999950416386127,7,2927.552764265712,7,0.0,0.185,200,0.00020864624093519524,2927.552764265712,62571.7504638573,62571.75046385728,7410.98163498125,-55.76556556307553,640000,15523.025309826351
204586.53532427357,-18.192062342395523,0.0,0.0,-18.192062342395523,0.0,0.0,8,-1.5580295666950406e-06,-18.192062342395527,1.0,0.0,-1.481946696912928e-06,10162.104061030335,5.685194492340088,1,-18.192062342395523,22640.242790994605,-18.192062342395523,8,204586.53532427357,0.2,0.0,8,1,1.0,-18.192062342395523,200,-46.98893299421638,5.361793955671601e-05,8,4199.773502742609,8,0.0,0.2,200,7.608286978211254e-08,4199.773502742609,-18.192062342395527,-18.192062342395523,10162.104061030335,-46.98893299421638,720000,22640.242790994605
119248.38268307647,-27.918884498263292,0.0,0.0,-27.918884498263292,0.0,0.0,9,1.6481568536619307e-06,-27.918884498263285,0.0,0.0,1.7195527561852941e-06,13715.916312647541,5.686481952667236,1,-27.918884498263292,22951.640913077827,-27.918884498263292,9,119248.38268307647,0.23,0.0,9,1,0.0,-27.918884498263292,200,-54.40850732493855,5.031151158618741e-05,9,5872.772397583807,9,0.0,0.23,200,7.139590252336347e-08,5872.772397583807,-27.918884498263285,-27.918884498263292,13715.916312647541,-54.40850732493855,800000,22951.640913077827
230756.9451233538,-24.428605878266513,0.0,0.0,-24.428605878266513,0.0,0.0,10,4.8731050128481e-07,-24.42860587826653,0.0,0.0,4.926429255647236e-07,13270.296434256607,5.686882019042969,1,-24.428605878266513,27411.338278273266,-24.428605878266513,10,230756.9451233538,0.27,0.0,10,1,0.0,-24.428605878266513,200,-44.739487038507704,3.7627967230946524e-06,10,5238.6656085824825,10,0.0,0.27,200,5.332424279913539e-09,5238.6656085824825,-24.42860587826653,-24.428605878266513,13270.296434256607,-44.739487038507704,880000,27411.338278273266
123585.68795772237,13120.03846360363,0.0,0.0,13120.03846360363,0.0,0.0,11,2.1512382772925775e-06,13120.03846360364,0.0,0.0,2.1581231521849986e-06,10433.964682546848,5.689008712768555,1,13120.03846360363,18394.65255377678,13120.03846360363,11,123585.68795772237,0.27,0.0,11,1,0.0,13120.03846360363,200,-46.21739351606436,4.864563834416913e-06,11,4488.975423129779,11,0.0,0.27,200,6.884874892421067e-09,4488.975423129779,13120.03846360364,13120.03846360363,10433.964682546848,-46.21739351606436,960000,18394.65255377678
252566.0685859836,-32.7285272993083,0.0,0.0,-32.7285272993083,0.0,0.0,12,-1.862325007095933e-06,-32.72852729930831,0.0,0.0,-1.7792159496821114e-06,16654.36824557095,5.687528133392334,1,-32.7285272993083,33857.83232419468,-32.7285272993083,12,252566.0685859836,0.25,0.0,12,1,0.0,-32.7285272993083,200,-51.05125475555333,5.8459707361180335e-05,12,7186.699075190159,12,0.0,0.25,200,8.310905741382157e-08,7186.699075190159,-32.72852729930831,-32.7285272993083,16654.36824557095,-51.05125475555333,1040000,33857.83232419468
