MetaTest/pick-place-v1/MinReturn,Average/StdReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/pick-place-v1/NumEpisodes,Average/MaxReturn,pick-place-v1/AverageReturn,GaussianMLPPolicy/KLAfter,pick-place-v1/TerminationRate,MetaTest/pick-place-v1/AverageDiscountedReturn,MetaTest/pick-place-v1/SuccessRate,Average/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,MetaTest/pick-place-v1/AverageReturn,pick-place-v1/SuccessRate,Average/Iteration,GaussianMLPPolicy/Entropy,pick-place-v1/AverageDiscountedReturn,pick-place-v1/NumEpisodes,GaussianMLPPolicy/dLoss,Average/MinReturn,MetaTest/Average/Iteration,pick-place-v1/StdReturn,pick-place-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,Average/SuccessRate,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/pick-place-v1/TerminationRate,MetaTest/pick-place-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,Average/TerminationRate,Average/AverageReturn,Average/NumEpisodes,MetaTest/pick-place-v1/MaxReturn,MetaTest/pick-place-v1/StdReturn,pick-place-v1/MaxReturn,Iteration,pick-place-v1/MinReturn
-20.075410372386916,1.6771424934937291,-0.0076548876240849495,0.0,0.0,-20.075410372386916,1,-17.24550875457324,-19.98686747839565,0.009561276063323021,0.0,-20.075410372386912,0.0,-8.836013059860006,-0.009611239656805992,-20.075410372386916,0.0,45,4.910915851593018,-8.836013059860006,200,0.0019563520327210426,-26.124820764743255,45,1.6771424934937291,45,-20.075410372386912,1,0.0,3680000,-20.075410372386916,0.0,45,0.0,0.0,-20.075410372386916,0.0,-19.98686747839565,200,-20.075410372386916,0.0,-17.24550875457324,45,-26.124820764743255
-18.40299849263946,1.3872645425247705,-0.0032020099461078644,0.0,0.0,-18.40299849263946,1,-17.227448329642158,-19.780556263701932,0.009574991650879383,0.0,-18.402998492639455,0.0,-8.789425653563713,-0.005658326204866171,-18.40299849263946,0.0,46,4.879883766174316,-8.789425653563713,200,0.0024563162587583065,-24.619653563408047,46,1.3872645425247705,46,-18.402998492639455,1,0.0,3760000,-18.40299849263946,0.0,46,0.0,0.0,-18.40299849263946,0.0,-19.780556263701932,200,-18.40299849263946,0.0,-17.227448329642158,46,-24.619653563408047
-21.127445716393247,1.114906135514239,-0.0042283376678824425,0.0,0.0,-21.127445716393247,1,-16.792866074674208,-19.645376960652797,0.009954367764294147,0.0,-21.12744571639323,0.0,-8.709281591438941,-0.005583859048783779,-21.127445716393247,0.0,47,4.815453052520752,-8.709281591438941,200,0.0013555213809013367,-22.375129883516294,47,1.114906135514239,47,-21.12744571639323,1,0.0,3840000,-21.127445716393247,0.0,47,0.0,0.0,-21.127445716393247,0.0,-19.645376960652797,200,-21.127445716393247,0.0,-16.792866074674208,47,-22.375129883516294
-19.35072196548463,0.9848258508927387,-0.004123828839510679,0.0,0.0,-19.35072196548463,1,-17.43301660373477,-19.441730060204396,0.009359169751405716,0.0,-19.35072196548462,0.0,-8.64075223232383,-0.00587774533778429,-19.35072196548463,0.0,48,4.77662992477417,-8.64075223232383,200,0.001753916498273611,-22.708472521023136,48,0.9848258508927387,48,-19.35072196548462,1,0.0,3920000,-19.35072196548463,0.0,48,0.0,0.0,-19.35072196548463,0.0,-19.441730060204396,200,-19.35072196548463,0.0,-17.43301660373477,48,-22.708472521023136
-21.063024375211267,1.1472742457205853,0.002264847746118903,0.0,0.0,-21.063024375211267,1,-16.752560494064518,-19.77660643225674,0.00840508472174406,0.0,-21.06302437521126,0.0,-8.855033534731286,0.0005445941933430731,-21.063024375211267,0.0,49,4.8252410888671875,-8.855033534731286,200,0.00172025355277583,-23.255172183178452,49,1.1472742457205853,49,-21.06302437521126,1,0.0,4000000,-21.063024375211267,0.0,49,0.0,0.0,-21.063024375211267,0.0,-19.77660643225674,200,-21.063024375211267,0.0,-16.752560494064518,49,-23.255172183178452
-20.16012606557046,1.1508731338340945,-0.001965348143130541,0.0,0.0,-20.16012606557046,1,-16.532833729040064,-19.62010862142798,0.006699205841869116,0.0,-20.160126065570434,0.0,-8.732102354843114,-0.003589373780414462,-20.16012606557046,0.0,50,4.8166279792785645,-8.732102354843114,200,0.0016240256372839212,-23.530859224614662,50,1.1508731338340945,50,-20.160126065570434,1,0.0,4080000,-20.16012606557046,0.0,50,0.0,0.0,-20.16012606557046,0.0,-19.62010862142798,200,-20.16012606557046,0.0,-16.532833729040064,50,-23.530859224614662
-20.073906341915613,1.4990090317128508,-0.0031815089751034975,0.0,0.0,-20.073906341915613,1,-17.024322028477414,-19.690886009946816,0.00928170420229435,0.0,-20.073906341915624,0.0,-8.77796552288199,-0.005816458724439144,-20.073906341915613,0.0,51,4.7920684814453125,-8.77796552288199,200,0.0026349497493356466,-25.414463586180773,51,1.4990090317128508,51,-20.073906341915624,1,0.0,4160000,-20.073906341915613,0.0,51,0.0,0.0,-20.073906341915613,0.0,-19.690886009946816,200,-20.073906341915613,0.0,-17.024322028477414,51,-25.414463586180773
-23.694688757921373,1.1191798370829569,-0.0025118510238826275,0.0,0.0,-23.694688757921373,1,-17.421956086518417,-19.856024886668514,0.00972821470350027,0.0,-23.694688757921362,0.0,-8.853460588709744,-0.004644099622964859,-23.694688757921373,0.0,52,4.763209819793701,-8.853460588709744,200,0.0021322485990822315,-24.318578649084706,52,1.1191798370829569,52,-23.694688757921362,1,0.0,4240000,-23.694688757921373,0.0,52,0.0,0.0,-23.694688757921373,0.0,-19.856024886668514,200,-23.694688757921373,0.0,-17.421956086518417,52,-24.318578649084706
-22.542474215604592,1.0039290244466028,-0.002144442405551672,0.0,0.0,-22.542474215604592,1,-16.734733412530584,-19.55987122598809,0.009046489372849464,0.0,-22.542474215604614,0.0,-8.710259344966799,-0.00390116055496037,-22.542474215604592,0.0,53,4.749252796173096,-8.710259344966799,200,0.001756718149408698,-22.63243183085824,53,1.0039290244466028,53,-22.542474215604614,1,0.0,4320000,-22.542474215604592,0.0,53,0.0,0.0,-22.542474215604592,0.0,-19.55987122598809,200,-22.542474215604592,0.0,-16.734733412530584,53,-22.63243183085824
-20.119042627508676,1.033380524633505,-0.004167680628597736,0.0,0.0,-20.119042627508676,1,-17.174498888917952,-19.544441193459537,0.009693184867501259,0.0,-20.119042627508676,0.0,-8.693325870037562,-0.006034343037754297,-20.119042627508676,0.0,54,4.704674243927002,-8.693325870037562,200,0.001866662409156561,-22.146878910447562,54,1.033380524633505,54,-20.119042627508676,1,0.0,4400000,-20.119042627508676,0.0,54,0.0,0.0,-20.119042627508676,0.0,-19.544441193459537,200,-20.119042627508676,0.0,-17.174498888917952,54,-22.146878910447562
-19.521925376372415,1.221359220841052,0.0029968873132020235,0.0,0.0,-19.521925376372415,1,-17.448736222973626,-19.847758411065076,0.009998904541134834,0.0,-19.521925376372412,0.0,-8.810457552819926,0.0015981539618223906,-19.521925376372415,0.0,55,4.775260925292969,-8.810457552819926,200,0.001398733351379633,-24.270072373186682,55,1.221359220841052,55,-19.521925376372412,1,0.0,4480000,-19.521925376372415,0.0,55,0.0,0.0,-19.521925376372415,0.0,-19.847758411065076,200,-19.521925376372415,0.0,-17.448736222973626,55,-24.270072373186682
-17.131049414912045,1.2282475246383247,-8.308738324558362e-05,0.0,0.0,-17.131049414912045,1,-16.772366426710512,-19.464593648019115,0.0066611310467123985,0.0,-17.13104941491204,0.0,-8.642034155458289,-0.0020008357241749763,-17.131049414912045,0.0,56,4.7787017822265625,-8.642034155458289,200,0.0019177483409293927,-23.39709961533009,56,1.2282475246383247,56,-17.13104941491204,1,0.0,4560000,-17.131049414912045,0.0,56,0.0,0.0,-17.131049414912045,0.0,-19.464593648019115,200,-17.131049414912045,0.0,-16.772366426710512,56,-23.39709961533009
-19.33476347804698,1.2306879324454747,-0.0023721668403595686,0.0,0.0,-19.33476347804698,1,-17.10449849115352,-19.482746747343512,0.009663254953920841,0.0,-19.334763478046984,0.0,-8.672282951334926,-0.003934723325073719,-19.33476347804698,0.0,57,4.7532124519348145,-8.672282951334926,200,0.0015625564847141504,-22.494705589918055,57,1.2306879324454747,57,-19.334763478046984,1,0.0,4640000,-19.33476347804698,0.0,57,0.0,0.0,-19.33476347804698,0.0,-19.482746747343512,200,-19.33476347804698,0.0,-17.10449849115352,57,-22.494705589918055
-19.678438302320167,1.1156230608456421,0.0035050013102591038,0.0,0.0,-19.678438302320167,1,-17.090343849207986,-19.372070929624048,0.008062374778091908,0.0,-19.678438302320156,0.0,-8.647118992198095,0.0015164209762588143,-19.678438302320167,0.0,58,4.8159098625183105,-8.647118992198095,200,0.0019885803340002894,-22.559973998572122,58,1.1156230608456421,58,-19.678438302320156,1,0.0,4720000,-19.678438302320167,0.0,58,0.0,0.0,-19.678438302320167,0.0,-19.372070929624048,200,-19.678438302320167,0.0,-17.090343849207986,58,-22.559973998572122
-19.410983945307272,1.10539067214195,-0.0010542968520894647,0.0,0.0,-19.410983945307272,1,-16.499706615077162,-19.648989668986843,0.00776614248752594,0.0,-19.410983945307276,0.0,-8.754396180647289,-0.004013223573565483,-19.410983945307272,0.0,59,4.8107218742370605,-8.754396180647289,200,0.0029589267214760184,-22.76300027479336,59,1.10539067214195,59,-19.410983945307276,1,0.0,4800000,-19.410983945307272,0.0,59,0.0,0.0,-19.410983945307272,0.0,-19.648989668986843,200,-19.410983945307272,0.0,-16.499706615077162,59,-22.76300027479336
-23.098145103893895,1.2235936398826448,-0.0008227009093388915,0.0,0.0,-23.098145103893895,1,-17.134817453693305,-19.54308471229175,0.006766629405319691,0.0,-23.09814510389391,0.0,-8.688643929246481,-0.002500619273632765,-23.098145103893895,0.0,60,4.803133964538574,-8.688643929246481,200,0.0016779183642938733,-24.776722962381097,60,1.2235936398826448,60,-23.09814510389391,1,0.0,4880000,-23.098145103893895,0.0,60,0.0,0.0,-23.098145103893895,0.0,-19.54308471229175,200,-23.098145103893895,0.0,-17.134817453693305,60,-24.776722962381097
-17.41333047483862,1.1065036201804304,0.0033086829353123903,0.0,0.0,-17.41333047483862,1,-16.66038607621529,-19.572735071374023,0.006402061320841312,0.0,-17.413330474838645,0.0,-8.720414789163538,0.002218677895143628,-17.41333047483862,0.0,61,4.847877502441406,-8.720414789163538,200,0.0010900050401687622,-22.7082744451863,61,1.1065036201804304,61,-17.413330474838645,1,0.0,4960000,-17.41333047483862,0.0,61,0.0,0.0,-17.41333047483862,0.0,-19.572735071374023,200,-17.41333047483862,0.0,-16.66038607621529,61,-22.7082744451863
-21.568862143862606,1.0448179978014387,-0.0017760168993845582,0.0,0.0,-21.568862143862606,1,-17.584371383831364,-19.508294632468306,0.006471504457294941,0.0,-21.568862143862585,0.0,-8.684919482346116,-0.00375632056966424,-21.568862143862606,0.0,62,4.83496618270874,-8.684919482346116,200,0.0019803036702796817,-22.02552746868861,62,1.0448179978014387,62,-21.568862143862585,1,0.0,5040000,-21.568862143862606,0.0,62,0.0,0.0,-21.568862143862606,0.0,-19.508294632468306,200,-21.568862143862606,0.0,-17.584371383831364,62,-22.02552746868861
-20.139999050246303,1.2325882144675957,-0.005847887136042118,0.0,0.0,-20.139999050246303,1,-16.394218279984628,-19.755145980826782,0.007146728690713644,0.0,-20.13999905024631,0.0,-8.828707729219168,-0.00829432625323534,-20.139999050246303,0.0,63,4.784923553466797,-8.828707729219168,200,0.002446439117193222,-23.44990984543133,63,1.2325882144675957,63,-20.13999905024631,1,0.0,5120000,-20.139999050246303,0.0,63,0.0,0.0,-20.139999050246303,0.0,-19.755145980826782,200,-20.139999050246303,0.0,-16.394218279984628,63,-23.44990984543133
-19.53685040605653,1.300132606093514,-0.0002445338759571314,0.0,0.0,-19.53685040605653,1,-16.83351832534007,-19.54840396663189,0.006710217334330082,0.0,-19.536850406056526,0.0,-8.734333143869183,-0.0020387296099215746,-19.53685040605653,0.0,64,4.792210102081299,-8.734333143869183,200,0.0017941957339644432,-25.587557274087747,64,1.300132606093514,64,-19.536850406056526,1,0.0,5200000,-19.53685040605653,0.0,64,0.0,0.0,-19.53685040605653,0.0,-19.54840396663189,200,-19.53685040605653,0.0,-16.83351832534007,64,-25.587557274087747
-19.554656809267115,1.5383328331392567,-0.0008302588248625398,0.0,0.0,-19.554656809267115,1,-16.81777853755351,-19.608114002581097,0.006458587013185024,0.0,-19.554656809267126,0.0,-8.759395242893033,-0.0026246323250234127,-19.554656809267115,0.0,65,4.791203498840332,-8.759395242893033,200,0.001794373500160873,-24.666124323466885,65,1.5383328331392567,65,-19.554656809267126,1,0.0,5280000,-19.554656809267115,0.0,65,0.0,0.0,-19.554656809267115,0.0,-19.608114002581097,200,-19.554656809267115,0.0,-16.81777853755351,65,-24.666124323466885
-19.682174207126323,1.0619850978906527,-0.001554697984829545,0.0,0.0,-19.682174207126323,1,-17.007942109712804,-19.256422375065245,0.00992135051637888,0.0,-19.682174207126312,0.0,-8.592185001918416,-0.0030379206873476505,-19.682174207126323,0.0,66,4.771549701690674,-8.592185001918416,200,0.0014832227025181055,-22.595563977503453,66,1.0619850978906527,66,-19.682174207126312,1,0.0,5360000,-19.682174207126323,0.0,66,0.0,0.0,-19.682174207126323,0.0,-19.256422375065245,200,-19.682174207126323,0.0,-17.007942109712804,66,-22.595563977503453
-21.45711257944999,1.2391699480741236,-0.0008309963159263134,0.0,0.0,-21.45711257944999,1,-16.51833966791695,-19.07553662371395,0.00770478555932641,0.0,-21.457112579449987,0.0,-8.492247716815653,-0.0029516599606722593,-21.45711257944999,0.0,67,4.777077674865723,-8.492247716815653,200,0.002120663644745946,-22.851251869359338,67,1.2391699480741236,67,-21.457112579449987,1,0.0,5440000,-21.45711257944999,0.0,67,0.0,0.0,-21.45711257944999,0.0,-19.07553662371395,200,-21.45711257944999,0.0,-16.51833966791695,67,-22.851251869359338
-19.23130999276234,0.9674242392611665,0.0007857363671064377,0.0,0.0,-19.23130999276234,1,-16.57659701085005,-18.881279110592466,0.006883230060338974,0.0,-19.23130999276232,0.0,-8.408744496170979,-0.0011193788377568126,-19.23130999276234,0.0,68,4.793777942657471,-8.408744496170979,200,0.0019051152048632503,-24.194268404829767,68,0.9674242392611665,68,-19.23130999276232,1,0.0,5520000,-19.23130999276234,0.0,68,0.0,0.0,-19.23130999276234,0.0,-18.881279110592466,200,-19.23130999276234,0.0,-16.57659701085005,68,-24.194268404829767
-19.003013182941142,1.321281830120896,-0.0015388581668958068,0.0,0.0,-19.003013182941142,1,-15.929592756931044,-19.322447671417248,0.006584092974662781,0.0,-19.003013182941135,0.0,-8.6031035438394,-0.0029027056880295277,-19.003013182941142,0.0,69,4.78737211227417,-8.6031035438394,200,0.0013638475211337209,-24.416950780937018,69,1.321281830120896,69,-19.003013182941135,1,0.0,5600000,-19.003013182941142,0.0,69,0.0,0.0,-19.003013182941142,0.0,-19.322447671417248,200,-19.003013182941142,0.0,-15.929592756931044,69,-24.416950780937018
-20.620929732316736,1.1027607382476772,-0.004567161202430725,0.0,0.0,-20.620929732316736,1,-17.03116503113304,-19.06544284042607,0.00642437394708395,0.0,-20.620929732316757,0.0,-8.460559442132144,-0.00600726343691349,-20.620929732316736,0.0,70,4.7415080070495605,-8.460559442132144,200,0.0014401022344827652,-23.47501433731315,70,1.1027607382476772,70,-20.620929732316757,1,0.0,5680000,-20.620929732316736,0.0,70,0.0,0.0,-20.620929732316736,0.0,-19.06544284042607,200,-20.620929732316736,0.0,-17.03116503113304,70,-23.47501433731315
-18.496429297295627,1.0281145185342457,-0.001661494723521173,0.0,0.0,-18.496429297295627,1,-16.309556569658252,-18.79304630445381,0.0066994368098676205,0.0,-18.496429297295613,0.0,-8.40154939342762,-0.004020330496132374,-18.496429297295627,0.0,71,4.7340264320373535,-8.40154939342762,200,0.002358835772611201,-21.91309214999136,71,1.0281145185342457,71,-18.496429297295613,1,0.0,5760000,-18.496429297295627,0.0,71,0.0,0.0,-18.496429297295627,0.0,-18.79304630445381,200,-18.496429297295627,0.0,-16.309556569658252,71,-21.91309214999136
-17.27741609493984,0.9051029564442032,-0.004634293261915445,0.0,0.0,-17.27741609493984,1,-16.58021321703375,-18.723840505213175,0.006661894265562296,0.0,-17.277416094939817,0.0,-8.400837294149683,-0.0059772664681077,-17.27741609493984,0.0,72,4.707122325897217,-8.400837294149683,200,0.001342973206192255,-22.738414332841533,72,0.9051029564442032,72,-17.277416094939817,1,0.0,5840000,-17.27741609493984,0.0,72,0.0,0.0,-17.27741609493984,0.0,-18.723840505213175,200,-17.27741609493984,0.0,-16.58021321703375,72,-22.738414332841533
-19.76646242515905,1.0176728826103387,-0.0020699803717434406,0.0,0.0,-19.76646242515905,1,-16.557704581936125,-18.638369318227202,0.009672216139733791,0.0,-19.76646242515904,0.0,-8.329025714811612,-0.004893782548606396,-19.76646242515905,0.0,73,4.6985297203063965,-8.329025714811612,200,0.002823802176862955,-22.578153993259242,73,1.0176728826103387,73,-19.76646242515904,1,0.0,5920000,-19.76646242515905,0.0,73,0.0,0.0,-19.76646242515905,0.0,-18.638369318227202,200,-19.76646242515905,0.0,-16.557704581936125,73,-22.578153993259242
-18.702277869874912,1.595353258762595,0.00029772575362585485,0.0,0.0,-18.702277869874912,1,-16.26361472814146,-19.08761064862152,0.0064371200278401375,0.0,-18.702277869874905,0.0,-8.533919214065158,-0.0010813027620315552,-18.702277869874912,0.0,74,4.710627555847168,-8.533919214065158,200,0.00137902851565741,-26.142937694988596,74,1.595353258762595,74,-18.702277869874905,1,0.0,6000000,-18.702277869874912,0.0,74,0.0,0.0,-18.702277869874912,0.0,-19.08761064862152,200,-18.702277869874912,0.0,-16.26361472814146,74,-26.142937694988596
-18.57528520553246,1.0401537306803605,-0.0031729110050946474,0.0,0.0,-18.57528520553246,1,-16.784028700241677,-18.713141437078182,0.007205958478152752,0.0,-18.575285205532467,0.0,-8.358572403407628,-0.0051658800803124905,-18.57528520553246,0.0,75,4.6861186027526855,-8.358572403407628,200,0.001992969075217843,-22.4841168585883,75,1.0401537306803605,75,-18.575285205532467,1,0.0,6080000,-18.57528520553246,0.0,75,0.0,0.0,-18.57528520553246,0.0,-18.713141437078182,200,-18.57528520553246,0.0,-16.784028700241677,75,-22.4841168585883
-20.543429645513886,1.785279352845483,-0.00290733203291893,0.0,0.0,-20.543429645513886,1,-16.70630120474433,-19.74627160443866,0.008268194273114204,0.0,-20.54342964551392,0.0,-8.773742116401875,-0.004824966192245483,-20.543429645513886,0.0,76,4.653102397918701,-8.773742116401875,200,0.0019176341593265533,-25.363595381179383,76,1.785279352845483,76,-20.54342964551392,1,0.0,6160000,-20.543429645513886,0.0,76,0.0,0.0,-20.543429645513886,0.0,-19.74627160443866,200,-20.543429645513886,0.0,-16.70630120474433,76,-25.363595381179383
-17.547995164382694,1.2268691993179752,0.008044468238949776,0.0,0.0,-17.547995164382694,1,-16.48316138887553,-18.927031222277943,0.009785456582903862,0.0,-17.547995164382694,0.0,-8.403570098662062,0.005403255578130484,-17.547995164382694,0.0,77,4.752777576446533,-8.403570098662062,200,0.002641212660819292,-23.48149842079879,77,1.2268691993179752,77,-17.547995164382694,1,0.0,6240000,-17.547995164382694,0.0,77,0.0,0.0,-17.547995164382694,0.0,-18.927031222277943,200,-17.547995164382694,0.0,-16.48316138887553,77,-23.48149842079879
-18.452905074226116,1.2938944019457015,0.0006452137022279203,0.0,0.0,-18.452905074226116,1,-16.13172884214051,-18.850488772559892,0.008880557492375374,0.0,-18.452905074226123,0.0,-8.395376150172718,-0.0017689794767647982,-18.452905074226116,0.0,78,4.76417875289917,-8.395376150172718,200,0.0024141931789927185,-22.827275625241434,78,1.2938944019457015,78,-18.452905074226123,1,0.0,6320000,-18.452905074226116,0.0,78,0.0,0.0,-18.452905074226116,0.0,-18.850488772559892,200,-18.452905074226116,0.0,-16.13172884214051,78,-22.827275625241434
-18.317612573047665,1.3910253303557578,0.004702222999185324,0.0,0.0,-18.317612573047665,1,-15.648412354073814,-19.29295419641842,0.006467698607593775,0.0,-18.317612573047654,0.0,-8.577959844783791,0.0033256642054766417,-18.317612573047665,0.0,79,4.839381217956543,-8.577959844783791,200,0.001376558793708682,-23.65860244149008,79,1.3910253303557578,79,-18.317612573047654,1,0.0,6400000,-18.317612573047665,0.0,79,0.0,0.0,-18.317612573047665,0.0,-19.29295419641842,200,-18.317612573047665,0.0,-15.648412354073814,79,-23.65860244149008
-18.989646386406044,1.3175638465794755,0.0016477744793519378,0.0,0.0,-18.989646386406044,1,-16.6473471832895,-18.910562569757282,0.007155983243137598,0.0,-18.98964638640605,0.0,-8.424871704138633,-0.000514806539285928,-18.989646386406044,0.0,80,4.8583903312683105,-8.424871704138633,200,0.0021625810186378658,-23.866239836089953,80,1.3175638465794755,80,-18.98964638640605,1,0.0,6480000,-18.989646386406044,0.0,80,0.0,0.0,-18.989646386406044,0.0,-18.910562569757282,200,-18.989646386406044,0.0,-16.6473471832895,80,-23.866239836089953
-18.929883877797973,1.183131038888296,-0.0018832485657185316,0.0,0.0,-18.929883877797973,1,-16.93147610684764,-19.406909625296414,0.00665277848020196,0.0,-18.929883877797973,0.0,-8.655020213851182,-0.0037377960979938507,-18.929883877797973,0.0,81,4.838600158691406,-8.655020213851182,200,0.001854547532275319,-23.78246153947524,81,1.183131038888296,81,-18.929883877797973,1,0.0,6560000,-18.929883877797973,0.0,81,0.0,0.0,-18.929883877797973,0.0,-19.406909625296414,200,-18.929883877797973,0.0,-16.93147610684764,81,-23.78246153947524
-21.643983481867263,0.8984459814092798,-0.0008076643571257591,0.0,0.0,-21.643983481867263,1,-16.2652450843882,-19.004385022653707,0.006867276970297098,0.0,-21.64398348186726,0.0,-8.484682186866513,-0.0026666061021387577,-21.643983481867263,0.0,82,4.849274635314941,-8.484682186866513,200,0.0018589417450129986,-21.849226927211255,82,0.8984459814092798,82,-21.64398348186726,1,0.0,6640000,-21.643983481867263,0.0,82,0.0,0.0,-21.643983481867263,0.0,-19.004385022653707,200,-21.643983481867263,0.0,-16.2652450843882,82,-21.849226927211255
-18.26878965265539,1.429300261183539,-0.002167297527194023,0.0,0.0,-18.26878965265539,1,-15.740999477604277,-19.123161532513304,0.006424764636904001,0.0,-18.268789652655396,0.0,-8.51320860525534,-0.004062401596456766,-18.26878965265539,0.0,83,4.837650299072266,-8.51320860525534,200,0.001895104069262743,-24.92332171783761,83,1.429300261183539,83,-18.268789652655396,1,0.0,6720000,-18.26878965265539,0.0,83,0.0,0.0,-18.26878965265539,0.0,-19.123161532513304,200,-18.26878965265539,0.0,-15.740999477604277,83,-24.92332171783761
-18.93460323684893,1.2838456494382757,0.002534771803766489,0.0,0.0,-18.93460323684893,1,-16.154073207175593,-19.226826044075327,0.006613563746213913,0.0,-18.934603236848915,0.0,-8.616076714591033,0.001308880397118628,-18.93460323684893,0.0,84,4.885852813720703,-8.616076714591033,200,0.001225891406647861,-23.367240104613586,84,1.2838456494382757,84,-18.934603236848915,1,0.0,6800000,-18.93460323684893,0.0,84,0.0,0.0,-18.93460323684893,0.0,-19.226826044075327,200,-18.93460323684893,0.0,-16.154073207175593,84,-23.367240104613586
-19.592710098233916,1.5219630097119938,0.0015420066192746162,0.0,0.0,-19.592710098233916,1,-16.406101919529263,-19.046650611277393,0.00897043664008379,0.0,-19.59271009823392,0.0,-8.443612941726828,-0.0008675232529640198,-19.592710098233916,0.0,85,4.918946266174316,-8.443612941726828,200,0.002409529872238636,-23.4897075254596,85,1.5219630097119938,85,-19.59271009823392,1,0.0,6880000,-19.592710098233916,0.0,85,0.0,0.0,-19.592710098233916,0.0,-19.046650611277393,200,-19.592710098233916,0.0,-16.406101919529263,85,-23.4897075254596
-17.695258537882317,1.5948772726038738,-0.0027486374601721764,0.0,0.0,-17.695258537882317,1,-16.665634525857104,-19.325662117061405,0.006448880769312382,0.0,-17.695258537882303,0.0,-8.594932275527544,-0.004383639898151159,-17.695258537882317,0.0,86,4.894894123077393,-8.594932275527544,200,0.001635002437978983,-25.53672186699908,86,1.5948772726038738,86,-17.695258537882303,1,0.0,6960000,-17.695258537882317,0.0,86,0.0,0.0,-17.695258537882317,0.0,-19.325662117061405,200,-17.695258537882317,0.0,-16.665634525857104,86,-25.53672186699908
-18.144387036815306,1.1911055956187269,0.002785544376820326,0.0,0.0,-18.144387036815306,1,-16.679041054096714,-18.972548576652912,0.009576840326189995,0.0,-18.14438703681531,0.0,-8.488812045586984,0.0002790346625261009,-18.144387036815306,0.0,87,4.93125057220459,-8.488812045586984,200,0.002506509714294225,-23.582456152827657,87,1.1911055956187269,87,-18.14438703681531,1,0.0,7040000,-18.144387036815306,0.0,87,0.0,0.0,-18.144387036815306,0.0,-18.972548576652912,200,-18.144387036815306,0.0,-16.679041054096714,87,-23.582456152827657
-20.754317065329055,1.1857615112848108,0.0037829510401934385,0.0,0.0,-20.754317065329055,1,-16.463196907552152,-19.671659927876412,0.009290950372815132,0.0,-20.754317065329055,0.0,-8.768594113334016,0.001265099155716598,-20.754317065329055,0.0,88,4.9912943840026855,-8.768594113334016,200,0.0025178518844768405,-23.890692750449098,88,1.1857615112848108,88,-20.754317065329055,1,0.0,7120000,-20.754317065329055,0.0,88,0.0,0.0,-20.754317065329055,0.0,-19.671659927876412,200,-20.754317065329055,0.0,-16.463196907552152,88,-23.890692750449098
-18.63752651898984,1.1078752494124038,-0.004352825228124857,0.0,0.0,-18.63752651898984,1,-17.16377646803089,-19.424608676432722,0.0065365382470190525,0.0,-18.63752651898985,0.0,-8.657264329213982,-0.006366587243974209,-18.63752651898984,0.0,89,4.968353748321533,-8.657264329213982,200,0.002013762015849352,-25.346370767821373,89,1.1078752494124038,89,-18.63752651898985,1,0.0,7200000,-18.63752651898984,0.0,89,0.0,0.0,-18.63752651898984,0.0,-19.424608676432722,200,-18.63752651898984,0.0,-17.16377646803089,89,-25.346370767821373
-19.10520198705953,1.0440374904903718,0.0008899543317966163,0.0,0.0,-19.10520198705953,1,-17.14602288953447,-19.63294786317423,0.009673068299889565,0.0,-19.105201987059527,0.0,-8.75459625390063,-0.0009452871745452285,-19.10520198705953,0.0,90,4.983482837677002,-8.75459625390063,200,0.0018352415063418448,-23.089251563009995,90,1.0440374904903718,90,-19.105201987059527,1,0.0,7280000,-19.10520198705953,0.0,90,0.0,0.0,-19.10520198705953,0.0,-19.63294786317423,200,-19.10520198705953,0.0,-17.14602288953447,90,-23.089251563009995
-19.444296184412135,1.1478146392276884,-0.005943711847066879,0.0,0.0,-19.444296184412135,1,-16.57849444234086,-19.701269549359367,0.006866400130093098,0.0,-19.444296184412128,0.0,-8.780596759159602,-0.007441471330821514,-19.444296184412135,0.0,91,4.933606147766113,-8.780596759159602,200,0.0014977594837546349,-22.55155943305378,91,1.1478146392276884,91,-19.444296184412128,1,0.0,7360000,-19.444296184412135,0.0,91,0.0,0.0,-19.444296184412135,0.0,-19.701269549359367,200,-19.444296184412135,0.0,-16.57849444234086,91,-22.55155943305378
-19.361599413350163,1.329509379776534,-0.0003881120646838099,0.0,0.0,-19.361599413350163,1,-16.43112027541994,-19.443128191326213,0.006627176888287067,0.0,-19.361599413350167,0.0,-8.674255871431162,-0.0016984858084470034,-19.361599413350163,0.0,92,4.93215274810791,-8.674255871431162,200,0.0013103737437631935,-23.782115026491354,92,1.329509379776534,92,-19.361599413350167,1,0.0,7440000,-19.361599413350163,0.0,92,0.0,0.0,-19.361599413350163,0.0,-19.443128191326213,200,-19.361599413350163,0.0,-16.43112027541994,92,-23.782115026491354
