MetaTest/pick-place-v1/MinReturn,Average/StdReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/pick-place-v1/NumEpisodes,Average/MaxReturn,pick-place-v1/AverageReturn,GaussianMLPPolicy/KLAfter,pick-place-v1/TerminationRate,MetaTest/pick-place-v1/AverageDiscountedReturn,MetaTest/pick-place-v1/SuccessRate,Average/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,MetaTest/pick-place-v1/AverageReturn,pick-place-v1/SuccessRate,Average/Iteration,GaussianMLPPolicy/Entropy,pick-place-v1/AverageDiscountedReturn,pick-place-v1/NumEpisodes,GaussianMLPPolicy/dLoss,Average/MinReturn,MetaTest/Average/Iteration,pick-place-v1/StdReturn,pick-place-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,Average/SuccessRate,TotalEnvSteps,MetaTest/Average/MaxReturn,MetaTest/pick-place-v1/TerminationRate,MetaTest/pick-place-v1/Iteration,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,Average/TerminationRate,Average/AverageReturn,Average/NumEpisodes,MetaTest/pick-place-v1/MaxReturn,MetaTest/pick-place-v1/StdReturn,pick-place-v1/MaxReturn,Iteration,pick-place-v1/MinReturn
-24.35942291139937,2.2962263990333676,-0.002439468167722225,0.0,0.0,-24.35942291139937,1,-21.065133287271447,-27.311890015412516,0.006889991462230682,0.0,-24.359422911399363,0.0,-11.941279685929892,-0.0038155033253133297,-24.35942291139937,0.0,10,5.57553768157959,-11.941279685929892,200,0.0013760351575911045,-33.431362036560394,10,2.2962263990333676,10,-24.359422911399363,1,0.0,880000,-24.35942291139937,0.0,10,0.0,0.0,-24.35942291139937,0.0,-27.311890015412516,200,-24.35942291139937,0.0,-21.065133287271447,10,-33.431362036560394
-23.195515705320897,2.158388689320512,0.0012437619734555483,0.0,0.0,-23.195515705320897,1,-21.89587889298229,-26.83352515824502,0.008712559938430786,0.0,-23.195515705320904,0.0,-11.77556412937399,-0.00042906851740553975,-23.195515705320897,0.0,11,5.596642971038818,-11.77556412937399,200,0.001672830490861088,-32.057124365878956,11,2.158388689320512,11,-23.195515705320904,1,0.0,960000,-23.195515705320897,0.0,11,0.0,0.0,-23.195515705320897,0.0,-26.83352515824502,200,-23.195515705320897,0.0,-21.89587889298229,11,-32.057124365878956
-22.704064218337717,2.1361547000798113,0.0012400312116369605,0.0,0.0,-22.704064218337717,1,-21.47547250389567,-26.320057477016004,0.006867562420666218,0.0,-22.704064218337713,0.0,-11.470189984193725,9.645307727623731e-05,-22.704064218337717,0.0,12,5.6124348640441895,-11.470189984193725,200,0.0011435781343607232,-33.6330362443156,12,2.1361547000798113,12,-22.704064218337713,1,0.0,1040000,-22.704064218337717,0.0,12,0.0,0.0,-22.704064218337717,0.0,-26.320057477016004,200,-22.704064218337717,0.0,-21.47547250389567,12,-33.6330362443156
-23.978480234722202,2.0002866705662266,-0.004118447192013264,0.0,0.0,-23.978480234722202,1,-20.17579827296195,-25.02721707969095,0.008343374356627464,0.0,-23.97848023472221,0.0,-10.995710871267338,-0.0056267124600708485,-23.978480234722202,0.0,13,5.556378364562988,-10.995710871267338,200,0.0015082652680575848,-31.195011008984668,13,2.0002866705662266,13,-23.97848023472221,1,0.0,1120000,-23.978480234722202,0.0,13,0.0,0.0,-23.978480234722202,0.0,-25.02721707969095,200,-23.978480234722202,0.0,-20.17579827296195,13,-31.195011008984668
-26.030323767125303,2.3256054808300353,-0.002348064910620451,0.0,0.0,-26.030323767125303,1,-19.80032829582091,-24.493998517774717,0.006493388209491968,0.0,-26.030323767125278,0.0,-10.737691188630336,-0.003824179992079735,-26.030323767125303,0.0,14,5.5254058837890625,-10.737691188630336,200,0.0014761150814592838,-31.34511848677606,14,2.3256054808300353,14,-26.030323767125278,1,0.0,1200000,-26.030323767125303,0.0,14,0.0,0.0,-26.030323767125303,0.0,-24.493998517774717,200,-26.030323767125303,0.0,-19.80032829582091,14,-31.34511848677606
-25.58987201737904,1.9307993087507613,0.0017929889727383852,0.0,0.0,-25.58987201737904,1,-19.325955104312566,-24.07571229992647,0.007274582050740719,0.0,-25.58987201737903,0.0,-10.641095543054258,0.00017381340148858726,-25.58987201737904,0.0,15,5.54736852645874,-10.641095543054258,200,0.001619175571249798,-29.98590392615604,15,1.9307993087507613,15,-25.58987201737903,1,0.0,1280000,-25.58987201737904,0.0,15,0.0,0.0,-25.58987201737904,0.0,-24.07571229992647,200,-25.58987201737904,0.0,-19.325955104312566,15,-29.98590392615604
-23.713168225655387,1.874452009743977,-0.0030648827087134123,0.0,0.0,-23.713168225655387,1,-18.88535985535678,-23.492986813202563,0.006467797793447971,0.0,-23.713168225655384,0.0,-10.453013013414298,-0.00405180174857378,-23.713168225655387,0.0,16,5.514252662658691,-10.453013013414298,200,0.0009869190398603678,-29.025487740598837,16,1.874452009743977,16,-23.713168225655384,1,0.0,1360000,-23.713168225655387,0.0,16,0.0,0.0,-23.713168225655387,0.0,-23.492986813202563,200,-23.713168225655387,0.0,-18.88535985535678,16,-29.025487740598837
-20.935848062346647,1.7662706661530012,-0.0066051483154296875,0.0,0.0,-20.935848062346647,1,-19.198932327942213,-23.209139156746915,0.006550010293722153,0.0,-20.935848062346643,0.0,-10.299780046615425,-0.008232942782342434,-20.935848062346647,0.0,17,5.4663310050964355,-10.299780046615425,200,0.0016277944669127464,-29.154512441599422,17,1.7662706661530012,17,-20.935848062346643,1,0.0,1440000,-20.935848062346647,0.0,17,0.0,0.0,-20.935848062346647,0.0,-23.209139156746915,200,-20.935848062346647,0.0,-19.198932327942213,17,-29.154512441599422
-26.42211628859672,1.5536219617233935,-0.0018025476019829512,0.0,0.0,-26.42211628859672,1,-18.774724842039966,-22.715935958547043,0.00752427289262414,0.0,-26.42211628859672,0.0,-10.110366313462409,-0.0031183133833110332,-26.42211628859672,0.0,18,5.447028636932373,-10.110366313462409,200,0.001315765781328082,-26.910519784157678,18,1.5536219617233935,18,-26.42211628859672,1,0.0,1520000,-26.42211628859672,0.0,18,0.0,0.0,-26.42211628859672,0.0,-22.715935958547043,200,-26.42211628859672,0.0,-18.774724842039966,18,-26.910519784157678
-27.212902846305866,1.4643228462085065,-0.007562404964119196,0.0,0.0,-27.212902846305866,1,-18.704225279920244,-22.520683887888893,0.007703480310738087,0.0,-27.21290284630587,0.0,-10.054780739033177,-0.00922452099621296,-27.212902846305866,0.0,19,5.37668514251709,-10.054780739033177,200,0.0016621160320937634,-26.649260854892763,19,1.4643228462085065,19,-27.21290284630587,1,0.0,1600000,-27.212902846305866,0.0,19,0.0,0.0,-27.212902846305866,0.0,-22.520683887888893,200,-27.212902846305866,0.0,-18.704225279920244,19,-26.649260854892763
-21.504095700900095,1.667279049262014,-0.004495712928473949,0.0,0.0,-21.504095700900095,1,-19.106521030486096,-22.63899566997209,0.00819544866681099,0.0,-21.504095700900116,0.0,-10.116202241263805,-0.006712677422910929,-21.504095700900095,0.0,20,5.331946849822998,-10.116202241263805,200,0.0022169644944369793,-28.9493132115825,20,1.667279049262014,20,-21.504095700900116,1,0.0,1680000,-21.504095700900095,0.0,20,0.0,0.0,-21.504095700900095,0.0,-22.63899566997209,200,-21.504095700900095,0.0,-19.106521030486096,20,-28.9493132115825
-23.241878631995363,1.587660475022255,0.0020332233980298042,0.0,0.0,-23.241878631995363,1,-19.016184430082042,-22.117615688853856,0.009669515304267406,0.0,-23.241878631995352,0.0,-9.788333994484647,0.0012032459490001202,-23.241878631995363,0.0,21,5.376296520233154,-9.788333994484647,200,0.0008299774490296841,-26.919115422784234,21,1.587660475022255,21,-23.241878631995352,1,0.0,1760000,-23.241878631995363,0.0,21,0.0,0.0,-23.241878631995363,0.0,-22.117615688853856,200,-23.241878631995363,0.0,-19.016184430082042,21,-26.919115422784234
-20.362244758877047,1.8685461671696666,-0.007013442926108837,0.0,0.0,-20.362244758877047,1,-18.144767011750332,-22.696984867058344,0.006615069694817066,0.0,-20.362244758877065,0.0,-10.125603723021126,-0.008965279906988144,-20.362244758877047,0.0,22,5.3201117515563965,-10.125603723021126,200,0.0019518369808793068,-30.292025359497167,22,1.8685461671696666,22,-20.362244758877065,1,0.0,1840000,-20.362244758877047,0.0,22,0.0,0.0,-20.362244758877047,0.0,-22.696984867058344,200,-20.362244758877047,0.0,-18.144767011750332,22,-30.292025359497167
-22.69362464461065,1.541229802006727,-0.0029099409002810717,0.0,0.0,-22.69362464461065,1,-18.48473835644306,-22.076781423283002,0.00753874471411109,0.0,-22.69362464461065,0.0,-9.854893660841165,-0.0048483931459486485,-22.69362464461065,0.0,23,5.282780647277832,-9.854893660841165,200,0.0019384522456675768,-27.164818656928617,23,1.541229802006727,23,-22.69362464461065,1,0.0,1920000,-22.69362464461065,0.0,23,0.0,0.0,-22.69362464461065,0.0,-22.076781423283002,200,-22.69362464461065,0.0,-18.48473835644306,23,-27.164818656928617
-19.2425953203515,1.6961536382558993,-0.007132243365049362,0.0,0.0,-19.2425953203515,1,-18.451957415541436,-21.69988327348377,0.007229542825371027,0.0,-19.242595320351512,0.0,-9.627522074608105,-0.008595514111220837,-19.2425953203515,0.0,24,5.2053937911987305,-9.627522074608105,200,0.0014632707461714745,-26.539331742969015,24,1.6961536382558993,24,-19.242595320351512,1,0.0,2000000,-19.2425953203515,0.0,24,0.0,0.0,-19.2425953203515,0.0,-21.69988327348377,200,-19.2425953203515,0.0,-18.451957415541436,24,-26.539331742969015
-21.026970256667123,1.1401976113865255,-0.002233063103631139,0.0,0.0,-21.026970256667123,1,-17.966821539477582,-20.955555041854478,0.009574700146913528,0.0,-21.026970256667127,0.0,-9.344457418355368,-0.004487123340368271,-21.026970256667123,0.0,25,5.183309078216553,-9.344457418355368,200,0.002254060236737132,-24.823776642755046,25,1.1401976113865255,25,-21.026970256667127,1,0.0,2080000,-21.026970256667123,0.0,25,0.0,0.0,-21.026970256667123,0.0,-20.955555041854478,200,-21.026970256667123,0.0,-17.966821539477582,25,-24.823776642755046
-21.985263395772275,1.510992893545519,-0.0017798598855733871,0.0,0.0,-21.985263395772275,1,-17.621342753520974,-21.206016025039727,0.0071945711970329285,0.0,-21.985263395772293,0.0,-9.468260790843514,-0.0034239948727190495,-21.985263395772275,0.0,26,5.169945240020752,-9.468260790843514,200,0.0016441349871456623,-26.357698125392034,26,1.510992893545519,26,-21.985263395772293,1,0.0,2160000,-21.985263395772275,0.0,26,0.0,0.0,-21.985263395772275,0.0,-21.206016025039727,200,-21.985263395772275,0.0,-17.621342753520974,26,-26.357698125392034
-20.903280365729625,1.425251269126353,-0.003142768982797861,0.0,0.0,-20.903280365729625,1,-17.70461994432307,-20.803128099576654,0.0070404657162725925,0.0,-20.903280365729636,0.0,-9.269034948302298,-0.004633707460016012,-20.903280365729625,0.0,27,5.1450066566467285,-9.269034948302298,200,0.001490938477218151,-24.738903754889414,27,1.425251269126353,27,-20.903280365729636,1,0.0,2240000,-20.903280365729625,0.0,27,0.0,0.0,-20.903280365729625,0.0,-20.803128099576654,200,-20.903280365729625,0.0,-17.70461994432307,27,-24.738903754889414
-27.531381956497647,1.283864198856345,-0.00010818345617735758,0.0,0.0,-27.531381956497647,1,-18.04763022030858,-20.560826419268324,0.007229750510305166,0.0,-27.531381956497633,0.0,-9.173423609796837,-0.0019191557075828314,-27.531381956497647,0.0,28,5.153899669647217,-9.173423609796837,200,0.0018109722514054738,-26.09512607792309,28,1.283864198856345,28,-27.531381956497633,1,0.0,2320000,-27.531381956497647,0.0,28,0.0,0.0,-27.531381956497647,0.0,-20.560826419268324,200,-27.531381956497647,0.0,-18.04763022030858,28,-26.09512607792309
-20.543892507520198,1.7191760221781955,-0.001681696972809732,0.0,0.0,-20.543892507520198,1,-18.16621841974697,-20.995554107371827,0.0067288512364029884,0.0,-20.543892507520187,0.0,-9.353926710904714,-0.0028860741294920444,-20.543892507520198,0.0,29,5.144988059997559,-9.353926710904714,200,0.0012043771566823125,-26.885207464110593,29,1.7191760221781955,29,-20.543892507520187,1,0.0,2400000,-20.543892507520198,0.0,29,0.0,0.0,-20.543892507520198,0.0,-20.995554107371827,200,-20.543892507520198,0.0,-18.16621841974697,29,-26.885207464110593
-19.32154253891214,1.8173806168966664,-0.0020751289557665586,0.0,0.0,-19.32154253891214,1,-18.078118390629495,-20.88418701535697,0.006435912102460861,0.0,-19.32154253891213,0.0,-9.2586796993484,-0.0037655248306691647,-19.32154253891214,0.0,30,5.129011154174805,-9.2586796993484,200,0.001690395874902606,-27.99628112131528,30,1.8173806168966664,30,-19.32154253891213,1,0.0,2480000,-19.32154253891214,0.0,30,0.0,0.0,-19.32154253891214,0.0,-20.88418701535697,200,-19.32154253891214,0.0,-18.078118390629495,30,-27.99628112131528
-22.93072016926554,1.7671594251275948,-0.0017469177255406976,0.0,0.0,-22.93072016926554,1,-17.46160223073788,-20.87304092535321,0.008536746725440025,0.0,-22.930720169265527,0.0,-9.281908447184225,-0.0032454035244882107,-22.93072016926554,0.0,31,5.1151556968688965,-9.281908447184225,200,0.001498485798947513,-26.569092893828188,31,1.7671594251275948,31,-22.930720169265527,1,0.0,2560000,-22.93072016926554,0.0,31,0.0,0.0,-22.93072016926554,0.0,-20.87304092535321,200,-22.93072016926554,0.0,-17.46160223073788,31,-26.569092893828188
-19.043821554858265,1.2219846204177263,-0.0008077972452156246,0.0,0.0,-19.043821554858265,1,-18.118564068854237,-20.89527892626126,0.007022281177341938,0.0,-19.04382155485826,0.0,-9.282136231664143,-0.001918623922392726,-19.043821554858265,0.0,32,5.123146057128906,-9.282136231664143,200,0.0011108266771771014,-23.75145050400489,32,1.2219846204177263,32,-19.04382155485826,1,0.0,2640000,-19.043821554858265,0.0,32,0.0,0.0,-19.043821554858265,0.0,-20.89527892626126,200,-19.043821554858265,0.0,-18.118564068854237,32,-23.75145050400489
-20.148965926175897,1.611403309644633,-0.00326271029189229,0.0,0.0,-20.148965926175897,1,-17.966064780868503,-20.626674921714308,0.006398660596460104,0.0,-20.148965926175876,0.0,-9.158348286131066,-0.004691933747380972,-20.148965926175897,0.0,33,5.081031799316406,-9.158348286131066,200,0.0014292234554886818,-28.30133995365346,33,1.611403309644633,33,-20.148965926175876,1,0.0,2720000,-20.148965926175897,0.0,33,0.0,0.0,-20.148965926175897,0.0,-20.626674921714308,200,-20.148965926175897,0.0,-17.966064780868503,33,-28.30133995365346
-21.087209127114814,1.214086235846469,0.003152779070660472,0.0,0.0,-21.087209127114814,1,-17.796712398320675,-20.492416185568658,0.009316210635006428,0.0,-21.08720912711482,0.0,-9.112983016237623,0.001810980262234807,-21.087209127114814,0.0,34,5.1368255615234375,-9.112983016237623,200,0.001341798808425665,-24.619321418908186,34,1.214086235846469,34,-21.08720912711482,1,0.0,2800000,-21.087209127114814,0.0,34,0.0,0.0,-21.087209127114814,0.0,-20.492416185568658,200,-21.087209127114814,0.0,-17.796712398320675,34,-24.619321418908186
-19.25466920464097,1.455906749644448,-1.9125034668832086e-05,0.0,0.0,-19.25466920464097,1,-17.896031395401558,-21.060579060072445,0.009712162427604198,0.0,-19.254669204640958,0.0,-9.369694747392204,-0.001214184914715588,-19.25466920464097,0.0,35,5.156218528747559,-9.369694747392204,200,0.001195059880046756,-24.906318287027858,35,1.455906749644448,35,-19.254669204640958,1,0.0,2880000,-19.25466920464097,0.0,35,0.0,0.0,-19.25466920464097,0.0,-21.060579060072445,200,-19.25466920464097,0.0,-17.896031395401558,35,-24.906318287027858
-20.154031411777282,1.1520321765653314,-0.005373233463615179,0.0,0.0,-20.154031411777282,1,-16.707527274354206,-20.57991691150932,0.009826982393860817,0.0,-20.15403141177726,0.0,-9.215203106788854,-0.007947420701384544,-20.154031411777282,0.0,36,5.093269348144531,-9.215203106788854,200,0.0025741872377693653,-23.420958002039658,36,1.1520321765653314,36,-20.15403141177726,1,0.0,2960000,-20.154031411777282,0.0,36,0.0,0.0,-20.154031411777282,0.0,-20.57991691150932,200,-20.154031411777282,0.0,-16.707527274354206,36,-23.420958002039658
-22.25375778885197,1.119729290730551,-0.004006377421319485,0.0,0.0,-22.25375778885197,1,-18.100073167137392,-20.340398795156048,0.007667857222259045,0.0,-22.25375778885196,0.0,-9.055664512179742,-0.0052748736925423145,-22.25375778885197,0.0,37,5.042847156524658,-9.055664512179742,200,0.0012684962712228298,-24.66260884990471,37,1.119729290730551,37,-22.25375778885196,1,0.0,3040000,-22.25375778885197,0.0,37,0.0,0.0,-22.25375778885197,0.0,-20.340398795156048,200,-22.25375778885197,0.0,-18.100073167137392,37,-24.66260884990471
-22.19658992455014,1.0631970566874038,-0.0013673219364136457,0.0,0.0,-22.19658992455014,1,-17.53269241565917,-20.111911336154417,0.007827574387192726,0.0,-22.19658992455013,0.0,-9.029550997812258,-0.0030761430971324444,-22.19658992455014,0.0,38,5.033378601074219,-9.029550997812258,200,0.0017088211607187986,-23.632262831596893,38,1.0631970566874038,38,-22.19658992455013,1,0.0,3120000,-22.19658992455014,0.0,38,0.0,0.0,-22.19658992455014,0.0,-20.111911336154417,200,-22.19658992455014,0.0,-17.53269241565917,38,-23.632262831596893
-19.422569762529335,1.2421045990505817,-6.24321837676689e-05,0.0,0.0,-19.422569762529335,1,-17.517979860428294,-20.05874954609035,0.0074089085683226585,0.0,-19.42256976252933,0.0,-8.974631152066381,-0.0020779194310307503,-19.422569762529335,0.0,39,5.049102783203125,-8.974631152066381,200,0.0020154872472630814,-24.6039521710457,39,1.2421045990505817,39,-19.42256976252933,1,0.0,3200000,-19.422569762529335,0.0,39,0.0,0.0,-19.422569762529335,0.0,-20.05874954609035,200,-19.422569762529335,0.0,-17.517979860428294,39,-24.6039521710457
-20.204880155967366,1.498830058198995,-0.007129796780645847,0.0,0.0,-20.204880155967366,1,-17.220755069424417,-20.255916012472802,0.006755323614925146,0.0,-20.204880155967373,0.0,-9.004163325157052,-0.008559396490454674,-20.204880155967366,0.0,40,4.989649772644043,-9.004163325157052,200,0.0014295997098088264,-27.532972727974396,40,1.498830058198995,40,-20.204880155967373,1,0.0,3280000,-20.204880155967366,0.0,40,0.0,0.0,-20.204880155967366,0.0,-20.255916012472802,200,-20.204880155967366,0.0,-17.220755069424417,40,-27.532972727974396
-21.52459163190737,0.9453166607045803,-0.005139469169080257,0.0,0.0,-21.52459163190737,1,-17.46623441472047,-19.722878226832016,0.006528631784021854,0.0,-21.52459163190737,0.0,-8.805177932632235,-0.007131277117878199,-21.52459163190737,0.0,41,4.961123466491699,-8.805177932632235,200,0.001991807948797941,-22.403123077907463,41,0.9453166607045803,41,-21.52459163190737,1,0.0,3360000,-21.52459163190737,0.0,41,0.0,0.0,-21.52459163190737,0.0,-19.722878226832016,200,-21.52459163190737,0.0,-17.46623441472047,41,-22.403123077907463
-18.52579171329616,1.0342870809019058,4.227999670547433e-05,0.0,0.0,-18.52579171329616,1,-16.884444472227074,-19.58680250087514,0.0064824470318853855,0.0,-18.52579171329616,0.0,-8.745987336317137,-0.002359726233407855,-18.52579171329616,0.0,42,4.962066173553467,-8.745987336317137,200,0.0024020062301133294,-22.170956406333175,42,1.0342870809019058,42,-18.52579171329616,1,0.0,3440000,-18.52579171329616,0.0,42,0.0,0.0,-18.52579171329616,0.0,-19.58680250087514,200,-18.52579171329616,0.0,-16.884444472227074,42,-22.170956406333175
-19.39656720521592,1.5882445823866156,-0.00039015806396491826,0.0,0.0,-19.39656720521592,1,-17.15990230698046,-19.906539140901547,0.007120520807802677,0.0,-19.39656720521592,0.0,-8.875102579168825,-0.002097486052662134,-19.39656720521592,0.0,43,4.972084045410156,-8.875102579168825,200,0.001707327988697216,-25.345483614760056,43,1.5882445823866156,43,-19.39656720521592,1,0.0,3520000,-19.39656720521592,0.0,43,0.0,0.0,-19.39656720521592,0.0,-19.906539140901547,200,-19.39656720521592,0.0,-17.15990230698046,43,-25.345483614760056
-18.39441276078484,1.798980787051305,0.0005017496296204627,0.0,0.0,-18.39441276078484,1,-16.697143010731814,-19.931971482259513,0.007509565446525812,0.0,-18.394412760784846,0.0,-8.847113089226779,-0.00173212552908808,-18.39441276078484,0.0,44,4.991732597351074,-8.847113089226779,200,0.0022338751587085426,-26.841159587971887,44,1.798980787051305,44,-18.394412760784846,1,0.0,3600000,-18.39441276078484,0.0,44,0.0,0.0,-18.39441276078484,0.0,-19.931971482259513,200,-18.39441276078484,0.0,-16.697143010731814,44,-26.841159587971887
