MetaTest/pick-place-wall-v1/MinReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/pick-place-wall-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/pick-place-wall-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/pick-place-wall-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,MetaTest/pick-place-wall-v1/AverageReturn,MetaTest/pick-place-wall-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-wall-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/pick-place-wall-v1/NumEpisodes
-30.605590747614688,152000,-23.591349668131937,0.0,13.178024,-18.471989597445823,0.0,7.6566105,16,-18.471989597445823,3.3408543530533423,3.3408543530533423,-30.605590747614688,-23.59134966813194,-23.591349668131937,16,0.58851475,0.121307544,94.112175,0.0,-23.59134966813194,0.0,10,10
-24.93130718752046,158000,-22.36223383364134,0.0,13.906826,-20.190726847399432,0.0,7.6614795,17,-20.190726847399432,1.2240888868453355,1.2240888868453355,-24.93130718752046,-22.362233833641334,-22.36223383364134,17,0.49857396,0.107279025,97.718155,0.0,-22.362233833641334,0.0,10,10
-23.746950197958164,164000,-22.566242376890802,0.0,15.560633,-21.1765645285509,0.0,7.659767,18,-21.1765645285509,0.7273800627450568,0.7273800627450568,-23.746950197958164,-22.5662423768908,-22.566242376890802,18,0.4205752,0.09496626,100.570854,0.0,-22.5662423768908,0.0,10,10
-22.899435775851526,170000,-21.691774768928887,0.0,17.035797,-21.10977071340812,0.0,7.632406,19,-21.10977071340812,0.5320092933831305,0.5320092933831305,-22.899435775851526,-21.691774768928884,-21.691774768928887,19,0.35128665,0.084094755,103.10595,0.0,-21.691774768928884,0.0,10,10
-28.717093819919832,176000,-24.991119645102874,0.0,19.194456,-22.21375276202579,0.0,7.6814284,20,-22.21375276202579,1.7307193955368336,1.7307193955368336,-28.717093819919832,-24.991119645102874,-24.991119645102874,20,0.29370612,0.07459074,105.860886,0.0,-24.991119645102874,0.0,10,10
-20.67314457781721,182000,-19.363611081185134,0.0,21.1232,-18.517578652505648,0.0,7.663258,21,-18.517578652505648,0.6478713034902132,0.6478713034902132,-20.67314457781721,-19.363611081185145,-19.363611081185134,21,0.23887266,0.06622677,108.16789,0.0,-19.363611081185145,0.0,10,10
-24.68145770220317,188000,-22.94424784752659,0.0,23.071825,-20.72433833209842,0.0,7.625619,22,-20.72433833209842,1.1483870009753387,1.1483870009753387,-24.68145770220317,-22.94424784752659,-22.94424784752659,22,0.19677548,0.058909774,110.25039,0.0,-22.94424784752659,0.0,10,10
-21.90306365784351,194000,-20.21991519004151,0.0,24.534063,-18.226583670696648,0.0,7.640595,23,-18.226583670696648,1.09708985886256,1.09708985886256,-21.90306365784351,-20.21991519004151,-20.21991519004151,23,0.15975662,0.052432753,111.85512,0.0,-20.21991519004151,0.0,10,10
-27.694748014663784,200000,-25.843691091728015,0.0,27.695944,-24.287515404385456,0.0,7.638517,24,-24.287515404385456,0.9269962250435801,0.9269962250435801,-27.694748014663784,-25.84369109172801,-25.843691091728015,24,0.13198325,0.04670942,113.31523,0.0,-25.84369109172801,0.0,10,10
-24.605160420842566,206000,-22.394355122652595,0.0,30.665052,-21.30510223622319,0.0,7.6293545,25,-21.30510223622319,0.9148967953880728,0.9148967953880728,-24.605160420842566,-22.39435512265259,-22.394355122652595,25,0.09888628,0.04180733,114.2735,0.0,-22.39435512265259,0.0,10,10
-29.999236581994683,212000,-26.448607354220815,0.0,34.105274,-24.530543178568337,0.0,7.630744,26,-24.530543178568337,1.5998048077288995,1.5998048077288995,-29.999236581994683,-26.44860735422082,-26.448607354220815,26,0.072102524,0.03760078,114.88785,0.0,-26.44860735422082,0.0,10,10
-23.315464521476397,218000,-21.54282074247029,0.0,38.979633,-20.170260659102166,0.0,7.62583,27,-20.170260659102166,0.9771134581615885,0.9771134581615885,-23.315464521476397,-21.54282074247029,-21.54282074247029,27,0.05047316,0.034121506,114.63383,0.0,-21.54282074247029,0.0,10,10
-27.03095737350841,224000,-24.212023290624376,0.0,43.769737,-22.36287385616978,0.0,7.6249785,28,-22.36287385616978,1.466121196281955,1.466121196281955,-27.03095737350841,-24.212023290624376,-24.212023290624376,28,0.027215073,0.03136381,114.05751,0.0,-24.212023290624376,0.0,10,10
-99.1486703445276,230000,-38.054615525984936,0.0,49.555767,-20.959628797855515,0.0,7.6389556,29,-20.959628797855515,30.414024823747255,30.414024823747255,-99.1486703445276,-38.054615525984936,-38.054615525984936,29,0.012166338,0.029806096,113.34725,0.0,-38.054615525984936,0.0,10,10
-111.2130766769721,236000,-22.69662349815419,0.0,60.791462,63.956716792015094,0.0,7.6257434,30,63.956716792015094,39.21179888177046,39.21179888177046,-111.2130766769721,-22.6966234981542,-22.69662349815419,30,-0.00097487005,0.029053913,111.180984,0.0,-22.6966234981542,0.0,10,10
-88.24192644401866,242000,140.0409086568609,0.0,74.34761,552.167656799355,0.0,7.624632,31,552.167656799355,219.03511440991792,219.03511440991792,-88.24192644401866,140.0409086568609,140.0409086568609,31,-0.017738728,0.031002752,108.079,0.0,140.0409086568609,0.0,10,10
-103.01478305529916,248000,-76.77715469223382,0.0,570.5494,100.8395960520315,0.0,8.681521,32,100.8395960520315,59.31545519340398,59.31545519340398,-103.01478305529916,-76.77715469223382,-76.77715469223382,32,-0.17259748,0.039255243,75.78719,0.0,-76.77715469223382,0.0,10,10
-112.41897569677087,254000,-105.53494459700471,0.0,1230.753,-99.0883726281273,0.0,7.6792903,33,-99.0883726281273,4.76058018815196,4.76058018815196,-112.41897569677087,-105.53494459700468,-105.53494459700471,33,-0.38674915,0.050954882,29.511723,0.0,-105.53494459700468,0.0,10,10
-91.94295971893185,260000,41.95159892498906,0.0,1851.386,469.9422819860747,0.0,8.206915,34,469.9422819860747,167.02480488008302,167.02480488008302,-91.94295971893185,41.951598924989085,41.95159892498906,34,-0.620723,0.06334951,-70.045685,0.0,41.951598924989085,0.0,10,10
-103.25226599772347,266000,-5.142739813022298,0.0,2612.1667,284.623833555079,0.0,9.016107,35,284.623833555079,117.64854519878214,117.64854519878214,-103.25226599772347,-5.1427398130223025,-5.142739813022298,35,-0.80916274,0.07713759,-207.59058,0.0,-5.1427398130223025,0.0,10,10
-101.00538215352962,272000,16.29908561917176,0.0,3500.024,289.8196552552055,0.0,11.575332,36,289.8196552552055,114.0592303273732,114.0592303273732,-101.00538215352962,16.299085619171777,16.29908561917176,36,-0.9479768,0.092150815,-318.5226,0.0,16.299085619171777,0.0,10,10
-83.36412432435225,278000,25.712463481929603,0.0,4206.476,355.80865282180287,0.0,9.027045,37,355.80865282180287,123.03852064346535,123.03852064346535,-83.36412432435225,25.71246348192964,25.712463481929603,37,-1.0650486,0.10916582,-432.6098,0.0,25.71246348192964,0.0,10,10
-97.58514940303378,284000,-32.5596868645087,0.0,7282.132,275.8592578191918,0.0,16.511925,38,275.8592578191918,112.10090153062305,112.10090153062305,-97.58514940303378,-32.55968686450867,-32.5596868645087,38,-1.1781943,0.12848763,-529.8307,0.0,-32.55968686450867,0.0,10,10
-81.40843959023803,290000,57.156409293120745,0.0,8523.107,594.0448382089178,0.0,20.099094,39,594.0448382089178,250.2055444985511,250.2055444985511,-81.40843959023803,57.15640929312069,57.156409293120745,39,-1.4734781,0.15245606,-635.80426,0.0,57.15640929312069,0.0,10,10
-45.22619692440295,296000,146.4350954156734,0.0,13133.314,397.78926187414976,0.0,36.58897,40,397.78926187414976,129.58755735688501,129.58755735688501,-45.22619692440295,146.4350954156734,146.4350954156734,40,-1.6479561,0.18050094,-783.0594,0.0,146.4350954156734,0.0,10,10
-61.243150618599365,302000,641.6021779661617,0.0,17138.45,5361.4919092685695,0.0,42.27372,41,5361.4919092685695,1587.3527349321896,1587.3527349321896,-61.243150618599365,641.6021779661615,641.6021779661617,41,-2.057853,0.21468344,-947.60077,0.0,641.6021779661615,0.0,10,10
-72.7116757197455,308000,1426.8714901562394,0.0,23298.707,8836.93192814988,0.0,56.06804,42,8836.93192814988,2793.7338044349367,2793.7338044349367,-72.7116757197455,1426.8714901562394,1426.8714901562394,42,-2.4545772,0.25529855,-1168.2859,0.0,1426.8714901562394,0.0,10,10
-120.10550836282776,314000,74.14040946320532,0.0,29140.682,1298.7736114996212,0.0,39.220142,43,1298.7736114996212,412.70275273813286,412.70275273813286,-120.10550836282776,74.14040946320534,74.14040946320532,43,-2.8104236,0.30230075,-1351.2513,0.0,74.14040946320534,0.0,10,10
-113.46304882023412,320000,-86.2945975540809,0.0,39028.055,-16.1527727103011,0.0,187.55548,44,-16.1527727103011,34.124553827505,34.124553827505,-113.46304882023412,-86.2945975540809,-86.2945975540809,44,-3.403034,0.35897315,-1533.0123,0.0,-86.2945975540809,0.0,10,10
-132.96806250845808,326000,-33.93736364115847,0.0,52429.14,528.3725591523028,0.0,312.89557,45,528.3725591523028,189.3542409200883,189.3542409200883,-132.96806250845808,-33.93736364115845,-33.93736364115847,45,-3.835333,0.425655,-2013.9156,0.0,-33.93736364115845,0.0,10,10
-131.78885523015882,332000,-114.1289328566941,0.0,59365.195,-74.78994581089268,0.0,204.22176,46,-74.78994581089268,16.499390909542452,16.499390909542452,-131.78885523015882,-114.1289328566941,-114.1289328566941,46,-3.3632262,0.4925525,-2256.2495,0.0,-114.1289328566941,0.0,10,10
-128.0731669236325,338000,-96.01539480291439,0.0,73015.0,-13.06782349833344,0.0,256.49158,47,-13.06782349833344,33.3609555329034,33.3609555329034,-128.0731669236325,-96.01539480291439,-96.01539480291439,47,-3.858477,0.5740835,-2778.598,0.0,-96.01539480291439,0.0,10,10
-117.07487886956848,344000,-105.66287697842297,0.0,99692.125,-98.35579501530259,0.0,260.2732,48,-98.35579501530259,5.541082623629111,5.541082623629111,-117.07487886956848,-105.66287697842297,-105.66287697842297,48,-5.240622,0.6770645,-3833.528,0.0,-105.66287697842297,0.0,10,10
-114.6287303995978,350000,-102.35756325940885,0.0,100198.95,-78.13753283972147,0.0,334.49707,49,-78.13753283972147,9.544826011128748,9.544826011128748,-114.6287303995978,-102.35756325940886,-102.35756325940885,49,-5.4784074,0.8021215,-3764.3296,0.0,-102.35756325940886,0.0,10,10
-93.17094726237477,356000,398.1846300560923,0.0,151176.9,1618.6359389299507,0.0,302.6375,50,1618.6359389299507,623.5276928841638,623.5276928841638,-93.17094726237477,398.18463005609215,398.1846300560923,50,-6.841775,0.94114417,-4796.901,0.0,398.18463005609215,0.0,10,10
-183.8003141072429,362000,-159.31699061262714,0.0,159125.62,-77.46634241569603,0.0,329.5303,51,-77.46634241569603,31.91590837193692,31.91590837193692,-183.8003141072429,-159.3169906126272,-159.31699061262714,51,-10.463366,1.1432173,-7073.031,0.0,-159.3169906126272,0.0,10,10
-162.9172402792585,368000,-127.55109462766617,0.0,153617.83,-64.85175586533704,0.0,663.01086,52,-64.85175586533704,37.21810526407754,37.21810526407754,-162.9172402792585,-127.55109462766617,-127.55109462766617,52,-9.135316,1.3414863,-6701.826,0.0,-127.55109462766617,0.0,10,10
-179.94587766918258,374000,-86.3008430922942,0.0,232170.25,-1.4157777246513148,0.0,459.78592,53,-1.4157777246513148,45.840127022232004,45.840127022232004,-179.94587766918258,-86.30084309229422,-86.3008430922942,53,-13.540584,1.5835929,-10594.236,0.0,-86.30084309229422,0.0,10,10
-101.07400081302856,380000,-82.36424581522989,0.0,295900.88,5.005823533329201,0.0,258.66852,54,5.005823533329201,29.748169599078924,29.748169599078924,-101.07400081302856,-82.3642458152299,-82.36424581522989,54,-16.080559,1.8939388,-12804.872,0.0,-82.3642458152299,0.0,10,10
-194.9131027650695,386000,-103.91741407017282,0.0,273081.53,101.34844831490528,0.0,452.53275,55,101.34844831490528,80.2925517423824,80.2925517423824,-194.9131027650695,-103.91741407017278,-103.91741407017282,55,-16.00836,2.2301466,-12787.99,0.0,-103.91741407017278,0.0,10,10
-178.86991040755922,392000,-136.71984605601423,0.0,272182.03,-89.46664883113212,0.0,539.88617,56,-89.46664883113212,35.46423072849431,35.46423072849431,-178.86991040755922,-136.71984605601423,-136.71984605601423,56,-13.4065895,2.575449,-10884.698,0.0,-136.71984605601423,0.0,10,10
-182.8543220640626,398000,-147.87002865963194,0.0,163638.23,-83.85503162327936,0.0,928.6515,57,-83.85503162327936,26.33170643189097,26.33170643189097,-182.8543220640626,-147.87002865963194,-147.87002865963194,57,-2.7264807,2.8068688,-5019.361,0.0,-147.87002865963194,0.0,10,10
-137.98845316723202,404000,-112.07037868074163,0.0,102245.39,-87.80394486637623,0.0,1809.7777,58,-87.80394486637623,18.343545882723276,18.343545882723276,-137.98845316723202,-112.07037868074163,-112.07037868074163,58,4.625233,2.720474,-3016.1975,0.0,-112.07037868074163,0.0,10,10
-174.27443789753198,410000,-141.42684610048263,0.0,214868.08,-112.59657934681744,0.0,1574.4288,59,-112.59657934681744,20.13170812936393,20.13170812936393,-174.27443789753198,-141.42684610048258,-141.42684610048263,59,0.85688084,2.5353222,-4366.5444,0.0,-141.42684610048258,0.0,10,10
-111.87899804286863,416000,-84.97961804671172,0.0,353107.97,63.11168221384608,0.0,394.12512,60,63.11168221384608,49.7529488890002,49.7529488890002,-111.87899804286863,-84.97961804671175,-84.97961804671172,60,-20.384445,2.9141831,-19687.775,0.0,-84.97961804671175,0.0,10,10
-88.2430936739252,422000,-73.48566658658999,0.0,303309.16,-0.7034031450738266,0.0,356.9443,61,-0.7034031450738266,24.81952809113233,24.81952809113233,-88.2430936739252,-73.48566658658999,-73.48566658658999,61,-21.40362,3.5561943,-19664.096,0.0,-73.48566658658999,0.0,10,10
-140.2217266460012,428000,-69.16672246394694,0.0,194308.42,187.1269042473166,0.0,848.30334,62,187.1269042473166,88.29738438120079,88.29738438120079,-140.2217266460012,-69.16672246394695,-69.16672246394694,62,-11.762577,4.069543,-13182.358,0.0,-69.16672246394695,0.0,10,10
-172.85966885270759,434000,-104.0923233618101,0.0,192115.28,28.685545378922413,0.0,797.73456,63,28.685545378922413,72.11122031715252,72.11122031715252,-172.85966885270759,-104.0923233618101,-104.0923233618101,63,-5.695275,4.3184175,-9041.379,0.0,-104.0923233618101,0.0,10,10
-117.76277293652517,440000,-81.26478714320038,0.0,320677.0,-3.161873835356286,0.0,1008.7779,64,-3.161873835356286,30.235836657083603,30.235836657083603,-117.76277293652517,-81.26478714320037,-81.26478714320038,64,-15.2216835,4.9392276,-14029.022,0.0,-81.26478714320037,0.0,10,10
-84.70279190363746,446000,-12.007797240043473,0.0,394210.25,416.00951122123394,0.0,1404.9531,65,416.00951122123394,145.8492683627299,145.8492683627299,-84.70279190363746,-12.007797240043452,-12.007797240043473,65,-15.551192,5.8278475,-15800.826,0.0,-12.007797240043452,0.0,10,10
-144.5974305618052,452000,64.97421289202,0.0,396139.75,572.0343954794912,0.0,1328.771,66,572.0343954794912,264.916829724889,264.916829724889,-144.5974305618052,64.97421289201998,64.97421289202,66,-24.827793,6.719274,-21561.787,0.0,64.97421289201998,0.0,10,10
-85.52486385269528,458000,-46.715452637870136,0.0,247451.78,154.99892873629892,0.0,874.31757,67,154.99892873629892,73.5950659110051,73.5950659110051,-85.52486385269528,-46.7154526378701,-46.715452637870136,67,-10.797218,7.7018657,-16776.63,0.0,-46.7154526378701,0.0,10,10
-139.3799489143992,464000,-81.42473172202787,0.0,309582.16,-57.59111720330841,0.0,1015.81775,68,-57.59111720330841,24.8663864137585,24.8663864137585,-139.3799489143992,-81.42473172202789,-81.42473172202787,68,-8.733207,8.242633,-16245.284,0.0,-81.42473172202789,0.0,10,10
-97.8618996264968,470000,-81.21155218843384,0.0,242132.03,-26.79140529796359,0.0,1955.6818,69,-26.79140529796359,20.36991016863855,20.36991016863855,-97.8618996264968,-81.21155218843384,-81.21155218843384,69,10.093203,8.133164,-9739.181,0.0,-81.21155218843384,0.0,10,10
-135.35339843317422,476000,-51.27430525735169,0.0,293379.62,152.610231889312,0.0,1782.7428,70,152.610231889312,87.44089645788235,87.44089645788235,-135.35339843317422,-51.27430525735169,-51.27430525735169,70,2.33982,7.5876203,-10701.558,0.0,-51.27430525735169,0.0,10,10
-154.51244230789305,482000,-87.3552273494885,0.0,247167.11,-46.6902524040612,0.0,1766.1403,71,-46.6902524040612,35.228877543487066,35.228877543487066,-154.51244230789305,-87.3552273494885,-87.3552273494885,71,10.265161,6.9556003,-7855.977,0.0,-87.3552273494885,0.0,10,10
-159.56816242659937,488000,-65.77170157133165,0.0,403874.1,197.8303791645676,0.0,1816.107,72,197.8303791645676,98.7267300772515,98.7267300772515,-159.56816242659937,-65.77170157133166,-65.77170157133165,72,1.5266057,6.348378,-9220.41,0.0,-65.77170157133166,0.0,10,10
-189.64368732728087,494000,-110.69688042775836,0.0,430990.28,19.185135928171075,0.0,2545.5435,73,19.185135928171075,72.43238118716079,72.43238118716079,-189.64368732728087,-110.69688042775833,-110.69688042775836,73,-4.9202237,6.5582747,-9488.718,0.0,-110.69688042775833,0.0,10,10
-188.97302784209995,500000,-79.57162203928,0.0,475946.44,75.04213217287764,0.0,2270.947,74,75.04213217287764,84.5103643428948,84.5103643428948,-188.97302784209995,-79.57162203927999,-79.57162203928,74,-0.5613427,6.9391465,-8740.66,0.0,-79.57162203927999,0.0,10,10
-181.4503153641814,506000,-172.5387638594402,0.0,602142.06,-141.3856052325425,0.0,2355.971,75,-141.3856052325425,11.409447066666218,11.409447066666218,-181.4503153641814,-172.5387638594401,-172.5387638594402,75,-1.4908152,7.1017094,-11026.742,0.0,-172.5387638594401,0.0,10,10
-134.28238561091644,512000,-109.88777168657752,0.0,410055.1,-58.65031065278952,0.0,13866.254,76,-58.65031065278952,26.63876936792224,26.63876936792224,-134.28238561091644,-109.88777168657751,-109.88777168657752,76,15.273835,6.3694816,-5437.4546,0.0,-109.88777168657751,0.0,10,10
-111.02856444179538,518000,-100.52378662063866,0.0,1054118.6,-89.27342887290874,0.0,8441.077,77,-89.27342887290874,8.636410340860204,8.636410340860204,-111.02856444179538,-100.52378662063867,-100.52378662063866,77,-16.145266,6.4342694,-17796.879,0.0,-100.52378662063867,0.0,10,10
-90.56520463399066,524000,-72.54828684186982,0.0,1048101.4,-62.300496021089906,0.0,7902.887,78,-62.300496021089906,8.74068123857137,8.74068123857137,-90.56520463399066,-72.54828684186984,-72.54828684186982,78,-19.681116,7.677124,-20057.955,0.0,-72.54828684186984,0.0,10,10
-161.26711180039706,530000,-116.88897455354531,0.0,10786.504,-83.18637304444603,0.0,20224.855,79,-83.18637304444603,20.290846741082955,20.290846741082955,-161.26711180039706,-116.88897455354531,-116.88897455354531,79,41.5855,7.0873885,-19.096441,0.0,-116.88897455354531,0.0,10,10
-151.01547871457714,536000,-113.49185107011343,0.0,22791.191,-48.58778854293696,0.0,10282.922,80,-48.58778854293696,30.05514007295207,30.05514007295207,-151.01547871457714,-113.49185107011347,-113.49185107011343,80,34.580036,6.063654,103.55802,0.0,-113.49185107011347,0.0,10,10
-136.0417678181874,542000,-100.2869185178046,0.0,130276.29,-3.679221841416905,0.0,4382.558,81,-3.679221841416905,34.0043045860873,34.0043045860873,-136.0417678181874,-100.2869185178046,-100.2869185178046,81,24.511349,5.3165975,-279.29666,0.0,-100.2869185178046,0.0,10,10
-178.67131699679584,548000,-123.28981891676726,0.0,416206.03,-63.79150528767011,0.0,2689.289,82,-63.79150528767011,38.75788732886195,38.75788732886195,-178.67131699679584,-123.28981891676726,-123.28981891676726,82,4.4109044,4.9504395,-2961.2266,0.0,-123.28981891676726,0.0,10,10
-112.65866603784114,554000,-86.81176861799645,0.0,564213.1,-21.17160333555789,0.0,1142.9697,83,-21.17160333555789,23.27552324360326,23.27552324360326,-112.65866603784114,-86.81176861799646,-86.81176861799645,83,-13.063916,5.190621,-9003.277,0.0,-86.81176861799646,0.0,10,10
-171.37041698089104,560000,-69.83146355384801,0.0,939646.9,410.3748517212649,0.0,1568.8655,84,410.3748517212649,162.1384861436532,162.1384861436532,-171.37041698089104,-69.83146355384804,-69.83146355384801,84,-16.682259,5.926465,-12122.286,0.0,-69.83146355384804,0.0,10,10
-118.54991135750227,566000,-101.36931820356348,0.0,1243498.6,-90.87602288262681,0.0,751.2363,85,-90.87602288262681,8.76854321274813,8.76854321274813,-118.54991135750227,-101.36931820356348,-101.36931820356348,85,-20.66959,7.0205684,-14582.735,0.0,-101.36931820356348,0.0,10,10
-131.60532575192434,572000,-117.7667102965784,0.0,1176863.0,-106.5195178414406,0.0,485.05093,86,-106.5195178414406,5.845617765857014,5.845617765857014,-131.60532575192434,-117.7667102965784,-117.7667102965784,86,-21.568121,8.203824,-16866.695,0.0,-117.7667102965784,0.0,10,10
-130.00396105502256,578000,-126.82624309363844,0.0,1030291.7,-122.11661102759196,0.0,1919.448,87,-122.11661102759196,2.3135799465803997,2.3135799465803997,-130.00396105502256,-126.82624309363845,-126.82624309363844,87,11.365589,8.419502,-9313.77,0.0,-126.82624309363845,0.0,10,10
-139.2857046601958,584000,-136.66959733076013,0.0,859072.75,-132.21697978795578,0.0,2169.5647,88,-132.21697978795578,2.052975996529614,2.052975996529614,-139.2857046601958,-136.66959733076013,-136.66959733076013,88,12.889855,7.5526347,-7098.49,0.0,-136.66959733076013,0.0,10,10
-189.2557518090661,590000,-178.0511086874697,0.0,745226.1,-169.80974289465152,0.0,2734.8926,89,-169.80974289465152,6.658968277545354,6.658968277545354,-189.2557518090661,-178.05110868746965,-178.0511086874697,89,11.466312,6.7590704,-6662.3384,0.0,-178.05110868746965,0.0,10,10
-143.649263175456,596000,-132.24426883248532,0.0,1227780.1,-116.27274073887115,0.0,2883.6516,90,-116.27274073887115,8.011237701944692,8.011237701944692,-143.649263175456,-132.2442688324853,-132.24426883248532,90,8.925717,6.034793,-4956.681,0.0,-132.2442688324853,0.0,10,10
