MetaTest/pick-place-wall-v1/MinReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/pick-place-wall-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/pick-place-wall-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/pick-place-wall-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,MetaTest/pick-place-wall-v1/AverageReturn,MetaTest/pick-place-wall-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-wall-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/pick-place-wall-v1/NumEpisodes
-185.6588681322172,602000,-135.2915399147936,0.0,599536.3,-74.35648831305244,0.0,1687.3688,91,-74.35648831305244,37.21333257124776,37.21333257124776,-185.6588681322172,-135.2915399147936,-135.2915399147936,91,7.875457,5.565492,-3492.06,0.0,-135.2915399147936,0.0,10,10
-149.09373160645373,608000,-143.95995371675764,0.0,1027688.44,-138.05224287312018,0.0,2834.302,92,-138.05224287312018,3.5866276345343153,3.5866276345343153,-149.09373160645373,-143.95995371675758,-143.95995371675764,92,-0.13181774,5.2428308,-4300.6523,0.0,-143.95995371675758,0.0,10,10
-156.80068517478907,614000,-137.9197488000885,0.0,961699.2,-60.589220973445435,0.0,916.22095,93,-60.589220973445435,26.788499037242435,26.788499037242435,-156.80068517478907,-137.91974880008854,-137.9197488000885,93,-12.208474,5.731084,-8579.712,0.0,-137.91974880008854,0.0,10,10
-120.02230340580151,620000,-111.81324222685393,0.0,1386668.0,-103.52452172284076,0.0,1411.2529,94,-103.52452172284076,4.886323811757829,4.886323811757829,-120.02230340580151,-111.81324222685393,-111.81324222685393,94,-12.759479,6.7383013,-10757.703,0.0,-111.81324222685393,0.0,10,10
-153.743827193285,626000,-119.81527348373704,0.0,1685930.4,-73.93498924051757,0.0,1522.8114,95,-73.93498924051757,24.120060080381137,24.120060080381137,-153.743827193285,-119.81527348373704,-119.81527348373704,95,-9.864408,7.526605,-9886.594,0.0,-119.81527348373704,0.0,10,10
-135.93214810724692,632000,-119.72356921225892,0.0,2561953.8,-98.43708368135135,0.0,806.615,96,-98.43708368135135,13.409614300821183,13.409614300821183,-135.93214810724692,-119.72356921225887,-119.72356921225892,96,-1.5748982,8.082352,-10618.374,0.0,-119.72356921225887,0.0,10,10
-124.33040700548575,638000,-101.02489650036554,0.0,2585332.8,-70.2686414102557,0.0,555.949,97,-70.2686414102557,16.999810253809848,16.999810253809848,-124.33040700548575,-101.0248965003655,-101.02489650036554,97,-11.585975,8.560613,-11445.516,0.0,-101.0248965003655,0.0,10,10
-163.73605989410976,644000,-128.67791745595733,0.0,4087657.2,-98.29415575581204,0.0,1845.4901,98,-98.29415575581204,21.651770967451473,21.651770967451473,-163.73605989410976,-128.67791745595733,-128.67791745595733,98,-8.614377,9.703022,-13958.715,0.0,-128.67791745595733,0.0,10,10
-164.7225448440019,650000,-116.66564593615433,0.0,5186658.5,-76.85732841857,0.0,2662.9976,99,-76.85732841857,26.348342140605894,26.348342140605894,-164.7225448440019,-116.66564593615435,-116.66564593615433,99,-7.5356736,10.514122,-16526.984,0.0,-116.66564593615435,0.0,10,10
-160.59083539407098,656000,-120.70394014351136,0.0,5793391.5,-53.20625166728109,0.0,4952.0166,100,-53.20625166728109,30.09762336013926,30.09762336013926,-160.59083539407098,-120.70394014351139,-120.70394014351136,100,-13.335837,11.674299,-15436.556,0.0,-120.70394014351139,0.0,10,10
-158.3454066514201,662000,-66.31980472109983,0.0,6941014.0,444.9549780412114,0.0,4082.713,101,444.9549780412114,171.35920662898377,171.35920662898377,-158.3454066514201,-66.31980472109981,-66.31980472109983,101,-22.979342,12.271062,-22258.797,0.0,-66.31980472109981,0.0,10,10
-153.92338198925825,668000,-99.16378776368602,0.0,8373455.0,-9.004755456715678,0.0,4471.605,102,-9.004755456715678,39.69208560464576,39.69208560464576,-153.92338198925825,-99.16378776368603,-99.16378776368602,102,-37.865143,14.67768,-33675.2,0.0,-99.16378776368603,0.0,10,10
-151.29341661731667,674000,-124.77149095016814,0.0,9158113.0,-97.79863703063916,0.0,3754.5276,103,-97.79863703063916,21.540000063628444,21.540000063628444,-151.29341661731667,-124.77149095016811,-124.77149095016814,103,-33.307674,16.668522,-37035.188,0.0,-124.77149095016811,0.0,10,10
-156.8765330505688,680000,-128.42307797763928,0.0,9091043.0,-50.98530621414995,0.0,2709.682,104,-50.98530621414995,28.709952405876415,28.709952405876415,-156.8765330505688,-128.42307797763928,-128.42307797763928,104,-18.228672,18.167305,-27176.758,0.0,-128.42307797763928,0.0,10,10
-159.39625468611723,686000,-142.0115557920396,0.0,8887185.0,-120.77362674133987,0.0,2501.5095,105,-120.77362674133987,10.63259025239386,10.63259025239386,-159.39625468611723,-142.01155579203956,-142.0115557920396,105,-9.734519,19.579277,-24563.238,0.0,-142.01155579203956,0.0,10,10
-173.00426988317122,692000,-144.3209055434013,0.0,10229125.0,-102.07548232780445,0.0,2211.2356,106,-102.07548232780445,24.801847952569243,24.801847952569243,-173.00426988317122,-144.32090554340127,-144.3209055434013,106,-2.334957,19.897964,-24626.848,0.0,-144.32090554340127,0.0,10,10
-151.53246935751014,698000,-145.46229034267043,0.0,10367656.0,-138.33711269637638,0.0,3073.063,107,-138.33711269637638,3.8332504528097138,3.8332504528097138,-151.53246935751014,-145.46229034267046,-145.46229034267043,107,-1.5114257,20.021856,-19778.42,0.0,-145.46229034267046,0.0,10,10
-171.21074039013712,704000,-141.8285969896969,0.0,22141558.0,-101.5387192158917,0.0,1837.2368,108,-101.5387192158917,18.218051945952528,18.218051945952528,-171.21074039013712,-141.82859698969693,-141.8285969896969,108,-75.903,22.425245,-55164.04,0.0,-141.82859698969693,0.0,10,10
-146.59973218439475,710000,-72.27605753173574,0.0,24907772.0,192.0313816075894,0.0,782.9447,109,192.0313816075894,100.58581188294332,100.58581188294332,-146.59973218439475,-72.27605753173573,-72.27605753173574,109,-108.31622,27.771873,-75723.39,0.0,-72.27605753173573,0.0,10,10
-153.95023643133794,716000,-132.80076092505857,0.0,24978534.0,-104.58467192402482,0.0,816.38586,110,-104.58467192402482,19.485955620403388,19.485955620403388,-153.95023643133794,-132.80076092505857,-132.80076092505857,110,-112.369736,32.72144,-88320.56,0.0,-132.80076092505857,0.0,10,10
-140.26648767392174,722000,-104.10204082884373,0.0,9338561.0,-34.92257917692147,0.0,19622.973,111,-34.92257917692147,36.9349705899316,36.9349705899316,-140.26648767392174,-104.10204082884377,-104.10204082884373,111,100.378365,33.87011,-21426.54,0.0,-104.10204082884377,0.0,10,10
-127.08810476476407,728000,-84.32527076577928,0.0,1015012.1,72.19565799833723,0.0,11806.949,112,72.19565799833723,54.99370064872511,54.99370064872511,-127.08810476476407,-84.32527076577931,-84.32527076577928,112,143.45724,28.816967,-12469.215,0.0,-84.32527076577931,0.0,10,10
-118.75635322099443,734000,-86.58563916790688,0.0,219520.1,28.512184507019295,0.0,9059.865,113,28.512184507019295,40.993234040992114,40.993234040992114,-118.75635322099443,-86.58563916790688,-86.58563916790688,113,143.43974,24.687958,-8804.449,0.0,-86.58563916790688,0.0,10,10
-127.49768731563816,740000,-46.93270835768855,0.0,1553459.6,272.6590351957044,0.0,8658.856,114,272.6590351957044,111.40328447220796,111.40328447220796,-127.49768731563816,-46.932708357688554,-46.93270835768855,114,121.00755,21.334917,-12059.829,0.0,-46.932708357688554,0.0,10,10
-95.20157779625056,746000,-70.5198884994929,0.0,18599.3,-16.151090736420773,0.0,6249.992,115,-16.151090736420773,21.536816515537414,21.536816515537414,-95.20157779625056,-70.51988849949291,-70.5198884994929,115,112.446266,18.68214,-8762.972,0.0,-70.51988849949291,0.0,10,10
-146.07576051091712,752000,-132.84861040365936,0.0,37625.94,-88.44095252696428,0.0,10360.95,116,-88.44095252696428,15.746680367468434,15.746680367468434,-146.07576051091712,-132.84861040365936,-132.84861040365936,116,98.24964,16.37864,-13976.675,0.0,-132.84861040365936,0.0,10,10
-119.33809517483114,758000,-71.33029705325706,0.0,15113.406,-4.220163099287792,0.0,7678.1807,117,-4.220163099287792,32.43301798729221,32.43301798729221,-119.33809517483114,-71.33029705325706,-71.33029705325706,117,87.93183,14.342867,-15187.722,0.0,-71.33029705325706,0.0,10,10
-164.52436009928206,764000,-98.23689532856294,0.0,12191.211,-49.55184969468252,0.0,5953.67,118,-49.55184969468252,34.22316388854154,34.22316388854154,-164.52436009928206,-98.23689532856295,-98.23689532856294,118,75.50788,12.607273,-13744.591,0.0,-98.23689532856295,0.0,10,10
-141.85852042602036,770000,-99.67556876114085,0.0,10739.77,-79.87323280773512,0.0,4110.0645,119,-79.87323280773512,17.32232511317888,17.32232511317888,-141.85852042602036,-99.67556876114084,-99.67556876114085,119,66.1994,11.121914,-11607.954,0.0,-99.67556876114084,0.0,10,10
-115.5579246482224,776000,-79.50019971344099,0.0,9644.136,-35.77917821974195,0.0,2292.249,120,-35.77917821974195,19.65902260647683,19.65902260647683,-115.5579246482224,-79.50019971344096,-79.50019971344099,120,58.443504,9.76416,-10287.86,0.0,-79.50019971344096,0.0,10,10
-91.31962992915956,782000,-69.14908392889907,0.0,328192.06,44.20900886583197,0.0,20549.584,121,44.20900886583197,38.220125039364824,38.220125039364824,-91.31962992915956,-69.14908392889907,-69.14908392889907,121,53.178226,8.579826,-6592.6,0.0,-69.14908392889907,0.0,10,10
-89.83960711950171,788000,-68.16670175871323,0.0,10651.774,-48.626299786465715,0.0,23674.148,122,-48.626299786465715,14.957204843135978,14.957204843135978,-89.83960711950171,-68.16670175871324,-68.16670175871323,122,50.054333,7.4741664,4506.052,0.0,-68.16670175871324,0.0,10,10
-90.81019829071649,794000,-76.17206806803917,0.0,7165.8916,-34.47008087268748,0.0,7034.736,123,-34.47008087268748,15.663995826710197,15.663995826710197,-90.81019829071649,-76.17206806803914,-76.17206806803917,123,43.06989,6.582692,1949.1827,0.0,-76.17206806803914,0.0,10,10
-49.022847823992066,800000,-31.925262867598537,0.0,5582.203,-24.33457001511847,0.0,1146.767,124,-24.33457001511847,6.371432890135809,6.371432890135809,-49.022847823992066,-31.92526286759854,-31.925262867598537,124,37.015682,5.811288,-39.749416,0.0,-31.92526286759854,0.0,10,10
-166.32296740557538,806000,-57.91878515331987,0.0,5518.766,-27.605926772270667,0.0,543.0503,125,-27.605926772270667,37.87791818446908,37.87791818446908,-166.32296740557538,-57.91878515331989,-57.91878515331987,125,32.715717,5.0896034,-201.90744,0.0,-57.91878515331989,0.0,10,10
-53.70207028443802,812000,-37.705098988493475,0.0,4886.0796,-27.383098227387926,0.0,465.1076,126,-27.383098227387926,9.358605730831599,9.358605730831599,-53.70207028443802,-37.70509898849348,-37.705098988493475,126,27.46893,4.493991,-306.13336,0.0,-37.70509898849348,0.0,10,10
-65.82949992584997,818000,-47.08434140186761,0.0,5521.89,-27.657979501694452,0.0,449.89316,127,-27.657979501694452,12.405496777917282,12.405496777917282,-65.82949992584997,-47.08434140186759,-47.08434140186761,127,22.361258,3.9732409,-345.30093,0.0,-47.08434140186759,0.0,10,10
-78.33257517468479,824000,-50.7043456104562,0.0,5265.031,-32.23209132017204,0.0,447.797,128,-32.23209132017204,13.946602923238054,13.946602923238054,-78.33257517468479,-50.70434561045621,-50.7043456104562,128,17.601372,3.531818,-305.95938,0.0,-50.70434561045621,0.0,10,10
-74.52744081599711,830000,-48.647826129368454,0.0,50503.824,-28.938028126983564,0.0,6108.921,129,-28.938028126983564,13.334940604528931,13.334940604528931,-74.52744081599711,-48.64782612936846,-48.647826129368454,129,15.517631,3.1560533,-3314.5493,0.0,-48.64782612936846,0.0,10,10
-100.00139619392193,836000,-68.12299092817733,0.0,6479.8887,-45.715745762199056,0.0,3713.0938,130,-45.715745762199056,17.316808565927122,17.316808565927122,-100.00139619392193,-68.12299092817732,-68.12299092817733,130,17.615805,2.7583456,-5376.9316,0.0,-68.12299092817732,0.0,10,10
-116.6482919472283,842000,-91.14752010417068,0.0,5591.719,-63.78248954529015,0.0,2143.3684,131,-63.78248954529015,15.783048058696755,15.783048058696755,-116.6482919472283,-91.1475201041707,-91.14752010417068,131,14.851272,2.3936787,-4620.007,0.0,-91.1475201041707,0.0,10,10
-129.41188419192028,848000,-104.8351690067141,0.0,18338.004,-88.71961367339871,0.0,10630.4,132,-88.71961367339871,11.642720563373027,11.642720563373027,-129.41188419192028,-104.83516900671414,-104.8351690067141,132,10.737743,2.1178663,-5883.8403,0.0,-104.83516900671414,0.0,10,10
-113.17223027378735,854000,-78.25152214641219,0.0,16122.731,-48.71407993471948,0.0,6718.1626,133,-48.71407993471948,16.717232079811748,16.717232079811748,-113.17223027378735,-78.25152214641219,-78.25152214641219,133,7.314873,1.9225334,-4985.3677,0.0,-78.25152214641219,0.0,10,10
-114.56437093462955,860000,-73.22268857772879,0.0,6904.536,-28.262174991837895,0.0,2261.8037,134,-28.262174991837895,30.878328689408193,30.878328689408193,-114.56437093462955,-73.22268857772877,-73.22268857772879,134,4.058355,1.7593021,-2486.2544,0.0,-73.22268857772877,0.0,10,10
-83.92298781764003,866000,-68.27158290641789,0.0,5210.82,-52.57455655155025,0.0,733.43585,135,-52.57455655155025,10.940178054079565,10.940178054079565,-83.92298781764003,-68.2715829064179,-68.27158290641789,135,1.7660865,1.65521,-1967.612,0.0,-68.2715829064179,0.0,10,10
-113.94874607879899,872000,-70.75175692392669,0.0,5211.026,-51.05793439579683,0.0,521.0961,136,-51.05793439579683,17.693398362567287,17.693398362567287,-113.94874607879899,-70.75175692392668,-70.75175692392669,136,-2.6758306,1.6892791,-1847.684,0.0,-70.75175692392668,0.0,10,10
-92.19610125285162,878000,-79.62158453719326,0.0,5151.683,-67.62827578306917,0.0,417.19226,137,-67.62827578306917,8.640363422156943,8.640363422156943,-92.19610125285162,-79.62158453719329,-79.62158453719326,137,-5.874042,1.9764942,-1932.5471,0.0,-79.62158453719329,0.0,10,10
-163.16641544634444,884000,-137.75826987652908,0.0,5322.517,-58.50093916852367,0.0,251.27884,138,-58.50093916852367,29.29053350140105,29.29053350140105,-163.16641544634444,-137.75826987652903,-137.75826987652908,138,-10.464033,2.421857,-2108.1768,0.0,-137.75826987652903,0.0,10,10
-118.21819843367739,890000,-98.104696999261,0.0,9075.177,-70.26351008049069,0.0,616.1404,139,-70.26351008049069,13.624268119943448,13.624268119943448,-118.21819843367739,-98.10469699926094,-98.104696999261,139,-0.87412375,2.7548661,-2530.806,0.0,-98.10469699926094,0.0,10,10
-115.08475896896664,896000,-88.0885729672912,0.0,23118.943,-71.78929678706464,0.0,698.8155,140,-71.78929678706464,11.724084482803484,11.724084482803484,-115.08475896896664,-88.0885729672912,-88.0885729672912,140,5.2746553,2.6036875,-2073.523,0.0,-88.0885729672912,0.0,10,10
-126.6138101553829,902000,-87.0483979038732,0.0,7301.248,46.452709806524545,0.0,342.62714,141,46.452709806524545,46.03302961736657,46.03302961736657,-126.6138101553829,-87.0483979038732,-87.0483979038732,141,3.618729,2.4023864,-2022.1263,0.0,-87.0483979038732,0.0,10,10
-144.7142913078446,908000,-103.60282559674722,0.0,7727.359,-71.2478572556219,0.0,300.40897,142,-71.2478572556219,22.27436649151635,22.27436649151635,-144.7142913078446,-103.60282559674718,-103.60282559674722,142,1.0006406,2.2486315,-2104.19,0.0,-103.60282559674718,0.0,10,10
-144.03083924578704,914000,-115.1912125935617,0.0,7137.054,-85.80284364401815,0.0,219.73065,143,-85.80284364401815,20.22305505925081,20.22305505925081,-144.03083924578704,-115.1912125935617,-115.1912125935617,143,0.699502,2.217352,-1983.3945,0.0,-115.1912125935617,0.0,10,10
-162.20268854706933,920000,-48.6022383896984,0.0,7228.273,611.4711491519349,0.0,191.15819,144,611.4711491519349,221.81889035161868,221.81889035161868,-162.20268854706933,-48.60223838969837,-48.6022383896984,144,1.8828155,2.0613558,-2029.932,0.0,-48.60223838969837,0.0,10,10
-149.06119024868516,926000,-93.98706435727709,0.0,8123.213,112.32804138924496,0.0,161.08275,145,112.32804138924496,71.82942812519929,71.82942812519929,-149.06119024868516,-93.98706435727709,-93.98706435727709,145,-0.024171479,1.931697,-2174.242,0.0,-93.98706435727709,0.0,10,10
-158.31055584649604,932000,464.5220879046907,0.0,9129.564,2767.528925060388,0.0,185.23856,146,2767.528925060388,1134.6057696869375,1134.6057696869375,-158.31055584649604,464.52208790469115,464.5220879046907,146,-0.614108,2.0198262,-2276.5442,0.0,464.52208790469115,0.0,10,10
-161.70160356247578,938000,-122.38178784658619,0.0,9110.632,-93.23231789395994,0.0,130.52917,147,-93.23231789395994,25.44960062583662,25.44960062583662,-161.70160356247578,-122.38178784658619,-122.38178784658619,147,-0.74237245,2.0661638,-2334.3354,0.0,-122.38178784658619,0.0,10,10
-151.1787508719998,944000,-123.42685410084172,0.0,21946.66,-75.90817968437909,0.0,823.1085,148,-75.90817968437909,23.263643434424345,23.263643434424345,-151.1787508719998,-123.42685410084171,-123.42685410084172,148,1.5290476,2.1164274,-1150.6768,0.0,-123.42685410084171,0.0,10,10
-92.36005721716727,950000,-75.51903418085593,0.0,7336.819,-57.16255161213122,0.0,809.4604,149,-57.16255161213122,11.364372745305646,11.364372745305646,-92.36005721716727,-75.51903418085593,-75.51903418085593,149,7.245848,1.8819537,-266.87134,0.0,-75.51903418085593,0.0,10,10
-171.415903677266,956000,-113.53415421454449,0.0,8433.48,20.17678576083261,0.0,269.98236,150,20.17678576083261,52.110708348832254,52.110708348832254,-171.415903677266,-113.5341542145444,-113.53415421454449,150,1.2481493,1.694917,-992.37274,0.0,-113.5341542145444,0.0,10,10
-105.01752996324163,962000,-96.90291747684131,0.0,16457.111,-78.7390251839085,0.0,2509.4736,151,-78.7390251839085,9.475693794799957,9.475693794799957,-105.01752996324163,-96.90291747684134,-96.90291747684131,151,6.3734493,1.5430183,795.9165,0.0,-96.90291747684134,0.0,10,10
-157.2396060918554,968000,-103.99690298915303,0.0,8208.784,-71.0366415279277,0.0,598.9072,152,-71.0366415279277,21.035987358202714,21.035987358202714,-157.2396060918554,-103.99690298915304,-103.99690298915303,152,1.8840019,1.3870414,479.39392,0.0,-103.99690298915304,0.0,10,10
-178.07768671211443,974000,-115.48326121409643,0.0,13498.373,-51.2912779827318,0.0,407.17047,153,-51.2912779827318,28.795946906718584,28.795946906718584,-178.07768671211443,-115.48326121409643,-115.48326121409643,153,1.2866577,1.2992105,-763.699,0.0,-115.48326121409643,0.0,10,10
-157.18920672994565,980000,-102.72896412803641,0.0,14739.92,-86.65582693078048,0.0,410.9151,154,-86.65582693078048,19.45387764180515,19.45387764180515,-157.18920672994565,-102.72896412803644,-102.72896412803641,154,-2.3208044,1.3638096,-1768.765,0.0,-102.72896412803644,0.0,10,10
-108.56603109047686,986000,-102.44949761480783,0.0,16052.508,-88.6530295670957,0.0,453.33878,155,-88.6530295670957,5.555661075834153,5.555661075834153,-108.56603109047686,-102.44949761480784,-102.44949761480783,155,-2.004267,1.5282148,-2383.367,0.0,-102.44949761480784,0.0,10,10
-156.5323442630225,992000,-135.68342669218973,0.0,7418885.0,-110.08309007528757,0.0,12084.427,156,-110.08309007528757,12.64393089482057,12.64393089482057,-156.5323442630225,-135.6834266921897,-135.68342669218973,156,-43.03459,1.9438841,-2548.9775,0.0,-135.6834266921897,0.0,10,10
-175.15987127852952,998000,-127.71326118938755,0.0,306403.53,-92.84071135175327,0.0,16317.374,157,-92.84071135175327,31.6816642337287,31.6816642337287,-175.15987127852952,-127.71326118938757,-127.71326118938755,157,-10.647215,2.1538794,112.6415,0.0,-127.71326118938757,0.0,10,10
-172.26919661413183,1004000,-162.1462508788479,0.0,234430.64,-127.95269879443381,0.0,8600.78,158,-127.95269879443381,12.078014203084267,12.078014203084267,-172.26919661413183,-162.14625087884798,-162.1462508788479,158,-5.510419,2.2613032,-1578.4971,0.0,-162.14625087884798,0.0,10,10
-127.5465861393374,1010000,-102.15353368791783,0.0,34345.45,-79.14399100450191,0.0,1200.6094,159,-79.14399100450191,12.524707371886652,12.524707371886652,-127.5465861393374,-102.15353368791781,-102.15353368791783,159,2.813537,2.2785954,354.42108,0.0,-102.15353368791781,0.0,10,10
-184.13788464212715,1016000,-156.96365814369065,0.0,59884.684,-133.70003196151143,0.0,2775.2244,160,-133.70003196151143,17.806608038656698,17.806608038656698,-184.13788464212715,-156.96365814369062,-156.96365814369065,160,4.5655103,2.1250463,2065.899,0.0,-156.96365814369062,0.0,10,10
-148.6451288669094,1022000,-133.15835059595125,0.0,14526.044,-110.20026688915816,0.0,4059.1865,161,-110.20026688915816,12.206523551666978,12.206523551666978,-148.6451288669094,-133.15835059595122,-133.15835059595125,161,6.7333302,1.9283558,4654.89,0.0,-133.15835059595122,0.0,10,10
-165.56928223442011,1028000,-131.66614389799307,0.0,10586.198,-80.16455352421161,0.0,1921.1292,162,-80.16455352421161,29.096810443126444,29.096810443126444,-165.56928223442011,-131.6661438979931,-131.66614389799307,162,4.4695706,1.6915442,1661.5878,0.0,-131.6661438979931,0.0,10,10
-156.95951140414448,1034000,-65.83798623935965,0.0,23532.36,419.9628687794475,0.0,3081.1914,163,419.9628687794475,164.79627976100036,164.79627976100036,-156.95951140414448,-65.83798623935962,-65.83798623935965,163,-0.3319986,1.6429354,-679.00195,0.0,-65.83798623935962,0.0,10,10
-172.58994515687763,1040000,-121.79678535263383,0.0,17249.092,-49.7954685036537,0.0,1827.3127,164,-49.7954685036537,33.98559802595957,33.98559802595957,-172.58994515687763,-121.7967853526338,-121.79678535263383,164,-1.7166203,1.6983745,-1192.8241,0.0,-121.7967853526338,0.0,10,10
-114.20175877794854,1046000,-99.2395465218959,0.0,74511.91,-63.590313467904885,0.0,12600.462,165,-63.590313467904885,12.78441485756413,12.78441485756413,-114.20175877794854,-99.23954652189589,-99.2395465218959,165,-1.2306702,1.8383608,-288.78793,0.0,-99.23954652189589,0.0,10,10
-155.77278658855363,1052000,-129.1792923855192,0.0,227685.45,-73.15204755593692,0.0,20493.328,166,-73.15204755593692,23.128535827872494,23.128535827872494,-155.77278658855363,-129.17929238551915,-129.1792923855192,166,4.7530165,1.7567631,5863.186,0.0,-129.17929238551915,0.0,10,10
-151.82507102828674,1058000,-121.85588201103205,0.0,20329.84,-71.62403481804408,0.0,6656.064,167,-71.62403481804408,26.47610261933706,26.47610261933706,-151.82507102828674,-121.85588201103205,-121.85588201103205,167,4.1210303,1.5251663,5684.366,0.0,-121.85588201103205,0.0,10,10
-120.53199890992649,1064000,-99.61124323387384,0.0,12666.925,-59.92667947136122,0.0,2265.7944,168,-59.92667947136122,19.205018620741882,19.205018620741882,-120.53199890992649,-99.61124323387381,-99.61124323387384,168,4.351887,1.3268682,2972.4492,0.0,-99.61124323387381,0.0,10,10
-142.5168074173477,1070000,-94.62952690272225,0.0,9120.61,-65.9420311444059,0.0,1108.9783,169,-65.9420311444059,25.86277002967283,25.86277002967283,-142.5168074173477,-94.62952690272223,-94.62952690272225,169,2.9420176,1.1680955,1295.9768,0.0,-94.62952690272223,0.0,10,10
-135.04324987819572,1076000,-110.49013601797553,0.0,13577.986,-85.17541142977035,0.0,985.98584,170,-85.17541142977035,16.07542430109076,16.07542430109076,-135.04324987819572,-110.49013601797552,-110.49013601797553,170,2.0074594,1.0605026,1206.7676,0.0,-110.49013601797552,0.0,10,10
-144.99210754972856,1082000,-127.92053994454655,0.0,22989.799,-99.18845803585748,0.0,2598.209,171,-99.18845803585748,12.349483340221097,12.349483340221097,-144.99210754972856,-127.92053994454655,-127.92053994454655,171,1.4341788,0.97993106,996.42834,0.0,-127.92053994454655,0.0,10,10
-140.40678202553636,1088000,-119.1163758916465,0.0,10428.524,-101.32738168372512,0.0,2581.388,172,-101.32738168372512,11.210928855994256,11.210928855994256,-140.40678202553636,-119.1163758916465,-119.1163758916465,172,2.0553555,0.866366,2076.8213,0.0,-119.1163758916465,0.0,10,10
-165.99780427789136,1094000,-126.98677128328022,0.0,21106.611,-105.19277757521343,0.0,1738.8456,173,-105.19277757521343,18.432042980502146,18.432042980502146,-165.99780427789136,-126.98677128328022,-126.98677128328022,173,0.88001186,0.7986375,1095.9568,0.0,-126.98677128328022,0.0,10,10
-175.95844073901984,1100000,-133.8516695901206,0.0,17465.441,-86.88696216327,0.0,1005.0244,174,-86.88696216327,30.108910944444407,30.108910944444407,-175.95844073901984,-133.8516695901206,-133.8516695901206,174,-0.011591118,0.7673715,-244.33194,0.0,-133.8516695901206,0.0,10,10
-169.47691455337534,1106000,-153.26942531695087,0.0,16699.48,-114.76087888243119,0.0,977.84937,175,-114.76087888243119,15.076422533823918,15.076422533823918,-169.47691455337534,-153.2694253169509,-153.26942531695087,175,0.27673832,0.7750674,-315.04745,0.0,-153.2694253169509,0.0,10,10
-162.35281586828202,1112000,-135.95700470257825,0.0,28731.363,-88.29106305069945,0.0,1176.4222,176,-88.29106305069945,27.55524169319148,27.55524169319148,-162.35281586828202,-135.95700470257822,-135.95700470257825,176,-0.16208303,0.75317794,-248.13028,0.0,-135.95700470257822,0.0,10,10
-141.48802983672215,1118000,-124.51733891704501,0.0,20821.72,-112.91259946000456,0.0,857.3354,177,-112.91259946000456,9.137656686353491,9.137656686353491,-141.48802983672215,-124.51733891704502,-124.51733891704501,177,0.1628397,0.7498264,-803.5864,0.0,-124.51733891704502,0.0,10,10
-166.72933578053483,1124000,-97.07230861852433,0.0,23600.557,3.723929437031836,0.0,759.1182,178,3.723929437031836,43.85950044175407,43.85950044175407,-166.72933578053483,-97.07230861852435,-97.07230861852433,178,-1.6882161,0.8115022,-1823.4933,0.0,-97.07230861852435,0.0,10,10
-120.96358547499285,1130000,-107.29637123624259,0.0,30066.592,-88.83816022285424,0.0,1265.731,179,-88.83816022285424,12.358604794076632,12.358604794076632,-120.96358547499285,-107.29637123624263,-107.29637123624259,179,-1.2363528,0.94975024,-2134.775,0.0,-107.29637123624263,0.0,10,10
-170.07983065341725,1136000,-134.6629928821636,0.0,237803.25,-87.53935195483658,0.0,75926.62,180,-87.53935195483658,22.203539226020307,22.203539226020307,-170.07983065341725,-134.66299288216365,-134.6629928821636,180,-0.05207672,1.0166308,430.69406,0.0,-134.66299288216365,0.0,10,10
-160.69480831249194,1142000,-131.5500712339841,0.0,17620.627,-88.11078332447512,0.0,2655.666,181,-88.11078332447512,24.296062377942203,24.296062377942203,-160.69480831249194,-131.5500712339841,-131.5500712339841,181,0.042150863,0.98935646,-574.7304,0.0,-131.5500712339841,0.0,10,10
-118.12369302783907,1148000,-96.55224412931001,0.0,20291.703,-50.357167791273014,0.0,1092.7885,182,-50.357167791273014,18.625141990756656,18.625141990756656,-118.12369302783907,-96.55224412931001,-96.55224412931001,182,-0.5965075,1.0088004,-1000.4511,0.0,-96.55224412931001,0.0,10,10
-131.76973442924896,1154000,-94.3096854852707,0.0,21798.656,17.9071851475557,0.0,843.1745,183,17.9071851475557,40.83311897717229,40.83311897717229,-131.76973442924896,-94.3096854852707,-94.3096854852707,183,-1.3608809,1.136625,-1702.4159,0.0,-94.3096854852707,0.0,10,10
-103.19245873186773,1160000,-98.39452483369173,0.0,25653.998,-93.12284472738506,0.0,1286.339,184,-93.12284472738506,3.538191857698049,3.538191857698049,-103.19245873186773,-98.39452483369172,-98.39452483369173,184,-1.2122302,1.2686609,-2269.184,0.0,-98.39452483369172,0.0,10,10
