MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/bin-picking-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/bin-picking-v1/TerminationRate,MetaTest/bin-picking-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/bin-picking-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/bin-picking-v1/MinReturn,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/NumEpisodes,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes
10.800563,-45.94101244721565,-79.16659923693689,0.09904197,195.89267,17.730383405388622,7.732922,0.29657143,0.0,164000,0.0,-45.94101244721565,-29.046357201004568,-29.046357201004568,18,-79.16659923693689,18,-45.94101244721564,10,0.0,0.0,17.730383405388622,-45.94101244721564,10
11.194771,-55.71075716502461,-91.18562001150644,0.08922839,198.28616,24.378208252870408,7.6597557,0.22013275,0.0,170000,0.0,-55.71075716502461,-26.553445040509025,-26.553445040509025,19,-91.18562001150644,19,-55.71075716502459,10,0.0,0.0,24.378208252870408,-55.71075716502459,10
12.695912,-53.15019078360363,-94.5623203732778,0.08084308,200.1415,25.033125413523027,7.8658013,0.1614703,0.0,176000,0.0,-53.15019078360363,-30.718985410962254,-30.718985410962254,20,-94.5623203732778,20,-53.15019078360363,10,0.0,0.0,25.033125413523027,-53.15019078360363,10
11.569129,-43.87462467185863,-75.35582927586528,0.07337254,201.17406,17.159834341201716,7.7189384,0.12164754,0.0,182000,0.0,-43.87462467185863,-25.36370202354311,-25.36370202354311,21,-75.35582927586528,21,-43.87462467185863,10,0.0,0.0,17.159834341201716,-43.87462467185863,10
12.626908,-42.44354875736265,-72.44792576637087,0.066530176,202.16,17.658404810484733,7.649717,0.09569305,0.0,188000,0.0,-42.44354875736265,-23.584801740269512,-23.584801740269512,22,-72.44792576637087,22,-42.44354875736264,10,0.0,0.0,17.658404810484733,-42.44354875736264,10
12.337869,-46.45415827609499,-93.53067717208852,0.06025843,204.22736,24.579181425770074,7.7124,0.07275011,0.0,194000,0.0,-46.45415827609499,-25.339450515541262,-25.339450515541262,23,-93.53067717208852,23,-46.45415827609499,10,0.0,0.0,24.579181425770074,-46.45415827609499,10
13.411321,-36.94470089324266,-69.71458324389644,0.054699235,204.79129,12.983293164702523,7.65512,0.0562941,0.0,200000,0.0,-36.94470089324266,-24.733646106488308,-24.733646106488308,24,-69.71458324389644,24,-36.94470089324266,10,0.0,0.0,12.983293164702523,-36.94470089324266,10
13.085936,-50.08722380916176,-94.54965715065319,0.04999703,203.50897,28.637857814758494,7.6725087,0.037753437,0.0,206000,0.0,-50.08722380916176,2.5855424633933284,2.5855424633933284,25,-94.54965715065319,25,-50.08722380916176,10,0.0,0.0,28.637857814758494,-50.08722380916176,10
13.9485035,-36.09865763493498,-78.82883189903987,0.045911163,203.91347,15.881717938058403,7.781469,0.029501751,0.0,212000,0.0,-36.09865763493498,-23.610035139451952,-23.610035139451952,26,-78.82883189903987,26,-36.09865763493499,10,0.0,0.0,15.881717938058403,-36.09865763493499,10
13.68984,-45.21456536291708,-93.77043083941969,0.042671964,205.06398,22.653870192087382,7.633396,0.014705892,0.0,218000,0.0,-45.21456536291708,-22.9629488980986,-22.9629488980986,27,-93.77043083941969,27,-45.214565362917085,10,0.0,0.0,22.653870192087382,-45.214565362917085,10
13.5135765,-41.0797507325539,-95.06269018069105,0.040385213,204.61394,20.957722829366503,7.6950274,0.011086723,0.0,224000,0.0,-41.0797507325539,-23.711146770798894,-23.711146770798894,28,-95.06269018069105,28,-41.07975073255388,10,0.0,0.0,20.957722829366503,-41.07975073255388,10
14.320398,-51.524678298940124,-94.24887814399865,0.038583245,205.21028,26.347009283488198,7.714375,0.0058749467,0.0,230000,0.0,-51.524678298940124,-27.6412830185017,-27.6412830185017,29,-94.24887814399865,29,-51.524678298940124,10,0.0,0.0,26.347009283488198,-51.524678298940124,10
14.099471,-44.22730542460952,-94.44769754339622,0.037502285,206.71956,26.89979995557739,7.6912146,0.0035959464,0.0,236000,0.0,-44.22730542460952,-22.363408595026712,-22.363408595026712,30,-94.44769754339622,30,-44.22730542460952,10,0.0,0.0,26.89979995557739,-44.22730542460952,10
13.4822445,-42.94595632370407,-98.4491024218239,0.03664831,205.84718,26.1813767942509,7.770476,0.0025632184,0.0,242000,0.0,-42.94595632370407,-22.155379113925836,-22.155379113925836,31,-98.4491024218239,31,-42.94595632370405,10,0.0,0.0,26.1813767942509,-42.94595632370405,10
14.027924,-59.01896928603168,-101.27257596118301,0.036379766,207.91838,22.936414427124927,7.639164,0.00045856202,0.0,248000,0.0,-59.01896928603168,-26.933628815895027,-26.933628815895027,32,-101.27257596118301,32,-59.01896928603169,10,0.0,0.0,22.936414427124927,-59.01896928603169,10
14.701836,-43.899658912799865,-91.69433851127445,0.03577233,207.15761,22.180124186333927,7.7042556,0.0024479795,0.0,254000,0.0,-43.899658912799865,-23.29655287317652,-23.29655287317652,33,-91.69433851127445,33,-43.89965891279988,10,0.0,0.0,22.180124186333927,-43.89965891279988,10
13.574305,-39.51936970770883,-83.25604295382479,0.03527179,208.75923,19.31441607624807,7.7088165,0.0024397029,0.0,260000,0.0,-39.51936970770883,-24.14498524521452,-24.14498524521452,34,-83.25604295382479,34,-39.51936970770883,10,0.0,0.0,19.31441607624807,-39.51936970770883,10
14.760766,-43.324920164756534,-95.17680540032264,0.03483795,209.17622,23.114301822784494,7.663248,0.00077830715,0.0,266000,0.0,-43.324920164756534,-22.7790764327988,-22.7790764327988,35,-95.17680540032264,35,-43.324920164756534,10,0.0,0.0,23.114301822784494,-43.324920164756534,10
13.40541,-42.920569860377405,-81.27503983874803,0.034656655,208.71747,23.09620967726837,7.759787,-1.2434184e-05,0.0,272000,0.0,-42.920569860377405,-21.47083011112673,-21.47083011112673,36,-81.27503983874803,36,-42.920569860377405,10,0.0,0.0,23.09620967726837,-42.920569860377405,10
13.635172,-39.1216763073475,-92.38651741065705,0.034303527,210.39426,18.20367507014847,7.6449385,0.0029379907,0.0,278000,0.0,-39.1216763073475,-29.659158495125798,-29.659158495125798,37,-92.38651741065705,37,-39.1216763073475,10,0.0,0.0,18.20367507014847,-39.1216763073475,10
14.12348,-47.20425955739084,-95.14208640488447,0.03325676,208.39734,20.337418036365637,7.688669,0.0040473505,0.0,284000,0.0,-47.20425955739084,-25.405655992772395,-25.405655992772395,38,-95.14208640488447,38,-47.20425955739084,10,0.0,0.0,20.337418036365637,-47.20425955739084,10
13.807502,-54.84300318267482,-93.84689434520328,0.032124415,209.21617,25.39668199785052,7.7186055,0.0034847758,0.0,290000,0.0,-54.84300318267482,-23.786876245314833,-23.786876245314833,39,-93.84689434520328,39,-54.84300318267482,10,0.0,0.0,25.39668199785052,-54.84300318267482,10
12.468122,-40.836503041355115,-73.17473230988341,0.03116039,210.10988,17.449784160133035,7.647011,0.0026679689,0.0,296000,0.0,-40.836503041355115,-21.705340227530005,-21.705340227530005,40,-73.17473230988341,40,-40.836503041355115,10,0.0,0.0,17.449784160133035,-40.836503041355115,10
13.343623,-43.76725516544498,-97.85723129319514,0.030005937,210.80914,27.37638117590663,7.631862,0.004523655,0.0,302000,0.0,-43.76725516544498,-22.979499869205753,-22.979499869205753,41,-97.85723129319514,41,-43.76725516544498,10,0.0,0.0,27.37638117590663,-43.76725516544498,10
12.974275,-52.08042410396681,-91.19455331679406,0.029326137,211.31055,24.954009279471304,7.6468134,0.002027935,0.0,308000,0.0,-52.08042410396681,-21.019580265252312,-21.019580265252312,42,-91.19455331679406,42,-52.080424103966834,10,0.0,0.0,24.954009279471304,-52.080424103966834,10
13.488747,-37.99815393366113,-93.67676185743565,0.028378742,211.99785,21.27539755343555,7.707919,0.0029743593,0.0,314000,0.0,-37.99815393366113,-21.5929278742321,-21.5929278742321,43,-93.67676185743565,43,-37.99815393366112,10,0.0,0.0,21.27539755343555,-37.99815393366112,10
12.419199,-43.561440507186795,-87.16221919592122,0.027723465,211.23854,22.649088017423065,7.6576066,0.0019770656,0.0,320000,0.0,-43.561440507186795,-21.31184150865339,-21.31184150865339,44,-87.16221919592122,44,-43.56144050718679,10,0.0,0.0,22.649088017423065,-43.56144050718679,10
12.169237,-41.6728104792115,-80.70429004850357,0.027353508,211.5642,18.315057891940615,7.68952,0.0007245163,0.0,326000,0.0,-41.6728104792115,-21.942621691555992,-21.942621691555992,45,-80.70429004850357,45,-41.67281047921151,10,0.0,0.0,18.315057891940615,-41.67281047921151,10
12.894069,-42.91602227594582,-93.40956414934094,0.027214827,212.75114,25.34706105604712,7.627582,0.001710633,0.0,332000,0.0,-42.91602227594582,-23.18143860510637,-23.18143860510637,46,-93.40956414934094,46,-42.916022275945814,10,0.0,0.0,25.34706105604712,-42.916022275945814,10
12.269184,-41.518697375928596,-84.46841740962739,0.026545964,211.8191,19.021155148730816,7.642894,0.0020896578,0.0,338000,0.0,-41.518697375928596,-22.74498126547738,-22.74498126547738,47,-84.46841740962739,47,-41.51869737592859,10,0.0,0.0,19.021155148730816,-41.51869737592859,10
12.145557,-45.11191118019638,-101.4697615684518,0.026079014,212.87152,27.91062074379047,7.644316,0.0018730747,0.0,344000,0.0,-45.11191118019638,-20.491332238686017,-20.491332238686017,48,-101.4697615684518,48,-45.111911180196365,10,0.0,0.0,27.91062074379047,-45.111911180196365,10
12.2715645,-48.81457908509112,-93.68168560341475,0.02557511,212.32016,25.037164615579705,7.634296,0.0009260943,0.0,350000,0.0,-48.81457908509112,-23.932931101966695,-23.932931101966695,49,-93.68168560341475,49,-48.81457908509112,10,0.0,0.0,25.037164615579705,-48.81457908509112,10
11.724756,-41.91551364055847,-96.02482621882753,0.025335774,212.35712,25.20868190113962,7.6381154,0.0017313333,0.0,356000,0.0,-41.91551364055847,-21.690423001710013,-21.690423001710013,50,-96.02482621882753,50,-41.91551364055847,10,0.0,0.0,25.20868190113962,-41.91551364055847,10
11.845752,-34.04946380794464,-61.07782086601341,0.024471194,211.36755,11.190777402105914,7.6574054,0.002106408,0.0,362000,0.0,-34.04946380794464,-21.75806296902195,-21.75806296902195,51,-61.07782086601341,51,-34.04946380794464,10,0.0,0.0,11.190777402105914,-34.04946380794464,10
11.375474,-38.54670202218717,-85.05628069434756,0.024443997,212.81972,21.933309938577903,7.6390586,0.0009881962,0.0,368000,0.0,-38.54670202218717,-21.958961897012433,-21.958961897012433,52,-85.05628069434756,52,-38.546702022187176,10,0.0,0.0,21.933309938577903,-38.546702022187176,10
12.320829,-49.362545861933114,-97.21660686797647,0.024038594,213.85301,26.84948997779559,7.6401,0.0016548632,0.0,374000,0.0,-49.362545861933114,-22.52773420880678,-22.52773420880678,53,-97.21660686797647,53,-49.36254586193313,10,0.0,0.0,26.84948997779559,-49.36254586193313,10
11.467646,-55.88238407555461,-90.39364496103465,0.023497434,212.40753,22.384207822853977,7.6478987,0.00041104938,0.0,380000,0.0,-55.88238407555461,-22.22493984190806,-22.22493984190806,54,-90.39364496103465,54,-55.88238407555461,10,0.0,0.0,22.384207822853977,-55.88238407555461,10
11.207195,-42.54423369691524,-94.15395698314505,0.02348245,212.39978,23.675700722148267,7.6565003,8.8063745e-05,0.0,386000,0.0,-42.54423369691524,-20.87225337198187,-20.87225337198187,55,-94.15395698314505,55,-42.54423369691524,10,0.0,0.0,23.675700722148267,-42.54423369691524,10
12.149096,-40.422108717152284,-67.94256862572456,0.023377342,212.04318,16.347976684274464,7.774337,0.0002586869,0.0,392000,0.0,-40.422108717152284,-23.479658840866804,-23.479658840866804,56,-67.94256862572456,56,-40.422108717152284,10,0.0,0.0,16.347976684274464,-40.422108717152284,10
11.628834,-49.087746607508315,-98.81189456798812,0.023261594,212.0203,27.97341456566905,7.7117743,0.0005108437,0.0,398000,0.0,-49.087746607508315,-21.82825398452959,-21.82825398452959,57,-98.81189456798812,57,-49.087746607508315,10,0.0,0.0,27.97341456566905,-49.087746607508315,10
10.674289,-48.68168639228318,-96.43214988404787,0.02324234,212.02406,30.786557991677142,7.6250505,-0.000778509,0.0,404000,0.0,-48.68168639228318,-21.58085378882662,-21.58085378882662,58,-96.43214988404787,58,-48.68168639228318,10,0.0,0.0,30.786557991677142,-48.68168639228318,10
11.431924,-36.776059720516486,-57.10153498400567,0.023200165,212.25958,11.984281604006886,7.6248055,0.0019510703,0.0,410000,0.0,-36.776059720516486,-25.012550036367493,-25.012550036367493,59,-57.10153498400567,59,-36.776059720516486,10,0.0,0.0,11.984281604006886,-36.776059720516486,10
11.016515,-54.390047671889775,-106.97970922747469,0.023030065,212.57965,29.686927526857314,7.633967,-0.00010158437,0.0,416000,0.0,-54.390047671889775,-22.54233165619246,-22.54233165619246,60,-106.97970922747469,60,-54.390047671889775,10,0.0,0.0,29.686927526857314,-54.390047671889775,10
11.068223,-36.1599542188807,-70.53454344731418,0.02282055,212.35033,14.222426439572624,7.6624465,0.00061861484,0.0,422000,0.0,-36.1599542188807,-24.453238498659523,-24.453238498659523,61,-70.53454344731418,61,-36.159954218880706,10,0.0,0.0,14.222426439572624,-36.159954218880706,10
11.674449,-37.38025694110313,-74.31491059302152,0.022646809,211.80394,18.167475103981364,7.658377,0.0016707479,0.0,428000,0.0,-37.38025694110313,-21.65265078683893,-21.65265078683893,62,-74.31491059302152,62,-37.38025694110313,10,0.0,0.0,18.167475103981364,-37.38025694110313,10
10.803074,-47.286508766601116,-91.07438639879076,0.022346856,212.44347,24.77076349965126,7.626532,-0.0012155531,0.0,434000,0.0,-47.286508766601116,-23.26164147325369,-23.26164147325369,63,-91.07438639879076,63,-47.28650876660112,10,0.0,0.0,24.77076349965126,-47.28650876660112,10
10.471547,-40.08595781801627,-88.13824776632059,0.022818286,212.42828,24.983221162350443,7.6329575,0.0010127045,0.0,440000,0.0,-40.08595781801627,-19.234021004102537,-19.234021004102537,64,-88.13824776632059,64,-40.085957818016276,10,0.0,0.0,24.983221162350443,-40.085957818016276,10
10.677013,-45.70986155969632,-94.64076642284653,0.02237614,211.45341,23.54060518379724,7.635994,0.00017994037,0.0,446000,0.0,-45.70986155969632,-22.207918044562778,-22.207918044562778,65,-94.64076642284653,65,-45.70986155969633,10,0.0,0.0,23.54060518379724,-45.70986155969633,10
10.4075,-53.28080538991692,-101.35514644767198,0.02214537,211.30095,29.108522777501243,7.636657,9.562436e-05,0.0,452000,0.0,-53.28080538991692,-20.556720247030274,-20.556720247030274,66,-101.35514644767198,66,-53.28080538991691,10,0.0,0.0,29.108522777501243,-53.28080538991691,10
11.304983,-41.77340979682981,-89.67667733206773,0.021882745,211.29874,24.127928113055887,7.662701,0.0014667803,0.0,458000,0.0,-41.77340979682981,-20.89993987486829,-20.89993987486829,67,-89.67667733206773,67,-41.77340979682981,10,0.0,0.0,24.127928113055887,-41.77340979682981,10
10.150043,-38.119707526039875,-80.86969858620145,0.022346118,211.17664,18.11400612815935,7.6305857,-0.00010395032,0.0,464000,0.0,-38.119707526039875,-21.857719393564306,-21.857719393564306,68,-80.86969858620145,68,-38.119707526039875,10,0.0,0.0,18.11400612815935,-38.119707526039875,10
10.580547,-30.043127421367558,-50.09521873607009,0.022022592,211.29291,7.81595873453904,7.6248684,-0.0001528095,0.0,470000,0.0,-30.043127421367558,-22.69342980151994,-22.69342980151994,69,-50.09521873607009,69,-30.043127421367558,10,0.0,0.0,7.81595873453904,-30.043127421367558,10
11.223872,-32.37814567580427,-56.26471860822829,0.021951929,210.06978,10.029358884332156,7.646311,0.0012986943,0.0,476000,0.0,-32.37814567580427,-21.412188796434254,-21.412188796434254,70,-56.26471860822829,70,-32.37814567580426,10,0.0,0.0,10.029358884332156,-32.37814567580426,10
9.695959,-44.42164724496591,-87.37350011956158,0.022063473,210.87135,27.694701117357823,7.627763,-0.00041431098,0.0,482000,0.0,-44.42164724496591,-22.377294164823184,-22.377294164823184,71,-87.37350011956158,71,-44.42164724496591,10,0.0,0.0,27.694701117357823,-44.42164724496591,10
10.047258,-53.50822595142953,-85.62754763058763,0.021809746,208.77998,18.239003625198258,7.6246715,-3.127113e-05,0.0,488000,0.0,-53.50822595142953,-24.146878933518202,-24.146878933518202,72,-85.62754763058763,72,-53.50822595142955,10,0.0,0.0,18.239003625198258,-53.50822595142955,10
10.613741,-30.228707577141005,-71.52711939169404,0.021574162,209.08453,14.204859461178923,7.62508,0.00087627664,0.0,494000,0.0,-30.228707577141005,-22.453687927011487,-22.453687927011487,73,-71.52711939169404,73,-30.228707577141005,10,0.0,0.0,14.204859461178923,-30.228707577141005,10
10.12091,-41.57071464900649,-80.66438702172668,0.021754667,209.16507,20.08305522921273,7.6257567,-0.0017054759,0.0,500000,0.0,-41.57071464900649,-18.647487601618877,-18.647487601618877,74,-80.66438702172668,74,-41.5707146490065,10,0.0,0.0,20.08305522921273,-41.5707146490065,10
9.974332,-30.34200501987031,-69.8497171231296,0.022080258,208.38434,13.705200414245724,7.642883,0.0004246321,0.0,506000,0.0,-30.34200501987031,-20.956237356193547,-20.956237356193547,75,-69.8497171231296,75,-30.34200501987031,10,0.0,0.0,13.705200414245724,-30.34200501987031,10
10.120011,-44.511025280103404,-87.52051354994985,0.021952609,207.20119,22.646737438213044,7.6274767,-0.00053388753,0.0,512000,0.0,-44.511025280103404,-23.16055222582488,-23.16055222582488,76,-87.52051354994985,76,-44.51102528010342,10,0.0,0.0,22.646737438213044,-44.51102528010342,10
10.000996,-44.49844709312838,-86.70650164578305,0.022122554,207.3151,25.603931101170822,7.62484,6.128904e-05,0.0,518000,0.0,-44.49844709312838,-18.597455007890908,-18.597455007890908,77,-86.70650164578305,77,-44.49844709312835,10,0.0,0.0,25.603931101170822,-44.49844709312835,10
10.266422,-44.87110561891467,-85.55235940609728,0.022042181,206.40123,18.478476470966424,7.6552463,-0.00068650086,0.0,524000,0.0,-44.87110561891467,-24.90765175394403,-24.90765175394403,78,-85.55235940609728,78,-44.87110561891467,10,0.0,0.0,18.478476470966424,-44.87110561891467,10
9.8314495,-37.9406854026293,-79.74148152150806,0.022403229,206.8901,17.793533607925696,7.625336,-0.0012317371,0.0,530000,0.0,-37.9406854026293,-22.54759121916869,-22.54759121916869,79,-79.74148152150806,79,-37.940685402629306,10,0.0,0.0,17.793533607925696,-37.940685402629306,10
10.156563,-29.988347582713306,-72.79031262893615,0.022893917,208.37134,14.72285892823046,7.6267195,0.00046725976,0.0,536000,0.0,-29.988347582713306,-19.339309563897096,-19.339309563897096,80,-72.79031262893615,80,-29.9883475827133,10,0.0,0.0,14.72285892823046,-29.9883475827133,10
9.657082,-45.46029916536047,-85.20686447716984,0.022634076,206.53006,23.088936308931714,7.631084,0.00033796573,0.0,542000,0.0,-45.46029916536047,-23.11746046926173,-23.11746046926173,81,-85.20686447716984,81,-45.46029916536047,10,0.0,0.0,23.088936308931714,-45.46029916536047,10
9.934372,-41.614730299208055,-84.1835336576057,0.022802303,207.18082,20.384713858311198,7.624653,0.00015289785,0.0,548000,0.0,-41.614730299208055,-22.94679160035856,-22.94679160035856,82,-84.1835336576057,82,-41.614730299208055,10,0.0,0.0,20.384713858311198,-41.614730299208055,10
9.521657,-47.361891298701956,-87.89472927180535,0.022369828,204.2576,23.68960313119754,7.62464,0.0001868836,0.0,554000,0.0,-47.361891298701956,-21.763839359579176,-21.763839359579176,83,-87.89472927180535,83,-47.36189129870197,10,0.0,0.0,23.68960313119754,-47.36189129870197,10
10.1498575,-38.4690591287708,-71.19875294595501,0.022486638,206.6386,17.775237710399633,7.626831,0.00025065578,0.0,560000,0.0,-38.4690591287708,-21.02734861541969,-21.02734861541969,84,-71.19875294595501,84,-38.46905912877081,10,0.0,0.0,17.775237710399633,-38.46905912877081,10
9.525765,-41.779754289341454,-72.92506085280758,0.022331143,205.62657,20.06481113507742,7.6264644,0.0005976544,0.0,566000,0.0,-41.779754289341454,-23.161852947687446,-23.161852947687446,85,-72.92506085280758,85,-41.77975428934146,10,0.0,0.0,20.06481113507742,-41.77975428934146,10
10.012652,-34.622664411755224,-91.23452526290579,0.022677615,206.20407,20.57235785885952,7.6377964,0.00029099366,0.0,572000,0.0,-34.622664411755224,-17.39681344032236,-17.39681344032236,86,-91.23452526290579,86,-34.622664411755224,10,0.0,0.0,20.57235785885952,-34.622664411755224,10
9.911341,-38.802858655689114,-71.08720765991117,0.022188613,204.12328,17.93245601492953,7.6361775,-0.00032052665,0.0,578000,0.0,-38.802858655689114,-22.345098071439317,-22.345098071439317,87,-71.08720765991117,87,-38.802858655689114,10,0.0,0.0,17.93245601492953,-38.802858655689114,10
9.416793,-51.11996483194462,-85.15645713620452,0.022446716,203.4286,21.85573287462771,7.631045,0.00044054873,0.0,584000,0.0,-51.11996483194462,-21.72394694296686,-21.72394694296686,88,-85.15645713620452,88,-51.11996483194464,10,0.0,0.0,21.85573287462771,-51.11996483194464,10
9.787563,-38.72878621930037,-88.8645891857178,0.022365581,203.60782,24.8571537913205,7.62789,-0.00013706046,0.0,590000,0.0,-38.72878621930037,-20.963521331852732,-20.963521331852732,89,-88.8645891857178,89,-38.72878621930036,10,0.0,0.0,24.8571537913205,-38.72878621930036,10
9.377617,-40.13921041751533,-80.6735257563622,0.022475487,203.1299,20.64645858519828,7.6316085,-0.00019466526,0.0,596000,0.0,-40.13921041751533,-19.35005070004403,-19.35005070004403,90,-80.6735257563622,90,-40.139210417515336,10,0.0,0.0,20.64645858519828,-40.139210417515336,10
