MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/bin-picking-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/bin-picking-v1/TerminationRate,MetaTest/bin-picking-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/bin-picking-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/bin-picking-v1/MinReturn,MetaTest/bin-picking-v1/Iteration,MetaTest/bin-picking-v1/AverageDiscountedReturn,MetaTest/bin-picking-v1/NumEpisodes,MetaTest/bin-picking-v1/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes
9.199316,-25.583739477277096,-37.20060152009071,0.022367723,203.24371,5.071868139627456,7.6254864,-0.0003124202,0.0,602000,0.0,-25.583739477277096,-19.709883332070408,-19.709883332070408,91,-37.20060152009071,91,-25.583739477277096,10,0.0,0.0,5.071868139627456,-25.583739477277096,10
9.334977,-45.25140388430857,-85.31172060154947,0.022146994,202.64215,21.137515175800612,7.624641,0.0017821052,0.0,608000,0.0,-45.25140388430857,-22.992874707397203,-22.992874707397203,92,-85.31172060154947,92,-45.25140388430857,10,0.0,0.0,21.137515175800612,-45.25140388430857,10
9.824108,-53.049040706310564,-92.25813943135927,0.022339104,202.69376,27.96112153958655,7.6246457,-0.00022602624,0.0,614000,0.0,-53.049040706310564,-21.370495543031385,-21.370495543031385,93,-92.25813943135927,93,-53.04904070631055,10,0.0,0.0,27.96112153958655,-53.04904070631055,10
8.979883,-38.92628579625965,-73.07537729467103,0.021934567,202.57419,18.545280106353477,7.634028,0.00010513604,0.0,620000,0.0,-38.92628579625965,-21.228147756193795,-21.228147756193795,94,-73.07537729467103,94,-38.92628579625965,10,0.0,0.0,18.545280106353477,-38.92628579625965,10
9.13246,-33.86818758532802,-70.09016447084599,0.021711117,199.95322,16.486663599448462,7.64087,-0.0015316849,0.0,626000,0.0,-33.86818758532802,-20.702219190923344,-20.702219190923344,95,-70.09016447084599,95,-33.868187585328016,10,0.0,0.0,16.486663599448462,-33.868187585328016,10
8.955101,-52.01633164379835,-89.25852504121077,0.022258438,200.93448,22.706811552094262,7.6403937,-0.00020500236,0.0,632000,0.0,-52.01633164379835,-23.791776808247587,-23.791776808247587,96,-89.25852504121077,96,-52.01633164379835,10,0.0,0.0,22.706811552094262,-52.01633164379835,10
9.56525,-42.885835642565084,-91.53480996890576,0.022451397,199.68611,24.885133148100163,7.64922,-0.00029707613,0.0,638000,0.0,-42.885835642565084,-17.64711590467348,-17.64711590467348,97,-91.53480996890576,97,-42.885835642565084,10,0.0,0.0,24.885133148100163,-42.885835642565084,10
9.085496,-40.974295160745456,-86.76585016653517,0.023038208,200.27675,23.596363816032042,7.6291428,0.00047190688,0.0,644000,0.0,-40.974295160745456,-20.578527301193905,-20.578527301193905,98,-86.76585016653517,98,-40.97429516074546,10,0.0,0.0,23.596363816032042,-40.97429516074546,10
9.402668,-34.60632959141648,-69.69948331950775,0.02276626,200.29823,14.723020070994147,7.6255603,0.00046601298,0.0,650000,0.0,-34.60632959141648,-19.939630215192672,-19.939630215192672,99,-69.69948331950775,99,-34.606329591416475,10,0.0,0.0,14.723020070994147,-34.606329591416475,10
8.689045,-38.21293147160527,-67.71663072174115,0.022043847,200.61876,15.660536520431346,7.6254134,-0.0007923502,0.0,656000,0.0,-38.21293147160527,-21.87769875204755,-21.87769875204755,100,-67.71663072174115,100,-38.21293147160527,10,0.0,0.0,15.660536520431346,-38.21293147160527,10
9.462443,-43.65740855733655,-90.94237945584895,0.02233054,199.60219,26.620554161759657,7.629371,0.00092798617,0.0,662000,0.0,-43.65740855733655,-18.562443387125246,-18.562443387125246,101,-90.94237945584895,101,-43.65740855733655,10,0.0,0.0,26.620554161759657,-43.65740855733655,10
9.419863,-41.784106083380365,-82.03589818151559,0.022096178,199.88452,24.99160460125641,7.6296163,0.0017536086,0.0,668000,0.0,-41.784106083380365,-19.197488888281132,-19.197488888281132,102,-82.03589818151559,102,-41.78410608338036,10,0.0,0.0,24.99160460125641,-41.78410608338036,10
8.4488945,-40.91030992759181,-77.60620384583393,0.021221932,196.7329,17.790902452029815,7.63234,-0.0010528931,0.0,674000,0.0,-40.91030992759181,-20.530940166560285,-20.530940166560285,103,-77.60620384583393,103,-40.910309927591804,10,0.0,0.0,17.790902452029815,-40.910309927591804,10
9.5803385,-39.72529887565799,-90.25192607038046,0.022042852,197.54752,25.697093505424352,7.6290174,0.0010744416,0.0,680000,0.0,-39.72529887565799,-18.784141428722872,-18.784141428722872,104,-90.25192607038046,104,-39.72529887565799,10,0.0,0.0,25.697093505424352,-39.72529887565799,10
8.903813,-40.02477261003801,-91.43463884262975,0.021858115,196.953,24.505170519808683,7.6248517,0.0011795199,0.0,686000,0.0,-40.02477261003801,-18.425980843214735,-18.425980843214735,105,-91.43463884262975,105,-40.02477261003802,10,0.0,0.0,24.505170519808683,-40.02477261003802,10
9.591775,-42.919444329357304,-83.10284643678283,0.021483764,197.79259,21.560505128433963,7.6257234,-0.00078002404,0.0,692000,0.0,-42.919444329357304,-19.186336690643838,-19.186336690643838,106,-83.10284643678283,106,-42.9194443293573,10,0.0,0.0,21.560505128433963,-42.9194443293573,10
8.736994,-36.627147845934815,-89.77267982176956,0.021455977,195.94394,23.094065624224555,7.630505,0.0008865082,0.0,698000,0.0,-36.627147845934815,-18.807625449046053,-18.807625449046053,107,-89.77267982176956,107,-36.62714784593483,10,0.0,0.0,23.094065624224555,-36.62714784593483,10
8.464898,-35.53463185644763,-57.43454463458109,0.021015888,196.76372,10.997393407365946,7.625302,-0.00017074007,0.0,704000,0.0,-35.53463185644763,-23.324157884031642,-23.324157884031642,108,-57.43454463458109,108,-35.53463185644764,10,0.0,0.0,10.997393407365946,-35.53463185644764,10
8.778664,-48.336728782355074,-91.39100553954009,0.021460287,197.14372,26.41564187712672,7.626403,0.0014851537,0.0,710000,0.0,-48.336728782355074,-21.122457444956687,-21.122457444956687,109,-91.39100553954009,109,-48.33672878235506,10,0.0,0.0,26.41564187712672,-48.33672878235506,10
8.914207,-48.61332075734268,-88.64599019685568,0.020940214,195.46066,26.27254708870317,7.6264977,-0.00203082,0.0,716000,0.0,-48.61332075734268,-18.603770730201333,-18.603770730201333,110,-88.64599019685568,110,-48.613320757342684,10,0.0,0.0,26.27254708870317,-48.613320757342684,10
8.741566,-43.95899270036465,-86.79025968743576,0.021431966,195.1671,24.9266973962885,7.6252656,0.0003833434,0.0,722000,0.0,-43.95899270036465,-20.77873127115887,-20.77873127115887,111,-86.79025968743576,111,-43.95899270036465,10,0.0,0.0,24.9266973962885,-43.95899270036465,10
9.075481,-38.29988862766018,-87.93559409393934,0.021265704,194.98096,21.71325297403285,7.637775,0.00022078997,0.0,728000,0.0,-38.29988862766018,-21.337266693868965,-21.337266693868965,112,-87.93559409393934,112,-38.299888627660174,10,0.0,0.0,21.71325297403285,-38.299888627660174,10
9.240919,-36.01202571308123,-57.811488965165616,0.021391958,194.08041,15.20817193028766,7.63339,-0.00035393288,0.0,734000,0.0,-36.01202571308123,-17.934350916944073,-17.934350916944073,113,-57.811488965165616,113,-36.01202571308123,10,0.0,0.0,15.20817193028766,-36.01202571308123,10
8.313105,-32.90022671843265,-66.5194984230915,0.021129483,194.01181,12.867486437889305,7.6246886,-0.00065360643,0.0,740000,0.0,-32.90022671843265,-22.66610831776918,-22.66610831776918,114,-66.5194984230915,114,-32.90022671843266,10,0.0,0.0,12.867486437889305,-32.90022671843266,10
9.2365885,-39.58443588670171,-85.1849074857891,0.02128829,192.7389,21.753097830944423,7.62466,-0.00017984354,0.0,746000,0.0,-39.58443588670171,-19.413524618483134,-19.413524618483134,115,-85.1849074857891,115,-39.584435886701705,10,0.0,0.0,21.753097830944423,-39.584435886701705,10
9.181347,-46.16956272045452,-86.97178951167756,0.021428676,194.12645,21.730424896843193,7.625011,-0.00056016113,0.0,752000,0.0,-46.16956272045452,-19.3962631813525,-19.3962631813525,116,-86.97178951167756,116,-46.16956272045452,10,0.0,0.0,21.730424896843193,-46.16956272045452,10
8.627744,-43.88561334722494,-88.3532897860829,0.021893913,193.27963,20.348873881125886,7.629356,0.0020768659,0.0,758000,0.0,-43.88561334722494,-23.284599383887016,-23.284599383887016,117,-88.3532897860829,117,-43.88561334722493,10,0.0,0.0,20.348873881125886,-43.88561334722493,10
8.291103,-32.73600481261778,-71.08374157902993,0.02125397,194.73521,16.24501943251951,7.6249766,0.000511405,0.0,764000,0.0,-32.73600481261778,-19.834814470822312,-19.834814470822312,118,-71.08374157902993,118,-32.73600481261778,10,0.0,0.0,16.24501943251951,-32.73600481261778,10
9.316092,-38.69281175861253,-86.00257667380399,0.0209824,191.81921,24.851770043148576,7.635817,0.0009687101,0.0,770000,0.0,-38.69281175861253,-17.964222222028845,-17.964222222028845,119,-86.00257667380399,119,-38.69281175861253,10,0.0,0.0,24.851770043148576,-38.69281175861253,10
8.600824,-45.70055339831222,-87.63849369182013,0.02048848,192.17938,27.551965317829907,7.624632,-0.0011938944,0.0,776000,0.0,-45.70055339831222,-18.129594008835173,-18.129594008835173,120,-87.63849369182013,120,-45.70055339831224,10,0.0,0.0,27.551965317829907,-45.70055339831224,10
9.213534,-42.18308345467635,-73.35294766190975,0.021042893,191.6267,18.99023637075068,7.624632,0.00231348,0.0,782000,0.0,-42.18308345467635,-20.33346296258735,-20.33346296258735,121,-73.35294766190975,121,-42.183083454676336,10,0.0,0.0,18.99023637075068,-42.183083454676336,10
9.493943,-33.36356972043521,-88.46982379849764,0.02000289,191.06781,18.83897889467231,7.624632,-0.00073608494,0.0,788000,0.0,-33.36356972043521,-21.63779011755949,-21.63779011755949,122,-88.46982379849764,122,-33.36356972043522,10,0.0,0.0,18.83897889467231,-33.36356972043522,10
8.962033,-35.33897517850104,-66.80856580873167,0.020627167,192.42003,15.618273727922935,7.624632,0.00082631945,0.0,794000,0.0,-35.33897517850104,-19.759291219990008,-19.759291219990008,123,-66.80856580873167,123,-35.33897517850104,10,0.0,0.0,15.618273727922935,-35.33897517850104,10
9.78439,-43.04414209190319,-86.2426842629487,0.020935504,192.81068,23.23732640850268,7.624632,0.0010326616,0.0,800000,0.0,-43.04414209190319,-19.70695619020205,-19.70695619020205,124,-86.2426842629487,124,-43.044142091903176,10,0.0,0.0,23.23732640850268,-43.044142091903176,10
8.615583,-45.824846439445864,-86.38682958507873,0.01978532,190.84837,27.081008017501894,7.624632,-0.001232691,0.0,806000,0.0,-45.824846439445864,-20.400512716750598,-20.400512716750598,125,-86.38682958507873,125,-45.824846439445864,10,0.0,0.0,27.081008017501894,-45.824846439445864,10
9.871191,-50.299639124423194,-87.69771726778977,0.020229844,190.58977,26.166451867458715,7.624632,0.00020307586,0.0,812000,0.0,-50.299639124423194,-21.592868508718087,-21.592868508718087,126,-87.69771726778977,126,-50.299639124423194,10,0.0,0.0,26.166451867458715,-50.299639124423194,10
9.182508,-36.64506092400265,-71.24261342531351,0.020020744,189.7971,18.023535506857066,7.624632,-0.00021011649,0.0,818000,0.0,-36.64506092400265,-21.34114076519178,-21.34114076519178,127,-71.24261342531351,127,-36.645060924002635,10,0.0,0.0,18.023535506857066,-36.645060924002635,10
10.042606,-33.047554163626806,-66.47119052934528,0.020468011,191.17046,13.895789774894062,7.624632,0.0026203424,0.0,824000,0.0,-33.047554163626806,-19.448810158466802,-19.448810158466802,128,-66.47119052934528,128,-33.047554163626806,10,0.0,0.0,13.895789774894062,-33.047554163626806,10
9.423852,-35.49695416475025,-57.259528063542525,0.019404355,190.53978,12.65911019949191,7.624632,0.0008492807,0.0,830000,0.0,-35.49695416475025,-21.116356163909316,-21.116356163909316,129,-57.259528063542525,129,-35.496954164750264,10,0.0,0.0,12.65911019949191,-35.496954164750264,10
9.444179,-46.7457019421253,-87.45746806235704,0.019319426,190.43393,23.42119804197044,7.624632,0.00039725113,0.0,836000,0.0,-46.7457019421253,-21.18355757978709,-21.18355757978709,130,-87.45746806235704,130,-46.74570194212531,10,0.0,0.0,23.42119804197044,-46.74570194212531,10
9.699252,-38.144382722719676,-80.04426226322784,0.01941421,189.36891,20.614847627269448,7.624632,0.00021257934,0.0,842000,0.0,-38.144382722719676,-20.137610623959947,-20.137610623959947,131,-80.04426226322784,131,-38.14438272271968,10,0.0,0.0,20.614847627269448,-38.14438272271968,10
9.842291,-36.861417133851845,-86.5012374919992,0.019614033,190.58627,19.834114697956792,7.624632,-0.0015759473,0.0,848000,0.0,-36.861417133851845,-19.707608628672737,-19.707608628672737,132,-86.5012374919992,132,-36.861417133851845,10,0.0,0.0,19.834114697956792,-36.861417133851845,10
9.424311,-37.29000322006237,-85.48932524218509,0.019421468,190.00914,17.684631793317976,7.624632,-9.3912335e-05,0.0,854000,0.0,-37.29000322006237,-24.32296063816367,-24.32296063816367,133,-85.48932524218509,133,-37.29000322006237,10,0.0,0.0,17.684631793317976,-37.29000322006237,10
10.384862,-42.642744741880975,-72.1852524820567,0.019704659,190.51675,22.063920183185196,7.624632,0.002312275,0.0,860000,0.0,-42.642744741880975,-18.886073022691644,-18.886073022691644,134,-72.1852524820567,134,-42.642744741880975,10,0.0,0.0,22.063920183185196,-42.642744741880975,10
9.757684,-37.583564147010506,-70.97792601775292,0.019482581,190.01338,16.47871797443249,7.624632,0.0010033261,0.0,866000,0.0,-37.583564147010506,-19.8263458158309,-19.8263458158309,135,-70.97792601775292,135,-37.5835641470105,10,0.0,0.0,16.47871797443249,-37.5835641470105,10
8.63868,-33.388997431120444,-55.556791426598906,0.0190357,188.71169,11.022599345647738,7.624632,0.00016413459,0.0,872000,0.0,-33.388997431120444,-20.670311628575188,-20.670311628575188,136,-55.556791426598906,136,-33.38899743112044,10,0.0,0.0,11.022599345647738,-33.38899743112044,10
9.68625,-43.161864468648915,-87.30338673669317,0.018881056,189.47664,22.61934823118219,7.624632,0.0014262238,0.0,878000,0.0,-43.161864468648915,-22.9784637467213,-22.9784637467213,137,-87.30338673669317,137,-43.161864468648915,10,0.0,0.0,22.61934823118219,-43.161864468648915,10
10.34176,-46.36739390329019,-87.19214301834958,0.018548772,188.56497,26.043299774092183,7.624632,8.497906e-05,0.0,884000,0.0,-46.36739390329019,-20.176109818013053,-20.176109818013053,138,-87.19214301834958,138,-46.36739390329019,10,0.0,0.0,26.043299774092183,-46.36739390329019,10
10.54025,-42.98472365041037,-85.92630481154681,0.01817889,188.1589,22.766441342892602,7.624632,0.0007749696,0.0,890000,0.0,-42.98472365041037,-21.16438211416889,-21.16438211416889,139,-85.92630481154681,139,-42.98472365041037,10,0.0,0.0,22.766441342892602,-42.98472365041037,10
9.344971,-39.690066546326136,-86.31605157772185,0.017959977,188.94997,21.322250840289154,7.624632,-0.0009929923,0.0,896000,0.0,-39.690066546326136,-21.42378313641349,-21.42378313641349,140,-86.31605157772185,140,-39.69006654632615,10,0.0,0.0,21.322250840289154,-39.69006654632615,10
8.975595,-41.69220142243034,-85.56314178615388,0.01782558,188.2097,19.759785003182348,7.624632,5.6070447e-05,0.0,902000,0.0,-41.69220142243034,-22.75990334119919,-22.75990334119919,141,-85.56314178615388,141,-41.69220142243033,10,0.0,0.0,19.759785003182348,-41.69220142243033,10
10.262615,-39.923054059477856,-71.94776330877805,0.018191285,188.4015,17.337605964612067,7.624632,-0.0014717471,0.0,908000,0.0,-39.923054059477856,-21.690987481681084,-21.690987481681084,142,-71.94776330877805,142,-39.92305405947786,10,0.0,0.0,17.337605964612067,-39.92305405947786,10
9.336983,-38.26846753600612,-70.69342167025594,0.018802147,187.46053,16.554015576147865,7.624632,0.0027545367,0.0,914000,0.0,-38.26846753600612,-21.37846407621707,-21.37846407621707,143,-70.69342167025594,143,-38.26846753600611,10,0.0,0.0,16.554015576147865,-38.26846753600611,10
9.742469,-42.60647253457896,-87.07575425459846,0.017511237,187.62912,27.653188292395683,7.624632,0.0011439931,0.0,920000,0.0,-42.60647253457896,-19.806845279672284,-19.806845279672284,144,-87.07575425459846,144,-42.60647253457897,10,0.0,0.0,27.653188292395683,-42.60647253457897,10
11.018096,-41.02471793400578,-85.35559635982482,0.01729372,187.61278,20.29943205746248,7.624632,0.0015688227,0.0,926000,0.0,-41.02471793400578,-23.32365392528045,-23.32365392528045,145,-85.35559635982482,145,-41.024717934005785,10,0.0,0.0,20.29943205746248,-41.024717934005785,10
9.153311,-37.53598031684699,-73.59989889400293,0.017243175,187.09517,19.297741799419736,7.624632,-0.0012936578,0.0,932000,0.0,-37.53598031684699,-19.71879743473489,-19.71879743473489,146,-73.59989889400293,146,-37.53598031684699,10,0.0,0.0,19.297741799419736,-37.53598031684699,10
9.173636,-46.82602420619419,-87.14648066672675,0.017284026,187.21596,23.1091863101403,7.624632,0.0009241897,0.0,938000,0.0,-46.82602420619419,-19.52653178401656,-19.52653178401656,147,-87.14648066672675,147,-46.82602420619417,10,0.0,0.0,23.1091863101403,-46.82602420619417,10
9.846957,-48.90470354826878,-86.35772021275172,0.017375484,186.66656,23.922921318764125,7.624632,0.0013469434,0.0,944000,0.0,-48.90470354826878,-25.11478553629157,-25.11478553629157,148,-86.35772021275172,148,-48.90470354826876,10,0.0,0.0,23.922921318764125,-48.90470354826876,10
12.697565,-30.321060098807152,-48.408470956002105,0.0162533,187.76108,9.216576457444525,7.624632,-0.0009291228,0.0,950000,0.0,-30.321060098807152,-19.07400118169665,-19.07400118169665,149,-48.408470956002105,149,-30.321060098807134,10,0.0,0.0,9.216576457444525,-30.321060098807134,10
7.0797186,-43.886188031413745,-88.59193607882997,0.017476065,186.65166,18.903026851970104,7.624632,0.00027684987,0.0,956000,0.0,-43.886188031413745,-19.281330020672108,-19.281330020672108,150,-88.59193607882997,150,-43.886188031413745,10,0.0,0.0,18.903026851970104,-43.886188031413745,10
9.705168,-42.71679759743427,-87.31621426056206,0.016736053,186.56216,25.287484154782387,7.624632,-0.00015334557,0.0,962000,0.0,-42.71679759743427,-20.35385813431658,-20.35385813431658,151,-87.31621426056206,151,-42.71679759743428,10,0.0,0.0,25.287484154782387,-42.71679759743428,10
11.307897,-51.73975715672854,-86.40849775536273,0.016632123,187.67773,22.912926145035883,7.624632,-0.0011811851,0.0,968000,0.0,-51.73975715672854,-24.27674536161197,-24.27674536161197,152,-86.40849775536273,152,-51.73975715672852,10,0.0,0.0,22.912926145035883,-51.73975715672852,10
9.796331,-30.303422327298513,-71.58901191543733,0.017464828,185.87509,14.274955751761182,7.624632,0.00156166,0.0,974000,0.0,-30.303422327298513,-20.873899178934664,-20.873899178934664,153,-71.58901191543733,153,-30.3034223272985,10,0.0,0.0,14.274955751761182,-30.3034223272985,10
9.452165,-37.09152667166448,-76.4715609978248,0.017338429,186.74924,16.86255674453181,7.624632,0.00012828899,0.0,980000,0.0,-37.09152667166448,-20.747078556465528,-20.747078556465528,154,-76.4715609978248,154,-37.09152667166451,10,0.0,0.0,16.86255674453181,-37.09152667166451,10
9.294783,-41.841745189472576,-73.14305720056781,0.016912315,185.7752,20.107262845094713,7.624632,-0.0006245824,0.0,986000,0.0,-41.841745189472576,-20.0954030256068,-20.0954030256068,155,-73.14305720056781,155,-41.841745189472576,10,0.0,0.0,20.107262845094713,-41.841745189472576,10
11.950829,-34.454039231584574,-81.25270006029484,0.016775928,186.37984,16.444392971237612,7.624632,-0.0012113628,0.0,992000,0.0,-34.454039231584574,-22.403048601212276,-22.403048601212276,156,-81.25270006029484,156,-34.45403923158458,10,0.0,0.0,16.444392971237612,-34.45403923158458,10
8.811295,-45.07959380240334,-86.57518831296534,0.018088767,185.18878,22.92019082062011,7.624632,0.0014242901,0.0,998000,0.0,-45.07959380240334,-21.844054719964753,-21.844054719964753,157,-86.57518831296534,157,-45.07959380240332,10,0.0,0.0,22.92019082062011,-45.07959380240332,10
11.321727,-41.95523197882649,-88.36723579427235,0.01716198,186.4615,21.02444097550376,7.624632,0.00028675157,0.0,1004000,0.0,-41.95523197882649,-19.749121996792507,-19.749121996792507,158,-88.36723579427235,158,-41.9552319788265,10,0.0,0.0,21.02444097550376,-41.9552319788265,10
9.308775,-42.3610985817915,-87.99007604440749,0.01708142,185.29475,24.736513883235602,7.624632,1.6192913e-05,0.0,1010000,0.0,-42.3610985817915,-20.08191724928732,-20.08191724928732,159,-87.99007604440749,159,-42.36109858179151,10,0.0,0.0,24.736513883235602,-42.36109858179151,10
9.262334,-35.40252151825027,-86.52917700674796,0.016669445,184.93292,19.13602299604704,7.624632,-0.0039451183,0.0,1016000,0.0,-35.40252151825027,-21.10376406567165,-21.10376406567165,160,-86.52917700674796,160,-35.40252151825027,10,0.0,0.0,19.13602299604704,-35.40252151825027,10
11.346024,-38.698709895444736,-80.9190204834383,0.01787194,185.54619,20.393218027908567,7.624632,0.0023314464,0.0,1022000,0.0,-38.698709895444736,-18.034384334542043,-18.034384334542043,161,-80.9190204834383,161,-38.69870989544472,10,0.0,0.0,20.393218027908567,-38.69870989544472,10
8.886743,-41.33642809787632,-71.18000688666662,0.017690286,186.65744,19.802691724730746,7.624632,0.0018359813,0.0,1028000,0.0,-41.33642809787632,-20.098471799880038,-20.098471799880038,162,-71.18000688666662,162,-41.336428097876336,10,0.0,0.0,19.802691724730746,-41.336428097876336,10
12.528344,-43.07754464604602,-88.31047508384994,0.017220687,186.50993,25.971668598065005,7.624632,0.0021399446,0.0,1034000,0.0,-43.07754464604602,-21.288424963423015,-21.288424963423015,163,-88.31047508384994,163,-43.07754464604603,10,0.0,0.0,25.971668598065005,-43.07754464604603,10
9.12061,-43.33388427989964,-89.07281061732128,0.015496809,184.63844,20.845276838803077,7.624632,-0.0031947547,0.0,1040000,0.0,-43.33388427989964,-21.837781686182787,-21.837781686182787,164,-89.07281061732128,164,-43.33388427989965,10,0.0,0.0,20.845276838803077,-43.33388427989965,10
11.43857,-44.61195851446373,-89.67283171643832,0.01675877,185.25412,19.790684551961697,7.624632,0.00090805057,0.0,1046000,0.0,-44.61195851446373,-28.17833201747817,-28.17833201747817,165,-89.67283171643832,165,-44.611958514463744,10,0.0,0.0,19.790684551961697,-44.611958514463744,10
8.5123825,-42.097467274883726,-88.21911973057193,0.016994892,185.60165,26.767172782185465,7.624632,0.0010451577,0.0,1052000,0.0,-42.097467274883726,-20.000807833859472,-20.000807833859472,166,-88.21911973057193,166,-42.09746727488371,10,0.0,0.0,26.767172782185465,-42.09746727488371,10
10.004332,-34.7120922653411,-80.18211227502938,0.016402932,184.75668,17.497319994429375,7.624632,0.0015736818,0.0,1058000,0.0,-34.7120922653411,-20.73037249425141,-20.73037249425141,167,-80.18211227502938,167,-34.7120922653411,10,0.0,0.0,17.497319994429375,-34.7120922653411,10
12.03932,-41.6812106770926,-87.901432492245,0.016401166,184.82231,23.121694361620296,7.624632,0.00038497447,0.0,1064000,0.0,-41.6812106770926,-18.71250399341936,-18.71250399341936,168,-87.901432492245,168,-41.68121067709261,10,0.0,0.0,23.121694361620296,-41.68121067709261,10
10.146621,-40.07751791505341,-72.78735754355351,0.017177768,185.5614,18.527281140477665,7.624632,0.0019151507,0.0,1070000,0.0,-40.07751791505341,-20.689774882852287,-20.689774882852287,169,-72.78735754355351,169,-40.07751791505342,10,0.0,0.0,18.527281140477665,-40.07751791505342,10
8.396399,-44.9475620489017,-101.98411957258237,0.015729034,184.95032,25.324458986579067,7.624632,-0.0020196137,0.0,1076000,0.0,-44.9475620489017,-20.560095425756966,-20.560095425756966,170,-101.98411957258237,170,-44.94756204890173,10,0.0,0.0,25.324458986579067,-44.94756204890173,10
11.17709,-42.11424077203997,-88.59015775165265,0.01711816,186.74118,23.690218451581632,7.624632,0.0045745284,0.0,1082000,0.0,-42.11424077203997,-23.14903676320235,-23.14903676320235,171,-88.59015775165265,171,-42.11424077203997,10,0.0,0.0,23.690218451581632,-42.11424077203997,10
15.020238,-39.346948463973206,-89.39894441866956,0.015690392,184.85934,19.836770491775763,7.624632,-0.0010876532,0.0,1088000,0.0,-39.346948463973206,-21.7703821269829,-21.7703821269829,172,-89.39894441866956,172,-39.346948463973206,10,0.0,0.0,19.836770491775763,-39.346948463973206,10
7.264061,-36.24304533548097,-65.97024839866894,0.015620697,184.68466,13.447997006872807,7.624632,-0.0009038343,0.0,1094000,0.0,-36.24304533548097,-25.227459778423242,-25.227459778423242,173,-65.97024839866894,173,-36.24304533548098,10,0.0,0.0,13.447997006872807,-36.24304533548098,10
9.900138,-44.34607901568942,-87.5780628733892,0.015536288,185.06049,25.187374507612677,7.624632,-0.0017128756,0.0,1100000,0.0,-44.34607901568942,-19.577919964312493,-19.577919964312493,174,-87.5780628733892,174,-44.34607901568941,10,0.0,0.0,25.187374507612677,-44.34607901568941,10
10.830146,-34.348875841574625,-88.08721466021439,0.015569868,184.30821,19.42741180829262,7.624632,-0.0001556244,0.0,1106000,0.0,-34.348875841574625,-20.812651619202594,-20.812651619202594,175,-88.08721466021439,175,-34.34887584157461,10,0.0,0.0,19.42741180829262,-34.34887584157461,10
10.711791,-59.98393476972346,-110.5988783221713,0.015533003,184.61734,27.517245228738258,7.624632,0.0010021894,0.0,1112000,0.0,-59.98393476972346,-24.666694175192777,-24.666694175192777,176,-110.5988783221713,176,-59.98393476972346,10,0.0,0.0,27.517245228738258,-59.98393476972346,10
8.356697,-40.81817190377697,-79.4147167416892,0.015887076,184.98917,19.732523768317208,7.624632,0.00084000494,0.0,1118000,0.0,-40.81817190377697,-23.94735382939795,-23.94735382939795,177,-79.4147167416892,177,-40.81817190377698,10,0.0,0.0,19.732523768317208,-40.81817190377698,10
18.228258,-31.227411857050363,-56.61158608969988,0.015895138,184.25612,13.189374706954007,7.624632,0.0016114722,0.0,1124000,0.0,-31.227411857050363,-18.613120753731597,-18.613120753731597,178,-56.61158608969988,178,-31.227411857050363,10,0.0,0.0,13.189374706954007,-31.227411857050363,10
6.3480835,-40.874039552817635,-88.08662922471214,0.015528972,182.72417,20.086380481631053,7.624632,-0.0027936182,0.0,1130000,0.0,-40.874039552817635,-25.054790772409902,-25.054790772409902,179,-88.08662922471214,179,-40.874039552817635,10,0.0,0.0,20.086380481631053,-40.874039552817635,10
10.719086,-42.77806972861609,-80.58999898090457,0.01527042,183.53,21.29111020281594,7.624632,-0.00091294956,0.0,1136000,0.0,-42.77806972861609,-21.13702468529479,-21.13702468529479,180,-80.58999898090457,180,-42.77806972861608,10,0.0,0.0,21.29111020281594,-42.77806972861608,10
12.4111185,-40.92445942417401,-82.20138401909932,0.015242864,184.93382,22.112996063680175,7.624632,0.0006737682,0.0,1142000,0.0,-40.92445942417401,-18.97690313717138,-18.97690313717138,181,-82.20138401909932,181,-40.924459424174,10,0.0,0.0,22.112996063680175,-40.924459424174,10
8.302382,-44.92752476129171,-87.6675918856249,0.015557531,183.89923,24.296245278951535,7.624632,0.0011288597,0.0,1148000,0.0,-44.92752476129171,-23.514294552031775,-23.514294552031775,182,-87.6675918856249,182,-44.92752476129171,10,0.0,0.0,24.296245278951535,-44.92752476129171,10
19.003464,-43.65240375695636,-90.83509653307772,0.01596567,183.4525,24.57000734252508,7.624632,0.0025520504,0.0,1154000,0.0,-43.65240375695636,-23.07091564603036,-23.07091564603036,183,-90.83509653307772,183,-43.65240375695637,10,0.0,0.0,24.57000734252508,-43.65240375695637,10
5.081711,-33.99813739970642,-55.93471957485302,0.014159475,183.16725,11.920604457229354,7.624632,-0.00495092,0.0,1160000,0.0,-33.99813739970642,-23.170716000263198,-23.170716000263198,184,-55.93471957485302,184,-33.99813739970643,10,0.0,0.0,11.920604457229354,-33.99813739970643,10
