MetaTest/Average/NumEpisodes,MetaTrain/Average/PolicyLoss,MetaTest/handle-press-side-v1/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/handle-press-side-v1/MaxReturn,MetaTest/handle-press-side-v1/SuccessRate,MetaTest/handle-press-side-v1/AverageReturn,MetaTest/handle-press-side-v1/NumEpisodes,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTest/handle-press-side-v1/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTest/handle-press-side-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/handle-press-side-v1/AverageDiscountedReturn,MetaTest/handle-press-side-v1/MinReturn
10,-6874.9526,5.829825975238935,905.264,-23.80273306839346,0.0,-36.896470060801946,10,0.0,152000,-44.285864364643835,16,-3.4523077,-36.89647006080197,-23.80273306839346,5.829825975238935,-36.896470060801946,5.589208,0.0,69154.195,16,0.0,-36.89647006080197,-44.285864364643835
10,-9392.832,15.81733623555087,572.3489,-20.29766085493064,0.0,-39.325272826657354,10,0.0,158000,-64.8651793521011,17,-2.2195675,-39.32527282665733,-20.29766085493064,15.81733623555087,-39.325272826657354,5.7779813,0.0,80635.73,17,0.0,-39.32527282665733,-64.8651793521011
10,-9469.519,16.20311960181538,561.22797,-27.0971959050281,0.0,-70.29488190175398,10,0.0,164000,-86.28334152655141,18,0.33288062,-70.294881901754,-27.0971959050281,16.20311960181538,-70.29488190175398,5.910692,0.0,64083.742,18,0.0,-70.294881901754,-86.28334152655141
10,-8638.85,19.568709486378417,542.6215,-16.64894799825729,0.0,-58.88978729607874,10,0.0,170000,-80.95565856443048,19,2.097533,-58.88978729607875,-16.64894799825729,19.568709486378417,-58.88978729607874,5.7888317,0.0,59458.33,19,0.0,-58.88978729607875,-80.95565856443048
10,-8671.685,10916.849890949568,749.5426,36515.89247588165,0.0,4653.146001713143,10,0.0,176000,-80.11826667778408,20,4.2248955,4653.146001713141,36515.89247588165,10916.849890949568,4653.146001713143,5.3921843,0.0,63968.93,20,0.0,4653.146001713141,-80.11826667778408
10,-8767.806,9.726739190897742,459.33838,-39.506957204491506,0.0,-66.00073369727741,10,0.0,182000,-74.51864275615254,21,3.079936,-66.00073369727741,-39.506957204491506,9.726739190897742,-66.00073369727741,4.9506173,0.0,58928.133,21,0.0,-66.00073369727741,-74.51864275615254
10,-15500.215,22.097553351057368,209.02725,-17.88850654687337,0.0,-54.62355890595886,10,0.0,188000,-82.37066122927217,22,-8.265852,-54.62355890595886,-17.88850654687337,22.097553351057368,-54.62355890595886,5.186186,0.0,84041.74,22,0.0,-54.62355890595886,-82.37066122927217
10,-14066.168,600.5295032360249,400.82947,1677.527496817188,0.0,341.2093416207657,10,0.0,194000,-66.51904617847188,23,-3.9734247,341.2093416207657,1677.527496817188,600.5295032360249,341.2093416207657,5.8555474,0.0,92060.1,23,0.0,341.2093416207657,-66.51904617847188
10,-11803.997,9068.236483768085,205.71123,28247.47585921575,0.0,6558.7636265239025,10,0.0,200000,-18.652733941551013,24,1.1238389,6558.76362652391,28247.47585921575,9068.236483768085,6558.7636265239025,5.985888,0.0,88891.51,24,0.0,6558.76362652391,-18.652733941551013
10,-11232.625,2777.6905246439674,488.3851,9225.715672337072,0.0,892.6907742987487,10,0.0,206000,-46.347039597557576,25,3.1898003,892.6907742987493,9225.715672337072,2777.6905246439674,892.6907742987487,5.6304874,0.0,125795.02,25,0.0,892.6907742987493,-46.347039597557576
10,-11947.3,9618.681019514335,923.6788,27531.161908044982,0.0,7227.523200886295,10,0.0,212000,-76.73295285938197,26,-1.8743372,7227.523200886295,27531.161908044982,9618.681019514335,7227.523200886295,5.5676866,0.0,156763.11,26,0.0,7227.523200886295,-76.73295285938197
10,-12614.97,3046.4827647043135,550.7628,10159.831419343545,0.0,1030.7158444999025,10,0.0,218000,-57.28913555559312,27,-2.9614375,1030.7158444999018,10159.831419343545,3046.4827647043135,1030.7158444999025,5.9034534,0.0,192052.36,27,0.0,1030.7158444999018,-57.28913555559312
10,-15676.496,7365.7168901475015,623.9679,20212.679595402336,0.0,12055.024284952533,10,0.0,224000,691.5260858596956,28,-9.946062,12055.024284952533,20212.679595402336,7365.7168901475015,12055.024284952533,6.4300356,0.0,218939.58,28,0.0,12055.024284952533,691.5260858596956
10,-17463.736,8839.336157058511,604.196,20701.234559771045,0.0,7543.849195803868,10,0.0,230000,-66.91620721705587,29,-11.040865,7543.849195803868,20701.234559771045,8839.336157058511,7543.849195803868,7.612466,0.0,239921.03,29,0.0,7543.849195803868,-66.91620721705587
10,-16595.027,2342.8989293536765,536.36664,8021.424308184901,0.0,1179.4964942638808,10,0.0,236000,-63.223522819043204,30,-8.111102,1179.496494263881,8021.424308184901,2342.8989293536765,1179.4964942638808,8.530677,0.0,273012.94,30,0.0,1179.496494263881,-63.223522819043204
10,-17476.613,8653.299942951158,601.8275,25088.541467176412,0.0,8399.979454891338,10,0.0,242000,-75.75850054599131,31,-7.8449874,8399.979454891341,25088.541467176412,8653.299942951158,8399.979454891338,9.411791,0.0,331755.47,31,0.0,8399.979454891341,-75.75850054599131
10,-20373.955,6650.781571926442,706.47485,17035.008878050794,0.0,4538.807818220755,10,0.0,248000,-78.49394393530943,32,-10.890729,4538.80781822075,17035.008878050794,6650.781571926442,4538.807818220755,10.641513,0.0,388468.62,32,0.0,4538.80781822075,-78.49394393530943
10,-20337.135,17400.501980291003,509.00946,50145.56717064976,0.0,17928.450423415146,10,0.0,254000,915.415907122153,33,-8.616736,17928.45042341514,50145.56717064976,17400.501980291003,17928.450423415146,11.89541,0.0,435682.34,33,0.0,17928.45042341514,915.415907122153
10,-21222.742,11891.632240288705,631.56537,40106.52393370754,0.0,8872.993811372577,10,0.0,260000,-83.2830850290286,34,-5.8090205,8872.99381137258,40106.52393370754,11891.632240288705,8872.993811372577,12.915395,0.0,507108.25,34,0.0,8872.99381137258,-83.2830850290286
10,-21659.715,8263.337761791383,577.2727,23627.603144416964,0.0,6206.04804227068,10,0.0,266000,-67.64447041916935,35,2.9285588,6206.048042270681,23627.603144416964,8263.337761791383,6206.04804227068,12.91674,0.0,568809.8,35,0.0,6206.048042270681,-67.64447041916935
10,-26037.428,17801.44680949846,461.7098,51903.784603905384,0.0,12598.80089435987,10,0.0,272000,-50.13608856166304,36,-4.350058,12598.800894359876,51903.784603905384,17801.44680949846,12598.80089435987,13.209344,0.0,632684.8,36,0.0,12598.800894359876,-50.13608856166304
10,-27567.293,22171.303616245525,433.26443,52983.21409981423,0.0,19035.737141739948,10,0.0,278000,1427.1035956434994,37,-8.80152,19035.73714173994,52983.21409981423,22171.303616245525,19035.737141739948,14.41317,0.0,785545.2,37,0.0,19035.73714173994,1427.1035956434994
10,-27620.488,8195.638135994295,325.5394,26663.69512937052,0.0,8202.831930518088,10,0.0,284000,-37.9095087259773,38,-3.135943,8202.831930518092,26663.69512937052,8195.638135994295,8202.831930518088,15.695191,0.0,796187.06,38,0.0,8202.831930518092,-37.9095087259773
10,-26729.965,13282.45641084413,301.48776,43312.53140458606,0.0,11426.749721110351,10,0.0,290000,-22.316963039557788,39,-0.35207003,11426.749721110358,43312.53140458606,13282.45641084413,11426.749721110351,16.054985,0.0,949030.1,39,0.0,11426.749721110358,-22.316963039557788
10,-27824.781,21816.9236038817,195.08723,59646.521896997474,0.0,15876.7556238379,10,0.0,296000,-55.714815897959625,40,-0.26491675,15876.755623837898,59646.521896997474,21816.9236038817,15876.7556238379,16.000364,0.0,1088136.2,40,0.0,15876.755623837898,-55.714815897959625
10,-30129.633,24585.073723614263,162.98094,70101.58983639092,0.0,29254.53674241277,10,0.0,302000,-56.86581241553479,41,-1.5247325,29254.536742412758,70101.58983639092,24585.073723614263,29254.53674241277,16.45625,0.0,1266854.5,41,0.0,29254.536742412758,-56.86581241553479
10,-29069.93,20092.20397852063,197.53784,61001.26238953338,0.0,29326.836201785052,10,0.0,308000,-20.41500271369513,42,-0.7765983,29326.836201785052,61001.26238953338,20092.20397852063,29326.836201785052,16.656223,0.0,1378182.9,42,0.0,29326.836201785052,-20.41500271369513
10,-30874.342,22616.654340852525,170.11456,60973.46615795114,0.0,39860.83917478664,10,0.0,314000,-16.405155185255904,43,-1.5465491,39860.83917478664,60973.46615795114,22616.654340852525,39860.83917478664,17.179468,0.0,1543983.5,43,0.0,39860.83917478664,-16.405155185255904
10,-32664.682,20980.142023895663,172.64554,55397.97468793992,0.0,25537.54564278479,10,0.0,320000,-17.64526151422018,44,-4.936272,25537.545642784793,55397.97468793992,20980.142023895663,25537.54564278479,17.877262,0.0,1677703.6,44,0.0,25537.545642784793,-17.64526151422018
10,-34953.71,24652.450556233347,181.20581,79869.8394632323,0.0,33006.884516786406,10,0.0,326000,-14.391863243318623,45,-5.3664227,33006.8845167864,79869.8394632323,24652.450556233347,33006.884516786406,19.730068,0.0,1898623.0,45,0.0,33006.8845167864,-14.391863243318623
10,-36892.043,17740.16998240819,176.07523,60493.17645468636,0.0,42369.38712607534,10,0.0,332000,-31.299555859966492,46,-4.189915,42369.38712607533,60493.17645468636,17740.16998240819,42369.38712607534,21.320267,0.0,2114234.2,46,0.0,42369.38712607533,-31.299555859966492
10,-36978.145,17653.90607735479,160.13666,46590.56262860059,0.0,31383.177890341478,10,0.0,338000,-13.51432059383442,47,-1.6831279,31383.177890341478,46590.56262860059,17653.90607735479,31383.177890341478,21.987673,0.0,2280163.5,47,0.0,31383.177890341478,-13.51432059383442
10,-37977.78,20452.204486612027,157.27016,54189.44542404114,0.0,29847.082887779776,10,0.0,344000,1884.6750918474002,48,-3.3639185,29847.08288777977,54189.44542404114,20452.204486612027,29847.082887779776,22.878412,0.0,2456576.2,48,0.0,29847.08288777977,1884.6750918474002
10,-41223.953,14327.871985553924,121.61118,50419.228310795625,0.0,36154.119982516466,10,0.0,350000,6322.792365328094,49,-2.3860908,36154.11998251648,50419.228310795625,14327.871985553924,36154.119982516466,24.221941,0.0,2758817.8,49,0.0,36154.11998251648,6322.792365328094
10,-42596.184,11774.218209631877,116.55162,62937.58684531602,0.0,44726.10747627812,10,0.0,356000,26104.42422501989,50,-2.5374131,44726.10747627811,62937.58684531602,11774.218209631877,44726.10747627812,25.059343,0.0,2903006.8,50,0.0,44726.10747627811,26104.42422501989
10,-44054.94,17554.45704862204,128.50284,58094.528020900034,0.0,34825.33985741851,10,0.0,362000,6551.146959822324,51,-3.0931866,34825.339857418505,58094.528020900034,17554.45704862204,34825.33985741851,26.298962,0.0,3074367.8,51,0.0,34825.339857418505,6551.146959822324
10,-44782.87,22404.952686332974,138.43628,55123.25982643023,0.0,25486.96604851144,10,0.0,368000,-45.759731142073015,52,1.414978,25486.966048511444,55123.25982643023,22404.952686332974,25486.96604851144,26.658426,0.0,3144030.8,52,0.0,25486.966048511444,-45.759731142073015
10,-46711.77,12408.835145132154,145.2681,45337.48503948893,0.0,37229.418946382706,10,0.0,374000,1193.483863943351,53,-0.057822417,37229.41894638271,45337.48503948893,12408.835145132154,37229.418946382706,26.315105,0.0,3396485.8,53,0.0,37229.41894638271,1193.483863943351
10,-48769.375,16770.522114866762,153.72734,51312.542644692985,0.0,32820.658256908944,10,0.0,380000,958.4646170060508,54,-0.46065822,32820.658256908944,51312.542644692985,16770.522114866762,32820.658256908944,26.67275,0.0,3596338.0,54,0.0,32820.658256908944,958.4646170060508
10,-48533.273,15292.719463141177,175.93715,63819.147492666234,0.0,39874.76342520342,10,0.0,386000,-15.928534000837674,55,1.289358,39874.76342520343,63819.147492666234,15292.719463141177,39874.76342520342,26.1676,0.0,3646210.8,55,0.0,39874.76342520343,-15.928534000837674
10,-48669.047,18651.582635047052,294.0263,46340.96830311735,0.0,19715.655796168874,10,0.0,392000,-65.92349108048704,56,0.71056825,19715.655796168874,46340.96830311735,18651.582635047052,19715.655796168874,26.433994,0.0,3890639.2,56,0.0,19715.655796168874,-65.92349108048704
10,-42308.152,14236.150451199883,530.533,37553.743014792955,0.0,14547.462166173598,10,0.0,398000,-44.41294096311175,57,4.5598416,14547.462166173598,37553.743014792955,14236.150451199883,14547.462166173598,25.00437,0.0,3516808.2,57,0.0,14547.462166173598,-44.41294096311175
10,-52842.3,18173.884063103626,304.85284,55144.69856913341,0.0,34274.59887170901,10,0.0,404000,1198.3725395699928,58,-6.904461,34274.59887170901,55144.69856913341,18173.884063103626,34274.59887170901,25.368883,0.0,4206973.5,58,0.0,34274.59887170901,1198.3725395699928
10,-59144.652,15099.486819713344,268.82785,67594.88014059488,0.0,41653.10445579065,10,0.0,410000,12643.694195412605,59,-5.1836405,41653.10445579064,67594.88014059488,15099.486819713344,41653.10445579065,27.580019,0.0,4622803.5,59,0.0,41653.10445579064,12643.694195412605
10,-60874.59,7295.273966537576,252.14566,52122.02247770916,0.0,42305.09664902893,10,0.0,416000,27474.610916647784,60,-2.3608124,42305.09664902892,52122.02247770916,7295.273966537576,42305.09664902893,29.399227,0.0,4553494.0,60,0.0,42305.09664902892,27474.610916647784
10,-63560.04,11787.630309514314,235.30296,56158.94089916803,0.0,44217.14938624918,10,0.0,422000,14542.17134142259,61,-0.25578701,44217.14938624918,56158.94089916803,11787.630309514314,44217.14938624918,29.906378,0.0,4722715.0,61,0.0,44217.14938624918,14542.17134142259
10,-63242.76,18256.57328192879,277.31204,68002.24060771774,0.0,43413.33093450542,10,0.0,428000,-13.880157482067357,62,-2.9250689,43413.33093450543,68002.24060771774,18256.57328192879,43413.33093450542,30.56775,0.0,4972483.0,62,0.0,43413.33093450543,-13.880157482067357
10,-65182.793,14130.026587598097,302.10193,56789.523808853446,0.0,38824.05266985045,10,0.0,434000,-15.920773076217523,63,-0.01189273,38824.05266985045,56789.523808853446,14130.026587598097,38824.05266985045,31.314651,0.0,4939565.5,63,0.0,38824.05266985045,-15.920773076217523
10,-66631.26,16111.700381307674,325.76575,66793.24151690122,0.0,36744.94463427042,10,0.0,440000,-18.7372845317052,64,1.2796755,36744.94463427041,66793.24151690122,16111.700381307674,36744.94463427042,30.88314,0.0,5139788.5,64,0.0,36744.94463427041,-18.7372845317052
10,-66801.195,19729.492600850128,281.11386,48888.94719307335,0.0,29807.181041644537,10,0.0,446000,-26.322558483953653,65,1.5770093,29807.181041644526,48888.94719307335,19729.492600850128,29807.181041644537,30.707699,0.0,5350953.0,65,0.0,29807.181041644526,-26.322558483953653
10,-68858.67,12535.64485882346,279.91476,47325.61577595463,0.0,35693.26858539027,10,0.0,452000,7526.292843722948,66,-0.5897454,35693.26858539026,47325.61577595463,12535.64485882346,35693.26858539027,30.390324,0.0,5383867.5,66,0.0,35693.26858539026,7526.292843722948
10,-70005.016,17781.792832958643,271.18805,50551.86040250559,0.0,33158.73856113198,10,0.0,458000,-13.486941972388461,67,0.085034855,33158.738561131984,50551.86040250559,17781.792832958643,33158.73856113198,30.213509,0.0,5364534.5,67,0.0,33158.738561131984,-13.486941972388461
10,-70120.99,5600.982675931573,265.85852,44607.60693826281,0.0,38798.59808622193,10,0.0,464000,24009.590629004982,68,0.2877104,38798.59808622193,44607.60693826281,5600.982675931573,38798.59808622193,30.462297,0.0,5517037.0,68,0.0,38798.59808622193,24009.590629004982
10,-69707.92,10470.798088426682,248.16505,55096.90963432878,0.0,41915.08188069507,10,0.0,470000,19637.635419869057,69,-1.2136914,41915.08188069507,55096.90963432878,10470.798088426682,41915.08188069507,30.403173,0.0,5255813.0,69,0.0,41915.08188069507,19637.635419869057
10,-71201.62,12951.566930239314,236.44589,45677.05208511213,0.0,36565.4660693738,10,0.0,476000,-15.069722697617594,70,0.33237803,36565.46606937379,45677.05208511213,12951.566930239314,36565.4660693738,30.668957,0.0,5436024.5,70,0.0,36565.46606937379,-15.069722697617594
10,-74841.484,12815.338388028127,264.4332,48893.9279051377,0.0,38687.257765638504,10,0.0,482000,954.344241490362,71,-0.0742204,38687.257765638504,48893.9279051377,12815.338388028127,38687.257765638504,30.695875,0.0,5659406.5,71,0.0,38687.257765638504,954.344241490362
10,-73481.94,15265.14967743048,288.75217,50753.59224894174,0.0,34027.3362075356,10,0.0,488000,1447.1484926440244,72,-0.4758518,34027.3362075356,50753.59224894174,15265.14967743048,34027.3362075356,30.861889,0.0,5723383.0,72,0.0,34027.3362075356,1447.1484926440244
10,-73271.89,14329.275429361074,336.22137,49334.81681539535,0.0,33981.499419865,10,0.0,494000,1196.693472714536,73,0.48090357,33981.49941986501,49334.81681539535,14329.275429361074,33981.499419865,30.949087,0.0,5696152.5,73,0.0,33981.49941986501,1196.693472714536
10,-75129.13,23535.581289765196,438.72427,68422.27047792268,0.0,27562.39188865525,10,0.0,500000,-13.199929143006397,74,-0.9040935,27562.391888655246,68422.27047792268,23535.581289765196,27562.39188865525,30.661106,0.0,6109829.0,74,0.0,27562.391888655246,-13.199929143006397
10,-79972.98,10116.155775579811,353.28925,51068.16625936291,0.0,40960.11311051343,10,0.0,506000,14013.120266938216,75,-3.1198726,40960.11311051342,51068.16625936291,10116.155775579811,40960.11311051343,31.883005,0.0,6650538.5,75,0.0,40960.11311051342,14013.120266938216
10,-81248.23,7836.77264438534,300.20593,50256.566380441385,0.0,39022.23833591777,10,0.0,512000,24740.394525768206,76,-1.1149014,39022.238335917755,50256.566380441385,7836.77264438534,39022.23833591777,33.585304,0.0,6620800.0,76,0.0,39022.238335917755,24740.394525768206
10,-85299.21,15751.713484514368,230.34991,61740.342119629284,0.0,43660.62239238083,10,0.0,518000,-13.008303436909896,77,-4.0625463,43660.62239238083,61740.342119629284,15751.713484514368,43660.62239238083,34.719486,0.0,7060511.0,77,0.0,43660.62239238083,-13.008303436909896
10,-87870.68,10134.817106928986,212.36143,43364.25391692387,0.0,34252.611624779965,10,0.0,524000,13814.942997006898,78,-0.81937575,34252.61162477997,43364.25391692387,10134.817106928986,34252.611624779965,36.699986,0.0,7167584.5,78,0.0,34252.61162477997,13814.942997006898
10,-88075.89,17141.515032806616,225.78088,47914.410338803806,0.0,33163.42401609518,10,0.0,530000,-17.5017490044083,79,0.67996246,33163.42401609519,47914.410338803806,17141.515032806616,33163.42401609518,36.47264,0.0,7321247.5,79,0.0,33163.42401609519,-17.5017490044083
10,-90615.01,13907.121106014929,222.77916,57094.2932597106,0.0,37229.92923635472,10,0.0,536000,-16.836780762436803,80,0.37348786,37229.92923635473,57094.2932597106,13907.121106014929,37229.92923635472,36.675575,0.0,7641242.5,80,0.0,37229.92923635473,-16.836780762436803
10,-91519.86,6711.611399029861,231.79941,60123.92477526382,0.0,49153.11048572372,10,0.0,542000,37846.7600537159,81,-0.70436156,49153.11048572373,60123.92477526382,6711.611399029861,49153.11048572372,36.76215,0.0,7750069.0,81,0.0,49153.11048572373,37846.7600537159
10,-91932.95,7000.903193455669,307.54742,54425.92879989721,0.0,40614.365282616374,10,0.0,548000,28186.13745911611,82,-2.2906313,40614.36528261639,54425.92879989721,7000.903193455669,40614.365282616374,37.03779,0.0,7421183.5,82,0.0,40614.36528261639,28186.13745911611
10,-96399.62,18790.019946701257,250.37128,83842.46392670434,0.0,40867.561642407796,10,0.0,554000,1163.2468384457236,83,-3.2505655,40867.56164240779,83842.46392670434,18790.019946701257,40867.561642407796,39.01821,0.0,8108955.5,83,0.0,40867.56164240779,1163.2468384457236
10,-95823.68,18832.728390991146,231.67474,56328.11271887236,0.0,33178.04994237086,10,0.0,560000,1485.0799300643334,84,0.2302471,33178.049942370846,56328.11271887236,18832.728390991146,33178.04994237086,40.634064,0.0,7645724.5,84,0.0,33178.049942370846,1485.0799300643334
10,-95702.53,13816.971091942452,304.4245,53334.898272250524,0.0,37259.87456150561,10,0.0,566000,3029.6032429144393,85,-1.0247273,37259.8745615056,53334.898272250524,13816.971091942452,37259.87456150561,39.943264,0.0,8348809.5,85,0.0,37259.8745615056,3029.6032429144393
10,-95845.74,8671.248437931394,303.9925,65663.93955009073,0.0,50697.945226823285,10,0.0,572000,41367.510574394444,86,-0.9533639,50697.94522682326,65663.93955009073,8671.248437931394,50697.945226823285,41.084587,0.0,8626028.0,86,0.0,50697.94522682326,41367.510574394444
10,-98736.78,12437.659534002045,324.22037,57102.162389043806,0.0,43710.17954582391,10,0.0,578000,13141.647350168163,87,-3.0717056,43710.17954582391,57102.162389043806,12437.659534002045,43710.17954582391,42.40152,0.0,8628830.0,87,0.0,43710.17954582391,13141.647350168163
10,-99662.87,22084.377402516886,355.00812,67807.65671415771,0.0,36907.0782457606,10,0.0,584000,-17.36310017767669,88,-0.055966493,36907.0782457606,67807.65671415771,22084.377402516886,36907.0782457606,43.736916,0.0,8627333.0,88,0.0,36907.0782457606,-17.36310017767669
