MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/lever-pull-v1/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/lever-pull-v1/TerminationRate,MetaTrain/Average/ContrastiveLoss,MetaTest/lever-pull-v1/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/lever-pull-v1/AverageReturn,MetaTest/Average/NumTrajs,TotalEnvSteps,MetaTest/lever-pull-v1/MaxReturn,MetaTest/lever-pull-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTest/lever-pull-v1/AverageDiscountedReturn,MetaTest/lever-pull-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/lever-pull-v1/StdReturn
15.937589,-7.151795422361597,10,0.0,10,-105.56047,0.0,7.6346865,10,0.0,-5.502633588952867,-8.833145557880318,6.519064,-7.151795422361597,10,464000,-5.502633588952867,0.0,nan,-7.151795422361597,-8.833145557880318,-7.151795422361597,1.2276165164202761,1.2276165164202761
17.014212,-7.548203971940353,11,0.0,11,-111.97439,0.0,7.6505184,10,0.0,-5.680132973911043,-10.036755968618813,6.503321,-7.548203971940351,10,488000,-5.680132973911043,0.0,nan,-7.548203971940353,-10.036755968618813,-7.548203971940351,1.6114808973747914,1.6114808973747914
17.997236,-7.5698111792123965,12,0.0,12,-117.38034,0.0,7.63189,10,0.0,-5.769774528635552,-8.726594857773115,6.491141,-7.569811179212398,10,512000,-5.769774528635552,0.0,nan,-7.5698111792123965,-8.726594857773115,-7.569811179212398,0.9454035419244281,0.9454035419244281
18.7612,-5.72500817412015,13,0.0,13,-122.01642,0.0,7.6268797,10,0.0,-4.191459094155412,-9.687497621172174,6.483626,-5.725008174120149,10,536000,-4.191459094155412,0.0,nan,-5.72500817412015,-9.687497621172174,-5.725008174120149,1.617881773648928,1.617881773648928
19.446222,-5.877478033097018,14,0.0,14,-126.28036,0.0,7.631203,10,0.0,-3.9693264808737574,-7.317826281866327,6.4779854,-5.877478033097018,10,560000,-3.9693264808737574,0.0,nan,-5.877478033097018,-7.317826281866327,-5.877478033097018,1.106437748339371,1.106437748339371
19.483395,-6.3873014520605595,15,0.0,15,-131.11398,0.0,7.6288505,10,0.0,-4.358584171426817,-9.357740627125056,6.4771967,-6.38730145206056,10,584000,-4.358584171426817,0.0,nan,-6.3873014520605595,-9.357740627125056,-6.38730145206056,1.788323736962156,1.788323736962156
19.626707,-6.638125502143701,16,0.0,16,-135.17012,0.0,7.6352606,10,0.0,-4.379293035556936,-9.260469642730706,6.476029,-6.638125502143699,10,608000,-4.379293035556936,0.0,nan,-6.638125502143701,-9.260469642730706,-6.638125502143699,1.4578452212569937,1.4578452212569937
19.570055,-6.728900986511664,17,0.0,17,-138.75046,0.0,7.628833,10,0.0,-5.572351609160247,-8.08475456699566,6.475052,-6.728900986511664,10,632000,-5.572351609160247,0.0,nan,-6.728900986511664,-8.08475456699566,-6.728900986511664,0.9292744385443786,0.9292744385443786
19.769772,-4.849850550897092,18,0.0,18,-142.09956,0.0,7.629456,10,0.0,-3.0767180548088366,-6.79344068567749,6.476524,-4.849850550897092,10,656000,-3.0767180548088366,0.0,nan,-4.849850550897092,-6.79344068567749,-4.849850550897092,1.1185843535266327,1.1185843535266327
19.784664,-5.655809464220244,19,0.0,19,-145.4569,0.0,7.628214,10,0.0,-3.268058432607555,-8.284532725429141,6.4789023,-5.655809464220244,10,680000,-3.268058432607555,0.0,nan,-5.655809464220244,-8.284532725429141,-5.655809464220244,1.4060660852104598,1.4060660852104598
19.69835,-4.921140012594021,20,0.0,20,-148.199,0.0,7.626489,10,0.0,-3.363985122090699,-6.683580552746796,6.478647,-4.921140012594021,10,704000,-3.363985122090699,0.0,nan,-4.921140012594021,-6.683580552746796,-4.921140012594021,1.081810638011103,1.081810638011103
19.62859,-5.38609065544683,21,0.0,21,-151.08305,0.0,7.6255174,10,0.0,-3.1302223685366517,-7.571416172932647,6.4820485,-5.38609065544683,10,728000,-3.1302223685366517,0.0,nan,-5.38609065544683,-7.571416172932647,-5.38609065544683,1.3811048038320282,1.3811048038320282
19.61211,-5.10468509066104,22,0.0,22,-153.68791,0.0,7.624635,10,0.0,-3.4317592310300515,-8.071360736184161,6.4833508,-5.1046850906610395,10,752000,-3.4317592310300515,0.0,nan,-5.10468509066104,-8.071360736184161,-5.1046850906610395,1.4212449550237487,1.4212449550237487
19.615564,-5.924744130452986,23,0.0,23,-155.82478,0.0,7.624632,10,0.0,-3.4375758539684877,-8.695843867285385,6.484373,-5.924744130452986,10,776000,-3.4375758539684877,0.0,nan,-5.924744130452986,-8.695843867285385,-5.924744130452986,1.6290921226034503,1.6290921226034503
19.47908,-5.4393733591770035,24,0.0,24,-158.25043,0.0,7.624632,10,0.0,-4.009601747526543,-9.109238311147344,6.4864383,-5.4393733591770035,10,800000,-4.009601747526543,0.0,nan,-5.4393733591770035,-9.109238311147344,-5.4393733591770035,1.575500409757604,1.575500409757604
19.454391,-4.585849397589607,25,0.0,25,-160.42131,0.0,7.624632,10,0.0,-3.182386173233961,-6.1726318349805425,6.4885683,-4.585849397589609,10,824000,-3.182386173233961,0.0,nan,-4.585849397589607,-6.1726318349805425,-4.585849397589609,0.9831881121582389,0.9831881121582389
19.403868,-5.418896306852803,26,0.0,26,-162.64853,0.0,7.624632,10,0.0,-3.9382625500303394,-7.016065687319192,6.4909406,-5.418896306852805,10,848000,-3.9382625500303394,0.0,nan,-5.418896306852803,-7.016065687319192,-5.418896306852805,1.0004445217806375,1.0004445217806375
19.306778,-5.648927544806284,27,0.0,27,-164.1762,0.0,7.624632,10,0.0,-3.4433924306555728,-7.306221024600428,6.49284,-5.648927544806285,10,872000,-3.4433924306555728,0.0,nan,-5.648927544806284,-7.306221024600428,-5.648927544806285,1.0055604720072848,1.0055604720072848
19.292519,-5.677238799982307,28,0.0,28,-165.63005,0.0,7.624632,10,0.0,-3.4750779928668063,-7.774676320932338,6.493045,-5.677238799982304,10,896000,-3.4750779928668063,0.0,nan,-5.677238799982307,-7.774676320932338,-5.677238799982304,1.539133462523642,1.539133462523642
19.047197,-5.360333920250882,29,0.0,29,-167.41704,0.0,7.624632,10,0.0,-3.5485600669544572,-7.551392767542588,6.4953585,-5.3603339202508815,10,920000,-3.5485600669544572,0.0,nan,-5.360333920250882,-7.551392767542588,-5.3603339202508815,1.0917546816668162,1.0917546816668162
19.051691,-5.2716866666826,30,0.0,30,-168.6976,0.0,7.624632,10,0.0,-3.71240761148074,-7.356234637235756,6.4979787,-5.271686666682598,10,944000,-3.71240761148074,0.0,nan,-5.2716866666826,-7.356234637235756,-5.271686666682598,1.3659046556062038,1.3659046556062038
18.8883,-4.912815732515061,31,0.0,31,-170.20409,0.0,7.624632,10,0.0,-2.8574365442600977,-8.159249883867295,6.499321,-4.912815732515061,10,968000,-2.8574365442600977,0.0,nan,-4.912815732515061,-8.159249883867295,-4.912815732515061,1.7601387431274176,1.7601387431274176
18.66936,-5.1878055202194435,32,0.0,32,-171.68796,0.0,7.624632,10,0.0,-3.1773581332712353,-7.589363861757617,6.502113,-5.187805520219444,10,992000,-3.1773581332712353,0.0,nan,-5.1878055202194435,-7.589363861757617,-5.187805520219444,1.4706744672100014,1.4706744672100014
18.610065,-5.4932854653057355,33,0.0,33,-173.20638,0.0,7.624632,10,0.0,-3.2549517996989863,-7.164010507137529,6.5046124,-5.493285465305737,10,1016000,-3.2549517996989863,0.0,nan,-5.4932854653057355,-7.164010507137529,-5.493285465305737,1.2437155217319873,1.2437155217319873
18.427324,-5.033207611334116,34,0.0,34,-174.20837,0.0,7.624632,10,0.0,-3.3484465975817868,-6.485616924389171,6.5061097,-5.033207611334115,10,1040000,-3.3484465975817868,0.0,nan,-5.033207611334116,-6.485616924389171,-5.033207611334115,1.0275425034824475,1.0275425034824475
18.249153,-4.266626026273756,35,0.0,35,-175.57631,0.0,7.624632,10,0.0,-3.247637198189356,-6.511718148072332,6.5085106,-4.266626026273756,10,1064000,-3.247637198189356,0.0,nan,-4.266626026273756,-6.511718148072332,-4.266626026273756,0.9450062739824946,0.9450062739824946
18.199095,-5.675448810500685,36,0.0,36,-176.59003,0.0,7.624632,10,0.0,-3.1193287553276137,-7.710994144962489,6.5095334,-5.675448810500683,10,1088000,-3.1193287553276137,0.0,nan,-5.675448810500685,-7.710994144962489,-5.675448810500683,1.5192098970047565,1.5192098970047565
17.992022,-4.606887107117673,37,0.0,37,-177.82811,0.0,7.624632,10,0.0,-3.4519340557976474,-7.048197730932197,6.512999,-4.606887107117676,10,1112000,-3.4519340557976474,0.0,nan,-4.606887107117673,-7.048197730932197,-4.606887107117676,1.1896985811422907,1.1896985811422907
17.789238,-4.497007904399459,38,0.0,38,-178.98056,0.0,7.624632,10,0.0,-3.007941298842953,-5.936401278620919,6.5137286,-4.497007904399462,10,1136000,-3.007941298842953,0.0,nan,-4.497007904399459,-5.936401278620919,-4.497007904399462,0.8780321279786497,0.8780321279786497
17.603373,-4.778394050303426,39,0.0,39,-180.04442,0.0,7.624632,10,0.0,-3.3272773454079028,-6.486102431566685,6.5160947,-4.778394050303426,10,1160000,-3.3272773454079028,0.0,nan,-4.778394050303426,-6.486102431566685,-4.778394050303426,1.1230051466635467,1.1230051466635467
17.504023,-5.827058202398658,40,0.0,40,-181.06104,0.0,7.624632,10,0.0,-4.384459659822278,-7.448890658155861,6.516955,-5.827058202398658,10,1184000,-4.384459659822278,0.0,nan,-5.827058202398658,-7.448890658155861,-5.827058202398658,1.198806291587155,1.198806291587155
17.27633,-4.541029610049983,41,0.0,41,-182.15213,0.0,7.624632,10,0.0,-3.7653766389978283,-6.037193894439678,6.519516,-4.541029610049984,10,1208000,-3.7653766389978283,0.0,nan,-4.541029610049983,-6.037193894439678,-4.541029610049984,0.710355324152781,0.710355324152781
17.365496,-4.585707382982193,42,0.0,42,-183.00162,0.0,7.624632,10,0.0,-3.296457825604006,-7.155613293308978,6.5213513,-4.585707382982194,10,1232000,-3.296457825604006,0.0,nan,-4.585707382982193,-7.155613293308978,-4.585707382982194,1.222378298700526,1.222378298700526
17.317621,-5.429705398687842,43,0.0,43,-183.68512,0.0,7.624632,10,0.0,-3.659450224418838,-7.550498607382418,6.5219345,-5.429705398687841,10,1256000,-3.659450224418838,0.0,nan,-5.429705398687842,-7.550498607382418,-5.429705398687841,1.0090471414582336,1.0090471414582336
17.235952,-4.472982845377382,44,0.0,44,-184.5102,0.0,7.624632,10,0.0,-3.7812116288968993,-5.48000316840808,6.5235677,-4.472982845377382,10,1280000,-3.7812116288968993,0.0,nan,-4.472982845377382,-5.48000316840808,-4.472982845377382,0.5747312781177797,0.5747312781177797
17.123722,-4.633221732582626,45,0.0,45,-185.41278,0.0,7.624632,10,0.0,-3.472873210264983,-5.854232456641764,6.5253606,-4.633221732582626,10,1304000,-3.472873210264983,0.0,nan,-4.633221732582626,-5.854232456641764,-4.633221732582626,0.7528108851118251,0.7528108851118251
16.92841,-4.826550802235516,46,0.0,46,-186.21997,0.0,7.624632,10,0.0,-3.882482448999032,-6.711539565591709,6.5265417,-4.826550802235516,10,1328000,-3.882482448999032,0.0,nan,-4.826550802235516,-6.711539565591709,-4.826550802235516,0.9220035786268926,0.9220035786268926
16.83647,-4.664661539482093,47,0.0,47,-186.78984,0.0,7.624632,10,0.0,-3.6769309457580057,-6.6995385022879415,6.5264797,-4.664661539482093,10,1352000,-3.6769309457580057,0.0,nan,-4.664661539482093,-6.6995385022879415,-4.664661539482093,0.8831643344159033,0.8831643344159033
16.839334,-4.590590527988176,48,0.0,48,-187.45122,0.0,7.624632,10,0.0,-3.3355201479925443,-6.065801493009936,6.5290747,-4.590590527988175,10,1376000,-3.3355201479925443,0.0,nan,-4.590590527988176,-6.065801493009936,-4.590590527988175,0.7937423586996092,0.7937423586996092
16.704338,-4.805926286955121,49,0.0,49,-187.9274,0.0,7.624632,10,0.0,-3.045919359691489,-6.332960247735733,6.5294027,-4.8059262869551205,10,1400000,-3.045919359691489,0.0,nan,-4.805926286955121,-6.332960247735733,-4.8059262869551205,1.0507183321007694,1.0507183321007694
16.563578,-4.068906644585267,50,0.0,50,-188.7095,0.0,7.624632,10,0.0,-3.365323230040258,-5.350116528494414,6.5319147,-4.068906644585266,10,1424000,-3.365323230040258,0.0,nan,-4.068906644585267,-5.350116528494414,-4.068906644585266,0.6910316091331629,0.6910316091331629
16.63779,-5.0170977870239595,51,0.0,51,-189.1283,0.0,7.624632,10,0.0,-3.275356173718013,-7.455142298699179,6.5315866,-5.017097787023958,10,1448000,-3.275356173718013,0.0,nan,-5.0170977870239595,-7.455142298699179,-5.017097787023958,1.2594949296484077,1.2594949296484077
16.628212,-5.327285952525335,52,0.0,52,-189.67165,0.0,7.624632,10,0.0,-2.884560983533059,-8.319800356796508,6.5329843,-5.327285952525337,10,1472000,-2.884560983533059,0.0,nan,-5.327285952525335,-8.319800356796508,-5.327285952525337,1.6065936001161019,1.6065936001161019
16.505558,-4.652373937834659,53,0.0,53,-190.13147,0.0,7.624632,10,0.0,-3.551559669540685,-6.114373557161562,6.534271,-4.652373937834659,10,1496000,-3.551559669540685,0.0,nan,-4.652373937834659,-6.114373557161562,-4.652373937834659,0.8291378015217358,0.8291378015217358
16.358614,-4.788375379492266,54,0.0,54,-190.60042,0.0,7.624632,10,0.0,-3.3267806172449657,-6.078268017484762,6.534612,-4.788375379492267,10,1520000,-3.3267806172449657,0.0,nan,-4.788375379492266,-6.078268017484762,-4.788375379492267,0.9856306418112735,0.9856306418112735
16.491714,-3.9727589041741496,55,0.0,55,-190.9932,0.0,7.624632,10,0.0,-3.2745650263284927,-5.9488864865169235,6.533805,-3.9727589041741482,10,1544000,-3.2745650263284927,0.0,nan,-3.9727589041741496,-5.9488864865169235,-3.9727589041741482,0.7740518621422937,0.7740518621422937
16.27794,-4.408977716519312,56,0.0,56,-191.56297,0.0,7.624632,10,0.0,-3.2043928057006097,-5.725220717543852,6.535046,-4.4089777165193125,10,1568000,-3.2043928057006097,0.0,nan,-4.408977716519312,-5.725220717543852,-4.4089777165193125,0.8062076175557404,0.8062076175557404
16.394485,-4.013184570697918,57,0.0,57,-191.99794,0.0,7.624632,10,0.0,-3.0103161960257165,-4.932180528229507,6.5363517,-4.013184570697918,10,1592000,-3.0103161960257165,0.0,nan,-4.013184570697918,-4.932180528229507,-4.013184570697918,0.6103649601318107,0.6103649601318107
16.54547,-4.316110922572245,58,0.0,58,-192.4634,0.0,7.624632,10,0.0,-2.945255589310369,-5.837159293988077,6.5366797,-4.316110922572245,10,1616000,-2.945255589310369,0.0,nan,-4.316110922572245,-5.837159293988077,-4.316110922572245,0.9015078610450058,0.9015078610450058
16.268139,-4.301856230547238,59,0.0,59,-193.11739,0.0,7.624632,10,0.0,-3.4602763654297606,-5.703951930478099,6.5376096,-4.301856230547237,10,1640000,-3.4602763654297606,0.0,nan,-4.301856230547238,-5.703951930478099,-4.301856230547237,0.6767667512348454,0.6767667512348454
16.297935,-4.235511239178537,60,0.0,60,-193.40028,0.0,7.624632,10,0.0,-2.871410284174168,-5.604183214865102,6.536583,-4.235511239178538,10,1664000,-2.871410284174168,0.0,nan,-4.235511239178537,-5.604183214865102,-4.235511239178538,0.94912725900535,0.94912725900535
16.093624,-4.188221991867402,61,0.0,61,-193.90553,0.0,7.624632,10,0.0,-3.391290800009432,-5.767276540026894,6.5381904,-4.188221991867403,10,1688000,-3.391290800009432,0.0,nan,-4.188221991867402,-5.767276540026894,-4.188221991867403,0.8400066909270247,0.8400066909270247
16.190844,-4.362733839673587,62,0.0,62,-194.33023,0.0,7.624632,10,0.0,-3.4663038780335507,-5.360252235378158,6.5392346,-4.362733839673588,10,1712000,-3.4663038780335507,0.0,nan,-4.362733839673587,-5.360252235378158,-4.362733839673588,0.5348781458490305,0.5348781458490305
16.018736,-4.548590742227907,63,0.0,63,-194.7295,0.0,7.624632,10,0.0,-2.6472553491042823,-6.911411641339119,6.5393186,-4.548590742227907,10,1736000,-2.6472553491042823,0.0,nan,-4.548590742227907,-6.911411641339119,-4.548590742227907,1.2181673139874156,1.2181673139874156
16.100704,-4.359180759901841,64,0.0,64,-195.26213,0.0,7.624632,10,0.0,-3.4312347368588423,-5.66869980101892,6.5409493,-4.359180759901841,10,1760000,-3.4312347368588423,0.0,nan,-4.359180759901841,-5.66869980101892,-4.359180759901841,0.635463011622126,0.635463011622126
16.115873,-4.191283663985152,65,0.0,65,-195.61047,0.0,7.624632,10,0.0,-3.206371329894302,-5.558209598110276,6.541174,-4.191283663985151,10,1784000,-3.206371329894302,0.0,nan,-4.191283663985152,-5.558209598110276,-4.191283663985151,0.7889407677587353,0.7889407677587353
16.072891,-4.42801254787494,66,0.0,66,-195.94958,0.0,7.624632,10,0.0,-3.514479282922525,-5.486172008976566,6.5407176,-4.428012547874941,10,1808000,-3.514479282922525,0.0,nan,-4.42801254787494,-5.486172008976566,-4.428012547874941,0.6726015391821202,0.6726015391821202
16.042006,-4.479955594142319,67,0.0,67,-196.3817,0.0,7.624632,10,0.0,-3.4244992030007873,-6.235008038164157,6.5422215,-4.479955594142318,10,1832000,-3.4244992030007873,0.0,nan,-4.479955594142319,-6.235008038164157,-4.479955594142318,0.889771537648883,0.889771537648883
15.9698715,-5.229870916460409,68,0.0,68,-196.69424,0.0,7.624632,10,0.0,-3.3433014447271647,-7.171958623359527,6.5434523,-5.229870916460411,10,1856000,-3.3433014447271647,0.0,nan,-5.229870916460409,-7.171958623359527,-5.229870916460411,1.1190696458268297,1.1190696458268297
16.01,-4.509499271014837,69,0.0,69,-196.97128,0.0,7.624632,10,0.0,-2.812516822806654,-6.176007507799197,6.5442586,-4.509499271014837,10,1880000,-2.812516822806654,0.0,nan,-4.509499271014837,-6.176007507799197,-4.509499271014837,1.049101998063274,1.049101998063274
15.84551,-4.393103202192573,70,0.0,70,-197.31969,0.0,7.624632,10,0.0,-3.0740908476538555,-6.23558149231183,6.5428467,-4.393103202192573,10,1904000,-3.0740908476538555,0.0,nan,-4.393103202192573,-6.23558149231183,-4.393103202192573,1.020162292029015,1.020162292029015
15.793765,-4.013143879440305,71,0.0,71,-197.74196,0.0,7.624632,10,0.0,-2.6366075195974155,-6.378267038491675,6.5437202,-4.013143879440306,10,1928000,-2.6366075195974155,0.0,nan,-4.013143879440305,-6.378267038491675,-4.013143879440306,1.047091231178196,1.047091231178196
15.782635,-4.281052451070757,72,0.0,72,-198.12111,0.0,7.624632,10,0.0,-3.06515022429969,-5.628817902038317,6.545739,-4.281052451070758,10,1952000,-3.06515022429969,0.0,nan,-4.281052451070757,-5.628817902038317,-4.281052451070758,0.848620756871428,0.848620756871428
15.645529,-4.227774072506365,73,0.0,73,-198.46156,0.0,7.624632,10,0.0,-3.1802631204249057,-5.55431148464209,6.5454884,-4.227774072506365,10,1976000,-3.1802631204249057,0.0,nan,-4.227774072506365,-5.55431148464209,-4.227774072506365,0.6384828550980213,0.6384828550980213
15.610526,-4.601239011287831,74,0.0,74,-198.96753,0.0,7.624632,10,0.0,-3.104372837372472,-6.8601706016450565,6.5475197,-4.601239011287831,10,2000000,-3.104372837372472,0.0,nan,-4.601239011287831,-6.8601706016450565,-4.601239011287831,1.196596074338566,1.196596074338566
15.540967,-3.7180479457654334,75,0.0,75,-199.28459,0.0,7.624632,10,0.0,-3.035157363852689,-5.1325136106140405,6.548475,-3.7180479457654334,10,2024000,-3.035157363852689,0.0,nan,-3.7180479457654334,-5.1325136106140405,-3.7180479457654334,0.6492065013667981,0.6492065013667981
15.45995,-4.797740505047081,76,0.0,76,-199.66075,0.0,7.624632,10,0.0,-3.8165882415132053,-6.032919539925281,6.5488944,-4.79774050504708,10,2048000,-3.8165882415132053,0.0,nan,-4.797740505047081,-6.032919539925281,-4.79774050504708,0.8276558990780712,0.8276558990780712
15.50336,-4.08235432707068,77,0.0,77,-199.98322,0.0,7.624632,10,0.0,-2.889390574181072,-5.821857823026143,6.549,-4.08235432707068,10,2072000,-2.889390574181072,0.0,nan,-4.08235432707068,-5.821857823026143,-4.08235432707068,0.8089834082338508,0.8089834082338508
15.47207,-4.188668012957946,78,0.0,78,-200.39813,0.0,7.624632,10,0.0,-3.2285950440329834,-5.380420459365687,6.551493,-4.188668012957946,10,2096000,-3.2285950440329834,0.0,nan,-4.188668012957946,-5.380420459365687,-4.188668012957946,0.6831089060920658,0.6831089060920658
15.270748,-4.042130343627649,79,0.0,79,-200.76164,0.0,7.624632,10,0.0,-2.948753789740898,-5.382946759475674,6.549983,-4.042130343627649,10,2120000,-2.948753789740898,0.0,nan,-4.042130343627649,-5.382946759475674,-4.042130343627649,0.779102567362341,0.779102567362341
15.257162,-4.284035176523494,80,0.0,80,-201.1086,0.0,7.624632,10,0.0,-3.1356969801384045,-5.98614073616243,6.5524507,-4.2840351765234965,10,2144000,-3.1356969801384045,0.0,nan,-4.284035176523494,-5.98614073616243,-4.2840351765234965,1.0018548890222643,1.0018548890222643
15.226519,-4.1778789851645985,81,0.0,81,-201.51942,0.0,7.624632,10,0.0,-3.109739586425651,-5.942424565227517,6.553903,-4.177878985164599,10,2168000,-3.109739586425651,0.0,nan,-4.1778789851645985,-5.942424565227517,-4.177878985164599,0.9333078814752643,0.9333078814752643
15.191447,-4.533792802114426,82,0.0,82,-201.86497,0.0,7.624632,10,0.0,-3.5919800155707193,-5.94857413099251,6.555542,-4.533792802114425,10,2192000,-3.5919800155707193,0.0,nan,-4.533792802114426,-5.94857413099251,-4.533792802114425,0.6385675797411434,0.6385675797411434
15.167561,-3.68596427025142,83,0.0,83,-202.0994,0.0,7.624632,10,0.0,-3.305512308243153,-4.3432108847400475,6.5544834,-3.6859642702514206,10,2216000,-3.305512308243153,0.0,nan,-3.68596427025142,-4.3432108847400475,-3.6859642702514206,0.32304874358305835,0.32304874358305835
15.282082,-4.695686501391394,84,0.0,84,-202.47887,0.0,7.624632,10,0.0,-2.9936056976478644,-6.831633341592595,6.553887,-4.695686501391395,10,2240000,-2.9936056976478644,0.0,nan,-4.695686501391394,-6.831633341592595,-4.695686501391395,1.3141048016545434,1.3141048016545434
15.080846,-4.629472387534636,85,0.0,85,-202.84477,0.0,7.624632,10,0.0,-3.2937598643565007,-6.879691366881414,6.5564795,-4.629472387534636,10,2264000,-3.2937598643565007,0.0,nan,-4.629472387534636,-6.879691366881414,-4.629472387534636,0.9754004023875148,0.9754004023875148
15.112709,-4.032327970574801,86,0.0,86,-203.12819,0.0,7.624632,10,0.0,-2.7835496177398156,-6.512578081185195,6.556281,-4.032327970574803,10,2288000,-2.7835496177398156,0.0,nan,-4.032327970574801,-6.512578081185195,-4.032327970574803,0.9710895623048246,0.9710895623048246
15.092246,-4.014304436651419,87,0.0,87,-203.37741,0.0,7.624632,10,0.0,-3.0638124389181183,-5.437402395891098,6.5574226,-4.014304436651418,10,2312000,-3.0638124389181183,0.0,nan,-4.014304436651419,-5.437402395891098,-4.014304436651418,0.7362733040204846,0.7362733040204846
14.902815,-4.025640973094937,88,0.0,88,-203.74918,0.0,7.624632,10,0.0,-2.722893823483696,-5.739629579554531,6.558584,-4.025640973094938,10,2336000,-2.722893823483696,0.0,nan,-4.025640973094937,-5.739629579554531,-4.025640973094938,0.8997779532212374,0.8997779532212374
14.82726,-4.6057610645038505,89,0.0,89,-203.89647,0.0,7.624632,10,0.0,-3.1560065229444594,-5.95056654938356,6.558249,-4.605761064503849,10,2360000,-3.1560065229444594,0.0,nan,-4.6057610645038505,-5.95056654938356,-4.605761064503849,0.9869739662915955,0.9869739662915955
14.746362,-5.106455990488883,90,0.0,90,-204.29305,0.0,7.624632,10,0.0,-3.9115458233678453,-6.576959037433337,6.5603237,-5.106455990488883,10,2384000,-3.9115458233678453,0.0,nan,-5.106455990488883,-6.576959037433337,-5.106455990488883,0.8404266673770957,0.8404266673770957
