Average/AverageReturn,Average/MinReturn,policy/LossBefore,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,drawer-close-v1/SuccessRate,MetaTest/drawer-close-v1/Iteration,drawer-close-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/drawer-close-v1/SuccessRate,drawer-close-v1/TerminationRate,policy/KLBefore,MetaTest/drawer-close-v1/AverageDiscountedReturn,policy/KL,drawer-close-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,policy/dLoss,MetaTest/drawer-close-v1/MinReturn,MetaTest/Average/SuccessRate,Average/NumEpisodes,drawer-close-v1/MinReturn,drawer-close-v1/AverageDiscountedReturn,MetaTest/drawer-close-v1/AverageReturn,MetaTest/drawer-close-v1/NumEpisodes,drawer-close-v1/NumEpisodes,Average/MaxReturn,MetaTest/Average/MaxReturn,drawer-close-v1/AverageReturn,Average/Iteration,Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,TotalEnvSteps,MetaTest/drawer-close-v1/StdReturn,policy/LossAfter,MetaTest/drawer-close-v1/MaxReturn,Average/AverageDiscountedReturn,Average/TerminationRate,drawer-close-v1/StdReturn,policy/Entropy,Average/SuccessRate,MetaTest/drawer-close-v1/TerminationRate
-44.99906480384964,-73.29899371046916,-0.0057337736,0,-26.008849396678734,0.0,0,63.213988176138905,50.252197197890986,10,-58.49680193111555,0.0,0.0,0.0,-26.008849396678734,0.013398299,0,-26.008849396678738,0.0,0.04196971,-58.49680193111555,0.0,100,-73.29899371046916,-16.169213047379138,-26.008849396678738,10,100,63.213988176138905,120.81208272277506,-44.99906480384964,0,16.52838907211462,0.2399854075472314,20000,50.252197197890986,-0.047703482,120.81208272277506,-16.169213047379138,0.0,16.52838907211462,5.692276,0.0,0.0
-22.30012089963316,-59.477928208363714,-0.025752831,,,0.0,,106.40123344910485,,,,,0.0,0.0,,0.020278428,1,,,0.042252246,,,100,-59.477928208363714,-7.952933920239088,,,100,106.40123344910485,,-22.30012089963316,1,29.53662865940414,0.16676871240080304,40000,,-0.06800508,,-7.952933920239088,0.0,29.53662865940414,5.684338,0.0,
4882.6645232599385,-55.62802250829862,18.454275,,,0.04,,309364.7101165324,,,,,0.0,0.0,,0.005342877,2,,,28.008587,,,100,-55.62802250829862,1393.3738030328432,,,100,309364.7101165324,,4882.6645232599385,2,34670.06437488367,0.5282334960062522,60000,,-9.554313,,1393.3738030328432,0.0,34670.06437488367,5.707377,0.04,
3483.9168956802628,-46.43138380320573,-20.507944,,,0.04,,247720.52758543484,,,,,0.0,0.0,,0.0052117403,3,,,17.83988,,,100,-46.43138380320573,990.8213554220621,,,100,247720.52758543484,,3483.9168956802628,3,26036.97193716483,0.4251011995876277,80000,,-38.347824,,990.8213554220621,0.0,26036.97193716483,5.732389,0.04,
4952.752016452409,-34.46847710847709,-7.5652685,,,0.05,,182650.49040938998,,,,,0.0,0.0,,0.005159812,4,,,22.426205,,,100,-34.46847710847709,1094.7167660429136,,,100,182650.49040938998,,4952.752016452409,4,27257.128607455576,0.47791077019755346,100000,,-29.991474,,1094.7167660429136,0.0,27257.128607455576,5.7467704,0.05,
4178.243873408792,-58.23271406728292,-1.1657063,,,0.04,,274372.39714112744,,,,,0.0,0.0,,0.005189002,5,,,15.188581,,,100,-58.23271406728292,1108.5558245093296,,,100,274372.39714112744,,4178.243873408792,5,29208.772244647225,0.4750682088438908,120000,,-16.354288,,1108.5558245093296,0.0,29208.772244647225,5.7669225,0.04,
10303.206082658447,-35.79663689810375,-13.500007,,,0.08,,274907.23068925936,,,,,0.0,0.0,,0.0039948793,6,,,39.311394,,,100,-35.79663689810375,2930.8301346367293,,,100,274907.23068925936,,10303.206082658447,6,46497.19222501261,0.5225035786889314,140000,,-52.8114,,2930.8301346367293,0.0,46497.19222501261,5.8038507,0.08,
8240.576306844865,-44.829776987581845,-45.629555,,,0.07,,316590.0435197443,,,,,0.0,0.0,,0.009698566,7,,,28.405792,,,100,-44.829776987581845,2228.872575510423,,,100,316590.0435197443,,8240.576306844865,7,45771.98428063623,0.5435409590021012,160000,,-74.03535,,2228.872575510423,0.0,45771.98428063623,5.8177643,0.07,
5035.001715080841,-52.290109075205606,-10.653509,,,0.04,,277484.9731725712,,,,,0.0,0.0,,0.00726848,8,,,24.699366,,,100,-52.290109075205606,1391.6198189035026,,,100,277484.9731725712,,5035.001715080841,8,30872.6030577115,0.48727684519385783,180000,,-35.352875,,1391.6198189035026,0.0,30872.6030577115,5.8026347,0.04,
12685.106028154036,-42.999341068604465,-47.48373,,,0.07,,309562.57029071485,,,,,0.0,0.0,,0.007017375,9,,,39.03673,,,100,-42.999341068604465,3541.1793779355876,,,100,309562.57029071485,,12685.106028154036,9,56294.44565873892,0.5724018383586633,200000,,-86.52046,,3541.1793779355876,0.0,56294.44565873892,5.7785807,0.07,
8689.074039725283,-56.60671759423069,33.850307,1,72.76460275105968,0.07,1,270271.49235651613,241.68191956544229,10,-38.03383367712989,0.0,0.0,0.0,72.76460275105968,0.004320384,10,72.76460275105967,0.0,25.855595,-38.03383367712989,0.0,100,-56.60671759423069,2452.5340316636093,72.76460275105967,10,100,270271.49235651613,784.3988986387184,8689.074039725283,10,43211.79207790129,0.534346891858976,220000,241.68191956544229,7.9947124,784.3988986387184,2452.5340316636093,0.0,43211.79207790129,5.757871,0.07,0.0
9754.9047222209,-42.55502094805298,-20.168163,,,0.05,,281222.30889007787,,,,,0.0,0.0,,0.005661045,11,,,30.467484,,,100,-42.55502094805298,2720.5677457135753,,,100,281222.30889007787,,9754.9047222209,11,48361.957143705215,0.5814948192409857,240000,,-50.635647,,2720.5677457135753,0.0,48361.957143705215,5.762435,0.05,
4060.48699117676,-50.662189193915154,0.87705,,,0.04,,199023.2194222765,,,,,0.0,0.0,,0.010286983,12,,,22.83835,,,100,-50.662189193915154,1025.5557292405879,,,100,199023.2194222765,,4060.48699117676,12,24475.244756059572,0.49350675585005965,260000,,-21.9613,,1025.5557292405879,0.0,24475.244756059572,5.768768,0.04,
6462.043813976764,-55.780171507567765,-5.024775,,,0.08,,231042.17499052396,,,,,0.0,0.0,,0.008094743,13,,,23.414087,,,100,-55.780171507567765,1571.1602534932142,,,100,231042.17499052396,,6462.043813976764,13,36217.993296038425,0.46160928774967735,280000,,-28.438862,,1571.1602534932142,0.0,36217.993296038425,5.771331,0.08,
7495.006481574154,-33.60130333916019,-7.5798373,,,0.08,,238895.77962692967,,,,,0.0,0.0,,0.008946411,14,,,26.353989,,,100,-33.60130333916019,1644.7912710540807,,,100,238895.77962692967,,7495.006481574154,14,34695.21274276192,0.5022774299750474,300000,,-33.933826,,1644.7912710540807,0.0,34695.21274276192,5.7675467,0.08,
