Average/AverageReturn,Average/MinReturn,policy/LossBefore,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,drawer-close-v1/SuccessRate,MetaTest/drawer-close-v1/Iteration,drawer-close-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/MinReturn,MetaTest/drawer-close-v1/SuccessRate,drawer-close-v1/TerminationRate,policy/KLBefore,MetaTest/drawer-close-v1/AverageDiscountedReturn,policy/KL,drawer-close-v1/Iteration,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,policy/dLoss,MetaTest/drawer-close-v1/MinReturn,MetaTest/Average/SuccessRate,Average/NumEpisodes,drawer-close-v1/MinReturn,drawer-close-v1/AverageDiscountedReturn,MetaTest/drawer-close-v1/AverageReturn,MetaTest/drawer-close-v1/NumEpisodes,drawer-close-v1/NumEpisodes,Average/MaxReturn,MetaTest/Average/MaxReturn,drawer-close-v1/AverageReturn,Average/Iteration,Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,TotalEnvSteps,MetaTest/drawer-close-v1/StdReturn,policy/LossAfter,MetaTest/drawer-close-v1/MaxReturn,Average/AverageDiscountedReturn,Average/TerminationRate,drawer-close-v1/StdReturn,policy/Entropy,Average/SuccessRate,MetaTest/drawer-close-v1/TerminationRate
11369.785086713815,-32.61917977151308,24.579319,,,0.1,,314126.3635434422,,,,,0.0,0.0,,0.0052242056,15,,,32.824917,,,100,-32.61917977151308,3368.8656734821475,,,100,314126.3635434422,,11369.785086713815,15,46513.55268675626,0.5206391086838345,320000,,-8.245597,,3368.8656734821475,0.0,46513.55268675626,5.7571554,0.1,
10537.863044862042,-45.07996553249983,-4.483125,,,0.07,,294272.94485107006,,,,,0.0,0.0,,0.00466915,16,,,20.91428,,,100,-45.07996553249983,3094.4287508020766,,,100,294272.94485107006,,10537.863044862042,16,45994.62365924379,0.5379579312117665,340000,,-25.397406,,3094.4287508020766,0.0,45994.62365924379,5.746363,0.07,
10322.913254236035,-32.85487032059145,-18.216125,,,0.1,,241868.43811405022,,,,,0.0,0.0,,0.0056576156,17,,,24.42456,,,100,-32.85487032059145,2473.1024116834083,,,100,241868.43811405022,,10322.913254236035,17,43940.45498137686,0.5352572857184927,360000,,-42.640686,,2473.1024116834083,0.0,43940.45498137686,5.736855,0.1,
6089.086925899284,-30.412964658044004,0.325875,,,0.07,,223463.10045615566,,,,,0.0,0.0,,0.0043699257,18,,,11.5427,,,100,-30.412964658044004,1347.3723932341593,,,100,223463.10045615566,,6089.086925899284,18,29930.784557433333,0.5161165422059271,380000,,-11.216825,,1347.3723932341593,0.0,29930.784557433333,5.722076,0.07,
4637.762066657574,-30.53172903924694,-5.955453,,,0.02,,256279.7175333577,,,,,0.0,0.0,,0.009389715,19,,,23.871147,,,100,-30.53172903924694,1174.5905091631503,,,100,256279.7175333577,,4637.762066657574,19,32718.723432276813,0.6049083797157015,400000,,-29.8266,,1174.5905091631503,0.0,32718.723432276813,5.724343,0.02,
10441.57439379917,-28.65720931988876,1.5967625,2,-19.987521144173147,0.05,2,298775.56884653424,4.2395179104751035,10,-30.157565045274357,0.0,0.0,0.0,-19.987521144173147,0.0037499717,20,-19.987521144173144,0.0,18.64785,-30.157565045274357,0.0,100,-28.65720931988876,2594.5891019837513,-19.987521144173144,10,100,298775.56884653424,-14.678952831869326,10441.57439379917,20,48748.24753525413,0.630099480273306,420000,4.2395179104751035,-17.051088,-14.678952831869326,2594.5891019837513,0.0,48748.24753525413,5.7333145,0.05,0.0
11452.288904814632,-36.303424527160956,0.120723434,,,0.1,,252342.15694435025,,,,,0.0,0.0,,0.004545183,21,,,26.774649,,,100,-36.303424527160956,2871.398334575711,,,100,252342.15694435025,,11452.288904814632,21,44829.06931578228,0.5361322192517958,440000,,-26.653925,,2871.398334575711,0.0,44829.06931578228,5.740916,0.1,
11183.940612346865,-33.01930790250636,-28.002413,,,0.1,,303377.2585413998,,,,,0.0,0.0,,0.003458855,22,,,31.259989,,,100,-33.01930790250636,3058.9709532096017,,,100,303377.2585413998,,11183.940612346865,22,46587.48641762206,0.513706537714433,460000,,-59.2624,,3058.9709532096017,0.0,46587.48641762206,5.7386603,0.1,
7063.496695637399,-29.48440408627358,14.064287,,,0.11,,239130.33899290118,,,,,0.0,0.0,,0.004647158,23,,,17.429956,,,100,-29.48440408627358,1915.8963562348765,,,100,239130.33899290118,,7063.496695637399,23,30872.010267706526,0.4357002799974138,480000,,-3.3656688,,1915.8963562348765,0.0,30872.010267706526,5.738008,0.11,
19681.809704767755,-36.19440601583386,11.5243,,,0.14,,278273.7984127186,,,,,0.0,0.0,,0.0049732355,24,,,50.22904,,,100,-36.19440601583386,5338.831126479943,,,100,278273.7984127186,,19681.809704767755,24,62483.953754855545,0.5491160721365607,500000,,-38.70474,,5338.831126479943,0.0,62483.953754855545,5.759689,0.14,
13565.098683172311,-37.19341796280659,16.151566,,,0.16,,272195.63959669974,,,,,0.0,0.0,,0.0041307723,25,,,37.663536,,,100,-37.19341796280659,3131.401681574476,,,100,272195.63959669974,,13565.098683172311,25,46540.736775400845,0.5246711768404952,520000,,-21.511969,,3131.401681574476,0.0,46540.736775400845,5.7794194,0.16,
14925.073647856772,-36.597485146654414,18.85175,,,0.15,,285324.651605692,,,,,0.0,0.0,,0.004455137,26,,,38.103024,,,100,-36.597485146654414,3688.449895360519,,,100,285324.651605692,,14925.073647856772,26,49880.01864450356,0.5012371169543084,540000,,-19.251274,,3688.449895360519,0.0,49880.01864450356,5.7854605,0.15,
16164.980289178437,-30.403196686352338,26.328232,,,0.12,,257284.32028401867,,,,,0.0,0.0,,0.0054849456,27,,,48.662918,,,100,-30.403196686352338,4006.6240261908165,,,100,257284.32028401867,,16164.980289178437,27,52723.97348629807,0.5084670486281938,560000,,-22.334688,,4006.6240261908165,0.0,52723.97348629807,5.80133,0.12,
20212.545640678258,-30.21531705797265,-0.7613375,,,0.14,,293991.21321600676,,,,,0.0,0.0,,0.004300239,28,,,47.299526,,,100,-30.21531705797265,5027.191227667308,,,100,293991.21321600676,,20212.545640678258,28,62536.43858125351,0.536727204895258,580000,,-48.060863,,5027.191227667308,0.0,62536.43858125351,5.804223,0.14,
23714.621257457868,-30.63084691287193,-29.49415,,,0.17,,274564.5011046805,,,,,0.0,0.0,,0.0061740493,29,,,62.443314,,,100,-30.63084691287193,5951.628427155473,,,100,274564.5011046805,,23714.621257457868,29,67892.33990933152,0.6136233446364935,600000,,-91.93746,,5951.628427155473,0.0,67892.33990933152,5.7960806,0.17,
27597.450386207052,-38.62965157786699,-32.2257,3,31466.071926066033,0.26,3,253918.1298838993,77280.34611441584,10,-30.447852197407492,0.2,0.0,0.0,31466.071926066033,0.0071900757,30,31466.071926066033,0.0,41.07496,-30.447852197407492,0.2,100,-38.62965157786699,7304.649732267648,31466.071926066033,10,100,253918.1298838993,257575.2122734582,27597.450386207052,30,62688.172671113905,0.5317693042776267,620000,77280.34611441584,-73.30066,257575.2122734582,7304.649732267648,0.0,62688.172671113905,5.7817717,0.26,0.0
31881.274537278638,-37.78843308749261,5.074925,,,0.22,,309571.8292063762,,,,,0.0,0.0,,0.006499606,31,,,72.49523,,,100,-37.78843308749261,8621.400386849647,,,100,309571.8292063762,,31881.274537278638,31,80359.25483309312,0.531812867765258,640000,,-67.4203,,8621.400386849647,0.0,80359.25483309312,5.77385,0.22,
27570.608177342256,-28.39858613359866,-35.504,,,0.21,,307793.07902199816,,,,,0.0,0.0,,0.008699208,32,,,33.834843,,,100,-28.39858613359866,7106.954176905674,,,100,307793.07902199816,,27570.608177342256,32,69330.9038160927,0.5417732915126079,660000,,-69.338844,,7106.954176905674,0.0,69330.9038160927,5.7827735,0.21,
33615.29601502481,-39.42270533950624,-3.6525126,,,0.33,,307349.1804987419,,,,,0.0,0.0,,0.0055387663,33,,,68.95761,,,100,-39.42270533950624,8874.046320962432,,,100,307349.1804987419,,33615.29601502481,33,79463.27393514167,0.518254283882523,680000,,-72.61012,,8874.046320962432,0.0,79463.27393514167,5.776339,0.33,
34616.59666859348,-35.38580434194513,14.134237,,,0.36,,310933.2951162149,,,,,0.0,0.0,,0.005682615,34,,,64.77334,,,100,-35.38580434194513,8288.022128563685,,,100,310933.2951162149,,34616.59666859348,34,76600.62354226998,0.5187260895305366,700000,,-50.6391,,8288.022128563685,0.0,76600.62354226998,5.752212,0.36,
37148.45450730516,-32.52563185308436,26.475012,,,0.31,,309042.96097542177,,,,,0.0,0.0,,0.0068740593,35,,,79.08845,,,100,-32.52563185308436,9656.487765323283,,,100,309042.96097542177,,37148.45450730516,35,84495.24655557683,0.5503037362527422,720000,,-52.613438,,9656.487765323283,0.0,84495.24655557683,5.7267966,0.31,
41720.63966971036,-45.043063032415105,14.924937,,,0.38,,314777.1860235193,,,,,0.0,0.0,,0.0060656816,36,,,68.68182,,,100,-45.043063032415105,10565.16762858723,,,100,314777.1860235193,,41720.63966971036,36,81181.95670509503,0.5117720137819997,740000,,-53.75689,,10565.16762858723,0.0,81181.95670509503,5.7038274,0.38,
43695.74543396118,-35.45965432312542,-29.6323,,,0.37,,317594.5503825283,,,,,0.0,0.0,,0.007824352,37,,,85.57817,,,100,-35.45965432312542,11490.228658032338,,,100,317594.5503825283,,43695.74543396118,37,90731.92579970844,0.5605283798771235,760000,,-115.21047,,11490.228658032338,0.0,90731.92579970844,5.7020593,0.37,
52400.64437432219,-37.057393791325055,-33.68848,,,0.41,,323495.7914826738,,,,,0.0,0.0,,0.0050505074,38,,,75.38765,,,100,-37.057393791325055,13651.924638980952,,,100,323495.7914826738,,52400.64437432219,38,93973.10282321386,0.5416126128487562,780000,,-109.076126,,13651.924638980952,0.0,93973.10282321386,5.6909842,0.41,
53434.68497804878,-32.01167458619862,25.27595,,,0.39,,322787.35047303804,,,,,0.0,0.0,,0.006119585,39,,,64.51615,,,100,-32.01167458619862,13635.360239411872,,,100,322787.35047303804,,53434.68497804878,39,97149.00529092734,0.5867305051239609,800000,,-39.2402,,13635.360239411872,0.0,97149.00529092734,5.671485,0.39,
70262.5029583266,-33.55389315456957,-7.9906125,4,44315.382723637835,0.52,4,327301.6014900129,77094.83333311221,10,-25.455877883329517,0.3,0.0,0.0,44315.382723637835,0.006562703,40,44315.38272363784,0.0,90.14041,-25.455877883329517,0.3,100,-33.55389315456957,18156.422983235574,44315.38272363784,10,100,327301.6014900129,215978.54328732373,70262.5029583266,40,107023.4731840022,0.5371870587367107,820000,77094.83333311221,-98.13103,215978.54328732373,18156.422983235574,0.0,107023.4731840022,5.672745,0.52,0.0
58412.781864146295,-33.84532757215529,62.387455,,,0.48,,317614.7896041994,,,,,0.0,0.0,,0.008043761,41,,,88.620895,,,100,-33.84532757215529,14760.830862369314,,,100,317614.7896041994,,58412.781864146295,41,92663.54242600543,0.5031228537320885,840000,,-26.233437,,14760.830862369314,0.0,92663.54242600543,5.6683784,0.48,
62794.64137509539,-36.45613680473023,-36.635277,,,0.49,,284052.6040354966,,,,,0.0,0.0,,0.009295879,42,,,51.604446,,,100,-36.45613680473023,14101.478550849213,,,100,284052.6040354966,,62794.64137509539,42,90027.43171245171,0.49362745614250014,860000,,-88.23972,,14101.478550849213,0.0,90027.43171245171,5.64166,0.49,
77161.98708516869,-24.51706897024609,59.01325,,,0.56,,336053.1704880339,,,,,0.0,0.0,,0.0072747744,43,,,97.45082,,,100,-24.51706897024609,19349.41381544784,,,100,336053.1704880339,,77161.98708516869,43,107135.57605014805,0.5372822680967593,880000,,-38.437576,,19349.41381544784,0.0,107135.57605014805,5.610034,0.56,
80438.69267510877,-26.85414579939453,-47.768726,,,0.55,,315340.65156410955,,,,,0.0,0.0,,0.011506653,44,,,67.66922,,,100,-26.85414579939453,19738.44490092024,,,100,315340.65156410955,,80438.69267510877,44,105470.91892329327,0.5540095521736965,900000,,-115.43795,,19738.44490092024,0.0,105470.91892329327,5.6055455,0.55,
75256.10630371724,-30.84181670906282,-33.00654,,,0.61,,321158.7046905596,,,,,0.0,0.0,,0.0071704085,45,,,98.79714,,,100,-30.84181670906282,19015.210929347224,,,100,321158.7046905596,,75256.10630371724,45,100485.64729027804,0.49597883348346083,920000,,-131.80368,,19015.210929347224,0.0,100485.64729027804,5.611239,0.61,
88621.52774149341,-38.1387510025713,-95.56027,,,0.66,,325252.5231202455,,,,,0.0,0.0,,0.006848812,46,,,108.889984,,,100,-38.1387510025713,23812.138868625752,,,100,325252.5231202455,,88621.52774149341,46,115013.80240257944,0.522411252803135,940000,,-204.45026,,23812.138868625752,0.0,115013.80240257944,5.5857854,0.66,
76471.92931163227,-34.24021100582533,-112.872574,,,0.62,,338234.6097918757,,,,,0.0,0.0,,0.007849253,47,,,100.364975,,,100,-34.24021100582533,20223.830988970658,,,100,338234.6097918757,,76471.92931163227,47,109629.56325493187,0.5472070281737079,960000,,-213.23755,,20223.830988970658,0.0,109629.56325493187,5.573285,0.62,
113977.61711079523,-37.91142288971956,48.22479,,,0.7,,333835.27480052586,,,,,0.0,0.0,,0.006327162,48,,,110.83481,,,100,-37.91142288971956,29959.753702668626,,,100,333835.27480052586,,113977.61711079523,48,117862.13964398854,0.5711606863446173,980000,,-62.61002,,29959.753702668626,0.0,117862.13964398854,5.563894,0.7,
107951.762524924,-33.7567019190233,-59.78219,,,0.76,,332526.0615183819,,,,,0.0,0.0,,0.0065880767,49,,,106.19422,,,100,-33.7567019190233,27268.745488395027,,,100,332526.0615183819,,107951.762524924,49,114124.51884509019,0.5472008614725316,1000000,,-165.97641,,27268.745488395027,0.0,114124.51884509019,5.5497584,0.76,
105515.25281223988,-37.40446248906874,-54.250908,5,104702.77700258612,0.72,5,313003.34507547965,108734.40838391501,10,-24.90864049950274,0.8,0.0,0.0,104702.77700258612,0.00899614,50,104702.77700258608,0.0,121.82067,-24.90864049950274,0.8,100,-37.40446248906874,27968.23339172203,104702.77700258608,10,100,313003.34507547965,272129.7238541048,105515.25281223988,50,116554.57437563286,0.515648832632293,1020000,108734.40838391501,-176.07158,272129.7238541048,27968.23339172203,0.0,116554.57437563286,5.5367866,0.72,0.0
114085.97363534894,-28.27268045151687,-9.734375,,,0.77,,325511.7212481381,,,,,0.0,0.0,,0.0067531997,51,,,98.743416,,,100,-28.27268045151687,27556.256977761233,,,100,325511.7212481381,,114085.97363534894,51,107796.22286153722,0.5114037144206535,1040000,,-108.47779,,27556.256977761233,0.0,107796.22286153722,5.5128713,0.77,
112229.95032649068,-31.848460661438224,-70.9492,,,0.75,,312969.6792712009,,,,,0.0,0.0,,0.009473174,52,,,117.93822,,,100,-31.848460661438224,28312.085440784824,,,100,312969.6792712009,,112229.95032649068,52,111998.51905514346,0.4876741208779378,1060000,,-188.88742,,28312.085440784824,0.0,111998.51905514346,5.495141,0.75,
124007.50185850916,-23.26424901708303,-49.049137,,,0.8,,311986.9726635773,,,,,0.0,0.0,,0.007430084,53,,,73.619965,,,100,-23.26424901708303,30928.214705269496,,,100,311986.9726635773,,124007.50185850916,53,113508.3579556714,0.563002612041414,1080000,,-122.6691,,30928.214705269496,0.0,113508.3579556714,5.487847,0.8,
122716.18279444713,-31.67878390834935,23.8319,,,0.82,,300382.43518378446,,,,,0.0,0.0,,0.0057924124,54,,,111.1658,,,100,-31.67878390834935,29408.36042203463,,,100,300382.43518378446,,122716.18279444713,54,105229.15106101662,0.47716014132395734,1100000,,-87.3339,,29408.36042203463,0.0,105229.15106101662,5.4827247,0.82,
118439.8003919342,-36.23591323966904,-11.3767185,,,0.84,,279891.66895381984,,,,,0.0,0.0,,0.0066236216,55,,,101.995285,,,100,-36.23591323966904,27716.32049763184,,,100,279891.66895381984,,118439.8003919342,55,99174.29991631446,0.4661434331051276,1120000,,-113.372,,27716.32049763184,0.0,99174.29991631446,5.449517,0.84,
155199.66096328304,-32.60300109580906,-26.26485,,,0.86,,328600.1471800679,,,,,0.0,0.0,,0.0064743515,56,,,116.90886,,,100,-32.60300109580906,39318.247672900354,,,100,328600.1471800679,,155199.66096328304,56,112255.67899555783,0.4376186203749287,1140000,,-143.1737,,39318.247672900354,0.0,112255.67899555783,5.4340363,0.86,
146845.63577932716,-34.00180584766921,-5.84935,,,0.83,,315726.05242919165,,,,,0.0,0.0,,0.00523396,57,,,115.14456,,,100,-34.00180584766921,36291.98670819366,,,100,315726.05242919165,,146845.63577932716,57,110567.6708822173,0.5089590802553163,1160000,,-120.99391,,36291.98670819366,0.0,110567.6708822173,5.4154215,0.83,
145810.06992046232,-33.63331944575329,39.1953,,,0.81,,316480.870111689,,,,,0.0,0.0,,0.006409253,58,,,102.91495,,,100,-33.63331944575329,36873.69360644147,,,100,316480.870111689,,145810.06992046232,58,113914.04798499112,0.5737108209803016,1180000,,-63.71965,,36873.69360644147,0.0,113914.04798499112,5.373549,0.81,
147498.29067064147,-21.213267968765873,-47.16276,,,0.85,,318663.2545241269,,,,,0.0,0.0,,0.008819178,59,,,96.632385,,,100,-21.213267968765873,36970.65585035417,,,100,318663.2545241269,,147498.29067064147,59,108907.72629214497,0.5313950057761898,1200000,,-143.79515,,36970.65585035417,0.0,108907.72629214497,5.3326716,0.85,
142151.43517685504,-23.56178721228759,-30.151737,6,196346.27718329598,0.8,6,320106.76188513887,110424.89707383218,10,-14.86358706490854,0.9,0.0,0.0,196346.27718329598,0.009067128,60,196346.27718329596,0.0,117.42404,-14.86358706490854,0.9,100,-23.56178721228759,36391.32184823467,196346.27718329596,10,100,320106.76188513887,309230.9240911311,142151.43517685504,60,115967.34943514079,0.5441479643188951,1220000,110424.89707383218,-147.57578,309230.9240911311,36391.32184823467,0.0,115967.34943514079,5.3026476,0.8,0.0
134904.17956719192,-32.637181701122636,-1.7884625,,,0.86,,310866.88173501,,,,,0.0,0.0,,0.0066114366,61,,,105.48122,,,100,-32.637181701122636,35318.80986936696,,,100,310866.88173501,,134904.17956719192,61,119583.20345982217,0.5400324533843047,1240000,,-107.26968,,35318.80986936696,0.0,119583.20345982217,5.2595797,0.86,
162301.58545318656,-21.858122596465595,27.691,,,0.9,,304093.9499373932,,,,,0.0,0.0,,0.008488706,62,,,115.873474,,,100,-21.858122596465595,42044.12154201916,,,100,304093.9499373932,,162301.58545318656,62,116625.85302910482,0.5293751643257936,1260000,,-88.18247,,42044.12154201916,0.0,116625.85302910482,5.233841,0.9,
187286.47009516144,-15.645156610456883,-38.6711,,,0.95,,320617.66961196746,,,,,0.0,0.0,,0.006301941,63,,,124.102646,,,100,-15.645156610456883,50194.366680484774,,,100,320617.66961196746,,187286.47009516144,63,116436.94118749586,0.4512332687069758,1280000,,-162.77374,,50194.366680484774,0.0,116436.94118749586,5.237075,0.95,
172353.17938944593,-27.902112857455666,26.443926,,,0.88,,299250.78789602546,,,,,0.0,0.0,,0.0069045546,64,,,110.40844,,,100,-27.902112857455666,45013.022965864584,,,100,299250.78789602546,,172353.17938944593,64,111689.63380040391,0.58056231901394,1300000,,-83.964516,,45013.022965864584,0.0,111689.63380040391,5.2125006,0.88,
167680.86401055663,-33.32944583772198,-76.447716,,,0.9,,327765.7035056772,,,,,0.0,0.0,,0.006072275,65,,,124.36219,,,100,-33.32944583772198,44012.73954430672,,,100,327765.7035056772,,167680.86401055663,65,111114.91110206126,0.4727910646715512,1320000,,-200.8099,,44012.73954430672,0.0,111114.91110206126,5.1849985,0.9,
181541.78038735763,-21.6528281123916,6.915725,,,0.9,,321219.5305828717,,,,,0.0,0.0,,0.005975762,66,,,105.814674,,,100,-21.6528281123916,47818.046801825825,,,100,321219.5305828717,,181541.78038735763,66,114812.6788086198,0.520916108871075,1340000,,-98.89895,,47818.046801825825,0.0,114812.6788086198,5.1608,0.9,
194582.83467676223,-29.79957612599513,8.4831,,,0.89,,323702.0321849128,,,,,0.0,0.0,,0.007103572,67,,,102.44615,,,100,-29.79957612599513,52431.95106732467,,,100,323702.0321849128,,194582.83467676223,67,108232.72723962,0.5254364211937499,1360000,,-93.96305,,52431.95106732467,0.0,108232.72723962,5.115478,0.89,
199718.97201345302,-28.94780791311823,11.8008,,,0.9,,307321.12745831796,,,,,0.0,0.0,,0.0067213606,68,,,121.59599,,,100,-28.94780791311823,52849.19139182246,,,100,307321.12745831796,,199718.97201345302,68,106302.95041991989,0.5146512297383294,1380000,,-109.7952,,52849.19139182246,0.0,106302.95041991989,5.065707,0.9,
188698.39877017398,-22.464311170326848,-0.60915,,,0.87,,321140.82411489723,,,,,0.0,0.0,,0.008412245,69,,,133.3957,,,100,-22.464311170326848,49703.90734795297,,,100,321140.82411489723,,188698.39877017398,69,105706.35572007266,0.575595329171682,1400000,,-134.00485,,49703.90734795297,0.0,105706.35572007266,5.0488048,0.87,
