MetaTest/Average/TerminationRate,MetaTest/hand-insert-v1/NumEpisodes,MetaTest/Average/NumEpisodes,MetaTrain/Average/PolicyLoss,MetaTest/hand-insert-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/hand-insert-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/hand-insert-v1/StdReturn,TotalEnvSteps,MetaTest/Average/StdReturn,MetaTest/hand-insert-v1/SuccessRate,MetaTest/hand-insert-v1/MinReturn,MetaTest/hand-insert-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/hand-insert-v1/AverageDiscountedReturn,MetaTest/hand-insert-v1/Iteration,MetaTest/Average/AverageReturn
0.0,10,10,-47922.64,0.0,4.8849363,-54.84975421488332,16,-32.232294692340886,23735.201,5956309.0,-68.118275126183,-54.84975421488333,12.100940217157241,152000,12.100940217157241,0.0,-68.118275126183,-32.232294692340886,0.0,-38.829563,-54.84975421488333,16,-54.84975421488332
0.0,10,10,-84664.9,0.0,5.808569,-60.08837856099816,17,-36.26061728588541,10242.814,6188450.0,-70.40793255388512,-60.08837856099815,8.938732980909386,158000,8.938732980909386,0.0,-70.40793255388512,-36.26061728588541,0.0,-58.79026,-60.08837856099815,17,-60.08837856099816
0.0,10,10,-104250.414,0.0,6.9290676,-69.78468380944491,18,-47.698875626017525,6573.6436,6289765.5,-83.03468495045321,-69.78468380944491,10.380033832213035,164000,10.380033832213035,0.0,-83.03468495045321,-47.698875626017525,0.0,-74.117615,-69.78468380944491,18,-69.78468380944491
0.0,10,10,-85282.96,0.0,8.196871,41800.44216571113,19,288144.9210049332,9015.878,6602614.0,-74.09225487145939,41800.4421657111,89028.62242193583,170000,89028.62242193583,0.5,-74.09225487145939,288144.9210049332,0.5,-71.40457,41800.4421657111,19,41800.44216571113
0.0,10,10,-76323.17,0.0,9.235022,53830.80508896095,20,304944.4761644898,16198.784,6143744.0,-67.5852923024419,53830.80508896095,95769.33195188834,176000,95769.33195188834,0.5,-67.5852923024419,304944.4761644898,0.5,-41.187927,53830.80508896095,20,53830.80508896095
0.0,10,10,-47816.473,0.0,10.204242,32002.064387213195,21,308371.5780801333,17989.936,6088018.0,-84.86552202418542,32002.064387213166,92153.5488807889,182000,92153.5488807889,0.4,-84.86552202418542,308371.5780801333,0.4,-33.683495,32002.064387213166,21,32002.064387213195
0.0,10,10,-38921.617,0.0,11.197892,-55.090797612187906,22,-27.44734072154415,1105053.2,913963140.0,-73.2776008869658,-55.090797612187885,10.86700759461858,188000,10.86700759461858,0.0,-73.2776008869658,-27.44734072154415,0.0,-5.6638927,-55.090797612187885,22,-55.090797612187906
0.0,10,10,-74999.484,0.0,11.758185,-85.02177185515413,23,-52.581664725505185,200311.5,18446636.0,-128.2902770001241,-85.0217718551541,25.757105071044514,194000,25.757105071044514,0.0,-128.2902770001241,-52.581664725505185,0.0,-46.75343,-85.0217718551541,23,-85.02177185515413
0.0,10,10,-46756.254,0.0,12.6672325,-73.01831421314509,24,-53.94681053483026,153623.27,8777128.0,-124.5902765956533,-73.01831421314509,25.54061863288323,200000,25.54061863288323,0.0,-124.5902765956533,-53.94681053483026,0.0,-15.964913,-73.01831421314509,24,-73.01831421314509
0.0,10,10,-50038.54,0.0,13.705734,-65.18910339616691,25,-54.826205996966664,67013.766,8188463.0,-79.39195936751959,-65.18910339616691,7.892133679819986,206000,7.892133679819986,0.0,-79.39195936751959,-54.826205996966664,0.0,-25.196766,-65.18910339616691,25,-65.18910339616691
0.0,10,10,-47035.832,0.0,15.492683,-48.584230277227775,26,-18.335096673692934,178064.56,8745305.0,-68.93169320173035,-48.584230277227775,13.81625020731372,212000,13.81625020731372,0.0,-68.93169320173035,-18.335096673692934,0.0,-40.5703,-48.584230277227775,26,-48.584230277227775
0.0,10,10,-73973.555,0.0,18.57914,415.0324436191621,27,4584.026609415077,65045.67,8697293.0,-63.288987545316246,415.03244361916194,1389.7180338768644,218000,1389.7180338768644,0.1,-63.288987545316246,4584.026609415077,0.1,-72.05003,415.03244361916194,27,415.0324436191621
0.0,10,10,-64344.688,0.0,21.256466,7867.323675173497,28,79152.11214857838,34843.137,9336377.0,-67.49159971172098,7867.323675173505,23761.600000564704,224000,23761.600000564704,0.1,-67.49159971172098,79152.11214857838,0.1,-49.69728,7867.323675173505,28,7867.323675173497
0.0,10,10,-59676.51,0.0,24.646389,356.87004071306876,29,4192.935041639689,30479.566,8585668.0,-107.76435759417052,356.870040713069,1278.7691364858224,230000,1278.7691364858224,0.1,-107.76435759417052,4192.935041639689,0.1,-72.05464,356.870040713069,29,356.87004071306876
0.0,10,10,-67088.0,0.0,28.67711,-73.84731838693837,30,-19.24437864577383,20811.928,8392319.0,-120.1839341174646,-73.84731838693835,26.86023466927478,236000,26.86023466927478,0.0,-120.1839341174646,-19.24437864577383,0.0,-81.947685,-73.84731838693835,30,-73.84731838693837
0.0,10,10,-68643.56,0.0,31.374542,-65.84359502759638,31,-59.70011100762517,430453.97,124507576.0,-72.91701993275026,-65.84359502759638,4.369889303503792,242000,4.369889303503792,0.0,-72.91701993275026,-59.70011100762517,0.0,34.99012,-65.84359502759638,31,-65.84359502759638
0.0,10,10,-26133.229,0.0,30.018965,-65.02822980363986,32,-56.54596519163205,66435.7,9469540.0,-70.71311647599946,-65.02822980363986,5.27275876756355,248000,5.27275876756355,0.0,-70.71311647599946,-56.54596519163205,0.0,2.5684566,-65.02822980363986,32,-65.02822980363986
0.0,10,10,-85624.05,0.0,32.541405,38476.838612155996,33,314325.28850313526,40861.57,10793301.0,-63.767517499437616,38476.838612156025,93626.22921996158,254000,93626.22921996158,0.5,-63.767517499437616,314325.28850313526,0.5,-124.30372,38476.838612156025,33,38476.838612155996
0.0,10,10,-92369.945,0.0,38.22569,34002.68671933825,34,340444.5347877877,44671.742,12252957.0,-82.65682674565453,34002.68671933823,102147.28466362093,260000,102147.28466362093,0.1,-82.65682674565453,340444.5347877877,0.1,-103.30657,34002.68671933823,34,34002.68671933825
0.0,10,10,-106537.76,0.0,42.365025,142.08209623238298,35,2095.921253221014,25018.455,10326424.0,-113.84353105880353,142.08209623238307,651.6985930670204,266000,651.6985930670204,0.1,-113.84353105880353,2095.921253221014,0.1,-81.40509,142.08209623238307,35,142.08209623238298
0.0,10,10,-102116.016,0.0,45.717678,33306.71144644571,36,327924.1612512788,9503.668,10079195.0,-94.64208263561372,33306.71144644573,98210.22629597723,272000,98210.22629597723,0.4,-94.64208263561372,327924.1612512788,0.4,-36.112743,33306.71144644573,36,33306.71144644571
0.0,10,10,-68156.086,0.0,45.41308,5951.566832687976,37,53229.366469084634,17285.64,8364197.5,-110.42584817778298,5951.566832687974,15821.115021168116,278000,15821.115021168116,0.3,-110.42584817778298,53229.366469084634,0.3,56.095337,5951.566832687974,37,5951.566832687976
0.0,10,10,-118370.41,0.0,43.986984,1507.1746035238275,38,5940.2120610048405,25423.393,11230384.0,-79.62837805579852,1507.1746035238282,2458.002821941009,284000,2458.002821941009,0.3,-79.62837805579852,5940.2120610048405,0.3,-82.80508,1507.1746035238282,38,1507.1746035238275
0.0,10,10,-125953.95,0.0,49.99079,1767.7971705845273,39,11675.520293356436,18074.346,10581813.0,-64.39965700052106,1767.797170584529,3715.421836202814,290000,3715.421836202814,0.3,-64.39965700052106,11675.520293356436,0.3,-64.43973,1767.797170584529,39,1767.7971705845273
0.0,10,10,-95878.23,0.0,51.099304,-61.29833071594155,40,-26.447702553855045,10899.32,8763365.0,-116.44154034619426,-61.298330715941574,25.348890724102915,296000,25.348890724102915,0.0,-116.44154034619426,-26.447702553855045,0.0,27.80746,-61.298330715941574,40,-61.29833071594155
0.0,10,10,-22091.674,0.0,45.133312,-72.64051140904586,41,-66.00571984873193,59207.086,19878346.0,-81.72363239592006,-72.64051140904584,4.41733540128007,302000,4.41733540128007,0.0,-81.72363239592006,-66.00571984873193,0.0,193.03493,-72.64051140904584,41,-72.64051140904586
0.0,10,10,-3594.1174,0.0,38.25856,-68.54679014525571,42,-58.29120857643038,38037.766,6101207.0,-82.0231057192092,-68.54679014525573,7.156567681629481,308000,7.156567681629481,0.0,-82.0231057192092,-58.29120857643038,0.0,165.32047,-68.54679014525573,42,-68.54679014525571
0.0,10,10,-12845.16,0.0,33.420086,5284.217667582736,43,49913.113465879695,81161.92,12885038.0,-84.0546886329809,5284.217667582741,14911.237661466876,314000,14911.237661466876,0.2,-84.0546886329809,49913.113465879695,0.2,125.78447,5284.217667582741,43,5284.217667582736
0.0,10,10,-20094.15,0.0,30.44375,-82.09724692876928,44,-66.02451316182152,23745.648,14869166.0,-95.69570687956264,-82.09724692876925,11.387430574830995,320000,11.387430574830995,0.0,-95.69570687956264,-66.02451316182152,0.0,65.01846,-82.09724692876925,44,-82.09724692876928
0.0,10,10,-15406.375,0.0,27.705168,-70.35404047370247,45,-61.76136761513116,141585.72,15303273.0,-78.59791731457173,-70.35404047370247,5.156448564234453,326000,5.156448564234453,0.0,-78.59791731457173,-61.76136761513116,0.0,100.495636,-70.35404047370247,45,-70.35404047370247
0.0,10,10,-8624.867,0.0,24.53766,-68.11716273884176,46,-56.80928894134762,150690.23,11138187.0,-75.53763066393785,-68.11716273884176,4.5633934952959185,332000,4.5633934952959185,0.0,-75.53763066393785,-56.80928894134762,0.0,54.07721,-68.11716273884176,46,-68.11716273884176
0.0,10,10,-21177.428,0.0,23.915268,-59.71857901048693,47,-43.63898398926797,55466.01,11860043.0,-98.84621718685514,-59.71857901048693,14.937684534378727,338000,14.937684534378727,0.0,-98.84621718685514,-43.63898398926797,0.0,-11.863175,-59.71857901048693,47,-59.71857901048693
0.0,10,10,-31854.072,0.0,24.073288,-74.04518070695877,48,-66.92424588152655,140096.9,15734692.0,-79.64329689716563,-74.04518070695879,4.545034000717771,344000,4.545034000717771,0.0,-79.64329689716563,-66.92424588152655,0.0,2.9539628,-74.04518070695879,48,-74.04518070695877
0.0,10,10,-104478.37,0.0,25.702938,-57.280195545478286,49,-33.81935450924452,61478.863,16961984.0,-84.08868701385175,-57.280195545478286,13.2442586746354,350000,13.2442586746354,0.0,-84.08868701385175,-33.81935450924452,0.0,-71.1255,-57.280195545478286,49,-57.280195545478286
0.0,10,10,-195724.06,0.0,31.855585,39072.13751141819,50,346687.6551722778,21183.033,24333562.0,-82.97830445079566,39072.137511418194,102998.50214503385,356000,102998.50214503385,0.4,-82.97830445079566,346687.6551722778,0.4,-196.50832,39072.137511418194,50,39072.13751141819
0.0,10,10,-237645.77,0.0,38.86252,172004.7296617823,51,350905.3842837823,4671.114,27136560.0,-32.89306144137404,172004.72966178233,148431.83723843592,362000,148431.83723843592,0.8,-32.89306144137404,350905.3842837823,0.8,-266.12875,172004.72966178233,51,172004.7296617823
0.0,10,10,-245516.64,0.0,46.37511,65929.2799613569,52,322178.66544690024,4528.574,29302236.0,-67.2643109209815,65929.27996135692,112008.03544199376,368000,112008.03544199376,0.7,-67.2643109209815,322178.66544690024,0.7,-281.3001,65929.27996135692,52,65929.2799613569
0.0,10,10,-245725.98,0.0,54.156227,15737.969394356944,53,103751.56118488309,2976.2007,33452304.0,-20.952907919434494,15737.969394356938,29789.062242669228,374000,29789.062242669228,0.8,-20.952907919434494,103751.56118488309,0.8,-276.22937,15737.969394356938,53,15737.969394356944
0.0,10,10,-238999.05,0.0,62.5654,182915.90916399384,54,348050.0222523281,2679.6228,39807148.0,1333.4953307685157,182915.90916399387,155358.14420774812,380000,155358.14420774812,1.0,1333.4953307685157,348050.0222523281,1.0,-247.1651,182915.90916399387,54,182915.90916399384
0.0,10,10,-218812.19,0.0,70.75011,193012.9961463602,55,346983.66079821036,3902.4155,44153604.0,529.7919178821608,193012.99614636024,149084.82083086408,386000,149084.82083086408,1.0,529.7919178821608,346983.66079821036,1.0,-180.56816,193012.99614636024,55,193012.9961463602
0.0,10,10,-256734.9,0.0,80.67823,171338.2044501325,56,332792.84545452433,2519.634,53086668.0,23316.170440835085,171338.20445013256,117416.46318318354,392000,117416.46318318354,1.0,23316.170440835085,332792.84545452433,1.0,-213.17822,171338.20445013256,56,171338.2044501325
0.0,10,10,-300791.1,0.0,95.09536,276713.0320629675,57,336438.1262922391,1446.7533,70179440.0,19202.796023815878,276713.0320629676,92554.9340875227,398000,92554.9340875227,1.0,19202.796023815878,336438.1262922391,1.0,-298.51624,276713.0320629676,57,276713.0320629675
0.0,10,10,-343954.75,0.0,112.473755,193675.3291448532,58,332001.694150016,595.5132,82817140.0,-19.022084458747653,193675.32914485323,134072.6405664888,404000,134072.6405664888,0.9,-19.022084458747653,332001.694150016,0.9,-320.81262,193675.32914485323,58,193675.3291448532
0.0,10,10,-362469.06,0.0,130.74954,86314.41191085211,59,319078.34391170525,915.3993,93403500.0,-37.43882479108694,86314.41191085211,113146.89617022655,410000,113146.89617022655,0.8,-37.43882479108694,319078.34391170525,0.8,-296.94208,86314.41191085211,59,86314.41191085211
0.0,10,10,-410765.22,0.0,152.23798,206032.03354037582,60,329694.8995896082,864.66064,111151390.0,6864.625527920476,206032.03354037582,139540.29477111288,416000,139540.29477111288,1.0,6864.625527920476,329694.8995896082,1.0,-336.5078,206032.03354037582,60,206032.03354037582
0.0,10,10,-436175.28,0.0,176.0191,124434.33495836127,61,344277.6007749747,1239.614,118033350.0,-20.04983907361749,124434.33495836126,141309.32456566178,422000,141309.32456566178,0.9,-20.04983907361749,344277.6007749747,0.9,-292.3815,124434.33495836126,61,124434.33495836127
0.0,10,10,-485692.44,0.0,202.16235,194756.28474949364,62,341450.0259381183,1141.3876,137256030.0,13040.028366366352,194756.28474949367,139623.20473606602,428000,139623.20473606602,1.0,13040.028366366352,341450.0259381183,1.0,-286.49475,194756.28474949367,62,194756.28474949364
0.0,10,10,-532507.5,0.0,230.79762,225558.55881352065,63,344167.4806324701,965.28,153255940.0,24038.529557015827,225558.5588135207,127450.73541680878,434000,127450.73541680878,1.0,24038.529557015827,344167.4806324701,1.0,-249.6021,225558.5588135207,63,225558.55881352065
0.0,10,10,-535092.44,0.0,255.47684,250017.84240932605,64,346596.43347034365,1628.7339,166349100.0,-16.81335723884332,250017.84240932594,121677.65286600609,440000,121677.65286600609,0.9,-16.81335723884332,346596.43347034365,0.9,-140.6996,250017.84240932594,64,250017.84240932605
0.0,10,10,-548571.25,0.0,276.07718,171078.8631941217,65,326965.782730185,1771.6085,176941700.0,10436.046150014952,171078.86319412175,140526.19900313462,446000,140526.19900313462,1.0,10436.046150014952,326965.782730185,1.0,-92.176704,171078.86319412175,65,171078.8631941217
0.0,10,10,-559800.56,0.0,291.53574,192599.90955604392,66,340017.1418935853,1705.0697,190489820.0,-17.825764460934405,192599.90955604392,145789.4917384719,452000,145789.4917384719,0.9,-17.825764460934405,340017.1418935853,0.9,-48.711468,192599.90955604392,66,192599.90955604392
0.0,10,10,-575544.2,0.0,307.1597,237138.8199696953,67,336321.85998340487,2262.8357,220594020.0,14034.908998592733,237138.8199696953,121310.95020361117,458000,121310.95020361117,1.0,14034.908998592733,336321.85998340487,1.0,-74.18526,237138.8199696953,67,237138.8199696953
0.0,10,10,-626601.1,0.0,324.5728,229725.6657845748,68,341644.8608518964,1533.8335,222686720.0,13750.862186550861,229725.66578457487,136315.5902998783,464000,136315.5902998783,1.0,13750.862186550861,341644.8608518964,1.0,-57.35032,229725.66578457487,68,229725.6657845748
0.0,10,10,-660642.2,0.0,344.03915,105415.79913494135,69,340246.1412489942,1154.318,251283840.0,6886.528244381003,105415.79913494138,123149.62577308861,470000,123149.62577308861,1.0,6886.528244381003,340246.1412489942,1.0,-73.989395,105415.79913494138,69,105415.79913494135
0.0,10,10,-683768.06,0.0,361.18625,206990.750393571,70,331144.67383677,968.2765,257147800.0,-25.314856901107305,206990.750393571,139044.74755157388,476000,139044.74755157388,0.8,-25.314856901107305,331144.67383677,0.8,-30.046421,206990.750393571,70,206990.750393571
0.0,10,10,-687284.9,0.0,364.5432,232796.3092792646,71,343605.96568200295,996.01874,262918600.0,9030.957192372822,232796.3092792646,126175.17458904278,482000,126175.17458904278,1.0,9030.957192372822,343605.96568200295,1.0,8.493044,232796.3092792646,71,232796.3092792646
0.0,10,10,-697801.2,0.0,355.334,194567.6198096922,72,347868.9863395281,1301.7493,278171300.0,-14.396062673678378,194567.6198096922,140674.24787281326,488000,140674.24787281326,0.9,-14.396062673678378,347868.9863395281,0.9,13.700674,194567.6198096922,72,194567.6198096922
0.0,10,10,-720856.94,0.0,359.9907,262941.67827188317,73,345619.1078996334,1480.9163,283181570.0,15537.384713153813,262941.6782718832,116394.91511127484,494000,116394.91511127484,1.0,15537.384713153813,345619.1078996334,1.0,-15.895102,262941.6782718832,73,262941.67827188317
0.0,10,10,-719671.6,0.0,355.93393,191559.52375164916,74,352417.2395849974,2112.949,292057540.0,-19.178773558513505,191559.52375164913,147789.14643022316,500000,147789.14643022316,0.8,-19.178773558513505,352417.2395849974,0.8,15.42202,191559.52375164913,74,191559.52375164916
0.0,10,10,-784757.25,0.0,368.94406,273035.88413012616,75,344486.135162808,1638.8905,308684450.0,38459.26780235017,273035.8841301261,91643.23786719868,506000,91643.23786719868,1.0,38459.26780235017,344486.135162808,1.0,-63.46659,273035.8841301261,75,273035.88413012616
0.0,10,10,-795392.3,0.0,376.0538,209664.83180918373,76,339176.06584553624,1195.5889,325802940.0,-26.789847136799747,209664.8318091837,139248.97422746415,512000,139248.97422746415,0.7,-26.789847136799747,339176.06584553624,0.7,1.1743164,209664.8318091837,76,209664.83180918373
0.0,10,10,-818754.94,0.0,373.99866,181652.15085450132,77,325640.97792734986,1228.3918,340054180.0,11835.957702346508,181652.15085450132,112640.56203931694,518000,112640.56203931694,1.0,11835.957702346508,325640.97792734986,1.0,8.070796,181652.15085450132,77,181652.15085450132
0.0,10,10,-820729.56,0.0,373.22354,142864.90709738297,78,335766.9114395997,1491.3557,346869730.0,-28.28176087929457,142864.90709738294,126123.47001368325,524000,126123.47001368325,0.9,-28.28176087929457,335766.9114395997,0.9,-17.634415,142864.90709738294,78,142864.90709738297
0.0,10,10,-855016.56,0.0,388.59482,199945.82810220664,79,337324.6008698214,1482.3965,373482720.0,-30.538704811393757,199945.8281022067,135396.86816341526,530000,135396.86816341526,0.9,-30.538704811393757,337324.6008698214,0.9,-43.872826,199945.8281022067,79,199945.82810220664
0.0,10,10,-861499.5,0.0,385.79507,184756.6756593844,80,340049.8676311663,2030.6942,368697730.0,-48.15984055094815,184756.67565938446,138642.51533381955,536000,138642.51533381955,0.7,-48.15984055094815,340049.8676311663,0.7,36.013535,184756.67565938446,80,184756.6756593844
0.0,10,10,-929645.7,0.0,387.59637,193204.25811831394,81,343819.88959258446,1692.6384,394392830.0,-18.605853564737597,193204.25811831397,150927.24168130156,542000,150927.24168130156,0.9,-18.605853564737597,343819.88959258446,0.9,-28.080544,193204.25811831397,81,193204.25811831394
0.0,10,10,-931556.3,0.0,388.31985,225013.13666049374,82,340655.60896236764,1992.1522,406075200.0,-16.846777321473464,225013.13666049374,141266.11676030778,548000,141266.11676030778,0.9,-16.846777321473464,340655.60896236764,0.9,12.326753,225013.13666049374,82,225013.13666049374
0.0,10,10,-969628.56,0.0,388.81894,199841.21756126205,83,348832.70391560363,2241.1023,433798050.0,2357.65687891973,199841.21756126216,145417.17972281855,554000,145417.17972281855,1.0,2357.65687891973,348832.70391560363,1.0,-10.5309105,199841.21756126216,83,199841.21756126205
0.0,10,10,-970860.94,0.0,383.32074,257737.58608743892,84,367196.6464271924,2488.146,438738080.0,4039.9228300541813,257737.58608743892,131478.93984276513,560000,131478.93984276513,1.0,4039.9228300541813,367196.6464271924,1.0,48.237675,257737.58608743892,84,257737.58608743892
0.0,10,10,-981504.1,0.0,375.88245,140144.1331080626,85,318509.66135618975,2591.514,442343600.0,2030.3910681740763,140144.1331080626,113806.0099703739,566000,113806.0099703739,1.0,2030.3910681740763,318509.66135618975,1.0,23.889605,140144.1331080626,85,140144.1331080626
0.0,10,10,-972666.8,0.0,370.59552,161118.80596851153,86,344573.0639190229,1987.8564,450637250.0,-46.943375878554136,161118.80596851156,142256.34607892553,572000,142256.34607892553,0.8,-46.943375878554136,344573.0639190229,0.8,20.94065,161118.80596851156,86,161118.80596851153
0.0,10,10,-992195.06,0.0,366.28726,294444.00622675894,87,340130.72816063516,1948.7892,461456670.0,76315.35068052812,294444.00622675894,78167.7784907077,578000,78167.7784907077,1.0,76315.35068052812,340130.72816063516,1.0,21.751545,294444.00622675894,87,294444.00622675894
0.0,10,10,-969855.5,0.0,358.9685,265912.9467945604,88,347510.12396930536,1754.3885,470167940.0,-17.119067026117698,265912.94679456035,113628.42314809289,584000,113628.42314809289,0.9,-17.119067026117698,347510.12396930536,0.9,52.364105,265912.94679456035,88,265912.9467945604
0.0,10,10,-1007090.9,0.0,348.39078,144492.59492762177,89,345366.7545298772,1375.1987,489533340.0,-88.68003102691763,144492.5949276218,152879.80608684398,590000,152879.80608684398,0.7,-88.68003102691763,345366.7545298772,0.7,20.55418,144492.5949276218,89,144492.59492762177
0.0,10,10,-1011442.75,0.0,346.4757,255317.32267856877,90,367639.94176612236,1805.8192,504149120.0,-15.920659105263635,255317.32267856886,105610.78562415342,596000,105610.78562415342,0.9,-15.920659105263635,367639.94176612236,0.9,3.5444741,255317.32267856886,90,255317.32267856877
0.0,10,10,-1016709.1,0.0,345.36676,246318.77605924165,91,373178.4826965658,2009.7117,530793150.0,-26.11955150119899,246318.77605924165,131129.6969238608,602000,131129.6969238608,0.9,-26.11955150119899,373178.4826965658,0.9,1.1695386,246318.77605924165,91,246318.77605924165
0.0,10,10,-1019123.9,0.0,348.7352,256924.49831934762,92,347804.7603601853,1986.3585,541377300.0,17965.209602090614,256924.49831934756,121631.47303549334,608000,121631.47303549334,1.0,17965.209602090614,347804.7603601853,1.0,-22.073652,256924.49831934756,92,256924.49831934762
0.0,10,10,-1098470.1,0.0,360.7847,219196.55233764145,93,347965.44212664745,1647.0806,566026300.0,-17.237945937006053,219196.5523376415,141232.21917027177,614000,141232.21917027177,0.9,-17.237945937006053,347965.44212664745,0.9,-68.23711,219196.5523376415,93,219196.55233764145
