MetaTest/Average/SuccessRate,MetaTest/coffee-pull-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/coffee-pull-v1/NumTrajs,MetaTest/coffee-pull-v1/MinReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/coffee-pull-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTrain/Average/PolicyLoss,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/coffee-pull-v1/AverageDiscountedReturn
0.0,3725.892829044334,1311.6823998267164,0.0,1311.6823998267164,0.0,-46.560735147699134,10,-46.560735147699134,0.0,632000,17,12481.54847401271,143115.84,1311.6823998267155,nan,-467.0976,17,10,3725.892829044334,12481.54847401271,-1.2733928,3254.3794,1311.6823998267155
0.0,296.3235579896704,120.63755723895818,0.0,120.63755723895818,0.0,-84.95079028922754,10,-84.95079028922754,0.0,656000,18,721.2733529020574,217814.38,120.63755723895807,nan,-3107.083,18,10,296.3235579896704,721.2733529020574,-5.8868,56.649235,120.63755723895807
0.0,204.98601869974343,118.84025876407539,0.0,118.84025876407539,0.0,-37.2873729771658,10,-37.2873729771658,0.0,680000,19,655.5511245358574,489069.44,118.84025876407532,nan,-8585.502,19,10,204.98601869974343,655.5511245358574,-10.2486925,734.9586,118.84025876407532
0.0,261.6614359509793,98.57949568058874,0.0,98.57949568058874,0.0,-52.56127572625135,10,-52.56127572625135,0.0,704000,20,812.8976891380321,943668.7,98.57949568058874,nan,-22651.621,20,10,261.6614359509793,812.8976891380321,-13.733962,158.87332,98.57949568058874
0.0,1063.8382252278318,327.82713897689825,0.0,327.82713897689825,0.0,-98.78892235553687,10,-98.78892235553687,0.0,728000,21,3512.906179575396,987497.2,327.8271389768984,nan,-20868.275,21,10,1063.8382252278318,3512.906179575396,-10.473109,673.9427,327.8271389768984
0.0,1249.8216103838568,379.1723511808227,0.0,379.1723511808227,0.0,-91.27760072359932,10,-91.27760072359932,0.0,752000,22,4121.8758448447425,1118975.6,379.17235118082306,nan,-9703.976,22,10,1249.8216103838568,4121.8758448447425,-6.0461764,1448.0466,379.17235118082306
0.0,1.8474040801648084,-52.14560954492352,0.0,-52.14560954492352,0.0,-54.928035094771914,10,-54.928035094771914,0.0,776000,23,-48.591659507399946,786464.5,-52.145609544923516,nan,-6211.173,23,10,1.8474040801648084,-48.591659507399946,-4.166498,1119.9618,-52.145609544923516
0.0,2.951888267053991,-43.532359062006606,0.0,-43.532359062006606,0.0,-47.65477018413945,10,-47.65477018413945,0.0,800000,24,-38.398474016532305,206095.77,-43.53235906200662,nan,-391.30106,24,10,2.951888267053991,-38.398474016532305,-0.23021448,2466.5266,-43.53235906200662
0.0,20.523255960046157,-64.10075692857458,0.0,-64.10075692857458,0.0,-81.57934493486576,10,-81.57934493486576,0.0,824000,25,-13.965493864932487,83265.73,-64.10075692857461,nan,-57.772392,25,10,20.523255960046157,-13.965493864932487,1.9611369,886.30365,-64.10075692857461
0.1,9284.57420157324,3457.8916089352438,0.1,3457.8916089352438,0.0,-87.5879399764033,10,-87.5879399764033,0.0,848000,26,31194.71508820978,198291.98,3457.8916089352438,nan,-602.9518,26,10,9284.57420157324,31194.71508820978,-0.06108134,574.2926,3457.8916089352438
0.0,49.592612572262155,-37.585780946222236,0.0,-37.585780946222236,0.0,-76.7776508164591,10,-76.7776508164591,0.0,872000,27,106.34217837605222,522989.4,-37.585780946222215,nan,-2431.3835,27,10,49.592612572262155,106.34217837605222,-3.5969605,536.32806,-37.585780946222215
0.0,123.48634877037745,10.779806053849656,0.0,10.779806053849656,0.0,-87.96198255941373,10,-87.96198255941373,0.0,896000,28,318.2345512662619,1134733.6,10.779806053849637,nan,-7757.477,28,10,123.48634877037745,318.2345512662619,-8.78053,944.3185,10.779806053849637
0.1,5159.080530958373,1829.2454665384453,0.1,1829.2454665384453,0.0,-48.8072788152576,10,-48.8072788152576,0.0,920000,29,17294.652337350803,1896153.5,1829.245466538446,nan,-16028.388,29,10,5159.080530958373,17294.652337350803,-10.967453,14686.447,1829.245466538446
0.0,66.94592310457256,-54.46354631996722,0.0,-54.46354631996722,0.0,-89.8477473560949,10,-89.8477473560949,0.0,944000,30,139.12759637570065,2474579.0,-54.463546319967236,nan,-22459.908,30,10,66.94592310457256,139.12759637570065,-12.877449,2318.973,-54.463546319967236
0.0,4.524821375989869,-87.79409375031398,0.0,-87.79409375031398,0.0,-94.55347341167575,10,-94.55347341167575,0.0,968000,31,-77.75278727782364,2529306.5,-87.79409375031398,nan,-20409.943,31,10,4.524821375989869,-77.75278727782364,-10.691735,4727.837,-87.79409375031398
0.0,2.6631271263279834,-109.47616654639224,0.0,-109.47616654639224,0.0,-114.44144886489995,10,-114.44144886489995,0.0,992000,32,-106.69576208618935,3119024.8,-109.47616654639225,nan,-20055.523,32,10,2.6631271263279834,-106.69576208618935,-8.522476,12472.815,-109.47616654639225
0.0,5.1873795948023975,-97.84653968409572,0.0,-97.84653968409572,0.0,-108.29348918575134,10,-108.29348918575134,0.0,1016000,33,-91.73783480006128,2057870.1,-97.84653968409573,nan,-847.54785,33,10,5.1873795948023975,-91.73783480006128,0.589696,24867.256,-97.84653968409573
0.0,22.389401162790715,-96.99742486902181,0.0,-96.99742486902181,0.0,-123.16201315872254,10,-123.16201315872254,0.0,1040000,34,-72.07501124193918,1332612.1,-96.99742486902181,nan,1446.3928,34,10,22.389401162790715,-72.07501124193918,-0.5884897,7036.3574,-96.99742486902181
0.0,2.2331912625296355,-94.32176868149917,0.0,-94.32176868149917,0.0,-97.74160536976969,10,-97.74160536976969,0.0,1064000,35,-90.33175510941221,644410.1,-94.32176868149918,nan,1350.348,35,10,2.2331912625296355,-90.33175510941221,-1.0927229,3019.0632,-94.32176868149918
0.0,5.88319164850786,-63.47526007797347,0.0,-63.47526007797347,0.0,-77.3211128711688,10,-77.3211128711688,0.0,1088000,36,-57.688246579101666,273562.94,-63.47526007797344,nan,879.51904,36,10,5.88319164850786,-57.688246579101666,-3.0611773,4452.389,-63.47526007797344
0.0,130.35049823671685,-19.40668038321433,0.0,-19.40668038321433,0.0,-92.34086194546263,10,-92.34086194546263,0.0,1112000,37,343.9280979354615,636072.3,-19.406680383214336,nan,664.49585,37,10,130.35049823671685,343.9280979354615,-3.140332,9394.313,-19.406680383214336
0.1,25483.136586579436,9435.063225871858,0.1,9435.063225871858,0.0,-57.54777355547127,10,-57.54777355547127,0.0,1136000,38,85459.76817834098,890243.7,9435.063225871858,nan,-4240.7227,38,10,25483.136586579436,85459.76817834098,-7.816784,7497.074,9435.063225871858
0.0,84.81587741808943,0.00962792715514027,0.0,0.00962792715514027,0.0,-92.04033434155767,10,-92.04033434155767,0.0,1160000,39,188.6380568287765,1645380.2,0.00962792715515306,nan,-14487.534,39,10,84.81587741808943,188.6380568287765,-17.31048,4658.4204,0.00962792715515306
0.0,1048.9901473892003,1169.884463101052,0.0,1169.884463101052,0.0,-30.91233618075136,10,-30.91233618075136,0.0,1184000,40,3648.0378979973784,3425209.2,1169.8844631010518,nan,-34293.566,40,10,1048.9901473892003,3648.0378979973784,-26.426414,420.6693,1169.8844631010518
0.1,2435.718796740362,978.180855864649,0.1,978.180855864649,0.0,-59.00052113458594,10,-59.00052113458594,0.0,1208000,41,8165.512621945539,4205821.5,978.1808558646495,nan,-39375.72,41,10,2435.718796740362,8165.512621945539,-25.081684,1883.4962,978.1808558646495
0.0,1453.0898273589885,649.948344206631,0.0,649.948344206631,0.0,-95.04370334428631,10,-95.04370334428631,0.0,1232000,42,4058.8247898974423,5157659.5,649.9483442066308,nan,-43497.137,42,10,1453.0898273589885,4058.8247898974423,-24.572329,5716.26,649.9483442066308
0.1,1298.619705123208,774.7752432239815,0.1,774.7752432239815,0.0,-81.86835126128497,10,-81.86835126128497,0.0,1256000,43,3856.0937919358757,5655281.5,774.775243223982,nan,-46866.28,43,10,1298.619705123208,3856.0937919358757,-24.48345,4061.8171,774.775243223982
0.0,4.22911504390544,-91.938546118617,0.0,-91.938546118617,0.0,-97.11837434200415,10,-97.11837434200415,0.0,1280000,44,-81.53816153522574,3720437.2,-91.93854611861704,nan,-24245.22,44,10,4.22911504390544,-81.53816153522574,-15.875315,4384.27,-91.93854611861704
0.0,23.591920223577795,-73.08726612000106,0.0,-73.08726612000106,0.0,-103.23912219651915,10,-103.23912219651915,0.0,1304000,45,-20.198106605485158,3597763.5,-73.08726612000108,nan,-22173.121,45,10,23.591920223577795,-20.198106605485158,-13.743166,2952.7874,-73.08726612000108
0.0,38.4727522459521,-68.12889751628511,0.0,-68.12889751628511,0.0,-127.82969629177597,10,-127.82969629177597,0.0,1328000,46,-20.699301087307894,3734528.5,-68.12889751628514,nan,-30039.912,46,10,38.4727522459521,-20.699301087307894,-16.811562,10838.39,-68.12889751628514
0.0,1.9392477864687632,-49.008520565150775,0.0,-49.008520565150775,0.0,-52.13364302875111,10,-52.13364302875111,0.0,1352000,47,-44.145838999093876,4279382.5,-49.00852056515079,nan,-32627.135,47,10,1.9392477864687632,-44.145838999093876,-17.160831,7317.5244,-49.00852056515079
0.0,1707.471887789042,906.3699532749952,0.0,906.3699532749952,0.0,-59.372990280532306,10,-59.372990280532306,0.0,1376000,48,5666.325094813138,4078026.0,906.3699532749952,nan,-26403.52,48,10,1707.471887789042,5666.325094813138,-17.671577,49907.297,906.3699532749952
0.4,12069.926815444858,9061.323809455433,0.4,9061.323809455433,0.0,-36.17994428427112,10,-36.17994428427112,0.0,1400000,49,40183.229453259206,13167214.0,9061.323809455433,nan,-57878.023,49,10,12069.926815444858,40183.229453259206,-24.563553,30719.826,9061.323809455433
0.0,55.80342204736281,-66.89502614119539,0.0,-66.89502614119539,0.0,-92.11299364423179,10,-92.11299364423179,0.0,1424000,50,99.94258865531225,6884851.0,-66.89502614119539,nan,-47224.72,50,10,55.80342204736281,99.94258865531225,-21.442816,29526.43,-66.89502614119539
0.3,12440.805661212535,7005.8145918983155,0.3,7005.8145918983155,0.0,-82.62365350941727,10,-82.62365350941727,0.0,1448000,51,40989.16514491384,9810512.0,7005.8145918983155,nan,-69155.35,51,10,12440.805661212535,40989.16514491384,-25.666973,44932.062,7005.8145918983155
0.2,2389.949605133714,1059.06781983341,0.2,1059.06781983341,0.0,-91.83589346527945,10,-91.83589346527945,0.0,1472000,52,7516.863436110662,10781454.0,1059.0678198334103,nan,-69908.4,52,10,2389.949605133714,7516.863436110662,-24.90777,30727.271,1059.0678198334103
0.4,1499.3032118079323,1098.2475819669178,0.4,1098.2475819669178,0.0,-86.29718103130578,10,-86.29718103130578,0.0,1496000,53,4600.507828028409,12064541.0,1098.2475819669169,nan,-70112.83,53,10,1499.3032118079323,4600.507828028409,-24.396152,54925.867,1098.2475819669169
0.4,42171.66286275862,23097.748583788627,0.4,23097.748583788627,0.0,-84.61661724652284,10,-84.61661724652284,0.0,1520000,54,114536.79652249605,14844892.0,23097.748583788634,nan,-77682.695,54,10,42171.66286275862,114536.79652249605,-24.663519,50372.184,23097.748583788634
0.3,83442.35391809631,53156.58194875942,0.3,53156.58194875942,0.0,-129.03337337527464,10,-129.03337337527464,0.0,1544000,55,237835.72756974422,18558540.0,53156.58194875942,nan,-80262.67,55,10,83442.35391809631,237835.72756974422,-24.010239,6439.939,53156.58194875942
0.0,487.3538713052793,221.30624315341583,0.0,221.30624315341583,0.0,-45.200639992299344,10,-45.200639992299344,0.0,1568000,56,1514.0223273234958,18928156.0,221.30624315341566,nan,-69272.32,56,10,487.3538713052793,1514.0223273234958,-20.44155,44387.047,221.30624315341566
0.0,132.75490907861996,15.000944272972394,0.0,15.000944272972394,0.0,-47.515397561305456,10,-47.515397561305456,0.0,1592000,57,411.18969791148544,9543542.0,15.000944272972351,nan,-24690.947,57,10,132.75490907861996,411.18969791148544,-11.643291,34087.484,15.000944272972351
0.1,24.32302744030567,-51.47756300367047,0.1,-51.47756300367047,0.0,-84.74232101664742,10,-84.74232101664742,0.0,1616000,58,-13.690480362959802,16279219.0,-51.477563003670454,nan,-42880.97,58,10,24.32302744030567,-13.690480362959802,-17.029873,59324.004,-51.477563003670454
0.1,73356.62783624024,24388.866488790438,0.1,24388.866488790438,0.0,-80.85442074917232,10,-80.85442074917232,0.0,1640000,59,244458.74664556963,32261242.0,24388.866488790456,nan,-89152.08,59,10,73356.62783624024,244458.74664556963,-22.15063,61396.598,24388.866488790456
0.1,95787.24359555336,37369.11428297556,0.1,37369.11428297556,0.0,-44.71907906582194,10,-44.71907906582194,0.0,1664000,60,323230.04545667383,40041290.0,37369.11428297558,nan,-107413.05,60,10,95787.24359555336,323230.04545667383,-23.784481,129717.055,37369.11428297558
0.4,27240.425258792846,17000.852658109165,0.4,17000.852658109165,0.0,-42.559532868936316,10,-42.559532868936316,0.0,1688000,61,85459.55098140832,48847890.0,17000.852658109165,nan,-133137.53,61,10,27240.425258792846,85459.55098140832,-26.494774,96876.43,17000.852658109165
0.1,15023.095389188484,10645.93199873301,0.1,10645.93199873301,0.0,-55.126368754447626,10,-55.126368754447626,0.0,1712000,62,50034.157004894434,60373492.0,10645.93199873301,nan,-157671.08,62,10,15023.095389188484,50034.157004894434,-28.437395,32267.098,10645.93199873301
0.2,12414.869293856744,6831.498850952756,0.2,6831.498850952756,0.0,-48.1822527407432,10,-48.1822527407432,0.0,1736000,63,34760.41383491068,66772984.0,6831.498850952757,nan,-172345.86,63,10,12414.869293856744,34760.41383491068,-28.766075,64107.99,6831.498850952757
0.1,38167.76056637848,20976.66882889313,0.1,20976.66882889313,0.0,-69.96443279144123,10,-69.96443279144123,0.0,1760000,64,127046.49668773582,72384420.0,20976.668828893136,nan,-179055.47,64,10,38167.76056637848,127046.49668773582,-28.196688,53935.64,20976.668828893136
0.0,13764.952284792098,6681.276129503288,0.0,6681.276129503288,0.0,-47.018581870877696,10,-47.018581870877696,0.0,1784000,65,46326.05562469076,78419450.0,6681.276129503281,nan,-184919.1,65,10,13764.952284792098,46326.05562469076,-27.355894,83254.34,6681.276129503281
0.2,44695.89472586502,26019.221390108414,0.2,26019.221390108414,0.0,-44.736074315812246,10,-44.736074315812246,0.0,1808000,66,139794.70659767615,83589640.0,26019.22139010841,nan,-185228.83,66,10,44695.89472586502,139794.70659767615,-26.49677,22867.254,26019.22139010841
0.3,41910.099924571,29055.705982583044,0.3,29055.705982583044,0.0,-63.1614848590504,10,-63.1614848590504,0.0,1832000,67,115215.29029651558,86591740.0,29055.70598258306,nan,-177629.19,67,10,41910.099924571,115215.29029651558,-26.199596,74645.766,29055.70598258306
0.2,32978.591071488365,17119.463293532343,0.2,17119.463293532343,0.0,283.838685858894,10,283.838685858894,0.0,1856000,68,102563.47007309599,91474230.0,17119.463293532343,nan,-183618.77,68,10,32978.591071488365,102563.47007309599,-26.252392,18377.047,17119.463293532343
0.2,33723.70830913859,21163.301344629133,0.2,21163.301344629133,0.0,-14.486638430184994,10,-14.486638430184994,0.0,1880000,69,93847.77985813054,94228450.0,21163.301344629144,nan,-194111.58,69,10,33723.70830913859,93847.77985813054,-25.923407,5914.669,21163.301344629144
0.0,29596.70103713231,15995.42968072744,0.0,15995.42968072744,0.0,5.835546495827776,10,5.835546495827776,0.0,1904000,70,90585.62060874012,94939896.0,15995.429680727437,nan,-200805.39,70,10,29596.70103713231,90585.62060874012,-25.065,21905.264,15995.429680727437
0.1,41285.77815866395,22354.161564372967,0.1,22354.161564372967,0.0,83.72273804609331,10,83.72273804609331,0.0,1928000,71,138885.631081302,93770140.0,22354.161564372975,nan,-204371.08,71,10,41285.77815866395,138885.631081302,-24.638996,7421.435,22354.161564372975
0.7,55689.27600995624,47440.94739985813,0.7,47440.94739985813,0.0,-41.75465149338561,10,-41.75465149338561,0.0,1952000,72,152472.98447945766,93396670.0,47440.94739985814,nan,-204826.27,72,10,55689.27600995624,152472.98447945766,-24.277124,6687.9614,47440.94739985814
0.1,30590.848217670507,18392.43236603636,0.1,18392.43236603636,0.0,-36.905580030276376,10,-36.905580030276376,0.0,1976000,73,93086.2865102226,97822936.0,18392.432366036363,nan,-210846.11,73,10,30590.848217670507,93086.2865102226,-24.988695,7704.872,18392.432366036363
0.4,54393.68089918396,36462.25093567568,0.4,36462.25093567568,0.0,-47.0530714668786,10,-47.0530714668786,0.0,2000000,74,172651.98277149803,89507820.0,36462.2509356757,nan,-207126.11,74,10,54393.68089918396,172651.98277149803,-25.278383,7080.885,36462.2509356757
0.5,82310.63377695653,68614.41008525222,0.5,68614.41008525222,0.0,-38.231486324421745,10,-38.231486324421745,0.0,2024000,75,247311.75098229272,85828904.0,68614.41008525222,nan,-197791.23,75,10,82310.63377695653,247311.75098229272,-24.913063,11204.051,68614.41008525222
0.7,95027.31273777531,122912.30167856828,0.7,122912.30167856828,0.0,8421.02202948385,10,8421.02202948385,0.0,2048000,76,316068.7004776432,84894300.0,122912.30167856831,nan,-188766.8,76,10,95027.31273777531,316068.7004776432,-24.323843,15647.402,122912.30167856831
0.5,58562.04157853662,62051.850394284855,0.5,62051.850394284855,0.0,-38.174974925096485,10,-38.174974925096485,0.0,2072000,77,187509.66756749485,87745120.0,62051.850394284855,nan,-198641.56,77,10,58562.04157853662,187509.66756749485,-24.584604,9028.724,62051.850394284855
0.4,77539.56950564313,51176.83678351881,0.4,51176.83678351881,0.0,-39.82814725182704,10,-39.82814725182704,0.0,2096000,78,236891.56583708775,91818440.0,51176.836783518826,nan,-203075.2,78,10,77539.56950564313,236891.56583708775,-24.21913,12688.467,51176.836783518826
0.4,92907.66243429213,71390.25464114986,0.4,71390.25464114986,0.0,282.92187149782086,10,282.92187149782086,0.0,2120000,79,330859.1817920989,92774270.0,71390.25464114983,nan,-199812.48,79,10,92907.66243429213,330859.1817920989,-23.792751,61631.758,71390.25464114983
0.2,68134.04036225904,69127.79743160334,0.2,69127.79743160334,0.0,205.7874734937214,10,205.7874734937214,0.0,2144000,80,194620.30078164142,104466870.0,69127.79743160332,nan,-214654.66,80,10,68134.04036225904,194620.30078164142,-24.304167,62531.477,69127.79743160332
0.4,86204.37624981982,81772.48322053046,0.4,81772.48322053046,0.0,73.54642984159203,10,73.54642984159203,0.0,2168000,81,247909.76056435474,102272940.0,81772.48322053047,nan,-203107.42,81,10,86204.37624981982,247909.76056435474,-24.14423,45592.09,81772.48322053047
0.4,83471.67810705418,72864.00897819041,0.4,72864.00897819041,0.0,1293.5675617695626,10,1293.5675617695626,0.0,2192000,82,255537.81527488367,107810240.0,72864.00897819044,nan,-222004.28,82,10,83471.67810705418,255537.81527488367,-24.05095,17966.408,72864.00897819044
0.7,89880.44856001507,119928.41192847435,0.7,119928.41192847435,0.0,-38.511540250415216,10,-38.511540250415216,0.0,2216000,83,266520.47094575834,116576940.0,119928.41192847435,nan,-234975.58,83,10,89880.44856001507,266520.47094575834,-23.837137,11939.214,119928.41192847435
0.5,55705.3988290136,56222.70665506479,0.5,56222.70665506479,0.0,394.23363299925506,10,394.23363299925506,0.0,2240000,84,184831.03175573563,128332740.0,56222.70665506476,nan,-253710.81,84,10,55705.3988290136,184831.03175573563,-23.829527,8593.251,56222.70665506476
0.3,69228.84707224189,74215.6041616366,0.3,74215.6041616366,0.0,3485.120039793302,10,3485.120039793302,0.0,2264000,85,220471.8310017417,134339680.0,74215.6041616366,nan,-263187.84,85,10,69228.84707224189,220471.8310017417,-23.67072,9342.244,74215.6041616366
0.7,51576.900994675314,74179.81946889745,0.7,74179.81946889745,0.0,1393.2443942529922,10,1393.2443942529922,0.0,2288000,86,154547.98338394167,137391950.0,74179.81946889746,nan,-263445.8,86,10,51576.900994675314,154547.98338394167,-23.730677,17784.084,74179.81946889746
0.6,69090.78968825618,91071.11231941322,0.6,91071.11231941322,0.0,3880.045082554812,10,3880.045082554812,0.0,2312000,87,234031.57543309117,143439520.0,91071.11231941321,nan,-269969.78,87,10,69090.78968825618,234031.57543309117,-23.814707,17781.885,91071.11231941321
0.7,80039.71164243523,87357.42385623127,0.7,87357.42385623127,0.0,2047.7600995808075,10,2047.7600995808075,0.0,2336000,88,261190.48198764335,148871410.0,87357.42385623127,nan,-281610.78,88,10,80039.71164243523,261190.48198764335,-23.618065,6884.0747,87357.42385623127
0.2,51968.95752059908,40990.5626849894,0.2,40990.5626849894,0.0,-41.23358564557022,10,-41.23358564557022,0.0,2360000,89,153338.77461903894,159798080.0,40990.56268498941,nan,-292129.0,89,10,51968.95752059908,153338.77461903894,-23.968973,8618.34,40990.56268498941
0.4,55339.62718709492,65360.28197669583,0.4,65360.28197669583,0.0,87.4642859079096,10,87.4642859079096,0.0,2384000,90,178470.02635821354,162876910.0,65360.28197669581,nan,-299077.16,90,10,55339.62718709492,178470.02635821354,-23.90918,7445.4043,65360.28197669581
0.5,76919.63070792629,130180.5092911419,0.5,130180.5092911419,0.0,44762.716463490106,10,44762.716463490106,0.0,2408000,91,269285.9110724508,160612480.0,130180.50929114188,nan,-293245.5,91,10,76919.63070792629,269285.9110724508,-24.056852,152869.86,130180.50929114188
0.3,48930.17097047124,61592.145211249495,0.3,61592.145211249495,0.0,10295.780571186071,10,10295.780571186071,0.0,2432000,92,184821.84478742737,170689070.0,61592.14521124951,nan,-314077.7,92,10,48930.17097047124,184821.84478742737,-24.065804,8164.193,61592.14521124951
0.6,112763.3047081161,130529.84108654433,0.6,130529.84108654433,0.0,79.93173884308248,10,79.93173884308248,0.0,2456000,93,300548.07156507554,174357540.0,130529.84108654436,nan,-316945.97,93,10,112763.3047081161,300548.07156507554,-24.405493,9701.164,130529.84108654436
0.3,63297.15585237381,44814.970510785504,0.3,44814.970510785504,0.0,-72.95823122384012,10,-72.95823122384012,0.0,2480000,94,185347.93541209007,181991300.0,44814.97051078548,nan,-316316.44,94,10,63297.15585237381,185347.93541209007,-25.338703,23129.418,44814.97051078548
