MetaTest/push-v1/TerminationRate,MetaTest/Average/MinReturn,Average/TerminationRate,GaussianMLPPolicy/KLAfter,GaussianMLPPolicy/Entropy,push-v1/MinReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/NumEpisodes,Iteration,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/AverageReturn,Average/StdReturn,MetaTest/push-v1/StdReturn,TotalEnvSteps,push-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/push-v1/MinReturn,push-v1/AverageReturn,push-v1/TerminationRate,push-v1/SuccessRate,push-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,Average/NumEpisodes,Average/MaxReturn,GaussianMLPPolicy/dLoss,Average/AverageReturn,MetaTest/push-v1/Iteration,MetaTest/push-v1/SuccessRate,Average/Iteration,MetaTest/push-v1/AverageDiscountedReturn,push-v1/NumEpisodes,push-v1/MaxReturn,MetaTest/Average/AverageReturn,Average/MinReturn,Average/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,push-v1/Iteration
0.0,-21.838500980388872,0.0,3.212658339180052e-05,5.684144496917725,-31.50945669777663,-3.2848670343810227e-06,0.06,5799.318716786096,50,10,73603.48236874156,5799.318716786096,10621.16371413741,12082.463019653314,880000,2034.8048982673902,2034.8048982673902,50,-21.838500980388872,6836.999370270086,0.0,0.08,10621.16371413741,0.0,1,200,84411.85910944299,4.5418573790811934e-08,6836.999370270086,1,0.06,10,5799.318716786096,200,84411.85910944299,5799.318716786096,-31.50945669777663,0.08,73603.48236874156,12082.463019653314,-3.2394484605902107e-06,0.0,10
,,0.0,3.547766391420737e-05,5.678772449493408,-44.24156453319931,-4.2767806007759646e-06,,,,11,,,10280.286764778228,,960000,1356.9414577975447,1356.9414577975447,,,4953.534694193762,0.0,0.055,10280.286764778228,,,200,67977.89595093639,5.02591319673229e-08,4953.534694193762,,,11,,200,67977.89595093639,,-44.24156453319931,0.055,,,-4.226521468808642e-06,0.0,11
,,0.0,0.004450634121894836,5.659909725189209,-25.289140092450808,-2.6111951228813268e-05,,,,12,,,13602.555484094939,,1040000,2010.3061128057152,2010.3061128057152,,,7178.618395781081,0.0,0.07,13602.555484094939,,,200,104141.77784733793,8.70703843247611e-06,7178.618395781081,,,12,,200,104141.77784733793,,-25.289140092450808,0.07,,,-1.7404912796337157e-05,0.0,12
,,0.0,0.0007920532370917499,5.665380477905273,-61.13224524950093,1.8518672959544347e-06,,,,13,,,9823.245486217878,,1120000,1567.5420696154376,1567.5420696154376,,,5361.506632073752,0.0,0.065,9823.245486217878,,,200,77235.84823278332,1.2520293921625125e-06,5361.506632073752,,,13,,200,77235.84823278332,,-61.13224524950093,0.065,,,3.103896688116947e-06,0.0,13
,,0.0,0.00011152368097100407,5.66396951675415,-24.84234349165417,-3.791954441112466e-06,,,,14,,,12540.148073824692,,1200000,1713.617162988144,1713.617162988144,,,6339.359688069105,0.0,0.065,12540.148073824692,,,200,102108.55231691884,1.5794785213074647e-07,6339.359688069105,,,14,,200,102108.55231691884,,-24.84234349165417,0.065,,,-3.6340065889817197e-06,0.0,14
,,0.0,2.6682111638365313e-05,5.662353038787842,-20.672668691630175,-3.6070057376491604e-06,,,,15,,,19243.104807861357,,1280000,2292.590699726402,2292.590699726402,,,8088.794577243831,0.0,0.08,19243.104807861357,,,200,149598.07550021226,3.7686504583689384e-08,8088.794577243831,,,15,,200,149598.07550021226,,-20.672668691630175,0.08,,,-3.569319233065471e-06,0.0,15
,,0.0,1.6597907233517617e-05,5.662964820861816,-23.21129730993128,1.6036926808737917e-06,,,,16,,,15419.376284563108,,1360000,1945.2234817021194,1945.2234817021194,,,6899.699116477839,0.0,0.065,15419.376284563108,,,200,134876.06655346413,2.340664195799036e-08,6899.699116477839,,,16,,200,134876.06655346413,,-23.21129730993128,0.065,,,1.627099322831782e-06,0.0,16
,,0.0,0.00014602729061152786,5.652244567871094,-37.67852257961969,-6.92142202751711e-06,,,,17,,,8322.054503553034,,1440000,1434.5083274099045,1434.5083274099045,,,4879.269433851881,0.0,0.06,8322.054503553034,,,200,51883.16141861957,2.0800644051632844e-07,4879.269433851881,,,17,,200,51883.16141861957,,-37.67852257961969,0.06,,,-6.713415587000782e-06,0.0,17
,,0.0,0.0002068706089630723,5.656064987182617,-25.650156899468517,1.8015718978858786e-06,,,,18,,,11367.178163378463,,1520000,1681.7351623269858,1681.7351623269858,,,6062.814191085581,0.0,0.095,11367.178163378463,,,200,61015.8539528743,2.9501347853511106e-07,6062.814191085581,,,18,,200,61015.8539528743,,-25.650156899468517,0.095,,,2.0965853764209896e-06,0.0,18
,,0.0,2.599639628897421e-05,5.656968116760254,-29.05192063853121,2.443503944959957e-06,,,,19,,,20509.653076158822,,1600000,3004.0147945084655,3004.0147945084655,,,10760.155267253329,0.0,0.14,20509.653076158822,,,200,102274.18566391,3.672744242066983e-08,10760.155267253329,,,19,,200,102274.18566391,,-29.05192063853121,0.14,,,2.480231387380627e-06,0.0,19
0.0,-19.755874144342357,0.0,5.688944293069653e-05,5.6522626876831055,-38.59126352222836,-3.458791979937814e-06,0.1,8595.599565364342,50,20,79235.40985948859,8595.599565364342,11018.84018422846,15612.038179460229,1680000,1577.164002525372,1577.164002525372,50,-19.755874144342357,5591.150978334423,0.0,0.025,11018.84018422846,0.0,2,200,96625.86431252798,8.036158760660328e-08,5591.150978334423,2,0.1,20,8595.599565364342,200,96625.86431252798,8595.599565364342,-38.59126352222836,0.025,79235.40985948859,15612.038179460229,-3.378430392331211e-06,0.0,20
,,0.0,0.0005479350220412016,5.679962635040283,-21.122219331979988,1.8944887415273115e-05,,,,21,,,20984.261524163376,,1760000,2634.656608205511,2634.656608205511,,,9408.653325375966,0.0,0.085,20984.261524163376,,,200,129399.27975416234,9.047435014508665e-07,9408.653325375966,,,21,,200,129399.27975416234,,-21.122219331979988,0.085,,,1.984963091672398e-05,0.0,21
,,0.0,1.92908410099335e-05,5.679956436157227,-22.14157086921033,-3.876711929251542e-08,,,,22,,,17732.72841339557,,1840000,2378.664969320911,2378.664969320911,,,8196.661732171253,0.0,0.05,17732.72841339557,,,200,172590.19327027112,2.721499026137053e-08,8196.661732171253,,,22,,200,172590.19327027112,,-22.14157086921033,0.05,,,-1.1552129031144887e-08,0.0,22
,,0.0,0.0007252954528667033,5.655790328979492,-27.982281814867658,-1.845151200541295e-05,,,,23,,,12505.19440992119,,1920000,2246.2454800827554,2246.2454800827554,,,7313.82914743569,0.0,0.07,12505.19440992119,,,200,77215.53745718864,1.2776217772625387e-06,7313.82914743569,,,23,,200,77215.53745718864,,-27.982281814867658,0.07,,,-1.7173890228150412e-05,0.0,23
,,0.0,0.000678379088640213,5.654099464416504,-36.34823998738865,-5.758373845310416e-06,,,,24,,,15839.056110797812,,2000000,1844.1697640819,1844.1697640819,,,7278.375138897252,0.0,0.09,15839.056110797812,,,200,105486.25823205363,1.083390543499263e-06,7278.375138897252,,,24,,200,105486.25823205363,,-36.34823998738865,0.09,,,-4.674983301811153e-06,0.0,24
,,0.0,8.041098772082478e-05,5.646913051605225,-21.019883990235257,-4.939830432704184e-06,,,,25,,,19420.729249150434,,2080000,2829.448351992467,2829.448351992467,,,9922.830904086399,0.0,0.095,19420.729249150434,,,200,170903.74963209569,1.1396059562684968e-07,9922.830904086399,,,25,,200,170903.74963209569,,-21.019883990235257,0.095,,,-4.8258698370773345e-06,0.0,25
,,0.0,1.689402779447846e-05,5.646271705627441,-21.127183370113887,-1.8460561932442943e-06,,,,26,,,17201.406790706453,,2160000,2305.16393804061,2305.16393804061,,,8415.990923383268,0.0,0.09,17201.406790706453,,,200,115169.83237765395,2.384501840424491e-08,8415.990923383268,,,26,,200,115169.83237765395,,-21.127183370113887,0.09,,,-1.8222111748400494e-06,0.0,26
,,0.0,2.6752919438877143e-05,5.646599769592285,-25.829174728053616,7.516138680330187e-07,,,,27,,,12309.662666091037,,2240000,2288.910353811153,2288.910353811153,,,8017.487601818155,0.0,0.07,12309.662666091037,,,200,60779.778340428806,3.7792801776959095e-08,8017.487601818155,,,27,,200,60779.778340428806,,-25.829174728053616,0.07,,,7.894066698099778e-07,0.0,27
,,0.0,4.310279473429546e-05,5.639918327331543,-25.839764594577137,-5.021681317884941e-06,,,,28,,,18448.309587230808,,2320000,2235.752074411466,2235.752074411466,,,7816.509971780777,0.0,0.075,18448.309587230808,,,200,148960.850703067,6.098434823798016e-08,7816.509971780777,,,28,,200,148960.850703067,,-25.839764594577137,0.075,,,-4.9606969696469605e-06,0.0,28
,,0.0,5.575501199928112e-05,5.640246391296387,-28.933916482630643,2.1668283523013088e-07,,,,29,,,16296.432206430734,,2400000,2429.0928081378033,2429.0928081378033,,,8767.016178907978,0.0,0.095,16296.432206430734,,,200,101376.7993388737,7.893386566593108e-08,8767.016178907978,,,29,,200,101376.7993388737,,-28.933916482630643,0.095,,,2.9561670089606196e-07,0.0,29
0.0,-25.887012279451913,0.0,3.38659665430896e-05,5.632090091705322,-23.460568632115894,-5.797010999231134e-06,0.08,7034.817478375274,50,30,99310.34577144148,7034.817478375276,18588.502650056616,17426.81412200431,2480000,2667.7293425018875,2667.7293425018875,50,-25.887012279451913,9434.733664671956,0.0,0.08,18588.502650056616,0.0,3,200,114732.80367842206,4.799721864401363e-08,9434.733664671956,3,0.08,30,7034.817478375274,200,114732.80367842206,7034.817478375276,-23.460568632115894,0.08,99310.34577144148,17426.81412200431,-5.74901378058712e-06,0.0,30
,,0.0,4.833703860640526e-05,5.624024391174316,-25.128438175752805,-5.162747584108729e-06,,,,31,,,15688.330074798101,,2560000,2071.240312601807,2071.240312601807,,,8073.41763575127,0.0,0.075,15688.330074798101,,,200,144253.19230126933,6.834534360677935e-08,8073.41763575127,,,31,,200,144253.19230126933,,-25.128438175752805,0.075,,,-5.0944022405019496e-06,0.0,31
,,0.0,1.3982181371829938e-05,5.623405456542969,-19.726350135957762,-1.7350603229715489e-06,,,,32,,,18904.770479544895,,2640000,3286.021285387329,3286.021285387329,,,11574.149365839992,0.0,0.13,18904.770479544895,,,200,124859.20030933288,1.9756726032937877e-08,11574.149365839992,,,32,,200,124859.20030933288,,-19.726350135957762,0.13,,,-1.715303596938611e-06,0.0,32
,,0.0,1.2897286978841294e-05,5.6231689453125,-19.38638064635011,-6.459943051595474e-07,,,,33,,,14573.863763559551,,2720000,2387.3407839981282,2387.3407839981282,,,8342.557518574808,0.0,0.07,14573.863763559551,,,200,97613.1681128528,1.8223033748654416e-08,8342.557518574808,,,33,,200,97613.1681128528,,-19.38638064635011,0.07,,,-6.27771271410893e-07,0.0,33
,,0.0,5.6446093367412686e-05,5.609097480773926,-27.786669392775313,-1.0024048606283031e-05,,,,34,,,22377.946709920718,,2800000,3145.1980943957483,3145.1980943957483,,,10905.091971207727,0.0,0.095,22377.946709920718,,,200,147404.68462858102,8.011284080566838e-08,10905.091971207727,,,34,,200,147404.68462858102,,-27.786669392775313,0.095,,,-9.943935765477363e-06,0.0,34
,,0.0,0.00011121111310785636,5.594803333282471,-31.008975144833638,-1.0042013855127152e-05,,,,35,,,19255.631459629643,,2880000,2842.260075956207,2842.260075956207,,,10163.265889260401,0.0,0.105,19255.631459629643,,,200,127295.80270978513,1.580310708959587e-07,10163.265889260401,,,35,,200,127295.80270978513,,-31.008975144833638,0.105,,,-9.883982784231193e-06,0.0,35
,,0.0,0.00014992395881563425,5.596155643463135,-19.705632432609693,3.649434347607894e-06,,,,36,,,22114.240620849785,,2960000,2952.0088864813397,2952.0088864813397,,,10566.311615642491,0.0,0.095,22114.240620849785,,,200,142197.71862665704,2.132524059561547e-07,10566.311615642491,,,36,,200,142197.71862665704,,-19.705632432609693,0.095,,,3.8626867535640486e-06,0.0,36
,,0.0,7.221623491204809e-06,5.596388339996338,-20.899537204166347,6.04774868406821e-07,,,,37,,,16334.744947025236,,3040000,2228.543003819127,2228.543003819127,,,8105.96605035674,0.0,0.09,16334.744947025236,,,200,108730.43203333947,1.0187079624301987e-08,8105.96605035674,,,37,,200,108730.43203333947,,-20.899537204166347,0.09,,,6.14961948031123e-07,0.0,37
,,0.0,0.00010973234748234972,5.5786213874816895,-23.95630004781578,-1.3641409168485552e-05,,,,38,,,22976.483078701058,,3120000,2831.7582606761825,2831.7582606761825,,,10052.416465078008,0.0,0.08,22976.483078701058,,,200,206723.65508544762,1.5603473002556711e-07,10052.416465078008,,,38,,200,206723.65508544762,,-23.95630004781578,0.08,,,-1.3485374438459985e-05,0.0,38
,,0.0,7.543783431174234e-05,5.580031871795654,-24.98289884487886,8.721825111024373e-07,,,,39,,,15768.717783398693,,3200000,2630.4161065927974,2630.4161065927974,,,9383.567432401212,0.0,0.07,15768.717783398693,,,200,97203.80053872104,1.0674006034605554e-07,9383.567432401212,,,39,,200,97203.80053872104,,-24.98289884487886,0.07,,,9.789225714484928e-07,0.0,39
0.0,-27.889930292247666,0.0,4.7264806198654696e-05,5.584924221038818,-27.279290080092796,4.193128006590996e-06,0.1,10668.382602096695,50,40,109281.22014085508,10668.382602096699,19432.72088263181,22459.203499300893,3280000,2787.2028480465424,2787.2028480465424,50,-27.889930292247666,9883.287708252512,0.0,0.09,19432.72088263181,0.0,4,200,145915.5741595914,6.683148967567831e-08,9883.287708252512,4,0.1,40,10668.382602096695,200,145915.5741595914,10668.382602096699,-27.279290080092796,0.09,109281.22014085508,22459.203499300893,4.259959496266674e-06,0.0,40
,,0.0,2.1493755411938764e-05,5.583808898925781,-38.22827613074494,-2.902422238548752e-06,,,,41,,,18417.518675228846,,3360000,3222.079210280767,3222.079210280767,,,11466.198658998886,0.0,0.095,18417.518675228846,,,200,124823.34488469885,3.037143869732972e-08,11466.198658998886,,,41,,200,124823.34488469885,,-38.22827613074494,0.095,,,-2.872050799851422e-06,0.0,41
,,0.0,6.898298306623474e-05,5.587056636810303,-28.325753385759512,2.050738203251967e-06,,,,42,,,18036.288367694196,,3440000,2317.4716237295065,2317.4716237295065,,,8697.033922104196,0.0,0.095,18036.288367694196,,,200,131554.6990460788,9.76945102593163e-08,8697.033922104196,,,42,,200,131554.6990460788,,-28.325753385759512,0.095,,,2.1484327135112835e-06,0.0,42
,,0.0,6.460503936978057e-05,5.58148193359375,-23.738978964105126,-3.8946695894992445e-06,,,,43,,,20713.567289572387,,3520000,3083.9997495753505,3083.9997495753505,,,10971.519494002534,0.0,0.065,20713.567289572387,,,200,122390.93714228168,9.134237188845873e-08,10971.519494002534,,,43,,200,122390.93714228168,,-23.738978964105126,0.065,,,-3.8033272176107857e-06,0.0,43
,,0.0,3.694041515700519e-05,5.582265377044678,-43.2275963832296,1.683024720477988e-06,,,,44,,,17418.66946468069,,3600000,2837.0717104969754,2837.0717104969754,,,9913.510441508392,0.0,0.11,17418.66946468069,,,200,118043.04882250675,5.232050170889124e-08,9913.510441508392,,,44,,200,118043.04882250675,,-43.2275963832296,0.11,,,1.7353452221868793e-06,0.0,44
,,0.0,9.075377420231234e-06,5.581927299499512,-20.098433874454948,-1.0719883221099735e-06,,,,45,,,28041.497200542028,,3680000,3820.487775070585,3820.487775070585,,,13992.777133807125,0.0,0.1,28041.497200542028,,,200,178382.70757149806,1.2800569493265357e-08,13992.777133807125,,,45,,200,178382.70757149806,,-20.098433874454948,0.1,,,-1.0591877526167082e-06,0.0,45
,,0.0,5.645239070872776e-05,5.5798468589782715,-19.763257038441296,-2.6518191589275375e-06,,,,46,,,19555.553116250325,,3760000,2634.548277531125,2634.548277531125,,,10194.666613797717,0.0,0.09,19555.553116250325,,,200,134877.11181241903,7.984999683685601e-08,10194.666613797717,,,46,,200,134877.11181241903,,-19.763257038441296,0.09,,,-2.5719691620906815e-06,0.0,46
,,0.0,0.0010041830828413367,5.5821027755737305,-24.16936015597181,9.916518592945067e-07,,,,47,,,16798.07352627225,,3840000,2877.86574781973,2877.86574781973,,,10242.362390288508,0.0,0.1,16798.07352627225,,,200,86293.62695487704,1.867658056653454e-06,10242.362390288508,,,47,,200,86293.62695487704,,-24.16936015597181,0.1,,,2.8593099159479607e-06,0.0,47
,,0.0,4.493426240514964e-05,5.588278770446777,-29.751447963143193,4.213385636830935e-06,,,,48,,,23168.175273131154,,3920000,3009.8191607706876,3009.8191607706876,,,11101.99327318127,0.0,0.09,23168.175273131154,,,200,170793.14554399723,6.36132426734548e-08,11101.99327318127,,,48,,200,170793.14554399723,,-29.751447963143193,0.09,,,4.27699887950439e-06,0.0,48
,,0.0,5.753927325713448e-05,5.578718185424805,-26.046231138545604,-6.9585139499395154e-06,,,,49,,,14778.844871350891,,4000000,2304.0243590735486,2304.0243590735486,,,7943.567841685768,0.0,0.055,14778.844871350891,,,200,89666.92894199345,8.157803677022457e-08,7943.567841685768,,,49,,200,89666.92894199345,,-26.046231138545604,0.055,,,-6.876935913169291e-06,0.0,49
0.0,-20.133705355413728,0.0,3.8290530937956646e-05,5.572641372680664,-29.52926700763359,-4.272360456525348e-06,0.04,7300.114413839248,50,50,49813.6129325056,7300.114413839248,18293.963086975575,12704.564812777044,4080000,3021.4507280200696,3021.4507280200696,50,-20.133705355413728,11433.270323800398,0.0,0.135,18293.963086975575,0.0,5,200,105267.34037344484,5.4259544413071126e-08,11433.270323800398,5,0.04,50,7300.114413839248,200,105267.34037344484,7300.114413839248,-29.52926700763359,0.135,49813.6129325056,12704.564812777044,-4.218100912112277e-06,0.0,50
,,0.0,3.015979382325895e-05,5.5766401290893555,-21.86135100763559,2.89846093437518e-06,,,,51,,,17574.322059864397,,4160000,3078.0724321539574,3078.0724321539574,,,10536.324757716362,0.0,0.09,17574.322059864397,,,200,101896.56681950921,4.266553332854528e-08,10536.324757716362,,,51,,200,101896.56681950921,,-21.86135100763559,0.09,,,2.941126467703725e-06,0.0,51
,,0.0,7.48936872696504e-06,5.576969623565674,-26.9423752511118,8.071104957707576e-07,,,,52,,,13773.910424682465,,4240000,2257.4999144771687,2257.4999144771687,,,7762.572187159258,0.0,0.07,13773.910424682465,,,200,125873.69110751628,1.0572705377853708e-08,7762.572187159258,,,52,,200,125873.69110751628,,-26.9423752511118,0.07,,,8.176832011486113e-07,0.0,52
,,0.0,7.65945587772876e-05,5.5677490234375,-30.466829578087395,-7.1147851485875435e-06,,,,53,,,20220.21243876459,,4320000,3099.0789373247185,3099.0789373247185,,,11439.830099660316,0.0,0.105,20220.21243876459,,,200,129867.90214807137,1.0862595445360057e-07,11439.830099660316,,,53,,200,129867.90214807137,,-30.466829578087395,0.105,,,-7.006159194133943e-06,0.0,53
,,0.0,2.026050424319692e-05,5.568527698516846,-27.470162545903637,2.124600541719701e-06,,,,54,,,21032.809158734766,,4400000,3513.3233181309943,3513.3233181309943,,,12389.475654669714,0.0,0.13,21032.809158734766,,,200,109347.00514753105,2.8589511202881113e-08,12389.475654669714,,,54,,200,109347.00514753105,,-27.470162545903637,0.13,,,2.1531900529225823e-06,0.0,54
,,0.0,2.9545912184403278e-05,5.5676116943359375,-32.05775641051422,-6.843212077001226e-07,,,,55,,,17855.083445380653,,4480000,2978.029929594409,2978.029929594409,,,10458.279554864368,0.0,0.1,17855.083445380653,,,200,111482.43405837605,4.1714145027071936e-08,10458.279554864368,,,55,,200,111482.43405837605,,-32.05775641051422,0.1,,,-6.426070626730507e-07,0.0,55
,,0.0,4.860647095483728e-05,5.569337844848633,-58.473474959241045,3.2503205602552043e-06,,,,56,,,19642.34069477554,,4560000,3111.6637771846213,3111.6637771846213,,,10904.09595341851,0.0,0.085,19642.34069477554,,,200,134050.90081183278,6.864752322144341e-08,10904.09595341851,,,56,,200,134050.90081183278,,-58.473474959241045,0.085,,,3.3189680834766477e-06,0.0,56
,,0.0,1.1568101399461739e-05,5.571810245513916,-32.92471471690769,3.902081516571343e-06,,,,57,,,21584.622523061957,,4640000,3115.9957811879153,3115.9957811879153,,,11334.477351496318,0.0,0.095,21584.622523061957,,,200,129935.42159759514,1.6355897969333455e-08,11334.477351496318,,,57,,200,129935.42159759514,,-32.92471471690769,0.095,,,3.918437414540676e-06,0.0,57
,,0.0,1.7517519154353067e-05,5.571016311645508,-53.41931401558369,-4.995517883799039e-07,,,,58,,,18122.973958556853,,4720000,2539.0722792952165,2539.0722792952165,,,8745.997752679545,0.0,0.08,18122.973958556853,,,200,134010.64171031967,2.47898128691304e-08,8745.997752679545,,,58,,200,134010.64171031967,,-53.41931401558369,0.08,,,-4.747619755107735e-07,0.0,58
,,0.0,8.966910172603093e-06,5.5681304931640625,-35.91153180923266,-3.741858790817787e-06,,,,59,,,24192.779100202013,,4800000,3872.4996615179984,3872.4996615179984,,,13494.47651624979,0.0,0.095,24192.779100202013,,,200,178259.5502856363,1.2657210390898399e-08,13494.47651624979,,,59,,200,178259.5502856363,,-35.91153180923266,0.095,,,-3.7292015804268885e-06,0.0,59
0.0,-19.68132358371586,0.0,6.962892803130671e-05,5.570059776306152,-29.885349452103156,1.358037252430222e-06,0.06,5206.466561257636,50,60,40149.2998912538,5206.466561257638,21203.24258861987,7719.102529362978,4880000,3342.027643215982,3342.027643215982,50,-19.68132358371586,11977.338015541192,0.0,0.145,21203.24258861987,0.0,6,200,136941.4452958135,9.854306881607044e-08,11977.338015541192,6,0.06,60,5206.466561257636,200,136941.4452958135,5206.466561257638,-29.885349452103156,0.145,40149.2998912538,7719.102529362978,1.4565803212462924e-06,0.0,60
,,0.0,3.6107521736994386e-06,5.569486618041992,-28.88490357339159,-1.3406020116235595e-06,,,,61,,,27079.092251198606,,4960000,4046.587411014702,4046.587411014702,,,14458.807440664228,0.0,0.11,27079.092251198606,,,200,205389.97748487466,5.123411028762348e-09,14458.807440664228,,,61,,200,205389.97748487466,,-28.88490357339159,0.11,,,-1.3354786005947972e-06,0.0,61
,,0.0,1.2523496479843743e-05,5.570502758026123,-27.029432146800392,2.028536300713313e-06,,,,62,,,14864.178587956312,,5040000,2003.1440688002656,2003.1440688002656,,,7102.606990599674,0.0,0.065,14864.178587956312,,,200,132924.10610060662,1.7679212760413066e-08,7102.606990599674,,,62,,200,132924.10610060662,,-27.029432146800392,0.065,,,2.046215513473726e-06,0.0,62
,,0.0,1.9639132005977444e-05,5.571091175079346,-23.92506203599294,1.5845673715375597e-06,,,,63,,,18573.821019151033,,5120000,2929.958274194858,2929.958274194858,,,10926.097123401189,0.0,0.105,18573.821019151033,,,200,109278.18965147877,2.773094820440747e-08,10926.097123401189,,,63,,200,109278.18965147877,,-23.92506203599294,0.105,,,1.6122983197419671e-06,0.0,63
