MetaTest/plate-slide-back-v1/SuccessRate,TotalEnvSteps,MetaTest/plate-slide-back-v1/StdReturn,MetaTest/plate-slide-back-v1/NumTrajs,MetaTest/plate-slide-back-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/plate-slide-back-v1/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,MetaTest/plate-slide-back-v1/TerminationRate,MetaTest/plate-slide-back-v1/MinReturn,MetaTest/plate-slide-back-v1/Iteration,MetaTest/plate-slide-back-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate
0.1,1376000,31.913035137128773,10,-18.859168009335733,-53.46839903776409,-53.46839903776409,31.913035137128773,-18.859168009335733,-107.66581198951731,0.0,48,0.0,-107.66581198951731,48,-53.468399037764094,10,-53.468399037764094,0.1
0.0,1400000,1.9648799269028945,10,-73.29483683025522,-79.060053871024,-79.060053871024,1.9648799269028945,-73.29483683025522,-80.646174296791,0.0,49,0.0,-80.646174296791,49,-79.06005387102401,10,-79.06005387102401,0.0
0.0,1424000,14.59073633289697,10,-58.90754821660501,-78.93031298083585,-78.93031298083585,14.59073633289697,-58.90754821660501,-116.63079353577838,0.0,50,0.0,-116.63079353577838,50,-78.93031298083588,10,-78.93031298083588,0.0
0.0,1448000,18.066702556636457,10,-34.27871233431933,-66.34010573704822,-66.34010573704822,18.066702556636457,-34.27871233431933,-101.68598449176464,0.0,51,0.0,-101.68598449176464,51,-66.34010573704822,10,-66.34010573704822,0.0
0.0,1472000,26.19516012198346,10,-25.84801016476939,-47.436573192792196,-47.436573192792196,26.19516012198346,-25.84801016476939,-111.71873294337117,0.0,52,0.0,-111.71873294337117,52,-47.4365731927922,10,-47.4365731927922,0.0
0.0,1496000,19.352158059895963,10,-73.03147113959908,-95.16005484159885,-95.16005484159885,19.352158059895963,-73.03147113959908,-120.87806046192237,0.0,53,0.0,-120.87806046192237,53,-95.16005484159885,10,-95.16005484159885,0.0
0.0,1520000,36.74993318635943,10,-17.81783255558521,-54.530080904791745,-54.530080904791745,36.74993318635943,-17.81783255558521,-117.93098505609566,0.0,54,0.0,-117.93098505609566,54,-54.53008090479172,10,-54.53008090479172,0.0
0.1,1544000,20879.94931846746,10,69543.37716053845,6903.584835704765,6903.584835704765,20879.94931846746,69543.37716053845,-100.04153641087794,0.0,55,0.0,-100.04153641087794,55,6903.584835704774,10,6903.584835704774,0.1
0.0,1568000,12.652570562442323,10,-60.57050862782072,-90.0637422505242,-90.0637422505242,12.652570562442323,-60.57050862782072,-112.23686132711761,0.0,56,0.0,-112.23686132711761,56,-90.06374225052421,10,-90.06374225052421,0.0
0.3,1592000,13645.264189463505,10,45681.02453507027,5147.845609628296,5147.845609628296,13645.264189463505,45681.02453507027,-117.31600518783333,0.0,57,0.0,-117.31600518783333,57,5147.845609628293,10,5147.845609628293,0.3
0.0,1616000,32.238187015820365,10,-22.52357550520532,-58.09101593517939,-58.09101593517939,32.238187015820365,-22.52357550520532,-112.73837659090566,0.0,58,0.0,-112.73837659090566,58,-58.091015935179406,10,-58.091015935179406,0.0
0.0,1640000,23.386062281568524,10,-17.023524553732607,-50.50093488105134,-50.50093488105134,23.386062281568524,-17.023524553732607,-83.35874345664311,0.0,59,0.0,-83.35874345664311,59,-50.50093488105133,10,-50.50093488105133,0.0
0.0,1664000,20.41130339268468,10,-24.99013424023211,-50.70969867607747,-50.70969867607747,20.41130339268468,-24.99013424023211,-80.90877715476094,0.0,60,0.0,-80.90877715476094,60,-50.70969867607745,10,-50.70969867607745,0.0
0.2,1688000,26889.795308089128,10,71014.33599364545,19527.714248318538,19527.714248318538,26889.795308089128,71014.33599364545,-81.79095561201972,0.0,61,0.0,-81.79095561201972,61,19527.71424831854,10,19527.71424831854,0.2
0.0,1712000,9.721953441269875,10,-47.741675323429064,-76.74745174181501,-76.74745174181501,9.721953441269875,-47.741675323429064,-81.40092763879,0.0,62,0.0,-81.40092763879,62,-76.74745174181501,10,-76.74745174181501,0.0
0.0,1736000,987.5005195591881,10,3229.6658232523814,268.06762359868964,268.06762359868964,987.5005195591881,3229.6658232523814,-84.33872395702296,0.0,63,0.0,-84.33872395702296,63,268.0676235986898,10,268.0676235986898,0.0
0.0,1760000,500.96480833573906,10,1609.0934389848742,107.70534306206602,107.70534306206602,500.96480833573906,1609.0934389848742,-81.56080395524593,0.0,64,0.0,-81.56080395524593,64,107.70534306206596,10,107.70534306206596,0.0
0.0,1784000,15173.047702181266,10,50498.162676774875,4979.160381121141,4979.160381121141,15173.047702181266,50498.162676774875,-117.93098646626336,0.0,65,0.0,-117.93098646626336,65,4979.160381121139,10,4979.160381121139,0.0
0.5,1808000,14105.550153990851,10,38010.238657685295,10493.716046220501,10493.716046220501,14105.550153990851,38010.238657685295,-117.31600803762656,0.0,66,0.0,-117.31600803762656,66,10493.716046220501,10,10493.716046220501,0.5
0.5,1832000,3122.681897760387,10,6866.057834043973,2427.295637818872,2427.295637818872,3122.681897760387,6866.057834043973,-117.31600803762656,0.0,67,0.0,-117.31600803762656,67,2427.2956378188715,10,2427.2956378188715,0.5
0.2,1856000,1641.126069552623,10,5424.7535950438805,612.8496679412334,612.8496679412334,1641.126069552623,5424.7535950438805,-143.37743434529045,0.0,68,0.0,-143.37743434529045,68,612.8496679412335,10,612.8496679412335,0.2
0.2,1880000,49.52063848266859,10,-19.389620971587718,-56.03630506603415,-56.03630506603415,49.52063848266859,-19.389620971587718,-143.88895570137782,0.0,69,0.0,-143.88895570137782,69,-56.03630506603421,10,-56.03630506603421,0.2
0.3,1904000,4444.843164245318,10,14202.503169099733,1948.5906248254782,1948.5906248254782,4444.843164245318,14202.503169099733,-107.8342543574945,0.0,70,0.0,-107.8342543574945,70,1948.5906248254773,10,1948.5906248254773,0.3
0.2,1928000,5849.315903334571,10,19388.06221541508,2346.4424656531423,2346.4424656531423,5849.315903334571,19388.06221541508,-88.47347259622364,0.0,71,0.0,-88.47347259622364,71,2346.44246565314,10,2346.44246565314,0.2
0.1,1952000,215.76771674723318,10,633.2166868248485,-5.4317657947335904,-5.4317657947335904,215.76771674723318,633.2166868248485,-143.8780244543149,0.0,72,0.0,-143.8780244543149,72,-5.431765794733624,10,-5.431765794733624,0.1
0.4,1976000,17268.943522959013,10,58142.736354257875,7367.859821665386,7367.859821665386,17268.943522959013,58142.736354257875,-117.93098520373712,0.0,73,0.0,-117.93098520373712,73,7367.859821665383,10,7367.859821665383,0.4
0.0,2000000,18.291517448434266,10,-25.06819663148744,-42.86046113326072,-42.86046113326072,18.291517448434266,-25.06819663148744,-89.27902905487066,0.0,74,0.0,-89.27902905487066,74,-42.86046113326072,10,-42.86046113326072,0.0
0.1,2024000,43.882512953601996,10,-29.125444690323953,-87.80839451020731,-87.80839451020731,43.882512953601996,-29.125444690323953,-143.87804561132288,0.0,75,0.0,-143.87804561132288,75,-87.80839451020731,10,-87.80839451020731,0.1
0.0,2048000,2082.5273432337617,10,6891.017855136481,644.2113631563815,644.2113631563815,2082.5273432337617,6891.017855136481,-107.01428656765862,0.0,76,0.0,-107.01428656765862,76,644.2113631563814,10,644.2113631563814,0.0
0.2,2072000,27178.380261101134,10,68040.53138138863,19262.269793872998,19262.269793872998,27178.380261101134,68040.53138138863,-81.83445645824983,0.0,77,0.0,-81.83445645824983,77,19262.26979387299,10,19262.26979387299,0.2
0.1,2096000,27627.088458825398,10,92019.93730534952,9138.733833496943,9138.733833496943,27627.088458825398,92019.93730534952,-117.93098520373712,0.0,78,0.0,-117.93098520373712,78,9138.733833496937,10,9138.733833496937,0.1
0.0,2120000,16444.763728275677,10,45115.70460356263,10204.081234319576,10204.081234319576,16444.763728275677,45115.70460356263,-124.88634796351708,0.0,79,0.0,-124.88634796351708,79,10204.081234319578,10,10204.081234319578,0.0
0.1,2144000,14732.475173070634,10,49300.734417105385,5261.437730357045,5261.437730357045,14732.475173070634,49300.734417105385,-117.93098520373712,0.0,80,0.0,-117.93098520373712,80,5261.437730357051,10,5261.437730357051,0.1
0.0,2168000,29.555076813890594,10,-24.39703296694428,-63.087417596339876,-63.087417596339876,29.555076813890594,-24.39703296694428,-134.59536732406352,0.0,81,0.0,-134.59536732406352,81,-63.087417596339876,10,-63.087417596339876,0.0
0.2,2192000,17049.30569060873,10,54299.43504778431,7706.212165830155,7706.212165830155,17049.30569060873,54299.43504778431,-117.31600803762656,0.0,82,0.0,-117.31600803762656,82,7706.212165830157,10,7706.212165830157,0.2
0.0,2216000,18.831279495645287,10,-17.812793439415124,-34.046808104600544,-34.046808104600544,18.831279495645287,-17.812793439415124,-82.34099181901408,0.0,83,0.0,-82.34099181901408,83,-34.046808104600544,10,-34.046808104600544,0.0
0.0,2240000,695.030970392265,10,2215.055626201714,132.55901248050478,132.55901248050478,695.030970392265,2215.055626201714,-117.93098520373712,0.0,84,0.0,-117.93098520373712,84,132.55901248050503,10,132.55901248050503,0.0
0.0,2264000,15453.579047540876,10,51677.2924676718,5398.248141495156,5398.248141495156,15453.579047540876,51677.2924676718,-117.93098520373712,0.0,85,0.0,-117.93098520373712,85,5398.248141495154,10,5398.248141495154,0.0
0.0,2288000,4.5722309542442945,10,-18.2482237063001,-24.299713104644066,-24.299713104644066,4.5722309542442945,-18.2482237063001,-31.005979728082973,0.0,86,0.0,-31.005979728082973,86,-24.299713104644063,10,-24.299713104644063,0.0
0.1,2312000,9335.334095473669,10,30482.56979036921,4055.242703592856,4055.242703592856,9335.334095473669,30482.56979036921,-117.91042320447094,0.0,87,0.0,-117.91042320447094,87,4055.2427035928545,10,4055.2427035928545,0.1
0.0,2336000,10894.906851037671,10,28995.541467347717,5891.586789496506,5891.586789496506,10894.906851037671,28995.541467347717,-81.79096706810537,0.0,88,0.0,-81.79096706810537,88,5891.586789496506,10,5891.586789496506,0.0
0.1,2360000,23.594498942371835,10,-15.855340540169507,-35.04220194143484,-35.04220194143484,23.594498942371835,-15.855340540169507,-81.79094557395558,0.0,89,0.0,-81.79094557395558,89,-35.042201941434875,10,-35.042201941434875,0.1
0.0,2384000,28402.425122952212,10,75147.07327418278,17885.26131629501,17885.26131629501,28402.425122952212,75147.07327418278,-81.79094557395558,0.0,90,0.0,-81.79094557395558,90,17885.261316295007,10,17885.261316295007,0.0
0.1,2408000,43964.535162848966,10,135658.48108489698,25156.492340119927,25156.492340119927,43964.535162848966,135658.48108489698,-81.79094557395558,0.0,91,0.0,-81.79094557395558,91,25156.492340119927,10,25156.492340119927,0.1
0.0,2432000,27376.002840174286,10,83505.06082916423,15489.02227111783,15489.02227111783,27376.002840174286,83505.06082916423,-81.62287664302018,0.0,92,0.0,-81.62287664302018,92,15489.02227111784,10,15489.02227111784,0.0
0.0,2456000,35.76533128741653,10,-15.452826111427045,-65.59696476654726,-65.59696476654726,35.76533128741653,-15.452826111427045,-113.47603739548485,0.0,93,0.0,-113.47603739548485,93,-65.59696476654729,10,-65.59696476654729,0.0
0.1,2480000,59943.24664237428,10,200924.03487947638,22706.394690922516,22706.394690922516,59943.24664237428,200924.03487947638,-117.26687621541414,0.0,94,0.0,-117.26687621541414,94,22706.394690922516,10,22706.394690922516,0.1
0.0,2504000,28.183892508205897,10,-18.60122956451537,-63.97141362579123,-63.97141362579123,28.183892508205897,-18.60122956451537,-117.74418809381228,0.0,95,0.0,-117.74418809381228,95,-63.97141362579116,10,-63.97141362579116,0.0
0.0,2528000,3.6106646230566755,10,-39.35182311849204,-45.11668763035292,-45.11668763035292,3.6106646230566755,-39.35182311849204,-50.529243680435876,0.0,96,0.0,-50.529243680435876,96,-45.116687630352914,10,-45.116687630352914,0.0
0.3,2552000,52006.642058946076,10,114667.78828620404,51482.186442680584,51482.186442680584,52006.642058946076,114667.78828620404,-143.87804561132288,0.0,97,0.0,-143.87804561132288,97,51482.18644268057,10,51482.18644268057,0.3
0.0,2576000,14.219689852302682,10,-21.788274367078195,-33.91880349446158,-33.91880349446158,14.219689852302682,-21.788274367078195,-56.28931832093208,0.0,98,0.0,-56.28931832093208,98,-33.91880349446157,10,-33.91880349446157,0.0
0.0,2600000,28.194687085662313,10,-17.80692237560521,-47.81297260777882,-47.81297260777882,28.194687085662313,-17.80692237560521,-78.18283750601887,0.0,99,0.0,-78.18283750601887,99,-47.81297260777881,10,-47.81297260777881,0.0
