MetaTest/dissassemble-v1/NumTrajs,MetaTest/dissassemble-v1/AverageReturn,MetaTest/dissassemble-v1/Iteration,MetaTrain/Average/Alpha,MetaTest/Average/AverageDiscountedReturn,MetaTest/dissassemble-v1/MinReturn,MetaTest/dissassemble-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/dissassemble-v1/SuccessRate,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/dissassemble-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/dissassemble-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/dissassemble-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs
10,-23.435582892289695,16,nan,-23.43558289228969,-29.78713615723936,3.6254563996254334,16,0.0,0.0,608000,0.0,-29.78713615723936,-15.507367,-23.43558289228969,3.6254563996254334,-18.395637586240873,46.602867,7.5437593,-23.435582892289695,0.0,6.2027206,-18.395637586240873,10
10,-24.96172110176747,17,nan,-24.96172110176747,-27.38926714258087,1.4753158100906305,17,0.0,0.0,632000,0.0,-27.38926714258087,-20.994156,-24.96172110176747,1.4753158100906305,-22.708510484683583,45.2176,7.546689,-24.96172110176747,0.0,6.2121835,-22.708510484683583,10
10,-23.89848564408536,18,nan,-23.898485644085362,-27.63854709984726,3.1122219900338868,18,0.0,0.0,656000,0.0,-27.63854709984726,-25.771675,-23.898485644085362,3.1122219900338868,-16.784689078298904,44.165073,7.5508084,-23.89848564408536,0.0,6.2226896,-16.784689078298904,10
10,-24.545219047650342,19,nan,-24.545219047650345,-28.11907806712693,2.7655631095490314,19,0.0,0.0,680000,0.0,-28.11907806712693,-30.047419,-24.545219047650345,2.7655631095490314,-19.352724765485355,43.363056,7.572233,-24.545219047650342,0.0,6.230779,-19.352724765485355,10
10,-22.66476737575375,20,nan,-22.664767375753744,-26.81389500795411,2.85544341958583,20,0.0,0.0,704000,0.0,-26.81389500795411,-34.404182,-22.664767375753744,2.85544341958583,-17.3630709331846,42.10281,7.6014752,-22.66476737575375,0.0,6.2455635,-17.3630709331846,10
10,-22.705443438844203,21,nan,-22.705443438844213,-27.761672906233606,3.1123530637722325,21,0.0,0.0,728000,0.0,-27.761672906233606,-37.879616,-22.705443438844213,3.1123530637722325,-19.477423565394954,41.074585,7.5713983,-22.705443438844203,0.0,6.2519455,-19.477423565394954,10
10,-21.564165529225903,22,nan,-21.564165529225896,-26.16812796329937,2.709810234960559,22,0.0,0.0,752000,0.0,-26.16812796329937,-40.740982,-21.564165529225896,2.709810234960559,-17.480225387038804,40.284393,7.569886,-21.564165529225903,0.0,6.2603064,-17.480225387038804,10
10,-24.30583272918393,23,nan,-24.305832729183937,-29.23346251744624,2.442826815393396,23,0.0,0.0,776000,0.0,-29.23346251744624,-43.648438,-24.305832729183937,2.442826815393396,-21.10814166180201,39.51942,7.5463223,-24.30583272918393,0.0,6.2653527,-21.10814166180201,10
10,-23.52200137489661,24,nan,-23.52200137489661,-28.209797577015095,2.4432151917459652,24,0.0,0.0,800000,0.0,-28.209797577015095,-47.012173,-23.52200137489661,2.4432151917459652,-19.024916080303193,38.536373,7.546309,-23.52200137489661,0.0,6.278413,-19.024916080303193,10
10,-23.76320570112253,25,nan,-23.76320570112253,-28.163242285863593,3.278365907606211,25,0.0,0.0,824000,0.0,-28.163242285863593,-49.991146,-23.76320570112253,3.278365907606211,-17.459720644564516,37.765915,7.552375,-23.76320570112253,0.0,6.2860227,-17.459720644564516,10
10,-25.013336013249834,26,nan,-25.01333601324983,-28.116848622286977,1.8999262440532816,26,0.0,0.0,848000,0.0,-28.116848622286977,-52.726006,-25.01333601324983,1.8999262440532816,-20.984271053723326,36.92627,7.5629773,-25.013336013249834,0.0,6.2903924,-20.984271053723326,10
10,-23.809006371825546,27,nan,-23.809006371825543,-30.51599918506795,2.977329209077892,27,0.0,0.0,872000,0.0,-30.51599918506795,-54.164413,-23.809006371825543,2.977329209077892,-20.113112364380854,36.505875,7.5514326,-23.809006371825546,0.0,6.2936335,-20.113112364380854,10
10,-24.32922877823854,28,nan,-24.32922877823855,-29.055438977746274,2.9616643122432498,28,0.0,0.0,896000,0.0,-29.055438977746274,-56.34548,-24.32922877823855,2.9616643122432498,-19.91867831639135,35.927883,7.5543118,-24.32922877823854,0.0,6.2988358,-19.91867831639135,10
10,-23.98943824636405,29,nan,-23.989438246364053,-27.44681350318429,3.1592341086301934,29,0.0,0.0,920000,0.0,-27.44681350318429,-58.173183,-23.989438246364053,3.1592341086301934,-18.738638420555635,35.43093,7.560463,-23.98943824636405,0.0,6.3061647,-18.738638420555635,10
10,-23.9252341211964,30,nan,-23.9252341211964,-27.943774353609935,2.3234999137693415,30,0.0,0.0,944000,0.0,-27.943774353609935,-60.114418,-23.9252341211964,2.3234999137693415,-21.059945798187623,35.00056,7.5495944,-23.9252341211964,0.0,6.3109894,-21.059945798187623,10
10,-26.04458351535239,31,nan,-26.044583515352382,-28.698170298979033,1.7300326857365944,31,0.0,0.0,968000,0.0,-28.698170298979033,-62.16263,-26.044583515352382,1.7300326857365944,-23.49499242915548,34.33955,7.5428333,-26.04458351535239,0.0,6.3136096,-23.49499242915548,10
10,-24.337367975684522,32,nan,-24.33736797568453,-27.446808510253895,2.751477099338777,32,0.0,0.0,992000,0.0,-27.446808510253895,-64.39921,-24.33736797568453,2.751477099338777,-18.82499777324028,33.630642,7.533994,-24.337367975684522,0.0,6.3189473,-18.82499777324028,10
10,-22.444704168058927,33,nan,-22.444704168058927,-27.755833119059478,2.87793753825589,33,0.0,0.0,1016000,0.0,-27.755833119059478,-66.351425,-22.444704168058927,2.87793753825589,-18.680058753794246,32.900818,7.543892,-22.444704168058927,0.0,6.3259063,-18.680058753794246,10
10,-23.179457306638216,34,nan,-23.179457306638216,-26.633460442643198,2.313533419968147,34,0.0,0.0,1040000,0.0,-26.633460442643198,-67.895485,-23.179457306638216,2.313533419968147,-18.87204746531576,32.604477,7.5446014,-23.179457306638216,0.0,6.3314605,-18.87204746531576,10
10,-21.978083420079763,35,nan,-21.978083420079763,-28.77174653716707,3.6355005948577968,35,0.0,0.0,1064000,0.0,-28.77174653716707,-69.40734,-21.978083420079763,3.6355005948577968,-17.66564755609315,32.07789,7.5280538,-21.978083420079763,0.0,6.334833,-17.66564755609315,10
10,-24.516278048245464,36,nan,-24.516278048245475,-27.340705000295454,2.1471014621014293,36,0.0,0.0,1088000,0.0,-27.340705000295454,-71.348206,-24.516278048245475,2.1471014621014293,-21.372244872096246,31.498297,7.5269704,-24.516278048245464,0.0,6.3377466,-21.372244872096246,10
10,-22.364404755683246,37,nan,-22.364404755683246,-26.521043393381248,2.8735150508380602,37,0.0,0.0,1112000,0.0,-26.521043393381248,-72.69627,-22.364404755683246,2.8735150508380602,-19.159423700917515,31.103281,7.5370293,-22.364404755683246,0.0,6.339975,-19.159423700917515,10
10,-22.970084635931137,38,nan,-22.97008463593114,-26.661211276081776,2.0799107037435585,38,0.0,0.0,1136000,0.0,-26.661211276081776,-73.764404,-22.97008463593114,2.0799107037435585,-19.39705818760417,30.89553,7.5410113,-22.970084635931137,0.0,6.3447127,-19.39705818760417,10
10,-22.839298259419515,39,nan,-22.839298259419515,-26.23315350410462,2.4951266490200097,39,0.0,0.0,1160000,0.0,-26.23315350410462,-74.76396,-22.839298259419515,2.4951266490200097,-17.86129222259492,30.6413,7.5310507,-22.839298259419515,0.0,6.3479285,-17.86129222259492,10
10,-22.758344989158026,40,nan,-22.75834498915803,-25.905159170671492,1.820517574738516,40,0.0,0.0,1184000,0.0,-25.905159170671492,-76.384575,-22.75834498915803,1.820517574738516,-19.537193686505244,30.15044,7.5412626,-22.758344989158026,0.0,6.3529844,-19.537193686505244,10
10,-22.353845847113018,41,nan,-22.35384584711303,-25.862506452360527,2.054630744417797,41,0.0,0.0,1208000,0.0,-25.862506452360527,-77.80005,-22.35384584711303,2.054630744417797,-19.503343304832846,29.748352,7.5502434,-22.353845847113018,0.0,6.3540807,-19.503343304832846,10
10,-22.571618938791865,42,nan,-22.571618938791868,-27.632905707533276,2.7662381567321352,42,0.0,0.0,1232000,0.0,-27.632905707533276,-78.93507,-22.571618938791868,2.7662381567321352,-19.657269341145234,29.131136,7.558288,-22.571618938791865,0.0,6.3570313,-19.657269341145234,10
10,-23.58687523486591,43,nan,-23.586875234865907,-26.05663418761434,1.7202389683002475,43,0.0,0.0,1256000,0.0,-26.05663418761434,-80.26649,-23.586875234865907,1.7202389683002475,-20.842406075507068,28.773926,7.5273557,-23.58687523486591,0.0,6.3652773,-20.842406075507068,10
10,-22.520134988434037,44,nan,-22.520134988434034,-27.998941872750844,2.534997016254901,44,0.0,0.0,1280000,0.0,-27.998941872750844,-81.40416,-22.520134988434034,2.534997016254901,-20.458739429926503,28.47814,7.528367,-22.520134988434037,0.0,6.370873,-20.458739429926503,10
10,-22.595815363560554,45,nan,-22.595815363560558,-26.954422246033804,2.893058045283706,45,0.0,0.0,1304000,0.0,-26.954422246033804,-82.59069,-22.595815363560558,2.893058045283706,-18.215836598872354,28.140457,7.537711,-22.595815363560554,0.0,6.374538,-18.215836598872354,10
10,-24.28887091892739,46,nan,-24.288870918927394,-26.91463895527558,2.2233664956888384,46,0.0,0.0,1328000,0.0,-26.91463895527558,-83.35271,-24.288870918927394,2.2233664956888384,-20.5346842222022,28.086634,7.5493846,-24.28887091892739,0.0,6.373846,-20.5346842222022,10
10,-23.996819008514386,47,nan,-23.996819008514386,-27.238365832297177,2.6513179911691225,47,0.0,0.0,1352000,0.0,-27.238365832297177,-84.34238,-23.996819008514386,2.6513179911691225,-19.91676533963917,27.87165,7.5414557,-23.996819008514386,0.0,6.3764315,-19.91676533963917,10
10,-21.549745542646022,48,nan,-21.54974554264602,-27.035969095601732,2.7421869847176694,48,0.0,0.0,1376000,0.0,-27.035969095601732,-85.45517,-21.54974554264602,2.7421869847176694,-19.087164305168173,27.452423,7.551824,-21.549745542646022,0.0,6.3794565,-19.087164305168173,10
10,-23.408740974021555,49,nan,-23.408740974021548,-26.87356115270327,2.273506125888445,49,0.0,0.0,1400000,0.0,-26.87356115270327,-86.318306,-23.408740974021548,2.273506125888445,-19.99644518342518,27.319826,7.5500937,-23.408740974021555,0.0,6.3818855,-19.99644518342518,10
10,-23.646782891824483,50,nan,-23.646782891824486,-27.966589855226477,2.067801792736421,50,0.0,0.0,1424000,0.0,-27.966589855226477,-87.11112,-23.646782891824486,2.067801792736421,-20.788243722000143,26.949722,7.568495,-23.646782891824483,0.0,6.384206,-20.788243722000143,10
10,-22.80979153370523,51,nan,-22.809791533705244,-25.856780078194248,1.965470666471407,51,0.0,0.0,1448000,0.0,-25.856780078194248,-88.15877,-22.809791533705244,1.965470666471407,-18.969699466268004,26.749086,7.559102,-22.80979153370523,0.0,6.3879895,-18.969699466268004,10
10,-22.812796646374455,52,nan,-22.81279664637445,-26.31822770056434,2.196005910745276,52,0.0,0.0,1472000,0.0,-26.31822770056434,-88.976814,-22.81279664637445,2.196005910745276,-19.275422313350496,26.386196,7.5823026,-22.812796646374455,0.0,6.389831,-19.275422313350496,10
10,-22.00046627230197,53,nan,-22.000466272301963,-25.4442444576682,1.990188327139939,53,0.0,0.0,1496000,0.0,-25.4442444576682,-89.73928,-22.000466272301963,1.990188327139939,-17.713655018738994,26.08895,7.5668783,-22.00046627230197,0.0,6.392977,-17.713655018738994,10
10,-22.623526379744817,54,nan,-22.62352637974481,-26.771823786868094,2.6605618092666545,54,0.0,0.0,1520000,0.0,-26.771823786868094,-90.58889,-22.62352637974481,2.6605618092666545,-18.99277461405297,25.948683,7.554851,-22.623526379744817,0.0,6.394282,-18.99277461405297,10
10,-23.485276384355807,55,nan,-23.485276384355807,-26.973970987012525,2.282428982925538,55,0.0,0.0,1544000,0.0,-26.973970987012525,-91.37164,-23.485276384355807,2.282428982925538,-19.801096688173153,25.638407,7.5587177,-23.485276384355807,0.0,6.3966627,-19.801096688173153,10
10,-22.265834360549004,56,nan,-22.265834360549007,-26.08701849726503,2.432500758095395,56,0.0,0.0,1568000,0.0,-26.08701849726503,-92.159065,-22.265834360549007,2.432500758095395,-18.985860240996843,25.556292,7.5471964,-22.265834360549004,0.0,6.4005466,-18.985860240996843,10
10,-21.81688046104435,57,nan,-21.81688046104435,-24.555883385661065,2.1201396306271354,57,0.0,0.0,1592000,0.0,-24.555883385661065,-92.95303,-21.81688046104435,2.1201396306271354,-18.537094900137433,25.263597,7.556789,-21.81688046104435,0.0,6.399419,-18.537094900137433,10
10,-21.848566376654837,58,nan,-21.848566376654844,-23.843661800273985,1.577065819197671,58,0.0,0.0,1616000,0.0,-23.843661800273985,-93.55756,-21.848566376654844,1.577065819197671,-18.658578025502678,25.062523,7.563525,-21.848566376654837,0.0,6.4035835,-18.658578025502678,10
10,-21.742445278129864,59,nan,-21.742445278129868,-25.214681206744714,1.540945955650439,59,0.0,0.0,1640000,0.0,-25.214681206744714,-94.14131,-21.742445278129868,1.540945955650439,-19.274892101073018,24.887312,7.5421133,-21.742445278129864,0.0,6.403045,-19.274892101073018,10
10,-21.665644639590713,60,nan,-21.665644639590703,-24.084387859446164,2.0826348564369024,60,0.0,0.0,1664000,0.0,-24.084387859446164,-95.07935,-21.665644639590703,2.0826348564369024,-17.78854540688003,24.702969,7.5478745,-21.665644639590713,0.0,6.405472,-17.78854540688003,10
10,-23.09013646503401,61,nan,-23.090136465034014,-26.845335371320076,2.9042377266800354,61,0.0,0.0,1688000,0.0,-26.845335371320076,-95.99159,-23.090136465034014,2.9042377266800354,-18.797953967526784,24.481089,7.5382,-23.09013646503401,0.0,6.408544,-18.797953967526784,10
10,-20.481853241701188,62,nan,-20.481853241701184,-25.482823806673714,1.9359134318059172,62,0.0,0.0,1712000,0.0,-25.482823806673714,-96.6677,-20.481853241701184,1.9359134318059172,-18.219822250941487,24.37386,7.5578847,-20.481853241701188,0.0,6.4092364,-18.219822250941487,10
10,-22.009533951503073,63,nan,-22.00953395150308,-24.7243637943852,1.6635341963837678,63,0.0,0.0,1736000,0.0,-24.7243637943852,-97.53997,-22.00953395150308,1.6635341963837678,-19.413081679807394,24.17353,7.537792,-22.009533951503073,0.0,6.411566,-19.413081679807394,10
10,-20.63602572933185,64,nan,-20.636025729331855,-25.319413268087686,2.513168819097881,64,0.0,0.0,1760000,0.0,-25.319413268087686,-98.16143,-20.636025729331855,2.513168819097881,-17.1207168258425,24.0023,7.55217,-20.63602572933185,0.0,6.4125223,-17.1207168258425,10
10,-21.91941796811937,65,nan,-21.919417968119372,-24.60151098574329,1.7294685553850726,65,0.0,0.0,1784000,0.0,-24.60151098574329,-99.07726,-21.919417968119372,1.7294685553850726,-19.12579688527927,23.839384,7.5458927,-21.91941796811937,0.0,6.4155936,-19.12579688527927,10
10,-22.259584212263483,66,nan,-22.25958421226349,-25.707706186365016,1.9398442885556686,66,0.0,0.0,1808000,0.0,-25.707706186365016,-99.782906,-22.25958421226349,1.9398442885556686,-18.798337874711653,23.62019,7.5457983,-22.259584212263483,0.0,6.416949,-18.798337874711653,10
10,-22.460149020199943,67,nan,-22.460149020199935,-25.26864250184491,1.8354924503208037,67,0.0,0.0,1832000,0.0,-25.26864250184491,-100.396515,-22.460149020199935,1.8354924503208037,-19.193816431543052,23.595844,7.548909,-22.460149020199943,0.0,6.4189677,-19.193816431543052,10
10,-20.689274303049153,68,nan,-20.689274303049153,-25.662019167639297,2.5089900748721994,68,0.0,0.0,1856000,0.0,-25.662019167639297,-101.04738,-20.689274303049153,2.5089900748721994,-18.784154211027808,23.437294,7.5549374,-20.689274303049153,0.0,6.4176836,-18.784154211027808,10
10,-21.3834546923023,69,nan,-21.383454692302305,-24.2783225753761,2.3057950760805106,69,0.0,0.0,1880000,0.0,-24.2783225753761,-101.5505,-21.383454692302305,2.3057950760805106,-17.60309788288787,23.203596,7.5490694,-21.3834546923023,0.0,6.4186563,-17.60309788288787,10
10,-22.018408263004652,70,nan,-22.018408263004652,-24.55530679499958,1.8113984563468728,70,0.0,0.0,1904000,0.0,-24.55530679499958,-102.27952,-22.018408263004652,1.8113984563468728,-18.87038910959437,22.996809,7.5577745,-22.018408263004652,0.0,6.421201,-18.87038910959437,10
10,-21.53038227645855,71,nan,-21.530382276458557,-23.326257106347853,2.0122816944778954,71,0.0,0.0,1928000,0.0,-23.326257106347853,-102.84448,-21.530382276458557,2.0122816944778954,-16.59457043182295,22.94866,7.5473046,-21.53038227645855,0.0,6.419785,-16.59457043182295,10
10,-21.77142485167606,72,nan,-21.771424851676063,-25.738753765549237,2.4310416380009667,72,0.0,0.0,1952000,0.0,-25.738753765549237,-103.436874,-21.771424851676063,2.4310416380009667,-18.859320816022542,22.834051,7.551914,-21.77142485167606,0.0,6.423301,-18.859320816022542,10
10,-21.650979551759967,73,nan,-21.650979551759967,-24.491442025608432,1.6395228269988877,73,0.0,0.0,1976000,0.0,-24.491442025608432,-104.063095,-21.650979551759967,1.6395228269988877,-17.854851327470094,22.768364,7.5542197,-21.650979551759967,0.0,6.4224696,-17.854851327470094,10
10,-24.300679369879923,74,nan,-24.300679369879923,-27.78591775739813,2.2884313478322587,74,0.0,0.0,2000000,0.0,-27.78591775739813,-104.51967,-24.300679369879923,2.2884313478322587,-20.04705579336509,22.484888,7.5471063,-24.300679369879923,0.0,6.423053,-20.04705579336509,10
10,-24.02375951531053,75,nan,-24.023759515310537,-26.674293850127466,2.2237764037658807,75,0.0,0.0,2024000,0.0,-26.674293850127466,-105.05616,-24.023759515310537,2.2237764037658807,-19.541574979194948,22.295498,7.5437655,-24.02375951531053,0.0,6.4261746,-19.541574979194948,10
10,-21.032313338171974,76,nan,-21.032313338171967,-24.53105975278118,1.8934162212494703,76,0.0,0.0,2048000,0.0,-24.53105975278118,-105.65275,-21.032313338171967,1.8934162212494703,-17.690281625494848,22.101204,7.5424533,-21.032313338171974,0.0,6.42753,-17.690281625494848,10
10,-21.755030306948846,77,nan,-21.755030306948846,-25.59716209813014,2.0484193997840174,77,0.0,0.0,2072000,0.0,-25.59716209813014,-106.1213,-21.755030306948846,2.0484193997840174,-18.76991897260672,22.031816,7.5425797,-21.755030306948846,0.0,6.4315367,-18.76991897260672,10
10,-22.139712327970347,78,nan,-22.13971232797035,-23.959435363086953,1.396864324216178,78,0.0,0.0,2096000,0.0,-23.959435363086953,-106.53493,-22.13971232797035,1.396864324216178,-19.02129979907609,22.024391,7.5399957,-22.139712327970347,0.0,6.430721,-19.02129979907609,10
10,-21.8547843600127,79,nan,-21.854784360012708,-25.811615355218343,2.3540622022862014,79,0.0,0.0,2120000,0.0,-25.811615355218343,-107.119125,-21.854784360012708,2.3540622022862014,-19.283647400502193,21.8004,7.541597,-21.8547843600127,0.0,6.43162,-19.283647400502193,10
10,-21.449658600968597,80,nan,-21.449658600968593,-25.095544880580185,2.2461469441881667,80,0.0,0.0,2144000,0.0,-25.095544880580185,-107.58853,-21.449658600968593,2.2461469441881667,-18.014103347425785,21.643969,7.5416236,-21.449658600968597,0.0,6.4325128,-18.014103347425785,10
10,-22.043414700828208,81,nan,-22.0434147008282,-24.020320783204593,1.7640061679664298,81,0.0,0.0,2168000,0.0,-24.020320783204593,-107.96578,-22.0434147008282,1.7640061679664298,-17.848373319424052,21.593918,7.543337,-22.043414700828208,0.0,6.434127,-17.848373319424052,10
10,-21.60352677781531,82,nan,-21.603526777815315,-24.855906239211738,1.6865671938795166,82,0.0,0.0,2192000,0.0,-24.855906239211738,-108.45965,-21.603526777815315,1.6865671938795166,-19.594811240338522,21.586445,7.548415,-21.60352677781531,0.0,6.4358716,-19.594811240338522,10
10,-23.237507204842125,83,nan,-23.23750720484213,-26.499187370959966,2.052282176922422,83,0.0,0.0,2216000,0.0,-26.499187370959966,-108.87372,-23.23750720484213,2.052282176922422,-19.526881115139684,21.52053,7.553692,-23.237507204842125,0.0,6.4352555,-19.526881115139684,10
10,-20.7746062238773,84,nan,-20.774606223877306,-22.71102773815577,1.784563873783319,84,0.0,0.0,2240000,0.0,-22.71102773815577,-109.45013,-20.774606223877306,1.784563873783319,-17.09624343866602,21.279398,7.5481634,-20.7746062238773,0.0,6.437666,-17.09624343866602,10
10,-20.663887287279607,85,nan,-20.66388728727961,-23.782570510249545,1.7981835316963004,85,0.0,0.0,2264000,0.0,-23.782570510249545,-109.84012,-20.66388728727961,1.7981835316963004,-17.740774738083168,21.157906,7.5363693,-20.663887287279607,0.0,6.4394937,-17.740774738083168,10
10,-21.9147327128563,86,nan,-21.91473271285631,-24.146477320472222,1.3082433660652262,86,0.0,0.0,2288000,0.0,-24.146477320472222,-110.382454,-21.91473271285631,1.3082433660652262,-19.801127596818024,20.995441,7.5228996,-21.9147327128563,0.0,6.440047,-19.801127596818024,10
10,-22.08638456164262,87,nan,-22.08638456164263,-26.215270532080527,2.235594348922693,87,0.0,0.0,2312000,0.0,-26.215270532080527,-110.67104,-22.08638456164263,2.235594348922693,-18.874549207123312,20.959286,7.520171,-22.08638456164262,0.0,6.4392247,-18.874549207123312,10
10,-21.351568324500626,88,nan,-21.351568324500626,-22.77331591768369,1.162105503157438,88,0.0,0.0,2336000,0.0,-22.77331591768369,-111.16478,-21.351568324500626,1.162105503157438,-19.737317305939495,20.871145,7.530342,-21.351568324500626,0.0,6.4405656,-19.737317305939495,10
10,-21.564138199796147,89,nan,-21.564138199796155,-23.746921986434245,1.2549105508620677,89,0.0,0.0,2360000,0.0,-23.746921986434245,-111.588326,-21.564138199796155,1.2549105508620677,-19.920365699084684,20.797895,7.53054,-21.564138199796147,0.0,6.441746,-19.920365699084684,10
10,-21.99951918865049,90,nan,-21.99951918865049,-24.441646869435655,1.7700645798077617,90,0.0,0.0,2384000,0.0,-24.441646869435655,-112.07561,-21.99951918865049,1.7700645798077617,-18.9703372361686,20.710495,7.545785,-21.99951918865049,0.0,6.4461584,-18.9703372361686,10
10,-21.554627763687417,91,nan,-21.554627763687414,-23.668494746160672,1.5980419477331123,91,0.0,0.0,2408000,0.0,-23.668494746160672,-112.54597,-21.554627763687414,1.5980419477331123,-18.754378834213046,20.569168,7.5467043,-21.554627763687417,0.0,6.4475694,-18.754378834213046,10
