MetaTest/Average/AverageReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/box-close-v1/MaxReturn,MetaTrain/Average/AlphaLoss,MetaTest/Average/TerminationRate,MetaTest/box-close-v1/NumTrajs,MetaTest/box-close-v1/TerminationRate,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/Iteration,MetaTest/box-close-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTest/box-close-v1/MinReturn,MetaTest/box-close-v1/SuccessRate,MetaTrain/Average/QfLoss,MetaTrain/Average/Alpha,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/Average/StdReturn
-12.948469534550554,7.624632,-7.764963207613642,6.220147,0.0,10,0.0,-12.94846953455056,10,-7.764963207613642,-12.948469534550554,10,2.9244656364200288,-12.94846953455056,0.0,464000,-16.171606958655804,-16.171606958655804,0.0,135.17216,nan,10,-53.177177,2.9244656364200288
-26.198712941525127,7.624632,-13.072735691901567,6.1722383,0.0,10,0.0,-26.198712941525127,10,-13.072735691901567,-26.198712941525127,11,10.399552151523581,-26.198712941525127,0.0,488000,-37.12463845089772,-37.12463845089772,0.0,180.33981,nan,11,-60.4274,10.399552151523581
-10.37916401019091,7.624632,-3.336488725447519,6.0435557,0.0,10,0.0,-10.379164010190916,10,-3.336488725447519,-10.37916401019091,12,4.139706874765697,-10.379164010190916,0.0,512000,-14.581804132737206,-14.581804132737206,0.0,339.47263,nan,12,-85.11871,4.139706874765697
-10.503628063799855,7.6440997,-2.919024097727929,5.3018045,0.0,10,0.0,-10.503628063799853,10,-2.919024097727929,-10.503628063799855,13,3.4763037174848055,-10.503628063799853,0.0,536000,-14.504144602193172,-14.504144602193172,0.0,678.1991,nan,13,-155.73059,3.4763037174848055
-20.42126243661162,7.6976953,-5.624542161584877,3.4960763,0.0,10,0.0,-20.421262436611627,10,-5.624542161584877,-20.42126243661162,14,14.334721221244589,-20.421262436611627,0.0,560000,-61.4563376322353,-61.4563376322353,0.0,2121.1296,nan,14,-345.57736,14.334721221244589
-27.636853384588665,7.660489,-2.249474431844624,1.1900573,0.0,10,0.0,-27.636853384588676,10,-2.249474431844624,-27.636853384588665,15,33.92828558619536,-27.636853384588676,0.0,584000,-97.36599708371534,-97.36599708371534,0.0,4548.277,nan,15,-694.2775,33.92828558619536
-50.12102546442388,7.6717005,-5.056827321272889,-1.080658,0.0,10,0.0,-50.12102546442388,10,-5.056827321272889,-50.12102546442388,16,24.943054700728048,-50.12102546442388,0.0,608000,-90.89971714565337,-90.89971714565337,0.0,4555.5117,nan,16,-1058.445,24.943054700728048
633.4430710154217,7.624632,3596.5327073587805,-1.6824834,0.0,10,0.0,633.4430710154214,10,3596.5327073587805,633.4430710154217,17,1341.355001875242,633.4430710154214,0.0,632000,-73.7683795565961,-73.7683795565961,0.0,4938.51,nan,17,-1319.8838,1341.355001875242
1418.7389146955934,7.626543,6819.017626787243,-2.4550242,0.0,10,0.0,1418.7389146955925,10,6819.017626787243,1418.7389146955934,18,2325.1563961303405,1418.7389146955925,0.0,656000,-23.877316766950866,-23.877316766950866,0.0,10948.052,nan,18,-1606.8346,2325.1563961303405
-41.67586485009757,7.624632,30.05582985647801,-4.3971233,0.0,10,0.0,-41.675864850097554,10,30.05582985647801,-41.67586485009757,19,29.14232715265541,-41.675864850097554,0.0,680000,-72.50036782585599,-72.50036782585599,0.0,32703.695,nan,19,-2221.389,29.14232715265541
1018.6846494481548,7.624632,10477.929895388452,-6.0425086,0.0,10,0.0,1018.6846494481536,10,10477.929895388452,1018.6846494481548,20,3153.142825276133,1018.6846494481536,0.0,704000,-61.291128011498365,-61.291128011498365,0.0,89503.82,nan,20,-3287.9846,3153.142825276133
9.65969581603655,13.841785,108.5020756883039,-6.3835206,0.0,10,0.0,9.65969581603655,10,108.5020756883039,9.65969581603655,21,66.47494415382538,9.65969581603655,0.0,728000,-73.37149263142928,-73.37149263142928,0.0,213244.77,nan,21,-4559.033,66.47494415382538
766.7264821265912,7.8926253,3093.051322897137,-9.014144,0.0,10,0.0,766.7264821265916,10,3093.051322897137,766.7264821265912,22,1241.1369706690152,766.7264821265916,0.0,752000,-52.69989025817714,-52.69989025817714,0.0,461045.8,nan,22,-6992.2393,1241.1369706690152
-41.3433143666359,130.94313,-1.044534015606813,-9.873682,0.0,10,0.0,-41.3433143666359,10,-1.044534015606813,-41.3433143666359,23,31.77987122088992,-41.3433143666359,0.0,776000,-74.97308473030134,-74.97308473030134,0.0,856095.5,nan,23,-10593.404,31.77987122088992
115.0267522855576,62.588017,728.3019714508514,-10.746623,0.0,10,0.0,115.02675228555756,10,728.3019714508514,115.0267522855576,24,237.64834667691545,115.02675228555756,0.0,800000,-93.75869104935872,-93.75869104935872,0.0,1340856.9,nan,24,-14453.12,237.64834667691545
4079.135537382692,30.377642,30207.823851233898,-12.714408,0.0,10,0.0,4079.135537382692,10,30207.823851233898,4079.135537382692,25,9092.298230767548,4079.135537382692,0.0,824000,-96.97837510716158,-96.97837510716158,0.0,1826033.8,nan,25,-18203.271,9092.298230767548
-70.63946448855822,901.7971,-28.084161906149934,-14.544497,0.0,10,0.0,-70.63946448855822,10,-28.084161906149934,-70.63946448855822,26,18.47528529267093,-70.63946448855822,0.0,848000,-94.78320718068056,-94.78320718068056,0.0,2301752.2,nan,26,-23237.045,18.47528529267093
-61.42784574758846,122.50544,-13.947050632789034,-14.927747,0.0,10,0.0,-61.42784574758846,10,-13.947050632789034,-61.42784574758846,27,24.82776924364601,-61.42784574758846,0.0,872000,-87.279991858211,-87.279991858211,0.0,2641674.8,nan,27,-28318.244,24.82776924364601
2768.8155922399756,223.46375,26270.005500518095,-15.433603,0.0,10,0.0,2768.8155922399737,10,26270.005500518095,2768.8155922399756,28,7852.918046209785,2768.8155922399737,0.0,896000,-98.5669985459121,-98.5669985459121,0.0,3112510.5,nan,28,-33294.96,7852.918046209785
-86.1234237132624,280.49197,-60.174522229832334,-15.359703,0.0,10,0.0,-86.12342371326241,10,-60.174522229832334,-86.1234237132624,29,11.210125649587372,-86.12342371326241,0.0,920000,-108.6265444670964,-108.6265444670964,0.0,3507165.2,nan,29,-36394.168,11.210125649587372
-93.70491251792461,229.5072,-79.43123312041544,-14.773983,0.0,10,0.0,-93.70491251792463,10,-79.43123312041544,-93.70491251792461,30,9.601644524208094,-93.70491251792463,0.0,944000,-105.47051918018585,-105.47051918018585,0.0,4387741.0,nan,30,-41562.742,9.601644524208094
-86.5348323025053,341.89038,-72.46541001447108,-15.792009,0.0,10,0.0,-86.53483230250528,10,-72.46541001447108,-86.5348323025053,31,10.250120678011447,-86.53483230250528,0.0,968000,-111.4961418962313,-111.4961418962313,0.0,5029530.5,nan,31,-44670.49,10.250120678011447
-77.08908654419615,526.05115,-68.25938715135553,-16.730581,0.0,10,0.0,-77.08908654419615,10,-68.25938715135553,-77.08908654419615,32,4.647514827235034,-77.08908654419615,0.0,992000,-83.68767839423079,-83.68767839423079,0.0,5635985.5,nan,32,-48071.008,4.647514827235034
1290.8085438583812,1958.1475,13733.17405626657,-17.46003,0.0,10,0.0,1290.8085438583819,10,13733.17405626657,1290.8085438583812,33,4147.685459386653,1290.8085438583819,0.0,1016000,-180.4011447993804,-180.4011447993804,0.0,5820599.5,nan,33,-51445.13,4147.685459386653
1244.7554930214678,2169.7102,13306.980468877777,-18.137638,0.0,10,0.0,1244.7554930214685,10,13306.980468877777,1244.7554930214678,34,4020.8936761490577,1244.7554930214685,0.0,1040000,-167.95749402107188,-167.95749402107188,0.0,5597525.0,nan,34,-46583.465,4020.8936761490577
1600.178207376093,1825.2195,16081.322940120383,-18.179571,0.0,10,0.0,1600.1782073760924,10,16081.322940120383,1600.178207376093,35,4829.218353101729,1600.1782073760924,0.0,1064000,-116.20014198262544,-116.20014198262544,0.0,6825244.0,nan,35,-47814.16,4829.218353101729
3523.1012363469795,1382.692,21082.14887235869,-18.693794,0.0,10,0.0,3523.1012363469804,10,21082.14887235869,3523.1012363469795,36,7426.485540676375,3523.1012363469804,0.0,1088000,-170.7098925748807,-170.7098925748807,0.0,9149664.0,nan,36,-54087.52,7426.485540676375
-89.38128760153344,1962.8467,-8.569880998319347,-18.915325,0.0,10,0.0,-89.38128760153344,10,-8.569880998319347,-89.38128760153344,37,65.96938593599172,-89.38128760153344,0.0,1112000,-172.21005576919814,-172.21005576919814,0.0,11417312.0,nan,37,-59906.402,65.96938593599172
4655.1157917148685,2878.8584,47337.75595445802,-19.031157,0.0,10,0.0,4655.115791714871,10,47337.75595445802,4655.1157917148685,38,14227.630100037699,4655.115791714871,0.0,1136000,-162.69767584157455,-162.69767584157455,0.0,13912248.0,nan,38,-72114.39,14227.630100037699
2294.569181735638,2066.9395,12251.305751582275,-19.30553,0.0,10,0.0,2294.5691817356387,10,12251.305751582275,2294.569181735638,39,4762.496021095261,2294.5691817356387,0.0,1160000,-143.281297314194,-143.281297314194,0.0,13871668.0,nan,39,-72367.07,4762.496021095261
441.35819483038347,2594.114,4750.737524431983,-19.098204,0.0,10,0.0,441.35819483038324,10,4750.737524431983,441.35819483038347,40,1440.2515873974692,441.35819483038324,0.0,1184000,-112.4228873438948,-112.4228873438948,0.0,14798835.0,nan,40,-76007.57,1440.2515873974692
3516.3380796202437,11555.946,35659.224091795695,-18.713102,0.0,10,0.0,3516.338079620241,10,35659.224091795695,3516.3380796202437,41,10715.748029110402,3516.338079620241,0.1,1208000,-170.7159207942771,-170.7159207942771,0.1,16991630.0,nan,41,-77105.375,10715.748029110402
5508.920289238724,5754.626,44439.31559401328,-18.115892,0.0,10,0.0,5508.920289238726,10,44439.31559401328,5508.920289238724,42,13436.21415707343,5508.920289238726,0.0,1232000,-161.51949316655083,-161.51949316655083,0.0,18263700.0,nan,42,-80740.35,13436.21415707343
2893.656879965926,8291.437,29945.2399922076,-17.401358,0.0,10,0.0,2893.656879965926,10,29945.2399922076,2893.656879965926,43,9017.332855504239,2893.656879965926,0.1,1256000,-175.29291468358716,-175.29291468358716,0.1,18560634.0,nan,43,-81238.03,9017.332855504239
9408.533204697256,4870.407,91732.64604603771,-16.788536,0.0,10,0.0,9408.533204697265,10,91732.64604603771,9408.533204697256,44,27459.761596776578,9408.533204697265,0.1,1280000,-164.4940949327075,-164.4940949327075,0.1,18906518.0,nan,44,-82068.23,27459.761596776578
21308.081609773613,10610.974,113134.64829326932,-16.388788,0.0,10,0.0,21308.081609773606,10,113134.64829326932,21308.081609773613,45,36008.321705879476,21308.081609773606,0.2,1304000,-167.49074276273697,-167.49074276273697,0.2,20035874.0,nan,45,-85757.32,36008.321705879476
14052.5159217568,20309.16,126504.04675933851,-16.576656,0.0,10,0.0,14052.5159217568,10,126504.04675933851,14052.5159217568,46,37756.49191673519,14052.5159217568,0.2,1328000,-190.54587333804116,-190.54587333804116,0.2,21223936.0,nan,46,-88225.086,37756.49191673519
16056.127507831941,30637.127,161284.65127044872,-17.446405,0.0,10,0.0,16056.127507831934,10,161284.65127044872,16056.127507831941,47,48409.52381407217,16056.127507831934,0.1,1352000,-120.8033336964707,-120.8033336964707,0.1,23123868.0,nan,47,-94081.27,48409.52381407217
30588.536573722704,2938.1633,111086.08710759021,-19.21787,0.0,10,0.0,30588.536573722715,10,111086.08710759021,30588.536573722704,48,35752.3357960851,30588.536573722715,0.3,1376000,-76.27779172065492,-76.27779172065492,0.3,26102776.0,nan,48,-105765.03,35752.3357960851
48088.02573616629,1821.5009,92707.24154828947,-19.869968,0.0,10,0.0,48088.025736166295,10,92707.24154828947,48088.02573616629,49,31029.325137991713,48088.025736166295,0.0,1400000,-67.68161373894036,-67.68161373894036,0.0,28753850.0,nan,49,-114945.92,31029.325137991713
14253.602700014377,3353.9407,92701.56892348886,-20.433212,0.0,10,0.0,14253.60270001438,10,92701.56892348886,14253.602700014377,50,27974.243202815534,14253.60270001438,0.1,1424000,-44.785944005962676,-44.785944005962676,0.1,35373656.0,nan,50,-121126.85,27974.243202815534
75987.16727075975,2155.735,167108.01511703662,-21.957504,0.0,10,0.0,75987.16727075978,10,167108.01511703662,75987.16727075975,51,39299.7701346647,75987.16727075978,0.1,1448000,-12.236995658255609,-12.236995658255609,0.1,42304360.0,nan,51,-128295.79,39299.7701346647
58382.2279850886,1898.2471,123301.00616697401,-23.691668,0.0,10,0.0,58382.22798508861,10,123301.00616697401,58382.2279850886,52,39526.36001570255,58382.22798508861,0.2,1472000,-87.47065612218498,-87.47065612218498,0.2,48493948.0,nan,52,-136721.36,39526.36001570255
57365.06595112737,2548.4944,110289.95416174752,-24.047531,0.0,10,0.0,57365.06595112737,10,110289.95416174752,57365.06595112737,53,41010.480007557286,57365.06595112737,0.6,1496000,-6.544343426527141,-6.544343426527141,0.6,48356360.0,nan,53,-137250.38,41010.480007557286
48552.22826654954,1931.6108,131814.408984344,-23.958765,0.0,10,0.0,48552.228266549515,10,131814.408984344,48552.22826654954,54,55286.08591356283,48552.228266549515,0.4,1520000,-148.9107823977077,-148.9107823977077,0.4,50465710.0,nan,54,-147702.23,55286.08591356283
40747.08682268132,4061.9995,137510.86202517926,-22.18605,0.0,10,0.0,40747.08682268131,10,137510.86202517926,40747.08682268132,55,51999.08458487029,40747.08682268131,0.2,1544000,-128.53527801125523,-128.53527801125523,0.2,42368656.0,nan,55,-121162.58,51999.08458487029
2654.8273758378405,3491.4973,3539.6099548983025,-22.85948,0.0,10,0.0,2654.8273758378405,10,3539.6099548983025,2654.8273758378405,56,1314.8626234828496,2654.8273758378405,0.0,1568000,-25.783348965840645,-25.783348965840645,0.0,58560416.0,nan,56,-180604.6,1314.8626234828496
62534.24548403764,17346.082,131358.87139645478,-23.300749,0.0,10,0.0,62534.24548403764,10,131358.87139645478,62534.24548403764,57,52390.94001308198,62534.24548403764,0.4,1592000,-35.92453853274993,-35.92453853274993,0.4,58040860.0,nan,57,-184134.45,52390.94001308198
31474.265842613582,2581.8328,154557.17411969972,-22.150562,0.0,10,0.0,31474.26584261359,10,154557.17411969972,31474.265842613582,58,46184.358932764924,31474.26584261359,0.3,1616000,365.72645688023607,365.72645688023607,0.3,57296428.0,nan,58,-195039.19,46184.358932764924
58941.102486711185,1851.4098,169483.46023309274,-21.560297,0.0,10,0.0,58941.102486711185,10,169483.46023309274,58941.102486711185,59,55247.99383425829,58941.102486711185,0.5,1640000,64.85756665451656,64.85756665451656,0.5,59289390.0,nan,59,-207122.62,55247.99383425829
39641.24431487346,1732.6952,134091.0857449263,-22.097902,0.0,10,0.0,39641.244314873446,10,134091.0857449263,39641.24431487346,60,46545.59760552644,39641.244314873446,0.1,1664000,-35.38022455053407,-35.38022455053407,0.1,62547584.0,nan,60,-214138.22,46545.59760552644
9350.01343695055,1499.5398,14522.937645286918,-22.606785,0.0,10,0.0,9350.013436950554,10,14522.937645286918,9350.01343695055,61,1833.076724111601,9350.013436950554,0.0,1688000,8073.477796025666,8073.477796025666,0.0,65345824.0,nan,61,-218084.75,1833.076724111601
61570.07581039322,1178.0046,140977.83735472395,-23.22388,0.0,10,0.0,61570.075810393224,10,140977.83735472395,61570.07581039322,62,45002.47070087757,61570.075810393224,0.1,1712000,10038.008003845342,10038.008003845342,0.1,68422980.0,nan,62,-227421.77,45002.47070087757
79246.28641892775,1032.5619,179000.13925377658,-23.26491,0.0,10,0.0,79246.28641892773,10,179000.13925377658,79246.28641892775,63,50999.3762344762,79246.28641892773,0.4,1736000,-6.272391069513099,-6.272391069513099,0.4,71374700.0,nan,63,-236486.06,50999.3762344762
65177.10589668818,1214.1707,144735.46747450842,-23.409266,0.0,10,0.0,65177.10589668818,10,144735.46747450842,65177.10589668818,64,60707.79867465254,65177.10589668818,0.3,1760000,3815.197595357842,3815.197595357842,0.3,73445620.0,nan,64,-238440.03,60707.79867465254
77760.56119156633,1108.5775,138436.93541788319,-23.486662,0.0,10,0.0,77760.56119156635,10,138436.93541788319,77760.56119156633,65,55739.034992929686,77760.56119156635,0.3,1784000,21.52696067815427,21.52696067815427,0.3,75604100.0,nan,65,-241278.83,55739.034992929686
74253.27544970906,1529.5422,111992.2497160935,-23.704208,0.0,10,0.0,74253.27544970906,10,111992.2497160935,74253.27544970906,66,39277.03949156122,74253.27544970906,0.4,1808000,-14.68827903496953,-14.68827903496953,0.4,74365410.0,nan,66,-242213.12,39277.03949156122
131134.28916882878,1998.2096,193734.90652777682,-23.57714,0.0,10,0.0,131134.28916882878,10,193734.90652777682,131134.28916882878,67,39073.63890542569,131134.28916882878,0.4,1832000,93620.43121462909,93620.43121462909,0.4,70873330.0,nan,67,-237428.64,39073.63890542569
60228.86809080595,1326.7278,184566.99085760533,-23.293734,0.0,10,0.0,60228.868090805925,10,184566.99085760533,60228.86809080595,68,76668.24334254471,60228.868090805925,0.3,1856000,-112.38057585853639,-112.38057585853639,0.3,72608220.0,nan,68,-243386.28,76668.24334254471
129988.51531478521,1315.2345,343676.8760380314,-23.463078,0.0,10,0.0,129988.51531478525,10,343676.8760380314,129988.51531478521,69,93452.43578756742,129988.51531478525,0.5,1880000,-17.77680078547563,-17.77680078547563,0.5,79708390.0,nan,69,-254424.19,93452.43578756742
120694.05537660183,1234.4545,190723.77966667886,-23.539293,0.0,10,0.0,120694.05537660184,10,190723.77966667886,120694.05537660183,70,59477.46398113721,120694.05537660184,0.6,1904000,333.6375842587374,333.6375842587374,0.6,93002530.0,nan,70,-265385.97,59477.46398113721
122308.0178101551,1585.5924,189703.05963709753,-23.581257,0.0,10,0.0,122308.0178101551,10,189703.05963709753,122308.0178101551,71,54943.52682374985,122308.0178101551,0.5,1928000,3235.7053664689497,3235.7053664689497,0.5,82740330.0,nan,71,-265581.3,54943.52682374985
157586.23421269332,2410.5059,245806.6158213827,-24.025488,0.0,10,0.0,157586.2342126933,10,245806.6158213827,157586.23421269332,72,49748.36738806763,157586.2342126933,0.9,1952000,50716.901634487454,50716.901634487454,0.9,82647224.0,nan,72,-266104.88,49748.36738806763
125801.43417810998,2316.4614,188094.8707870217,-24.319597,0.0,10,0.0,125801.43417810998,10,188094.8707870217,125801.43417810998,73,49847.41403334675,125801.43417810998,0.5,1976000,3159.284897084447,3159.284897084447,0.5,89562680.0,nan,73,-287786.06,49847.41403334675
137008.8270307444,2477.9143,219467.799822678,-24.338102,0.0,10,0.0,137008.82703074443,10,219467.799822678,137008.8270307444,74,61819.359748437746,137008.82703074443,0.5,2000000,3411.67980471619,3411.67980471619,0.5,87273160.0,nan,74,-286790.38,61819.359748437746
125203.37637379975,2019.218,182645.61679900333,-24.59466,0.0,10,0.0,125203.3763737997,10,182645.61679900333,125203.37637379975,75,22337.523271789112,125203.3763737997,0.7,2024000,99082.40537512195,99082.40537512195,0.7,92268456.0,nan,75,-307682.75,22337.523271789112
81540.68935178408,1724.7078,185495.95149189868,-24.849422,0.0,10,0.0,81540.68935178405,10,185495.95149189868,81540.68935178408,76,68209.31121611297,81540.68935178405,0.4,2048000,295.52892052952643,295.52892052952643,0.4,98029144.0,nan,76,-327110.28,68209.31121611297
135842.9338361607,1801.8805,215998.66328368004,-24.892645,0.0,10,0.0,135842.93383616066,10,215998.66328368004,135842.9338361607,77,42846.12012651379,135842.93383616066,0.5,2072000,77748.36646785172,77748.36646785172,0.5,98379720.0,nan,77,-333704.84,42846.12012651379
45578.755315751674,4343.15,141948.91077338238,-24.853294,0.0,10,0.0,45578.755315751674,10,141948.91077338238,45578.755315751674,78,54875.08216485177,45578.755315751674,0.2,2096000,-154.72763381864073,-154.72763381864073,0.2,98752920.0,nan,78,-336834.9,54875.08216485177
22959.098684165478,5930.5044,117716.73438309481,-24.764618,0.0,10,0.0,22959.09868416546,10,117716.73438309481,22959.098684165478,79,44399.353299849005,22959.09868416546,0.4,2120000,-146.8829907643962,-146.8829907643962,0.4,100859820.0,nan,79,-341926.28,44399.353299849005
61456.62927643941,3455.538,211104.4862881824,-24.236687,0.0,10,0.0,61456.629276439395,10,211104.4862881824,61456.62927643941,80,83053.00787279243,61456.629276439395,0.4,2144000,922.8711748654234,922.8711748654234,0.4,100779530.0,nan,80,-341921.9,83053.00787279243
80730.10850986929,2327.9785,164781.5916008328,-24.165794,0.0,10,0.0,80730.1085098693,10,164781.5916008328,80730.10850986929,81,68076.57199952366,80730.1085098693,0.7,2168000,-15.754463043093748,-15.754463043093748,0.7,100355130.0,nan,81,-339120.9,68076.57199952366
46679.127345987516,4982.0557,183378.4738044118,-23.707113,0.0,10,0.0,46679.1273459875,10,183378.4738044118,46679.127345987516,82,71408.3246919443,46679.1273459875,0.2,2192000,-138.1855185509783,-138.1855185509783,0.2,95157450.0,nan,82,-303305.53,71408.3246919443
131829.28549972438,5822.597,189013.4695726926,-22.381186,0.0,10,0.0,131829.28549972438,10,189013.4695726926,131829.28549972438,83,30011.657736237114,131829.28549972438,0.5,2216000,84304.3763776069,84304.3763776069,0.5,90518504.0,nan,83,-253206.17,30011.657736237114
132848.49750115472,6247.943,180077.7336515648,-23.290413,0.0,10,0.0,132848.49750115472,10,180077.7336515648,132848.49750115472,84,49817.39952105615,132848.49750115472,0.7,2240000,667.3329418468471,667.3329418468471,0.7,99924060.0,nan,84,-340212.38,49817.39952105615
65929.63082274112,4425.1416,185514.2287801217,-23.61945,0.0,10,0.0,65929.6308227411,10,185514.2287801217,65929.63082274112,85,71699.07687675931,65929.6308227411,0.2,2264000,-142.36412195570324,-142.36412195570324,0.2,98065810.0,nan,85,-350534.78,71699.07687675931
56481.62396224136,3425.0696,188985.67875312007,-23.93472,0.0,10,0.0,56481.623962241414,10,188985.67875312007,56481.62396224136,86,74411.19329457743,56481.623962241414,0.2,2288000,-151.4559145535482,-151.4559145535482,0.2,99097810.0,nan,86,-353661.75,74411.19329457743
44829.02518380708,2340.658,140979.09785146106,-23.945248,0.0,10,0.0,44829.02518380708,10,140979.09785146106,44829.02518380708,87,58148.38438446512,44829.02518380708,0.4,2312000,-150.2701678193489,-150.2701678193489,0.4,98749130.0,nan,87,-358768.5,58148.38438446512
19470.28970656272,2977.8596,143129.1581513201,-23.770555,0.0,10,0.0,19470.289706562708,10,143129.1581513201,19470.28970656272,88,42710.44223222667,19470.289706562708,0.1,2336000,-149.1699891763108,-149.1699891763108,0.1,97369130.0,nan,88,-362890.03,42710.44223222667
132755.97038728994,1821.7777,198341.50143114274,-23.877575,0.0,10,0.0,132755.97038728994,10,198341.50143114274,132755.97038728994,89,56935.25842181388,132755.97038728994,0.6,2360000,432.78644632419974,432.78644632419974,0.6,97423944.0,nan,89,-369215.62,56935.25842181388
140673.64187863702,1748.8049,190590.11518364705,-23.833172,0.0,10,0.0,140673.64187863708,10,190590.11518364705,140673.64187863702,90,39406.21578427665,140673.64187863708,0.6,2384000,64474.115023493316,64474.115023493316,0.6,98753496.0,nan,90,-374151.7,39406.21578427665
29777.642044965043,2875.7842,159384.12031063825,-24.037607,0.0,10,0.0,29777.64204496504,10,159384.12031063825,29777.642044965043,91,56484.984078407535,29777.64204496504,0.4,2408000,-152.21833181659917,-152.21833181659917,0.4,101173170.0,nan,91,-368202.3,56484.984078407535
133243.44594673178,2220.9937,181529.52814144365,-23.888277,0.0,10,0.0,133243.44594673175,10,181529.52814144365,133243.44594673178,92,44594.365107893704,133243.44594673175,0.4,2432000,19893.00988513783,19893.00988513783,0.4,100989430.0,nan,92,-374298.38,44594.365107893704
14569.369898427682,2114.8467,136909.37467499034,-23.91697,0.0,10,0.0,14569.36989842769,10,136909.37467499034,14569.369898427682,93,40805.914687713564,14569.36989842769,0.2,2456000,-176.04803946956255,-176.04803946956255,0.2,97668310.0,nan,93,-375603.47,40805.914687713564
115083.69282632154,2497.1243,259785.43536701202,-23.977457,0.0,10,0.0,115083.69282632154,10,259785.43536701202,115083.69282632154,94,96420.32718249277,115083.69282632154,0.5,2480000,357.15576541668617,357.15576541668617,0.5,99241610.0,nan,94,-375748.28,96420.32718249277
